alt_reference,doi,published,volume,issue,page,journal_issn,label_en,journal_title,work_type
https://ssrn.com/abstract=3235691,,2018-08-30,38,3,,0734-1490,"Race, Poverty, and Bail: An Annotated Bibliography",Northern Illinois University Law Review,journal-article
