qid,label_en,description_en,instance_of_uuid,instance_of,sex_uuid,sex,occupation_uuid,occupation,occupation_ref1_hash,occupation_ref1_referenceUrl,occupation_ref1_retrieved_nodeId,occupation_ref1_retrieved_val,occupation_ref1_retrieved_prec,birthdate_uuid,birthdate_nodeId,birthdate_val,birthdate_prec,birthdate_ref1_hash,birthdate_ref1_referenceUrl,birthdate_ref1_retrieved_nodeId,birthdate_ref1_retrieved_val,birthdate_ref1_retrieved_prec,birthplace_uuid,birthplace,birthplace_ref1_hash,birthplace_ref1_referenceUrl,birthplace_ref1_retrieved_nodeId,birthplace_ref1_retrieved_val,birthplace_ref1_retrieved_prec,deathdate_uuid,deathdate_nodeId,deathdate_val,deathdate_prec,deathdate_ref1_hash,deathdate_ref1_referenceUrl,deathdate_ref1_retrieved_nodeId,deathdate_ref1_retrieved_val,deathdate_ref1_retrieved_prec,deathplace_uuid,deathplace,deathplace_ref1_hash,deathplace_ref1_referenceUrl,deathplace_ref1_retrieved_nodeId,deathplace_ref1_retrieved_val,deathplace_ref1_retrieved_prec,works_in_collection_uuid,works_in_collection,works_in_collection_ref1_hash,works_in_collection_ref1_referenceUrl,works_in_collection_ref1_retrieved_nodeId,works_in_collection_ref1_retrieved_val,works_in_collection_ref1_retrieved_prec,citizenship_country_uuid,citizenship_country,citizenship_country_ref1_hash,citizenship_country_ref1_referenceUrl,citizenship_country_ref1_retrieved_nodeId,citizenship_country_ref1_retrieved_val,citizenship_country_ref1_retrieved_prec,ulan_uuid,ulan,ulan_ref1_hash,ulan_ref1_retrieved_nodeId,ulan_ref1_retrieved_val,ulan_ref1_retrieved_prec
,Claire Bush,painter,,Q5,,Q6581072,,Q1028181,,,,,,,,1933,,,,,,,,Q16898647,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Eric Rutherford,"British printmaker, active from 1963",,Q5,,Q6581097,,Q11569986,,,,,,,,1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q145,,,,,,,500003217,,,2021-01-27,
,Willow Legge,book artist,,Q5,,Q6581072,,Q56884373,,,,,,,,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Patricia Jean Burg,Canadian artist,,Q5,,Q6581072,,Q11569986,,,,,,,,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q16,,,,,,,500064860,,,2021-01-27,
,Lawrence Anthony,sculptor,,Q5,,Q6581097,,Q1281618,,,,,,,,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Victor Huggins,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1936,,,,,,,,Q49229,,,,,,,,2007,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,John Gwinn,American drawer,,Q5,,Q6581097,,Q15296811,,,,,,,,1936,,,,,,,,Q1400,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,William H. Boysen,American artist,,Q5,,Q6581097,,Q483501,,,,,,,,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Henk van Putten,Dutch sculptor,,Q5,,Q6581097,,Q11569986,,,,,,,,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q55,,,,,,,500058012,,,2021-01-27,
,Don Cameron,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Ferran Teixidor,Spanish painter,,Q5,,Q6581097,,Q11569986,,,,,,,,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q29,,,,,,,,,,,
,Robert Quijada,American artist,,Q5,,Q6581097,,Q1028181,,,,,,,,1937,,,,,,,,,,,,,,,,1994,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500096712,,,2021-01-27,
,Oscar Magnan,Cuban printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1937,,,,,,,,Q190005,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q241,,,,,,,,,,,
,Jean Wall Penland,American painter and etcher,,Q5,,Q6581072,,Q1028181,,,,,,,,1938,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Michael Garman,sculptor,,Q5,,Q6581097,,Q1281618,,,,,,,,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Adolf Schlosser,Austrian Spanish printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1939,,,,,,,,,,,,,,,,2004,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Clover Vail,American painter,,Q5,,Q6581097,,Q11569986,,,,,,,,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500330786,,,2021-01-27,
,Rainer Pfnür,German artist,,Q5,,Q6581097,,Q11569986,,,,,,,,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q183,,,,,,,500104132,,,2021-01-27,
,Miquel Vilà,Spanish printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1940,,,,,,,,Q1492,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q29,,,,,,,,,,,
,Manzano Acisclo,printmaker,,Q5,,,,Q11569986,,,,,,,,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Cis Lenerts,printmaker,,Q5,,,,Q11569986,,,,,,,,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Terry Max Hochstetler,American painter,,Q5,,Q6581097,,Q1028181,,,,,,,,1941,,,,,,,,Q492478,,,,,,,,2019,,,,,,,,Q328941,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Yukio Katsuda,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Watthana Watthanāphan,Thai painter,,Q5,,Q6581097,,Q1028181,,,,,,,,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q869,,,,,,,500122968,,,2021-01-27,
,Joseph A. Pecsenke,Hungarian American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1942,,,,,,,,,,,,,,,,1989,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Phillis Ideal,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1942,,,,,,,,Q33561,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Diana R. Hansen,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Manuel Boix Alvarez,Spanish printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q29,,,,,,,,,,,
,Pere Puiggros,Spanish printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q29,,,,,,,,,,,
,Chaim Kanner,French photographer,,Q5,,Q6581097,,Q33231,,,,,,,,1943,,,,,,,,Q33959,,,,,,,,2000,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q142,,,,,,,,,,,
,Lenore Vanderkooi,American ceramic artist,,Q5,,Q6581072,,Q7541856,,,,,,,,1943,,,,,,,,Q100,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,James Joseph Juszczk,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1943,,,,,,,,Q1297,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Gilbert Herreyns,Belgian printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1943,,,,,,,,Q203312,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q31,,,,,,,,,,,
,David Smyth,American painter,,Q5,,Q6581097,,Q11569986,,,,,,,,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500021111,,,2021-01-27,
,David Shapiro,American painter and printmaker,,Q5,,Q6581097,,Q15296811,,,,,,,,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Daniel Gualdoni,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Faik Husein,Iraqi American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1944,,,,,,,,Q38811,,,,,,,,2004,,,,,,,,Q60,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Lisa Collado,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500387117,,,2021-01-27,
,Eduardo Mira,artist,,Q5,,Q6581097,,Q483501,,,,,,,,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,John P. Stewart,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Judith Page,American sculptor,,Q5,,Q6581072,,Q1281618,,,,,,,,1946,,,,,,,,Q49241,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Kathleen Walkup,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1946,,,,,,,,Q6106,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Barry Buxkamper,American painter,,Q5,,Q6581097,,Q1028181,,,,,,,,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Alvin Garret,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Dennis Lukas,Canadian painter,,Q5,,Q6581097,,Q1028181,,,,,,,,1947,,,,,,,,Q133116,,,,,,,,2003,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q16,,,,,,,,,,,
,Elliot Ross,American book artist,,Q5,,Q6581097,,Q56884373,,,,,,,,1947,,,,,,,,Q1297,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500129424,,,2021-01-27,
,Okada Teru,ceramic artist,,Q5,,,,Q7541856,,,,,,,,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Rosalyn Richards,painter,,Q5,,Q6581072,,Q1028181,,,,,,,,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Hernan Zúñiga Albán,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1948,,,,,,,,Q210161,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q736,,,,,,,,,,,
,Paul Eric Berger,American photographer and printmaker,,Q5,,Q6581097,,Q33231,,,,,,,,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Dawson Nesbitt,photographer,,Q5,,,,Q33231,,,,,,,,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Cathie Ruggie-Saunders,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1949,,,,,,,,Q1297,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Edward Shalala,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1949,,,,,,,,Q37320,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Jeanne Wilkinson,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1949,,,,,,,,Q485708,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Jay Bolotin,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1949,,,,,,,,Q491931,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500466991,,,2021-01-27,
,Creighton Michael,American sculptor,,Q5,,Q6581097,,Q11569986,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500100489,,,2021-01-27,
,Mark Williams,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1950,,,,,,,,Q1342,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500285848,,,2021-01-27,
,Ann Kalmbach,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1950,,,,,,,,Q49218,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Hans Waanders,Dutch printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1951,,,,,,,,Q33435365,,,,,,,,2001,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q55,,,,,,,,,,,
,Michael Peel,British painter,,Q5,,Q6581097,,Q11569986,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q145,,,,,,,500014926,,,2021-01-27,
,Dimitrije Popovic,Montenegrin printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q403,,,,,,,,,,,
,John Phillips,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1953,,,,,,,,Q1297,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Julian Jackson,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1953,,,,,,,,Q43421,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Bronlyn Jones,American drawer,,Q5,,Q6581097,,Q15296811,,,,,,,,1954,,,,,,,,Q2099362,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Paul Tosh,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1954,,,,,,,,Q241814,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Mara Held,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1954,,,,,,,,Q60,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Mark Gibian,painter,,Q5,,Q6581097,,Q1028181,,,,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,José Luis Raymond,photographer,,Q5,,Q6581097,,Q33231,,,,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Terri Zupanc,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1955,,,,,,,,Q1537,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Gabriel Warren,sculptor,,Q5,,Q6581097,,Q1281618,,,,,,,,1955,,,,,,,,Q49145,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Tjue Teeuwen,book artist,,Q5,,,,Q56884373,,,,,,,,1955,,,,,,,,Q9832,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q55,,,,,,,,,,,
,Karen Leonard Lyles,drawer,,Q5,,Q6581072,,Q15296811,,,,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Terry Thacker,painter,,Q5,,Q6581097,,Q1028181,,,,,,,,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,,,,,,,,,,,,
,Gilbert Hsiao,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1956,,,,,,,,Q1400,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Daniel G. Hill,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1956,,,,,,,,Q60,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Randall Lavender,American ceramic artist,,Q5,,Q6581097,,Q7541856,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Paul D'Amato,American photographer,,Q5,,Q6581097,,Q33231,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500463231,,,2021-01-27,
,Jim Sherraden,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1957,,,,,,,,Q1650620,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Gloria DeArcangelis,drawer,,Q5,,Q6581072,,Q15296811,,,,,,,,1957,,,,,,,,Q1726,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q183,,,,,,,,,,,
,Kit Reuther,American painter,,Q5,,Q6581072,,Q1028181,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Stephen Maine,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1958,,,,,,,,Q33486,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Vera Vasek,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1959,,,,,,,,Q40435,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Fransje Killaars,Dutch artist,,Q5,,Q6581097,,Q11569986,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q55,,,,,,,500348728,,,2021-01-27,
,Sabine Friesicke,painter,,Q5,,,,Q1028181,,,,,,,,1960,,,,,,,,Q1055,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q183,,,,,,,,,,,
,Koo Kyung Sook,Korean photographer,,Q5,,Q6581072,,Q33231,,,,,,,,1960,,,,,,,,Q1192050,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q884,,,,,,,,,,,
,Steve Karlik,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1960,,,,,,,,Q6106,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Kees Verbeek,book artist,,Q5,,,,Q56884373,,,,,,,,1961,,,,,,,,Q628616,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q55,,,,,,,,,,,
,Guntars Sietens,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1962,,,,,,,,Q155281,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q211,,,,,,,,,,,
,Jeff Matz,American printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1963,,,,,,,,Q49233,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500072728,,,2021-01-27,
,Teo Gonzáles,Spanish drawer,,Q5,,Q6581097,,Q15296811,,,,,,,,1964,,,,,,,,Q1752280,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q29,,,,,,,500471949,,,2021-01-27,
,Phurba Namgay,painter,,Q5,,Q6581097,,Q1028181,,,,,,,,1964,,,,,,,,Q4511781,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q917,,,,,,,,,,,
,Martha Chiplis,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1964,,,,,,,,Q6346,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Alyson Shotz,American artist,,Q5,,Q6581072,,Q11569986,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500351075,,,2021-01-27,
,Michael Frederick,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1966,,,,,,,,Q2188558,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Ramon Marcus Kadi,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1967,,,,,,,,Q11462,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q252,,,,,,,,,,,
,Joel Elrod,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1967,,,,,,,,Q43199,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Tim Dooley,printmaker,,Q5,,Q6581097,,Q11569986,,,,,,,,1967,,,,,,,,Q8652,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Dan Grzeca,American painter,,Q5,,Q6581097,,Q1028181,,,,,,,,1968,,,,,,,,Q1297,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,J. Suzanne Powney,printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1969,,,,,,,,Q490720,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,"Samuel L. Dunson, Jr.",painter,,Q5,,Q6581097,,Q1028181,,,,,,,,1970,,,,,,,,Q34739,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,,,,,
,Kerry McAleer-Keeler,American printmaker,,Q5,,Q6581072,,Q11569986,,,,,,,,1971,,,,,,,,Q18383,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,https://library.artstor.org/#/collection/100140247,,2021-01-27,,,Q30,,,,,,,500488507,,,2021-01-27,
