qid,label_en,description_en,instance_of_uuid,instance_of,sex_uuid,sex,occupation_uuid,occupation,occupation_ref1_hash,occupation_ref1_referenceUrl,occupation_ref1_retrieved_nodeId,occupation_ref1_retrieved_val,occupation_ref1_retrieved_prec,birthdate_uuid,birthdate_nodeId,birthdate_val,birthdate_prec,birthdate_ref1_hash,birthdate_ref1_referenceUrl,birthdate_ref1_retrieved_nodeId,birthdate_ref1_retrieved_val,birthdate_ref1_retrieved_prec,birthplace_uuid,birthplace,birthplace_ref1_hash,birthplace_ref1_referenceUrl,birthplace_ref1_retrieved_nodeId,birthplace_ref1_retrieved_val,birthplace_ref1_retrieved_prec,deathdate_uuid,deathdate_nodeId,deathdate_val,deathdate_prec,deathdate_ref1_hash,deathdate_ref1_referenceUrl,deathdate_ref1_retrieved_nodeId,deathdate_ref1_retrieved_val,deathdate_ref1_retrieved_prec,deathplace_uuid,deathplace,deathplace_ref1_hash,deathplace_ref1_referenceUrl,deathplace_ref1_retrieved_nodeId,deathplace_ref1_retrieved_val,deathplace_ref1_retrieved_prec,works_in_collection_uuid,works_in_collection,works_in_collection_ref1_hash,works_in_collection_ref1_referenceUrl,works_in_collection_ref1_retrieved_nodeId,works_in_collection_ref1_retrieved_val,works_in_collection_ref1_retrieved_prec,citizenship_country_uuid,citizenship_country,citizenship_country_ref1_hash,citizenship_country_ref1_referenceUrl,citizenship_country_ref1_retrieved_nodeId,citizenship_country_ref1_retrieved_val,citizenship_country_ref1_retrieved_prec,ulan_uuid,ulan,ulan_ref1_hash,ulan_ref1_retrieved_nodeId,ulan_ref1_retrieved_val,ulan_ref1_retrieved_prec
Q105090085,Bernice M. Branson,American printmaker,21441E90-651A-42F1-B007-2C30197E831A,Q5,AF9AE0D0-1746-455E-B687-E382A68440A3,Q6581072,638B20C7-3204-4B17-BF46-256BD3ADD442,Q11569986,,,,,,1A8313C3-6ED1-489A-8899-DEB9AF99924F,f8b91ebc-872b-4846-b300-a9ea0fdb3456,1882-00-00T00:00:00Z,9,,,,,,,,,,,,,914D52AB-BDD1-4BB1-AA77-F372E5F7D09A,82ecc86d-43c8-4a65-9524-f4ceb3161ea7,1936-00-00T00:00:00Z,9,,,,,,,,,,,,,91D60EA5-2D44-454D-B7CD-FFAD4577CD25,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,ca298b87-7807-47ef-a89a-1c7d154540f3,2021-01-27T00:00:00Z,11,CD6D8E44-7FB7-4FE3-B100-575130587CC1,Q30,,,,,,,,,,,
Q105090086,Earl A. Warner,American drawer,CB04DC1B-438B-446B-A702-58DADBC62361,Q5,EE4A82EE-AAAB-4C38-B30E-C22C87A4DAC1,Q6581097,A0CF0AF5-EC53-4500-A316-EE407A001B06,Q15296811,,,,,,D1B6EB4B-FDEA-4636-B577-79ED06BC9CE2,791745e3-5037-4445-a3ab-eb85343c2c46,1883-00-00T00:00:00Z,9,,,,,,,,,,,,,E778889E-0701-47A1-A4BD-A82C29092F35,d58075d0-0925-4da3-9d2e-d2d3bb8bd500,1918-00-00T00:00:00Z,9,,,,,,,,,,,,,7B8764F0-A303-40DB-9190-81FBA24AB470,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,af644075-66b1-483c-8ecd-279a6a015e8f,2021-01-27T00:00:00Z,11,12BF079C-1B32-4ACD-B5FD-5CBB8D58D268,Q30,,,,,,,,,,,
Q105090088,Allen Ross Pittman,American printmaker,BFA22658-B6E4-47E2-AC2B-0D30CDD6F934,Q5,F0542F3B-6614-436A-B9A9-EF12E81D1E29,Q6581097,ED3B2976-888A-483B-A7A6-D8995466A59B,Q11569986,,,,,,AEAE821F-5F2C-4241-99F5-6CF3032104D7,9c009531-7cb9-4aea-ace3-4e887db0161b,1883-00-00T00:00:00Z,9,,,,,,,,,,,,,1E193394-1136-4887-A9B5-3D3CDA0CE586,88decb9d-9c79-4299-8647-fbc49686ae4c,1969-00-00T00:00:00Z,9,,,,,,,,,,,,,E847A722-FF81-4C52-9274-531F53D7D62C,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,77afdc9a-9a85-4bc0-8770-7088736ef508,2021-01-27T00:00:00Z,11,14F48490-2627-4CE5-AC56-98778043C8CD,Q30,,,,,,,,,,,
Q105090090,Lawrence Harris,printmaker,13B3973D-BE17-4ECF-B2EF-11042CFB39F7,Q5,5274F83B-1563-4BC1-B5E5-7F580C051549,Q6581097,0A9769AF-27CB-4584-9757-47FD3253551F,Q11569986,,,,,,CFE49D26-A5F8-46E4-B7DA-40BDBD758292,1bfeccb8-84a5-4d03-b7d3-0bb12f1809a3,1885-00-00T00:00:00Z,9,,,,,,,,,,,,,B41C4914-F527-413B-B7D8-75C1E196D916,77be4e4d-a210-46ef-ab2f-3c441f394358,1970-00-00T00:00:00Z,9,,,,,,,,,,,,,B749DBFE-E47F-4FCD-B994-47C8C286F4C9,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,59a8d442-5e04-4df0-9c35-1940d8739915,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090094,William Crawford Young,"American illustrator, active 1940",FACECC03-0962-4864-B3CE-2DC92E930139,Q5,B38D7B20-2C63-4F98-BF87-188BC2CB4ADF,Q6581097,D938226E-5847-4C65-9A31-E92D1363958D,Q11569986,,,,,,2A8F540F-4DA8-48D7-97A6-F108021F9688,44fc25b3-8cdc-4070-97bb-db44a9e05c47,1886-00-00T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131D32CA-5CE1-497F-A94A-0CFFFA3781A6,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,40896957-0255-4182-9fc3-ab4dd09ec4a2,2021-01-27T00:00:00Z,11,CEDF66A4-640A-400C-B72A-0DA0A55BA492,Q30,,,,,,,,,,,
Q105090096,Alfred Orr,"American painter, graphic designer, and illustrator",F0B86191-F74B-4F36-871B-42E3D609C1F7,Q5,1FF57CF2-A0F9-4C07-B800-B2C1956488A2,Q6581097,A71247DA-1914-4479-A574-2AE09DC14BE6,Q11569986,,,,,,0CA0F67C-B54E-4B8D-AE3B-DFAA4B59C759,511ec98f-9521-4208-9b65-a432d97270b0,1886-00-00T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE0C40C7-EBBC-4998-867C-7F795BD12168,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,32f26dd1-e3a9-4378-bf80-44bbbc34ce65,2021-01-27T00:00:00Z,11,73026C55-DF3B-4F1A-83B8-8F3CD4C7E994,Q30,,,,,,,,,,,
Q105090099,Childe de Rohan d'Harcourt,drawer,157EEC17-0926-42A9-A3E9-BA4F80E12BE5,Q5,C78395C0-0E0C-4802-9401-741E7B0351AF,Q6581097,F6A650C2-585A-49C7-8133-414AF496750B,Q15296811,,,,,,1685E5C5-80E6-4C9F-99FA-CF3323EA8E1B,2e956450-7da8-4702-a46b-e3a0fdb9a96e,1886-00-00T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D4C30AF-6786-431B-87F4-4E22EFDB33D9,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,74e4fdf0-45c3-4ba5-9e3b-4f2733e1fa8b,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090102,Melville Thomas Wire,American painter and printmaker,8B884A3B-69C3-43FB-BC87-B75501505E54,Q5,BA50A3D7-BBA2-4826-9A8A-283390CCC2B0,Q6581097,96740ED6-5646-4EC6-BCC2-98529B0C1B30,Q1028181,,,,,,67796DDE-67FA-4B1B-9E35-3D96EF49DAB0,bb1cafdc-6b5e-4eea-9f64-e64f038ab511,1887-00-00T00:00:00Z,9,,,,,,,,,,,,,2F6F4CD6-1BF1-4558-84B2-0367BA485C45,c2df9afb-b322-4f29-810d-c88b44b14098,1966-00-00T00:00:00Z,9,,,,,,,,,,,,,C94EDBC5-6630-4B27-ABEA-7C6B2AB036F3,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,1324b6f6-fda4-417e-a23f-1d7ef2757397,2021-01-27T00:00:00Z,11,7ED5A1FC-8A2A-4629-8CBD-1BCAC1706A40,Q30,,,,,,628993B8-0F29-4F33-82AD-13ABE555A7DB,500335773,41fa5e38cea39b08b7ee3108d6e14b606c385cce,c34fb721-fb7e-4f89-afcd-06f1baf42d68,2021-01-27T00:00:00Z,11
Q105090105,Harold Speakman,printmaker,73926C10-10B7-40F9-812D-C94CC5165AAD,Q5,5DB2D86F-0DC7-4C0C-9B24-B0A69F9A7A43,Q6581097,E424A2EE-5CF9-4E37-B023-1A8F2A00D662,Q11569986,,,,,,10948EC8-B28D-4B5C-AA4E-52FAF625FC34,9c154959-5f6d-4362-986b-a5e2f07a0eb3,1888-00-00T00:00:00Z,9,,,,,,D3549414-2AB7-4D04-9410-29335292D62C,Q60,,,,,,A5E5C98C-B8BB-4BAA-BB99-E73182019929,f3769b94-acd7-4e0f-a7c0-dce3052a70d0,1928-00-00T00:00:00Z,9,,,,,,,,,,,,,84528C37-767F-44BE-B59E-0F0AB05CB767,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,8fdb7edb-084c-463d-852d-bffcacdd7179,2021-01-27T00:00:00Z,11,F02B2152-5261-4D8C-B4DF-990ECBE94DCA,Q30,,,,,,,,,,,
Q105090109,Montgomery Melbourne,printmaker,C9B17C23-E73F-4666-9317-B9CD0418D1CF,Q5,,,679C2172-573F-467F-8176-5C35DFD081ED,Q11569986,,,,,,BD080E6F-D6D8-4840-9E06-50E243F289D1,65dfb6a1-2f0f-4881-96e0-bc3eda74752d,1893-00-00T00:00:00Z,9,,,,,,,,,,,,,9F5D9829-3405-4ECC-BB1C-4CE16F325116,e0221504-d6b1-416a-beb2-fd33f7456511,1970-00-00T00:00:00Z,9,,,,,,,,,,,,,7216288E-3CDA-4175-AC84-DEA3FC7A5440,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,c1a3591b-fb32-4224-b600-ba633952e14f,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090111,Gian Carlo Polidori,"Italian artist, active 19th-20th century",FBD9DB19-4316-4600-B2F4-3A54FAB1D8E7,Q5,18F42534-78A1-453E-BFED-DE0183B436E7,Q6581097,19E417AB-CFC7-4A77-9CE9-7211D01994BE,Q1028181,,,,,,032C2898-12FC-4DBF-AE61-7824ADB97E6B,5fb02780-e079-4a80-bcbd-1ec45636adde,1895-00-00T00:00:00Z,9,,,,,,7B2BF17D-5CC4-4A4D-BB75-BFA4CD66DAA8,Q38,,,,,,5057F265-CD54-4045-A617-6E54B8D02E61,161c4a24-342b-4298-ab32-5affdcda117b,1962-00-00T00:00:00Z,9,,,,,,,,,,,,,3FC45801-5DF0-462B-AE03-45B634808F56,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,61b97205-a436-4075-8dfa-0f6912592b7d,2021-01-27T00:00:00Z,11,2F278ABE-F398-4F85-AA47-E49A4AA15B66,Q38,,,,,,,,,,,
Q105090114,Franz Würbel,printmaker,704B7292-0AED-4A9C-B6F0-DE0AB3E96A43,Q5,A287435E-8CD1-411C-BCAE-950BDA590C35,Q6581097,6834CA08-42DA-4FD6-BB31-789F0BE519E8,Q11569986,,,,,,A4141D2A-F297-4D01-BA29-2B9C9B08370B,0d936c91-1814-47a3-aca0-c4e2a17db940,1896-00-00T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1B7F0E8-3698-41CD-AA2F-8B76EBF4B8E7,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,5c32f789-ea45-4765-8e1f-5a9f6f610bef,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090119,William MacLean,American printmaker,704DCF7D-6652-4CD6-82B0-D1B49B1CAC8C,Q5,66B21EF3-5694-4BD3-84CC-A2A6DD1CF7FF,Q6581097,1269753B-D670-452A-9A03-ACF303CE6851,Q11569986,,,,,,135B95EF-2D55-45F0-BC43-298EFDB7E0BE,cd93f8cc-7a36-4757-bad2-8379509eedb8,1897-00-00T00:00:00Z,9,,,,,,,,,,,,,639FA2D1-86A2-4806-83FF-09F5222E0563,e54e0505-b76e-4f3a-8c5d-070d5cf55797,1977-00-00T00:00:00Z,9,,,,,,,,,,,,,0E1660FC-9B83-4FB5-8DEA-2217731EB9E9,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,5c2f0c54-6370-45cf-881b-83944167b999,2021-01-27T00:00:00Z,11,F1614859-9481-46B4-8753-413F6BF155C4,Q30,,,,,,,,,,,
Q105090122,Ann Mittelman,painter,6C795285-1ACE-4E35-99A8-6800CA92B151,Q5,3C83AE3A-DABF-4D4E-9851-62865D41E4D2,Q6581072,5A01F11F-A2B6-45A1-8F66-324663D5412B,Q1028181,,,,,,D3E7F28E-77DC-440D-AE27-A3B94AD8B4E6,747ce896-2663-4984-9e1b-7fe52cff150c,1898-00-00T00:00:00Z,9,,,,,,,,,,,,,48444A84-98B0-4964-B912-85954EB4064B,a147d979-05bd-422b-a1ed-1121cd17bf55,1996-00-00T00:00:00Z,9,,,,,,,,,,,,,45ECB3C5-39D6-4D0B-A0AF-54BE065D5DF8,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,83cd37cd-5de1-43d9-8c3f-deb3346a9cf8,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090124,Frances Marian Hebert,American printmaker,F70B8B97-7FA5-4E17-8A7C-40E8AA560425,Q5,29246889-F5A2-46FA-BD0C-898BF6122437,Q6581072,8E9116B6-A440-4BB9-8580-9252B42D8586,Q11569986,,,,,,BDF8371C-6EA4-4CC5-82A5-C6B776E6F9ED,26323e65-0710-435e-b0e8-7a840d20ae07,1899-00-00T00:00:00Z,9,,,,,,,,,,,,,037F7D9E-460C-4642-B30C-9DE3B8040F4F,038c7c9f-a69b-4116-a64d-587c8d53b84b,1960-00-00T00:00:00Z,9,,,,,,,,,,,,,CA7DCB90-8B53-4D0A-9074-7D589954F61B,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,292b75c1-9636-4779-a6cd-c725d536c43e,2021-01-27T00:00:00Z,11,5CDE7A6E-59F0-4ABF-ABF3-B5D0086199EC,Q30,,,,,,,,,,,
Q105090126,Sadie Skoletsky Rosenblum,American painter and sculptor,377E6483-5290-4B2C-A585-508075AF4C16,Q5,B115C097-5C8C-4F33-8C73-95006C7BF9B5,Q6581072,AB0AA3C5-A279-4E2E-B03B-E7ADF8911B55,Q1028181,,,,,,17A570E2-6DFF-4018-8071-8D8412C32065,6ed2d6c2-6e70-4a27-bb83-9e39a903ab9e,1899-00-00T00:00:00Z,9,,,,,,,,,,,,,2F4DC792-A74D-44AB-964B-05B333BDCB7C,f9651302-1748-45bf-b6fe-317321a33d42,1982-00-00T00:00:00Z,9,,,,,,,,,,,,,A0E92834-D045-4D4E-BD4E-B777E5C523CF,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,180d5671-44b0-4e50-b616-b146b407d07c,2021-01-27T00:00:00Z,11,04BA7216-8516-4872-B053-AA9084B22AF7,Q30,,,,,,F08948F1-4E35-428A-86EB-2CD0018CAA18,500337489,41fa5e38cea39b08b7ee3108d6e14b606c385cce,5f06f392-d71f-4e22-ac18-e2a757a12037,2021-01-27T00:00:00Z,11
Q105090130,Dorothy Paris,American painter,355D35AC-012C-4528-A7E2-C9B7665DF7DF,Q5,5A420911-6603-4B0C-BD7D-C1007A15C35E,Q6581072,45DA1605-EE00-4EDA-96A6-48F11B4ACE6C,Q1028181,,,,,,9CC757DD-DBFB-4F1E-9871-A6FD0CF6AB2F,c3881c3b-560c-44c4-961f-e79f7882eea8,1899-00-00T00:00:00Z,9,,,,,,,,,,,,,36620ECE-3497-4A2A-87FE-B0317DB540FE,2052285b-fe18-4cc8-89b5-34a3fab4ef28,1986-00-00T00:00:00Z,9,,,,,,,,,,,,,22C16B31-8640-41B1-97B0-237920E83936,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,877d0e1a-70f3-4d25-9b3f-18a10563c2e2,2021-01-27T00:00:00Z,11,9BF71289-457A-4033-8BE9-6C542EE01B13,Q30,,,,,,00DECE7A-7451-4E77-9BDD-42578996D2C2,500487272,41fa5e38cea39b08b7ee3108d6e14b606c385cce,a9e19956-1e51-4263-b934-e5d9c1d1cf46,2021-01-27T00:00:00Z,11
Q105090132,Rolf Key-Oberg,American ceramicist,2D8CA7AC-4852-49BA-88AF-63F642CD1A8F,Q5,BC244D78-2466-42C4-9945-8383A718BAC0,Q6581097,95849C14-0095-4C08-A5FA-9DF3D994F397,Q483501,,,,,,25B1F5AF-F8A9-46F6-8BC8-C424F35A8832,2a3be5a0-f939-44ba-bd6d-0e1153f32484,1900-00-00T00:00:00Z,9,,,,,,,,,,,,,0E282E46-C0DD-4ED4-9FA7-E6FF6D68E783,e237033f-9c25-4aea-b3d2-07f91716f3d3,1959-00-00T00:00:00Z,9,,,,,,,,,,,,,FB111C45-0D18-4186-BDF6-9197DAD07BF1,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,4cfd7371-1f8f-4b53-aa8a-638961782dbf,2021-01-27T00:00:00Z,11,9DD07211-7D79-478D-A424-D657E882A164,Q30,,,,,,,,,,,
Q105090135,Amos Seweil,American printmaker,69C92EF8-6B42-4D9D-A68A-461DD021C4DB,Q5,C800CAC4-B6E7-4FC3-9567-04236DAB5BCF,Q6581097,1A65C166-E48A-424E-8EB4-6533D1D3FAA0,Q11569986,,,,,,D33877C8-602C-4E35-96C1-5E648BD20E70,71a48016-be3d-4955-a1a5-126da0a9a1ec,1901-00-00T00:00:00Z,9,,,,,,088652A7-67F3-4C13-A48A-EB385F00B3CB,Q586762,,,,,,1F51B985-C42E-4E54-B48C-E5FE822D86E2,290691f4-848c-4079-af4f-cd82c754e04b,1983-00-00T00:00:00Z,9,,,,,,,,,,,,,DF0B5AA1-44B5-4C07-B116-9287C3DBB1CA,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,1b176d8f-15d9-4dfa-8fcd-61453579c808,2021-01-27T00:00:00Z,11,D77C66DF-6D91-4C64-B6FE-F5C2D76F4542,Q30,,,,,,,,,,,
Q105090138,James Kirk Merrick,printmaker,B6DE2B97-8205-4E6C-874F-BA3E92095A67,Q5,8F4291C3-5F0E-4F96-8DBD-F8EDAB3C195B,Q6581097,832681AE-BBDE-4738-B2A7-B274B11AB28B,Q11569986,,,,,,D1A180D7-DEC9-446F-AD4F-BD9D86187269,049a58b7-e6b2-4c51-9be6-51694a355f75,1905-00-00T00:00:00Z,9,,,,,,,,,,,,,304C9097-CC1E-4821-9DCC-619327FFEC54,aaa27108-c856-4713-ba3e-8e33ff034d3c,1985-00-00T00:00:00Z,9,,,,,,,,,,,,,0A55D025-D512-4DF3-8FA5-9356C8C83BF9,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,b79082ce-d8c6-47c8-8364-41e17c320a5b,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090141,W. H. Walker,British watercolorist and illustrator (active 1906 - 1926),0CB70F55-191D-421F-8739-F9E1B6948BEA,Q5,D49EC5AF-04E1-4136-95CF-0B2FFD31E5F3,Q6581097,8E67D612-3956-49E3-9897-C94A5DEE232E,Q11569986,,,,,,0CABE637-F876-4D36-9035-025D7B054C97,64b75009-bbfc-4d80-8fd8-f63088f86a7d,1906-00-00T00:00:00Z,9,,,,,,,,,,,,,5F8EBD8C-D347-46E8-8250-9CBE5A924466,4577a289-70d1-43bf-93f4-a4d6b025ae41,1926-00-00T00:00:00Z,9,,,,,,,,,,,,,38438402-5485-408F-AA4C-01047DDCA091,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,64336831-1017-4df0-97c8-9e0f789b741b,2021-01-27T00:00:00Z,11,41789D4D-83FA-4F67-B4A8-1EDB8DB70130,Q145,,,,,,AB05BB0D-333B-41DF-AC9A-1C6D7FC31154,500002863,41fa5e38cea39b08b7ee3108d6e14b606c385cce,cd75bce5-5e68-4acd-bba6-c97bc299be4a,2021-01-27T00:00:00Z,11
Q105090144,Thomas Puryear Mims,American sculptor,23BD3DED-7EB2-4C7C-993D-6F0D19F0EAA1,Q5,8AB309C7-45D1-41C1-87FA-638C63246C82,Q6581097,4876B9C2-6669-4CC8-BE65-E26BEED850DC,Q1281618,,,,,,AE4D12F5-7C69-4103-B863-81F22E083CDA,791b05e2-1e76-47bf-adb4-8b08d237933b,1906-00-00T00:00:00Z,9,,,,,,,,,,,,,308DBC97-692D-466E-ADDA-74DE4C10794E,b6c7ec4a-1ff6-42fe-9716-a6db31a39dda,1975-00-00T00:00:00Z,9,,,,,,,,,,,,,C4FFB576-4204-4B49-B4C8-BD7D54A7B266,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,19a9d44a-7243-4f20-80b5-57588ab921e0,2021-01-27T00:00:00Z,11,35AED77F-434B-4742-96EB-8114C1A8D26A,Q30,,,,,,F35672BA-FC98-4B0B-B63E-A0FC9603A51C,500068379,41fa5e38cea39b08b7ee3108d6e14b606c385cce,a00d1f17-12ef-4905-b7bf-db3474ea1958,2021-01-27T00:00:00Z,11
Q105090146,La Rue Storm,American painter,633B01EA-068B-41CA-A1E0-24B4E38E250D,Q5,D83C90D4-FD2A-4429-9B73-F7EB0EB42AE3,Q6581072,2B29E31D-A81E-4B64-B8D0-6CAD451C5C67,Q1028181,,,,,,8A0C5725-10B6-4DD0-89DD-0F0C7A1552E7,6fe9e672-ee25-4b87-9c9b-90daff413045,1908-00-00T00:00:00Z,9,,,,,,543BFCA9-32CE-4972-B7EB-FC5E50A4F87E,Q8652,,,,,,82499F91-56E8-4568-BC13-48A4F35266A4,04f87c4c-9003-46a3-881e-9afb33b71c84,2005-00-00T00:00:00Z,9,,,,,,,,,,,,,F8F5B283-1721-4ADA-A825-6E85C1DC0108,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,82d7a172-d765-46d0-a221-8243e7dd2c8d,2021-01-27T00:00:00Z,11,FAD6F65E-355B-405A-921B-5752BD87E1FD,Q30,,,,,,,,,,,
Q105090150,Phillipe Sanh,painter,E96D4B0F-D279-40D0-B35E-3FFE8A8D7968,Q5,,,64BEC339-AE7C-48BA-91D5-7C21C5503160,Q1028181,,,,,,A42FFCE2-D8A5-45D9-8024-B26AF49DD479,dec38906-fa3a-499a-bc0b-99c2fa90819c,1908-00-00T00:00:00Z,9,,,,,,7CBA57FF-9A04-4F5D-B8EB-0F57ABAFE9DE,Q43467,,,,,,,,,,,,,,,,,,,,,,24794266-DCC5-4025-B5BF-0BC261864500,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,a70c17e9-b9e0-4e57-8103-e7d801ef922d,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090152,Tibbie Levy,American painter,2B2A7CE6-C22E-4E2D-97F4-F5DDCCBC2F4F,Q5,AB8F1E4D-017E-4B73-976F-055A4230C442,Q6581072,61336141-DCB9-4A3F-B5C3-1C55EC9FCC38,Q1028181,,,,,,FB6CCDC9-8037-4E74-8D9E-3771E272D7A4,e059c04b-dcf2-4d19-9056-083a883508a3,1908-00-00T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8F676DDF-87DD-410C-8B5D-6F8FA2440593,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,1b84db67-2ab5-4bd1-b40a-626fd7dbe9ae,2021-01-27T00:00:00Z,11,642039FD-4AD9-4309-B39C-87931EA08AA2,Q30,,,,,,,,,,,
Q105090155,Lei Pei-Zhi,painter,5403059C-00E8-41F0-9E48-4A942A6A1580,Q5,,,11B48628-8CA8-4002-AA6E-BBC9A0CF4E69,Q1028181,,,,,,2E29E5EE-8E41-4530-8EFF-5E7E87108760,6f30c705-abab-4fc0-9921-efc55008de6e,1909-00-00T00:00:00Z,9,,,,,,,,,,,,,F7E28732-115C-4BE4-AD34-B3235EF7E717,b6733cb8-b913-4e7f-a9dc-2a8a408f3a83,1985-00-00T00:00:00Z,9,,,,,,,,,,,,,34B58969-B376-4266-BAEE-82C1F0EBEE62,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,fb8be2b8-b155-417c-a996-77c3bf7e01f6,2021-01-27T00:00:00Z,11,,,,,,,,,,,,,
Q105090158,Elenor Ulman,American painter,9592194C-3559-4DE7-894F-40AAB46E22CC,Q5,5AC8B226-A711-4C3B-957D-35986F4E7A61,Q6581072,43C019AF-5457-4C5D-AC30-C5A2B0A90307,Q1028181,,,,,,425651C1-BC7D-4AF8-8D44-41EC8551F3A7,30329e48-5588-455a-bbfa-23ef13698623,1909-00-00T00:00:00Z,9,,,,,,,,,,,,,471D1C61-6CE4-4B18-BB96-61B1FEDEE78F,8e2cb81a-6b60-41d7-9311-2fa39c796475,1997-00-00T00:00:00Z,9,,,,,,,,,,,,,33C4D373-8B4E-461A-8451-150A5F2F4419,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,58c79668-74aa-43e9-961c-ed20e429bee0,2021-01-27T00:00:00Z,11,877D35A7-0630-4944-BBCB-D584BCB52A19,Q30,,,,,,,,,,,
Q105090162,Georges Sanh,French painter,4A8B1D5F-FA71-4001-81B7-EFF91959FA11,Q5,80BF60E1-3106-4D99-9283-68B9728A6F7C,Q6581097,5D5617E4-14AF-465B-B506-2AF51E2264D5,Q1028181,,,,,,44AFED49-B34D-4161-A372-42E2FE450FB5,7a3f3e6d-c511-4e27-b38f-97874cf0d0e1,1909-00-00T00:00:00Z,9,,,,,,109C2BDD-F4A3-42A9-9015-203C014F2DCB,Q1858,,,,,,,,,,,,,,,,,,,,,,3A89B4D1-E949-4423-B60F-3CEDAADAFBCF,Q18563658,2c81b8ff1a1ae0b563d902fbec07a3b2fa61b549,https://library.artstor.org/#/collection/100140247,88542edd-8d60-468a-affb-4a43e14fe461,2021-01-27T00:00:00Z,11,76B98B66-A4E9-4C68-8D3A-9656FE2F10A9,Q142,,,,,,,,,,,
