Key,Divinity Faculty,Publication Year,Author,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title,Publication Title
VNJRRK5M,"Segovia, Fernando F.",1991,,,,,,,1991,5/21/14 15:24,11/21/14 3:47,,,212,,,,,,Semeia 53,,,,Society of Biblical Literature,"Atlanta, GA",English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Exegese. Genre/Form: Criticism, interpretation, etc","Culpepper, R. Alan; Segovia, Fernando F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Fourth Gospel from a literary perspective,
85DG4QU9,"Sheppard, Phillis",2020,"Session, Irie Lynne; Sharp, Kamilah Hall; Aldredge-Clanton, Jann; Haynes, Frederick D; Sheppard, Phillis Isabella",978-1-72527-464-8,,,http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=2586550,,2020,8/31/21 17:05,8/31/21 17:05,8/31/21 17:05,,,,,,,"The gathering, a womanist church",,,,,,,English,,,,,Open WorldCat,,OCLC: 1192499412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"The gathering, a womanist church: origins, stories, sermons, and litanies",
IYGQUNBZ,"Seow, C.L.",1999,"Seow, Choon Leong; Allen, Leslie C; Klein, Ralph W. (Ralph Walter); Crawford, Sidnie White; Wills, Lawrence M",,,,,,1999,11/15/22 20:37,11/15/22 20:37,,,,,,,,"The new interpreter's Bible, v 3",,,,,Abingdon Pr,Nashville,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0000013867&site=ehost-live&scope=site&scope=cite,,Hebrew Scriptures/Old Testament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"The new interpreter's Bible, v 3: the first and second books of Kings, the first and second books of Chronicles, the book of Ezra, the book of Nehemiah, the book of Esther, additions to Esther, the book of Tobit, the book of Judith",
ED5NG6ES,"DeHart, Paul J.",2008,"DeHart, P.J.",978-1-4051-3295-4,,,,"The much-discussed notion of Postliberal theology developed from the writings of two theologians at Yale University, Hans Frei and George Lindbeck. An analysis and critique of the much-discussed idea of postliberal theology Provides an overview of postliberalism and the controversies which resulted Compares the writings of theologians Hans Frei and George Lindbeck, from which postliberal theology developed, and uncovers important differences in their thought Reconceptualizes these thinkers' contributions to contemporary theological discussion Published in the prestigious Challenges in Contemporary Theology series. © 2006 Paul J. DeHart.",2008,11/22/22 17:53,11/22/22 17:53,,,1,,,,,The Trial of the Witnesses,The Trial of the Witnesses: The Rise and Decline of Postliberal Theology,,,,,,English,,,Scopus,,Scopus,,Pages: 296 DOI: 10.1002/9780470774021,,C:\Users\xus12\Zotero\storage\54NA9YWY\display.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,The Trial of the Witnesses: The Rise and Decline of Postliberal Theology,
9BKK4WXV,"Segovia, Fernando F.",2003,"Segovia, Fernando F.",1-57075-504-3,,,,,2003,5/21/14 15:11,5/21/14 15:11,,,,,,,,Toward a new heaven and a new Earth,,,,,Orbis Books,"Maryknoll, N.Y",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001368280&site=ehost-live&scope=cite,,"Feminist theology; Liberation theology; Liberation Theologies, Christian; Festschriften; Schüssler Fiorenza, Elisabeth; Women's Theologies, Christian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Toward a new heaven and a new Earth: essays in honor of Elisabeth Schüssler Fiorenza,
MBE4GTBU,"Meeks, M. Douglas",2004,,0-687-03885-5,,,,,2004,5/20/14 18:34,12/11/14 17:55,,,,,,,,,,,,,Kingswood Books,"Nashville, Tenn.",,,,,,acorn.library.vanderbilt.edu Library Catalog,BT821.3 .W47 2004,,,,,,,"Meeks, M. Douglas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Wesleyan perspectives on the new creation,
SPZJ6XQP,"Segovia, Fernando F.",1998,"Segovia, Fernando F.",,,,,,1998,5/21/14 15:16,12/15/14 21:14,,,,,2,,,What is John?,Society of Biblical Literature symposium,,,,Scholars Pr,Atlanta,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000013497&site=ehost-live&scope=cite,,New Testament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,What is John? : literary and social readings of the Fourth Gospel,
XMHQBMS6,"Segovia, Fernando F.",1996,"Segovia, Fernando F.",,,,,,1996,5/21/14 15:17,12/15/14 21:13,,,,,1,,,What is John,Society of Biblical Literature symposium,,,,Scholars Pr,Atlanta,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000051423&site=ehost-live&scope=cite,,New Testament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,What is John? : readers and readings of the Fourth Gospel,
MQHGS7VH,"Townes, Emilie",1993,"Townes, Emilie M.",,,,,,1993,9/23/14 18:39,10/21/20 18:59,,,,,,,,,American Academy of Religion academy series,,,,Scholars Press,Atlanta,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000032981&site=ehost-live&scope=cite,,Women's Histories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Womanist Justice, Womanist Hope",
SICG79FX,"Townes, Emilie",2011,,978-0-664-23537-6,,,,,2011,9/23/14 19:04,12/10/14 13:32,,,291,,,,,Womanist theological ethics,,,,,Westminster John Knox Press,"Louisville, Ky",eng,,,,,Primo,BJ1278 .F45 W66 2011,,,,,,"Womanist theology; Christian ethics; Ethical theology; Moral theology; Theology, Ethical; Theology, Moral","Cannon, Katie G.; Townes, Emilie M.; Sims, Angela D.",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Womanist theological ethics : a reader,
9KRBEZVR,"Segovia, Fernando F.",2002,"Painter, John; Culpepper, R. Alan; Segovia, Fernando F.",0-8272-4246-8,,,,,2002,5/21/14 15:13,11/18/14 21:15,,,,,,,,,,,,,Chalice Pr,St Louis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001366991&site=ehost-live&scope=cite,,"New Testament; Festschriften; Bible. John --Criticism, interpretation; Kysar, Robert Dean, 1934-2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Word, theology and community in John",
