Key,skipped,Divinity Faculty,Publication Year,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title
522,,"Seow, C.L.",2014,,,,,,2014,2/5/16 22:51,2/5/16 22:57,,,,,,,,,,,,,Chinese Christian Literature Council,Hong Kong,,,,,,,,,,,,,,"Xing, Fuzeng; Guan, Ruiwen; Wu, Qing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,人言我為誰乎？盧龍光院長榮休紀念文集 Ren yan wo wei shui hu? : Lu Longguang yuan zhang rong xiu ji nian wen ji [Festschrift in honor of Professor Lo Lung-Kwong]
