qid,unique_identifier,label_en,description_en,instance_of_uuid,instance_of,full_work_available_uuid,full_work_available,full_work_available_ref1_hash,full_work_available_ref1_retrieved_nodeId,full_work_available_ref1_retrieved_val,full_work_available_ref1_retrieved_prec,edition_version_uuid,edition_version,language_uuid,language,number_pages_uuid,number_pages_nodeId,number_pages_val,number_pages_unit,doi_uuid,doi,doi_ref1_hash,doi_ref1_referenceUrl,doi_ref1_stated_in,doi_ref1_retrieved_nodeId,doi_ref1_retrieved_val,doi_ref1_retrieved_prec,pmid_uuid,pmid,pmid_ref1_hash,pmid_ref1_referenceUrl,pmid_ref1_stated_in,pmid_ref1_retrieved_nodeId,pmid_ref1_retrieved_val,pmid_ref1_retrieved_prec,publication_date_uuid,publication_date_nodeId,publication_date_val,publication_date_prec,publication_date_ref1_hash,publication_date_ref1_referenceUrl,publication_date_ref1_stated_in,publication_date_ref1_retrieved_nodeId,publication_date_ref1_retrieved_val,publication_date_ref1_retrieved_prec,title_en_uuid,title_en,title_en_ref1_hash,title_en_ref1_referenceUrl,title_en_ref1_stated_in,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec,published_in_uuid,published_in,published_in_ref1_hash,published_in_ref1_referenceUrl,published_in_ref1_stated_in,published_in_ref1_retrieved_nodeId,published_in_ref1_retrieved_val,published_in_ref1_retrieved_prec,volume_uuid,volume,volume_ref1_hash,volume_ref1_referenceUrl,volume_ref1_stated_in,volume_ref1_retrieved_nodeId,volume_ref1_retrieved_val,volume_ref1_retrieved_prec,page_uuid,page,page_ref1_hash,page_ref1_referenceUrl,page_ref1_stated_in,page_ref1_retrieved_nodeId,page_ref1_retrieved_val,page_ref1_retrieved_prec,issue_uuid,issue,issue_ref1_hash,issue_ref1_referenceUrl,issue_ref1_stated_in,issue_ref1_retrieved_nodeId,issue_ref1_retrieved_val,issue_ref1_retrieved_prec,isbn10_uuid,isbn10,isbn10_ref1_hash,isbn10_ref1_referenceUrl,isbn10_ref1_stated_in,isbn10_ref1_retrieved_nodeId,isbn10_ref1_retrieved_val,isbn10_ref1_retrieved_prec,isbn13_uuid,isbn13,isbn13_ref1_hash,isbn13_ref1_referenceUrl,isbn13_ref1_stated_in,isbn13_ref1_retrieved_nodeId,isbn13_ref1_retrieved_val,isbn13_ref1_retrieved_prec,publisher_uuid,publisher,publisher_ref1_hash,publisher_ref1_referenceUrl,publisher_ref1_stated_in,publisher_ref1_retrieved_nodeId,publisher_ref1_retrieved_val,publisher_ref1_retrieved_prec,place_of_publication_uuid,place_of_publication,place_of_publication_ref1_hash,place_of_publication_ref1_referenceUrl,place_of_publication_ref1_stated_in,place_of_publication_ref1_retrieved_nodeId,place_of_publication_ref1_retrieved_val,place_of_publication_ref1_retrieved_prec
,7ABPA2C5,"History of Interpretation (HB/OT); “Jemimah”; “Jeshua (Place)""",academic book chapter,,Q21481766,,,,,,,,,,Q1860,,,,,,,,,,,,,,,,,,,,,,,2016,,,,Q114403967,,2023-03-21,,,"History of Interpretation (HB/OT); “Jemimah”; “Jeshua (Place)""",,,Q114403967,,2023-03-21,,,Q94657550,,,,,,,,13,,,Q114403967,,2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q98818,,,Q114403967,,2023-03-21,,,Q64,,,Q114403967,,2023-03-21,
,3BGG759M,"Job, Book and Person (Introduction; HB/OT; Visual Arts); Job’s Friends (HB/OT; Visual Arts); Joshua son of Jehozadaq (HB/OT; Judaism, Christianity, Visual Art); Justice (HB/OT)",academic book chapter,,Q21481766,,,,,,,,,,Q1860,,,,,,,,,,,,,,,,,,,,,,,2017,,,,Q114403967,,2023-03-21,,,"Job, Book and Person (Introduction; HB/OT; Visual Arts); Job’s Friends (HB/OT; Visual   Arts); Joshua son of Jehozadaq (HB/OT; Judaism, Christianity, Visual Art); Justice   (HB/OT)",,,Q114403967,,2023-03-21,,,Q94657550,,,,,,,,14,,,Q114403967,,2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q98818,,,Q114403967,,2023-03-21,,,Q64,,,Q114403967,,2023-03-21,
,RXDAAUD4,“Money  | Christianity  | Modern Europe  and  America“  and  “Moneylending  |  Christianity | Modern  Europe and America”,academic book chapter,,Q21481766,,,,,,,,,,Q1860,,,,,,,,,,,,,,,,,,,,,,,2020,,,,Q114403967,,2023-03-21,,,“Money  | Christianity  | Modern Europe  and  America“  and  “Moneylending  |  Christianity | Modern  Europe and America”,,,Q114403967,,2023-03-21,,,Q94657550,,,,,,,,18,,,Q114403967,,2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BPW7UJT3,"Matthew 3:7-12, Matthew 3:13-17, Matthew 4:1-11",academic book chapter,,Q21481766,,,,,,,,First edition.,,Q1860,,,,,,,,,,,,,,,,,,,,,,,2013,,,,Q114403967,,2023-03-21,,,"Matthew 3:7-12, Matthew 3:13-17, Matthew 4:1-11",,,Q114403967,,2023-03-21,,,Q117222948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7989174,,,Q114403967,,2023-03-21,,,Q43668,,,Q114403967,,2023-03-21,
,HRX36ZRT,"""Matthew"" and ""Mark.""",academic book chapter,,Q21481766,,,,,,,,,,Q1860,,,,,,,,,,,,,,,,,,,,,,,1999,,,,Q114403967,,2023-03-21,,,"""Matthew"" and ""Mark.""",,,Q114403967,,2023-03-21,,,Q117228978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q217595,,,Q114403967,,2023-03-21,,,Q60,,,Q114403967,,2023-03-21,
,X8KED8FF,"Hebrews (pp. 273–74); Idols, Idolatry (pp. 297–98)",academic book chapter,,Q21481766,,,,,,,,,,Q1860,,,,,,,,,,,,,,,,,,,,,,,1994,,,,Q114403967,,2023-03-21,,,"Hebrews (pp. 273–74); Idols, Idolatry (pp. 297–98)",,,Q114403967,,2023-03-21,,,Q30098261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q217595,,,Q114403967,,2023-03-21,,,,,,,,,
,IQFIVJJD,"""Gentiles""; ""Joseph of Arimathea.""",academic book chapter,,Q21481766,,,,,,,,,,Q1860,,,,,,,,,,,,,,,,,,,,,,,1993,,,,Q114403967,,2023-03-21,,,"""Gentiles""; ""Joseph of Arimathea.""",,,Q114403967,,2023-03-21,,,Q30098261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q217595,,,Q114403967,,2023-03-21,,,Q60,,,Q114403967,,2023-03-21,
