qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_stated_in,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q116167354,Interdisciplinarity as Self and Subject: Metaphor and Transformation,D9A64E47-6A48-40E9-86A3-823B2CFAB230,Katherine R Allen,2,ad068c34aa3371527c92ad4b36c6ece090384bb1,,Q114403967,32242d07-815c-4b40-af70-9eeecc79bf81,2023-01-10T00:00:00Z,11
Q116167389,Voices among the Vulnerable: An Analysis of Native American Newspaper Articles,682BB1F9-317F-498D-B410-1F40FF83695A,Allison Blount,,ad068c34aa3371527c92ad4b36c6ece090384bb1,,Q114403967,6bf56002-ad84-4f76-b42c-20f4e435f382,2023-01-10T00:00:00Z,11
Q116167390,"Observing Privilege: Examining Race, Class, and Gender in Health and Human Service Organizations",7590C728-7192-4CE1-ACC2-54C5D9B88213,Leslie Collins,,ad068c34aa3371527c92ad4b36c6ece090384bb1,,Q114403967,5926aba1-7c1d-45e8-846a-8b7876edb4cb,2023-01-10T00:00:00Z,11
Q116167394,From manuscript catalogues to a handbook of Syriac literature: Modeling an infrastructure for Syriaca.org,15DDC12A-0399-4E62-87C2-16ACF2F8F844,Nathan P Gibson,3,246d4301b20bf98ca060ffb9abc837c67eb074c9,https://jdmdh.episciences.org/1395/pdf,,023c4aaa-2ed6-4967-bdb1-3c4248d6a71b,2023-01-10T00:00:00Z,11
Q116228051,Black Feminist Thought and Difference in the Third Wave: The Identity Politics of Postmodern Feminism and Colorblind Ideology,D7290A2D-F561-4B7D-ABE3-706DBFBE5095,Ingrid Banks,2,ad88e2b4210818d18d6f3704a03e8c7a0a221287,http://search.proquest.com/docview/215529929/ad25dfcdbb434344pq/7?accountid=14816,,280fc920-c31a-4c10-9f72-ab745e55d168,2023-01-17T00:00:00Z,11
Q116228067,"Unreliable witnesses: religion, gender, and history in the Greco-Roman Mediterranean",866B7FE6-6EB8-4044-9420-73544E21CB9A,R S Kraemer,2,f559a645b5b0b682f43cb2e452152325f115b0cd,http://search.proquest.com/docview/877037415/abstract/91c7e93926084c72pq/53,,ce7dc086-13dc-43f0-b6db-2eec5ad57950,2023-01-17T00:00:00Z,11
Q116228069,Rites and rank: Hierarchy in biblical representations of cult,793A9273-4A15-469C-8302-3DA795EA18A7,S Ollyan,2,c08f938262e49d40e3d6632fef9353fe8596aa22,http://search.proquest.com/docview/225851019/91c7e93926084c72pq/76,,a8cb1077-c914-4698-9aca-fbfa73d57a03,2023-01-17T00:00:00Z,11
Q116228099,The life of the Virgin,1F55494A-C1E7-40AF-83FE-0065D2E34F9B,S Shoemaker,2,a96647eb78d8a6b0fdfc34765d24f5a2d8247f62,http://search.proquest.com/docview/1535066763/abstract/91c7e93926084c72pq/45,,26904edf-050c-4ad4-80ed-82262b0c3dc6,2023-01-17T00:00:00Z,11
Q116228293,Roundtable discussion: same-sex marriage,38AAAB11-EEFF-4861-AEF0-9CC6995D549B,Marvin Mahan Ellison,2,165a970caaedc08d84a30f1e63efdcc1e7f3bb39,,Q114403967,ce64c514-837f-43d5-9b25-2a918ce1ff48,2023-01-17T00:00:00Z,11
Q116228293,Roundtable discussion: same-sex marriage,3818DC69-578C-419E-814D-69E29595AB5B,Angela Bauer-Levesque,7,165a970caaedc08d84a30f1e63efdcc1e7f3bb39,,Q114403967,eafba328-b9ba-4856-b599-d87c0ee72173,2023-01-17T00:00:00Z,11
Q116228306,"Backlash + Excerpts from the Speeches to 1992 Republican-National-Convention on the Nature, Manifestations and Effects of the Feminist Movement in the Last 30-Years",E88F5CCA-F77C-4788-98D9-7A71A896B444,Starhawk,5,165a970caaedc08d84a30f1e63efdcc1e7f3bb39,,Q114403967,72cf7245-1387-49bb-a9c7-fffa64d3c45f,2023-01-17T00:00:00Z,11
Q116228342,Abstract for Is There a Chaplain in the House?: Bringing Divinity and Nursing Students Together through Simulation,CD98B0E9-1BFA-4106-880D-6ADDF8628424,J Vanregenmorter,2,165a970caaedc08d84a30f1e63efdcc1e7f3bb39,,Q114403967,daf7c1ab-0e64-46c3-9513-af8fb0155b99,2023-01-17T00:00:00Z,11
Q116269735,"Encyclopedia of activism and social justice Gary Anderson and Kathryn Herr, eds.",8EE05FC0-E782-43BF-A4E4-514482B6B513,Gary L Anderson,1,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,88ae9e9d-2956-444d-98d4-bb1393b12f45,2023-01-20T00:00:00Z,11
Q116269735,"Encyclopedia of activism and social justice Gary Anderson and Kathryn Herr, eds.",DB637C72-9914-4AF1-8602-D6796AAA7290,Kathryn Herr,2,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,daf6ccfa-526a-4bb1-989a-5d12afb0cbd6,2023-01-20T00:00:00Z,11
Q116269735,"Encyclopedia of activism and social justice Gary Anderson and Kathryn Herr, eds.",12CCD480-4214-4DFF-8CEB-EB19C1A22A24,Gale Thomson,3,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,d8d5cdc5-d4ac-444a-97c7-606393983996,2023-01-20T00:00:00Z,11
Q116269737,Hebrew inscriptions: texts from the biblical period of the monarchy with concordance,8F8E1446-6B6A-471E-970F-51A9A0C45749,Richard E Whitaker,4,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,95c2db6a-48d1-4c98-8799-2934d13a4bc8,2023-01-20T00:00:00Z,11
Q116269745,Prophets and Prophecy in the Ancient Near East,14B2E9F6-249A-46B9-B830-68B5CFD15CB4,Robert K Rinter,3,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,e1b78479-0ab6-47e2-a534-d09d297251b0,2023-01-20T00:00:00Z,11
Q116269752,"The gathering, a womanist church: origins, stories, sermons, and litanies",FB8268B8-7E51-4B01-BBDD-3142C95FA32F,Irie Lynne Session,1,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,26edd62f-b4d7-4609-970c-2343fc6472d2,2023-01-20T00:00:00Z,11
Q116269752,"The gathering, a womanist church: origins, stories, sermons, and litanies",56598C67-CDA0-4D10-AC2C-1729C24FC232,Kamilah Hall Sharp,2,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,c1d6a7cc-12b3-4155-acae-83ef1b77637e,2023-01-20T00:00:00Z,11
Q116269752,"The gathering, a womanist church: origins, stories, sermons, and litanies",3B985934-038C-43CC-B179-0FD1D25BF145,Frederick D Haynes,4,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,44d39821-1e80-4430-85b3-392c3cfdc5d3,2023-01-20T00:00:00Z,11
Q116269753,"The new interpreter's Bible, v 3: the first and second books of Kings, the first and second books of Chronicles, the book of Ezra, the book of Nehemiah, the book of Esther, additions to Esther, the book of Tobit, the book of Judith",1C2DD3CC-F5C3-4798-8C5B-AFBE34A0343E,Ralph W (Ralph Walter) Klein,3,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,6e32a775-ba62-4da5-816e-871e36dc97db,2023-01-20T00:00:00Z,11
Q116269763,Occupy religion: theology of the multitude,508B2043-4507-4839-9861-14AAD61D2657,Pui-lan Kwok,2,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,f6274c80-fb4e-4526-baab-edf95ea76aa9,2023-01-20T00:00:00Z,11
Q116269763,Occupy religion: theology of the multitude,89D10D78-CBC3-4E5D-B5B0-D9FAA46FBD4E,Inc ebrary,3,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,fc3fce06-09eb-4869-96bf-1fb5d27a38a4,2023-01-20T00:00:00Z,11
Q116272101,Come Walk with Us—the Journey is Long: An Interview with C. Melissa Snarr,9BEC3835-51B1-441B-BAFC-1A4F751D2777,Brandy Daniels,,068b8a27ea0da4997848918db653511ca4efb716,http://theotherjournal.com/2012/05/16/come-walk-with-us-the-journey-is-long-an-interview-with-c-melissa-snarr/,,f25033e3-d795-4ff5-b8b7-6bb095acb90c,2023-01-20T00:00:00Z,11
Q116272103,"Lament, Gospel, Response",94845AB2-55E5-4760-A87D-5C8972B7BFBB,Laura Tuach,,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,61040a8d-94be-4850-87b0-97b9cbe649c3,2023-01-20T00:00:00Z,11
Q116272103,"Lament, Gospel, Response",C0A58730-FF63-4DBC-A852-7C50414840D7,Nannette Banks,,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,dbd14b35-d401-48fa-9897-d804efe4db22,2023-01-20T00:00:00Z,11
Q116272103,"Lament, Gospel, Response",FA1D3F63-EFBC-414C-AF5E-3D7B14A89FEC,Allison St. Louis,,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,18b3f339-ba37-47dc-9934-4e90c81c8355,2023-01-20T00:00:00Z,11
Q116272111,A Demotic Tablet or Two in the Persepolis Fortification Archive,A9D5ACCC-6CFD-4301-A937-BF0F85827674,Christina Chandler,,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,bb87b150-ec11-4d42-bb6b-04becb605629,2023-01-20T00:00:00Z,11
Q116272111,A Demotic Tablet or Two in the Persepolis Fortification Archive,D4AEC981-7EBE-4CBA-8551-37C00ECCDD59,Mark Garrison,,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,30426a49-337b-49c6-9a4f-c8f31442afc6,2023-01-20T00:00:00Z,11
Q116272111,A Demotic Tablet or Two in the Persepolis Fortification Archive,41A78CD7-137E-4A7E-AF72-5E299157F528,Erin Daly,,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,ed722f52-34da-430c-9a87-f484c48924da,2023-01-20T00:00:00Z,11
Q116272111,A Demotic Tablet or Two in the Persepolis Fortification Archive,BF7CC46E-798C-4DC1-ADBD-D238407D226D,Jan Johnson,,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,3382ce41-3089-4b67-909c-081d00247f6f,2023-01-20T00:00:00Z,11
Q116272111,A Demotic Tablet or Two in the Persepolis Fortification Archive,AFE11D88-0923-473D-B716-524AAF95F9B2,Brian Muhs,,0ebd4a7eaf6684657b4529a27e8b249c69ea869d,,Q114403967,5f79342a-5f4e-4112-b389-cd70d4ff1d1f,2023-01-20T00:00:00Z,11
Q116303980,"Persepolis Administrative Archives: two groups of clay tablets, fragments, and sealings produced and stored by administrative agencies based at Persepolis",5F88DF29-7D0F-4E05-BDF7-5E83C9980FBE,Elspeth Dusinberre,,2268b2dde6d6e3045f6bb122d75f066e96a81cdf,http://www.iranicaonline.org/articles/persepolis-admin-archive,,a3228eb6-97ab-42fd-a68e-6618a4c9816d,2023-01-22T00:00:00Z,11
Q116303980,"Persepolis Administrative Archives: two groups of clay tablets, fragments, and sealings produced and stored by administrative agencies based at Persepolis",32BA7B64-38F3-4036-AF34-6847DA9A87BA,Charles E Jones,,2268b2dde6d6e3045f6bb122d75f066e96a81cdf,http://www.iranicaonline.org/articles/persepolis-admin-archive,,918984e5-d7ec-4ee6-a333-72539aada936,2023-01-22T00:00:00Z,11
Q116304065,"Friends, Friendship (HB/OT)",327ECE67-B3B0-419A-95C1-AA3A66F9EBFF,Renny Khoo,2,1edf30ffc042d857a030c7397ae8dbb553667f72,,Q114403967,59e6e901-fe35-4404-93f5-7652a33b87cc,2023-01-22T00:00:00Z,11
Q116304066,Gossip and Rumors (HB/OT),5ADE8006-406A-4F3F-BC0E-B230CD266AAC,Renny Khoo,2,1edf30ffc042d857a030c7397ae8dbb553667f72,,Q114403967,c31382c1-3e76-414b-8d90-8afe285573e4,2023-01-22T00:00:00Z,11
Q116304067,"Hades/Hell, Gates of (HB/OT)",A4B83CB5-77D2-48DF-9A41-C5B21CB04988,Renny Khoo,2,1edf30ffc042d857a030c7397ae8dbb553667f72,,Q114403967,388cf992-5dad-4a16-adda-e73e8f125bb1,2023-01-22T00:00:00Z,11
Q116304068,"Hair (ANE, HB/OT)",53536D03-F639-4279-ABE3-48DC376B4B27,Renny Khoo,2,1edf30ffc042d857a030c7397ae8dbb553667f72,,Q114403967,a45bd428-0957-4c95-b131-cccf59bef0e0,2023-01-22T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",D9D669DC-9FB8-4C3E-B5FC-241A06DEA62C,A Finch,1,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,4ee93571-840f-4020-aef4-2cb269db3127,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",7D4BAD1D-5AA0-4271-8621-540FB0E54133,O Nwosu,2,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,90b3a013-017f-43d0-b548-1bd6bc96decb,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",3E9ED4B5-8BA3-4DBF-99F5-3BACD8DDE0F5,G Frieden,3,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,db6d0863-685f-4102-aae9-f6ea952768b1,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",4DD41DD6-A7B7-4E90-A813-1A9D3428E293,E Hennessey,4,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,f13370f2-e772-4e99-ae86-2e72cb568afa,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",CD2024E3-0DEF-4A3B-8C94-090D6455E7CF,C A Heflinger,5,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,8a67749b-7d81-4fd6-94a7-9a1a65871ad2,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",A091BCF9-3AC8-41AD-9AB4-BCAB8CF0B794,A McGuire,6,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,5a1abecf-a6a8-46e7-a05f-37c003dc68fc,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",192B81BB-A9DD-4CEF-94DB-30DCAC93DAD0,S Suiter,7,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,f422fa5b-245e-4218-b56c-be8096b74e15,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",DDA8DF1B-450C-4EB0-9F7B-ED9428FFC60A,E Burchfield,8,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,89b338a4-ec72-46cf-8367-ab9804184d75,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",BFDCD907-0C75-4BFF-829F-2D704C5B4782,N C Martin,9,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,eca496ca-99d8-4924-9ff6-f373ab79fed9,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",3B06871E-7E7F-4A0C-B0D7-BF52D155ACA6,L Isaacs,10,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,91f543f9-73d0-4908-aa05-c7de4ec16b4f,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",766B4F34-5BB1-488B-8DF6-CFBA2F48EDF4,L Brinkley-Rubenstein,11,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,d27ac9f6-5bbc-4080-b3b4-f739e03f6975,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",DF940055-0036-4C33-910B-5E69CDEFD38C,P Speer,12,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,5f098b3d-d3fd-4d24-87da-e9fe3684e704,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",ECF5D319-9A79-4B00-B58B-7E5D0514577E,A Mann,13,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,861f574d-3c19-4ac2-8ec3-ac227fb4a894,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",8DE6E2CC-388B-456C-9776-31817CDAD798,S Shields,14,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,31fc1e9f-d0b9-48ce-93e8-31891dc06766,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",DCABFA64-AAE1-48EE-BE58-8AE4494DC4A3,N Palmer,15,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,57b72673-6d21-4780-bbf4-6635d7710229,2023-02-02T00:00:00Z,11
Q116607772,"Can synergy across theory, pedagogy, and practice guide professional education? The community development and action and human development counseling graduate experiences",78CC019A-5D52-4A73-8152-1D3351D35077,B Pittman,16,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,3c2feaa8-7623-45d8-8225-2bc22dd91353,2023-02-02T00:00:00Z,11
Q116607775,Black mother-daughter narratives about sexuality : the influence of black religious symbolism on attitudes and behavior,FF6C8B90-EF1C-47E5-98FB-8FE4C5A4E510,Mia Smith Bynum,2,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,8068b3db-4c90-4d13-964a-4dcb8be4d37a,2023-02-02T00:00:00Z,11
Q116607787,The Theological and Historical Developments of Catholic Funerals,6132B996-8CB7-4391-92AC-A875043710DC,H Richard Rutherford,2,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,d1d0ae82-33e3-4055-9fe8-b38122574d97,2023-02-02T00:00:00Z,11
Q116607787,The Theological and Historical Developments of Catholic Funerals,13D170AB-1778-43F5-90DD-5196BF48DA7A,Joseph DeGrocco,3,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,1476eeb2-16d2-4c16-8999-4da6da30baa3,2023-02-02T00:00:00Z,11
Q116607800,The Prophetic Challenge: Introduction,210C8672-AD98-4238-B9D6-F851DBD045BA,E Byron Anderson,2,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,fc8e58d1-2e19-454c-b63e-957ebeafc517,2023-02-02T00:00:00Z,11
Q116607813,Theological Education in a New Context: Reflections from a Brazilian  Perspective,B7AD42DE-8C79-42E6-BE7D-177F82CFA2D3,Paulo F C Andrade,,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,f796d046-1916-4c75-8135-1f27a5617a7d,2023-02-02T00:00:00Z,11
Q116607834,Walking the Labyrinth: Recovering a Sacred Tradition,473BB384-1DD6-4B81-8BE0-D67AB17955FF,Leo Keegan,2,75caa8d8e47b90b9f70f7dab0288b6009bc937a2,,Q114403967,f6417fc4-36d9-4bcd-a9e4-cd8b76976886,2023-02-02T00:00:00Z,11
Q117197770,Theologizing from a Puerto Rican Perspective,6391B0A8-EC01-481A-B7F5-A0069C21AD13,Yamina Apolinaris,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,9dcdae49-6bff-4133-bd8a-3adb50a309e1,2023-03-18T00:00:00Z,11
Q117197770,Theologizing from a Puerto Rican Perspective,E755B478-80CF-4DDC-8C1F-FA5C8D575014,Sandra Mangual-Rodriguez,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,8d7fe0c7-79a1-4d75-af87-8f36abde817f,2023-03-18T00:00:00Z,11
Q117199792,"Paper is Patient, History is Not: Readings and Unreadings of the Bible in Latin  America (1985-2005)",FC181BFE-42FE-494C-AF18-77E52B91A2EE,Roland Cardoso,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,7b93b73b-72d3-4f71-94ac-9330cac1cd09,2023-03-18T00:00:00Z,11
Q117199808,"Preface to: Faith, Feminism, and Scholarship: The Next Generation",16695EB0-E6C9-43E7-9E38-691403B9E2F4,A W Mellon,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,a83f116a-5290-418e-a53b-8a29f01bb368,2023-03-18T00:00:00Z,11
Q117199809,Foreword to: The Black Church Studies Reader,93BB9074-A2BE-4264-8BD0-72160E590D65,F E Harris,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,83689b90-6dc1-4e4a-85b7-dba48f663245,2023-03-18T00:00:00Z,11
Q117216177,A worship workbook: a practical guide for extraordinary liturgy,0A1F2310-026E-435B-B8E2-6E840C3BFEBD,Gerald C Liu,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,dc2e8d30-a9ac-4cc3-ad7e-7bbabc1c531f,2023-03-19T00:00:00Z,11
Q117216180,"Across the threshold, into the questions: discovering Jesus, finding self",DF05FBE4-8AC1-46F9-B294-1BD30FF93803,Caren Goldman,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,071da188-9715-4929-8bee-23b0df3b5516,2023-03-19T00:00:00Z,11
Q117216180,"Across the threshold, into the questions: discovering Jesus, finding self",208B7FAD-685B-4FBD-9010-B144EBF30000,Ted Voorhees,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,621aac4d-0825-49e6-995b-20c0f89a68a2,2023-03-19T00:00:00Z,11
Q117216196,Austin Farrer for Today A Prophetic Agenda,13FB955E-3575-4109-B883-59DA8C7280E9,Richard Harries,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,5c22d6b4-5839-4c77-8a34-120f40a9871d,2023-03-19T00:00:00Z,11
Q117216315,Engage: a theological field education toolkit,8DC12AC5-E6D3-4AA0-BF1B-702E9E60BF00,Matthew Floding,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,05699a5d-5307-404c-8e3b-b946f891131d,2023-03-19T00:00:00Z,11
Q117222915,Enlighten. Formational learning in theological field education.,E8BCD3AA-2069-4F42-AE5C-E7520B8B2B4B,Matthew Floding,1,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,ac12527f-72d1-4993-9bfd-21e76ecddd62,2023-03-20T00:00:00Z,11
Q117222915,Enlighten. Formational learning in theological field education.,2A7E6FEF-4480-4EF7-A89B-75F36BF185F5,Sung Hee Chang,2,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,909d6b52-bd46-4281-a66e-6d2a6eb20b8e,2023-03-20T00:00:00Z,11
Q117222933,"Faith and the Common Good: The Best of Zion's Herald and The Progressive Christian, 2000-2011",B0D83FB4-67A9-491A-84EB-D5D997114DDD,Stephen Swecker,,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,6cb39eee-1f24-4806-a8d4-7370cea9bf08,2023-03-20T00:00:00Z,11
Q117222944,Faith in the age of empire: Christian doctrines in a postcolonial sensibility,206BB29C-682F-45C3-BEC2-32DCD497660B,Vai Tti Vinayarāj,,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,fe1bf638-78db-45b3-ab35-a506d8339444,2023-03-20T00:00:00Z,11
Q117223025,How much should we pay the pastor: a fresh look at clergy salaries in the 21st century,01C99648-7E6B-42B2-BC27-B327492691AE,Becky R McMillan,2,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,62ba0731-d76a-4dc1-9758-34692a71dc72,2023-03-20T00:00:00Z,11
Q117223028,Ideology and system change in the USSR and East Europe,62390F5E-AD4E-4461-80F8-E6AF737E4B07,Hendrik Hegemann,,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,92ece3fe-287a-4f67-884d-60e4037ed9a8,2023-03-20T00:00:00Z,11
Q117226026,Kaleidoscope: broadening the palette in the art of spiritual direction,FF76B91B-87FB-43A9-86FC-E21B740815CA,Ineda Pearl Adesanya,1,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,1ec991c5-42fe-4c4a-91df-094b00cf6dbb,2023-03-20T00:00:00Z,11
Q117226026,Kaleidoscope: broadening the palette in the art of spiritual direction,9D88354F-A24E-4BAB-B170-68678CD8A8B5,Therese Taylor-Stinson,2,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,f340d3f2-3568-4bd1-9906-2c0c7aa2934c,2023-03-20T00:00:00Z,11
Q117226055,Lass deines Geistes Wirken sehn: Beiträge zur Erneuerung der Kirche aus wesleyanischer Sicht,21FCF614-CD9A-4A72-ABAF-0BA693A4165C,Thomas Lessmann,5,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,b1fc741e-7659-4a4e-8be6-d455728fa16d,2023-03-20T00:00:00Z,11
Q117226076,Liturgy with a difference: beyond inclusion in the Christian assembly,75FA80D2-CB9A-40A5-8FF4-287E97E030F5,Stephen Burns,1,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,11c970a2-304d-40b5-ba13-0f5e06c27907,2023-03-20T00:00:00Z,11
Q117226166,Out of place: doing theology on the crosscultural brink,163E7141-CA57-4C39-97A7-E206FBF74F8A,Clive Pearson,2,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,403c295d-0455-44d3-a64e-3f3fdb19e41c,2023-03-20T00:00:00Z,11
Q117226180,Parenting as spiritual practice and source for theology: mothering matters,D402B87C-83BD-4FF8-8D9E-81CAF6274736,Claire E Bischoff,1,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,143eb26f-2529-4edf-9200-c6447a70b21b,2023-03-20T00:00:00Z,11
Q117226180,Parenting as spiritual practice and source for theology: mothering matters,1429FECB-ECED-4115-9C9F-F9C8E958AC7F,Elizabeth O'Donnell Gandolfo,2,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,e0ecd671-81ba-4ddd-b872-05f5178df040,2023-03-20T00:00:00Z,11
Q117226231,Psalms in Israel's Worship,83F5D3A3-3F94-4528-A469-9CB620B9EF3B,Sigmund Mowinkel,,ebc882e091e1319624a779f24e87f3722498868a,,Q114403967,b7404916-5596-48be-bea8-674faaef3d74,2023-03-20T00:00:00Z,11
Q117228941,Revolutionary: who was Jesus? why does he still matter?,52EFDC8E-75DD-4999-8FFD-A9D3E012B310,Tom Holland,,6c612d361d34f6f4c33dbd04b7df59c2a02ce750,,Q114403967,0781ff43-b674-4b1a-92a4-77ac27839390,2023-03-21T00:00:00Z,11
Q117228946,Sacred dissonance: the blessing of difference in Jewish-Christian dialogue,0D4F8B7D-F101-42A8-9168-CD807D15F5EB,Anthony Le Donne,,6c612d361d34f6f4c33dbd04b7df59c2a02ce750,,Q114403967,cfcb94b0-be91-4f37-9731-a6a7e89f0cdc,2023-03-21T00:00:00Z,11
Q117228946,Sacred dissonance: the blessing of difference in Jewish-Christian dialogue,B1406153-5F10-42F5-9A38-F7E2125B69D7,Larry Beherendt,,6c612d361d34f6f4c33dbd04b7df59c2a02ce750,,Q114403967,54929522-471f-44ee-88ba-08cbbdec6b73,2023-03-21T00:00:00Z,11
Q117228976,That the word may be proclaimed: selections from the Marten lectures,9DC50861-AE25-4889-866D-86239A0C128A,Richard Stern,,6c612d361d34f6f4c33dbd04b7df59c2a02ce750,,Q114403967,c0a28ad4-5bd9-43ea-9e89-307a79d6cb60,2023-03-21T00:00:00Z,11
Q117228984,The Ashgate research companion to world Methodism,ED4B9BEA-AA99-4342-AA5D-460C66A16D80,William Gibson,1,6c612d361d34f6f4c33dbd04b7df59c2a02ce750,,Q114403967,d15d5161-c605-4eba-89b3-5904ab15bd59,2023-03-21T00:00:00Z,11
