accession_number,locale,description,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1979.0841P,,lunettes,0.5925925925925926,0.7457457457457457,0.9353348729792148,0.9615088529638183,592,745,1215,1249
1979.0841P,,.,0.7497497497497497,0.7617617617617618,0.9353348729792148,0.9615088529638183,749,761,1215,1249
1979.0842P,fr,"Ar. Ostade
Le tête à tête.",0.106,0.6,0.8882591093117409,0.979757085020243,106,600,1097,1210
1979.0842P,,Ar,0.106,0.141,0.8882591093117409,0.9117408906882591,106,141,1097,1126
1979.0842P,,.,0.13,0.142,0.8882591093117409,0.9117408906882591,130,142,1097,1126
1979.0842P,,Ostade,0.148,0.229,0.8882591093117409,0.9117408906882591,148,229,1097,1126
1979.0842P,,Le,0.379,0.418,0.9595141700404858,0.9781376518218623,379,418,1185,1208
1979.0842P,,tête,0.435,0.491,0.9595141700404858,0.9789473684210527,435,491,1185,1209
1979.0842P,,à,0.505,0.516,0.9603238866396762,0.9781376518218623,505,516,1186,1208
1979.0842P,,tête,0.529,0.581,0.9603238866396762,0.979757085020243,529,581,1186,1210
1979.0842P,,.,0.593,0.6,0.9611336032388664,0.9789473684210527,593,600,1187,1209
1979.0843P,fr,"16.
Le tête à tête, copie.",0.3183183183183183,0.6696696696696697,0.004152823920265781,0.973421926910299,318,669,5,1172
1979.0843P,,16,0.43243243243243246,0.4754754754754755,0.009966777408637873,0.029069767441860465,432,475,12,35
1979.0843P,,.,0.47647647647647645,0.4864864864864865,0.0049833887043189366,0.027408637873754152,476,486,6,33
1979.0843P,,Le,0.31931931931931934,0.3663663663663664,0.936046511627907,0.9642857142857143,319,366,1127,1161
1979.0843P,,tête,0.3843843843843844,0.44544544544544545,0.9368770764119602,0.9659468438538206,384,445,1128,1163
1979.0843P,,à,0.45845845845845845,0.4744744744744745,0.9401993355481728,0.967607973421927,458,474,1132,1165
1979.0843P,,tête,0.4864864864864865,0.5435435435435435,0.9401993355481728,0.9692691029900332,486,543,1132,1167
1979.0843P,,",",0.5475475475475475,0.5545545545545546,0.9426910299003323,0.9692691029900332,547,554,1135,1167
1979.0843P,,copie,0.5735735735735735,0.6516516516516516,0.9426910299003323,0.9725913621262459,573,651,1135,1171
1979.0843P,,.,0.6596596596596597,0.6686686686686687,0.9460132890365448,0.9725913621262459,659,668,1139,1171
1979.0844P,fr,"17.
AOSTADE
Le Boulanger Flamand.",0.249,0.686,0.019127773527161437,0.964804896710023,249,686,25,1261
1979.0844P,,17,0.453,0.499,0.019127773527161437,0.04055087987758225,453,499,25,53
1979.0844P,,.,0.502,0.51,0.020657995409334353,0.03978576893649579,502,510,27,52
1979.0844P,,AOSTADE,0.316,0.494,0.17444529456771232,0.2433052792654935,316,494,228,318
1979.0844P,,Le,0.249,0.3,0.9334353481254782,0.9640397857689365,249,300,1220,1260
1979.0844P,,Boulanger,0.31,0.494,0.9326702371843917,0.9617444529456771,310,494,1219,1257
1979.0844P,,Flamand,0.51,0.666,0.9303749043611323,0.9602142310635042,510,666,1216,1255
1979.0844P,,.,0.674,0.686,0.9288446824789595,0.9594491201224178,674,686,1214,1254
1979.0845P,fr,"oftade
18.
Les trois buveurs. I.Epreuve à l'eau forte",0.08208208208208208,0.8728728728728729,0.017214397496087636,0.9522691705790297,82,872,22,1217
1979.0845P,,oftade,0.1781781781781782,0.2752752752752753,0.8278560250391236,0.8544600938967136,178,275,1058,1092
1979.0845P,,18,0.4544544544544545,0.5045045045045045,0.02034428794992175,0.04225352112676056,454,504,26,54
1979.0845P,,.,0.5125125125125125,0.5255255255255256,0.017996870109546165,0.0406885758998435,512,525,23,52
1979.0845P,,Les,0.08208208208208208,0.14914914914914915,0.9162754303599374,0.9522691705790297,82,149,1171,1217
1979.0845P,,trois,0.15715715715715717,0.24024024024024024,0.9162754303599374,0.9522691705790297,157,240,1171,1217
1979.0845P,,buveurs,0.2502502502502503,0.4114114114114114,0.9162754303599374,0.9522691705790297,250,411,1171,1217
1979.0845P,,.,0.4184184184184184,0.4314314314314314,0.9162754303599374,0.9522691705790297,418,431,1171,1217
1979.0845P,,I.Epreuve,0.4364364364364364,0.6466466466466466,0.9162754303599374,0.9522691705790297,436,646,1171,1217
1979.0845P,,à,0.6586586586586587,0.6796796796796797,0.9162754303599374,0.9522691705790297,658,679,1171,1217
1979.0845P,,l'eau,0.6856856856856857,0.7807807807807807,0.9162754303599374,0.9522691705790297,685,780,1171,1217
1979.0845P,,forte,0.7797797797797797,0.8728728728728729,0.9162754303599374,0.9522691705790297,779,872,1171,1217
1979.0846P,fr,"Arotade
18.
Les trois buveurs. II Epreuve, retouchée.",0.083,0.922,0.013406940063091483,0.9408517350157729,83,922,17,1193
1979.0846P,,Arotade,0.124,0.267,0.8217665615141956,0.8422712933753943,124,267,1042,1068
1979.0846P,,18,0.449,0.499,0.016561514195583597,0.03785488958990536,449,499,21,48
1979.0846P,,.,0.504,0.514,0.014195583596214511,0.03706624605678233,504,514,18,47
1979.0846P,,Les,0.083,0.157,0.9037854889589906,0.9408517350157729,83,157,1146,1193
1979.0846P,,trois,0.168,0.253,0.9037854889589906,0.9408517350157729,168,253,1146,1193
1979.0846P,,buveurs,0.266,0.424,0.9037854889589906,0.9408517350157729,266,424,1146,1193
1979.0846P,,.,0.43,0.44,0.9037854889589906,0.9408517350157729,430,440,1146,1193
1979.0846P,,II,0.452,0.51,0.9037854889589906,0.9408517350157729,452,510,1146,1193
1979.0846P,,Epreuve,0.533,0.704,0.9037854889589906,0.9408517350157729,533,704,1146,1193
1979.0846P,,",",0.705,0.718,0.9037854889589906,0.9408517350157729,705,718,1146,1193
1979.0846P,,retouchée,0.722,0.903,0.9037854889589906,0.9408517350157729,722,903,1146,1193
1979.0846P,,.,0.908,0.922,0.9037854889589906,0.9408517350157729,908,922,1146,1193
1979.0847P,fr,"جا کر
20.
Le Maitre d'Ecole.",0.093,0.734,0.028985507246376812,0.9694041867954911,93,734,36,1204
1979.0847P,,جا,0.121,0.141,0.19082125603864733,0.23510466988727857,121,141,237,292
1979.0847P,,کر,0.093,0.121,0.19243156199677938,0.2359098228663446,93,121,239,293
1979.0847P,,20,0.428,0.495,0.03140096618357488,0.0499194847020934,428,495,39,62
1979.0847P,,.,0.506,0.52,0.029790660225442835,0.04911433172302738,506,520,37,61
1979.0847P,,Le,0.279,0.336,0.9404186795491143,0.9694041867954911,279,336,1168,1204
1979.0847P,,Maitre,0.355,0.509,0.9404186795491143,0.9685990338164251,355,509,1168,1203
1979.0847P,,d'Ecole,0.542,0.713,0.9396135265700483,0.9677938808373591,542,713,1167,1202
1979.0847P,,.,0.723,0.734,0.9396135265700483,0.9677938808373591,723,734,1167,1202
1979.0849P,es,"Azo.
22.
La bome Maman.",0.23323323323323322,0.7977977977977978,0.02365930599369085,0.9645110410094637,233,797,30,1223
1979.0849P,,Azo,0.23323323323323322,0.3003003003003003,0.8359621451104101,0.8548895899053628,233,300,1060,1084
1979.0849P,,.,0.3003003003003003,0.3103103103103103,0.8359621451104101,0.8548895899053628,300,310,1060,1084
1979.0849P,,22,0.3883883883883884,0.4674674674674675,0.028391167192429023,0.04968454258675079,388,467,36,63
1979.0849P,,.,0.4744744744744745,0.4924924924924925,0.02444794952681388,0.04810725552050473,474,492,31,61
1979.0849P,,La,0.3133133133133133,0.39039039039039036,0.9337539432176656,0.9645110410094637,313,390,1184,1223
1979.0849P,,bome,0.4124124124124124,0.5575575575575575,0.9337539432176656,0.9645110410094637,412,557,1184,1223
1979.0849P,,Maman,0.5825825825825826,0.7657657657657657,0.9337539432176656,0.9645110410094637,582,765,1184,1223
1979.0849P,,.,0.7847847847847848,0.7977977977977978,0.9337539432176656,0.9645110410094637,784,797,1184,1223
1979.0850P,fr,"Froſtade
23.
Les deux Commeres.",0.156,0.709,0.011811023622047244,0.9881889763779528,156,709,15,1255
1979.0850P,,Froſtade,0.156,0.277,0.8535433070866142,0.8834645669291339,156,277,1084,1122
1979.0850P,,23,0.397,0.46,0.012598425196850394,0.03858267716535433,397,460,16,49
1979.0850P,,.,0.465,0.479,0.012598425196850394,0.03858267716535433,465,479,16,49
1979.0850P,,Les,0.255,0.329,0.9559055118110236,0.984251968503937,255,329,1214,1250
1979.0850P,,deux,0.351,0.449,0.9566929133858267,0.9850393700787402,351,449,1215,1251
1979.0850P,,Commeres,0.472,0.689,0.9582677165354331,0.9881889763779528,472,689,1217,1255
1979.0850P,,.,0.695,0.709,0.9606299212598425,0.9874015748031496,695,709,1220,1254
1979.0851P,it,"24.
Le Compere & la Commere.",0.177,0.832,0.004739336492890996,0.9992101105845181,177,832,6,1265
1979.0851P,,24,0.455,0.516,0.004739336492890996,0.026856240126382307,455,516,6,34
1979.0851P,,.,0.526,0.54,0.004739336492890996,0.026856240126382307,526,540,6,34
1979.0851P,,Le,0.177,0.244,0.9597156398104265,0.9984202211690363,177,244,1215,1264
1979.0851P,,Compere,0.261,0.468,0.9589257503949447,0.9968404423380727,261,468,1214,1262
1979.0851P,,&,0.482,0.519,0.957345971563981,0.9960505529225908,482,519,1212,1261
1979.0851P,,la,0.535,0.579,0.9565560821484992,0.9944707740916272,535,579,1211,1259
1979.0851P,,Commere,0.597,0.814,0.9557661927330173,0.9928909952606635,597,814,1210,1257
1979.0851P,,.,0.817,0.832,0.9541864139020537,0.9928909952606635,817,832,1208,1257
1979.0852P,fr,"25.
умумии
بار
Le petit Concert. II: Epreuve, la porte fermée.",0.077,0.939,0.01391941391941392,0.9809523809523809,77,939,19,1339
1979.0852P,,25,0.462,0.525,0.015384615384615385,0.035897435897435895,462,525,21,49
1979.0852P,,.,0.525,0.539,0.014652014652014652,0.035897435897435895,525,539,20,49
1979.0852P,,умумии,0.672,0.73,0.5787545787545788,0.5567765567765568,672,730,790,760
1979.0852P,,بار,0.801,0.84,0.8344322344322345,0.8842490842490842,801,840,1139,1207
1979.0852P,,Le,0.077,0.134,0.9457875457875458,0.978021978021978,77,134,1291,1335
1979.0852P,,petit,0.142,0.226,0.9457875457875458,0.978021978021978,142,226,1291,1335
1979.0852P,,Concert,0.242,0.383,0.9457875457875458,0.9794871794871794,242,383,1291,1337
1979.0852P,,.,0.391,0.404,0.9465201465201465,0.9787545787545787,391,404,1292,1336
1979.0852P,,II,0.413,0.46,0.9465201465201465,0.9787545787545787,413,460,1292,1336
1979.0852P,,:,0.456,0.475,0.9465201465201465,0.9787545787545787,456,475,1292,1336
1979.0852P,,Epreuve,0.48,0.628,0.9465201465201465,0.9802197802197802,480,628,1292,1338
1979.0852P,,",",0.634,0.644,0.9472527472527472,0.9794871794871794,634,644,1293,1337
