qid,label_en,affiliation_uuid,affiliation,affiliation_start_time_nodeId,affiliation_start_time_val,affiliation_start_time_prec,affiliation_end_time_nodeId,affiliation_end_time_val,affiliation_end_time_prec,affiliation_ref1_hash,affiliation_ref1_referenceUrl,affiliation_ref1_retrieved_nodeId,affiliation_ref1_retrieved_val,affiliation_ref1_retrieved_prec
Q90330683,Dara Eckerle Mize,8A3D4F4B-6E87-4CD1-B0E0-F7328C012C34,Q89953900,,,,,,,9924c4f16d5d8eabe6e1dde3e4def5526a709ead,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330693,Laurie Lovett Novak,0F7EE7AB-B8B7-4447-9950-7D5918FFD1A5,Q89953900,,,,,,,b1afa51e8260a842d9462950a17a1bb64eb96d17,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=N,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330698,Travis John Osterman,5B2DD468-676C-4F5A-9B5F-D6F323586461,Q89953900,,,,,,,02277d0f8a670ff0467364c5573099deae10844f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=O,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330703,Sharidan Kristen Parr,8E6BB5D9-B6EE-42DB-9A67-42BAE40F1314,Q89953900,,,,,,,af4837544d4f90f528ecb82c9147ff5a186ff142,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330707,Josh F. Peterson,2EA71F2A-9D42-467B-9B86-CDB27DB30DE1,Q89953900,,,,,,,af4837544d4f90f528ecb82c9147ff5a186ff142,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330712,Ruth Reeves,2BC055A9-DD93-49F0-8FEB-745545595BA7,Q89953900,,,,,,,c794a073bf177e811dea51eed466fba1c54f424c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=R,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330718,Samuel Trent Rosenbloom,0EAB941F-9B7F-44D8-A91A-9312782E53B0,Q89953900,,,,,,,c794a073bf177e811dea51eed466fba1c54f424c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=R,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330724,Joshua Carl Smith,54F2D4A1-4337-4785-B580-9F5CD398B652,Q89953900,,,,,,,05cc2c35fc5a72e89ee4c3a6e66dd05fb5561316,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330730,William W. Stead,FF125E09-E77B-491A-ABD7-2E63A6EAD77C,Q89953900,,,,,,,05cc2c35fc5a72e89ee4c3a6e66dd05fb5561316,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330740,Shane P. Stenner,93F80DD5-A5F2-4460-B085-D65CDCE41EAB,Q89953900,,,,,,,05cc2c35fc5a72e89ee4c3a6e66dd05fb5561316,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330753,Colin G. Walsh,50BC0B02-E9B4-43B7-9180-BAA8F29A1661,Q89953900,,,,,,,51d870762acab2022c353558485067e38999ca58,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330759,Wei-Qi Wei,A857BD36-F951-4A6A-B01B-27A952693C50,Q89953900,,,,,,,51d870762acab2022c353558485067e38999ca58,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330766,Stuart T. Weinberg,9F8D9D89-FD1A-4DB4-BDF6-1BEF040C9A0C,Q89953900,,,,,,,51d870762acab2022c353558485067e38999ca58,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330774,Asli Ozdas Weitkamp,AA5DA970-BC4A-4E7A-82C0-A0ED2FBD0E8F,Q89953900,,,,,,,51d870762acab2022c353558485067e38999ca58,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330784,Adam Wright,0ADF8244-AF88-469C-9767-1F579E90A6E1,Q89953900,,,,,,,51d870762acab2022c353558485067e38999ca58,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90330791,Juan Zhao,8C8C5AF3-1AB4-452E-8B8A-BF057E3ECEFD,Q89953900,,,,,,,996f778fc53c0c516ad9bddd871426cc71be1b89,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Z,d076f0c12b853e92b0cfb14ecba77683,2020-04-12T00:00:00Z,11
Q90344270,Gustavo G. C. Amorim,6E6B1D96-776A-4616-B331-A751E491ECAD,Q89953905,,,,,,,6b835b484fe5476a241a5af62cd96ee765d2ad4f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344276,Gregory Daniel Ayers,906DA21E-F0D6-411E-9CC7-EEEB04ECC371,Q89953905,,,,,,,6b835b484fe5476a241a5af62cd96ee765d2ad4f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344281,Lynne D. Berry,48C3CE48-ADDA-4206-BA08-49D2613115D2,Q89953905,,,,,,,8093ff91ae01bf920d134d1502bccee910a07950,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344291,Daniel W. Byrne,30A70C0A-332A-45D4-80D2-F1709DB32684,Q89953905,,,,,,,8093ff91ae01bf920d134d1502bccee910a07950,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344299,Chiu-Lan Chen,4A05C3DB-05E6-4499-88FB-785F09655162,Q89953905,,,,,,,f6d90c1dd481b05cc731ca3995e8f4d342859552,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344308,Leena Choi,B40B696E-C04C-4FBD-85E7-181962E1C1D9,Q89953905,,,,,,,f6d90c1dd481b05cc731ca3995e8f4d342859552,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344313,Mario A. Davidson,E8D2F7C9-A0EF-441F-B5DD-E228FE04FE48,Q89953905,,,,,,,cd57e42a8d43896b00397b098460ca126de84fd0,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=D,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344323,William D. Dupont,F15B7C8B-F385-4AEF-B246-1DA308F4BE67,Q89953905,,,,,,,cd57e42a8d43896b00397b098460ca126de84fd0,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=D,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344331,Shawn P. Garbett,3BB1ED13-4270-4029-AA57-2CB07A2C1ACA,Q89953905,,,,,,,40eb41ccd51918113ac7f363dfd863c1d62d7b34,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=G,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344337,Cheryl Lynn Gatto,EA4D97F0-D0DD-4A72-85D3-2D0A84E57CE4,Q89953905,,,,,,,40eb41ccd51918113ac7f363dfd863c1d62d7b34,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=G,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344341,Tebeb Gebretsadik,D1BFC737-4E24-4611-AD63-CA714FE5C76E,Q89953905,,,,,,,40eb41ccd51918113ac7f363dfd863c1d62d7b34,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=G,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344341,Tebeb Gebretsadik,d1bc3558-4fa3-f5fc-b73c-4455c4726d0e,Q94951674,,,,,,,0ced77c89b00d51daf72447e2fd318bc30be94ad,https://www.vumc.org/aehr/asthma-research-group,8df33d1bf88c9565df1d1d13f0efb32e,2020-05-20T00:00:00Z,11
Q90344353,Amber J. Hackstadt,01EBD358-A355-477C-BF1B-5A0219611503,Q89953905,,,,,,,233600c351ce30b298b9a9c33d8abbdb66ff6f0a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344370,Robert E. Johnson,9CC9782C-6FCE-4942-838C-E6B2020701E5,Q89953905,,,,,,,31ff5fd6df731b65e65a2e32d674cb4f8213e66b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=J,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344377,Tatsuki Koyama,64B2ED96-5C67-4382-AEB4-60287A45CDF9,Q89953905,,,,,,,7a7fd449347fc34662d881ead3440b9a8d536c95,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344387,Dandan Liu,9A96678E-E95A-455D-8821-01EAEBF012C7,Q89953905,,,,,,,67cf912b5c4a782b40d1bb6d99662d70b626fe1c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=L,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344394,Qi Liu,287DCDA1-9BDD-4380-9177-71FC56F4C03C,Q89953905,,,,,,,67cf912b5c4a782b40d1bb6d99662d70b626fe1c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=L,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344401,Hui Nian,9938FC75-42B6-42B3-B22C-26EDE7EB6A29,Q89953905,,,,,,,2711eb415ba117eaea73b6123f80de708efae6c6,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=N,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344416,Rameela Chandrasekhar Raman,81138B7C-0A31-4997-9247-924A2A5354A5,Q89953905,,,,,,,00c9983c2f78bf8f4827d77c0201e28df039a2ef,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=R,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344416,Rameela Chandrasekhar Raman,0C01C733-97D8-4476-B145-492A7F263BB2,Q7914461,,,,,,,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,a3455342ca6cddf9272c0490c41031ec,2020-07-15T00:00:00Z,11
Q90344451,Matthew S. Shotwell,15B5A5EA-25E3-4838-8C3E-31C3E75391D4,Q89953905,,,,,,,c6bfcfeea643ec86eeb8714eebaf53c53ea45aa7,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344471,Derek K. Smith,28942A43-A5DD-414B-ACFC-9F0B80DF7030,Q89953905,,,,,,,c6bfcfeea643ec86eeb8714eebaf53c53ea45aa7,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344482,Thomas G. Stewart,7E93792F-1E11-442C-ABF9-8CF988A272A8,Q89953905,,,,,,,c6bfcfeea643ec86eeb8714eebaf53c53ea45aa7,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344488,Ran Tao,7F7F5EC2-A8FA-49C0-9618-DE7FB1F3826D,Q89953905,,,,,,,f9d3358d8e94370e2dc1eb94b744f1b7902a8c72,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=T,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344508,Yaomin Xu,70C42D54-1F2E-40CE-AB3A-3838BB442305,Q89953905,,,,,,,859b10819d839b9bf11081716c4596b19e3e453c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=X,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344508,Yaomin Xu,0fb125f1-4704-d058-4948-6483e88e6795,Q7914466,,,,,,,7d35a8cbe876b0cdd652cd4a0dacb577cb8c828c,https://wag.app.vanderbilt.edu/PublicPage/Faculty/Details/38579,8df33d1bf88c9565df1d1d13f0efb32e,2020-05-20T00:00:00Z,11
Q90344520,Chang Yu,11007D30-5136-4C07-9447-B57C91C91E5B,Q89953905,,,,,,,37717f8afbf436829f717586d4638dfb54405861,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Y,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344527,Shilin Zhao,A8A06064-6DBC-46BD-9C2F-CA33ACB326AD,Q89953905,,,,,,,3088d462e3c4b499028ecce1326c084e4cbd4443,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Z,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90344533,Yuwei Zhu,9355FFE5-BC54-4875-B2B2-6D287B21B324,Q89953905,,,,,,,3088d462e3c4b499028ecce1326c084e4cbd4443,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=Z,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90348778,Wendy Rathmell,DFA64626-265C-48C5-8DC4-DB2C56AC000F,Q89953931,,,,,,,cf712b6106db154cc77932dd496f78bd4283b0bd,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=R,579f8d0ef1579284d73028ba8eb348c8,2020-04-20T00:00:00Z,11
Q90349938,Tarek S. Absi,C69FFA6E-ABE0-4BB9-81BF-7396201408A2,Q89953909,,,,,,,6b835b484fe5476a241a5af62cd96ee765d2ad4f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90349946,Stephen K. Ball,1D958C1A-08EC-407C-9E91-78B698635CBE,Q89953909,,,,,,,8093ff91ae01bf920d134d1502bccee910a07950,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90349954,Keki R. Balsara,8FCD1368-ADE9-47F2-8027-DF2E30D84C2B,Q89953909,,,,,,,8093ff91ae01bf920d134d1502bccee910a07950,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90349968,Karla G. Christian,E7F477A8-CF6E-428B-8232-A2FBD986C042,Q89953909,,,,,,,f6d90c1dd481b05cc731ca3995e8f4d342859552,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90349978,Nhue L. Do,B1B25121-043A-4E4C-B39C-D1B26E233CDD,Q89953909,,,,,,,cd57e42a8d43896b00397b098460ca126de84fd0,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=D,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90349986,Jordan R. H. Hoffman,58867A07-0C68-428F-9292-A586922F1A8E,Q89953909,,,,,,,233600c351ce30b298b9a9c33d8abbdb66ff6f0a,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=H,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90349993,Mary Ann Jorissen,F9F2023E-AF11-47FF-8145-44A8A1C4DC84,Q89953909,,,,,,,31ff5fd6df731b65e65a2e32d674cb4f8213e66b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=J,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90349998,Grace Ledlow,109DDC06-6DC8-463A-833D-BE34DDE58A1D,Q89953909,,,,,,,67cf912b5c4a782b40d1bb6d99662d70b626fe1c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=L,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90350007,Melissa Marie Levack,1BF2DF4A-BCEE-4D3B-B51A-F1F9EC6FBB2F,Q89953909,,,,,,,67cf912b5c4a782b40d1bb6d99662d70b626fe1c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=L,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90350012,Walter H. Merrill,E7AFB8A2-F3CF-4317-8CF9-8919CA813368,Q89953909,,,,,,,f122b0b576fff9cf60e495e0f071abe1c8d67759,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90350018,Katherine E. Moke,C33B661C-05D1-4139-9D6D-1ACE900731FF,Q89953909,,,,,,,f122b0b576fff9cf60e495e0f071abe1c8d67759,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90350025,Duc Q. Nguyen,455C80E1-CC21-47FD-929B-EB82C899D361,Q89953909,,,,,,,2711eb415ba117eaea73b6123f80de708efae6c6,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=N,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90350035,Stefanie C. Porter,365DAF54-9457-444C-AF67-085EAE62E947,Q89953909,,,,,,,a8f6a2380c92a008133877dad753923d5d9b9517,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90350045,Leslie Tenpenny,C7A4A342-F9D6-4170-8315-C46FB44744A7,Q89953909,,,,,,,f9d3358d8e94370e2dc1eb94b744f1b7902a8c72,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=T,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90356568,Kecia N. Carroll,DCE03E3B-0590-4B12-A840-651F39537DFF,Q89953976,,,,,,,a4625f66a148827afbda3df38c405245a4bf738e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11
Q90356568,Kecia N. Carroll,3ca5b417-4d45-6d86-607b-18971eaa3e17,Q7914466,,,,,,,60f4db41d540737a81bcb6b921ce65014ede3ac3,https://wag.app.vanderbilt.edu/PublicPage/Faculty/Details/31583,8df33d1bf88c9565df1d1d13f0efb32e,2020-05-20T00:00:00Z,11
Q90356568,Kecia N. Carroll,9c96048b-4e2e-a7c1-289b-f8f2d726241f,Q6902127,,,,,,,bb2d6c13c0ab35d6a92d1ace0d17354aecd86045,https://www.childrenshospitalvanderbilt.org/doctors/carroll-kecia,8df33d1bf88c9565df1d1d13f0efb32e,2020-05-20T00:00:00Z,11
Q90383465,Elizabeth Hatmaker,,,,,,,,,,,,,
Q90391265,Mary Philip,94858B49-1D32-4142-A83A-7BA8B872E4C5,Q89953931,,,,,,,4820fb8bbf4060c54dd4f0f0745fa6ddc12cff80,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=P,579f8d0ef1579284d73028ba8eb348c8,2020-04-20T00:00:00Z,11
Q90394817,Scott C. Borinstein,36BF81DC-A632-492A-8AA4-6D0F975B57A6,Q89953976,,,,,,,d5c23b2299b4926c03a6f89d699bdf8605a66b46,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11
Q90397204,William Ben Cutrer,CFACA782-E640-4E94-8773-FD69E2ACB318,Q89953976,,,,,,,a4625f66a148827afbda3df38c405245a4bf738e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11
Q90397204,William Ben Cutrer,131df6d8-47a6-cfeb-a047-a75bd86eec39,Q7914466,,,,,,,0776cf4a5c49d38adaab8bdd69cd1bb83ba92f03,https://wag.app.vanderbilt.edu/PublicPage/Faculty/Details/36208,9bf5004ffcec3b95ad91cc03df21368b,2020-05-29T00:00:00Z,11
Q90406106,Kristopher John Burkewitz,B4809FFE-618A-4796-B997-19CEDBB58634,Q89953912,,,,,,,8093ff91ae01bf920d134d1502bccee910a07950,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406116,Jun-Song Chen,BD5D90FA-39A1-4F51-BAEE-65B4856A428B,Q89953912,,,,,,,f6d90c1dd481b05cc731ca3995e8f4d342859552,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406119,Lei Chen,37B3A112-9A43-4D90-AB81-F6FF0F9E9C33,Q89953912,,,,,,,f6d90c1dd481b05cc731ca3995e8f4d342859552,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406124,Chin Chiang,14A371B9-9069-410B-9B2A-BE6559053435,Q89953912,,,,,,,f6d90c1dd481b05cc731ca3995e8f4d342859552,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406151,Guoqiang Gu,1D5103D2-1461-42CE-B301-95651F6D99E5,Q89953912,,,,,,,40eb41ccd51918113ac7f363dfd863c1d62d7b34,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=G,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406170,Irina N. Kaverina,5067867B-0FCE-4EA0-A14F-82AF7EC53B36,Q89953912,,,,,,,7a7fd449347fc34662d881ead3440b9a8d536c95,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406196,Christopher Levon Najarian Lord,BCA36750-B044-4D6A-8786-1B6C891C211C,Q89953912,,,,,,,67cf912b5c4a782b40d1bb6d99662d70b626fe1c,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=L,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406206,Jason MacGurn,A9D49E3D-90A8-47BF-9EC3-595164FC4D06,Q89953912,,,,,,,f122b0b576fff9cf60e495e0f071abe1c8d67759,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406438,Eliot Thomas McKinley,8ABD07D9-6602-40C5-9741-9C43DD708F6D,Q89953912,,,,,,,f122b0b576fff9cf60e495e0f071abe1c8d67759,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406455,Bryan A. Millis,F8088017-2F53-4B38-A806-70F464443F64,Q89953912,,,,,,,f122b0b576fff9cf60e495e0f071abe1c8d67759,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406467,Jenny C. Schafer,24B76A9E-86D9-42A2-925B-D42CB21F14EA,Q89953912,,,,,,,c6bfcfeea643ec86eeb8714eebaf53c53ea45aa7,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406471,William P. Tansey,F7CEE6D3-A450-49F1-83D5-5BDE55CBF880,Q89953912,,,,,,,f9d3358d8e94370e2dc1eb94b744f1b7902a8c72,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=T,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406471,William P. Tansey,05dbcc6a-4a62-90dc-ee16-3c60a2b616b5,Q43079570,,,,,,,5f5fe2a77f6a36b5c01939988756f9c3a42573da,https://www.vicc.org/member/william-p-tansey,6b929fce45b14e9420fa8d83e4bc4110,2020-05-08T00:00:00Z,11
Q90406485,Matthew John Tyska,71C2A969-4781-4098-9CFC-64547E6C4C03,Q89953912,,,,,,,f9d3358d8e94370e2dc1eb94b744f1b7902a8c72,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=T,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90406497,April Mae Weissmiller,F7003D4B-23B8-4186-A422-ED983881F6A3,Q89953912,,,,,,,df2d6098e12e84fcd2faa596735e23c9206b110e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90408853,Sharon Elizabeth Albers,103615EC-841D-4635-9F35-A9574CC101C1,Q89953915,,,,,,,6b835b484fe5476a241a5af62cd96ee765d2ad4f,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=A,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90408861,Alan S. Boyd,5BBE6FBF-791E-452E-B86C-5240DA854286,Q89953915,,,,,,,8093ff91ae01bf920d134d1502bccee910a07950,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
Q90408863,Jeffrey David Byers,DE56ABF0-AC2C-43BB-8285-024DB1D35965,Q89953915,,,,,,,8093ff91ae01bf920d134d1502bccee910a07950,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,7f7e4e699031399fd367a464ab3a84c4,2020-04-13T00:00:00Z,11
