qid,label_en,affiliation_uuid,affiliation,affiliation_start_time_nodeId,affiliation_start_time_val,affiliation_start_time_prec,affiliation_end_time_nodeId,affiliation_end_time_val,affiliation_end_time_prec,affiliation_ref1_hash,affiliation_ref1_referenceUrl,affiliation_ref1_retrieved_nodeId,affiliation_ref1_retrieved_val,affiliation_ref1_retrieved_prec
Q100300828,William C. Binkley,,,,,,,,,,,,,
Q100306318,James H Nichols,,,,,,,,,,,,,
Q100329025,John R. Bourne,,,,,,,,,,,,,
Q100406257,Mona Mashayekhi,,,,,,,,,,,,,
Q100415173,Juanita Prieto-Garcia,,,,,,,,,,,,,
Q100426955,Frank M Mason,,,,,,,,,,,,,
Q100455202,Dan Zhou,,,,,,,,,,,,,
Q100463385,Athena Lemon,,,,,,,,,,,,,
Q100502411,Alicia M Hymel,,,,,,,,,,,,,
Q100516834,Kelly A Harper,,,,,,,,,,,,,
Q100629608,Corey E Hayford,,,,,,,,,,,,,
Q100753097,Jason J Hughes,,,,,,,,,,,,,
Q101008714,Doug Morin,,,,,,,,,,,,,
Q101051354,Fong Cheng Pan,,,,,,,,,,,,,
Q101225404,Merrida A Childress,,,,,,,,,,,,,
Q101225492,Shawna K Brookens,,,,,,,,,,,,,
Q101232337,Aubrey Land,,,,,,,,,,,,,
Q101542374,Chris Benda,0362B290-9C09-4A80-9D87-F4F4BF2F83EC,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542375,Yu-Fen Benda,CF663B09-F054-4D9B-B5B1-F2D602418131,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542376,Yvonne Boyer,4BFEE1E8-B9F4-4003-9F8A-148EEEC4239C,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542377,James Duran,C56E7329-9DAC-4BC3-9E3C-E76820DE88B6,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542378,Honora Eskridge,B75E988D-419E-4F33-9C02-ECF38B312D01,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542379,Leslie Foutch,87E37DCB-CD47-470A-95A3-F7CE04B39A7E,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542380,Jodi Gambill,B3E4CABE-EB16-4E85-BCFB-FA75C889332A,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542382,Kasia Gonnerman,58144D6E-8FB9-4047-99F8-DF0260001A59,Q16849893,,,,,,,,,,,
Q101542389,Bill Hook,A8C86AFE-E1EA-439B-8F56-9D696C074B78,Q16849893,,,,,,,,,,,
Q101542392,Camille Ivey,D0E7501B-F64F-4A1C-BFFF-DBC47FEDE3DE,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542393,Stacy Curry-Johnson,874116FE-1598-4DFA-927C-79DC9B6CF436,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542394,Heather Laferriere,8F29C96B-0675-43B3-BB58-E7E169171BAF,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542395,Lee Ann Lannom,11A467B2-220E-4AD2-B98E-F6B56FBF40C7,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542396,Kelly LaVoice,5179B825-A349-4768-B37C-A69A9E97777C,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542398,Frank Lester,1B86D860-47AD-4992-85BC-8221E93687F6,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542399,Erin Loree,BBA70574-084F-4F91-9D6D-20A18369E7EB,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542401,Jamen MacGranahan,988080C4-D587-4436-883A-20BC597A346F,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542403,Sara Manus,95DBAE9B-29C8-46EE-A75D-E4DE2C8D38F0,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542404,Pamela Morgan,2175137C-5EE2-4B8B-AC3C-982510AAF16B,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542405,Keegan Osinski,F781389A-2A48-423E-A7E8-7F31BD3BFDEB,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542407,Dale Poulter,520A7D60-0B43-4DE5-A804-324401DE16B1,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542408,Ramona Romero,A2227A0F-C88F-4C57-96C3-7D7A9B19F562,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542409,Christopher Ryland,EB3ABF16-3C40-40CA-A75F-31568B8031D3,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542410,Jason Schultz,B93279DD-8338-47B5-99F0-50C37B334568,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542413,Holling Smith-Borne,33D3487D-212D-42F9-B211-5E0E5E4CEF73,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542414,Kathleen Smith,04F449B1-5E50-402B-8602-B69B75A1D9A6,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542415,Richard Stringer-Hye,3CC6045D-A4E4-40D2-8AEA-E50E222E95BD,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q101542416,Tao You,4B83DB43-46C3-48CC-B4E1-1676BE3A815B,Q16849893,,,,,,,aaeb484164f83b47aeeff11ecc9880fefa52704a,https://www.library.vanderbilt.edu/staff/,f93cf8b14cf423a62d1f698eaea1c8d1,2020-11-13T00:00:00Z,11
Q102053479,Michelle M Williams,,,,,,,,,,,,,
Q102053604,Júlia Miranda Ribeiro Bazzano,,,,,,,,,,,,,
Q102058686,W Liu,,,,,,,,,,,,,
Q102058867,Nolan J Beatty,,,,,,,,,,,,,
Q102074816,Neelima Wagley,,,,,,,,,,,,,
Q102147679,Jessica E Biddinger,,,,,,,,,,,,,
Q102330930,Dudley H McNitt,,,,,,,,,,,,,
Q102332433,Amy S Whigham,,,,,,,,,,,,,
Q103362528,Cassy L. Dorff,,,,,,,,,,,,,
Q10375239,Suzana Herculano-Houzel,1A9FC5E8-505E-481C-98E3-A96E2F56C480,Q79117907,,,,,,,2bcfb41e6bb5e1b9f1e2dc132137c30f4cf2e9f0,https://www.vanderbilt.edu/psychology/people/?group=faculty,3a94d8fe5363b11f6ac8732b0b013bdf,2020-01-23T00:00:00Z,11
Q10375239,Suzana Herculano-Houzel,49D6529E-FAF6-49BB-99CD-6F525EC8F84B,Q79117786,,,,,,,0f468b6f47c6441e4154cd80990f1dfed14c3d60,https://as.vanderbilt.edu/cst/about.php,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11
Q10375239,Suzana Herculano-Houzel,6C6C24C4-0F23-4F15-AE5D-B0CF4C5A15B9,Q78041310,,,,,,,4301730a4729303d181301c27e8a62456c54f286,https://as.vanderbilt.edu/biosci/people/index.php?group=secondary-faculty,af1d0b824820d36603409c8aadad11e0,2019-12-10T00:00:00Z,11
Q10375239,Suzana Herculano-Houzel,7B9D434F-DA2A-4C28-BCCC-5E63207AF071,Q79117884,,,,,,,b0b67e41b29c7b0aa7f8c2485d459371639faaf7,https://as.vanderbilt.edu/neuroscience/people/,5e77a71e2f906a75b43dc27ebe69ada8,2020-01-22T00:00:00Z,11
Q103837200,David J Calkins,,,,,,,,,,,,,
Q103896187,Elizabeth Alabi,,,,,,,,,,,,,
Q103896238,Lara Harvey,,,,,,,,,,,,,
Q10390335,Victor Assad Najjar,,,,,,,,,,,,,
Q104174578,Alejandro Rivas,,,,,,,,,,,,,
Q104466435,Muhammad H Hayat,,,,,,,,,,,,,
Q104474675,Ebony O McGee,,,,,,,,,,,,,
Q104514182,Rei Ukita,,,,,,,,,,,,,
Q104564057,Bingyuan Yang,,,,,,,,,,,,,
Q104564058,Lisette A Maddison,,,,,,,,,,,,,
Q104738269,Charlotte Lew,646dd834-4c7a-8673-cbf1-70845617002c,Q16849893,,,,,,,5639d31e07e8a05e538705732dc7a7f80bf89a45,https://www.library.vanderbilt.edu/staff/,86f8551828fa45402d1ea7ec7dadeb69,2021-01-11T00:00:00Z,11
Q104801408,Peter Volgyesi,,,,,,,,,,,,,
Q104918885,Mary Adeline Delbrück,,,,,,,,,,,,,
Q105235795,Kate Payne,,,,,,,,,,,,,
Q106230512,Emily Phillips Galloway,13C487FE-1BE2-4888-A975-1E56BBF86EA9,Q83550321,,,,,,,82bbb5dfb6716ad0c8be0788277cbd0be40bdd2d,https://peabody.vanderbilt.edu/people/tl/index.php?group=tl,9aed736e219550add243997f7f862a4a,2020-01-24T00:00:00Z,11
Q110952,Stanford Moore,,,,,,,,,,,,,
Q11113751,Guoshu Liang,,,,,,,,,,,,,
Q115041,Hans Herrman Strupp,,,,,,,,,,,,,
Q11596,Charlotte Froese Fischer,,,,,,,,,,,,,
Q1173761,David Blackbourn,75FFEA1A-49F6-4907-8DC1-29F08DC348AC,Q79117827,,,,,,,3fe4fdede52ffb24b78c650c8f09af6daf3423db,https://as.vanderbilt.edu/europeanstudies/people/faculty.php,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11
Q1173761,David Blackbourn,E67138DB-49B6-47EE-BB88-AAB5148D1FD5,Q79117839,,,,,,,d40990cd4bf55aad1c6e38630ebb5553d024c3c8,https://as.vanderbilt.edu/grees/people/faculty.php,5e77a71e2f906a75b43dc27ebe69ada8,2020-01-22T00:00:00Z,11
Q1173761,David Blackbourn,F51721F2-94EC-4A7E-8650-0E3C21CBC9BD,Q79117847,,,,,,,11730262bcfa123ffd68daf5c8c02a4fa990c602,https://as.vanderbilt.edu/history/people/index.php?group=primary-and-joint-appointments,5e77a71e2f906a75b43dc27ebe69ada8,2020-01-22T00:00:00Z,11
Q1239798,Donald Davidson,,,,,,,,,,,,,
Q126374,Emilio Willems,,,,,,,,,,,,,
Q12748184,Alex N. Dragnich,,,,,,,,,,,,,
Q1289901,Harold Ford Jr.,,,,,,,,,,,,,
Q1308030,Stephen G. Simpson,,,,,,,,,,,,,
Q1337955,John Crowe Ransom,,,,,,,,,,,,,
Q1351160,Nicholas Georgescu-Roegen,,,,,,,,,,,,,
Q13522452,Joseph Blenkinsopp,,,,,,,,,,,,,
Q13560230,Hortense Spillers,3E147B6B-D0EA-48FE-827D-06F43765AF42,Q79117951,,,,,,,dd710d76944e08911838e24fa4f353f5d2ac9640,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/affiliated-faculty/,2269a8f4a882c57fddba3158cae6b901,2020-02-29T00:00:00Z,11
Q13560230,Hortense Spillers,6BAEA736-74D4-43A3-92BE-70850A4A8DC6,Q79117740,,,,,,,d257fe0d5b15e1b4ce0645a377e6816e82feba31,https://www.vanderbilt.edu/americanstudies/people/,a7ba053dd54c1b3fdbca72afb94b057a,2020-02-25T00:00:00Z,11
Q13560230,Hortense Spillers,6C70A79E-9425-4973-BE25-05568A41010D,Q79117817,,,,,,,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/english/people/index.php?group=faculty,ff5601d2b9d283188ed64f36c8833a83,2020-01-17T00:00:00Z,11
Q13561601,Kathleen Flake,,,,,,,,,,,,,
Q13561610,Suzanna Sherry,4790CF43-0CB8-4B38-B7BE-292FAE267F47,Q7914456,,,,,,,d43d6f78830702c4f6ae2b0b13ab5bdd9a09c05d,https://law.vanderbilt.edu/people/?type=resident,be22000638b3509c3a481d04f78778ca,2020-03-01T00:00:00Z,11
Q13562906,Sinead Miller,DAD9143E-7F57-4A86-8E29-7FF28802CB17,Q84268104,,,,,,,2a1f50ee192c44f1385e96c07d6e4ff765f02080,https://engineering.vanderbilt.edu/bme/facultystaff/index.php,be22000638b3509c3a481d04f78778ca,2020-03-01T00:00:00Z,11
Q1356567,Ernest William Goodpasture,,,,,,,,,,,,,
Q14492078,Michael D. Plummer,AEC397D8-6069-4104-BD98-F348C6175420,Q79117878,,,,,,,78c42b74f372387eff27290c68ba609a9737c234,https://as.vanderbilt.edu/math/people/?group=professor_emeriti,5e77a71e2f906a75b43dc27ebe69ada8,2020-01-22T00:00:00Z,11
Q14816066,Marilyn Friedman,FBD61E18-6C73-4AB1-82B5-68D3DD5278E8,Q79117891,,,,,,,24947b47f1ece15460993511602b38d6e9e6215e,https://as.vanderbilt.edu/philosophy/people/,5e77a71e2f906a75b43dc27ebe69ada8,2020-01-22T00:00:00Z,11
Q14954651,Luther Christman,,,,,,,,,,,,,
Q1520978,Alexander Winchell,,,,,,,,,,,,,
Q1530602,David Keene,,,,,,,,,,,,,
Q15379207,Choon-Leong Seow,8B7513DA-CC48-4FD9-8B95-30BF8C9651C0,Q79117861,,,,,,,ed749432e270910cdd7c7370f9ba3f43ed16c94b,https://as.vanderbilt.edu/jewishstudies/category/faculty/,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11
Q15379207,Choon-Leong Seow,AFD302B8-6006-4641-A0DC-1E7F31F80D7C,Q7914452,,,,,,,9b37041c8f64642b84288fd8f3e2053645879af9,https://divinity.vanderbilt.edu/people/,3a94d8fe5363b11f6ac8732b0b013bdf,2020-01-23T00:00:00Z,11
Q15411064,Patrick DeLeon,,,,,,,,,,,,,
Q15441392,Jay Clayton,B49996E4-7FC0-4F58-BDDE-1C7E6B0C9143,Q79117767,,,,,,,5f6e5808a27f7db3cf908f13aca21145e4f01366,https://as.vanderbilt.edu/cinemamediaarts/people/,a7ba053dd54c1b3fdbca72afb94b057a,2020-02-25T00:00:00Z,11
Q15441392,Jay Clayton,EA015441-BA16-4257-ABA7-4066C184FFCC,Q79117786,,,,,,,0f468b6f47c6441e4154cd80990f1dfed14c3d60,https://as.vanderbilt.edu/cst/about.php,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11
Q15441392,Jay Clayton,B1F8F657-C87E-4FB6-BD2B-55266DAA2C5F,Q79117817,,,,,,,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/english/people/index.php?group=faculty,ff5601d2b9d283188ed64f36c8833a83,2020-01-17T00:00:00Z,11
Q15441970,Sandy Solomon,6D09DB9E-BF45-4666-A255-8CE98934F068,Q79117817,,,,,,,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/english/people/index.php?group=faculty,ff5601d2b9d283188ed64f36c8833a83,2020-01-17T00:00:00Z,11
Q15485753,Mitchell A. Seligson,37EAD7C9-5B80-4F8E-9580-0BB422D798A5,Q79117899,,,,,,,562d682aa632555a066c74c4079eb7c775dc6f8d,https://www.vanderbilt.edu/political-science/people/?group=facemeritus,5e77a71e2f906a75b43dc27ebe69ada8,2020-01-22T00:00:00Z,11
Q15485753,Mitchell A. Seligson,A1EEDAC8-DDF2-41AF-984E-5D04143D6925,Q79117930,,,,,,,d264d3863b66a34134cc4f4c8ff7b90ad0b74ef1,https://as.vanderbilt.edu//sociology/people/?group=affiliated-faculty,3a94d8fe5363b11f6ac8732b0b013bdf,2020-01-23T00:00:00Z,11
Q15485913,Jon Kaas,8486787D-1EC8-440D-83C0-706EDD5B5EBB,Q79117907,,,,,,,2bcfb41e6bb5e1b9f1e2dc132137c30f4cf2e9f0,https://www.vanderbilt.edu/psychology/people/?group=faculty,3a94d8fe5363b11f6ac8732b0b013bdf,2020-01-23T00:00:00Z,11
Q15990386,David J. Hess,E9399A74-0DA3-43CF-B513-552841B58F35,Q79117786,,,,,,,0f468b6f47c6441e4154cd80990f1dfed14c3d60,https://as.vanderbilt.edu/cst/about.php,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11
Q15990386,David J. Hess,F85C004E-70B8-408C-AC49-3F3576C02BE8,Q79117930,,,,,,,224e0f660a89cbc55f47e74493351c4b7b8ed933,https://as.vanderbilt.edu//sociology/people/?group=tenure-and-tenure-track,3a94d8fe5363b11f6ac8732b0b013bdf,2020-01-23T00:00:00Z,11
Q15992873,Robert D. Collins,,,,,,,,,,,,,
Q15994214,Eugene Biel-Bienne,,,,,,,,,,,,,
Q15999349,Edwin Mims,,,,,,,,,,,,,
Q16011553,Margaret Cuninggim,,,,,,,,,,,,,
Q16011964,John Edwin Pomfret,,,,,,,,,,,,,
Q16030377,Milton W. Humphreys,,,,,,,,,,,,,
Q16059322,Edward Southey Joynes,,,,,,,,,,,,,
Q16062221,Nathaniel Thomas Lupton,,,,,,,,,,,,,
Q16063179,Thomas Osmond Summers,,,,,,,,,,,,,
Q16066725,Jesse Lee Cuninggim,,,,,,,,,,,,,
Q16122562,Fernando Segovia,60088387-1C0A-499E-A565-035E23CEADAE,Q7914452,eb0a73e8075db328523be97d99b44c4d,1984-01-01T00:00:00Z,9,,,,9b37041c8f64642b84288fd8f3e2053645879af9,https://divinity.vanderbilt.edu/people/,3a94d8fe5363b11f6ac8732b0b013bdf,2020-01-23T00:00:00Z,11
Q16192669,Daniel M. Fleetwood,42BE7764-056A-4074-A91B-A8086E13C652,Q84270721,,,,,,,310f233216d3481b00240b805b3d1358afa14046,https://engineering.vanderbilt.edu/materials-science/faculty/index.php,0a0a512d76ac96d7e75dfe1e50307dba,2020-03-02T00:00:00Z,11
Q16192669,Daniel M. Fleetwood,F4759C6B-4F38-441F-83E1-51B5C8D460ED,Q84270584,,,,,,,2723a56359f76373eeb64ab3e4e1c94d9d640248,https://engineering.vanderbilt.edu/eecs/faculty-staff/index.php,be22000638b3509c3a481d04f78778ca,2020-03-01T00:00:00Z,11
Q16196868,Chris Guthrie,B8117881-1FEE-4531-8885-2BDF9D87F81D,Q7914456,,,,,,,d43d6f78830702c4f6ae2b0b13ab5bdd9a09c05d,https://law.vanderbilt.edu/people/?type=resident,be22000638b3509c3a481d04f78778ca,2020-03-01T00:00:00Z,11
Q16198181,Clyde Pharr,,,,,,,,,,,,,
Q16202994,Sam B. Girgus,FAD9928A-D0A0-4C1D-AEDC-E90DC03F5CFD,Q79117817,,,,,,,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/english/people/index.php?group=faculty,ff5601d2b9d283188ed64f36c8833a83,2020-01-17T00:00:00Z,11
Q16205513,Michael D. Bess,0E2F5E05-E468-467A-906F-CC7B6B8BD182,Q79117847,,,,,,,11730262bcfa123ffd68daf5c8c02a4fa990c602,https://as.vanderbilt.edu/history/people/index.php?group=primary-and-joint-appointments,5e77a71e2f906a75b43dc27ebe69ada8,2020-01-22T00:00:00Z,11
Q16205513,Michael D. Bess,53B6C354-602D-46A7-A730-60F50BFB9752,Q79117827,,,,,,,3fe4fdede52ffb24b78c650c8f09af6daf3423db,https://as.vanderbilt.edu/europeanstudies/people/faculty.php,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11
Q16205513,Michael D. Bess,54822CB7-6ABB-4D19-A624-C408FFD00483,Q79117786,,,,,,,0f468b6f47c6441e4154cd80990f1dfed14c3d60,https://as.vanderbilt.edu/cst/about.php,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11
Q16211872,Edward F. Fischer,331C47DC-42CA-4B87-82A9-F55AEF9613EC,Q14710143,,,,,,,883c542b65d6a4f4d9de1e385418c97bc11615d4,https://business.vanderbilt.edu/our-school/faculty/faculty-directory/,0a0a512d76ac96d7e75dfe1e50307dba,2020-03-02T00:00:00Z,11
Q16211872,Edward F. Fischer,9DE3D43F-21ED-4EAD-A6E4-A36C9A7ECBCA,Q79117740,,,,,,,d257fe0d5b15e1b4ce0645a377e6816e82feba31,https://www.vanderbilt.edu/americanstudies/people/,a7ba053dd54c1b3fdbca72afb94b057a,2020-02-25T00:00:00Z,11
Q16211872,Edward F. Fischer,F4E97769-7461-4DBC-B782-8C39030CE16B,Q79117746,,,,,,,9f6a5ec324f84a70dd6f08b43626868544f62baf,https://as.vanderbilt.edu/anthropology/people/index.php?group=faculty,577699d025df6a71cd220c4f9975c10b,2020-01-19T00:00:00Z,11
Q16211927,Cindy Griffin,,,,,,,,,,,,,
Q16213524,Isabel Gauthier,51372762-7643-4BC9-A951-A1BECE1E311D,Q79117907,,,,,,,2bcfb41e6bb5e1b9f1e2dc132137c30f4cf2e9f0,https://www.vanderbilt.edu/psychology/people/?group=faculty,3a94d8fe5363b11f6ac8732b0b013bdf,2020-01-23T00:00:00Z,11
Q1627872,Horace Harmon Lurton,,,,,,,,,,,,,
Q1634275,Hugh Davis Graham,,,,,,,,,,,,,
Q1669642,Robert M. Miura,,,,,,,,,,,,,
Q16728175,James C. Conwell,,,,,,,,,,,,,
Q16730870,Richard E. King,,,,,,,,,,,,,
Q16734806,Justin Quarry,F6C24CCE-9CA4-4D6B-A348-3AA4F3286FE0,Q79117817,,,,,,,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/english/people/index.php?group=faculty,ff5601d2b9d283188ed64f36c8833a83,2020-01-17T00:00:00Z,11
Q16823047,John Keith Benton,,,,,,,,,,,,,
Q16853994,James M. Safford,,,,,,,,,,,,,
Q16859091,Albert Micajah Shipp,,,,,,,,,,,,,
Q16886293,John V. Van Sickle,,,,,,,,,,,,,
Q16902110,Ellen Wright Clayton,0886CF1B-FA26-4D4F-B0EF-91588653AE6D,Q7914456,,,,,,,d43d6f78830702c4f6ae2b0b13ab5bdd9a09c05d,https://law.vanderbilt.edu/people/?type=resident,be22000638b3509c3a481d04f78778ca,2020-03-01T00:00:00Z,11
Q16902110,Ellen Wright Clayton,4477AE14-C908-4F1E-89F8-E174FF984477,Q79117951,,,,,,,dd710d76944e08911838e24fa4f353f5d2ac9640,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/affiliated-faculty/,2269a8f4a882c57fddba3158cae6b901,2020-02-29T00:00:00Z,11
Q16902110,Ellen Wright Clayton,DD10ADCD-ECEE-4932-8FEC-09E1AC656F50,Q89953976,,,,,,,a4625f66a148827afbda3df38c405245a4bf738e,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=C,b3f925bd84268cfd06a8acdc40af434a,2020-04-22T00:00:00Z,11
Q16933532,Ronald D. Schrimpf,38F8CD22-AB8E-4802-A6E1-17B6924B141B,Q84270721,,,,,,,310f233216d3481b00240b805b3d1358afa14046,https://engineering.vanderbilt.edu/materials-science/faculty/index.php,0a0a512d76ac96d7e75dfe1e50307dba,2020-03-02T00:00:00Z,11
Q16933532,Ronald D. Schrimpf,77CB2FD7-B73E-4298-ABA9-F18B2179E896,Q84270584,,,,,,,2723a56359f76373eeb64ab3e4e1c94d9d640248,https://engineering.vanderbilt.edu/eecs/faculty-staff/index.php,be22000638b3509c3a481d04f78778ca,2020-03-01T00:00:00Z,11
Q1701672,John Sallis,,,,,,,,,,,,,
Q17155636,"John D. Boice, Jr.",,,,,,,,,,,,,
Q1717391,Ralph McKenzie,A586020B-DE8D-4471-B15D-C4DACCB58531,Q79117878,,,,,,,0d323236805dd6dd3630c899b3963e84b051130b,https://as.vanderbilt.edu/math/people/?group=faculty,5e77a71e2f906a75b43dc27ebe69ada8,2020-01-22T00:00:00Z,11
Q17183047,Mike Spivey,,,,,,,,,,,,,
Q17306401,David H. Price,21C156A5-8106-4653-8B6B-B4223C02CF66,Q79117923,,,,,,,6bb3f89e8967ebc4376d657b54ca70d87485a7ec,https://as.vanderbilt.edu/religiousstudies/people/,2269a8f4a882c57fddba3158cae6b901,2020-02-29T00:00:00Z,11
Q17306401,David H. Price,7E8AEF5D-83F0-474E-8CDD-53F39603A41E,Q79117847,,,,,,,0854dd123f42f89a7de957bd4e9498e22737f5db,https://as.vanderbilt.edu/history/people/index.php?group=secondary-and-affiliated-appointments,5e77a71e2f906a75b43dc27ebe69ada8,2020-01-22T00:00:00Z,11
Q17306401,David H. Price,8C429F76-C8B9-4C5D-8FE3-C86D1587E9E5,Q79117861,,,,,,,ed749432e270910cdd7c7370f9ba3f43ed16c94b,https://as.vanderbilt.edu/jewishstudies/category/faculty/,3cd393f32177f6baecd50b8b4ef6807b,2020-02-28T00:00:00Z,11
Q17353012,Edward T. Seay,,,,,,,,,,,,,
Q17421926,"Edward Kellog Strong, Jr.",,,,,,,,,,,,,
Q17421986,William J. Vaughn,,,,,,,,,,,,,
Q18149554,William Lofland Dudley,,,,,,,,,,,,,
