accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1996.156,Animal,0.7773236,0.6182532,0.7885447,0.45111534,0.59377515,845,1078,451,593
1996.156,Hat,0.558849,0.21424377,0.8269848,0.1537979,0.92229366,293,1130,154,921
1996.164,Packaged goods,0.57146645,0.06263689,0.9769366,0.088335514,0.9852441,84,1312,88,984
1996.167,Animal,0.6872983,0.67343086,0.9399505,0.45185795,0.7359248,905,1263,452,736
1996.167,Painting,0.65512735,0.024356043,0.99184936,0.026820816,0.96506786,33,1333,27,965
1996.167,Animal,0.58091396,0.59488815,0.6825215,0.49221194,0.66857535,800,917,492,669
1996.182a,Animal,0.5743696,0.81406206,0.952559,0.074741155,0.7647507,998,1168,75,764
1996.182a,Animal,0.57154936,0.37596917,0.8204612,0.03720883,0.82462263,461,1006,37,824
1996.182a,Painting,0.5095381,0.022588909,0.9736113,0.036346484,0.9342342,28,1194,36,933
1997.045,Person,0.7217971,0.47355565,0.62516737,0.28918922,0.61201566,474,625,381,805
1997.045,Person,0.68889165,0.6253655,0.7954812,0.2937412,0.5893052,625,795,387,776
1997.045,Person,0.6540166,0.21334039,0.42322353,0.28809974,0.63009053,213,423,379,829
1997.045,Person,0.6205392,0.3871541,0.5484851,0.25492686,0.60129905,387,548,335,791
1997.045,Person,0.59944236,0.8546915,0.98895216,0.3121838,0.48470214,855,989,411,638
1997.045,Person,0.5704571,0.749737,0.8603392,0.32433322,0.49400282,750,860,427,650
1997.045,Person,0.559872,0.007285631,0.13211335,0.2781519,0.43089032,7,132,366,567
1997.045,Person,0.5466543,0.12802723,0.23374575,0.38144147,0.5594476,128,234,502,736
1997.045,Person,0.52660537,0.0043841274,0.14050843,0.47830722,0.64753735,4,141,629,852
1997.045,Person,0.50928926,0.27371138,0.37820005,0.01488939,0.20079242,274,378,20,264
1997.050,Shoe,0.5463859,0.0050925864,0.44185567,0.0034451832,0.32701418,5,441,5,471
1997.051,Packaged goods,0.78403246,0.022520602,0.9958162,0.008314864,0.9746668,23,996,12,1398
1997.052,Kite,0.5616159,0.20597279,0.78377634,0.31872898,0.5706678,206,783,425,760
1997.053,Hat,0.7039133,0.71057874,0.99558085,0.021523604,0.26609656,711,996,29,360
1997.053,Bird,0.53411293,0.3258177,0.46174538,0.60238194,0.6690414,326,462,814,905
1997.054,Packaged goods,0.6815261,0.017433127,0.9745147,0.066837944,0.9921899,17,975,97,1444
1997.055,Packaged goods,0.51085633,0.00804966,0.9892574,0.012852311,0.9867417,8,989,18,1377
1997.056,Scarf,0.5817243,0.0839496,0.9274526,0.16920511,0.6373381,84,927,228,857
1997.058,Hat,0.5811612,0.036760077,0.9973958,0.010994309,0.9973958,43,1155,11,996
1997.059,Packaged goods,0.51328254,0.00077590416,0.9924057,0.0004751198,0.94483113,1,992,1,1272
1997.060,Packaged goods,0.56554323,0.0018744403,0.9941659,0.06242734,0.99596184,2,994,86,1375
1997.061,Poster,0.7332027,0.054582063,0.9434343,0.027184973,0.91772294,55,942,37,1233
1997.062,Lighting,0.5242064,0.018837947,0.99473935,0.0,0.9973958,19,995,0,1341
1997.064,Packaged goods,0.70106316,0.0029014293,0.9973958,0.0,0.9863634,3,996,0,1407
1997.065,Animal,0.64029306,0.8105301,0.99296767,0.36171448,0.5457341,811,993,515,778
1997.066,Packaged goods,0.5988881,0.0,0.9973958,0.017791638,0.995125,0,996,25,1411
1997.067,Packaged goods,0.53006774,0.004581767,0.9972902,0.00987128,0.9973958,5,997,14,1452
1997.068,Packaged goods,0.6872173,0.0,0.99676746,0.014012913,0.99076825,0,997,20,1424
1997.069,Packaged goods,0.55570775,0.012218878,0.98593825,0.0,0.9429911,12,986,0,1340
1997.071,Lighting,0.8025971,0.17162842,0.80938506,0.008459653,0.8816084,172,809,11,1154
1997.072,Lighting,0.511989,0.02910944,0.98897964,0.039460298,0.6944167,29,989,55,971
1997.073,Picture frame,0.78051585,0.03676073,0.9519375,0.040047687,0.94799894,37,952,57,1343
1997.074,Glasses,0.6229337,0.028952733,0.96621805,0.15215683,0.5873669,29,965,221,852
1997.074,Packaged goods,0.6013693,0.0,0.9973958,0.052949253,0.9948998,0,996,77,1443
1997.076,Scarf,0.9109015,0.11418998,0.89010996,0.060237426,0.7924662,114,889,86,1128
1997.077,Animal,0.7137684,0.20010746,0.88017863,0.1888737,0.5703268,200,880,194,585
1997.077,Glasses,0.63013333,0.67398596,0.9027129,0.17357141,0.33363155,674,903,178,342
1997.081a,Scarf,0.5282218,0.07918877,0.9074802,0.063504264,0.9235535,79,907,102,1481
1997.081c,Hat,0.66121477,0.011478644,0.97926885,0.031904515,0.9406352,11,979,39,1152
1997.081d,Mirror,0.5994985,0.00835743,0.96278924,0.016838722,0.9836366,8,963,22,1279
1997.081e,Pillow,0.6076869,0.052467477,0.9647963,0.02152203,0.97323805,52,965,28,1274
1997.081f,Packaged goods,0.50510216,0.018876085,0.9594011,0.018541979,0.95326275,19,959,23,1191
1997.081h,Scarf,0.5124837,0.035341196,0.9611623,0.03988524,0.9510172,35,960,46,1106
1997.082a,Scarf,0.88036865,0.06660883,0.9280059,0.08419997,0.88330656,67,928,94,990
1997.082b,Scarf,0.7972864,0.08070021,0.9321163,0.07235233,0.8901336,81,931,77,944
1997.082c,Picture frame,0.66137785,0.048963916,0.9384568,0.080972135,0.9218132,49,938,85,965
1997.082d,Scarf,0.9059628,0.12015269,0.92399883,0.07755608,0.8911352,120,923,79,911
1997.082e,Picture frame,0.8560674,0.070902355,0.91524535,0.05902124,0.92694116,72,930,59,926
1997.082f,Picture frame,0.5414677,0.04978408,0.9198322,0.062604465,0.90559727,50,920,64,930
1997.082g,Poster,0.53845906,0.08080018,0.90853506,0.07187887,0.9041987,81,909,72,911
1997.082i,Picture frame,0.7863266,0.07501944,0.91460735,0.063561834,0.90740347,75,916,64,907
1997.082i,Necklace,0.65800965,0.3478965,0.6187816,0.114079826,0.7470035,349,620,114,747
1997.084,Packaged goods,0.6047474,0.002038699,0.98618144,0.07068281,0.95835155,3,1390,71,957
1997.085,Animal,0.56346846,0.18264021,0.4550333,0.49349603,0.8476784,282,702,493,848
1997.085,Clothing,0.54172194,0.17449902,0.8205622,0.42407992,0.8631942,269,1266,424,863
1997.087,Animal,0.7355137,0.13738592,0.78981924,0.23247461,0.8362408,137,790,301,1082
1997.087,Luggage & bags,0.54397523,0.08788111,0.78255177,0.2268079,0.8329783,88,783,293,1078
1997.087,Hat,0.51569957,0.06531488,0.9108489,0.025406929,0.91304654,65,911,33,1181
1997.088,Scarf,0.71949106,0.05879881,0.9523707,0.050224777,0.897888,59,951,75,1339
1997.089,Animal,0.6591579,0.055572312,0.83532,0.10325406,0.4400033,56,834,132,561
1997.089,Packaged goods,0.64678645,0.034637164,0.97312665,0.02886335,0.92710274,35,972,37,1182
1997.089,Animal,0.58615637,0.72707534,0.95627254,0.13393064,0.44148827,726,955,171,563
1997.090,Lighting,0.55457735,0.022852806,0.97238094,0.044152167,0.9563553,23,974,44,956
1997.091,Picture frame,0.64694035,0.01762396,0.98994225,0.01194862,0.9845748,18,990,15,1264
1997.093a,2D barcode,0.7852962,0.08575526,0.90465736,0.09422314,0.83064777,86,905,101,886
1997.093b,Clock,0.6950074,0.0284442,0.9670236,0.05391183,0.94655174,28,967,57,1002
1997.093c,Clock,0.53970027,0.03049057,0.9566629,0.044717114,0.93008614,30,957,48,999
1997.093d,2D barcode,0.94615376,0.058214273,0.9192529,0.075990334,0.8676009,58,918,82,933
1997.093e,Hat,0.5956652,0.020392133,0.9807493,0.07573604,0.9429832,20,981,84,1050
1997.094,Animal,0.604208,0.18041182,0.9536782,0.2754078,0.59786826,180,954,389,845
1997.094,Person,0.5730092,0.040774222,0.96559876,0.105876274,0.7867329,41,966,150,1112
1997.095,Poster,0.54210037,0.06701945,0.9390983,0.013105833,0.9654715,67,938,20,1484
1997.097,Home appliance,0.5227136,0.012157199,0.97509235,0.02845095,0.95856386,12,975,29,980
1997.098,Footwear,0.7607192,0.34874794,0.4847194,0.6566784,0.77721924,416,578,656,776
1997.098,Footwear,0.53871197,0.27910355,0.36041048,0.57926494,0.74726695,333,430,579,747
1997.098,Picture frame,0.5291584,0.01713701,0.9100552,0.039887976,0.9138729,20,1086,40,913
1997.098,Hat,0.5036387,0.10736931,0.6138562,0.066639714,0.83934,128,732,67,839
1997.098,Footwear,0.5016747,0.15678172,0.2959072,0.5775401,0.7653556,187,353,577,765
1997.099,Building,0.62912166,0.07753418,0.8596341,0.009553017,0.99234694,85,947,10,991
1997.103,1D barcode,0.6674057,0.70171714,0.9963844,0.6683461,0.99448043,803,1140,668,994
1997.104,Building,0.5000765,0.19845915,0.8521283,0.0021550267,0.30505034,219,942,2,304
1997.107,Picture frame,0.67864865,0.637437,0.91218907,0.17705417,0.49513248,722,1033,177,495
1997.109,Person,0.5026687,0.04451814,0.96802646,0.012420382,0.9675947,45,968,18,1422
1997.110a,Person,0.5639528,0.35994706,0.70797724,0.57281893,0.9850254,360,707,745,1281
1997.110b,Person,0.6485226,0.053196535,0.9536193,0.12468272,0.9282038,53,953,161,1201
1997.110b,Footwear,0.54696596,0.72349,0.89522,0.71214414,0.81554866,723,894,922,1055
1997.110c,Animal,0.72726697,0.32582018,0.8842515,0.03568914,0.534091,326,884,46,684
1997.110d,Animal,0.718197,0.49371156,0.679692,0.6928447,0.90746784,493,679,923,1209
1997.110d,Animal,0.6813015,0.14505821,0.5613008,0.395329,0.88129634,145,561,527,1174
1997.110d,Person,0.60465014,0.047471672,0.9342083,0.05207413,0.9317531,47,933,69,1241
1997.110d,Bird,0.60244876,0.12723379,0.4788475,0.41314128,0.8663876,127,478,550,1154
1997.110d,Animal,0.58302057,0.2584414,0.89910823,0.24991028,0.6234075,258,898,333,830
1997.111a,Table top,0.75159013,0.034553435,0.9774282,0.16430977,0.87328076,35,977,220,1168
1997.111b,Packaged goods,0.7452015,0.025491586,0.9624655,0.010414678,0.93108755,25,962,14,1245
1997.111c,Packaged goods,0.5198724,0.024538761,0.9652334,0.031179322,0.95129937,25,965,42,1272
1997.112,Luggage & bags,0.56554174,0.018629517,0.9833327,0.21005054,0.9863941,19,997,210,986
1997.113,Picture frame,0.52339965,0.0,0.99279284,0.016651813,0.969862,0,1018,17,969
1997.116,Packaged goods,0.8110156,0.03148046,0.9894488,0.016853971,0.95356923,31,989,22,1262
1997.117,Mirror,0.6676449,0.07963901,0.3921597,0.1308708,0.8726291,122,600,131,873
1997.117,Mirror,0.65618044,0.62176013,0.9273601,0.12651126,0.7976492,951,1418,127,798
1997.117,Lighting,0.6037396,0.61880946,0.9239378,0.111271046,0.84326595,946,1413,111,843
1997.118,Hat,0.60640603,0.071048215,0.9355478,0.08251185,0.9814181,99,1307,82,980
1997.118,Packaged goods,0.56312615,0.033665467,0.93726134,0.05980761,0.9722498,47,1309,60,971
1997.119,Picture frame,0.62147963,0.020131893,0.98088413,0.013299223,0.9804456,24,1149,13,980
1997.121,Shoe,0.66011083,0.79207397,0.96161014,0.3332171,0.43372682,791,961,377,491
1997.121,Shoe,0.6282033,0.7928405,0.9574055,0.43578526,0.5272581,792,956,493,597
1997.121,Luggage & bags,0.5967117,0.78735995,0.9530627,0.13898508,0.22965969,787,952,157,260
1997.121,Packaged goods,0.5837204,0.778608,0.9660478,0.52993524,0.62120724,778,965,600,703
1997.121,Shoe,0.5804241,0.79293233,0.9621892,0.23129988,0.329758,792,961,262,373
1997.121,Shoe,0.5614789,0.7846908,0.95857364,0.7272851,0.8212073,784,958,823,930
1997.121,Hat,0.51433396,0.0327168,0.20908014,0.04030173,0.13923167,33,209,46,158
1997.121,Packaged goods,0.51157874,0.7861736,0.96404046,0.6265908,0.7239447,785,963,709,820
1997.122,Shoe,0.87788415,0.7818411,0.9628486,0.84146434,0.9193551,782,963,961,1050
1997.122,Shoe,0.82841474,0.78868586,0.95110434,0.3464425,0.4192464,789,951,396,479
1997.122,Shoe,0.8106685,0.7857197,0.94840336,0.6423877,0.71144414,786,948,734,812
1997.122,Shoe,0.7222962,0.7850241,0.9615894,0.058723107,0.12842901,785,962,67,147
1997.122,Shoe,0.7000222,0.7852339,0.94268245,0.7352943,0.8041757,785,943,840,918
1997.122,Shoe,0.6914663,0.78585666,0.95806104,0.14576678,0.22293018,786,958,166,255
1997.122,Shoe,0.6772129,0.7863991,0.9462245,0.43852207,0.51661634,786,946,501,590
1997.122,Shoe,0.61603224,0.04190897,0.1961721,0.634627,0.7142649,42,196,725,816
1997.122,Shoe,0.5937642,0.029621234,0.20352596,0.445663,0.5161257,30,204,509,589
1997.122,Shoe,0.5759827,0.7828327,0.93137234,0.55432653,0.62458116,783,931,633,713
1997.125,Animal,0.59080243,0.052376296,0.39793822,0.26424116,0.45460245,52,398,380,654
1997.130,Packaged goods,0.579201,0.010098822,0.988669,0.007125162,0.99295425,14,1381,7,993
1997.132,Hat,0.7793153,0.059042197,0.9487421,0.1435335,0.8297466,59,949,190,1096
1997.133,Packaged goods,0.7785922,0.008848452,0.9907786,0.0011068889,0.98901707,9,991,1,1275
1997.134,Person,0.64023924,0.3212627,0.8499594,0.17185391,0.95343846,321,850,218,1210
1997.135,Scarf,0.5922487,0.18840174,0.8439041,0.15561892,0.9735818,263,1176,156,974
1997.136,Animal,0.73876333,0.17289662,0.5156358,0.64448977,0.7843259,173,516,828,1007
1997.136,Animal,0.7226362,0.5097661,0.8310806,0.1343971,0.42448938,510,831,173,545
1997.136,Animal,0.6973261,0.18609263,0.5323168,0.7325205,0.8767374,186,532,941,1126
1997.136,Bird,0.6649228,0.5193128,0.69588804,0.2861435,0.4246005,519,696,367,545
1997.137,Person,0.5340145,0.16835743,0.8229444,0.14002877,0.8515856,168,823,186,1132
1997.138,Packaged goods,0.5998727,0.0028555936,0.9798856,0.021077557,0.9584172,3,980,31,1396
1997.139,Animal,0.70852315,0.050841685,0.9854824,0.008132696,0.41911304,51,985,11,554
1997.140,Pillow,0.6428573,0.006590979,0.99497056,0.044856075,0.9720885,8,1271,45,971
1997.141,Animal,0.7300576,0.02290422,0.19040246,0.51293087,0.63279897,31,261,512,632
1997.141,Person,0.6793037,0.7751451,0.88940173,0.040089365,0.38877347,1064,1221,40,388
1997.141,Animal,0.645209,0.60837674,0.6963467,0.63075054,0.78508836,835,956,630,784
1997.141,Person,0.6420968,0.74586636,0.88105106,0.52183765,0.82655245,1024,1210,521,826
1997.141,Person,0.6310314,0.7153961,0.82024807,0.81719995,0.96542794,982,1126,816,964
1997.141,Person,0.61422473,0.2935776,0.38693738,0.19419618,0.3779931,403,531,194,378
1997.141,Person,0.6064289,0.6070393,0.6963294,0.6171982,0.7825437,833,956,617,782
1997.141,Person,0.5915814,0.64569956,0.72575873,0.17686571,0.34409106,887,996,177,344
1997.141,Person,0.5801549,0.5245165,0.5939451,0.42430517,0.59326094,720,815,424,593
1997.141,Clothing,0.57822263,0.40974227,0.5941143,0.039246712,0.3724532,563,816,39,372
1997.148,Person,0.5821048,0.053089555,0.9848573,0.10354582,0.8684172,53,984,145,1220
1997.148,Hat,0.52319235,0.0053037503,0.9954095,0.09123016,0.79150915,5,994,128,1112
1997.151,Person,0.61289,0.11416468,0.9257879,0.034392472,0.98036265,114,925,46,1318
1997.153,Scarf,0.6022361,0.02608183,0.98068476,0.02877486,0.963579,26,981,34,1133
1997.157,Packaged goods,0.73195374,0.024237975,0.9723994,0.04423501,0.9614331,36,1462,44,961
1998.007,Packaged goods,0.8237049,0.0,0.9973958,0.010760109,0.9881994,0,1675,11,987
1998.009,Sculpture,0.858809,0.05457927,0.9818442,0.056136724,0.9839931,55,982,80,1401
1998.010,Canned packaged goods,0.93260187,0.075359724,0.9255156,0.06911566,0.94087034,75,926,109,1484
1998.016,Person,0.65953666,0.12471803,0.85965866,0.03177979,0.9853304,125,860,71,2193
1998.017,Hat,0.8192241,0.78375775,0.8991069,0.13032536,0.28521264,1732,1987,130,285
1998.017,Hat,0.73553973,0.21436138,0.33422458,0.10307178,0.29906768,474,739,103,299
1998.017,Person,0.6868472,0.7525296,0.9847047,0.13166799,0.9647422,1663,2176,132,965
1998.017,Person,0.51144016,0.073231794,0.4132417,0.15228252,0.92734456,162,913,152,927
1998.018,Bag,0.63328916,0.0,0.9953857,0.09855538,0.9715074,0,995,222,2187
1998.018,Packaged goods,0.53135717,0.0,0.9973958,0.12218734,0.29705998,0,997,275,669
1998.019,Animal,0.70533717,0.5478396,0.63716996,0.7936469,0.9801093,1211,1409,794,980
1998.019,Animal,0.63230085,0.09062175,0.2991964,0.41763887,0.9076913,200,662,418,908
1998.019,Packaged goods,0.62433493,0.0,0.9875984,0.0,0.9973958,0,2184,0,997
1998.020,Packaged goods,0.8967039,0.23458575,0.46143878,0.55368036,0.9111065,514,1011,554,911
1998.020,Person,0.5983818,0.0015664626,0.4511769,0.04758653,0.9973959,3,989,48,997
1998.022,Packaged goods,0.70079035,0.047700077,0.97875357,0.046850845,0.9459587,107,2193,47,946
1998.023,Packaged goods,0.66252124,0.0,0.9973958,0.018528959,0.9166701,0,2924,19,917
1998.024,Top,0.5229453,0.013162875,0.9900963,0.014475786,0.9094029,29,2188,14,909
1998.024,Luggage & bags,0.51789385,0.009548261,0.99066615,0.03696006,0.8900382,21,2189,37,890
1998.025,Packaged goods,0.8491809,0.09795187,0.9072241,0.0,0.9973958,287,2654,0,997
1998.028,2D barcode,0.8984597,0.5186731,0.6428099,0.3898878,0.5756283,1554,1927,390,576
1998.028,Shoe,0.80017525,0.32112965,0.46104482,0.61464506,0.8646405,962,1382,615,865
1998.029,Packaged goods,0.5537542,0.006841767,0.97472423,0.07126262,0.9875445,7,974,111,1532
1998.030,Packaged goods,0.5199582,0.00808747,0.9636604,0.07821529,0.98055744,8,963,121,1522
1998.031,Packaged goods,0.6798596,0.0064106397,0.9962581,0.15658726,0.9612016,6,996,371,2279
1998.032,Bird,0.655549,0.0054930896,0.20394725,0.24826117,0.9973958,13,493,248,997
1998.032,Bird,0.6374381,0.15417068,0.39492497,0.21599366,0.979122,373,955,216,979
1998.032,Animal,0.62338775,0.5878137,0.904406,0.13807349,0.9973958,1421,2187,138,997
1998.032,Bird,0.6220384,0.82104963,0.9964455,0.22041023,0.9964042,1985,2409,220,996
1998.032,Bird,0.5935524,0.63744885,0.8806048,0.16186364,0.97865003,1541,2129,162,979
1998.033,Bird,0.6698149,0.16268617,0.41557872,0.27582294,0.9812049,389,993,276,981
1998.033,Bird,0.6276888,0.007372843,0.21363725,0.24952044,0.9973958,18,511,250,997
1998.033,Hat,0.586252,0.6374276,0.89420795,0.14804594,0.9709161,1523,2137,148,971
1998.033,Hat,0.5176938,0.82104754,0.9973958,0.17235185,0.98848873,1962,2384,172,988
1998.034,Packaged goods,0.77687925,0.0,0.43077418,0.023912014,0.98611647,0,965,24,986
1998.035,Packaged goods,0.7099816,0.029375656,0.97830254,0.04236238,0.9660793,29,978,91,2070
1998.035,Hat,0.6908927,0.15888281,0.8908667,0.06306576,0.6671455,159,891,135,1430
1998.036,Glasses,0.65610254,0.3882037,0.7227207,0.09993974,0.23905373,388,723,146,349
1998.037,Packaged goods,0.7220636,0.014191321,0.99572587,0.008035957,0.99046403,19,1350,8,990
1998.039,Packaged goods,0.83843845,0.0,0.9973958,0.0,0.98840576,0,1388,0,987
1998.040,Packaged goods,0.80386496,0.084566124,0.9059629,0.11906626,0.6984284,85,906,280,1643
1998.041,Packaged goods,0.7179842,0.0,0.99509645,0.04124913,0.9843872,0,995,102,2426
1998.041,Luggage & bags,0.5676369,0.0,0.99589986,0.006595557,0.9508889,0,996,16,2343
1998.042,Packaged goods,0.55924827,0.0,0.99222684,0.0054205987,0.98469096,0,1425,5,985
1998.043,Packaged goods,0.64663726,0.032613836,0.9856918,0.019480297,0.96700567,33,986,28,1371
1998.044,Bracelet,0.63781196,0.04154198,0.4977044,0.08328531,0.55425805,42,498,114,762
1998.045,Packaged goods,0.54283893,0.026537925,0.9266882,0.022497833,0.8403798,27,927,32,1187
1999.001,Picture frame,0.8395452,0.0,0.97149515,0.009028881,0.9117312,0,971,13,1282
1999.002,Packaged goods,0.7662977,0.031324495,0.9973958,0.031141423,0.94834834,31,997,46,1394
1999.003,Hat,0.7127831,0.11465306,0.88893914,0.11349677,0.9330189,115,889,142,1168
