accession_number,mid,description,score,topicality
1974.016,/m/0838f,Water,0.938491,0.938491
1974.016,/m/083vt,Wood,0.8726838,0.8726838
1974.016,/m/036k5h,Grey,0.8423565,0.8423565
1974.016,/m/0j62f,Rectangle,0.7945372,0.7945372
1974.016,/m/03gq5hm,Font,0.7756619,0.7756619
1974.016,/m/02q_bfg,Tints and shades,0.77237386,0.77237386
1974.016,/m/02tcwp,Trunk,0.7564242,0.7564242
1974.016,/m/03d49p1,Monochrome photography,0.6817396,0.6817396
1974.016,/m/0p9xx,Visual arts,0.67774063,0.67774063
1974.016,/m/0jjw,Art,0.6583173,0.6583173
1974.017,/m/0j62f,Rectangle,0.90405893,0.90405893
1974.017,/m/036k5h,Grey,0.8411484,0.8411484
1974.017,/m/03gq5hm,Font,0.8330057,0.8330057
1974.017,/m/06fvc,Red,0.8026822,0.8026822
1974.017,/m/0hwky,Pattern,0.7575468,0.7575468
1974.017,/m/02q_bfg,Tints and shades,0.74648505,0.74648505
1974.017,/m/01vkl,Circle,0.70951587,0.70951587
1974.017,/m/0ckc5,Magenta,0.69211435,0.69211435
1974.017,/m/083vt,Wood,0.6861427,0.6861427
1974.017,/m/0p9xx,Visual arts,0.6849269,0.6849269
1974.018,/m/09q2t,Brown,0.98046786,0.98046786
1974.018,/m/0j62f,Rectangle,0.8865752,0.8865752
1974.018,/m/083vt,Wood,0.8596305,0.8596305
1974.018,/m/0jjw,Art,0.82504654,0.82504654
1974.018,/m/02q_bfg,Tints and shades,0.7730266,0.7730266
1974.018,/m/05qdh,Painting,0.76231354,0.76231354
1974.018,/m/0p9xx,Visual arts,0.67125064,0.67125064
1974.018,/m/025s3q0,Landscape,0.6708689,0.6708689
1974.018,/m/07j7r,Tree,0.66986036,0.66986036
1974.018,/m/0hwky,Pattern,0.65364933,0.65364933
1974.019,/m/05s2s,Plant,0.88233864,0.88233864
1974.019,/m/07j7r,Tree,0.85554045,0.85554045
1974.019,/m/0jjw,Art,0.8053377,0.8053377
1974.019,/m/083vt,Wood,0.77629364,0.77629364
1974.019,/m/016nqt,Twig,0.75973856,0.75973856
1974.019,/m/02tcwp,Trunk,0.7586275,0.7586275
1974.019,/m/025s3q0,Landscape,0.7389948,0.7389948
1974.019,/m/05qdh,Painting,0.7106466,0.7106466
1974.019,/m/02csf,Drawing,0.6932562,0.6932562
1974.019,/m/01kr8f,Illustration,0.64575875,0.64575875
1974.020,/m/05s2s,Plant,0.90087795,0.90087795
1974.020,/m/0b5gs,Branch,0.8833382,0.8833382
1974.020,/m/01bwr,Botany,0.8783432,0.8783432
1974.020,/m/07j7r,Tree,0.87055755,0.87055755
1974.020,/m/083vt,Wood,0.84340686,0.84340686
1974.020,/m/02tcwp,Trunk,0.8386164,0.8386164
1974.020,/m/0jjw,Art,0.83434755,0.83434755
1974.020,/m/02hnx9,Woody plant,0.81704265,0.81704265
1974.020,/m/03r_vp,Adaptation,0.79288495,0.79288495
1974.020,/m/016nqt,Twig,0.79044986,0.79044986
1975.008,/m/03k3r,Horse,0.8219415,0.8219415
1975.008,/m/0jjw,Art,0.8074021,0.8074021
1975.008,/m/05qdh,Painting,0.753094,0.753094
1975.008,/m/083vt,Wood,0.72697103,0.72697103
1975.008,/m/02csf,Drawing,0.67706573,0.67706573
1975.008,/m/0p9xx,Visual arts,0.6651856,0.6651856
1975.008,/m/04sk75,Figure drawing,0.6499155,0.6499155
1975.008,/m/01kr8f,Illustration,0.64352655,0.64352655
1975.008,/m/04zhd,Mythology,0.59584004,0.59584004
1975.008,/m/06msq,Sculpture,0.5922922,0.5922922
1975.014,/m/01k9lj,Jaw,0.87669694,0.87669694
1975.014,/m/0jjw,Art,0.8473931,0.8473931
1975.014,/m/05qdh,Painting,0.7648048,0.7648048
1975.014,/m/08v4gh,Vintage clothing,0.71287084,0.71287084
1975.014,/m/015h_t,Beard,0.70785904,0.70785904
1975.014,/m/01kr8f,Illustration,0.6979495,0.6979495
1975.014,/m/0p9xx,Visual arts,0.6943862,0.6943862
