accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1974.017,Packaged goods,0.9049825,0.031824764,0.9579458,0.038820058,0.9703672,32,961,39,969
1974.018,Table top,0.6711974,0.030339569,0.9661479,0.034375172,0.9619978,43,1364,34,962
1974.019,Picture frame,0.849894,0.031366676,0.970729,0.019755162,0.9506379,44,1371,20,951
1974.019,Animal,0.597267,0.14668632,0.223548,0.56171715,0.74672246,207,316,562,747
1974.020,Picture frame,0.63203466,0.004730212,0.9730498,0.026424289,0.96638304,7,1374,26,966
1975.008,Animal,0.77236134,0.0155802965,0.9860286,0.01631325,0.9973958,6,388,5,290
1975.014,Person,0.75865704,0.056054566,0.9723458,0.14285114,0.9595951,25,429,86,576
1975.014,Clothing,0.5896944,0.07075778,0.9447899,0.46866676,0.9421582,31,417,281,565
1975.015,Building,0.6849103,0.080524124,0.8900237,0.14519726,0.91079193,110,1216,145,911
1975.017,Animal,0.65351236,0.04679544,0.7288516,0.45584163,0.6904978,47,729,607,919
1975.017,Animal,0.6000305,0.3138566,0.6049476,0.08124775,0.27335933,314,605,108,364
1975.030,Person,0.7942131,0.06427262,0.9039611,0.115039624,0.9271271,64,904,144,1162
1975.030,Scarf,0.7516281,0.34868982,0.58430845,0.3231884,0.50513977,349,584,405,633
1975.030,Outerwear,0.525445,0.050962094,0.70231897,0.30516398,0.83910245,51,702,382,1051
1975.034,Pillow,0.55791426,0.0052403477,0.9973958,0.025974436,0.9614323,5,997,33,1217
1975.036,Bird,0.92083126,0.16383658,0.8824461,0.075064085,0.62053025,164,882,112,927
1975.056,Luggage & bags,0.73047304,0.15084846,0.8166027,0.04785961,0.94684607,151,817,63,1247
1975.057,Owl,0.96494627,0.11317637,0.823395,0.15308137,0.8979288,113,823,229,1342
1975.058,Animal,0.6428378,0.210459,0.8650887,0.032635447,0.9546284,210,864,49,1433
1975.060,Person,0.5890763,0.33379996,0.5669231,0.07867769,0.8637031,827,1405,79,864
1975.060,Wheel,0.53178185,0.36187565,0.55964774,0.33572164,0.82095724,897,1387,336,821
1975.060,Furniture,0.5018785,0.068827614,0.37833035,0.090151906,0.8618512,171,938,90,862
1976.004,Animal,0.63992417,0.7409327,0.8767073,0.3303003,0.907493,1111,1315,330,907
1976.004,Pillow,0.5944769,0.057134196,0.9845353,0.03466187,0.9532458,86,1477,35,953
1976.010,Person,0.84933066,0.20709442,0.7797902,0.027122758,0.95106727,207,780,35,1210
1976.010,Hat,0.8471003,0.39173973,0.63796735,0.013567763,0.16356775,392,638,17,208
1976.010,Footwear,0.60963017,0.38979447,0.51589876,0.88852316,0.9614926,390,516,1130,1223
1976.010,Clothing,0.5913656,0.21523868,0.7523315,0.096149005,0.92516404,215,752,122,1177
1976.013,Building,0.57883644,0.069430046,0.4382505,0.072332084,0.61018175,111,700,72,610
1976.013,Building,0.5206502,0.8538639,0.955652,0.15733825,0.4307958,1364,1526,157,431
1976.015,Animal,0.70472306,0.0605273,0.8957549,0.000748171,0.90472674,61,896,1,1177
1976.017,Person,0.8507581,0.06318005,0.94100285,0.14903626,0.81364226,104,1551,149,814
1976.017,Clothing,0.6956051,0.1992451,0.7705795,0.16961329,0.71390796,328,1270,170,714
1976.017,Bed,0.52159667,0.014618226,0.97317743,0.586117,0.9351906,24,1604,586,935
1976.019,Christmas tree,0.523507,0.66534036,0.8590904,0.3339173,0.8340683,782,1009,334,834
1976.021,Person,0.8624835,0.10663598,0.5059431,0.15579636,0.85620785,38,182,72,396
1976.021,Person,0.843244,0.6776414,0.8919807,0.44523084,0.873939,244,321,206,404
1976.021,Hat,0.7630725,0.2559869,0.47144046,0.13403846,0.25434753,92,170,62,118
1976.021,Clothing,0.7057782,0.11741337,0.49743807,0.1708504,0.8598268,42,179,79,397
1976.021,Footwear,0.5237055,0.2600716,0.43048346,0.81703013,0.88050765,94,155,377,407
