sd:name,sd:graph,filename,s3_upload_status,graph_load_status
http://work-class-links,http://work-class-links#data,works_class_links.ttl,,
http://wikidata-art-superclasses,http://wikidata-art-superclasses#data,superclasses.ttl,,
