accession_number,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y,roll_angle,pan_angle,tilt_angle,"landmarking, confidence",joy_likelihood,sorrow_likelihood,anger_likelihood,surprise_likelihood,under_exposed_likelihood,blurred_likelihood,headwear_likelihood,landmarking_confidence
2001.097,0.66015625,0.432,0.497,0.31847968545216254,0.3676277850589777,432,497,486,561,-39.965645,-56.07993,-3.9319909,,1,1,1,1,1,1,1,0.10636039
2001.097,0.91015625,0.426,0.481,0.17955439056356487,0.22083879423328964,426,481,274,337,4.684895,0.44747978,7.3040576,,5,1,1,1,1,1,1,0.72822374
2001.097,0.640625,0.523,0.571,0.24836173001310616,0.2850589777195282,523,571,379,435,-2.5241377,-12.960709,-2.427341,,2,1,1,1,1,1,1,0.60220844
2001.097,0.87109375,0.336,0.394,0.1743119266055046,0.2182175622542595,336,394,266,333,15.086384,11.44656,6.957954,,5,1,1,1,1,1,1,0.6886198
2001.097,0.8203125,0.56,0.617,0.19724770642201836,0.24115334207077327,560,617,301,368,-11.707973,-11.7797165,-6.24322,,5,1,1,1,1,1,1,0.7414497
2001.111,0.6640625,0.247,0.293,0.6424615384615384,0.6750769230769231,247,293,1044,1097,-8.835495,1.7247823,4.9799147,,1,1,1,1,1,1,1,0.29882693
2001.120,0.515625,0.614,0.664,0.17412935323383086,0.21019900497512436,614,664,280,338,0.015302081,5.5906963,7.8287525,,1,1,1,1,1,1,1,0.37051985
2001.121,0.76953125,0.866,0.931,0.3407960199004975,0.38743781094527363,866,931,548,623,23.153652,1.9549797,-9.321691,,4,1,1,1,1,1,1,0.40774804
2001.123,0.89453125,0.6626626626626627,0.7367367367367368,0.297416509136736,0.3516068052930057,662,736,472,558,-4.812945,-15.357921,-2.1811981,,1,2,1,1,1,1,1,0.6612307
2001.151,0.76171875,0.4744744744744745,0.5325325325325325,0.423697270471464,0.4652605459057072,474,532,683,750,4.1717787,4.35318,3.3466299,,3,1,1,1,2,1,1,0.4401042
2001.167,0.89453125,0.618,0.816,0.11572700296735905,0.2522255192878338,618,816,195,425,-2.948179,20.599428,-4.6118774,,1,1,1,1,1,1,1,0.43628943
2001.175,0.65234375,0.6136136136136137,0.6626626626626627,0.3958333333333333,0.43075980392156865,613,662,646,703,-13.02558,-15.174461,-1.5285499,,3,1,1,1,1,1,1,0.53493404
2001.175,0.7578125,0.47047047047047047,0.5135135135135135,0.4215686274509804,0.4522058823529412,470,513,688,738,-1.0798662,0.71995604,6.9175057,,5,1,1,1,1,1,1,0.8143295
2001.175,0.62109375,0.3563563563563564,0.4034034034034034,0.41973039215686275,0.4534313725490196,356,403,685,740,6.7761345,9.165604,-6.241774,,3,1,1,1,1,1,1,0.30139634
2003.028,0.65625,0.35384615384615387,0.7538461538461538,0.10779816513761468,0.31422018348623854,69,147,47,137,-1.9121132,-8.086717,-0.4722281,,1,1,1,1,1,1,1,0.07132895
2004.001,0.58984375,0.3073073073073073,0.7137137137137137,0.15813253012048192,0.5135542168674698,307,713,210,682,0.7096622,12.85491,-4.3351727,,1,2,1,1,1,1,1,0.670898
2004.003,0.93359375,0.3793793793793794,0.6066066066066066,0.26332537788385046,0.47255369928400953,379,606,331,594,-10.495003,10.004994,-8.315224,,4,1,1,1,1,1,1,0.6746871
2004.007,0.96484375,0.341,0.591,0.2636494252873563,0.47198275862068967,341,591,367,657,5.1110964,11.804157,-11.14086,,3,1,1,1,1,1,1,0.45655936
2004.010,0.69140625,0.396,0.665,0.23756906077348067,0.4537292817679558,396,665,344,657,-2.800937,-14.35523,-4.7931056,,1,2,1,1,1,1,1,0.49342325
2004.014,0.5078125,0.245,0.779,0.13805104408352667,0.4976798143851508,245,779,238,858,2.8650064,13.723607,-2.8211067,,1,1,1,1,1,1,1,0.79229647
2004.017,0.765625,0.27,0.774,0.12217194570135746,0.5641025641025641,270,774,162,748,0.5565756,14.019607,-2.2810147,,1,1,1,1,1,1,2,0.8005013
2004.018,0.90234375,0.141,0.82,0.08966074313408724,0.7277867528271406,141,820,111,901,-1.1152676,4.700356,-1.852299,,1,2,1,1,1,1,2,0.7822117
2004.026,0.53515625,0.293,0.748,0.2597921662669864,0.6826538768984812,293,748,325,854,-1.1128346,-10.926576,-3.8278756,,1,1,1,1,1,1,1,0.7170667
2004.027,0.50390625,0.35735735735735735,0.6476476476476476,0.17090069284064666,0.43033102386451116,357,647,222,559,0.6866854,15.23269,-1.7452033,,1,1,1,1,1,1,1,0.6585307
2005.027,0.72265625,0.3055555555555556,0.6361111111111111,0.16701902748414377,0.4587737843551797,110,229,79,217,-16.275057,-29.491936,-2.351303,,1,1,1,1,1,1,1,0.18293321
