accession_number,mid,description,score,topicality
2001.086,/m/03gq5hm,Font,0.8431124,0.8431124
2001.086,/m/01n5jq,Poster,0.74178743,0.74178743
2001.086,/m/081pkj,Event,0.602216,0.602216
2001.086,/m/011s0,Advertising,0.5977085,0.5977085
2001.086,/m/0j62f,Rectangle,0.59215397,0.59215397
2001.086,/m/01h1dd,Publication,0.5160701,0.5160701
2001.086,/m/05t_yt,Carmine,0.5156834,0.5156834
2001.087,/m/03gq5hm,Font,0.8235875,0.8235875
2001.087,/m/01n5jq,Poster,0.82325464,0.82325464
2001.087,/m/011s0,Advertising,0.7022991,0.7022991
2001.087,/m/0dwx7,Logo,0.6847352,0.6847352
2001.087,/m/02h7lkt,Fictional character,0.67947805,0.67947805
2001.087,/m/09ddf,Symbol,0.67307764,0.67307764
2001.087,/m/01cd9,Brand,0.65146744,0.65146744
2001.087,/m/021sdg,Graphics,0.6394675,0.6394675
2001.087,/m/05t_yt,Carmine,0.622459,0.622459
2001.087,/m/03c31,Graphic design,0.5674219,0.5674219
2001.088,/m/01n5jq,Poster,0.8483401,0.8483401
2001.088,/m/03gq5hm,Font,0.8421832,0.8421832
2001.088,/m/012f08,Motor vehicle,0.7592016,0.7592016
2001.088,/m/01h1dd,Publication,0.7133662,0.7133662
2001.088,/m/011s0,Advertising,0.7041812,0.7041812
2001.088,/m/05jnl,Newspaper,0.59576404,0.59576404
2001.088,/m/0h8my9s,Vintage advertisement,0.5654949,0.5654949
2001.088,/m/0jjw,Art,0.53535473,0.53535473
2001.089,/m/03gq5hm,Font,0.8048323,0.8048323
2001.089,/m/0j62f,Rectangle,0.7625165,0.7625165
2001.089,/m/01n5jq,Poster,0.7594246,0.7594246
2001.089,/m/02vwbzz,Electric blue,0.74104095,0.74104095
2001.089,/m/030zfn,Parallel,0.54833174,0.54833174
2001.089,/m/081pkj,Event,0.54682416,0.54682416
2001.090,/m/03gq5hm,Font,0.83812726,0.83812726
2001.090,/m/01h1dd,Publication,0.7479128,0.7479128
2001.090,/m/0j62f,Rectangle,0.7379302,0.7379302
2001.090,/m/0bt_c3,Book,0.7338171,0.7338171
2001.090,/m/04t7l,Metal,0.66343373,0.66343373
2001.090,/m/0bkqqh,Signage,0.5737573,0.5737573
2001.090,/m/02vwbzz,Electric blue,0.52669483,0.52669483
2001.090,/m/011s0,Advertising,0.52167535,0.52167535
2001.091,/m/0bt_c3,Book,0.89388704,0.89388704
2001.091,/m/01h1dd,Publication,0.8708191,0.8708191
2001.091,/m/03gq5hm,Font,0.8432748,0.8432748
2001.091,/m/09xbm8,Book cover,0.72727275,0.72727275
2001.091,/m/011s0,Advertising,0.71299165,0.71299165
2001.091,/m/01n5jq,Poster,0.6763346,0.6763346
2001.091,/m/02xlf,Fiction,0.5728141,0.5728141
2001.091,/m/09ddf,Symbol,0.52032423,0.52032423
2001.092,/m/01n5jq,Poster,0.8238325,0.8238325
2001.092,/m/03gq5hm,Font,0.8094186,0.8094186
2001.092,/m/0j62f,Rectangle,0.8087705,0.8087705
2001.092,/m/01h1dd,Publication,0.7150471,0.7150471
2001.092,/m/011s0,Advertising,0.7116509,0.7116509
2001.092,/m/021sdg,Graphics,0.6294838,0.6294838
2001.092,/m/01cd9,Brand,0.6258456,0.6258456
2001.092,/m/03c31,Graphic design,0.55677575,0.55677575
2001.092,/m/0bkqqh,Signage,0.5178252,0.5178252
2001.093,/m/01jwgf,Product,0.90743184,0.90743184
2001.093,/m/01n5jq,Poster,0.8718215,0.8718215
2001.093,/m/03gq5hm,Font,0.86123025,0.86123025
2001.093,/m/088fh,Yellow,0.84352374,0.84352374
2001.093,/m/011s0,Advertising,0.7214112,0.7214112
2001.093,/m/0bkqqh,Signage,0.68400425,0.68400425
2001.093,/m/01cd9,Brand,0.6727687,0.6727687
2001.093,/m/0dwx7,Logo,0.66818625,0.66818625
2001.093,/m/021sdg,Graphics,0.6456366,0.6456366
2001.093,/m/03c31,Graphic design,0.61676437,0.61676437
2001.094,/m/0j62f,Rectangle,0.84916145,0.84916145
2001.094,/m/03gq5hm,Font,0.82495826,0.82495826
2001.094,/m/01n5jq,Poster,0.7629704,0.7629704
2001.094,/m/02vwbzz,Electric blue,0.6989362,0.6989362
2001.094,/m/0bkqqh,Signage,0.624682,0.624682
2001.094,/m/01h1dd,Publication,0.6182946,0.6182946
2001.094,/m/011s0,Advertising,0.6098833,0.6098833
2001.094,/m/0hwky,Pattern,0.59470856,0.59470856
2001.094,/m/016nmn,Typesetting,0.53767586,0.53767586
2001.094,/m/05fwb,Number,0.5076838,0.5076838
2001.095,/m/03gq5hm,Font,0.8269149,0.8269149
2001.095,/m/0457gc6,Material property,0.8015362,0.8015362
2001.095,/m/02vwbzz,Electric blue,0.68836504,0.68836504
2001.095,/m/01h1dd,Publication,0.57464063,0.57464063
2001.096,/m/03gq5hm,Font,0.8338467,0.8338467
2001.096,/m/01n5jq,Poster,0.73860306,0.73860306
2001.096,/m/0j62f,Rectangle,0.6266419,0.6266419
2001.096,/m/030zfn,Parallel,0.5288329,0.5288329
2001.097,/m/01n5jq,Poster,0.87583333,0.87583333
2001.097,/m/03gq5hm,Font,0.85090035,0.85090035
2001.097,/m/01h1dd,Publication,0.72614956,0.72614956
2001.097,/m/0bt_c3,Book,0.7015297,0.7015297
2001.097,/m/011s0,Advertising,0.6782949,0.6782949
2001.097,/m/0dwx7,Logo,0.6148764,0.6148764
2001.097,/m/05t_yt,Carmine,0.6093809,0.6093809
2001.097,/m/081pkj,Event,0.59320897,0.59320897
2001.097,/m/01cd9,Brand,0.57196295,0.57196295
2001.097,/m/021sdg,Graphics,0.559136,0.559136
2001.098,/m/01h1dd,Publication,0.8509973,0.8509973
2001.098,/m/03gq5hm,Font,0.80963653,0.80963653
2001.098,/m/0j62f,Rectangle,0.73110455,0.73110455
2001.098,/m/0hwky,Pattern,0.69181436,0.69181436
2001.098,/m/0bkqqh,Signage,0.65682405,0.65682405
2001.098,/m/01n5jq,Poster,0.6554173,0.6554173
2001.098,/m/011s0,Advertising,0.63417476,0.63417476
2001.098,/m/0122b5,Newsprint,0.60511154,0.60511154
2001.098,/m/016nmn,Typesetting,0.57439876,0.57439876
2001.098,/m/06zsq,Sign,0.5612873,0.5612873
2001.099,/m/03gq5hm,Font,0.81801194,0.81801194
2001.099,/m/03scnj,Line,0.81550187,0.81550187
