act_id,flickr_id,license,new_license,url
54839,4224726384,"[{'date_change': 1264169947, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/'}, {'date_change': 1271264429, 'old_license': 'Attribution-NonCommercial License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1357040576, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/simeon_barkas/4224726384/
54665,4468309648,,,http://www.flickr.com/photos/feargal/4468309648/
54677,4352264551,by-nc/2.0/,,http://www.flickr.com/photos/peterjr1961/4352264551/
54683,4352251957,by-nc/2.0/,,http://www.flickr.com/photos/peterjr1961/4352251957/
54679,5354175421,,,http://www.flickr.com/photos/58289245@N05/5354175421/
54680,1464392429,,,http://www.flickr.com/photos/edithosb/1464392429/
54681,4758028816,by-sa/2.0/,,http://www.flickr.com/photos/bribri/4758028816/
54684,4352987086,by-nc/2.0/,,http://www.flickr.com/photos/peterjr1961/4352987086/
54685,4352239695,by-nc/2.0/,,http://www.flickr.com/photos/peterjr1961/4352239695/
54686,4370602240,by-nc-nd/2.0/,,http://www.flickr.com/photos/paullew/4370602240/
54688,5430285838,by-nc-nd/2.0/,,http://www.flickr.com/photos/mrmunningsontour/5430285838/
54690,1461011114,,,http://www.flickr.com/photos/clockwerks/1461011114/
54691,5634316446,,,http://www.flickr.com/photos/feargal/5634316446/
54694,5096168563,,,http://www.flickr.com/photos/feargal/5096168563/ - CC BY-NC-ND 2.0
54695,461561702,,,http://www.flickr.com/photos/frankphotos/461561702/
54700,4146524380,All Rights Reserved,by-nc-nd/2.0/,http://www.flickr.com/photos/fmpgoh/4146524380/
54703,5128241886,by-nc/2.0/,,http://www.flickr.com/photos/overton_cat/5128241886/
54704,5127408078,by-nc/2.0/,,http://www.flickr.com/photos/overton_cat/5127408078/
54735,5562934251,by-nc-nd/2.0/,,http://www.flickr.com/photos/paullew/5562934251/
58423,3245597469,by-sa/2.0/,,https://www.flickr.com/photos/dlbezaire/3245597469
54737,4413507008,by-nc-nd/2.0/,,http://www.flickr.com/photos/paullew/4413507008/
54738,1366122359,by-nc/2.0/,,http://www.flickr.com/photos/pelegrino/1366122359/
54739,3892034760,by-nc-nd/2.0/,,http://www.flickr.com/photos/apmethodist/3892034760/
54740,5644704405,by/2.0/,,http://www.flickr.com/photos/jonicdao/5644704405/
54741,4670634786,by-nc-sa/2.0/,,http://www.flickr.com/photos/pelegrino/4670634786/
54768,5633736315,,,http://www.flickr.com/photos/feargal/5633736315/
54769,3406956121,All Rights Reserved,by-nc-sa/2.0/,http://www.flickr.com/photos/tilina25/3406956121/
54770,3783460450,"[{'date_change': 1251810538, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-ShareAlike License', 'new_license_url': 'https://creativecommons.org/licenses/by-sa/2.0/'}, {'date_change': 1251810548, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-ShareAlike License', 'new_license_url': 'https://creativecommons.org/licenses/by-sa/2.0/'}]",,http://www.flickr.com/photos/frted/3783460450/
54771,2825534077,by-nc-nd/2.0/,,http://www.flickr.com/photos/mspsfamily/2825534077/
54772,158783308,by-nc/2.0/,,http://www.flickr.com/photos/two_r_better/158783308/
54773,5629776709,by-nc-nd/2.0/,,http://www.flickr.com/photos/13384589@N00/5629776709/
54774,5702135962,by/2.0/,,http://www.flickr.com/photos/timwilson/5702135962/
54775,4934508926,by-nc/2.0/,,http://www.flickr.com/photos/mtgf/4934508926/
54776,4934508926,by-nc/2.0/,,http://www.flickr.com/photos/mtgf/4934508926/
54777,4934509730,by-nc/2.0/,,http://www.flickr.com/photos/mtgf/4934509730/
54778,4934509454,by-nc/2.0/,,http://www.flickr.com/photos/mtgf/4934509454/
54790,4361788851,by-nc/2.0/,,http://www.flickr.com/photos/jstephenconn/4361788851/
54803,2153634164,,,http://www.flickr.com/photos/kycheng/2153634164/
54840,2487628581,by-nc-sa/2.0/,All Rights Reserved,http://www.flickr.com/photos/ewilfong/2487628581/
54842,2533237817,"[{'date_change': 1219144961, 'old_license': 'Attribution-NonCommercial License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/', 'new_license': 'Attribution License', 'new_license_url': 'https://creativecommons.org/licenses/by/2.0/'}, {'date_change': 1219145228, 'old_license': 'Attribution License', 'old_license_url': 'https://creativecommons.org/licenses/by/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1301674742, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744673, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818727, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661010, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494706, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/2533237817/
54843,2533997012,"[{'date_change': 1219144960, 'old_license': 'Attribution-NonCommercial License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/', 'new_license': 'Attribution License', 'new_license_url': 'https://creativecommons.org/licenses/by/2.0/'}, {'date_change': 1219145227, 'old_license': 'Attribution License', 'old_license_url': 'https://creativecommons.org/licenses/by/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1301674740, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744671, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818725, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661009, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494705, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/2533997012/
54844,3824263619,"[{'date_change': 1301675038, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744953, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818990, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661261, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494976, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/3824263619/
54845,2534041798,"[{'date_change': 1219144961, 'old_license': 'Attribution-NonCommercial License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/', 'new_license': 'Attribution License', 'new_license_url': 'https://creativecommons.org/licenses/by/2.0/'}, {'date_change': 1219145228, 'old_license': 'Attribution License', 'old_license_url': 'https://creativecommons.org/licenses/by/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1301674742, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744673, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818727, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661010, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494706, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/2534041798/
54846,2534027984,"[{'date_change': 1219144961, 'old_license': 'Attribution-NonCommercial License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/', 'new_license': 'Attribution License', 'new_license_url': 'https://creativecommons.org/licenses/by/2.0/'}, {'date_change': 1219145228, 'old_license': 'Attribution License', 'old_license_url': 'https://creativecommons.org/licenses/by/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1301674741, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744673, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818726, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661010, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494706, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/2534027984/
54847,2533210067,"[{'date_change': 1219144961, 'old_license': 'Attribution-NonCommercial License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/', 'new_license': 'Attribution License', 'new_license_url': 'https://creativecommons.org/licenses/by/2.0/'}, {'date_change': 1219145228, 'old_license': 'Attribution License', 'old_license_url': 'https://creativecommons.org/licenses/by/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1301674741, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744672, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818726, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661010, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494706, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/2533210067/
54848,2533211585,"[{'date_change': 1219144961, 'old_license': 'Attribution-NonCommercial License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/', 'new_license': 'Attribution License', 'new_license_url': 'https://creativecommons.org/licenses/by/2.0/'}, {'date_change': 1219145228, 'old_license': 'Attribution License', 'old_license_url': 'https://creativecommons.org/licenses/by/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1301674741, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744672, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818726, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661010, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494706, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/2533211585/
54849,2533208065,"[{'date_change': 1219144961, 'old_license': 'Attribution-NonCommercial License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/', 'new_license': 'Attribution License', 'new_license_url': 'https://creativecommons.org/licenses/by/2.0/'}, {'date_change': 1219145228, 'old_license': 'Attribution License', 'old_license_url': 'https://creativecommons.org/licenses/by/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1301674741, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744672, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818726, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661010, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494706, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/2533208065/
54850,356491814,by-nc-nd/2.0/,,http://www.flickr.com/photos/91499534@N00/356491814/
54851,3124402502,"[{'date_change': 1376048060, 'old_license': 'Attribution License', 'old_license_url': 'https://creativecommons.org/licenses/by/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1407399625, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/'}, {'date_change': 1407399767, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/'}]",,http://www.flickr.com/photos/babasteve/3124402502/
54854,3375617793,"[{'date_change': 1301674973, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744884, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818927, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661203, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494916, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/3375617793/
54855,3376394362,"[{'date_change': 1301674971, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744882, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818925, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661202, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494915, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/3376394362/
54856,3825087416,"[{'date_change': 1301675039, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744954, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818991, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661263, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494977, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/3825087416/
54857,3825088658,"[{'date_change': 1301675039, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744954, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818991, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661263, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494978, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/3825088658/
54858,3824282781,"[{'date_change': 1301675039, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1305744954, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1305818991, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1348661263, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1359494977, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/laurapadgett/3824282781/
54859,438149711,by-nc/2.0/,,http://www.flickr.com/photos/albinoflea/438149711/
54860,5700689477,by-nc/2.0/,,http://www.flickr.com/photos/mjhbixby6/5700689477/
54861,4142138421,by-nc-sa/2.0/,,http://www.flickr.com/photos/jfholloway/4142138421/
54862,3677354616,by-nc-nd/2.0/,,http://www.flickr.com/photos/kmoliver/3677354616/
54863,32453710,,,http://www.flickr.com/photos/kubina/32453710/
54864,3691415460,by-nc-nd/2.0/,,http://www.flickr.com/photos/anahon/3691415460/
54865,162821580,by-nc/2.0/,,http://www.flickr.com/photos/albinoflea/162821580/
54867,183114010,by-nc/2.0/,,http://www.flickr.com/photos/albinoflea/183114010/
54868,2479051511,by-nc/2.0/,,http://www.flickr.com/photos/sherseydc/2479051511/
54869,732944790,by-nc-sa/2.0/,,http://www.flickr.com/photos/thsant/732944790/
54870,2459374359,All Rights Reserved,by-nc-nd/2.0/,http://www.flickr.com/photos/clio1789/2459374359/
54871,3116141350,"[{'date_change': 1376048060, 'old_license': 'Attribution License', 'old_license_url': 'https://creativecommons.org/licenses/by/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1407399625, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/'}, {'date_change': 1407399766, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/'}]",,http://www.flickr.com/photos/babasteve/3116141350/
54872,6046235976,by-nc-nd/2.0/,,http://www.flickr.com/photos/vpickering/6046235976/
54873,2253871778,by-nc-sa/2.0/,,http://www.flickr.com/photos/sshb/2253871778/ - CC BY-NC-SA 2.0
54874,4547999271,All Rights Reserved,by-nc/2.0/,http://www.flickr.com/photos/mjhbixby6/4547999271/
58422,39500762451,by/2.0/,,https://www.flickr.com/photos/nagarjun/39500762451
54876,1639385,by-nc-nd/2.0/,,http://www.flickr.com/photos/mcbeth/1639385/
54877,2678426871,"[{'date_change': 1226183605, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/'}, {'date_change': 1228545777, 'old_license': 'Attribution-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nd/2.0/', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1330733096, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/blahmni/2678426871/
54878,3035138704,"[{'date_change': 1235452935, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1239246019, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1479243289, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/prsphoto/3035138704/
54879,5119341372,by-nc-nd/2.0/,,http://www.flickr.com/photos/maryannsolari/5119341372/
54880,4993969713,by-nc-nd/2.0/,,http://www.flickr.com/photos/lukexmartin/4993969713/
54881,5423531686,by-nc-sa/2.0/,,http://www.flickr.com/photos/reabhecc/5423531686/
54882,5422927891,by-nc-sa/2.0/,,http://www.flickr.com/photos/reabhecc/5422927891/
54883,11199433,by-nc-nd/2.0/,,http://www.flickr.com/photos/ac4lt/11199433/
54884,8495800,by-nc-sa/2.0/,,http://www.flickr.com/photos/alookaskance/8495800/
54885,2552425891,by-nc-sa/2.0/,,http://www.flickr.com/photos/shindotv/2552425891/
54886,5337318377,All Rights Reserved,by-nc-nd/2.0/,http://www.flickr.com/photos/wizzer/5337318377/
54887,156937400,by-nc/2.0/,,http://www.flickr.com/photos/albinoflea/156937400/
54889,1463309909,"[{'date_change': 1218808044, 'old_license': 'Attribution-NonCommercial License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc/2.0/', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1231089364, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}, {'date_change': 1246093990, 'old_license': 'All Rights Reserved', 'old_license_url': '', 'new_license': 'Attribution-NonCommercial-NoDerivs License', 'new_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/'}, {'date_change': 1321026534, 'old_license': 'Attribution-NonCommercial-NoDerivs License', 'old_license_url': 'https://creativecommons.org/licenses/by-nc-nd/2.0/', 'new_license': 'All Rights Reserved', 'new_license_url': ''}]",,http://www.flickr.com/photos/pikaluk/1463309909/in/photostream/
54890,4411532983,by-nc/2.0/,,http://www.flickr.com/photos/clairgraubner/4411532983/
54891,3537826353,by/2.0/,,http://www.flickr.com/photos/herry/3537826353/
