accession_number,mid,description,score,topicality
2007.014,/m/04_fs,Muscle,0.9182631,0.9182631
2007.014,/m/035r7c,Leg,0.91554695,0.91554695
2007.014,/m/0244x1,Gesture,0.85260475,0.85260475
2007.014,/m/03gg9,Human anatomy,0.8197184,0.8197184
2007.014,/m/0jjw,Art,0.80152535,0.80152535
2007.014,/m/031vtq,Trunk,0.79720473,0.79720473
2007.014,/m/0dzdr,Chest,0.78849435,0.78849435
2007.014,/m/01j04m,Thigh,0.74787533,0.74787533
2007.014,/m/05qdh,Painting,0.73910993,0.73910993
2007.014,/m/01kr8f,Illustration,0.7344638,0.7344638
2007.015,/m/02p0tk3,Human body,0.88619155,0.88619155
2007.015,/m/05qdh,Painting,0.82437986,0.82437986
2007.015,/m/0jjw,Art,0.8146346,0.8146346
2007.015,/m/01kr8f,Illustration,0.7013118,0.7013118
2007.015,/m/02csf,Drawing,0.6941675,0.6941675
2007.015,/m/02h7lkt,Fictional character,0.6928552,0.6928552
2007.015,/m/07j7r,Tree,0.6866476,0.6866476
2007.015,/m/04zhd,Mythology,0.68616265,0.68616265
2007.015,/m/0p9xx,Visual arts,0.6800444,0.6800444
2007.015,/m/03g3w,History,0.64724106,0.64724106
2007.016,/m/0jjw,Art,0.83486044,0.83486044
2007.016,/m/05qdh,Painting,0.8279162,0.8279162
2007.016,/m/06z37_,Picture frame,0.8264651,0.8264651
2007.016,/m/0dzdr,Chest,0.7509925,0.7509925
2007.016,/m/01kr8f,Illustration,0.6993286,0.6993286
2007.016,/m/0p9xx,Visual arts,0.69908404,0.69908404
2007.016,/m/02csf,Drawing,0.69202256,0.69202256
2007.016,/m/03g3w,History,0.64837104,0.64837104
2007.016,/m/04zhd,Mythology,0.6371076,0.6371076
2007.016,/m/08v4gh,Vintage clothing,0.6152622,0.6152622
2007.017,/m/0cgh4,Building,0.9279686,0.9279686
2007.017,/m/03nfmq,Architecture,0.8531284,0.8531284
2007.017,/m/03scnj,Line,0.8178435,0.8178435
2007.017,/m/0jjw,Art,0.8037001,0.8037001
2007.017,/m/01mwkf,Monochrome,0.77963364,0.77963364
2007.017,/m/0f28m,Symmetry,0.7411992,0.7411992
2007.017,/m/03d49p1,Monochrome photography,0.74053216,0.74053216
2007.017,/m/01jf71,Arcade,0.72271746,0.72271746
2007.017,/m/01x314,Facade,0.68504184,0.68504184
2007.017,/m/0dpvm,Arch,0.68188936,0.68188936
2007.018,/m/0cgh4,Building,0.8786404,0.8786404
2007.018,/m/0jjw,Art,0.81381357,0.81381357
2007.018,/m/05qdh,Painting,0.7908825,0.7908825
2007.018,/m/01x314,Facade,0.7359333,0.7359333
2007.018,/m/01mwkf,Monochrome,0.7017115,0.7017115
2007.018,/m/02csf,Drawing,0.6962706,0.6962706
2007.018,/m/0bp7w,Printmaking,0.6769104,0.6769104
2007.018,/m/0p9xx,Visual arts,0.67435366,0.67435366
2007.018,/m/0h8p59j,Paper product,0.66779345,0.66779345
2007.018,/m/065zs54,Holy places,0.65647197,0.65647197
2007.019,/m/015h_t,Beard,0.85036796,0.85036796
2007.019,/m/0jjw,Art,0.8339662,0.8339662
2007.019,/m/05qdh,Painting,0.76517737,0.76517737
2007.019,/m/0ds5b,Facial hair,0.7387743,0.7387743
2007.019,/m/01kr8f,Illustration,0.7237921,0.7237921
2007.019,/m/0n1h,Artist,0.7081038,0.7081038
2007.019,/m/01mwkf,Monochrome,0.6961351,0.6961351
2007.019,/m/04rlf,Music,0.6961142,0.6961142
2007.019,/m/0hg7b,Microphone,0.68305206,0.68305206
2007.019,/m/09jwl,Musician,0.671066,0.671066
2007.020,/m/0jjw,Art,0.82935745,0.82935745
2007.020,/m/05qdh,Painting,0.78899723,0.78899723
2007.020,/m/02q_bfg,Tints and shades,0.7667366,0.7667366
2007.020,/m/06z37_,Picture frame,0.744016,0.744016
2007.020,/m/08v4gh,Vintage clothing,0.7361899,0.7361899
2007.020,/m/01mwkf,Monochrome,0.7229373,0.7229373
2007.020,/m/03d49p1,Monochrome photography,0.68018544,0.68018544
2007.020,/m/015c4z,Sitting,0.6530852,0.6530852
2007.020,/m/0p9xx,Visual arts,0.65269196,0.65269196
2007.020,/m/036jvk,Stock photography,0.6414464,0.6414464
2007.021,/m/05s2s,Plant,0.9384694,0.9384694
2007.021,/m/0244x1,Gesture,0.8525901,0.8525901
2007.021,/m/05nnm,Organism,0.85258555,0.85258555
2007.021,/m/0jjw,Art,0.83430684,0.83430684
2007.021,/m/03r_vp,Adaptation,0.7921289,0.7921289
2007.021,/m/07j7r,Tree,0.78403777,0.78403777
2007.021,/m/05qdh,Painting,0.7715987,0.7715987
2007.021,/m/08v4gh,Vintage clothing,0.71564525,0.71564525
2007.021,/m/02csf,Drawing,0.7089194,0.7089194
2007.021,/m/01kr8f,Illustration,0.6960008,0.6960008
2007.022,/m/07j7r,Tree,0.85073906,0.85073906
2007.022,/m/0jjw,Art,0.84163976,0.84163976
2007.022,/m/05qdh,Painting,0.8289592,0.8289592
2007.022,/m/01bqvp,Sky,0.7695298,0.7695298
2007.022,/m/05s2s,Plant,0.7438124,0.7438124
2007.022,/m/02csf,Drawing,0.7046864,0.7046864
2007.022,/m/0p9xx,Visual arts,0.69275945,0.69275945
2007.022,/m/01kr8f,Illustration,0.67090756,0.67090756
2007.022,/m/081pkj,Event,0.65865964,0.65865964
2007.022,/m/08v4gh,Vintage clothing,0.64992255,0.64992255
2007.025,/m/0dnr7,Textile,0.8740164,0.8740164
2007.025,/m/0jjw,Art,0.8229632,0.8229632
2007.025,/m/05qdh,Painting,0.821464,0.821464
2007.025,/m/065zs54,Holy places,0.7182931,0.7182931
2007.025,/m/01kr8f,Illustration,0.69739854,0.69739854
2007.025,/m/04zhd,Mythology,0.6959716,0.6959716
2007.025,/m/0p9xx,Visual arts,0.6949187,0.6949187
2007.025,/m/03g3w,History,0.69064885,0.69064885
2007.025,/m/0djmp,Ancient history,0.6654035,0.6654035
2007.025,/m/02csf,Drawing,0.6559033,0.6559033
2007.026,/m/0b5gs,Branch,0.8720334,0.8720334
2007.026,/m/083vt,Wood,0.86507374,0.86507374
2007.026,/m/05s2s,Plant,0.8472431,0.8472431
2007.026,/m/02tcwp,Trunk,0.816416,0.816416
2007.026,/m/07j7r,Tree,0.80618,0.80618
2007.026,/m/0jjw,Art,0.7898011,0.7898011
2007.026,/m/025s3q0,Landscape,0.77727556,0.77727556
2007.026,/m/05qdh,Painting,0.74038815,0.74038815
2007.026,/m/016nqt,Twig,0.7035579,0.7035579
2007.026,/m/036hv,Geology,0.68629056,0.68629056
2007.027,/m/04hgtk,Head,0.9729295,0.9729295
2007.027,/m/0ds4x,Hairstyle,0.9509009,0.9509009
2007.027,/m/01k74n,Facial expression,0.93258303,0.93258303
2007.027,/m/013y0j,Organ,0.9031799,0.9031799
2007.027,/m/0jjw,Art,0.84246653,0.84246653
2007.027,/m/01kr8f,Illustration,0.7658004,0.7658004
2007.027,/m/08v4gh,Vintage clothing,0.7513549,0.7513549
2007.027,/m/0jnvp,Baby,0.7486345,0.7486345
2007.027,/m/01bgsw,Toddler,0.73147607,0.73147607
2007.027,/m/01vkl,Circle,0.7085359,0.7085359
2007.028,/m/03k3r,Horse,0.9710232,0.9710232
2007.028,/m/05nnm,Organism,0.85490066,0.85490066
2007.028,/m/07_gml,Working animal,0.837882,0.837882
2007.028,/m/0jjw,Art,0.8164287,0.8164287
2007.028,/m/05qdh,Painting,0.80154145,0.80154145
2007.028,/m/0p9xx,Visual arts,0.6901731,0.6901731
2007.028,/m/04zhd,Mythology,0.68258613,0.68258613
2007.028,/m/0464z4,Pack animal,0.67863274,0.67863274
2007.028,/m/01kr8f,Illustration,0.67183876,0.67183876
2007.028,/m/03g3w,History,0.6662163,0.6662163
2007.029,/m/05nnm,Organism,0.8651076,0.8651076
2007.029,/m/0jjw,Art,0.8095513,0.8095513
2007.029,/m/05qdh,Painting,0.7876757,0.7876757
2007.029,/m/02csf,Drawing,0.68963844,0.68963844
2007.029,/m/0p9xx,Visual arts,0.68754834,0.68754834
2007.029,/m/01kr8f,Illustration,0.6853304,0.6853304
2007.029,/m/04zhd,Mythology,0.6664898,0.6664898
2007.029,/m/03g3w,History,0.6597248,0.6597248
2007.029,/m/0bp7w,Printmaking,0.64182585,0.64182585
2007.029,/m/065zs54,Holy places,0.6260557,0.6260557
2007.030,/m/068jd,Photograph,0.9416075,0.9416075
2007.030,/m/0jjw,Art,0.8398416,0.8398416
2007.030,/m/05qdh,Painting,0.80790234,0.80790234
2007.030,/m/062581,Sleeve,0.79401827,0.79401827
2007.030,/m/02csf,Drawing,0.683063,0.683063
2007.030,/m/01kr8f,Illustration,0.68183887,0.68183887
2007.030,/m/015c4z,Sitting,0.67268527,0.67268527
2007.030,/m/036jvk,Stock photography,0.66293746,0.66293746
2007.030,/m/0p9xx,Visual arts,0.6463044,0.6463044
2007.030,/m/091410,Collar,0.644826,0.644826
2007.031,/m/0dnr7,Textile,0.8774202,0.8774202
2007.031,/m/0jjw,Art,0.79850006,0.79850006
2007.031,/m/05qdh,Painting,0.7819757,0.7819757
2007.031,/m/065zs54,Holy places,0.70055354,0.70055354
2007.031,/m/01kr8f,Illustration,0.69525325,0.69525325
2007.031,/m/03g3w,History,0.6871857,0.6871857
2007.031,/m/0p9xx,Visual arts,0.6771582,0.6771582
