accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
2007.014,Sculpture,0.80330354,0.014613709,0.48879802,0.03019463,0.9609027,5,152,15,484
2007.014,Sculpture,0.7803784,0.5294825,0.9885702,0.019119976,0.9821835,164,306,10,495
2007.014,Helmet,0.5615658,0.64143884,0.8377792,0.0018347801,0.13398625,199,260,1,68
2007.015,Person,0.6049908,0.051973302,0.6835017,0.2916713,0.96238124,21,273,147,485
2007.015,Person,0.5254484,0.53487176,0.96268266,0.30426607,0.88645196,213,384,153,447
2007.015,Painting,0.51244986,0.0100562265,0.9669315,0.06327928,0.9847688,4,386,32,496
2007.016,Person,0.71399176,0.21422435,0.868673,0.23449153,0.88236314,89,360,118,445
2007.016,Clothing,0.5009437,0.1300234,0.45414066,0.1773041,0.8918044,54,188,89,449
2007.018,Building,0.5757324,0.4685245,0.8429677,0.33002913,0.8108156,236,425,110,270
2007.019,Person,0.61956364,0.019642476,0.9831803,0.0058565415,0.98796463,8,386,3,498
2007.019,Clothing,0.5484265,0.15610848,0.95265007,0.513966,0.9969868,61,374,259,502
2007.020,Person,0.80599153,0.2533613,0.73935574,0.30158064,0.757098,101,296,152,382
2007.020,Clothing,0.68035805,0.26384404,0.73508865,0.3158261,0.7514228,106,294,159,379
2007.020,Person,0.5032332,0.27319095,0.74123144,0.30195487,0.7537699,109,296,152,380
2007.021,Person,0.8579406,0.55366296,0.81069165,0.24920523,0.85236335,279,409,95,325
2007.021,Person,0.79531956,0.41241288,0.6467455,0.50802135,0.9677894,208,326,194,369
2007.021,Person,0.75957024,0.009917754,0.19633774,0.21462512,0.93051547,5,99,82,355
2007.021,Clothing,0.54446,0.01099844,0.18512434,0.25366163,0.76548475,6,93,97,292
2007.022,Person,0.8421057,0.56264514,0.79654056,0.25333002,0.8551965,284,401,96,325
2007.022,Person,0.742565,0.41164663,0.63547343,0.49187458,0.97353035,207,320,187,370
2007.022,Person,0.6981395,0.0270916,0.19116351,0.24477346,0.78538036,14,96,93,298
2007.022,Animal,0.66851074,0.8533539,0.91599995,0.7527872,0.9317226,430,462,286,354
2007.025,Person,0.62326807,0.5364334,0.85989714,0.18986665,0.60650444,536,860,267,854
2007.025,Person,0.6221153,0.29174295,0.5107971,0.23182873,0.63979924,292,511,326,901
2007.025,Person,0.598631,0.004050371,0.2298512,0.34113002,0.76719,4,230,480,1080
2007.025,Person,0.5656197,0.15375857,0.7206076,0.5856222,0.9870549,154,721,825,1390
2007.025,Person,0.54924697,0.7617958,0.9935234,0.38043067,0.7238963,762,994,536,1019
2007.025,Person,0.51618254,0.59961617,0.9912615,0.6060408,0.9824133,600,991,853,1383
2007.026,Person,0.7346747,0.31731686,0.39123818,0.78491765,0.98277026,469,579,785,983
2007.026,Animal,0.6031616,0.7751247,0.88128024,0.81718975,0.9629442,1146,1303,817,963
2007.026,Animal,0.5755114,0.35773066,0.43749347,0.7854193,0.9655554,529,647,785,966
2007.027,Person,0.79145616,0.21681589,0.7182913,0.07745668,0.8836608,78,259,35,397
2007.027,Person,0.7049886,0.42887256,0.84189314,0.2193432,0.87355155,154,303,98,392
2007.027,Animal,0.59646,0.14749075,0.8756457,0.019924177,0.8960665,53,315,9,402
2007.027,Hat,0.54802406,0.06715663,0.94134885,0.02166325,0.9696531,24,339,10,435
2007.028,Animal,0.71040606,0.7678402,0.9942467,0.49562183,0.95312124,387,501,206,396
2007.028,Person,0.69954085,0.06832944,0.23283322,0.376191,0.89093137,34,117,156,371
2007.028,Animal,0.567858,0.30457243,0.7300387,0.5478353,0.96474385,154,368,228,401
2007.029,Person,0.74547446,0.47288862,0.6241493,0.4847593,0.8992715,238,315,175,324
2007.029,Animal,0.6123227,0.15191136,0.32909352,0.39848706,0.823262,77,166,143,296
2007.029,Animal,0.59561896,0.71645814,0.81586504,0.3378166,0.47994804,361,411,122,173
2007.029,Animal,0.58555096,0.28295347,0.55450165,0.024421824,0.8223149,143,279,9,296
2007.029,Animal,0.5852729,0.25351346,0.35454893,0.7816431,0.9349157,128,179,281,337
2007.030,Person,0.83319217,0.06856302,0.97113997,0.13449419,0.97636336,25,350,63,456
2007.031,Person,0.5651179,0.30048418,0.58512527,0.3640715,0.5802071,108,211,181,288
2007.031,Person,0.55693775,0.04000013,0.47425357,0.59596723,0.9962477,14,171,296,495
2007.031,Person,0.51238215,0.7421129,0.99729735,0.39709735,0.9925832,267,359,197,493
2007.032,Animal,0.6471031,0.62753206,0.98344254,0.0014777194,0.44150653,316,496,1,168
2007.032,Animal,0.63339156,0.22747707,0.36737347,0.37134907,0.50047153,115,185,141,191
2007.032,Animal,0.6315206,0.36066186,0.47546637,0.7074671,0.81478053,182,240,270,310
2007.032,Animal,0.62493366,0.5061565,0.76945215,0.78650737,0.97561145,255,388,300,372
2007.032,Animal,0.62026525,0.48821867,0.7537167,0.65594995,0.8704026,246,380,250,332
2007.032,Person,0.61375153,0.031093001,0.3666695,0.47058642,0.96415776,16,185,179,367
2007.032,Animal,0.60112363,0.31631806,0.5230804,0.79225993,0.91441745,159,264,302,348
2007.032,Animal,0.5907394,0.33656934,0.46886644,0.2675002,0.39553308,170,236,102,151
2007.032,Animal,0.5856246,0.5416518,0.6917896,0.10095811,0.25958177,273,349,38,99
2007.032,Animal,0.58333224,0.40821198,0.52666587,0.40488616,0.5593856,206,265,154,213
2007.033,Person,0.6466055,0.11719075,0.9547031,0.35274133,0.82904583,155,1262,353,829
2007.033,Pillow,0.6408575,0.046549972,0.9953037,0.08113729,0.9210101,62,1316,81,921
2007.034,Person,0.7784026,0.20309079,0.6802768,0.38049284,0.9621935,66,220,193,488
2007.034,Person,0.7401622,0.5945872,0.9846061,0.45244285,0.9902973,193,319,229,502
2007.034,Person,0.65599835,0.002213421,0.26348028,0.52299714,0.922746,1,85,265,468
2007.034,Animal,0.5995087,0.6045025,0.9906843,0.4609871,0.9916766,196,321,234,503
2007.034,Person,0.52261764,0.5139687,0.95567495,0.010357249,0.41260946,167,310,5,209
2007.035,Person,0.7017926,0.4840614,0.9867759,0.44022438,0.9707978,174,355,243,537
2007.035,Animal,0.6970782,0.6754548,0.9868238,0.048933346,0.26059073,243,355,27,144
2007.035,Person,0.6788501,0.184667,0.5119931,0.08320566,0.35456812,66,184,46,196
2007.035,Person,0.6525242,0.018882392,0.24791585,0.10731146,0.32194462,7,89,59,178
2007.035,Person,0.6369747,0.0066866633,0.5149397,0.45972255,0.9738827,2,185,254,539
2007.035,Person,0.60374725,0.6739158,0.9787256,0.04714722,0.25358218,243,352,26,140
2007.035,Person,0.5992381,0.76717496,0.9943486,0.32236692,0.5598344,276,358,178,310
2007.035,Clothing,0.5700825,0.19004214,0.5229114,0.08089365,0.36144066,68,188,45,200
2007.036,Person,0.7567782,0.73218447,0.99238855,0.18899207,0.7515387,290,393,83,329
2007.036,Person,0.6573374,0.44845644,0.84635264,0.031410847,0.7486829,178,335,14,328
2007.036,Person,0.5265513,0.27269948,0.47883686,0.48471642,0.9113875,108,190,212,399
2007.037,Person,0.7335105,0.44186392,0.71831053,0.32104453,0.85737455,175,284,160,427
2007.037,Person,0.716855,0.12947343,0.47290885,0.025934996,0.2614455,51,187,13,130
2007.037,Person,0.5079648,0.022341868,0.53097427,0.44750795,0.9937813,9,210,223,495
2007.038,Animal,0.55773586,0.31254354,0.46324408,0.89227515,0.99537534,158,233,327,365
2007.041b,Animal,0.67298263,0.038267028,0.24344192,0.3048885,0.5541324,19,123,119,216
2007.041b,Painting,0.63958824,0.0,0.9973958,0.01676664,0.9953368,0,503,7,388
2007.041b,Animal,0.57409173,0.5586303,0.82062364,0.075752534,0.2396191,282,414,30,93
2007.042,Animal,0.60822827,0.42379865,0.5872182,0.83341694,0.9949617,214,296,308,368
2007.042,Animal,0.58628947,0.0,0.16006213,0.56078464,0.8151207,0,81,207,302
2007.043,Person,0.7570167,0.27116877,0.5508938,0.15729205,0.8648987,127,258,60,329
2007.043,Person,0.7391743,0.05857493,0.25044143,0.3060876,0.8259871,27,117,116,314
2007.043,Animal,0.5909979,0.30963913,0.7784255,0.57845473,0.93720204,145,364,220,356
2007.043,Person,0.54692346,0.31955248,0.7708364,0.54089946,0.9391745,150,361,206,357
2007.044,Animal,0.73033327,0.3421669,0.9650164,0.0071824268,0.3379852,123,347,4,185
2007.044,Person,0.68608207,0.25749055,0.7334945,0.3447779,0.9075407,93,264,189,497
2007.044,Person,0.67845833,0.007509919,0.35537723,0.33940947,0.8990539,3,128,186,493
2007.044,Animal,0.58392143,0.015264056,0.99501437,0.25212386,0.96610665,5,358,138,529
2007.045,Building,0.7018243,0.00022039388,0.3939755,0.42681873,0.8421316,0,199,151,297
2007.045,Building,0.6392598,0.36989346,0.6093379,0.6034104,0.81732315,186,307,213,289
2007.045,Building,0.621227,0.6567763,0.98471874,0.3311781,0.92265224,331,496,117,326
2007.046,Animal,0.610196,0.1417111,0.21744208,0.655203,0.8195904,71,110,244,305
2007.046,Castle,0.5210158,0.0035276397,0.9927415,0.0501271,0.8133461,2,500,19,303
