accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1971.018,Person,0.61037564,0.32892305,0.90571755,0.26875558,0.82768035,288,793,335,1031
1971.021,Person,0.8592688,0.46412385,0.7973997,0.2682137,0.86481875,464,797,415,1340
1971.021,Hat,0.8010472,0.5105784,0.6836803,0.27124247,0.3512551,511,684,420,544
1971.021,Footwear,0.67404014,0.595603,0.70012444,0.7993179,0.8907382,596,700,1238,1380
1971.022,Picture frame,0.95193994,0.2722069,0.7782159,0.0532701,0.9490826,407,1164,53,949
1971.023,Picture frame,0.60665077,0.020581065,0.97743464,0.045916777,0.91004056,33,1564,46,910
1971.023,Building,0.6066236,0.14603053,0.2703096,0.43987456,0.6027586,234,432,440,603
1971.023,Building,0.5763056,0.2289287,0.9515191,0.3008845,0.69460624,366,1522,301,695
1971.024,Person,0.77192473,0.21773493,0.6821621,0.19650614,0.8347075,218,682,301,1278
1971.024,Luggage & bags,0.53559005,0.5639577,0.7150309,0.31438807,0.5923225,564,715,481,907
1971.025,Person,0.7006781,0.28731126,0.6930972,0.28372923,0.68368244,287,693,341,822
1971.025,Clothing,0.56327116,0.28695688,0.68031126,0.42749476,0.6752133,287,680,514,812
1971.026,Picture frame,0.5055155,0.049391832,0.970685,0.043711647,0.9501254,73,1438,44,949
1971.027,Animal,0.6036575,0.75419635,0.84927493,0.52618235,0.7459557,1028,1158,526,745
1971.027,Animal,0.5980135,0.24493872,0.3803041,0.0278363,0.1434667,334,518,28,143
1971.027,Person,0.5587862,0.68202806,0.75394493,0.5044555,0.7217416,930,1028,504,721
1971.027,Person,0.5261861,0.641321,0.82946473,0.011789363,0.14143763,874,1131,12,141
1971.027,Person,0.5097082,0.5396632,0.64938414,0.5383196,0.7167199,736,885,538,716
1971.028,Person,0.61130583,0.44737685,0.5356066,0.3828305,0.56483465,447,535,521,768
1971.028,Person,0.59869045,0.39395103,0.48366663,0.4753121,0.65049034,394,483,646,885
1971.028,Person,0.5867029,0.22656767,0.4323094,0.43642223,0.65398055,226,432,594,889
1971.028,Person,0.5801107,0.51646286,0.6365846,0.42477658,0.5881812,516,636,578,800
1971.028,Person,0.520411,0.6402375,0.7217393,0.3411038,0.5061261,640,721,464,688
1971.028,Person,0.5073544,0.709495,0.80468386,0.33855912,0.5200565,709,804,460,707
1971.029,Person,0.7329789,0.85910195,0.984979,0.4881954,0.7997909,1078,1236,488,800
1971.029,Person,0.7320354,0.39352512,0.5304023,0.4833461,0.7855916,494,666,483,786
1971.029,Person,0.7280776,0.50447214,0.7308697,0.5938315,0.8012424,633,917,594,801
1971.029,Person,0.7186093,0.7754557,0.85857934,0.50640374,0.7609474,973,1078,506,761
1971.029,Person,0.70568395,0.02149886,0.11621816,0.44821084,0.80822974,27,146,448,808
1971.029,Person,0.6756492,0.13196518,0.32728675,0.5990838,0.84982115,166,411,599,850
1971.029,Person,0.6285564,0.57751256,0.9517637,0.74958616,0.873897,725,1194,750,874
1971.029,Animal,0.62618375,0.6584577,0.7926976,0.5902801,0.7747732,826,995,590,775
1971.029,Person,0.62205905,0.20889138,0.2992951,0.4374151,0.6193593,262,376,437,619
1971.029,Animal,0.61772805,0.54525214,0.92951137,0.74491984,0.872758,684,1167,745,873
1971.032,Animal,0.7380636,0.09144329,0.4157177,0.4404033,0.7501007,118,534,440,750
1971.032,Animal,0.6997109,0.20147426,0.49477476,0.694402,0.8679106,259,636,694,868
1971.032,Packaged goods,0.68588376,0.004572255,0.9756976,0.060746104,0.9559827,6,1254,61,956
1971.032,Animal,0.67952573,0.5603219,0.95538396,0.41231027,0.6723458,720,1228,412,672
