accession_number,mid,description,score,topicality
1971.018,/m/0jjw,Art,0.8629343,0.8629343
1971.018,/m/0244x1,Gesture,0.85260487,0.85260487
1971.018,/m/05qdh,Painting,0.7951955,0.7951955
1971.018,/m/062581,Sleeve,0.78429055,0.78429055
1971.018,/m/01kr8f,Illustration,0.7277838,0.7277838
1971.018,/m/02csf,Drawing,0.7125527,0.7125527
1971.018,/m/0p9xx,Visual arts,0.7002414,0.7002414
1971.018,/m/02h7lkt,Fictional character,0.6802532,0.6802532
1971.018,/m/0641k,Paper,0.66204166,0.66204166
1971.018,/m/02xlf,Fiction,0.6525112,0.6525112
1971.021,/m/05s2s,Plant,0.9568181,0.9568181
1971.021,/m/02dl1y,Hat,0.8581691,0.8581691
1971.021,/m/0jjw,Art,0.8058248,0.8058248
1971.021,/m/03r_vp,Adaptation,0.7919785,0.7919785
1971.021,/m/025s3q0,Landscape,0.7512853,0.7512853
1971.021,/m/08v4gh,Vintage clothing,0.7423621,0.7423621
1971.021,/m/07_gml,Working animal,0.7227864,0.7227864
1971.021,/m/05qdh,Painting,0.68391055,0.68391055
1971.021,/m/0p9xx,Visual arts,0.64848626,0.64848626
1971.021,/m/01kr8f,Illustration,0.6450339,0.6450339
1971.022,/m/03q69,Hair,0.9845214,0.9845214
1971.022,/m/04hgtk,Head,0.97351,0.97351
1971.022,/m/06z37_,Picture frame,0.9617458,0.9617458
1971.022,/m/014sv8,Eye,0.9354849,0.9354849
1971.022,/m/02p0tk3,Human body,0.8868682,0.8868682
1971.022,/m/0j62f,Rectangle,0.8853296,0.8853296
1971.022,/m/083vt,Wood,0.8662304,0.8662304
1971.022,/m/0jjw,Art,0.82762074,0.82762074
1971.022,/m/0ds5b,Facial hair,0.7301011,0.7301011
1971.022,/m/02skpt,Artifact,0.68962735,0.68962735
1971.023,/m/0cgh4,Building,0.8634188,0.8634188
1971.023,/m/0jjw,Art,0.7789325,0.7789325
1971.023,/m/01x314,Facade,0.7307428,0.7307428
1971.023,/m/05qdh,Painting,0.7053446,0.7053446
1971.023,/m/0j62f,Rectangle,0.69403595,0.69403595
1971.023,/m/0dpvm,Arch,0.67930925,0.67930925
1971.023,/m/01kr8f,Illustration,0.6786948,0.6786948
1971.023,/m/03g3w,History,0.6739139,0.6739139
1971.023,/m/065zs54,Holy places,0.67315257,0.67315257
1971.023,/m/0p9xx,Visual arts,0.6689873,0.6689873
1971.024,/m/0244x1,Gesture,0.8525013,0.8525013
1971.024,/m/05s2s,Plant,0.84389234,0.84389234
1971.024,/m/0jjw,Art,0.83925575,0.83925575
1971.024,/m/062581,Sleeve,0.82187015,0.82187015
1971.024,/m/05qdh,Painting,0.7813693,0.7813693
1971.024,/m/0133pl,Victorian fashion,0.77376014,0.77376014
1971.024,/m/04s5jq,Costume design,0.74706936,0.74706936
1971.024,/m/03qkynf,Fontange,0.7443985,0.7443985
1971.024,/m/08v4gh,Vintage clothing,0.72315997,0.72315997
1971.024,/m/02qqd4n,Fashion design,0.7176059,0.7176059
1971.025,/m/062581,Sleeve,0.8693225,0.8693225
1971.025,/m/0jjw,Art,0.81842595,0.81842595
1971.025,/m/091410,Collar,0.7641033,0.7641033
1971.025,/m/08v4gh,Vintage clothing,0.7019386,0.7019386
1971.025,/m/0j62f,Rectangle,0.69469154,0.69469154
1971.025,/m/01kr8f,Illustration,0.6924183,0.6924183
1971.025,/m/0bt_c3,Book,0.6848627,0.6848627
1971.025,/m/0h8p59j,Paper product,0.6763775,0.6763775
1971.025,/m/03g3w,History,0.6690786,0.6690786
1971.025,/m/0641k,Paper,0.6519242,0.6519242
1971.026,/m/0jjw,Art,0.79777265,0.79777265
1971.026,/m/05qdh,Painting,0.79406667,0.79406667
1971.026,/m/019jd,Boat,0.7493139,0.7493139
1971.026,/m/07yv9,Vehicle,0.74909204,0.74909204
1971.026,/m/083vt,Wood,0.74807817,0.74807817
1971.026,/m/02csf,Drawing,0.70800364,0.70800364
1971.026,/m/0p9xx,Visual arts,0.6634974,0.6634974
1971.026,/m/01kr8f,Illustration,0.6622113,0.6622113
1971.026,/m/03g3w,History,0.62985563,0.62985563
1971.026,/m/07glzq,Sketch,0.61500734,0.61500734
1971.027,/m/0dgw9r,Human,0.8910307,0.8910307
1971.027,/m/01bwr,Botany,0.8787866,0.8787866
1971.027,/m/0dnr7,Textile,0.87812024,0.87812024
1971.027,/m/05nnm,Organism,0.87062305,0.87062305
1971.027,/m/0jjw,Art,0.823085,0.823085
1971.027,/m/05qdh,Painting,0.8079784,0.8079784
1971.027,/m/03gq5hm,Font,0.7515015,0.7515015
1971.027,/m/01kr8f,Illustration,0.72555214,0.72555214
1971.027,/m/0p9xx,Visual arts,0.70235646,0.70235646
1971.027,/m/03g3w,History,0.6859525,0.6859525
1971.028,/m/05nnm,Organism,0.8588431,0.8588431
1971.028,/m/0jjw,Art,0.8203257,0.8203257
1971.028,/m/03gq5hm,Font,0.7290436,0.7290436
1971.028,/m/01kr8f,Illustration,0.6953827,0.6953827
1971.028,/m/05qdh,Painting,0.6853682,0.6853682
1971.028,/m/02csf,Drawing,0.68443173,0.68443173
1971.028,/m/0p9xx,Visual arts,0.6765602,0.6765602
1971.028,/m/03g3w,History,0.6697581,0.6697581
1971.028,/m/065zs54,Holy places,0.6668649,0.6668649
1971.028,/m/0bp7w,Printmaking,0.6494949,0.6494949
1971.029,/m/05qdh,Painting,0.82071257,0.82071257
1971.029,/m/0jjw,Art,0.8155181,0.8155181
1971.029,/m/07j7r,Tree,0.76583636,0.76583636
1971.029,/m/01kr8f,Illustration,0.72476876,0.72476876
1971.029,/m/02csf,Drawing,0.69373614,0.69373614
1971.029,/m/0p9xx,Visual arts,0.6934756,0.6934756
1971.029,/m/03g3w,History,0.68190557,0.68190557
1971.029,/m/036jvk,Stock photography,0.66314155,0.66314155
1971.029,/m/04zhd,Mythology,0.63330424,0.63330424
1971.029,/m/07pltdk,Pole,0.6288547,0.6288547
1971.030,/m/01bwr,Botany,0.8733625,0.8733625
1971.030,/m/07j7r,Tree,0.831699,0.831699
1971.030,/m/083vt,Wood,0.821169,0.821169
1971.030,/m/0jjw,Art,0.81044155,0.81044155
1971.030,/m/0j62f,Rectangle,0.80738187,0.80738187
1971.030,/m/03r_vp,Adaptation,0.7927277,0.7927277
1971.030,/m/05qdh,Painting,0.74238527,0.74238527
1971.030,/m/03gq5hm,Font,0.71048343,0.71048343
1971.030,/m/01kr8f,Illustration,0.7001706,0.7001706
1971.030,/m/0p9xx,Visual arts,0.695897,0.695897
1971.032,/m/05qdh,Painting,0.8309495,0.8309495
1971.032,/m/0jjw,Art,0.8279901,0.8279901
1971.032,/m/0bm9sv0,Masai lion,0.7990713,0.7990713
1971.032,/m/083vt,Wood,0.77951336,0.77951336
1971.032,/m/0cdnk,Big cats,0.778942,0.778942
1971.032,/m/07j7r,Tree,0.7715877,0.7715877
1971.032,/m/07_gml,Working animal,0.76827073,0.76827073
1971.032,/m/01kr8f,Illustration,0.74949896,0.74949896
1971.032,/m/02h7lkt,Fictional character,0.70192266,0.70192266
1971.032,/m/02csf,Drawing,0.699275,0.699275
1971.033,/m/07_gml,Working animal,0.85879934,0.85879934
1971.033,/m/0jjw,Art,0.76164156,0.76164156
1971.033,/m/03g3w,History,0.68888235,0.68888235
1971.033,/m/036jvk,Stock photography,0.6565211,0.6565211
1971.033,/m/08v4gh,Vintage clothing,0.65323085,0.65323085
1971.033,/m/01kr8f,Illustration,0.6502243,0.6502243
1971.033,/m/0h8p59j,Paper product,0.64137834,0.64137834
1971.033,/m/0j62f,Rectangle,0.62508225,0.62508225
1971.033,/m/05qdh,Painting,0.6206834,0.6206834
1971.033,/m/01ys2s,Antique,0.60835296,0.60835296
1971.035,/m/03psdn,Mast,0.8430187,0.8430187
1971.035,/m/03scnj,Line,0.8165661,0.8165661
1971.035,/m/05qdh,Painting,0.8046403,0.8046403
1971.035,/m/019jd,Boat,0.78431624,0.78431624
1971.035,/m/0jjw,Art,0.7825406,0.7825406
1971.035,/m/01kr8f,Illustration,0.715095,0.715095
1971.035,/m/02csf,Drawing,0.7116847,0.7116847
