accession_number,locale,description,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1971.018,und,"日時
②",0.15657142857142858,0.88,0.06019261637239166,0.2985553772070626,137,770,75,372
1971.018,,日,0.19428571428571428,0.15885714285714286,0.21910112359550563,0.23515248796147672,170,139,273,293
1971.018,,時,0.19428571428571428,0.15885714285714286,0.27287319422150885,0.2985553772070626,170,139,340,372
1971.018,,②,0.7302857142857143,0.88,0.06581059390048154,0.11316211878009631,639,770,82,141
1971.021,en,"Gilbert Game
THE FORAGER
COPYRIGHTED
THE SOUTHERN ART FUBLIENING CO",0.179,0.957,0.9328599096191091,0.9857972885732731,179,957,1445,1527
1971.021,,Gilbert,0.179,0.246,0.9360877985797289,0.9541639767591995,179,246,1450,1478
1971.021,,Game,0.251,0.306,0.934151065203357,0.9522272433828276,251,306,1447,1475
1971.021,,THE,0.482,0.5,0.9819238218205294,0.9857972885732731,482,500,1521,1527
1971.021,,FORAGER,0.506,0.551,0.9819238218205294,0.9857972885732731,506,551,1521,1527
1971.021,,COPYRIGHTED,0.875,0.913,0.9567462879276953,0.960619754680439,875,913,1482,1488
1971.021,,THE,0.855,0.865,0.9625564880568108,0.9651387992253067,855,865,1491,1495
1971.021,,SOUTHERN,0.868,0.897,0.9625564880568108,0.9651387992253067,868,897,1491,1495
1971.021,,ART,0.9,0.911,0.9625564880568108,0.9651387992253067,900,911,1491,1495
1971.021,,FUBLIENING,0.914,0.947,0.9625564880568108,0.9651387992253067,914,947,1491,1495
1971.021,,CO,0.95,0.957,0.9625564880568108,0.9651387992253067,950,957,1491,1495
1971.023,it,"I. Seggio nuovo
2. Chiesa di S. Giuseppe
con-
D.D. a M. GIBERT.
3. l'Ospedaletto
4.Convento di S. Maria la nuova",0.05,0.948125,0.414,0.906,80,1517,414,906
1971.023,,I.,0.05375,0.06125,0.811,0.833,86,98,811,833
1971.023,,Seggio,0.06375,0.104375,0.811,0.838,102,167,811,838
1971.023,,nuovo,0.11375,0.15375,0.822,0.833,182,246,822,833
1971.023,,2.,0.050625,0.06125,0.829,0.852,81,98,829,852
1971.023,,Chiesa,0.06125,0.105625,0.83,0.856,98,169,830,856
1971.023,,di,0.111875,0.12625,0.834,0.857,179,202,834,857
1971.023,,S.,0.13,0.14,0.836,0.859,208,224,836,859
1971.023,,Giuseppe,0.1425,0.205625,0.837,0.864,228,329,837,864
1971.023,,con,0.5525,0.75125,0.414,0.511,884,1202,414,511
1971.023,,D.D.,0.393125,0.43125,0.841,0.864,629,690,841,864
1971.023,,a,0.43875,0.44625,0.844,0.864,702,714,844,864
1971.023,,M.,0.4525,0.47125,0.845,0.866,724,754,845,866
1971.023,,GIBERT,0.4775,0.55375,0.846,0.87,764,886,846,870
1971.023,,.,0.555625,0.5575,0.85,0.87,889,892,850,870
1971.023,,3.,0.736875,0.74875,0.854,0.877,1179,1198,854,877
1971.023,,l'Ospedaletto,0.750625,0.83875,0.854,0.881,1201,1342,854,881
1971.023,,4.Convento,0.735625,0.8025,0.877,0.898,1177,1284,877,898
1971.023,,di,0.809375,0.823125,0.881,0.899,1295,1317,881,899
1971.023,,S.,0.828125,0.83625,0.883,0.899,1325,1338,883,899
1971.023,,Maria,0.839375,0.878125,0.883,0.902,1343,1405,883,902
1971.023,,la,0.8825,0.896875,0.886,0.903,1412,1435,886,903
1971.023,,nuova,0.90375,0.946875,0.886,0.905,1446,1515,886,905
1971.024,it,"Fran. Mazzola Parmigiano dif
12
B Bossi inc..",0.111,0.921,0.0659699542782495,0.9072501632919661,111,921,101,1389
1971.024,,Fran,0.111,0.17,0.8843892880470281,0.9039843239712606,111,170,1354,1384
1971.024,,.,0.169,0.182,0.8850424559111691,0.9033311561071196,169,182,1355,1383
1971.024,,Mazzola,0.188,0.294,0.8850424559111691,0.9052906596995428,188,294,1355,1386
1971.024,,Parmigiano,0.306,0.434,0.8863487916394513,0.9065969954278249,306,434,1357,1388
1971.024,,dif,0.445,0.482,0.8883082952318746,0.9072501632919661,445,482,1360,1389
1971.024,,12,0.89,0.921,0.0659699542782495,0.07511430437622468,890,921,101,115
1971.024,,B,0.773,0.796,0.8870019595035924,0.9020248203788374,773,796,1358,1381
1971.024,,Bossi,0.806,0.861,0.8870019595035924,0.9020248203788374,806,861,1358,1381
1971.024,,inc,0.866,0.893,0.8870019595035924,0.9020248203788374,866,893,1358,1381
1971.024,,..,0.891,0.907,0.8870019595035924,0.9020248203788374,891,907,1358,1381
1971.025,it,"Gint Galli
Franse Stipe Silinn 1827
BARONE VINCENZIO MISTRALI
di Parma
Lampeggia
il volto.
Del sentir vivacissimo.
Che sta nell'alma accolto.",0.277,0.776,0.6267664172901081,0.8927680798004988,277,776,754,1074
1971.025,,Gint,0.32,0.344,0.6267664172901081,0.656691604322527,320,344,754,790
1971.025,,Galli,0.348,0.379,0.6367414796342478,0.6691604322527016,348,379,766,805
1971.025,,Franse,0.642,0.683,0.683291770573566,0.684123025768911,642,683,822,823
1971.025,,Stipe,0.678,0.715,0.6716541978387365,0.6741479634247715,678,715,808,811
1971.025,,Silinn,0.707,0.748,0.6616791354945969,0.6633416458852868,707,748,796,798
1971.025,,1827,0.746,0.776,0.6500415627597672,0.6541978387364921,746,776,782,787
1971.025,,BARONE,0.277,0.396,0.7339983374896093,0.7464671654197839,277,396,883,898
1971.025,,VINCENZIO,0.414,0.579,0.7315045719035744,0.743142144638404,414,579,880,894
1971.025,,MISTRALI,0.596,0.751,0.7281795511221946,0.7406483790523691,596,751,876,891
1971.025,,di,0.448,0.477,0.7581047381546134,0.7772236076475478,448,477,912,935
1971.025,,Parma,0.487,0.574,0.7581047381546134,0.7763923524522028,487,574,912,934
1971.025,,Lampeggia,0.456,0.582,0.8262676641729011,0.8561928512053201,456,582,994,1030
1971.025,,il,0.589,0.61,0.8312551953449709,0.8437240232751455,589,610,1000,1015
1971.025,,volto,0.613,0.665,0.828761429758936,0.8387364921030757,613,665,997,1009
1971.025,,.,0.662,0.676,0.8254364089775561,0.8387364921030757,662,676,993,1009
1971.025,,Del,0.393,0.433,0.8553615960099751,0.8719866999168745,393,433,1029,1049
1971.025,,sentir,0.434,0.504,0.8545303408146301,0.8711554447215295,434,504,1028,1048
1971.025,,vivacissimo,0.51,0.644,0.8536990856192851,0.8694929343308395,510,644,1027,1046
1971.025,,.,0.642,0.655,0.8520365752285952,0.8686616791354946,642,655,1025,1045
1971.025,,Che,0.398,0.434,0.8778054862842892,0.8919368246051538,398,434,1056,1073
1971.025,,sta,0.44,0.474,0.8769742310889443,0.8911055694098088,440,474,1055,1072
1971.025,,nell'alma,0.48,0.594,0.8761429758935994,0.8877805486284289,480,594,1054,1068
1971.025,,accolto,0.602,0.667,0.8728179551122195,0.8861180382377389,602,667,1050,1066
1971.025,,.,0.664,0.675,0.8719866999168745,0.8861180382377389,664,675,1049,1066
1971.026,la,"Montaigne fecit
Morin ex.Cum Priuil, Re.",0.06684672518568535,0.8980418636056718,0.8888888888888888,0.928928928928929,99,1330,888,928
1971.026,,Montaigne,0.06684672518568535,0.15530047265361244,0.8888888888888888,0.908908908908909,99,230,888,908
1971.026,,fecit,0.1586765698852127,0.19108710330857528,0.8898898898898899,0.908908908908909,235,283,889,908
1971.026,,Morin,0.6934503713706954,0.7434166103983795,0.9049049049049049,0.9219219219219219,1027,1101,904,921
1971.026,,ex.Cum,0.7515192437542201,0.8055367994598245,0.9079079079079079,0.923923923923924,1113,1193,907,923
1971.026,,Priuil,0.8143146522619852,0.8642808912896691,0.9099099099099099,0.9269269269269269,1206,1280,909,926
1971.026,,",",0.8622552329507089,0.8669817690749494,0.9129129129129129,0.9269269269269269,1277,1284,912,926
1971.026,,Re,0.8717083051991897,0.8906144496961512,0.9129129129129129,0.9279279279279279,1291,1319,912,927
1971.026,,.,0.8933153274814315,0.8980418636056718,0.913913913913914,0.9279279279279279,1323,1330,913,927
1971.027,la,"Capera Aprili Lucinia
6 Μαιο
euoluere
cantus
quos repetit: Nymphe dum sertula nectunt
Rent",0.33088774761555395,0.6713132795304475,0.8678678678678678,0.955955955955956,451,915,867,955
1971.027,,Capera,0.34702861335289803,0.40058694057226707,0.8808808808808809,0.9079079079079079,473,546,880,907
1971.027,,Aprili,0.4159941305942773,0.4644167278063096,0.8758758758758759,0.9039039039039038,567,633,875,903
1971.027,,Lucinia,0.47542186353631694,0.5275128393250184,0.8718718718718719,0.8988988988988988,648,719,871,898
1971.027,,6,0.33235509904622157,0.334556126192223,0.9119119119119119,0.9259259259259259,453,456,911,925
1971.027,,Μαιο,0.3448275862068966,0.37784299339691857,0.9109109109109109,0.9269269269269269,470,515,910,926
1971.027,,euoluere,0.5517241379310345,0.6038151137197358,0.8858858858858859,0.8968968968968969,752,823,885,896
1971.027,,cantus,0.6177549523110785,0.6595744680851063,0.8868868868868869,0.8958958958958959,842,899,886,895
1971.027,,quos,0.39398385913426265,0.4218635363169479,0.9099099099099099,0.9359359359359359,537,575,909,935
1971.027,,repetit,0.42920029347028615,0.46808510638297873,0.908908908908909,0.934934934934935,585,638,908,934
1971.027,,:,0.46808510638297873,0.4761555392516508,0.9079079079079079,0.933933933933934,638,649,907,933
1971.027,,Nymphe,0.4768892149669846,0.532648569332355,0.9069069069069069,0.9319319319319319,650,726,906,931
1971.027,,dum,0.5377842993396919,0.5663976522377109,0.9059059059059059,0.9309309309309309,733,772,905,930
1971.027,,sertula,0.5774027879677183,0.6214233308877476,0.9039039039039038,0.92992992992993,787,847,903,929
1971.027,,nectunt,0.6280264123257521,0.6720469552457814,0.9019019019019019,0.9279279279279279,856,916,901,927
1971.027,,Rent,0.5539251650770359,0.5759354365370506,0.9429429429429429,0.954954954954955,755,785,942,954
1971.028,la,"XIV.
An Pontificat V.
Excel Commendatario Equiti
Fidelissimi Regis apud
Obsequentifsimus Sculptor
1 Provincia Romana. II Provincia Mediolan.
VPro German Super VI Prov Rheni Inferior
IX-Prov Bohemiae. XProv. Flandro Belg.
XIII-Prov. Lithuaniae. XIV.Pov Angliae.
XVI-Prev Franc Aquitan Lugdun Tolof Campan
Meric. Chil Novi Regni, Philipp. Paraqua.
vai
xvi
Fran Almadae de Mendoza
Aplicam Sedem Oratori
jure meritoque dicavit
III Provincia Sardin IV.Provincia Veneta
VII Pov Rhem Superior. VIII Pro-Auftria
XI-Pro Galle Belgica. XII-Prov Poloniae
XV-Pro-Lufitan Goa Malab lappen-Sin Brafil
XVII Prov Tolet Castellae, Aragon Baet Feru
XVIII Prov. Sicula, et Neapolitana.",0.15915915915915915,0.8168168168168168,0.24485294117647058,0.8661764705882353,159,816,333,1178
1971.028,,XIV,0.3763763763763764,0.3913913913913914,0.49558823529411766,0.5051470588235294,376,391,674,687
1971.028,,.,0.3933933933933934,0.3943943943943944,0.5007352941176471,0.5058823529411764,393,394,681,688
1971.028,,An,0.35135135135135137,0.37037037037037035,0.6757352941176471,0.6845588235294118,351,370,919,931
1971.028,,Pontificat,0.37537537537537535,0.44144144144144143,0.6757352941176471,0.6845588235294118,375,441,919,931
1971.028,,V.,0.44144144144144143,0.45845845845845845,0.6757352941176471,0.6845588235294118,441,458,919,931
1971.028,,Excel,0.16216216216216217,0.22022022022022023,0.75,0.7698529411764706,162,220,1020,1047
1971.028,,Commendatario,0.23323323323323322,0.3743743743743744,0.7514705882352941,0.7720588235294118,233,374,1022,1050
1971.028,,Equiti,0.3813813813813814,0.44144144144144143,0.7536764705882353,0.7735294117647059,381,441,1025,1052
1971.028,,Fidelissimi,0.1881881881881882,0.2872872872872873,0.7720588235294118,0.7926470588235294,188,287,1050,1078
1971.028,,Regis,0.3013013013013013,0.37037037037037035,0.7720588235294118,0.7919117647058823,301,370,1050,1077
