qid,label_en,author_uuid,author,author_series_ordinal,author_stated_as,author_ref1_hash,author_ref1_referenceUrl,author_ref1_retrieved_nodeId,author_ref1_retrieved_val,author_ref1_retrieved_prec
,There and Back Again: A Protein’s Tale Uncovering the Quality Control Factors Mediating Peripheral Myelin Protein 22 Trafficking,,Q88490656,1,Justin Marinko,,http://hdl.handle.net/1803/16370,,2022-04-10,
