value,label,count
Q1385450,dissertation,199
Q187685,doctoral thesis,182
Q1266946,thesis,6
Q3331189,"version, edition, or translation",2
Q7725634,literary work,2
Q20540385,literary non-fiction,2
Q571,book,2
Q1006160,gazetteer,1
Q13442814,scholarly article,1
Q36279,biography,1
