qid,label_en,description_en,instance_of_uuid,instance_of,handle_uuid,handle,handle_ref1_hash,handle_ref1_retrieved_nodeId,handle_ref1_retrieved_val,handle_ref1_retrieved_prec,full_text_available_uuid,full_text_available,full_text_available_ref1_hash,full_text_available_ref1_retrieved_nodeId,full_text_available_ref1_retrieved_val,full_text_available_ref1_retrieved_prec,published_uuid,published_nodeId,published_val,published_prec,published_ref1_hash,published_ref1_referenceUrl,published_ref1_retrieved_nodeId,published_ref1_retrieved_val,published_ref1_retrieved_prec,title_en_uuid,title_en,title_en_ref1_hash,title_en_ref1_referenceUrl,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec,language_uuid,language,language_ref1_hash,language_ref1_referenceUrl,language_ref1_retrieved_nodeId,language_ref1_retrieved_val,language_ref1_retrieved_prec,dissert_submit_to_uuid,dissert_submit_to,dissert_submit_to_ref1_hash,dissert_submit_to_ref1_referenceUrl,dissert_submit_to_ref1_retrieved_nodeId,dissert_submit_to_ref1_retrieved_val,dissert_submit_to_ref1_retrieved_prec
,"New Literacies, New Contexts? A Theoretical Definition of Reading Context",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11605,,,2022-04-08,,,http://hdl.handle.net/1803/11605,,,2022-04-08,,,,2011,,,http://hdl.handle.net/1803/11605,,2022-04-08,,,"New Literacies, New Contexts? A Theoretical Definition of Reading Context",,http://hdl.handle.net/1803/11605,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11605,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11605,,2022-04-08,
,Design and implementation of a computerized asthma management system in the pediatric emergency department,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11606,,,2022-04-08,,,http://hdl.handle.net/1803/11606,,,2022-04-08,,,,2011,,,http://hdl.handle.net/1803/11606,,2022-04-08,,,Design and implementation of a computerized asthma management system in the pediatric emergency department,,http://hdl.handle.net/1803/11606,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11606,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11606,,2022-04-08,
,Prime Time Politics:  Television News and the Visual Framing of War,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11607,,,2022-04-08,,,http://hdl.handle.net/1803/11607,,,2022-04-08,,,,2011,,,http://hdl.handle.net/1803/11607,,2022-04-08,,,Prime Time Politics:  Television News and the Visual Framing of War,,http://hdl.handle.net/1803/11607,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11607,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11607,,2022-04-08,
,"Forging the Masculine and Modern Nation: Race, Identity, and the Public Sphere in Cuba and Mexico, 1890s - 1930s",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11608,,,2022-04-08,,,http://hdl.handle.net/1803/11608,,,2022-04-08,,,,2011,,,http://hdl.handle.net/1803/11608,,2022-04-08,,,"Forging the Masculine and Modern Nation: Race, Identity, and the Public Sphere in Cuba and Mexico, 1890s - 1930s",,http://hdl.handle.net/1803/11608,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11608,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11608,,2022-04-08,
,Insert Soul Here: The Witness of Sacramental Poetics as Apocalyptic for the People,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11609,,,2022-04-08,,,http://hdl.handle.net/1803/11609,,,2022-04-08,,,,2011,,,http://hdl.handle.net/1803/11609,,2022-04-08,,,Insert Soul Here: The Witness of Sacramental Poetics as Apocalyptic for the People,,http://hdl.handle.net/1803/11609,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11609,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11609,,2022-04-08,
,EphA2 receptor tyrosine kinase in mammary gland development and breast cancer induced osteolysis,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11610,,,2022-04-08,,,http://hdl.handle.net/1803/11610,,,2022-04-08,,,,2011,,,http://hdl.handle.net/1803/11610,,2022-04-08,,,EphA2 receptor tyrosine kinase in mammary gland development and breast cancer induced osteolysis,,http://hdl.handle.net/1803/11610,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11610,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11610,,2022-04-08,
,"The application of new methods to the synthesis of constrained proline derivatives, (+)-serratezomine A, and hapalindoles A, G, I, and K",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11611,,,2022-04-08,,,http://hdl.handle.net/1803/11611,,,2022-04-08,,,,2011,,,http://hdl.handle.net/1803/11611,,2022-04-08,,,"The application of new methods to the synthesis of constrained proline derivatives, (+)-serratezomine A, and hapalindoles A, G, I, and K",,http://hdl.handle.net/1803/11611,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11611,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11611,,2022-04-08,
,A Machine Learning-Based Information Retrieval Framework for Molecular Medicine Predictive Models,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11612,,,2022-04-08,,,http://hdl.handle.net/1803/11612,,,2022-04-08,,,,2011,,,http://hdl.handle.net/1803/11612,,2022-04-08,,,A Machine Learning-Based Information Retrieval Framework for Molecular Medicine Predictive Models,,http://hdl.handle.net/1803/11612,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11612,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11612,,2022-04-08,
,Engineered microarrayed surfaces for the detection of biomolecules,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11613,,,2022-04-08,,,http://hdl.handle.net/1803/11613,,,2022-04-08,,,,2011,,,http://hdl.handle.net/1803/11613,,2022-04-08,,,Engineered microarrayed surfaces for the detection of biomolecules,,http://hdl.handle.net/1803/11613,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11613,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11613,,2022-04-08,
,“Womanish” modes of play as a cultural signification: womanist tenets and ethical development for black female human flourishing,master's thesis,,Q1907875,,http://hdl.handle.net/1803/11614,,,2022-04-08,,,http://hdl.handle.net/1803/11614,,,2022-04-08,,,,2012,,,http://hdl.handle.net/1803/11614,,2022-04-08,,,“Womanish” modes of play as a cultural signification: womanist tenets and ethical development for black female human flourishing,,http://hdl.handle.net/1803/11614,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11614,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11614,,2022-04-08,
,Corruption in higher education,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11615,,,2022-04-08,,,http://hdl.handle.net/1803/11615,,,2022-04-08,,,,2013,,,http://hdl.handle.net/1803/11615,,2022-04-08,,,Corruption in higher education,,http://hdl.handle.net/1803/11615,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11615,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11615,,2022-04-08,
,Computational Design of Protein-Ligand Interfaces Using RosettaLigand,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11616,,,2022-04-08,,,http://hdl.handle.net/1803/11616,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11616,,2022-04-08,,,Computational Design of Protein-Ligand Interfaces Using RosettaLigand,,http://hdl.handle.net/1803/11616,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11616,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11616,,2022-04-08,
,Search for dark matter and supersymmetry via vector boson fusion at the Large Hadron Collider,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11617,,,2022-04-08,,,http://hdl.handle.net/1803/11617,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11617,,2022-04-08,,,Search for dark matter and supersymmetry via vector boson fusion at the Large Hadron Collider,,http://hdl.handle.net/1803/11617,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11617,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11617,,2022-04-08,
,Effects of natural products on the activity of human topoisomerase II,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11618,,,2022-04-08,,,http://hdl.handle.net/1803/11618,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11618,,2022-04-08,,,Effects of natural products on the activity of human topoisomerase II,,http://hdl.handle.net/1803/11618,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11618,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11618,,2022-04-08,
,"Narrative Structures of Emotions in Nineteenth-Century Prose: Hoffmann, Kierkegaard, Stifter, Ebner-Eschenbach",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11619,,,2022-04-08,,,http://hdl.handle.net/1803/11619,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11619,,2022-04-08,,,,,,,,,,,,,,,,,Q29052,,http://hdl.handle.net/1803/11619,,2022-04-08,
,"Fearless Birth: A cyber-ethnographic examination of the online exchanges of linguistically 
positive and empowering birth narratives to reduce socialized childbirth fear in the United States",master's thesis,,Q1907875,,http://hdl.handle.net/1803/11620,,,2022-04-08,,,http://hdl.handle.net/1803/11620,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11620,,2022-04-08,,,"Fearless Birth: A cyber-ethnographic examination of the online exchanges of linguistically 
positive and empowering birth narratives to reduce socialized childbirth fear in the United States",,http://hdl.handle.net/1803/11620,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11620,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11620,,2022-04-08,
,The genetics of age-related macular degeneration: exploring pathway and epistatic effects,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11621,,,2022-04-08,,,http://hdl.handle.net/1803/11621,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11621,,2022-04-08,,,The genetics of age-related macular degeneration: exploring pathway and epistatic effects,,http://hdl.handle.net/1803/11621,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11621,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11621,,2022-04-08,
,Promoting School Connectedness For Adolescents Who Experience Multiple Victimization,master's thesis,,Q1907875,,http://hdl.handle.net/1803/11622,,,2022-04-08,,,http://hdl.handle.net/1803/11622,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11622,,2022-04-08,,,Promoting School Connectedness For Adolescents Who Experience Multiple Victimization,,http://hdl.handle.net/1803/11622,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11622,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11622,,2022-04-08,
,Adsorption Equilibria and Mass Transfer in Porous Adsorbents,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11623,,,2022-04-08,,,http://hdl.handle.net/1803/11623,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11623,,2022-04-08,,,Adsorption Equilibria and Mass Transfer in Porous Adsorbents,,http://hdl.handle.net/1803/11623,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11623,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11623,,2022-04-08,
,"Chiroptical Spectroscopic Studies on Surfactants, Other Aggregating Systems, and Natural Products",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11624,,,2022-04-08,,,http://hdl.handle.net/1803/11624,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11624,,2022-04-08,,,"Chiroptical Spectroscopic Studies on Surfactants, Other Aggregating Systems, and Natural Products",,http://hdl.handle.net/1803/11624,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11624,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11624,,2022-04-08,
,"An Evaluation of Safety and Health Data, with an Emphasis on Developing Performance Measures for Nuclear Chemical Facilities, Using Quantitative and Semi-quantitative Methods",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11625,,,2022-04-08,,,http://hdl.handle.net/1803/11625,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11625,,2022-04-08,,,"An Evaluation of Safety and Health Data, with an Emphasis on Developing Performance Measures for Nuclear Chemical Facilities, Using Quantitative and Semi-quantitative Methods",,http://hdl.handle.net/1803/11625,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11625,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11625,,2022-04-08,
,Advancements in MRI Temperature Map Reconstruction for Real-Time Guidance of Thermal Therapies,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11626,,,2022-04-08,,,http://hdl.handle.net/1803/11626,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11626,,2022-04-08,,,Advancements in MRI Temperature Map Reconstruction for Real-Time Guidance of Thermal Therapies,,http://hdl.handle.net/1803/11626,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11626,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11626,,2022-04-08,
,Fluorescence Lifetime Imaging of NAD(P)H Distinguishes Pathways of Metabolic Inhibition,master's thesis,,Q1907875,,http://hdl.handle.net/1803/11627,,,2022-04-08,,,http://hdl.handle.net/1803/11627,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11627,,2022-04-08,,,Fluorescence Lifetime Imaging of NAD(P)H Distinguishes Pathways of Metabolic Inhibition,,http://hdl.handle.net/1803/11627,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11627,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11627,,2022-04-08,
,Comparative Biochemical and Structural Analysis of the Alzheimer’s Disease Related Proteins: Amyloid Precursor Protein and Notch1.,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11628,,,2022-04-08,,,http://hdl.handle.net/1803/11628,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11628,,2022-04-08,,,Comparative Biochemical and Structural Analysis of the Alzheimer’s Disease Related Proteins: Amyloid Precursor Protein and Notch1.,,http://hdl.handle.net/1803/11628,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11628,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11628,,2022-04-08,
,Identification and Characterization of Neural-like Cancer Stem Cells in Salivary Adenoid Cystic Carcinoma,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11629,,,2022-04-08,,,http://hdl.handle.net/1803/11629,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11629,,2022-04-08,,,Identification and Characterization of Neural-like Cancer Stem Cells in Salivary Adenoid Cystic Carcinoma,,http://hdl.handle.net/1803/11629,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11629,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11629,,2022-04-08,
,Enhancing Light-matter Interaction in Ultrathin Films using Optical Nanostructures,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11630,,,2022-04-08,,,http://hdl.handle.net/1803/11630,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11630,,2022-04-08,,,Enhancing Light-matter Interaction in Ultrathin Films using Optical Nanostructures,,http://hdl.handle.net/1803/11630,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11630,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11630,,2022-04-08,
,Essays on Distributional Treatment Effects with Panel Data,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11631,,,2022-04-08,,,http://hdl.handle.net/1803/11631,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11631,,2022-04-08,,,Essays on Distributional Treatment Effects with Panel Data,,http://hdl.handle.net/1803/11631,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11631,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11631,,2022-04-08,
,Addressing Barriers to Clinical Implementation of Pharmacogenomics,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11632,,,2022-04-08,,,http://hdl.handle.net/1803/11632,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11632,,2022-04-08,,,Addressing Barriers to Clinical Implementation of Pharmacogenomics,,http://hdl.handle.net/1803/11632,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11632,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11632,,2022-04-08,
,An Exploration of Nurse Manager Work Activities in an Acute Care Setting,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11633,,,2022-04-08,,,http://hdl.handle.net/1803/11633,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11633,,2022-04-08,,,An Exploration of Nurse Manager Work Activities in an Acute Care Setting,,http://hdl.handle.net/1803/11633,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11633,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11633,,2022-04-08,
,BCL::SAS- Small Angle X-Ray / Neutron Scattering Profiles to Assist Protein Structure Prediction,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11634,,,2022-04-08,,,http://hdl.handle.net/1803/11634,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11634,,2022-04-08,,,BCL::SAS- Small Angle X-Ray / Neutron Scattering Profiles to Assist Protein Structure Prediction,,http://hdl.handle.net/1803/11634,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11634,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11634,,2022-04-08,
,Not Just for Pulling Chromosomes: The Role of Kinetochore-Microtubules in Enforcing Bipolarity of the Human Mitotic Spindle,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11635,,,2022-04-08,,,http://hdl.handle.net/1803/11635,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11635,,2022-04-08,,,Not Just for Pulling Chromosomes: The Role of Kinetochore-Microtubules in Enforcing Bipolarity of the Human Mitotic Spindle,,http://hdl.handle.net/1803/11635,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11635,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11635,,2022-04-08,
,Neighborhood Perceptions and Well-being across the Early Life Course,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11636,,,2022-04-08,,,http://hdl.handle.net/1803/11636,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11636,,2022-04-08,,,Neighborhood Perceptions and Well-being across the Early Life Course,,http://hdl.handle.net/1803/11636,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11636,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11636,,2022-04-08,
,"Identification of Host Factors, Including an Epithelial Cell Receptor, Responsible for Clostridium difficile TcdB-Mediated Cytotoxicity",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11637,,,2022-04-08,,,http://hdl.handle.net/1803/11637,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11637,,2022-04-08,,,"Identification of Host Factors, Including an Epithelial Cell Receptor, Responsible for Clostridium difficile TcdB-Mediated Cytotoxicity",,http://hdl.handle.net/1803/11637,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11637,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11637,,2022-04-08,
,"Archaeology of Ribeirinho Culture in the Lower Amazon Basin, 1600-1800",master's thesis,,Q1907875,,http://hdl.handle.net/1803/11638,,,2022-04-08,,,http://hdl.handle.net/1803/11638,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11638,,2022-04-08,,,"Archaeology of Ribeirinho Culture in the Lower Amazon Basin, 1600-1800",,http://hdl.handle.net/1803/11638,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11638,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11638,,2022-04-08,
,Novel Functions of the Flippase Drs2 and the Coat Protein COPI in Protein Trafficking,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11639,,,2022-04-08,,,http://hdl.handle.net/1803/11639,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11639,,2022-04-08,,,,,,,,,,Q1860,,http://hdl.handle.net/1803/11639,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11639,,2022-04-08,
,"Structural Analysis to Inform Peer Support Arrangements
for High School Students with Autism",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11640,,,2022-04-08,,,http://hdl.handle.net/1803/11640,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11640,,2022-04-08,,,"Structural Analysis to Inform Peer Support Arrangements
for High School Students with Autism",,http://hdl.handle.net/1803/11640,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11640,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11640,,2022-04-08,
,Oral Health Disparities: Children With Intellectual and Developmental Disabilities,master's thesis,,Q1907875,,http://hdl.handle.net/1803/11641,,,2022-04-08,,,http://hdl.handle.net/1803/11641,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11641,,2022-04-08,,,Oral Health Disparities: Children With Intellectual and Developmental Disabilities,,http://hdl.handle.net/1803/11641,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11641,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11641,,2022-04-08,
,"Racial and Ethnic Variation in Racial Group Identity, Psychosocial Resources, and Health",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11642,,,2022-04-08,,,http://hdl.handle.net/1803/11642,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11642,,2022-04-08,,,"Racial and Ethnic Variation in Racial Group Identity, Psychosocial Resources, and Health",,http://hdl.handle.net/1803/11642,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11642,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11642,,2022-04-08,
,Daddy's Little Girls?: An Examination of Daughters in the Hebrew Bible,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11643,,,2022-04-08,,,http://hdl.handle.net/1803/11643,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11643,,2022-04-08,,,Daddy's Little Girls?: An Examination of Daughters in the Hebrew Bible,,http://hdl.handle.net/1803/11643,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11643,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11643,,2022-04-08,
,White Privilege vs. White Invisibility and the Creation of White Fragility: How Social Normativity Negatively Impacts White Health,master's thesis,,Q1907875,,http://hdl.handle.net/1803/11644,,,2022-04-08,,,http://hdl.handle.net/1803/11644,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11644,,2022-04-08,,,White Privilege vs. White Invisibility and the Creation of White Fragility: How Social Normativity Negatively Impacts White Health,,http://hdl.handle.net/1803/11644,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11644,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11644,,2022-04-08,
,Mechanism of Enhanced Cellular Uptake and Cytosolic Retention of MK2 Inhibitory Peptide Nano-polyplexes,master's thesis,,Q1907875,,http://hdl.handle.net/1803/11645,,,2022-04-08,,,http://hdl.handle.net/1803/11645,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11645,,2022-04-08,,,Mechanism of Enhanced Cellular Uptake and Cytosolic Retention of MK2 Inhibitory Peptide Nano-polyplexes,,http://hdl.handle.net/1803/11645,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11645,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11645,,2022-04-08,
,Optical imaging of cell cycle-driven tumor heterogeneity,master's thesis,,Q1907875,,http://hdl.handle.net/1803/11646,,,2022-04-08,,,http://hdl.handle.net/1803/11646,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11646,,2022-04-08,,,Optical imaging of cell cycle-driven tumor heterogeneity,,http://hdl.handle.net/1803/11646,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11646,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11646,,2022-04-08,
,"Different Shades of Health: The Joint Consequences of Skin Color, Race, Gender, and Social Class in a Life Course Context",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11647,,,2022-04-08,,,http://hdl.handle.net/1803/11647,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11647,,2022-04-08,,,"Different Shades of Health: The Joint Consequences of Skin Color, Race, Gender, and Social Class in a Life Course Context",,http://hdl.handle.net/1803/11647,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11647,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11647,,2022-04-08,
,"A search for supersymmetric top quarks in CMS 8TeV data in the b/τ
 + jets + met + muon final state",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11648,,,2022-04-08,,,http://hdl.handle.net/1803/11648,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11648,,2022-04-08,,,"A search for supersymmetric top quarks in CMS 8TeV data in the b/τ
 + jets + met + muon final state",,http://hdl.handle.net/1803/11648,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11648,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11648,,2022-04-08,
,"Tense Marking in the General Kindergarten Population: 
Is there Evidence of Bimodal Distribution?",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11649,,,2022-04-08,,,http://hdl.handle.net/1803/11649,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11649,,2022-04-08,,,"Tense Marking in the General Kindergarten Population: 
Is there Evidence of Bimodal Distribution?",,http://hdl.handle.net/1803/11649,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11649,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11649,,2022-04-08,
,Examining the Effects of Parent Training on Parent-Child Interactions and Child Behavior,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11650,,,2022-04-08,,,http://hdl.handle.net/1803/11650,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11650,,2022-04-08,,,Examining the Effects of Parent Training on Parent-Child Interactions and Child Behavior,,http://hdl.handle.net/1803/11650,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11650,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11650,,2022-04-08,
,The Rho family GEF Asef2 regulates cancer cell migration by modulating Rac activation and actomyosin contractility,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11651,,,2022-04-08,,,http://hdl.handle.net/1803/11651,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11651,,2022-04-08,,,The Rho family GEF Asef2 regulates cancer cell migration by modulating Rac activation and actomyosin contractility,,http://hdl.handle.net/1803/11651,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11651,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11651,,2022-04-08,
,Intercultural Bilingual Education and Teacher Agency in Guatemala,master's thesis,,Q1907875,,http://hdl.handle.net/1803/11652,,,2022-04-08,,,http://hdl.handle.net/1803/11652,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11652,,2022-04-08,,,Intercultural Bilingual Education and Teacher Agency in Guatemala,,http://hdl.handle.net/1803/11652,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11652,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11652,,2022-04-08,
,Effects of a Caregiver-Implemented Intervention on the Motor and Communication Outcomes of Infants and Toddlers with Significant Disabilities,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/11653,,,2022-04-08,,,http://hdl.handle.net/1803/11653,,,2022-04-08,,,,2016,,,http://hdl.handle.net/1803/11653,,2022-04-08,,,Effects of a Caregiver-Implemented Intervention on the Motor and Communication Outcomes of Infants and Toddlers with Significant Disabilities,,http://hdl.handle.net/1803/11653,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/11653,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/11653,,2022-04-08,
