qid,altLabel,source
Q3098511,Gary A Polis,wikidata
Q56985334,Stacie Dusetzina,wikidata
Q80538282,Josh Billings,wikidata
Q60056621,Laura Keohane,wikidata
Q86839183,Brian Evans,wikidata
Q83568858,Ana Christina da Silva,wikidata
Q90454210,John Graves,wikidata
Q86843298,Matthew Lang,wikidata
Q83160852,Avinash Kumar,wikidata
Q86531408,David Weaver,wikidata
Q86366662,Vivien Fryd,wikidata
Q86835646,Judge Sheila Calloway,wikidata
Q86835713,Vice Chancellor Sam Glasscock,wikidata
Q86839283,Jeffry Nyman,wikidata
Q85210904,Nathan Ashby,wikidata
Q86531408,Dave Weaver,wikidata
Q56600128,Roman Lazarenko,wikidata
Q90142600,Jeff Balser,wikidata
Q73870208,Ben Hornsby,wikidata
Q63368564,Sabrina Poon,wikidata
Q5543581,George Jackson,wikidata
Q577160,Al Gore,wikidata
Q577160,"Albert A. Gore, Sr.",wikidata
Q577160,"Albert Arnold ""Al"" Gore, Sr.",wikidata
Q577160,"Albert Gore, Sr.",wikidata
Q3082238,Tinsley Randolph Harrison,wikidata
Q7831720,T. Denean Sharpley-Whiting,wikidata
Q7831720,Tracy Sharpley-Whiting,wikidata
Q41049115,David Samuels,wikidata
Q30074882,John Conley,wikidata
Q45981143,Alexandra Wright,wikidata
Q20807008,Eric Wirths Bond,wikidata
Q577160,"Albert Arnold Gore, Sr.",wikidata
Q22666021,Jonathan Michel Metzl,wikidata
Q48150715,Xiaoyong Zhang,wikidata
Q6833660,M C Questier,wikidata
Q6833660,M. C. Questier,wikidata
Q6833660,Michael C Questier,wikidata
Q6833660,Michael C. Questier,wikidata
Q29588874,Renã A S Robinson,wikidata
Q7341760,Robert Talisse,wikidata
Q36004273,Kristopher J Preacher,wikidata
Q41112458,Doug Strand,wikidata
Q41640959,Baxter P Rogers,wikidata
Q42289929,Ginger J. Lohr,wikidata
Q22096218,Nels Fredrick Solomon Ferré,wikidata
Q58086879,Daniel Morrison,wikidata
Q50204826,Jonathan Gilligan,wikidata
Q21934160,Alan Richard Brash,wikidata
Q21934160,A R Brash,wikidata
Q57430352,Benjamin Skinner,wikidata
Q56959534,Robert N S Sachdev,wikidata
Q56959534,Sachdev RNS,wikidata
Q42173663,Seva Gurevich,wikidata
Q36004273,Kristopher Preacher,wikidata
Q39050123,Jared Weis,wikidata
Q41112458,Douglas Strand,wikidata
Q41640959,Baxter Rogers,wikidata
Q42173663,Vsevolod Gurevich,wikidata
Q42351721,Bernardo Mainou,wikidata
Q42778551,Kruti Vekaria,wikidata
Q54498762,Prasad Polavarapu,wikidata
Q56995720,Tricia Thornton-Wells,wikidata
Q56992578,Paul Dux,wikidata
Q57306325,Joseph Zackular,wikidata
Q73087794,Austin Kirschner,wikidata
Q83196588,J. L. Rife,wikidata
Q86852138,Robert A Weller,wikidata
Q83260958,Ari Z. Bryen,wikidata
Q88631361,M. Blanca Piazuelo,wikidata
Q90348778,W Kimryn Rathmell,wikidata
Q90348778,W. Kimryn Rathmell,wikidata
Q91232359,S Zinkel,wikidata
Q91232359,Sandra Zinkel,wikidata
Q91232359,SS Zinkel,wikidata
Q83422301,Edward N. Wright-Rios,wikidata
Q83422301,Edward Newport Wright-Rios,wikidata
Q91232359,Sandra S Zinkel,wikidata
Q91155145,Ciara M. Shaver,wikidata
Q91155145,CM Shaver,wikidata
Q86852138,Bob Weller,wikidata
Q82786910,Jennifer Richler,wikidata
Q86844928,Prodyot Basu,wikidata
Q90348778,Kimryn Rathmell,wikidata
Q90348778,Kim Rathmell,wikidata
Q59683584,Christopher Williams,wikidata
Q59701508,Laura Daniel,wikidata
Q77016453,Meenakshi Madhur,wikidata
Q77016453,Meenakshi Swaminathan Madhur,wikidata
Q83294355,Peter L. Rousseau,wikidata
Q86852128,George Cook,wikidata
Q42932552,Karolj Mirnic,wikidata
Q86844928,P. K. Basu,wikidata
Q79275520,David Kerns,wikidata
Q59707190,Stuart Thompson,wikidata
Q83196588,Joseph L. Rife,wikidata
Q83389837,Ari Joskowicz,wikidata
Q40343193,Simon Hayward,wikidata
Q83568935,Nicole Joseph,wikidata
Q74442060,Dave McCauley,wikidata
Q74442060,David E McCauley,wikidata
Q39050075,Margaret Salisbury,wikidata
Q77512762,Maulik Patel,wikidata
Q79275865,Alan Bradshaw,wikidata
Q79347647,Barbara Bowen,wikidata
Q59677301,Laura Kennedy,wikidata
Q81724919,John J. Compton,wikidata
Q81724919,John Joseph Compton,wikidata
Q83439319,Alan Edward Wiseman,wikidata
Q57559951,Sarah Sperry,wikidata
Q83563904,Erik Carter,wikidata
Q61162084,Tina Hartert,wikidata
Q56192217,Daniel Perrien,wikidata
Q57034301,Jordan Bley,wikidata
Q86508180,Rob Campany,wikidata
Q86508180,Robert Campany,wikidata
Q86531322,B. A. Hess,wikidata
Q57647946,Olivia Veatch,wikidata
Q86835605,Larry Van Horn,wikidata
Q86835782,Trey Harwell,wikidata
Q86867878,Ian Cheah,wikidata
Q86873591,Raul Wirz,wikidata
Q86916136,Ranga Ramanujam,wikidata
Q66360692,Bunmi Olatunji,wikidata
Q91511369,Jeff Conn,wikidata
Q91511369,P. Jeffrey Conn,wikidata
Q91511605,Ben Spiller,wikidata
Q91511628,Paige Vinson,wikidata
Q91514915,Jose A. Arriola-Vigo,wikidata
Q91520129,Salam A. Kassis,wikidata
Q86839278,Victoria L Morgan,wikidata
Q88341029,Jacek Hawiger,wikidata
Q87883149,V. K. Kawai,wikidata
Q86531385,SW Fesik,wikidata
Q89149996,Richard M. Peek,wikidata
Q89355257,Raymond C. Harris,wikidata
Q90443434,Rick Belcher,wikidata
Q90443503,Evan Dingle,wikidata
Q90443509,Matt Dougherty,wikidata
Q90406471,William P Tansey,wikidata
Q91232797,Norman Chandler Hardman,wikidata
Q91232803,P. Brent Ferrell,wikidata
Q91431783,Jed Kuhn,wikidata
Q90406455,Bryan A Millis,wikidata
Q91440490,Rakesh Chandra,wikidata
Q91440490,Rick Chandra,wikidata
Q90406471,Bill Tansey,wikidata
Q90406471,WP Tansey,wikidata
Q91134026,Jordan D Berlin,wikidata
Q88341029,Jack Hawiger,wikidata
Q91232630,Jorge L Gamboa,wikidata
Q85856678,Jason Gokey,wikidata
Q89108863,B S Graham,wikidata
Q89108863,B. Graham,wikidata
Q89108863,B. S. Graham,wikidata
Q89108863,Barney S Graham,wikidata
Q89108863,Graham B,wikidata
Q89108863,Graham B.,wikidata
Q89108863,Graham B. S.,wikidata
Q89108863,Graham BS,wikidata
Q91272802,Frank M Mason,wikidata
Q86839278,V L Morgan,wikidata
Q86839278,V. L. Morgan,wikidata
Q86839278,V.L. Morgan,wikidata
Q86839278,VL Morgan,wikidata
Q86839278,Morgan VL,wikidata
Q91440633,Amy S Whigham,wikidata
Q91389206,David J Calkins,wikidata
Q48340570,Ashley A Jagar,wikidata
Q42627942,Mahesh B. Chandrasekharan,wikidata
Q37831047,Jeff Martus,wikidata
Q47982810,Aubie K Shaw,wikidata
Q64515777,Bjorn Knollmann,wikidata
Q57910893,Jennifer Lyon,wikidata
Q86952673,Alexander Langerman,wikidata
Q86836000,C. Bostick,wikidata
Q86839125,Kenny Tao,wikidata
Q86839278,Victoria Morgan,wikidata
Q42409522,Matthew Semler,wikidata
Q86624115,Alexander Gelbard,wikidata
Q37831047,Jeffrey Martus,wikidata
Q42611052,Daniel Stinner,wikidata
Q42697830,Bryan Helm,wikidata
Q42627942,Mahesh Chandrasekharan,wikidata
Q43208376,Jonathan Schoenecker,wikidata
Q48340570,Ashley Hood,wikidata
Q67482510,X O Shu,wikidata
Q67482510,Xiao Ou Shu,wikidata
Q91440542,Young Kim,wikidata
Q61104326,Stephanie Ray,wikidata
Q90443465,Chris Champion,wikidata
Q87614532,Robert J. Coffey,wikidata
Q83196598,Anand  Taneja,wikidata
Q83196562,Tiffiny Tung,wikidata
Q83450850,Hui-Xin Qi,wikidata
Q83498547,Emanuelle Oliveira,wikidata
Q83505891,Melissa Snarr,wikidata
Q83196562,Tiffiny A Tung,wikidata
Q83196562,TA Tung,wikidata
Q74595777,John Curci,wikidata
Q83196568,Gregory Melchor-Barz,wikidata
Q83196568,Greg Barz,wikidata
Q87130826,D. Borden Lacy,wikidata
Q87197202,James Sheridan Lewis,wikidata
Q83505863,"Joe E. Pennel, Jr.",wikidata
Q83505863,Joe E. Pennel,wikidata
Q82622715,Mark Wollaeger,wikidata
Q87130826,Borden Lacy,wikidata
Q87130826,DB Lacy,wikidata
Q89503711,Jonathan A Kropski,wikidata
Q88790203,Annie Blobaum,wikidata
Q89832765,James William Antoon,wikidata
Q79676819,Tracy Hunley,wikidata
Q83294373,Pedro H. C. Sant'Anna,wikidata
Q91133977,John M. Boone,wikidata
Q91134041,Joseph W. Huston,wikidata
Q91134185,Kenneth S. Babe,wikidata
Q89505792,JA Bastarache,wikidata
Q89505792,Julie Bastarache,wikidata
Q90972253,Alacia Trent Stainbrook,wikidata
Q90972253,J. Alacia Stainbrook,wikidata
Q91454996,Allison Paroskie,wikidata
Q91489943,Xiang-Hu Qu,wikidata
Q91454598,M Boothby,wikidata
Q91454598,MR Boothby,wikidata
Q89503711,Jonathan Kropski,wikidata
Q91454598,Mark R Boothby,wikidata
Q90397204,WB Cutrer,wikidata
Q90397204,Bill Cutrer,wikidata
Q91489904,Robert Carnahan,wikidata
Q85527889,Diana Carver,wikidata
Q86991848,Cindy Lybarger,wikidata
Q76807,Max Ludwig Henning Delbrück,wikidata
Q38325799,Daniel Moore,wikidata
Q41418020,Keith Wilson,wikidata
Q51329033,John McPherson,wikidata
Q38330606,Mariana N. Xavier,wikidata
Q57021138,Robert Carson,wikidata
Q60871503,Lynn Walker,wikidata
Q86634840,William Walsh,wikidata
Q82414170,Matthew Bechard,wikidata
Q90295091,John Newman,wikidata
Q91511351,Tom Bridges,wikidata
Q91489970,James Chappell,wikidata
Q57436408,Gray Jerome,wikidata
Q57436408,Jay Jerome,wikidata
Q57436408,Walter Jerome,wikidata
Q79276454,Sheng-Li Huang,wikidata
Q59687498,Lori Coburn,wikidata
Q91489970,Jim Chappell,wikidata
Q42335483,Elaine Shelton,wikidata
Q62621350,Jeremy Warner,wikidata
Q57200084,Frank J. Raucci,wikidata
Q57200084,Frank Joseph Raucci,wikidata
Q57436408,W. Gray Jerome,wikidata
Q57436408,W. Gray Jerome III,wikidata
Q55459508,Jeffrey Neul,wikidata
Q64141243,Jonathan D. Casey,wikidata
Q79276454,Shengli Huang,wikidata
Q82622269,Christin Essin,wikidata
Q86835781,James Loyd,wikidata
Q85192813,Lance Riley,wikidata
Q85300248,Kira McCabe,wikidata
Q86053388,Taskin Tas,wikidata
Q90631749,Melissa Skala,wikidata
Q88063018,Ben H Park,wikidata
Q95975603,Gracie L Andrews King,wikidata
Q95975603,Gracie Andrews,wikidata
Q95975603,Gracie L Andrews,wikidata
Q95975603,Gracie L. Andrews,wikidata
Q95975603,Gracie Andrews King,wikidata
Q95975603,Gracie L. Andrews King,wikidata
Q95975603,Gracie King,wikidata
Q95975603,Gracie L King,wikidata
Q95975603,Gracie L. King,wikidata
Q47185393,Harold Park,wikidata
Q59748435,Jennifer Andrews,wikidata
Q66829115,Jill Fisher,wikidata
Q73348631,Michael Thompson,wikidata
Q59686177,Charles Robbins,wikidata
Q74886885,Ege Kavalali,wikidata
Q59703871,David Sutterer,wikidata
Q103362528,Cassy Dorff,wikidata
Q74886885,Ege Taner Kavalali,wikidata
Q71596727,Ronald Emeson,wikidata
Q83422246,Peter Allan Lorge,wikidata
Q83422230,Yoshi Igarashi,wikidata
Q88144488,C Schneider,wikidata
Q91536407,Kristin Poole O'Grady,wikidata
Q83268577,David Wasserstein,wikidata
Q97398056,Susie Adams,wikidata
Q50783851,Lisa Fazio,wikidata
Q60058145,Jessica Moore,wikidata
Q60227478,William Spencer,wikidata
Q61112722,Lauren Samuels,wikidata
Q58123352,Nina G Bozhanova,wikidata
Q54247652,Edward Hubbard,wikidata
Q57321512,FATIMA BOSCH,wikidata
Q41789854,Nathan Schley,wikidata
Q47234037,Christine Konradi,wikidata
Q96400978,Philip Walker,wikidata
Q41551876,Layton Smith,wikidata
Q42609948,Anna Crecelius-vitz,wikidata
Q45912654,Bram Zandbelt,wikidata
Q45908799,Marcelo Baldo,wikidata
Q79275788,Galen Lenhert,wikidata
Q61112722,Lauren Ruth Samuels,wikidata
Q58123352,Nina Georgiyevna Bozhanova,wikidata
Q54247652,Edward Michael Hubbard,wikidata
Q82683894,Christine Lovly,wikidata
Q82683894,Christine M. Lovly,wikidata
Q83505958,Ed Farley,wikidata
Q83546370,Connie Heard,wikidata
Q55079921,Daniel Polley,wikidata
Q55117836,Alaina Willet,wikidata
Q55205451,Matías Möller,wikidata
Q57005155,Jutta Mayer,wikidata
Q57320476,Fiona Yull,wikidata
Q58796891,Michael Reddish,wikidata
Q60430588,Amber Simpson,wikidata
Q71596727,Ron Emeson,wikidata
Q278804,"Paul ""Bear"" Bryant",wikidata
Q278804,Paul Bryant,wikidata
Q278804,Paul William Bryant,wikidata
Q714162,John Lawrence Seigenthaler,wikidata
Q3710509,Hsia Tao-hsing,wikidata
Q3710509,Xia Daoxing,wikidata
Q5026565,Camilla Persson Benbow,wikidata
Q5709784,Helmut W. Smith,wikidata
Q4734737,Talat Alp Ikizler,wikidata
Q4734737,T. Alp Ikizler,wikidata
Q4734737,TA Ikizler,wikidata
Q5026565,Camilla P. Benbow,wikidata
Q81012309,George H. Crossley,wikidata
Q74470595,Ahmet Umar,wikidata
Q86634837,L. Dupree Hatch,wikidata
Q86634837,L. Dupree Hatch III,wikidata
Q88032277,James W. Thomas,wikidata
Q91133440,David Mitchell Dantzler,wikidata
Q91133612,G. Christian Friesinger,wikidata
Q91133668,Harley  E. Odom,wikidata
Q91133695,Henry S. Jennings,wikidata
Q91486518,Mhd Wael Alrifai,wikidata
Q91486518,Muhammad Wael Alrefai,wikidata
Q91486606,Nicholas S. D. Higby,wikidata
Q91133566,EJ Phillips,wikidata
Q83364059,Benjamin Tamber-Rosenau,wikidata
Q83777387,Juan Giménez-Bastida,wikidata
Q91133646,GR Bernard,wikidata
Q85270153,Maribeth Nicholson,wikidata
Q85200734,Nicholas Sisco,wikidata
Q85412377,Katarzyna Steinka-Fry,wikidata
Q85268252,Geoffrey Li,wikidata
Q86546508,Rakesh Vekariya,wikidata
Q86635292,Virginia Salo,wikidata
Q86989012,Alexandra Blee,wikidata
Q93333878,Kara Siegrist,wikidata
Q95647761,Iuliia Gilchuk,wikidata
Q96196490,Kashif Andrew Graham,wikidata
Q91536874,Daniel Starnes,wikidata
Q91537235,Reagan Leverett,wikidata
Q59626497,Thomas Abernethy,wikidata
Q63373440,Elizabeth Lawrence,wikidata
Q9337045,Simon Daniel White Collier,wikidata
Q62706685,W. Luo,wikidata
Q61275286,Edwin Trevathan,wikidata
Q51647164,Susan Guttentag,wikidata
Q59696880,Lindsay Meyers,wikidata
Q74470595,Umar AS,wikidata
Q91537423,Elizabeth Snyder,wikidata
Q62010173,Calvin Miller,wikidata
Q73166688,Groth C,wikidata
Q59529897,Mark Oxley,wikidata
Q58175823,Jennifer H Wisecaver,wikidata
Q59626497,Thomas P. Abernethy,wikidata
Q59687547,Jamie Dwyer,wikidata
Q62010173,C F Miller,wikidata
Q62010173,C. F. Miller,wikidata
Q62010173,C.F. Miller,wikidata
Q62010173,Calvin F Miller,wikidata
Q62068058,Larry Rolen,wikidata
Q62634576,Peter A Krenkel,wikidata
Q62634576,Peter Krenkel,wikidata
Q63199306,W. E. Garrey,wikidata
Q63199306,Walter Eugene Garrey,wikidata
Q63199306,Walter Garrey,wikidata
Q63443422,"Murray, Richard A. (Richard Allen), 1973-",wikidata
Q63443422,Richard A. Murray,wikidata
Q63443422,Richard Allen Murray,wikidata
Q83184083,Piotr Kowalski,wikidata
Q71850074,Jacobus Johannes Hamman,wikidata
Q42872723,Evan Brittain,wikidata
Q60325769,Linda Zhang,wikidata
Q91133446,David Haas,wikidata
Q61108096,DM Aronoff,wikidata
Q61108096,David Aronoff,wikidata
Q61158645,Jaime Castrellon,wikidata
Q62010173,CF Miller,wikidata
Q67222653,Grover Miller,wikidata
Q4758596,Andrew W. Sledd,wikidata
Q4758596,Andrew Warren Sledd,wikidata
Q4910564,William Paxson Purcell III,wikidata
Q5916340,Houston Alfred Baker Jr.,wikidata
Q5916340,Houston Baker,wikidata
Q6489917,Larry Bartels,wikidata
Q16030377,Milton Wylie Humphreys,wikidata
Q18619149,Laurie Benton,wikidata
Q27342945,Constantino Enrique Pupo-Walker,wikidata
Q42741762,Joseph Lambert,wikidata
Q40670042,Steve Baskauf,wikidata
Q40670042,Steven J Baskauf,wikidata
Q40670042,Steven James Baskauf,wikidata
Q42327204,Scott Aikin,wikidata
Q5424002,F Peter Guengerich,wikidata
Q4749053,A.-J. Levine,wikidata
Q42230281,Christoph Lehmann,wikidata
Q7178862,P Castelnuovo-Tedesco,wikidata
Q56468390,John Jeffrey Reese,wikidata
Q18619149,Lauren A. Benton,wikidata
Q16192669,Daniel Fleetwood,wikidata
Q38327435,Thomas Palmeri,wikidata
Q40670042,Steven Baskauf,wikidata
Q59374212,Lynn S Fuchs,wikidata
Q59374212,Lynn S. Fuchs,wikidata
Q56590549,Kristin Burnum,wikidata
Q57451102,Joshua Clinton,wikidata
Q58156729,Corey Brady,wikidata
Q58802423,Gus Wright,wikidata
Q43167428,Charles Matthews,wikidata
Q56384161,John Bates,wikidata
Q46478044,Halambage Upul Deepthike,wikidata
Q46478044,Upul Deepthike,wikidata
Q46478044,Upul Deepthike Halambage,wikidata
Q21263231,J Burgner-Kahrs,wikidata
Q21263231,J. Burgner-Kahrs,wikidata
Q37381999,Tsuyoshi Miyagawa,wikidata
Q57001736,Jeffrey Phillips,wikidata
Q42121868,Brian McCool,wikidata
Q38639925,Marc F. Swiontkowski,wikidata
Q43167428,Charles E. Matthews,wikidata
Q43167428,Chuck Matthews,wikidata
Q54067420,J. Jeffrey Carr,wikidata
Q54067420,John Jeffrey Carr,wikidata
Q30506355,Jennifer Kearney,wikidata
Q55896660,Janet Sharkey Carpenter,wikidata
Q39796189,James Tam,wikidata
Q57107777,David P Carbone,wikidata
Q42326112,Chandra Osborn,wikidata
Q42722649,Warren Zimmer,wikidata
Q44968740,William Kovacs,wikidata
Q46410081,Gedeon Deák,wikidata
Q47632570,Marcus Weaver-Hightower,wikidata
Q48213375,Timothy Girard,wikidata
Q51575056,Josh Borycz,wikidata
Q55299623,Anita Disney,wikidata
Q55896660,Janet Carpenter,wikidata
Q56797013,Mark Stremler,wikidata
Q87365237,Hwang JK,wikidata
Q92034726,Yuxun Ren,wikidata
Q106230655,J B McClain,wikidata
Q106230655,J. B. McClain,wikidata
Q106230655,J.B. McClain,wikidata
Q106230655,Janna B McClain,wikidata
Q106230655,Janna B. McClain,wikidata
Q106230655,JB McClain,wikidata
Q59650945,Peter Denton,wikidata
Q73024857,Kevin Souza,wikidata
Q60227480,Randy Blakely,wikidata
Q57203955,N. Pol,wikidata
Q60227498,Heinrich Matthies,wikidata
Q57107777,David P. Carbone,wikidata
Q57745458,Rebecca Sappington,wikidata
Q59600008,Matthew Breyer,wikidata
Q60058557,Brett Wick,wikidata
Q61162491,Meghan Burke,wikidata
Q61827551,Robert Lee-Young,wikidata
Q86835443,G. S. Hans,wikidata
Q86835657,Judge Vince Chhabria,wikidata
Q86838449,Audrey Bowden,wikidata
Q86838449,Audrey K Ellerbee Bowden,wikidata
Q88261751,N. E. Kelso-Chichetto,wikidata
Q88261751,Natalie E. Chichetto,wikidata
Q89672806,Haley E Ramsey,wikidata
Q89674557,Melissa A Fischer,wikidata
Q89682786,Bill Eickmeier,wikidata
Q89682786,William Eickmeier,wikidata
Q89672806,Haley Ramsey,wikidata
Q86366619,Vanessa B. Beasley,wikidata
Q89672806,HE Ramsey,wikidata
Q89674557,MA Fischer,wikidata
Q89674557,Melissa Fischer,wikidata
Q89919328,John Dunning Boice,wikidata
Q86838449,Audrey Ellerbee Bowden,wikidata
Q91272871,Kevin Maurice Mitchell,wikidata
Q90244216,JM Balko,wikidata
Q86991850,Shelagh Mulvaney,wikidata
Q97398130,April Kapu,wikidata
Q97398167,Bette Moore,wikidata
Q97398139,Susie Leming-Lee,wikidata
Q6416058,Kirsten Agresta Copely,wikidata
Q42171381,Zheng Wang,wikidata
Q6186298,Jesse Ehrenfeld,wikidata
Q42171381,Wang Z,wikidata
Q29050638,Ghiorso M S,wikidata
Q57045077,Maciej Buchowski,wikidata
Q42171381,Z Wang,wikidata
Q29349820,Jennifer F. Reinganum,wikidata
Q58096459,Kevin Galloway,wikidata
Q29050638,Mark Ghiorso,wikidata
Q73800661,J-R Long,wikidata
Q45115045,J. R. Thompson,wikidata
Q45115045,J. Robert Thompson,wikidata
Q45115045,James Robert Thompson,wikidata
Q59688555,Patrick Page-McCaw,wikidata
Q29050638,Mark S Ghiorso,wikidata
Q84426485,Michael Kammer,wikidata
Q29050638,M S Ghiorso,wikidata
Q29050638,M. S. Ghiorso,wikidata
Q29050638,M.S. Ghiorso,wikidata
Q29050638,MS Ghiorso,wikidata
Q41801754,William Joseph Collins,wikidata
Q47235957,Michael Gooch,wikidata
Q47744325,Julia Phillippi,wikidata
Q59594110,Mark McClain,wikidata
Q86839208,Charles F Caskey,wikidata
Q90224128,Thomas R. Talbot,wikidata
Q91233038,Simpson Bobo Tanner,wikidata
Q91233169,W. Anderson Spickard,wikidata
Q91233189,Walter E. Smalley,wikidata
Q91233264,William Millsaps Rasberry,wikidata
Q91233269,William S. Bradham,wikidata
Q91233380,Kevin Lu,wikidata
Q91233049,Stephen Brandt,wikidata
Q5709784,Helmut Walser Smith,wikidata
Q6755615,Marc J. Hetherington,wikidata
Q6755615,Marc Joseph Hetherington,wikidata
Q16933532,Ron Schrimpf,wikidata
Q19564477,Kip Viscusi,wikidata
Q19564477,W. Viscusi,wikidata
Q51175033,John Burke,wikidata
Q29258269,Sokrates Pantelides,wikidata
Q29258269,Sokrates T. Pantelides,wikidata
Q30073151,David Parsley,wikidata
Q41044320,Carlos Lopez,wikidata
Q57305996,Christopher Smith,wikidata
Q52683245,Todd Rice,wikidata
Q59429743,Janet Macdonald,wikidata
Q41044320,Carlos Federico Lopez,wikidata
Q41457663,Haase VH,wikidata
Q41804977,Gregory Huffman,wikidata
Q59600801,Taylor Johnson,wikidata
Q16933532,Schrimpf RD,wikidata
Q57305996,CT Smith,wikidata
Q57440858,Mike Vandenbergh,wikidata
Q59535314,Lauren P. Jackson,wikidata
Q59751870,William R. Doyle,wikidata
Q59763437,J L Oster,wikidata
Q59763437,J. L. Oster,wikidata
Q59763437,J.L. Oster,wikidata
Q59763437,Jessica L Oster,wikidata
Q59763437,Jessica Oster,wikidata
Q59763437,JL Oster,wikidata
Q86839255,Paul Harris,wikidata
Q16933532,Ronald Schrimpf,wikidata
Q42859723,Timothy Cover,wikidata
Q21825573,G. F. Webb,wikidata
Q21825573,Glenn Francis Webb,wikidata
Q21825573,Glenn Webb,wikidata
Q86916143,Joe Ryan,wikidata
Q91233249,William J. Sanders,wikidata
Q56990564,Jennifer Below,wikidata
Q47005604,Hal Moses,wikidata
Q86839258,S. Duke Herrell,wikidata
Q41457663,Volker Haase,wikidata
Q52683245,TW Rice,wikidata
Q47152305,Scott Guelcher,wikidata
Q47670287,Justin Theiss,wikidata
Q21664826,William Payne,wikidata
Q97579853,Dr. James Baker,wikidata
Q98029481,Meredith Crawford,wikidata
Q37994986,Edward Saff,wikidata
Q83807387,Charles Scott,wikidata
Q21664826,William Harold Payne,wikidata
Q83807387,C E Scott,wikidata
Q83807387,Charles Edward Scott,wikidata
Q97579853,James Baker,wikidata
Q1308030,Stephen Simpson,wikidata
Q97441587,Arthur Wheeler,wikidata
Q4496064,Alice Harris,wikidata
Q88027010,A. Bapsi Chakravarthy,wikidata
Q88328556,Ben Mueller,wikidata
Q89949423,Rebecca Jerome,wikidata
Q1356567,Ernest Goodpasture,wikidata
Q90765816,Naveen Suryadevara,wikidata
Q90765816,Naveenchandra Suryadevara,wikidata
Q93222253,Stephen N. Davis,wikidata
Q96675039,Sarah Igo,wikidata
Q97441587,"Arthur P. ""Art"" Wheeler",wikidata
Q97445911,Bobby Smiley,wikidata
Q97467201,Theodore A Bancroft,wikidata
Q97467201,Theodore A. Bancroft,wikidata
Q97467201,Theodore Bancroft,wikidata
Q97467201,T A Bancroft,wikidata
Q97467201,T. A. Bancroft,wikidata
Q97467201,T.A. Bancroft,wikidata
Q97467201,T.A.Bancroft,wikidata
Q97467201,TA Bancroft,wikidata
Q20738637,Gertrude Elizabeth Smith,wikidata
Q20738637,Gertrude Elizabeth Smith Greenwood,wikidata
Q2939207,C La Vecchia,wikidata
Q2939207,La Vecchia C,wikidata
Q60729619,John C. Wahlke,wikidata
Q60729619,John Charles Wahlke,wikidata
Q18688036,Joan Morgan Murray,wikidata
Q18688036,Joan Morgan-Murray,wikidata
Q21510491,R Kral,wikidata
Q93222253,Steve Davis,wikidata
Q97441587,Art Wheeler,wikidata
Q97452163,Jack Roberts,wikidata
Q88328556,Benjamin Mueller,wikidata
Q96675039,Sara E. Igo,wikidata
Q41807942,R. V. Shchepin,wikidata
Q80460150,Thomas Wang,wikidata
Q64589693,J C Ruiz Vargas,wikidata
Q64589693,J D Ruiz Alvarez,wikidata
Q64589693,Pablo Ruiz del Arbol,wikidata
Q55089384,Emad El-Omar,wikidata
Q91477211,Andrea Reyna-Neyra,wikidata
Q102942709,Yeeyung Song,wikidata
Q102942709,Song E. Young,wikidata
Q6162630,Jason Moore,wikidata
Q91389191,John B. Bond,wikidata
Q91389198,Milam A. Brantley,wikidata
Q81440232,Michael Risner,wikidata
Q91389351,Tonia S Rex,wikidata
Q86916008,Kelly Haws,wikidata
Q5650746,Hans R. Stoll,wikidata
Q6004250,Magdalena Campos,wikidata
Q6004250,Magdalena Campos-Pons,wikidata
Q6004250,Maria Magdalena Campos Pons,wikidata
Q6004250,Maria Magdalena Campos- Pons,wikidata
Q6004250,María Magdalena Campos- Pons,wikidata
Q6004250,Maria Magdalena Campos-Pons,wikidata
Q6004250,María Magdalena Campos-Pons,wikidata
Q6166398,J.M. Bernstein,wikidata
Q6386201,"Kelly Miller Smith, Sr.",wikidata
Q8013435,W. James Booth,wikidata
Q5044455,Carol Miller Swain,wikidata
Q15994214,Egon Vitalis Biel,wikidata
Q15994214,Eugene Biel,wikidata
Q15994214,Eugene V. Biel-Bienne,wikidata
Q15994214,Eugene Vitalis Biel-Bienne,wikidata
Q15994214,Eugéne Vitalis Biel-Bienne,wikidata
Q66104961,John Oates,wikidata
Q10375239,Herculano-Houzel,wikidata
Q10375239,Herculano-Houzel S,wikidata
Q10375239,Herculano-Houzel S.,wikidata
Q10375239,S Herculano-Houzel,wikidata
Q10375239,S. Herculano-Houzel,wikidata
Q56489345,Douglas Cavener,wikidata
Q64627286,Robert Tarone,wikidata
Q45280615,Ana Carneiro,wikidata
Q66104961,"John Alexander Oates, Jr.",wikidata
Q38099117,Melissa Mallon,wikidata
Q40283949,Jeremy VanderWeele,wikidata
Q57059281,Sarah S Osmundson,wikidata
Q45280615,Ana M Carneiro,wikidata
Q45943775,Seth Bordenstein,wikidata
Q91389380,Paul Sternberg,wikidata
Q37375391,Jason Stephenson,wikidata
Q54165913,Madeleine Imogene Casad,wikidata
Q54165913,Mickey Casad,wikidata
Q45943775,SR Bordenstein,wikidata
Q56489345,Douglas R Cavener,wikidata
Q83261552,Tobias Limperg,wikidata
Q58063437,Erin S. Calipari,wikidata
Q58063437,Erin Siciliano Calipari,wikidata
Q58063437,Siciliano Calipari,wikidata
Q42305830,Kari Hoffman,wikidata
Q46761283,Edward Levine,wikidata
