qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q110920783,"Toward Minority Biblical Criticism: Framework, Contours, Dynamics",5F79CD3D-B3AA-4511-916D-CA0CC8C7052A,Tat-siong Benny Liew,2,4d20109c40a2653b133eb35cbf52cb302bcdba97,http://doi.org/10.2307/J.CTV1FX4HDX.6,fb98c804-83c8-4ca8-80e9-2574bde5de2e,2022-02-15T00:00:00Z,11
Q110920779,Religious Experience and New Materialism Movement Matters,F6A3B3C6-5020-411F-BBA4-15B12231444D,Edward Waggoner,2,f34d5b5ebc41b43ad26acd4025c36831512a7e86,http://doi.org/10.1007/978-1-137-56844-1,6e0f402e-615b-4566-a08d-3103de027fbf,2022-02-15T00:00:00Z,11
