qid,label_en,author_uuid,author,author_series_ordinal,author_stated_as,author_ref1_hash,author_ref1_referenceUrl,author_ref1_retrieved_nodeId,author_ref1_retrieved_val,author_ref1_retrieved_prec
Q110916222,Revives My Soul Again The Spirituality of Martin Luther King Jr.,E47265B8-B862-4E75-8F3E-A6E101D0B860,Q6537132,1,LEWIS V. BALDWIN,d53d739060a4a6d5803991be8f239c96e1ab3cd9,http://doi.org/10.2307/J.CTV513DS2,a66d552a-3104-4b8d-a485-4081b42c09b4,2022-02-14T00:00:00Z,11
Q110916222,Revives My Soul Again The Spirituality of Martin Luther King Jr.,B47B5B87-7DE2-4013-8D0F-5AECCAA42FAD,Q82775133,2,VICTOR ANDERSON,d53d739060a4a6d5803991be8f239c96e1ab3cd9,http://doi.org/10.2307/J.CTV513DS2,00591989-1dc2-4b67-a04d-8b658d39d433,2022-02-14T00:00:00Z,11
Q110916224,Pragmatic Naturalism and Public Theology,5ECD6865-D10A-4337-914E-C3E1FD9AEFD5,Q82775133,1,Victor Anderson,2b30de47182bad7909fc047ba9b96bfd18c49f37,http://doi.org/10.4324/9781315228907-16,da864988-6664-4fd6-ab14-c18e4478d6a6,2022-02-14T00:00:00Z,11
Q110920768,Signs and Wonders Theology After Modernity,375D4D99-8ECD-436C-A443-17B1D259A05C,Q83432379,1,Ellen T. Armour,95c35dd06489cbe588fd1ef24f4406dda4c5cfb0,http://doi.org/10.7312/ARMO17248,a81fd60d-e7dc-414f-a42b-846a04a5cecd,2022-02-15T00:00:00Z,11
Q110920769,Creation and Transcendence Theological Essays on the Divine Sublime,6DFE91BC-ADC6-49C0-9ADA-E21FF4ED0A16,Q83500325,1,Paul J. DeHart,632707eddecb8b38ae96397e966ef18f11cfa141,http://doi.org/10.5040/9780567698728,f75ae370-30f5-4c17-b361-e08315d6c86e,2022-02-15T00:00:00Z,11
Q110920770,The Origins of Black Humanism in America,33D0A544-439B-4E71-A120-3CFBC38E1E46,Q83500331,1,Juan M. Floyd-Thomas,a86221176c07454fb29cf0b73e8a9a4b6f6609b3,http://doi.org/10.1057/9780230615823,73a88036-91b2-49ef-aa73-f20ac11dad43,2022-02-15T00:00:00Z,11
Q110920771,"Just Traveling God, Leaving Home, and a Spirituality for the Road",5ECE79F8-1D8B-4C55-BD49-19CA7A0CC968,Q71850074,1,JACO J. HAMMAN,166c1bf58e9cf64495c8ea74349968d61ec41392,http://doi.org/10.2307/J.CTV1KHDP3T,adaa25d3-e6bf-4f26-83c6-b31287b60340,2022-02-15T00:00:00Z,11
Q110920772,Strangers and Friends at the Welcome Table Contemporary Christianities in the American South,F81F60FF-782D-4C99-9CA9-D16ED5ABB5CE,Q83422314,1,James Hudnut-Beumler,385da5210ddaf7c5c14244936e2b4480cf6a68a6,http://doi.org/10.5149/NORTHCAROLINA/9781469640372.001.0001,5181dc31-aa4a-4c3c-b541-bc1458c90192,2022-02-15T00:00:00Z,11
Q110920774,"In Pursuit of Purity, Unity, and Liberty Richard Baxter's Puritan Ecclesiology in Its Seventeenth-Century Context",D473C4C5-0615-4B99-ADED-91D97E4D7A11,Q53901122,1,Paul Chang-Ha Lim,cae16418c9002977d678dd0bcc63e678b9230280,http://doi.org/10.1163/9789047405214,1a2aac34-1e65-46ce-84a8-6b749eff7816,2022-02-15T00:00:00Z,11
Q110920777,Pillars of Cloud and Fire The Politics of Exodus in African American Biblical Interpretation,695C9EB6-3CAC-4612-9455-5333C44427C7,Q83505836,1,Herbert Robinson Marbury,a90b94ad64355260bd01e2acda122095e65c6e63,http://doi.org/10.18574/NYU/9781479835966.001.0001,b794b068-8606-452a-bf02-7dc45695f358,2022-02-15T00:00:00Z,11
Q110920778,The Practical Christology of Philoxenos of Mabbug,4E9BC26C-91CF-4F7C-8C72-A07ABF932495,Q83260986,1,David A. Michelson,fdd3e5acd9bd24cadf5449304c850f391337c2e2,http://doi.org/10.1093/ACPROF:OSO/9780198722960.001.0001,9a09ff63-b62b-4add-9e3e-9dbe92d9d4ec,2022-02-15T00:00:00Z,11
Q110920780,Opting for the Margins,920CC34C-913E-47A5-9274-D98F5B2AECB3,Q27643173,1,Joerg Rieger,60fc01c52d7ef5253ae86a5f7bc20285c686f4a6,http://doi.org/10.1093/019516119X.001.0001,cfca175e-b4df-4c72-b9a9-2f5cbf9e72d4,2022-02-15T00:00:00Z,11
Q110920783,"Toward Minority Biblical Criticism: Framework, Contours, Dynamics",CC3598FB-F7D0-4455-962E-8271FDC44293,Q109600229,1,Randall C. Bailey,4d20109c40a2653b133eb35cbf52cb302bcdba97,http://doi.org/10.2307/J.CTV1FX4HDX.6,64b5ab13-067e-4a2a-b55e-6cde21ad3d1c,2022-02-15T00:00:00Z,11
Q110920783,"Toward Minority Biblical Criticism: Framework, Contours, Dynamics",9CB21073-4180-472D-B963-26400CAF8AAD,Q16122562,3,Fernando F. Segovia,4d20109c40a2653b133eb35cbf52cb302bcdba97,http://doi.org/10.2307/J.CTV1FX4HDX.6,cf7c62b1-166f-4ba5-8815-c64ae1c10423,2022-02-15T00:00:00Z,11
Q110920784,"Self, Culture, and Others in Womanist Practical Theology",2D478037-06C5-4423-8304-E5F6C65BED35,Q83505887,1,Phillis Isabella Sheppard,4b4eab86e3d8a3c67c647fc8bd820aaf48205e02,http://doi.org/10.1057/9780230118027,fade7f45-1ce9-43e7-a715-b04e493f0547,2022-02-15T00:00:00Z,11
Q110920785,Ecclesiastes A New Translation with Introduction and Commentary,DEB0E044-B0BC-4F0F-811A-447349399016,Q15379207,1,C. L. Seow,b29c2bf0d3655287ec411c51542154eca1a7d309,http://doi.org/10.5040/9780300261295,76c9fe74-0b85-4918-9c9d-401f993c7395,2022-02-15T00:00:00Z,11
Q110920786,Preaching the Headlines Possibilities and Pitfalls,44E9CBC2-0275-4E94-834B-AA85068668BE,Q83505898,1,LISA L. THOMPSON,b02fba9c63f226a99160fa08608817aacf35615f,http://doi.org/10.2307/J.CTVP7D5C9,2b6a49b8-3e11-492a-95a0-c034c0c8ab06,2022-02-15T00:00:00Z,11
Q110920787,Womanist Ethics and the Cultural Production of Evil,A29526DD-6FBD-40BD-A956-7C1B25772325,Q29447340,1,Emilie M. Townes,e10c978b629ebe3883f22e9a2cafd86dc72f5239,http://doi.org/10.1057/9780230601628,222eb73b-6f24-4fcd-bf80-1a2f2c0cddce,2022-02-15T00:00:00Z,11
