qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q111731384,For the Beauty of the World: Vision and Moral Order in Martin Luther King Jr.'s World House,5F780A27-5B80-4E4C-B35A-11609B2B7A1A,Teresa Delgado,2,0bbd904f9cfd796caa60f2f196a5bb52f9fe4f5d,http://doi.org/10.2307/J.CTVFXV9J2.6,6a553f36-cb03-4f1e-8891-6a5169da76b4,2022-04-26T00:00:00Z,11
Q111731410,Reformed Theology in North America,B8FF82B1-7A09-430D-9D20-B346DD618A57,Drew Martin,2,a7116a23beb2f6dda3cc273a8fc7e078bb478538,http://doi.org/10.1093/OXFORDHB/9780198723912.013.10,e5b88584-232e-434f-a979-61e111968b05,2022-04-26T00:00:00Z,11
Q111731428,Working with environmental economists,ADE23B23-D340-4A20-A890-22D289297547,Annika Rieger,1,8bb08a0b0163c8b28040a2e2a5d2f909c2ec65e6,http://doi.org/10.5040/9780567675187.0013,d55ce22c-3c9a-4d2c-b897-4ee9300a9220,2022-04-26T00:00:00Z,11
