qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q111083718,Between Philosophy and Theology Contemporary Interpretations of Christianity,C58AC169-996D-4E62-84A5-524102F44F3F,Christophe Brabant,1,98e26f2e52211511f699150caa430b131b0ef8de,http://doi.org/10.4324/9781315261676,9622f8de-3f17-4af9-aa10-b86524de1daa,2022-03-03T00:00:00Z,11
Q111083722,Shifting Cultural Frontiers in Late Antiquity,E7A9A2A1-7375-4EAC-AA48-D173EE0CE881,Deborah Deliyannis,2,3b69a30e0c4bc49579f9f9310b27926a07d15eeb,http://doi.org/10.4324/9781315243191,103f7914-9322-45b7-bda7-8affad6076f1,2022-03-03T00:00:00Z,11
Q111083719,,55B1A425-DFFA-47D7-A0DD-2200138A8218,Marilyn J. Lundberg,1,dbab3ed085b6c3bcbd4f716e0a56b8480480925b,https://doi.org/10.1163/9789004227163,,,
Q111083719,,E4D5FD38-C4D8-4F1F-81EC-C58D096B96B4,Wayne T. Pitard,3,dbab3ed085b6c3bcbd4f716e0a56b8480480925b,https://doi.org/10.1163/9789004227163,,,
