qid,label_en,author_uuid,author,author_series_ordinal,author_stated_as,author_ref1_hash,author_ref1_referenceUrl,author_ref1_retrieved_nodeId,author_ref1_retrieved_val,author_ref1_retrieved_prec
Q110910492,Economic Justice and Globalization in Black Church Studies: Confronting the “Malignant Kingship” in the Post-Civil Rights Era,93441075-17D6-45B9-87AB-DB3021F8EABF,Q83500331,1,Juan M. Floyd-Thomas,045efc4d7b156179b1fa68a2781497c54c6a7c1e,http://doi.org/10.1057/9781137534552_26,4bcf90f4-8390-432f-af76-d613e32370f0,2022-02-13T00:00:00Z,11
Q110910493,The Private Lives of Women in Persian Egypt,04C618AB-93AF-4097-979A-2B92FB7192D1,Q83500312,1,Annalisa Azzoni,d966ca65faba1bf428109104f474011bf899d062,http://doi.org/10.1515/9781575068589,ffc6c62c-8215-4079-8558-553a61930c27,2022-02-13T00:00:00Z,11
