accession_number,mid,description,score,topicality
1972.090,/m/0jjw,Art,0.835701,0.835701
1972.090,/m/01n5jq,Poster,0.7806841,0.7806841
1972.090,/m/05qdh,Painting,0.75611794,0.75611794
1972.090,/m/01kr8f,Illustration,0.7156182,0.7156182
1972.090,/m/03gq5hm,Font,0.7064089,0.7064089
1972.090,/m/02csf,Drawing,0.6929139,0.6929139
1972.090,/m/036jvk,Stock photography,0.6555601,0.6555601
1972.090,/m/0p9xx,Visual arts,0.6502962,0.6502962
1972.090,/m/03g3w,History,0.6415547,0.6415547
1972.090,/m/0j62f,Rectangle,0.6365139,0.6365139
1972.091,/m/0gkxy13,Handwriting,0.9345075,0.9345075
1972.091,/m/03gq5hm,Font,0.8242316,0.8242316
1972.091,/m/0jjw,Art,0.80525607,0.80525607
1972.092,/m/01bwr,Botany,0.8903486,0.8903486
1972.092,/m/05nnm,Organism,0.867287,0.867287
1972.092,/m/03gq5hm,Font,0.8400769,0.8400769
1972.092,/m/0jjw,Art,0.77805233,0.77805233
1972.092,/m/030zfn,Parallel,0.7715556,0.7715556
1972.092,/m/02csf,Drawing,0.7158546,0.7158546
1972.092,/m/0f9tj,Technical drawing,0.70230615,0.70230615
1972.092,/m/0919rx,Line art,0.7022251,0.7022251
1972.092,/m/01kr8f,Illustration,0.69990623,0.69990623
1972.092,/m/0hwky,Pattern,0.6864309,0.6864309
1973.001,/m/013_1c,Statue,0.89288384,0.89288384
1973.001,/m/06msq,Sculpture,0.88529646,0.88529646
1973.001,/m/0jjw,Art,0.81986266,0.81986266
1973.001,/m/05607t,Pedestal,0.7867454,0.7867454
1973.001,/m/02skpt,Artifact,0.7486282,0.7486282
1973.001,/m/02ljgl,Monument,0.7316889,0.7316889
1973.001,/m/04t7l,Metal,0.64685386,0.64685386
1973.001,/m/0jwzhtg,Carving,0.64369386,0.64369386
1973.001,/m/0ggr_,Collectable,0.6424657,0.6424657
1973.001,/m/095yjj,Classical sculpture,0.6373542,0.6373542
1973.005,/m/05s2s,Plant,0.837631,0.837631
1973.005,/m/083vt,Wood,0.8288532,0.8288532
1973.005,/m/03d28y3,Natural landscape,0.8275619,0.8275619
1973.005,/m/07j7r,Tree,0.8249086,0.8249086
1973.005,/m/0jjw,Art,0.8130074,0.8130074
1973.005,/m/02q_bfg,Tints and shades,0.7706983,0.7706983
1973.005,/m/025s3q0,Landscape,0.7686459,0.7686459
1973.005,/m/05qdh,Painting,0.76525116,0.76525116
1973.005,/m/05y4t,Paint,0.72738934,0.72738934
1973.005,/m/02zr8,Forest,0.713088,0.713088
1973.009,/m/0jjw,Art,0.8153526,0.8153526
1973.009,/m/05qdh,Painting,0.7864095,0.7864095
1973.009,/m/0j62f,Rectangle,0.7471824,0.7471824
1973.009,/m/01kr8f,Illustration,0.7096263,0.7096263
1973.009,/m/01n5jq,Poster,0.7069871,0.7069871
1973.009,/m/01h1dd,Publication,0.66398054,0.66398054
1973.009,/m/0p9xx,Visual arts,0.6411749,0.6411749
