accession_number,locale,description,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1972.090,fr,"S.Bruno Fondateur de Lordre
Des Chartreux
Peint par le 5 de Champagne
Mariette ex. Graue par N. Bazin Auce Prins",0.023023023023023025,0.9819819819819819,0.8926681783824642,0.9803476946334089,23,981,1181,1297
1972.090,,S.Bruno,0.06306306306306306,0.34034034034034033,0.8941798941798942,0.9395313681027967,63,340,1183,1243
1972.090,,Fondateur,0.3663663663663664,0.6556556556556556,0.8941798941798942,0.9395313681027967,366,655,1183,1243
1972.090,,de,0.6606606606606606,0.7257257257257257,0.8941798941798942,0.9395313681027967,660,725,1183,1243
1972.090,,Lordre,0.7307307307307307,0.9269269269269269,0.8941798941798942,0.9395313681027967,730,926,1183,1243
1972.090,,Des,0.30430430430430433,0.4114114114114114,0.9440665154950869,0.9773242630385488,304,411,1249,1293
1972.090,,Chartreux,0.43043043043043044,0.6636636636636637,0.9433106575963719,0.9765684051398337,430,663,1248,1292
1972.090,,Peint,0.023023023023023025,0.05805805805805806,0.9659863945578231,0.9788359788359788,23,58,1278,1295
1972.090,,par,0.06006006006006006,0.08408408408408409,0.9659863945578231,0.9780801209372638,60,84,1278,1294
1972.090,,le,0.08808808808808809,0.1001001001001001,0.9667422524565382,0.9788359788359788,88,100,1279,1295
1972.090,,5,0.1031031031031031,0.11211211211211211,0.9667422524565382,0.9788359788359788,103,112,1279,1295
1972.090,,de,0.12212212212212212,0.13613613613613615,0.9667422524565382,0.9788359788359788,122,136,1279,1295
1972.090,,Champagne,0.14314314314314314,0.21621621621621623,0.9667422524565382,0.9803476946334089,143,216,1279,1297
1972.090,,Mariette,0.6856856856856857,0.7487487487487487,0.9682539682539683,0.9780801209372638,685,748,1281,1294
1972.090,,ex,0.7547547547547547,0.7707707707707707,0.9674981103552532,0.9773242630385488,754,770,1280,1293
1972.090,,.,0.7707707707707707,0.7757757757757757,0.9674981103552532,0.9773242630385488,770,775,1280,1293
1972.090,,Graue,0.7857857857857858,0.8248248248248248,0.9667422524565382,0.9765684051398337,785,824,1279,1292
1972.090,,par,0.8278278278278278,0.8518518518518519,0.9667422524565382,0.9765684051398337,827,851,1279,1292
1972.090,,N.,0.8578578578578578,0.8738738738738738,0.9659863945578231,0.9765684051398337,857,873,1278,1292
1972.090,,Bazin,0.8758758758758759,0.9119119119119119,0.9659863945578231,0.9758125472411187,875,911,1278,1291
1972.090,,Auce,0.9179179179179179,0.9479479479479479,0.9652305366591081,0.9750566893424036,917,947,1277,1290
1972.090,,Prins,0.950950950950951,0.9819819819819819,0.9652305366591081,0.9743008314436886,950,981,1277,1289
1972.091,zh,"无二今无别无故一切智智清淨故!
不還阿羅漢果清净一来不眼阿羅漢果清
浄故四无礙解清淨何以故若一切智智清/
淨若一来不那喬 羅漢果清浄若四无解",0.003,0.943,0.027616774633481077,1.0020456870098875,3,943,81,2939
1972.091,,无二,0.722,0.92,0.03954994885782475,0.13058302079781794,722,920,116,383
1972.091,,今,0.724,0.921,0.14694851687691785,0.18581657006478008,724,921,431,545
1972.091,,无,0.725,0.922,0.19672690078418,0.24173201500170474,725,922,577,709
1972.091,,别,0.725,0.922,0.2553699284009546,0.3048073644732356,725,922,749,894
1972.091,,无故,0.726,0.925,0.31401295601772927,0.4688032730992158,726,925,921,1375
1972.091,,一切智智,0.728,0.927,0.49982952608250936,0.6836004091374019,728,927,1466,2005
1972.091,,清淨,0.731,0.929,0.6679168087282645,0.7984998295260826,731,929,1959,2342
1972.091,,故,0.733,0.93,0.7940675076713263,0.847255369928401,733,930,2329,2485
1972.091,,!,0.734,0.931,0.8629389703375383,0.918854415274463,734,931,2531,2695
1972.091,,不,0.487,0.655,0.03716331401295602,0.07671326287078077,487,655,109,225
1972.091,,還,0.487,0.655,0.08421411524036822,0.13501534265257414,487,655,247,396
1972.091,,阿羅漢果,0.488,0.659,0.1524036822366178,0.37504261847937265,488,659,447,1100
1972.091,,清净,0.492,0.661,0.37163314012956017,0.48278213433344697,492,661,1090,1416
1972.091,,一,0.494,0.661,0.4936924650528469,0.5028980565973407,494,661,1448,1475
1972.091,,来,0.495,0.663,0.5175588135015343,0.5765427889532901,495,663,1518,1691
1972.091,,不,0.496,0.664,0.588816911012615,0.6287078077054211,496,664,1727,1844
1972.091,,眼,0.497,0.665,0.6287078077054211,0.6907603136720082,497,665,1844,2026
1972.091,,阿羅漢果,0.497,0.669,0.6972383225366519,0.9198772587794067,497,669,2045,2698
1972.091,,清,0.501,0.669,0.8963518581657006,0.9665871121718377,501,669,2629,2835
1972.091,,浄,0.245,0.426,0.03034435731333106,0.09239686327991817,245,426,89,271
1972.091,,故,0.247,0.427,0.09580634162973065,0.14012956017729286,247,427,281,411
1972.091,,四,0.249,0.429,0.15342652574156154,0.18411183088987385,249,429,450,540
1972.091,,无礙,0.25,0.433,0.19058983975451757,0.3010569382884419,250,433,559,883
1972.091,,解,0.253,0.434,0.2891237640640982,0.3399249914763041,253,434,848,997
1972.091,,清淨,0.255,0.439,0.34640300034094784,0.484145925673372,255,439,1016,1420
1972.091,,何以,0.259,0.441,0.46982611660415957,0.559836345039209,259,441,1378,1642
1972.091,,故,0.262,0.443,0.5656324582338902,0.6177974769860212,262,443,1659,1812
1972.091,,若,0.264,0.446,0.6082509376065462,0.6842823048073645,264,446,1784,2007
1972.091,,一切智智,0.267,0.452,0.6996249573815206,0.8874872144561882,267,452,2052,2603
1972.091,,清,0.273,0.454,0.876235935901807,0.9434026593931129,273,454,2570,2767
1972.091,,/,0.275,0.456,0.9379474940334129,1.0006818956699626,275,456,2751,2935
1972.091,,淨,0.004,0.182,0.033071939993181046,0.08660075008523696,4,182,97,254
1972.091,,若,0.007,0.185,0.09955676781452438,0.14763041254688034,7,185,292,433
1972.091,,一,0.011,0.187,0.17149676099556768,0.18206614387998638,11,187,503,534
1972.091,,来,0.013,0.191,0.2093419706784862,0.2570746675758609,13,191,614,754
1972.091,,不,0.017,0.194,0.2744630071599045,0.30787589498806683,17,194,805,903
1972.091,,那,0.02,0.197,0.32526423457211046,0.3668598704398227,20,197,954,1076
1972.091,,喬,0.023,0.201,0.37572451414933516,0.42686668939652234,23,201,1102,1252
1972.091,,羅漢果,0.026,0.21,0.431980906921241,0.5946130242072963,26,210,1267,1744
1972.091,,清浄,0.035,0.216,0.5908625980225025,0.6992840095465394,35,216,1733,2051
1972.091,,若,0.041,0.218,0.7037163314012956,0.7453119672690078,41,218,2064,2186
1972.091,,四,0.044,0.22,0.7616774633481077,0.7838390726218889,44,220,2234,2299
1972.091,,无,0.046,0.223,0.799181725196045,0.8370269348789635,46,223,2344,2455
1972.091,,解,0.051,0.229,0.8936242754858507,0.9468121377429254,51,229,2621,2777
1972.092,und,葺暑補,0.9319319319319319,0.994994994994995,-0.0032916392363396972,0.12376563528637262,931,994,-5,188
1972.092,,葺,0.9329329329329329,0.993993993993994,-0.0026333113890717576,0.03949967083607637,932,993,-4,60
1972.092,,暑,0.9329329329329329,0.993993993993994,0.03818301514154049,0.08163265306122448,932,993,58,124
1972.092,,補,0.933933933933934,0.994994994994995,0.07965766951942067,0.12310730743910467,933,994,121,187
1973.009,und,"прир
ALAVAY
丁子童
wakatan",0.5913154533844189,0.8812260536398467,0.009074410163339383,0.34936479128856623,463,690,10,385
1973.009,,прир,0.5913154533844189,0.7726692209450831,0.009074410163339383,0.060798548094373864,463,605,10,67
1973.009,,ALAVAY,0.6934865900383141,0.7075351213282248,0.20508166969147004,0.1306715063520871,543,554,226,144
1973.009,,丁,0.7713920817369093,0.8148148148148148,0.11705989110707804,0.16061705989110708,604,638,129,177
1973.009,,子,0.7713920817369093,0.8148148148148148,0.1515426497277677,0.1996370235934664,604,638,167,220
1973.009,,童,0.7726692209450831,0.8160919540229885,0.20780399274047187,0.25499092558983666,605,639,229,281
1973.009,,wakatan,0.8722860791826309,0.8748403575989783,0.3502722323049002,0.31851179673321234,683,685,386,351
1973.010,und,"D
tttt",0.3468013468013468,0.702020202020202,0.38312829525483305,0.43409490333919154,412,834,218,247
1973.010,,D,0.3468013468013468,0.351010101010101,0.38312829525483305,0.4112478031634446,412,417,218,234
1973.010,,tttt,0.7028619528619529,0.6590909090909091,0.4358523725834798,0.4182776801405975,835,783,248,238
1973.014,und,")
رسید
Eve
33
~~",0.15636363636363637,0.8018181818181818,0.06706706706706707,0.8628628628628628,172,882,67,862
1973.014,,),0.18,0.27636363636363637,0.13913913913913914,0.17317317317317318,198,304,139,173
1973.014,,رسید,0.1990909090909091,0.18272727272727274,0.8638638638638638,0.7867867867867868,219,201,863,786
1973.014,,Eve,0.6909090909090909,0.7318181818181818,0.08708708708708708,0.13513513513513514,760,805,87,135
