accession_number,height,width,max_height,max_width
1972.090,1323,999,2000,3008
1972.091,2933,1000,2000,3008
1972.092,1519,999,2000,3008
1973.001,1536,1000,2000,3008
1973.005,1000,1572,2000,3008
1973.009,1102,783,2000,3008
1973.010,569,1188,2000,3008
1973.012,1000,1491,2000,3008
1973.013,1000,1500,2000,3008
1973.014,999,1100,2000,3008
1973.015,1000,1108,2000,3008
1973.016,999,1229,2000,3008
1973.017,1000,2378,2000,3008
1973.020,1000,1467,2000,3008
1973.021,1000,1112,2000,3008
1973.022,999,1100,2000,3008
1973.023,999,1029,2000,3008
1973.027,1000,1504,2000,3008
1973.028,1000,1504,2000,3008
1973.029,1000,1504,2000,3008
1974.001,1062,1000,2000,3008
1974.002,999,1286,2000,3008
1974.007,1541,1000,2000,3008
1974.013,2038,926,2000,3008
1974.021,1500,1000,2000,3008
1974.022,999,1012,2000,3008
1974.024,1337,1000,2000,3008
1974.026,1313,1000,2000,3008
1974.027,1370,1000,2000,3008
1974.029,1380,999,2000,3008
1974.030,1362,1000,2000,3008
1975.005,1500,1000,2000,3008
1975.005,1500,1000,2000,3008
1975.005,1500,1000,2000,3008
1975.006,999,1048,2000,3008
1975.011,1284,999,2000,3008
1975.012,1182,1000,2000,3008
1975.013,1961,1000,2000,3008
1975.018,1545,1000,2000,3008
1975.020,1082,999,2000,3008
1975.038,999,1226,2000,3008
1975.040,1000,1323,2000,3008
1975.041,999,1325,2000,3008
1975.042,999,1338,2000,3008
1975.043,999,1389,2000,3008
1975.045,1411,999,2000,3008
1975.054,1000,1390,2000,3008
1975.062,1500,1000,2000,3008
1975.063,1500,1000,2000,3008
1975.064,1500,1000,2000,3008
1975.065,1000,1504,2000,3008
1975.066,1000,1504,2000,3008
1976.001,1000,1430,2000,3008
1976.002,597,360,2000,3008
1976.003,1455,1000,2000,3008
1976.005,1000,1327,2000,3008
1976.006,1000,1385,2000,3008
1976.007,1436,999,2000,3008
1976.008,1452,1000,2000,3008
1976.009,2128,612,2000,3008
1976.011,1442,999,2000,3008
1976.014,999,1451,2000,3008
1976.016,1237,999,2000,3008
1976.027,1228,1000,2000,3008
1976.028,1430,1000,2000,3008
1976.029,1566,1000,2000,3008
1976.030,1487,1000,2000,3008
1976.031,1000,1196,2000,3008
1976.032,1268,999,2000,3008
1977.003,1500,1000,2000,3008
1977.005,558,360,2000,3008
1977.006,1290,1000,2000,3008
1977.007,1414,999,2000,3008
1977.009,1000,1500,2000,3008
1977.010,1421,1000,2000,3008
1977.011,1264,999,2000,3008
1977.013,1000,1387,2000,3008
1977.014,708,987,2000,3008
1977.015,1249,999,2000,3008
1978.001,1043,1000,2000,3008
1978.002,1000,1712,2000,3008
1978.003,1504,1000,2000,3008
1978.004,1000,1504,2000,3008
1978.005,1000,1504,2000,3008
1978.006,1000,1504,2000,3008
1978.007,1000,1504,2000,3008
1978.008,1000,1504,2000,3008
1978.010,1000,1504,2000,3008
1978.011,1000,1504,2000,3008
1978.012,1000,1504,2000,3008
1978.013,2300,1000,2000,3008
1978.014,1000,2005,2000,3008
1978.016,1000,1504,2000,3008
1978.017,1000,1504,2000,3008
1978.019,1000,1504,2000,3008
1978.020,1000,1504,2000,3008
1978.021,1504,1000,2000,3008
1978.023,1000,1504,2000,3008
