accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1972.090,Person,0.78521687,0.03888474,0.7947803,0.14803004,0.88514084,39,794,196,1171
1972.091,Packaged goods,0.5005668,0.009227443,0.9804973,0.0,0.9973958,9,980,0,2925
1973.001,Sculpture,0.8237819,0.16560942,0.7675524,0.05212621,0.9370284,166,768,80,1439
1973.005,Building,0.50265896,0.34281683,0.49272478,0.42822453,0.5795676,539,775,428,580
1973.009,Person,0.6055835,0.13150035,0.6715245,0.2022804,0.74446195,103,526,223,820
1973.009,Person,0.5176026,0.30581143,0.9774083,0.38958392,0.81555223,239,765,429,899
1973.010,Animal,0.7168589,0.38949636,0.5419324,0.50482446,0.91356367,463,644,287,520
1973.010,Person,0.7076181,0.16416718,0.2936414,0.27711666,0.7413518,195,349,158,422
1973.010,Person,0.6823233,0.70631623,0.86094135,0.27558008,0.8628881,839,1023,157,491
1973.010,Person,0.6806102,0.33015767,0.4537593,0.23327081,0.8307734,392,539,133,473
1973.010,Person,0.68056536,0.06256139,0.18021329,0.25170174,0.85804343,74,214,143,488
1973.010,Person,0.67264193,0.4755609,0.6144584,0.20668952,0.6451562,565,730,118,367
1973.010,Person,0.65133864,0.6402739,0.7712298,0.5974497,0.9365556,761,916,340,533
1973.010,Person,0.5852834,0.84901696,0.93751544,0.25376943,0.6885386,1009,1114,144,392
1973.010,Person,0.57242215,0.8326687,0.9358041,0.49148408,0.87576634,989,1112,280,498
1973.010,Clothing,0.5440595,0.3888074,0.5433218,0.4971567,0.9034162,462,645,283,514
1973.012,Animal,0.6104792,0.22768228,0.57288873,0.7987974,0.9607375,339,854,799,961
1973.012,Animal,0.59445494,0.52145904,0.6337269,0.78648823,0.94257647,777,945,786,943
1973.012,Pillow,0.5382057,0.018699609,0.99169856,0.009334125,0.9931645,28,1479,9,993
1973.012,Person,0.5307434,0.5568571,0.63524485,0.7823472,0.94064564,830,947,782,941
1973.013,Table,0.6149384,0.086119056,0.92383033,0.12398722,0.8548668,129,1386,124,855
1973.014,Person,0.6290186,0.23905282,0.60727125,0.32991996,0.91543865,263,668,330,915
1973.014,Animal,0.5885776,0.40315974,0.76798624,0.3590351,0.8929851,443,845,359,892
