qid,label_en,description_en,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,country_uuid,country,country_ref1_hash,country_ref1_referenceUrl,country_ref1_retrieved_nodeId,country_ref1_retrieved_val,country_ref1_retrieved_prec,location_uuid,location,location_ref1_hash,location_ref1_referenceUrl,location_ref1_retrieved_nodeId,location_ref1_retrieved_val,location_ref1_retrieved_prec,title_en_uuid,title_en,title_en_ref1_hash,title_en_ref1_referenceUrl,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec,start_time_uuid,start_time_nodeId,start_time_val,start_time_prec,start_time_ref1_hash,start_time_ref1_referenceUrl,start_time_ref1_retrieved_nodeId,start_time_ref1_retrieved_val,start_time_ref1_retrieved_prec,end_time_uuid,end_time_nodeId,end_time_val,end_time_prec,end_time_ref1_hash,end_time_ref1_referenceUrl,end_time_ref1_retrieved_nodeId,end_time_ref1_retrieved_val,end_time_ref1_retrieved_prec,described_at_uuid,described_at,described_at_lang_of_work,described_at_ref1_hash,described_at_ref1_referenceUrl,described_at_ref1_retrieved_nodeId,described_at_ref1_retrieved_val,described_at_ref1_retrieved_prec
,"Pastorals, Landscapes, and the Arcadian Vision",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-10,,,,,,,,,2016-09-09,,,,,,,,https://my.vanderbilt.edu/arthistoryblog/2016/06/fine-arts-gallery-exhibit-opening-june-10-explores-poetry-and-the-landscape-tradition/,,,,,,
,Out of the Vault: Stories of People and Things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-26,,,,,,,,,2016-09-09,,,,,,,,https://locatearts.org/exhibitions/nashville/out-of-the-vault-stories-of-people-and-things,,,,,,
,Close Readings: American Abstract Art from the Vanderbilt University Fine Arts Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-17,,,,,,,,,2016-05-26,,,,,,,,https://my.vanderbilt.edu/arthistoryblog/2016/03/exhibit-of-american-abstract-art-opens-march-17-in-cohen-art-gallery/,,,,,,
,Forging Identity - Imagining the Enemy: American Propaganda and the Great War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-18,,,,,,,,,2015-12-10,,,,,,,,https://news.vanderbilt.edu/2015/09/03/two-new-exhibits-open-sept-18-vanderbilt-fine-arts-gallery/,,,,,,
,Selma Freeman Ramsey and the Social Realist Tradition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-18,,,,,,,,,2016-01-17,,,,,,,,https://news.vanderbilt.edu/2015/09/03/two-new-exhibits-open-sept-18-vanderbilt-fine-arts-gallery/,,,,,,
,Thrills & Chills! The Fantastic World of the American Circus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-11,,,,,,,,,2015-09-04,,,,,,,,https://news.vanderbilt.edu/2015/05/28/thrills-chills-circus-art-exhibition/,,,,,,
,Up Close and Personal: Intimate Devotions and Everyday Objects in Late Antiquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-07,,,,,,,,,2015-09-04,,,,,,,,https://news.vanderbilt.edu/2015/04/22/fine-arts-gallery-may-7-sept-4-2015/,,,,,,
,Memento Mori - Looking at Death in Art and Illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-12,,,,,,,,,2015-05-23,,,,,,,,https://news.vanderbilt.edu/2015/03/05/trans-institutional-art-exhibit-memento-mori-looking-at-death-opens-march-12/,,,,,,
,American Abstract Artists 75th Anniversary Print Portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-15,,,,,,,,,2015-02-27,,,,,,,,https://my.vanderbilt.edu/arthistoryblog/2015/01/american-abstract-artists-on-view-at-fine-arts-gallery/,,,,,,
,I Am Unbeatable - Documenting and Celebrating Stories of Empowerment - Photographs by Donna Ferrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-12,,,,,,,,,2014-12-04,,,,,,,,https://news.vanderbilt.edu/2014/08/26/donna-ferrato-exhibition/,,,,,,
,From Tomb to Temple: Unearthing Ancient China through the Vanderbilt Art Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-19,,,,,,,,,2014-10-12,,,,,,,,https://my.vanderbilt.edu/arthistoryblog/2014/06/fine-arts-gallery-exhibit-features-objects-from-ancient-china/,,,,,,
,Curiouser and Curiouser: Avant-Garde Polish Theatre Posters from the 1970s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-19,,,,,,,,,2014-08-28,,,,,,,,https://my.vanderbilt.edu/arthistoryblog/2014/06/gallery-exhibit-of-polish-theatre-posters-in-honor-of-don-evans/,,,,,,
,History's Shadow: German Art and the Formulation of National Identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-13,,,,,,,,,2014-06-05,,,,,,,,https://my.vanderbilt.edu/arthistoryblog/2014/03/fine-arts-gallery-exhibit-of-german-art-opens-march-13/,,,,,,
,Fritz Eichenberg - Artist of the Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-16,,,,,,,,,2014-02-27,,,,,,,,https://my.vanderbilt.edu/arthistoryblog/2014/01/illustrations-of-fritz-eichenberg-featured-in-fine-arts-gallery-exhibit/,,,,,,
,Difficult Art and the Liberal Arts Imagination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-27,,,,,,,,,2013-12-05,,,,,,,,https://my.vanderbilt.edu/arthistoryblog/2013/09/fine-arts-gallery-announces-latest-exhibit-and-opening-reception/,,,,,,
,Hans Hinterreiter: A Theory of Form and Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-09,,,,,,,,,2013-09-12,,,,,,,,https://news.vanderbilt.edu/2013/06/19/hans-hinterretier-exhibition/,,,,,,
,Four Hundred Year of British Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-14,,,,,,,,,2013-06-15,,,,,,,,https://news.vanderbilt.edu/tag/british-art/,,,,,,
,Mark di Suvero–Affinities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-17,,,,,,,,,2013-02-28,,,,,,,,https://nashvillearts.com/2013/01/mark-di-suvero-affinities/,,,,,,
,Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-15,,,,,,,,,2012-05-11,,,,,,,,https://my.vanderbilt.edu/arthistoryblog/2012/03/reflections-of-the-dutch-golden-age-etchings-by-adriaen-van-ostade-opens-march-15/,,,,,,
,Arts of Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-12,,,,,,,,,2012-02-26,,,,,,,,https://news.vanderbilt.edu/2012/01/05/arts-of-japan-gallery-exhibit/,,,,,,
,Polar Probings: Sculpture by Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-13,,,,,,,,,2011-12-08,,,,,,,,https://my.vanderbilt.edu/arthistoryblog/2011/10/polar-probings-sculpture-by-gabriel-warren-opens-october-13/,,,,,,
,Maria Magdalena Campos-Pons: MAMA/RECIPROCAL ENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-12,,,,,,,,,2011-12-08,,,,,,,,https://canyblog.com/maria-magdalena-campos-pons-mamareciprocal-energy-vanderbilt-university-tn/,,,,,,
,Reading Pictures: Text and Image in Contemporary Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-25,,,,,,,,,2011-09-30,,,,,,,,https://news.vanderbilt.edu/2011/08/31/text-and-image/,,,,,,
,10 West Coast Artists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-09,,,,,,,,,2011-08-13,,,,,,,,https://news.vanderbilt.edu/2011/09/01/books-as-art/,,,,,,
,Reflections of War: Selections from the Vanderbilt University Fine Arts Gallery Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-14,,,,,,,,,2011-05-13,,,,,,,,https://www.facebook.com/events/vanderbilt-fine-arts-gallery-cohen-memorial-hall-1220-21st-avenue-southnashville/opening-reception-reflections-of-war/987636751249073/,,,,,,
,Bestia contra Bestia/Beast vs. Beast: Photographs by Jose Luis Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-13,,,,,,,,,2011-03-17,,,,,,,,https://vanderbiltvrc.wordpress.com/2011/02/16/art-review-wide-angle-photography-and-its-influence-on-contemporary-art-and-bestia-contra-bestiabeast-vs-beast-photographs-by-jose-luis-raymond-at-the-vanderbilt-university-fine-arts-galle/,,,,,,
,Wide Angle: Photography and its Influence on Contemporary Art - A Selection from the Vanderbilt University Fine Arts Gallery Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-13,,,,,,,,,2011-02-27,,,,,,,,https://www.gerhard-richter.com/en/exhibitions/wide-angle-photography-and-its-influence-on-contemporar-2928,,,,,,
,Five Centuries of Drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-11,,,,,,,,,2010-09-23,,,,,,,,https://nashvillearts.com/2010/06/spotlight-vanderbilt-showcases-five-centuries-of-drawing/,,,,,,
,Eye & Mind: A Legacy of Art Collecting at Vanderbilt University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-01,,,,,,,,,2009-12-17,,,,,,,,http://peterfoolen.blogspot.com/2009/11/vanderbilt-fine-arts-gallery-nashville.html,,,,,,
,Views From The Collection III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-04-03,,,,,,,,,2009-06-30,,,,,,,,https://ahnca.org/images/NewsLetter/2009-Spring.pdf,,,,,,
,The Printed Page: Selections from the Anna C. Hoyt Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-12,,,,,,,,,2009-05-08,,,,,,,,https://www.nashvillescene.com/arts_culture/i-the-printed-page-i-at-vanderbilt-fine-arts-gallery/article_63d87e83-5168-5a08-8255-53c9da0aa349.html,,,,,,
,Harmony Korine: Pigxote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-08,,,,,,,,,2009-02-26,,,,,,,,https://www.nashvillescene.com/arts_culture/harmony-korines-i-pigxote-i-at-vanderbilt/article_20ce8420-c925-5570-be19-ac690536f0d4.html,,,,,,
