accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1975.029,Painting,0.53285813,0.030029297,0.8984375,0.067871094,0.9296875,30,898,85,1162
1975.030,Painting,0.6982191,0.02331543,0.9453125,0.08642578,0.90625,23,945,108,1136
1975.030,Clothing,0.63167304,0.040771484,0.87109375,0.30859375,0.890625,41,871,387,1116
1975.032,Lighting,0.70234203,0.515625,0.8984375,0.17578125,0.91015625,730,1271,176,910
1975.032,Lighting,0.6921586,0.09765625,0.49804688,0.17578125,0.90234375,138,705,176,902
1975.034,Painting,0.5964183,0.009033203,0.9921875,0.019042969,0.9375,9,992,24,1187
1975.036,Painting,0.58599275,0.15917969,0.88671875,0.080078125,0.62109375,159,887,120,928
1975.036,Bird,0.51827097,0.15917969,0.88671875,0.080078125,0.62109375,159,887,120,928
1975.038,Painting,0.7755263,0.044677734,0.953125,0.049316406,0.9140625,55,1169,49,913
1975.038,Clothing,0.6405826,0.54296875,0.6484375,0.24609375,0.48632812,666,795,246,486
1975.038,Clothing,0.61875117,0.111328125,0.18066406,0.51953125,0.75390625,136,221,519,753
1975.038,Animal,0.5819819,0.31640625,0.87109375,0.36132812,0.78125,388,1068,361,780
1975.038,Person,0.57668513,0.109375,0.18164062,0.50390625,0.78125,134,223,503,780
1975.038,Horse,0.56707674,0.31640625,0.87109375,0.36132812,0.78125,388,1068,361,780
1975.038,Clothing,0.50319916,0.17382812,0.26171875,0.36523438,0.7734375,213,321,365,773
1975.040,Painting,0.75338614,0.01361084,0.98046875,0.056152344,0.94140625,18,1297,56,941
1975.040,Building,0.5359286,0.83203125,0.96875,0.47851562,0.70703125,1101,1282,479,707
1975.041,Painting,0.69346726,0.008239746,0.98046875,0.056640625,0.921875,11,1299,57,921
1975.042,Painting,0.75268734,0.025878906,0.98046875,0.049804688,0.9296875,35,1312,50,929
1975.043,Painting,0.59124565,0.017700195,0.9765625,0.06689453,0.9375,25,1356,67,937
1975.046,Painting,0.6685605,0.022583008,0.9765625,0.016723633,0.94921875,23,977,22,1236
1975.051,Painting,0.687815,0.061035156,0.98828125,0.013000488,0.9921875,61,988,17,1323
1975.051,Picture frame,0.5393819,0.061035156,0.98828125,0.013000488,0.9921875,61,988,17,1323
1975.054,Painting,0.815924,0.040527344,0.96484375,0.04711914,0.97265625,56,1341,47,973
1975.057,Owl,0.80562085,0.12402344,0.83203125,0.15722656,0.8984375,124,832,235,1342
1975.058,Owl,0.54942346,0.22558594,0.859375,0.103027344,0.921875,225,859,155,1384
1975.060,Painting,0.6613659,0.036132812,0.96875,0.029174805,0.93359375,90,2401,29,934
1975.062,Sculpture,0.809465,0.08300781,0.97265625,0.12597656,0.9296875,83,973,189,1395
1975.063,Sculpture,0.86127436,0.09277344,0.921875,0.0625,0.84765625,93,922,94,1271
1975.063,Figurine,0.5298842,0.09277344,0.921875,0.0625,0.84765625,93,922,94,1271
1975.064,Sculpture,0.75209075,0.20996094,0.76953125,0.061767578,0.9375,210,770,93,1406
1975.064,Figurine,0.5830832,0.20996094,0.76953125,0.061767578,0.9375,210,770,93,1406
1975.064,Shoe,0.5091207,0.20996094,0.33007812,0.74609375,0.91015625,210,330,1119,1365
1975.065,Bowl,0.79449636,0.17675781,0.84765625,0.118652344,0.94140625,266,1275,119,941
1976.001,Painting,0.74864686,0.025146484,0.9765625,0.05517578,0.96484375,36,1396,55,965
1976.001,Animal,0.5578967,0.38476562,0.49414062,0.609375,0.87890625,550,707,609,879
1976.001,Animal,0.535855,0.46875,0.578125,0.58984375,0.87109375,670,827,590,871
1976.002,Bust,0.86460507,0.024536133,0.97265625,0.0077209473,0.98828125,9,350,5,590
1976.004,Painting,0.7059084,0.06347656,0.984375,0.039794922,0.9609375,95,1477,40,961
1976.005,Clothing,0.6671043,0.265625,0.55859375,0.18457031,0.7890625,352,741,185,789
1976.005,Clothing,0.6147524,0.546875,0.73046875,0.14453125,0.33789062,726,969,145,338
1976.005,Person,0.60889274,0.265625,0.55859375,0.18457031,0.7890625,352,741,185,789
1976.005,Person,0.57265246,0.546875,0.73046875,0.068359375,0.33984375,726,969,68,340
1976.005,Person,0.5714017,0.265625,0.55859375,0.18457031,0.7890625,352,741,185,789
1976.005,Person,0.5320806,0.62109375,0.9765625,0.25976562,0.80859375,824,1296,260,809
1976.005,Coat,0.5299644,0.28125,0.43359375,0.13867188,0.3515625,373,575,139,352
1976.005,Pants,0.51807845,0.13867188,0.265625,0.36328125,0.7578125,184,352,363,758
1976.005,Clothing,0.50854236,0.28125,0.43359375,0.13867188,0.3515625,373,575,139,352
1976.005,Outerwear,0.50241363,0.546875,0.73046875,0.14453125,0.33789062,726,969,145,338
1976.007,Painting,0.52683085,0.01574707,0.98046875,0.021728516,0.91015625,16,979,31,1307
1976.008,Painting,0.62423545,0.060791016,0.8984375,0.060546875,0.84765625,61,898,88,1231
1976.009,Figurine,0.65538335,0.14355469,0.9375,0.011352539,0.87890625,88,574,24,1870
1976.009,Sculpture,0.65311664,0.14355469,0.9375,0.011352539,0.87890625,88,574,24,1870
1976.009,Bronze sculpture,0.52836543,0.14355469,0.9375,0.011352539,0.87890625,88,574,24,1870
1976.010,Hat,0.6154613,0.38867188,0.6328125,0.017211914,0.15917969,389,633,22,202
1976.011,Table,0.56683195,0.020751953,0.5859375,0.609375,0.94921875,21,585,879,1369
1976.013,Painting,0.62653905,0.041259766,0.96484375,0.05029297,0.94140625,66,1541,50,941
1976.014,Painting,0.7594279,0.018920898,0.98828125,0.03466797,0.97265625,27,1434,35,972
1976.016,Painting,0.8616882,0.060791016,0.93359375,0.057373047,0.94140625,61,933,71,1165
1976.017,Person,0.67633367,0.071777344,0.9453125,0.16015625,0.78125,118,1558,160,781
1976.017,Person,0.50007534,0.071777344,0.9453125,0.16015625,0.78125,118,1558,160,781
1976.018,Painting,0.73834383,0.12597656,0.94921875,0.08300781,0.9609375,126,949,118,1366
1976.019,Painting,0.69831276,0.024291992,0.98046875,0.033935547,0.96875,29,1152,34,969
1976.021,Clothing,0.6790045,0.10644531,0.515625,0.18164062,0.8515625,38,186,84,393
1976.021,Clothing,0.66627485,0.72265625,0.8828125,0.5234375,0.8671875,260,318,242,401
1976.021,Person,0.62860346,0.60546875,0.8984375,0.43359375,0.87890625,218,323,200,406
1976.021,Person,0.60681856,0.08496094,0.58984375,0.13378906,0.875,31,212,62,404
1976.021,Footwear,0.50849164,0.2578125,0.43359375,0.80859375,0.8828125,93,156,374,408
1976.029,Painting,0.55998755,0.27734375,0.671875,0.16308594,0.90625,277,672,255,1419
1976.029,Painting,0.5067476,0.036865234,0.95703125,0.03112793,0.953125,37,957,49,1493
1976.031,Painting,0.8117811,0.03515625,0.96484375,0.041503906,0.9609375,42,1154,42,961
1976.036,Bronze sculpture,0.72656965,0.2734375,0.7109375,0.068847656,0.87109375,273,711,103,1307
1976.036,Sculpture,0.6672699,0.2734375,0.7109375,0.068847656,0.87109375,273,711,103,1307
1976.036,Figurine,0.62851393,0.2734375,0.7109375,0.068847656,0.87109375,273,711,103,1307
1977.001,Painting,0.5560374,0.15527344,0.859375,0.13476562,0.859375,155,859,168,1071
1977.003,Bust,0.8801995,0.07128906,0.94140625,0.03125,0.97265625,71,941,47,1459
1977.005,Bronze sculpture,0.68505615,0.017944336,0.95703125,0.005279541,0.94140625,6,345,3,525
1977.006,Painting,0.6399607,0.021362305,0.984375,0.025024414,0.98828125,21,984,32,1275
1977.007,Painting,0.80282134,0.0703125,0.94140625,0.045166016,0.94921875,70,940,64,1342
1977.009,Sculpture,0.5493051,0.16113281,0.7890625,0.044677734,0.94921875,242,1184,45,949
1977.010,Painting,0.68365484,0.0052490234,0.98828125,0.024902344,0.9765625,5,988,35,1388
1977.010,Person,0.5739496,0.48632812,0.79296875,0.51171875,0.8984375,486,793,727,1277
1977.010,Person,0.54792047,0.28515625,0.578125,0.2265625,0.8984375,285,578,322,1277
1977.011,Painting,0.6954841,0.13671875,0.8515625,0.17382812,0.7890625,137,851,220,997
1977.014,Painting,0.72666407,0.018066406,0.984375,0.09765625,0.9609375,18,972,69,680
1977.015,Painting,0.7671048,0.014526367,1.0,0.17773438,0.90234375,15,999,222,1127
1978.004,Lighting,0.570479,0.021484375,0.953125,0.23925781,0.86328125,32,1434,239,863
1978.005,Teacup,0.6916566,0.22851562,0.7890625,0.076171875,0.95703125,344,1187,76,957
1978.005,Tableware,0.56187123,0.22851562,0.7890625,0.076171875,0.95703125,344,1187,76,957
1978.006,Teacup,0.6132433,0.22167969,0.8046875,0.049072266,0.96875,333,1210,49,969
1978.006,Tableware,0.595386,0.22167969,0.8046875,0.049072266,0.96875,333,1210,49,969
1978.006,Tableware,0.54859996,0.22167969,0.8046875,0.049072266,0.96875,333,1210,49,969
1978.010,Coin,0.8014832,0.38867188,0.62890625,0.3203125,0.68359375,585,946,320,684
1978.011,Plate,0.7829985,0.21777344,0.82421875,0.052734375,0.98046875,328,1240,53,980
1978.012,Plate,0.7303443,0.20996094,0.80859375,0.05834961,0.9765625,316,1216,58,977
1978.013,Painting,0.6828991,0.106933594,0.8984375,0.011169434,0.984375,107,898,26,2264
1978.016,Bowl,0.94870085,0.099609375,0.8984375,0.1484375,0.90625,150,1351,148,906
1978.017,Bowl,0.9524649,0.106933594,0.9296875,0.125,0.91015625,161,1398,125,910
1978.018,Vase,0.8883072,0.11425781,0.859375,0.04663086,0.9375,114,859,70,1410
1978.019,Bowl,0.93128383,0.07470703,0.94140625,0.15234375,0.84375,112,1416,152,844
1978.020,Bowl,0.8644498,0.15429688,0.8515625,0.08935547,0.94921875,232,1281,89,949
1978.021,Sculpture,0.81996363,0.19921875,0.7890625,0.08203125,0.94140625,199,789,123,1416
1978.021,Figurine,0.5234496,0.19921875,0.7890625,0.08203125,0.94140625,199,789,123,1416
1978.023,Plate,0.7767904,0.20605469,0.828125,0.033447266,0.95703125,310,1246,33,957
1978.023,Tableware,0.6280955,0.20605469,0.828125,0.033447266,0.95703125,310,1246,33,957
1978.025,Bowl,0.91598934,0.08886719,0.9375,0.048339844,0.9453125,134,1410,48,945
1978.033,Painting,0.56038713,0.05053711,0.921875,0.092285156,0.94140625,90,1649,92,941
1978.035,Clothing,0.77526885,0.51953125,0.61328125,0.30859375,0.5390625,704,832,308,539
1978.035,Clothing,0.7728436,0.140625,0.24804688,0.29492188,0.5234375,191,336,295,523
1978.035,Person,0.7374083,0.62890625,0.78125,0.20800781,0.83203125,853,1059,208,831
1978.035,Clothing,0.73511904,0.05102539,0.14746094,0.31640625,0.6171875,69,200,316,617
1978.035,Clothing,0.7307303,0.34960938,0.453125,0.28515625,0.6171875,474,614,285,617
1978.035,Person,0.7296442,0.48828125,0.65234375,0.21777344,0.74609375,662,885,218,745
1978.035,Person,0.728279,0.76953125,0.9296875,0.27929688,0.734375,1043,1261,279,734
1978.035,Person,0.72642744,0.12597656,0.265625,0.21386719,0.75390625,171,360,214,753
1978.035,Person,0.7186679,0.33007812,0.46679688,0.19726562,0.828125,448,633,197,827
1978.035,Clothing,0.7011477,0.640625,0.7578125,0.3046875,0.5703125,869,1028,304,570
1978.036,Person,0.5189422,0.06738281,0.88671875,0.01586914,1.0,32,420,10,632
1978.036,Figurine,0.5129892,0.06738281,0.88671875,0.01586914,1.0,32,420,10,632
1978.038,Vase,0.8097783,0.26367188,0.79296875,0.23046875,0.8671875,397,1193,230,867
1978.038,Bowl,0.6211522,0.26367188,0.79296875,0.23046875,0.8671875,397,1193,230,867
1978.039,Vase,0.61167437,0.2421875,0.79296875,0.13378906,0.94921875,364,1193,134,949
1978.040,Bronze sculpture,0.75016195,0.13867188,0.890625,0.15917969,0.89453125,139,891,239,1342
1978.040,Figurine,0.653972,0.13867188,0.890625,0.15917969,0.89453125,139,891,239,1342
1978.040,Sculpture,0.5554633,0.13867188,0.890625,0.15917969,0.89453125,139,891,239,1342
1978.042,Painting,0.7259321,0.0035858154,0.47460938,0.010437012,0.98046875,6,743,10,979
1978.042,Painting,0.69563884,0.5390625,0.99609375,0.0107421875,0.97265625,844,1560,11,972
1978.047,Painting,0.768946,0.00089263916,0.484375,0.012573242,0.984375,1,720,13,983
1978.047,Painting,0.73445886,0.50390625,0.99609375,0.008605957,0.9921875,749,1480,9,991
1978.048,Painting,0.735987,0.0038146973,0.5,0.005340576,0.9921875,6,722,5,991
1978.048,Painting,0.7172063,0.5234375,1.0,0.009460449,1.0,755,1443,9,999
1978.051,Painting,0.5941759,0.011291504,1.0,0.48242188,0.9921875,11,1000,638,1312
1978.051,Painting,0.59128904,0.0061035156,0.99609375,0.0018692017,0.49609375,6,996,2,656
1978.061,Painting,0.7660727,0.0008430481,0.48828125,0.0055236816,1.0,1,716,6,999
1978.061,Painting,0.7017129,0.50390625,0.99609375,0.012451172,0.9921875,739,1460,12,991
1978.064,Painting,0.71469176,0.008300781,0.48828125,0.0035552979,0.98046875,12,714,4,980
1978.064,Painting,0.5802335,0.50390625,0.99609375,0.0043029785,0.98828125,737,1456,4,988
1978.066,Bird,0.5256485,0.7578125,0.98828125,0.39648438,0.99609375,1053,1373,396,996
1978.069,Painting,0.69342566,0.5078125,0.99609375,0.0034942627,0.99609375,723,1418,3,996
1978.069,Painting,0.6904016,0.00042533875,0.48828125,0.0040283203,0.98828125,1,695,4,988
1978.072,Painting,0.77798074,0.0034637451,0.49804688,0.0039978027,0.9921875,5,740,4,992
1978.072,Painting,0.7253254,0.51171875,0.99609375,0.0023498535,0.984375,760,1479,2,984
1978.074,Painting,0.6632227,0.546875,1.0,0.03515625,0.96875,809,1480,35,968
1978.074,Painting,0.6225157,0.01574707,0.46679688,0.01977539,0.96484375,23,691,20,964
1978.075,Painting,0.76190853,0.004058838,0.49414062,0.0,0.98828125,6,737,0,987
1978.075,Painting,0.73964447,0.51171875,0.99609375,0.0037078857,1.0,763,1486,4,999
1978.076,Painting,0.79171,0.0034179688,0.48046875,0.0046081543,0.98828125,5,763,5,988
1978.076,Painting,0.75009644,0.51953125,0.99609375,0.0036315918,0.98828125,826,1583,4,988
1978.077,Painting,0.6587276,0.0003299713,0.5,0.0,1.0,0,757,0,1000
1978.077,Painting,0.651459,0.5078125,0.99609375,0.0026245117,0.98828125,769,1508,3,988
1978.078,Person,0.62361276,0.609375,0.93359375,0.14160156,0.8125,609,934,183,1047
1978.078,Person,0.6132264,0.07470703,0.5859375,0.24707031,0.95703125,75,586,318,1234
1978.078,Clothing,0.5553758,0.10498047,0.5546875,0.28125,0.91796875,105,555,363,1183
1978.078,Clothing,0.5000328,0.62109375,0.9140625,0.15234375,0.80859375,621,914,196,1042
