accession_number,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y,roll_angle,pan_angle,tilt_angle,"landmarking, confidence",joy_likelihood,sorrow_likelihood,anger_likelihood,surprise_likelihood,under_exposed_likelihood,blurred_likelihood,headwear_likelihood,landmarking_confidence
2012.011,0.89453125,0.0986101919258769,0.14559894109861019,0.3,0.384,149,220,300,384,2.272732,18.308481,5.0437465,,1,1,1,1,1,1,1,0.55671597
2012.011,0.80078125,0.48510919920582396,0.5215089344804765,0.338,0.402,733,788,338,402,10.358249,73.23215,-4.279193,,3,1,1,1,1,1,1,0.26104444
2012.011,0.7890625,0.7564526803441429,0.8391793514228988,0.099,0.244,1143,1268,99,244,-13.620172,-6.1031933,6.7320747,,1,1,1,1,1,1,1,0.110918775
2012.011,0.5703125,0.5552614162806089,0.600926538716082,0.312,0.392,839,908,312,392,9.162449,-177.4316,-21.837727,,1,1,1,1,1,1,1,0.0044785417
2012.013,0.52734375,0.30947647448641485,0.3286944996686547,0.619,0.653,467,496,619,653,5.6138206,-8.48086,2.4959805,,1,1,1,1,1,4,1,0.6478832
2012.013,0.71875,0.6739562624254473,0.6931742876076872,0.619,0.652,1017,1046,619,652,-3.3269,4.3809285,2.064125,,1,1,1,1,1,5,1,0.47188836
2012.013,0.5859375,0.7581179589131876,0.7760106030483764,0.597,0.629,1144,1171,597,629,-3.4213533,9.607268,-3.4287577,,1,1,1,1,1,3,1,0.34604135
2012.013,0.55078125,0.3836978131212724,0.40622929092113985,0.601,0.64,579,613,601,640,2.5298421,10.882669,-5.6500177,,1,1,1,1,1,1,1,0.0039908392
2012.013,0.73046875,0.709741550695825,0.7282968853545394,0.603,0.635,1071,1099,603,635,6.111177,-4.328018,-6.4937954,,1,1,1,1,1,4,1,0.8325939
2012.013,0.6875,0.5566600397614314,0.5758780649436713,0.604,0.638,840,869,604,638,-3.0336566,5.4358087,7.9224987,,1,1,1,1,1,4,1,0.5844239
2012.013,0.61328125,0.7998674618952949,0.8144466534128562,0.589,0.616,1207,1229,589,616,-3.6652005,10.746572,4.030538,,1,1,1,1,1,3,1,0.18700212
2012.013,0.6875,0.26308813783962887,0.28164347249834326,0.618,0.65,397,425,618,650,3.7014701,6.4689016,-4.522841,,1,1,1,1,1,3,1,0.21639223
2012.013,0.53125,0.21272365805168986,0.23260437375745527,0.628,0.663,321,351,628,663,-0.66218984,-9.7469635,-3.2218533,,1,1,1,1,1,4,4,0.04771229
2012.014,0.5859375,0.8425504229017566,0.8796356538711776,0.153,0.219,1295,1352,153,219,2.540417,-0.551887,3.785765,,1,1,1,1,1,1,1,0.6853226
2012.014,0.96875,0.4671437865972674,0.586857514638907,0.181,0.396,718,902,181,396,8.993022,-28.349659,8.498572,,1,1,1,1,1,1,1,0.43722922
2012.014,0.890625,0.2524398178269356,0.3929733246584255,0.393,0.644,388,604,393,644,0.4780703,14.511471,-25.661373,,3,1,1,1,1,1,1,0.2301652
2012.014,0.91796875,0.6011711125569291,0.6506180871828237,0.188,0.277,924,1000,188,277,-0.3778468,-21.176384,12.531846,,1,1,1,1,1,1,1,0.527806
2012.015,0.76171875,0.749,0.921,0.46596858638743455,0.6155572176514585,749,921,623,823,-41.81428,-106.77982,2.0732455,,1,1,1,1,1,1,1,0.004900136
2012.015,0.50390625,0.477,0.523,0.7554225878833208,0.7958115183246073,477,523,1010,1064,-20.075594,1.8012886,-18.356241,,1,1,1,1,1,1,1,0.18870799
2012.015,0.53515625,0.012,0.195,0.5228122662677637,0.6821241585639491,12,195,699,912,7.785215,105.69119,-6.803196,,1,1,1,1,1,1,1,0.0049421135
2013.002,0.546875,0.6408800567778566,0.6997870830376153,0.547,0.643,903,986,547,643,6.1234484,30.759483,-14.479574,,1,1,1,1,1,1,1,0.06885997
2013.002,0.68359375,0.36550745209368346,0.47267565649396737,0.117,0.293,515,666,117,293,3.9550738,-0.73593706,2.4175117,,1,1,1,1,3,1,1,0.045371555
2013.002,0.6953125,0.7430801987224982,0.8289567068843151,0.394,0.534,1047,1168,394,534,22.470747,-44.126072,8.739479,,1,1,1,1,1,1,1,0.2791355
2013.002,0.66796875,0.11071682044002838,0.19446415897799857,0.258,0.395,156,274,258,395,-2.7458568,32.936535,-2.2706995,,1,1,1,1,5,1,1,0.13592306
2013.002,0.515625,0.6550745209368346,0.7466288147622427,0.262,0.412,923,1052,262,412,-23.489506,6.262437,-16.934845,,1,1,1,1,1,1,1,0.060936376
2013.002,0.50390625,0.22001419446415899,0.2995031937544358,0.224,0.354,310,422,224,354,-5.056674,-41.58833,7.3018336,,1,1,1,1,1,1,1,0.15548673
2013.016,0.70703125,0.3281027104136947,0.5064194008559201,0.26226226226226224,0.5535535535535535,460,710,262,553,-2.107189,-2.7723947,0.764272,,1,1,1,1,1,1,1,0.29943225
2013.017,0.5546875,0.299,0.694,0.16516308119361556,0.48438584316446914,299,694,238,698,1.5648146,-3.2840939,1.5061507,,1,1,1,1,4,1,1,0.11182997
2013.018,0.6015625,0.293,0.698,0.16735537190082644,0.49173553719008267,293,698,243,714,0.79312885,-2.2432637,1.7167329,,1,1,1,1,4,1,1,0.09092133
2013.020,0.6328125,0.118,0.659,0.22985283812193413,0.6706377014716188,118,659,328,957,3.5392718,19.994486,-10.374661,,1,1,1,1,1,1,1,0.500801
2013.024,0.640625,0.11220472440944881,0.16666666666666666,0.081,0.178,171,254,81,178,-12.050926,43.397587,2.2090006,,1,1,1,1,1,1,1,0.46969417
2013.025,0.5703125,0.3155818540433925,0.37541091387245235,0.1111111111111111,0.21621621621621623,480,571,111,216,2.3248987,5.1476135,0.8912955,,1,1,1,1,1,1,1,0.18542996
2013.025,0.63671875,0.3162393162393162,0.3780407626561473,0.015015015015015015,0.12512512512512514,481,575,15,125,19.906721,25.952677,-11.062019,,1,1,1,1,1,1,1,0.01797838
2013.025,0.54296875,0.8547008547008547,0.9211045364891519,0.08108108108108109,0.1991991991991992,1300,1401,81,199,-4.1961884,-0.15852435,4.0442495,,1,1,1,1,1,1,1,0.33766755
2013.025,0.640625,0.16896778435239973,0.2215647600262985,0.08408408408408409,0.1781781781781782,257,337,84,178,5.9921837,-13.985546,3.7553518,,1,1,1,1,2,1,1,0.037537634
2013.025,0.6171875,0.0,0.062458908612754764,0.07107107107107107,0.1941941941941942,0,95,71,194,-2.043452,8.241033,6.424988,,1,1,1,1,4,1,1,0.027198307
2013.035c,0.9765625,0.154,0.843,0.0427715996578272,0.7279726261762189,154,843,50,851,0.9756761,1.7995671,-6.789036,,3,1,1,1,1,1,1,0.848022
2013.035e,0.83203125,0.414,0.622,0.09227306826706677,0.2730682670667667,414,622,123,364,1.3068826,7.7722406,-18.548422,,1,1,1,1,1,1,1,0.04575013
2013.035f,0.921875,0.211,0.564,0.17836965294592413,0.510088781275222,211,564,221,632,1.4330047,-1.9153397,-7.2677627,,1,1,1,1,1,1,1,0.42019024
2013.035g,0.90625,0.45916666666666667,0.5233333333333333,0.209,0.299,551,628,209,299,2.8208163,3.070696,-1.6837094,,5,1,1,1,1,1,1,0.41660306
2013.035g,0.90234375,0.155,0.2375,0.381,0.496,186,285,381,496,12.706727,52.467873,-8.402794,,1,1,1,1,1,1,1,0.1579898
2013.035g,0.95703125,0.03916666666666667,0.17,0.45,0.632,47,204,450,632,13.316962,43.530792,8.100938,,2,1,1,1,1,1,1,0.2597184
2013.035g,0.98828125,0.5908333333333333,0.7333333333333333,0.023,0.222,709,880,23,222,-9.168627,-5.102405,-4.524967,,1,1,1,1,1,1,1,0.73322827
2013.035g,0.6015625,0.27666666666666667,0.3458333333333333,0.18,0.276,332,415,180,276,10.207331,4.9044366,10.307209,,5,1,1,1,1,1,2,0.1139281
2013.035g,0.9609375,0.5,0.5783333333333334,0.309,0.419,600,694,309,419,8.764675,1.8282222,-1.490579,,1,1,1,1,1,1,1,0.21668878
2013.035g,0.99609375,0.8466666666666667,0.9525,0.067,0.216,1016,1143,67,216,-0.14987548,-0.09233948,2.230183,,3,1,1,1,1,1,1,0.8476747
2013.035g,0.78125,0.4375,0.5225,0.601,0.72,525,627,601,720,17.277962,22.189568,-9.053082,,4,1,1,1,1,1,1,0.23044041
2013.035g,0.8515625,0.41,0.4683333333333333,0.245,0.326,492,562,245,326,16.776783,14.164535,-0.7712539,,5,1,1,1,1,1,1,0.6366023
2013.035g,0.87109375,0.27416666666666667,0.3491666666666667,0.374,0.479,329,419,374,479,4.9676795,5.025453,0.8287996,,5,1,1,1,1,1,1,0.7399704
2013.035h,0.98828125,0.249,0.867,0.19389438943894388,0.7863036303630363,249,867,235,953,-7.4424224,21.640837,10.511947,,1,1,1,1,1,1,1,0.5527047
2013.035l,0.9375,0.32059925093632957,0.4254681647940075,0.285,0.448,428,568,285,448,-9.156076,41.34398,18.416985,,1,1,1,1,1,1,1,0.36089957
2013.035l,0.546875,0.5550561797752809,0.6411985018726591,0.439,0.573,741,856,439,573,-1.488225,-24.73671,8.280802,,1,1,1,1,1,1,1,0.3509648
2013.035m,0.6875,0.644,0.726,0.5562599049128367,0.6323296354992076,644,726,702,798,-6.8211675,-10.109959,5.3807006,,1,1,1,1,1,1,1,0.12007289
2013.035m,0.703125,0.563,0.617,0.26782884310618066,0.31695721077654515,563,617,338,400,-0.905613,-11.447477,-9.965658,,1,1,1,1,1,1,1,0.6682321
2013.035m,0.52734375,0.84,0.893,0.35578446909667194,0.40491283676703643,840,893,449,511,2.8452036,37.641182,-0.01755726,,1,1,1,1,1,1,1,0.050755095
2013.037,0.984375,0.059,0.879,0.20425257731958762,0.8182989690721649,59,879,317,1270,-5.6880336,-21.886671,-5.9117575,,1,2,1,1,1,1,1,0.6057914
2013.038,0.98046875,0.2634445200816882,0.8025867937372362,0.0,0.91,387,1179,0,910,-6.3424206,-1.98166,-15.178511,,1,1,1,1,1,1,4,0.5671879
2013.039,0.921875,0.6233062330623306,0.8644986449864499,0.237,0.651,920,1276,237,651,110.61405,-39.128597,13.418085,,1,1,1,1,1,1,1,0.27496338
2013.041,0.52734375,0.27231807951987996,0.5678919729932483,0.128,0.585,363,757,128,585,6.659218,-130.44981,19.253876,,1,1,1,1,3,1,1,0.0038334767
2013.041,0.859375,0.09527381845461365,0.20180045011252815,0.554,0.719,127,269,554,719,-1.019836,-5.0835915,0.13222903,,1,2,1,1,1,1,1,0.61058414
2013.043,0.8515625,0.414181577203446,0.4943671305500331,0.228,0.369,625,746,228,369,2.4382784,4.5562606,6.2744493,,2,1,1,1,1,1,1,0.8475485
2013.043,0.8515625,0.5772034459907224,0.6759443339960238,0.09,0.263,871,1020,90,263,-13.321403,-51.003708,3.059051,,1,1,1,1,1,1,2,0.463336
2013.050,0.83984375,0.229693741677763,0.27430093209054596,0.16,0.238,345,412,160,238,9.326644,23.622732,-19.443577,,1,1,1,1,1,1,1,0.5263903
2013.050,0.60546875,0.8195739014647138,0.8901464713715047,0.071,0.193,1231,1337,71,193,3.5194354,-78.83323,3.7890692,,1,1,1,1,1,1,1,0.020433297
2013.050,0.76953125,0.7237017310252996,0.7709720372836218,0.202,0.285,1087,1158,202,285,10.706139,-46.06115,9.167023,,1,1,1,1,1,1,1,0.25245574
2013.050,0.93359375,0.3788282290279627,0.4234354194407457,0.188,0.266,569,636,188,266,1.8369157,-1.4845154,3.288636,,1,1,1,1,1,1,4,0.5993711
2013.050,0.8046875,0.5732356857523302,0.6178428761651131,0.187,0.265,861,928,187,265,19.994614,-35.23188,-2.5064602,,1,1,1,1,1,1,1,0.36417705
2014.005,0.9296875,0.17517517517517517,0.4794794794794795,0.10292953285827396,0.3824228028503563,175,479,130,483,-10.766008,-18.950914,0.8406033,,1,1,1,1,1,1,2,0.3554558
2014.007,0.984375,0.432,0.566,0.1048,0.2296,432,566,131,287,-5.2032657,-3.5209074,-1.8557416,,1,1,1,1,1,1,5,0.7031133
2014.008,0.95703125,0.375,0.596,0.1112,0.316,375,596,139,395,-2.2557435,-2.947838,0.25761402,,1,1,1,1,1,1,5,0.7259971
2014.009,0.984375,0.396,0.637,0.1088,0.3336,396,637,136,417,-5.322565,-2.8685284,-8.229792,,1,1,1,1,1,1,1,0.78715134
2014.010,0.9921875,0.478,0.612,0.1536,0.2784,478,612,192,348,-2.656001,-2.3423092,1.9180708,,1,1,1,1,1,1,5,0.7876943
2014.011,0.98828125,0.496,0.594,0.2536,0.344,496,594,317,430,-3.9570591,-5.642728,3.5531764,,1,1,1,1,1,1,5,0.72236836
2014.012,0.96875,0.425,0.53,0.2144,0.312,425,530,268,390,0.40843174,-4.5907335,-3.5217104,,1,1,1,1,1,1,5,0.7555376
2014.013,0.984375,0.5189620758483033,0.6154357950765137,0.1981981981981982,0.3663663663663664,780,925,198,366,-1.7219753,38.42553,-8.7462845,,1,1,1,1,1,1,1,0.33355162
2014.013,0.5703125,0.6660013306719893,0.7504990019960079,0.4944944944944945,0.6426426426426426,1001,1128,494,642,12.876583,-79.608475,-8.438514,,1,1,1,1,5,1,1,0.031211415
2014.014,0.7421875,0.20358868184955142,0.27191166321601107,0.0,0.108,295,394,0,108,2.9941418,41.195255,15.781827,,1,1,1,1,1,1,1,0.072739184
2014.014,0.84375,0.7584541062801933,0.8543823326432022,0.167,0.33,1099,1238,167,330,4.564776,-79.348946,-3.3818505,,1,1,1,1,1,1,1,0.025312368
2014.015,0.9765625,0.5146648044692738,0.7227653631284916,0.026,0.372,737,1035,26,372,11.280387,25.216797,8.942446,,1,1,1,1,1,1,1,0.5596604
2014.015,0.984375,0.2122905027932961,0.41480446927374304,0.109,0.447,304,594,109,447,-6.4883604,13.809289,8.884938,,1,1,1,1,1,1,1,0.73025525
2014.016,0.8671875,0.5755584756898817,0.7260183968462549,0.095,0.361,876,1105,95,361,-7.799094,-66.97595,2.4591453,,1,1,1,1,1,1,1,0.15595777
2014.016,0.77734375,0.9500657030223391,0.9980289093298291,0.323,0.409,1446,1519,323,409,1.2186034,99.922806,-1.8000363,,1,1,1,1,1,1,1,0.01467781
2014.016,0.6015625,0.8850197109067017,0.9093298291721419,0.387,0.43,1347,1384,387,430,-2.1653082,-173.39902,-4.371848,,1,1,1,1,1,1,1,0.004246554
2014.017,0.94140625,0.0,0.8206666666666667,0.0,0.999,0,1231,0,999,-8.324872,50.123783,9.220761,,1,1,1,1,1,1,2,0.14197779
2014.018,0.9375,0.8046666666666666,0.9626666666666667,0.222,0.497,1207,1444,222,497,-5.6851344,-25.472282,-20.357582,,1,1,1,1,1,1,1,0.41842914
2014.018,0.7734375,0.028,0.23133333333333334,0.56,0.916,42,347,560,916,-26.923302,-50.029415,-11.353978,,1,1,1,1,1,1,1,0.042040203
2014.018,0.59765625,0.5246666666666666,0.6026666666666667,0.114,0.25,787,904,114,250,8.7235565,28.804764,-19.480093,,3,1,1,1,1,1,1,0.17542207
2014.019,0.76171875,0.37666666666666665,0.5813333333333334,0.0,0.281,565,872,0,281,-19.824251,-80.47764,-2.1273675,,1,1,1,1,1,1,1,0.052733187
2014.020,0.671875,0.2074468085106383,0.2546542553191489,0.29,0.373,312,383,290,373,-14.800972,87.89058,-4.085695,,1,1,1,1,1,1,1,0.016864266
2014.020,0.83203125,0.49601063829787234,0.5339095744680851,0.468,0.535,746,803,468,535,-2.2154832,-43.492294,-2.9661365,,1,1,1,1,1,1,1,0.10465704
2014.021,0.73828125,0.5391666666666667,0.6158333333333333,0.6549560853199499,0.7892095357590966,647,739,522,629,144.7211,-42.000896,5.0164857,,3,1,1,1,1,1,1,0.1819803
2014.021,0.8984375,0.72,0.7733333333333333,0.24592220828105396,0.34002509410288584,864,928,196,271,-15.060425,-46.203068,3.4548433,,2,1,1,1,1,1,1,0.33154774
2014.021,0.67578125,0.5966666666666667,0.6366666666666667,0.4491844416562108,0.5194479297365119,716,764,358,414,-0.31017342,68.48561,1.3478423,,3,1,1,1,1,1,1,0.25691286
2014.022,0.93359375,0.555,0.6141666666666666,0.3877038895859473,0.4905897114178168,666,737,309,391,15.229817,-18.416975,3.7646475,,1,1,1,1,1,1,1,0.41162106
2014.023,0.9921875,0.512,0.806,0.029,0.543,768,1209,29,543,-4.110251,12.78406,-7.5116568,,1,1,1,1,1,1,1,0.51078874
2014.023,0.9765625,0.17666666666666667,0.5266666666666666,0.032,0.643,265,790,32,643,-19.902317,37.326946,3.7098825,,2,1,1,1,1,1,1,0.5290363
2014.024,0.7890625,0.78,0.8991666666666667,0.2810539523212045,0.4880803011292346,936,1079,224,389,-2.1894238,38.087727,12.122029,,1,1,1,1,1,1,1,0.083436705
2014.024,0.98046875,0.5466666666666666,0.7125,0.09535759096612297,0.3864491844416562,656,855,76,308,-0.102197655,15.019327,-2.7858365,,1,1,1,1,1,1,1,0.5284211
2014.024,0.71484375,0.4866666666666667,0.5466666666666666,0.328732747804266,0.4341279799247177,584,656,262,346,-1.407885,30.098724,-9.613582,,1,1,1,1,1,1,1,0.02831865
2014.024,0.984375,0.028333333333333332,0.16166666666666665,0.10163111668757842,0.33626097867001253,34,194,81,268,-6.617655,7.5722075,6.868069,,2,1,1,1,1,1,5,0.48735628
2014.024,0.69140625,0.9241666666666667,0.9991666666666666,0.36386449184441655,0.5558343789209536,1109,1199,290,443,1.7575257,51.98202,-2.0228684,,1,1,1,1,1,1,1,0.006846118
2014.024,0.88671875,0.6875,0.8658333333333333,0.3739021329987453,0.6863237139272271,825,1039,298,547,-1.3689047,23.306591,2.7627552,,1,2,1,1,1,1,4,0.6834759
2014.024,0.87890625,0.37166666666666665,0.49583333333333335,0.17691342534504392,0.39397741530740277,446,595,141,314,4.260015,4.1669326,0.8708635,,1,1,1,1,1,1,1,0.06027424
2014.024,0.92578125,0.2633333333333333,0.44083333333333335,0.09410288582183186,0.40401505646173147,316,529,75,322,11.720758,13.568621,-4.0360937,,1,1,1,1,1,1,1,0.40322226
2014.025,0.96484375,0.24533333333333332,0.6226666666666667,0.05,0.708,368,934,50,708,-2.244114,44.04668,-0.39298776,,1,1,1,1,1,1,1,0.35246778
2014.026,0.9921875,0.3183183183183183,0.7387387387387387,0.04243439419318816,0.31434952540480177,318,738,76,563,-3.9745176,-3.73382,-0.63625157,,2,1,1,1,1,1,1,0.71646917
2014.027,0.78515625,0.13113113113113112,0.8468468468468469,0.19003931847968544,0.734600262123198,131,846,290,1121,-2.5629768,8.806839,-10.535184,,1,1,1,1,1,1,1,0.03770851
2014.030,0.82421875,0.161,0.28,0.25775193798449614,0.39244186046511625,161,280,266,405,1.358538,0.6847657,14.282605,,1,1,1,1,1,1,1,0.01654129
2014.032,0.828125,0.493,0.727,0.26919431279620853,0.5270142180094787,493,727,284,556,29.87333,79.65233,0.88027334,,1,1,1,1,1,1,1,0.020527307
2014.035,0.640625,0.10710710710710711,0.2912912912912913,0.46844181459566075,0.6794871794871795,107,291,475,689,6.2002907,43.9109,4.7125106,,1,1,1,1,1,1,1,0.0038053906
2014.035,0.7734375,0.5885885885885885,0.7387387387387387,0.6538461538461539,0.8264299802761341,588,738,663,838,-9.872753,27.404602,14.700359,,1,1,1,1,4,1,1,0.014804593
2014.038,0.53515625,0.341,0.398,0.3058589870903674,0.3723932472691162,341,398,308,375,-95.7335,89.53927,5.1262455,,1,1,1,1,1,1,1,0.006213077
2014.040,0.88671875,0.3,0.408,0.1946564885496183,0.3148854961832061,300,408,204,330,-36.290062,-72.58501,-2.4417055,,1,1,1,1,1,1,3,0.08414811
2014.040,0.5703125,0.218,0.237,0.30820610687022904,0.3291984732824427,218,237,323,345,1.912681,-168.25705,8.868117,,1,1,1,1,4,1,1,0.004683864
2014.042,0.6171875,0.6726726726726727,0.7807807807807807,0.2259941804073715,0.34820562560620755,672,780,233,359,-7.073668,-130.45691,-3.6420922,,1,1,1,1,1,1,2,0.0041392795
2014.042,0.96875,0.4674674674674675,0.5685685685685685,0.23860329776915615,0.3530552861299709,467,568,246,364,12.03365,49.89918,10.289093,,1,1,1,1,1,1,1,0.23313601
2014.048,0.609375,0.201,0.247,0.4569789674952199,0.5076481835564054,201,247,478,531,-9.113151,-84.499596,-0.9665218,,1,1,1,1,1,1,2,0.0079767555
2015.017,0.55859375,0.5684840425531915,0.5944148936170213,0.1,0.145,855,894,100,145,-7.8176417,11.403403,-19.201328,,1,1,1,1,1,3,3,0.021240374
2015.018,0.8203125,0.7473404255319149,0.839095744680851,0.238,0.399,1124,1262,238,399,-10.962679,-150.84166,-3.0558736,,1,1,1,1,1,1,3,0.0039712703
2015.018,0.796875,0.19614361702127658,0.28191489361702127,0.429,0.578,295,424,429,578,-6.693906,85.52861,2.411976,,1,1,1,1,1,1,1,0.057605736
2015.019,0.78125,0.08976063829787234,0.16289893617021275,0.216,0.344,135,245,216,344,-0.8869809,85.218414,0.20089312,,2,1,1,1,1,1,1,0.13654415
2015.019,0.5390625,0.6030585106382979,0.6456117021276596,0.111,0.186,907,971,111,186,-7.0812235,-24.582859,-0.40541282,,1,1,1,1,1,1,1,0.049793925
2015.020,0.77734375,0.817154255319149,0.8583776595744681,0.241,0.313,1229,1291,241,313,7.2461777,-21.412905,-1.2198961,,1,1,1,1,1,1,1,0.1914024
2015.020,0.92578125,0.632313829787234,0.7027925531914894,0.146,0.27,951,1057,146,270,2.6206112,173.3439,3.2738976,,1,1,1,1,1,1,1,0.0037908915
2015.020,0.66796875,0.2765957446808511,0.32513297872340424,0.348,0.434,416,489,348,434,5.340302,137.35275,-3.671151,,1,1,1,1,1,1,1,0.0034206025
2015.021,0.59375,0.2746010638297872,0.37300531914893614,0.4804804804804805,0.6526526526526526,413,561,480,652,-4.744406,170.75279,-5.9069653,,1,1,1,1,1,1,1,0.0023561732
2015.021,0.94140625,0.48470744680851063,0.5738031914893617,0.16916916916916916,0.3253253253253253,729,863,169,325,5.3835807,-24.108555,-4.0222096,,1,1,1,1,1,1,1,0.09274424
2015.022,0.90625,0.1309840425531915,0.26529255319148937,0.22022022022022023,0.45645645645645644,197,399,220,456,-32.958897,-87.4989,-1.6319405,,1,1,1,1,1,1,1,0.15288518
2015.022,0.890625,0.629654255319149,0.8530585106382979,0.13113113113113112,0.5225225225225225,947,1283,131,522,-21.899647,-57.134842,-9.111597,,3,1,1,1,1,1,1,0.05940249
2015.023,0.80859375,0.5339095744680851,0.6063829787234043,0.1941941941941942,0.3213213213213213,803,912,194,321,-36.16641,-43.072914,0.6615441,,1,1,1,1,4,1,3,0.01539955
2015.023,0.91015625,0.7087765957446809,0.8590425531914894,0.031031031031031032,0.29429429429429427,1066,1292,31,294,-30.626673,-81.58865,1.8842382,,5,1,1,1,1,1,4,0.12000063
2015.024,0.51953125,0.4767287234042553,0.5531914893617021,0.25925925925925924,0.3933933933933934,717,832,259,393,-13.8973055,-7.4449754,-16.087355,,1,1,1,1,1,1,1,0.11706689
2015.024,0.9453125,0.24069148936170212,0.3158244680851064,0.38038038038038036,0.5115115115115115,362,475,380,511,-12.096312,6.753454,7.6007943,,1,1,1,1,1,1,1,0.798029
2015.024,0.98046875,0.35106382978723405,0.43882978723404253,0.22722722722722724,0.38038038038038036,528,660,227,380,-9.135689,-1.0180029,-7.4867067,,3,1,1,1,1,1,1,0.5698727
2015.025,0.55078125,0.2632978723404255,0.33311170212765956,0.3083083083083083,0.43043043043043044,396,501,308,430,0.44303933,-157.96094,-6.500222,,1,1,1,1,1,1,1,0.003225318
2015.025,0.84375,0.023936170212765957,0.13031914893617022,0.15115115115115116,0.33733733733733734,36,196,151,337,-19.492586,-178.1083,-33.052094,,1,1,1,1,1,1,1,0.0028466138
2015.025,0.77734375,0.7034574468085106,0.7386968085106383,0.4724724724724725,0.5345345345345346,1058,1111,472,534,-3.2465699,36.479935,-19.901516,,2,1,1,1,1,1,1,0.17429599
2015.026,0.515625,0.4541223404255319,0.4940159574468085,0.44844844844844844,0.5175175175175175,683,743,448,517,10.251998,43.56242,-2.778652,,1,1,1,1,1,1,5,0.21686836
2015.026,0.859375,0.6289893617021277,0.668218085106383,0.5645645645645646,0.6336336336336337,946,1005,564,633,12.748524,-48.218647,0.18714175,,1,1,1,1,1,1,1,0.3862874
2015.027,0.98828125,0.4454787234042553,0.5472074468085106,0.38738738738738737,0.5655655655655656,670,823,387,565,0.06923524,2.6327848,-14.27179,,1,3,1,1,1,1,1,0.73181295
2015.028,0.61328125,0.5571808510638298,0.6316489361702128,0.137,0.268,838,950,137,268,0.7172061,-178.11475,13.937475,,1,1,1,1,1,1,1,0.003457814
2015.029,0.7890625,0.6024,0.6592,0.215,0.298,753,824,215,298,-21.298147,-33.597958,-4.80812,,4,1,1,1,1,1,1,0.12145571
2015.030,0.9765625,0.39893617021276595,0.5525265957446809,0.012,0.28,600,831,12,280,8.458736,28.665407,-12.002591,,1,1,1,1,1,1,1,0.42044708
2015.031,0.86328125,0.16555851063829788,0.4128989361702128,0.084,0.516,249,621,84,516,-16.08049,-1.0029746,8.990892,,1,1,1,1,1,1,1,0.22408701
2015.032,0.9921875,0.45986496624156037,0.6331582895723931,0.093,0.362,613,844,93,362,-5.971406,-8.420019,3.0267358,,1,1,1,1,1,1,1,0.7199212
2015.033,0.54296875,0.049867021276595744,0.45013297872340424,0.023023023023023025,0.7237237237237237,75,677,23,723,3.0924954,53.886276,-57.695404,,1,1,1,1,1,1,1,0.0031616432
2015.040,0.79296875,0.373,0.612,0.1199400299850075,0.328335832083958,373,612,160,438,8.023136,5.899755,5.931693,,5,1,1,1,1,1,1,0.8062692
2015.041,0.90625,0.334,0.668,0.07282282282282282,0.36486486486486486,334,668,97,486,0.81436217,-4.770611,-2.82053,,4,1,1,1,1,1,1,0.73077464
2015.042,0.76953125,0.26926926926926925,0.6766766766766766,0.07169811320754717,0.4294339622641509,269,676,95,569,0.22919105,1.116748,-3.3106842,,2,1,1,1,1,1,1,0.7266302
2015.043,0.84375,0.47647647647647645,0.6726726726726727,0.0809748427672956,0.2610062893081761,476,672,103,332,16.953735,-68.07634,-3.9622014,,1,1,1,1,1,1,1,0.25437385
2015.044,0.8046875,0.251,0.542,0.02177177177177177,0.2755255255255255,251,542,29,367,2.52671,5.139923,-3.7484756,,2,1,1,1,1,1,1,0.7950574
2015.044,0.80859375,0.556,0.808,0.1111111111111111,0.33183183183183185,556,808,148,442,-2.4336123,-4.139254,-2.2006528,,1,1,1,1,1,1,1,0.74464864
2015.045,0.91796875,0.401,0.648,0.1380345086271568,0.3533383345836459,401,648,184,471,10.212023,-4.7761865,21.403175,,2,1,1,1,1,1,1,0.40102535
2015.046,0.73828125,0.3133133133133133,0.5815815815815816,0.051809794180269694,0.27253371185237757,313,581,73,384,-2.9451542,1.9945533,4.3961167,,5,1,1,1,1,1,2,0.849102
2015.047,0.94921875,0.33633633633633636,0.5635635635635635,0.07377049180327869,0.2697466467958271,336,563,99,362,-5.9555564,51.768524,10.848419,,1,1,1,1,1,1,1,0.42149228
2015.048,0.9609375,0.294,0.662,0.03912716328066215,0.3611738148984199,294,662,52,480,-0.16616514,8.421058,2.8672276,,1,1,1,1,1,1,1,0.3054072
2015.049,0.97265625,0.555,0.738,0.052243804420629605,0.1942397856664434,555,738,78,290,-0.26731852,-5.8089437,-1.9249521,,5,1,1,1,1,1,1,0.7869299
2015.050,0.97265625,0.134,0.87,0.07934131736526946,0.7200598802395209,134,870,106,962,1.1806881,-0.10075728,4.1786985,,1,1,1,1,1,1,1,0.84748197
2015.051,0.95703125,0.339,0.691,0.08545727136431784,0.39205397301349326,339,691,114,523,-4.613467,0.4016689,1.8441066,,3,1,1,1,1,1,1,0.5463576
2015.052,0.984375,0.384,0.652,0.07126781695423856,0.304576144036009,384,652,95,406,-0.5621547,3.0364988,3.6512022,,2,1,1,1,1,1,1,0.79246396
