accession_number,status,description,image_url
1999.172w,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.172w.tif/pct:5.5419922,4.8339844,87.0361328,80.7128906/!512,512/0/default.jpg"
1999.172x,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.172x.tif/pct:14.453125,10.546875,73.828125,69.53125/!512,512/0/default.jpg"
1999.172y,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.172y.tif/pct:10.0097656,11.1816406,75.5371094,69.6777344/!512,512/0/default.jpg"
1999.172z,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.172z.tif/pct:13.574219000000001,11.4746094,72.363281,69.3847656/!512,512/0/default.jpg"
1999.173,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.173.tif/pct:2.4047852,0.8850098000000001,96.4233398,98.3337402/!512,512/0/default.jpg"
1999.175,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.175.tif/pct:2.5146484,2.6611328,95.5322266,93.8232422/!512,512/0/default.jpg"
1999.179,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.179.tif/pct:32.617188000000006,53.125,12.304686999999998,27.34375/!512,512/0/default.jpg"
1999.179,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.179.tif/pct:32.617188000000006,58.984375,12.304686999999998,19.921875/!512,512/0/default.jpg"
1999.179,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.179.tif/pct:32.617188000000006,53.125,12.304686999999998,27.34375/!512,512/0/default.jpg"
1999.179,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.179.tif/pct:1.1108398,4.9316406,96.9360352,91.5527344/!512,512/0/default.jpg"
1999.180,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.180.tif/pct:35.546875,6.933594,51.5625,91.503906/!512,512/0/default.jpg"
1999.180,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.180.tif/pct:50.390625,26.757811999999998,37.890625,73.242188/!512,512/0/default.jpg"
1999.180,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.180.tif/pct:32.03125,25.195311999999998,43.359375,71.679688/!512,512/0/default.jpg"
1999.181,uploaded,Kitchenware,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.181.jpg/pct:6.933594,29.882811999999998,89.941406,52.148438/full/0/default.jpg"
1999.225,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.2251999.226.TIF/pct:22.558594000000003,2.6245117000000002,32.910156,92.6879883/!512,512/0/default.jpg"
1999.225,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.2251999.226.TIF/pct:22.558594000000003,2.6245117000000002,32.910156,92.6879883/!512,512/0/default.jpg"
1999.225,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.2251999.226.TIF/pct:55.078125,5.3466797,22.65625,93.8720703/!512,512/0/default.jpg"
1999.228,uploaded,Nightstand,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.228.tif/pct:4.345703,3.6376953,90.185547,96.3623047/!512,512/0/default.jpg"
1999.228,uploaded,Cabinetry,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.228.tif/pct:4.345703,3.6376953,90.185547,96.3623047/!512,512/0/default.jpg"
1999.228,uploaded,Table,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.228.tif/pct:4.345703,3.6376953,90.185547,96.3623047/!512,512/0/default.jpg"
1999.232,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.232.TIF/pct:24.21875,4.9316406,51.171875,91.5527344/!512,512/0/default.jpg"
1999.241,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.241.jpg/pct:18.457030999999997,6.591797000000001,61.230469,85.595703/!512,512/0/default.jpg"
1999.241,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.241.jpg/pct:18.457030999999997,6.591797000000001,61.230469,85.595703/!512,512/0/default.jpg"
1999.242,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.242.jpg/pct:2.1362305000000004,23.339844000000003,88.8793945,68.847656/!512,512/0/default.jpg"
1999.242,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.242.jpg/pct:2.1362305000000004,23.339844000000003,88.8793945,68.847656/!512,512/0/default.jpg"
1999.243,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.243.JPG/pct:17.285155999999997,12.207031,70.214844,80.761719/!512,512/0/default.jpg"
1999.243,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.243.JPG/pct:17.285155999999997,12.207031,70.214844,80.761719/!512,512/0/default.jpg"
1999.244,uploaded,Bronze sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.244.jpg/pct:15.039062,1.0375977,65.039063,83.3374023/!512,512/0/default.jpg"
1999.244,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.244.jpg/pct:10.7421875,0.9887695,74.4140625,93.5424805/!512,512/0/default.jpg"
1999.244,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.244.jpg/pct:10.7421875,0.9887695,74.4140625,93.5424805/!512,512/0/default.jpg"
1999.250,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.250.tif/pct:9.082031,8.8378906,81.152344,81.0058594/!512,512/0/default.jpg"
1999.250,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.250.tif/pct:21.289062,29.296875,58.007813,55.078125/!512,512/0/default.jpg"
1999.251,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.251.tif/pct:6.298827999999999,23.925780999999997,89.794922,55.761719/!512,512/0/default.jpg"
1999.252,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.252.tif/pct:21.191405999999997,7.2753906,52.246094,86.8652344/!512,512/0/default.jpg"
1999.252,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.252.tif/pct:21.191405999999997,7.2753906,52.246094,86.8652344/!512,512/0/default.jpg"
1999.252,uploaded,Bust,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1999%2F1999.252.tif/pct:21.191405999999997,7.2753906,52.246094,86.8652344/!512,512/0/default.jpg"
2000.001,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.001.jpg/pct:1.5136719,2.2949219,96.5332031,93.7988281/!512,512/0/default.jpg"
2000.002,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.002.png/pct:4.3945312,4.9804688,90.52734380000001,86.03515619999999/!512,512/0/default.jpg"
2000.004,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.004.tif/pct:5.6396484000000004,5.3466797,89.6728516,89.1845703/!512,512/0/default.jpg"
2000.005,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.005.jpg/pct:0.26245116999999996,5.908203,95.05004883,89.013672/full/0/default.jpg"
2000.006,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.006.tif/pct:4.736328,4.4433594,50.341797,91.2597656/!512,512/0/default.jpg"
2000.007,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.007.tif/pct:17.675780999999997,5.9326172,64.355469,85.4736328/!512,512/0/default.jpg"
2000.008,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.008.tif/pct:66.796875,2.758789,32.03125,61.69433600000001/!512,512/0/default.jpg"
2000.008,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.008.tif/pct:66.796875,2.758789,32.03125,61.69433600000001/!512,512/0/default.jpg"
2000.008,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.008.tif/pct:2.8320312,46.679688000000006,38.1835938,43.164061999999994/!512,512/0/default.jpg"
2000.008,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.008.tif/pct:41.601561999999994,30.664061999999998,42.773438000000006,54.882813/!512,512/0/default.jpg"
2000.009,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.009.tif/pct:19.921875,25.195311999999998,15.625,20.898438000000002/!512,512/0/default.jpg"
2000.010,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.010.tif/pct:60.15625,55.859375,30.078125,29.296875/!512,512/0/default.jpg"
2000.010,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.010.tif/pct:5.9814453,20.507812,25.854492700000005,30.273438/!512,512/0/default.jpg"
2000.010,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.010.tif/pct:6.201172,26.367188000000002,20.556639999999998,23.632811999999998/!512,512/0/default.jpg"
2000.019,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.019.tif/pct:39.648438000000006,32.226561999999994,22.851561999999998,16.40625/!512,512/0/default.jpg"
2000.019,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.019.tif/pct:37.695311999999994,19.140625,14.257813000000002,17.578125/!512,512/0/default.jpg"
2000.019,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.019.tif/pct:55.078125,20.214844000000003,10.9375,25.683594/!512,512/0/default.jpg"
2000.021,uploaded,Shoe,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.021.tif/pct:8.251952999999999,69.140625,85.107422,22.265625/!512,512/0/default.jpg"
2000.021,uploaded,Footwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.021.tif/pct:8.251952999999999,69.140625,85.107422,22.265625/!512,512/0/default.jpg"
2000.021,uploaded,Shoe,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.021.tif/pct:8.251952999999999,69.140625,85.107422,22.265625/!512,512/0/default.jpg"
2000.024,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.024.tif/pct:67.1875,32.8125,18.359375,11.132811999999998/!512,512/0/default.jpg"
2000.024,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.024.tif/pct:68.359375,52.734375,16.796875,17.1875/!512,512/0/default.jpg"
2000.024,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.024.tif/pct:42.773438000000006,36.523438000000006,12.304686999999998,22.460936999999998/!512,512/0/default.jpg"
2000.024,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.024.tif/pct:67.1875,28.710938000000002,18.75,15.429686999999998/!512,512/0/default.jpg"
2000.024,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.024.tif/pct:11.279297000000001,53.515625,18.603514999999998,17.578125/!512,512/0/default.jpg"
2000.024,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.024.tif/pct:68.359375,52.734375,16.796875,17.1875/!512,512/0/default.jpg"
2000.024,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.024.tif/pct:11.767577999999999,27.929688000000002,16.552733999999997,16.015623999999995/!512,512/0/default.jpg"
2000.024,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.024.tif/pct:67.1875,28.710938000000002,18.75,15.429686999999998/!512,512/0/default.jpg"
2000.024,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.024.tif/pct:42.773438000000006,36.523438000000006,12.304686999999998,22.460936999999998/!512,512/0/default.jpg"
2000.024,uploaded,Pants,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.024.tif/pct:44.726561999999994,47.265625,8.789063000000002,10.15625/!512,512/0/default.jpg"
2000.026,uploaded,1D barcode,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.026.tif/pct:23.144530999999997,85.9375,32.714844,9.765625/!512,512/0/default.jpg"
2000.026,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.026.tif/pct:70.3125,41.992188000000006,20.3125,18.554686999999998/!512,512/0/default.jpg"
2000.026,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.026.tif/pct:48.4375,41.40625,22.65625,19.140625/!512,512/0/default.jpg"
2000.026,uploaded,1D barcode,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.026.tif/pct:33.398438000000006,2.4047852,18.945311999999998,10.290526799999999/!512,512/0/default.jpg"
2000.028,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.028.tif/pct:29.492188000000002,37.695311999999994,17.1875,18.554688000000002/!512,512/0/default.jpg"
2000.028,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.028.tif/pct:29.492188000000002,37.695311999999994,17.1875,18.554688000000002/!512,512/0/default.jpg"
2000.028,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.028.tif/pct:52.734375,38.671875,17.1875,17.96875/!512,512/0/default.jpg"
2000.028,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.028.tif/pct:29.492188000000002,39.453125,16.992186999999998,15.625/!512,512/0/default.jpg"
2000.031,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.031.tif/pct:8.154297000000001,4.711913999999999,82.080078,90.209961/!512,512/0/default.jpg"
2000.034,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.034.JPG/pct:12.695312,2.0996094,79.492188,91.2597656/!512,512/0/default.jpg"
2000.035,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.035.tif/pct:6.738281,3.0517578,87.402344,94.9951172/!512,512/0/default.jpg"
2000.037,uploaded,Bird,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.037.tif/pct:48.632811999999994,67.1875,20.117188000000002,17.578125/!512,512/0/default.jpg"
2000.037,uploaded,Chicken,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.037.tif/pct:48.632811999999994,67.1875,20.117188000000002,17.578125/!512,512/0/default.jpg"
2000.037,uploaded,Bird,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.037.tif/pct:26.171875,61.71875,23.242186999999998,22.65625/!512,512/0/default.jpg"
2000.039,uploaded,Hat,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.039.tif/pct:38.476561999999994,27.734375,24.023438000000002,15.820313000000002/!512,512/0/default.jpg"
2000.043,uploaded,1D barcode,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.043.tif/pct:4.638672,16.894530999999997,24.072266000000003,13.769530999999999/!512,512/0/default.jpg"
2000.043,uploaded,1D barcode,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.043.tif/pct:69.140625,16.503905999999997,24.21875,14.160155999999999/!512,512/0/default.jpg"
2000.048,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.048.tif/pct:3.0883789,0.34179688,92.6147461,97.70507812/!512,512/0/default.jpg"
2000.049,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.049.tif/pct:3.90625,1.9897461,91.015625,96.4477539/!512,512/0/default.jpg"
2000.050,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.050.tif/pct:50.78125,14.453125,41.796875,31.445313000000002/!512,512/0/default.jpg"
2000.050,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.050.tif/pct:50.78125,14.453125,41.796875,31.445313000000002/!512,512/0/default.jpg"
2000.050,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.050.tif/pct:51.171875,23.632812,41.40625,22.265626/!512,512/0/default.jpg"
2000.054,uploaded,Ice cream,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.054.tif/pct:31.25,52.734375,18.554688000000002,17.1875/!512,512/0/default.jpg"
2000.055,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.055.tif/pct:2.368164,0.53710938,93.334961,95.16601562/!512,512/0/default.jpg"
2000.064,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.064.tif/pct:3.515625,2.2949219,92.1875,95.7519531/!512,512/0/default.jpg"
2000.066,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.066.tif/pct:4.1259766,3.3203125,90.4052734,95.5078125/!512,512/0/default.jpg"
2000.069,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.069.tif/pct:2.3315430000000004,1.7700194999999999,93.371582,96.2768555/!512,512/0/default.jpg"
2000.076,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.076.tif/pct:3.6621094,2.734375,91.6503906,95.703125/!512,512/0/default.jpg"
2000.078,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.078.tif/pct:0.9155273,0.74768066,97.9125977,97.68981934/!512,512/0/default.jpg"
2000.078,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.078.tif/pct:57.03125,39.257811999999994,9.765625,24.804688000000002/!512,512/0/default.jpg"
2000.078,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.078.tif/pct:31.445311999999998,38.867188000000006,10.15625,24.023436999999998/!512,512/0/default.jpg"
2000.078,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.078.tif/pct:39.0625,39.84375,8.203125,22.65625/!512,512/0/default.jpg"
2000.078,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.078.tif/pct:45.117188000000006,40.234375,8.007811999999998,23.4375/!512,512/0/default.jpg"
2000.078,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.078.tif/pct:51.5625,40.039061999999994,7.03125,23.242188000000002/!512,512/0/default.jpg"
2000.078,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.078.tif/pct:31.054688000000002,40.039061999999994,9.765623999999995,22.070313000000002/!512,512/0/default.jpg"
2000.078,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.078.tif/pct:57.03125,39.257811999999994,9.765625,24.804688000000002/!512,512/0/default.jpg"
2000.078,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.078.tif/pct:45.117188000000006,40.234375,8.007811999999998,23.4375/!512,512/0/default.jpg"
2000.078,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.078.tif/pct:39.453125,41.40625,7.617186999999998,21.09375/!512,512/0/default.jpg"
2000.079,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.079.tif/pct:3.2470703,1.6967773000000002,94.7998047,97.1313477/!512,512/0/default.jpg"
2000.080,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.080.tif/pct:4.711913999999999,20.019530999999997,23.608397999999998,56.933594/!512,512/0/default.jpg"
2000.080,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.080.tif/pct:4.711913999999999,20.019530999999997,23.608397999999998,56.933594/!512,512/0/default.jpg"
2000.084,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.084.tif/pct:3.8085938,2.0263672,91.89453119999999,94.4580078/!512,512/0/default.jpg"
2000.085,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.085.tif/pct:4.4433594,4.4433594,90.0878906,93.2128906/!512,512/0/default.jpg"
2000.086,uploaded,Banjo,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.086.tif/pct:39.648438000000006,14.746094000000001,55.664062,25.683594/!512,512/0/default.jpg"
2000.086,uploaded,Shoe,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.086.tif/pct:33.789061999999994,60.546875,12.695313000000002,7.421875/!512,512/0/default.jpg"
2000.086,uploaded,Footwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.086.tif/pct:33.789061999999994,60.546875,12.695313000000002,7.421875/!512,512/0/default.jpg"
2000.086,uploaded,Footwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.086.tif/pct:59.375,60.546875,11.328125,7.421875/!512,512/0/default.jpg"
2000.087,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.087.tif/pct:5.883788999999999,2.2827148,87.475586,97.3266602/!512,512/0/default.jpg"
2000.088,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.088.tif/pct:4.638672,1.0681151999999998,88.720703,96.1975098/!512,512/0/default.jpg"
2000.092,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.092.tif/pct:6.0791015999999996,1.6601562,87.6708984,94.43359380000001/!512,512/0/default.jpg"
2000.093,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.093.tif/pct:5.102538999999999,2.0996094,90.991211,95.9472656/!512,512/0/default.jpg"
2000.093,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.093.tif/pct:17.1875,34.765625,24.414061999999998,12.109375/!512,512/0/default.jpg"
2000.100,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.100.tif/pct:3.0761719,3.2470703,93.4082031,95.1904297/!512,512/0/default.jpg"
2000.102,uploaded,Poster,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.102.tif/pct:2.9052734,1.6723633000000002,94.7509766,95.2026367/!512,512/0/default.jpg"
2000.105,uploaded,Bronze sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.105.TIF/pct:17.285155999999997,9.716797000000001,55.761719,82.470703/!512,512/0/default.jpg"
2000.105,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.105.TIF/pct:17.285155999999997,9.716797000000001,55.761719,82.470703/!512,512/0/default.jpg"
2000.106,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.106.jpg/pct:21.679688,5.883788999999999,54.492187,90.991211/!512,512/0/default.jpg"
2000.106,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.106.jpg/pct:21.679688,5.883788999999999,54.492187,90.991211/!512,512/0/default.jpg"
2000.106,uploaded,Bronze sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.106.jpg/pct:21.679688,5.883788999999999,54.492187,90.991211/!512,512/0/default.jpg"
2000.107,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.107.tif/pct:2.7465819999999996,1.0620117,93.347168,93.8598633/!512,512/0/default.jpg"
2000.107,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.107.tif/pct:2.7465819999999996,1.0620117,93.347168,93.8598633/!512,512/0/default.jpg"
2000.108,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.108.tif/pct:28.320311999999998,3.3691406,49.414063000000006,93.8964844/!512,512/0/default.jpg"
2000.108,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.108.tif/pct:28.320311999999998,3.3691406,49.414063000000006,93.8964844/!512,512/0/default.jpg"
2000.109,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.109.tif/pct:30.46875,7.03125,48.046875,87.109375/!512,512/0/default.jpg"
2000.109,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.109.tif/pct:30.46875,7.03125,48.046875,87.109375/!512,512/0/default.jpg"
2000.112,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.112.TIF/pct:6.8359375,5.029297,88.4765625,87.548828/!512,512/0/default.jpg"
2000.113,uploaded,Bowl,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.113.jpg/pct:6.1035156,19.140625,86.0839844,72.65625/full/0/default.jpg"
2000.115,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.115.tif/pct:27.734375,2.8930664,43.75,93.2006836/!512,512/0/default.jpg"
2000.115,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.115.tif/pct:27.734375,2.8930664,43.75,93.2006836/!512,512/0/default.jpg"
2000.118,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.118.tif/pct:4.4677734000000004,36.328125,18.5791016,39.84375/full/0/default.jpg"
2000.118,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.118.tif/pct:2.3803711,5.9326172,95.2758789,87.0361328/full/0/default.jpg"
2000.119,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.119.tif/pct:23.632812,38.085938000000006,74.414063,43.945311999999994/!512,512/0/default.jpg"
2000.119,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F2000%2F2000.119.tif/pct:15.820312,37.304688000000006,83.398438,47.070311999999994/!512,512/0/default.jpg"
