accession_number,status,description,image_url
1979.0246P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0246P.jpg/pct:31.445311999999998,28.125,18.359376000000005,58.203125/full/0/default.jpg"
1979.0246P,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0246P.jpg/pct:31.445311999999998,28.125,18.359376000000005,58.203125/full/0/default.jpg"
1979.0247P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0247P.tif/pct:5.444336000000001,69.140625,14.477539,18.359375/!512,512/0/default.jpg"
1979.0251P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0251P.tif/pct:49.21875,20.605469000000003,48.828125,63.769531/!512,512/0/default.jpg"
1979.0251P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0251P.tif/pct:0.4180908,19.726562,63.6444092,65.820313/!512,512/0/default.jpg"
1979.0251P,uploaded,Dress,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0251P.tif/pct:51.953125,30.46875,45.3125,51.171875/!512,512/0/default.jpg"
1979.0251P,uploaded,Dress,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0251P.tif/pct:1.0070800999999998,26.5625,61.8835449,57.8125/!512,512/0/default.jpg"
1979.0251P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0251P.tif/pct:49.21875,20.605469000000003,48.828125,63.769531/!512,512/0/default.jpg"
1979.0251P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0251P.tif/pct:0.4180908,19.726562,63.6444092,65.820313/!512,512/0/default.jpg"
1979.0251P,uploaded,Shoe,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0251P.tif/pct:58.984375,80.078125,14.0625,5.46875/!512,512/0/default.jpg"
1979.0268P,uploaded,Stool,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0268P.tif/pct:50.0,69.53125,11.71875,22.65625/!512,512/0/default.jpg"
1979.0280P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0280P.jpg/pct:4.0771484,8.544922000000001,81.8603516,89.892578/full/0/default.jpg"
1979.0280P,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0280P.jpg/pct:20.019530999999997,11.4746094,66.308594,77.1972656/full/0/default.jpg"
1979.0282P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0282P.tif/pct:23.730469000000003,27.539061999999998,6.542969000000001,22.070313000000002/!512,512/0/default.jpg"
1979.0282P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0282P.tif/pct:30.664061999999998,39.257811999999994,13.867188000000002,26.367188000000002/!512,512/0/default.jpg"
1979.0282P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0282P.tif/pct:42.1875,50.390625,12.109375,23.4375/!512,512/0/default.jpg"
1979.0282P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0282P.tif/pct:54.296875,42.96875,23.4375,30.078125/!512,512/0/default.jpg"
1979.0282P,uploaded,Cattle,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0282P.tif/pct:23.730469000000003,27.539061999999998,6.542969000000001,22.070313000000002/!512,512/0/default.jpg"
1979.0282P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0282P.tif/pct:46.289061999999994,44.53125,18.554688000000002,31.25/!512,512/0/default.jpg"
1979.0282P,uploaded,Cattle,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0282P.tif/pct:30.664061999999998,39.257811999999994,13.867188000000002,26.367188000000002/!512,512/0/default.jpg"
1979.0284P,uploaded,Cello,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0284P.tif/pct:52.734375,39.453125,13.28125,45.3125/!512,512/0/default.jpg"
1979.0288P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0288P.tif/pct:25.78125,76.5625,12.304688000000002,11.71875/!512,512/0/default.jpg"
1979.0288P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0288P.tif/pct:33.59375,73.828125,10.742188000000002,12.890625/!512,512/0/default.jpg"
1979.0288P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0288P.tif/pct:39.84375,72.265625,6.640625,9.765625/!512,512/0/default.jpg"
1979.0288P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0288P.tif/pct:23.144530999999997,73.4375,7.519530999999999,11.71875/!512,512/0/default.jpg"
1979.0289P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0289P.jpg/pct:1.5563965000000002,5.126953,98.0529785,89.404297/!512,512/0/default.jpg"
1979.0294P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0294P.tif/pct:3.857422,53.125,28.759766000000003,36.71875/!512,512/0/default.jpg"
1979.0294P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0294P.tif/pct:67.578125,40.234375,25.0,30.078125/!512,512/0/default.jpg"
1979.0294P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0294P.tif/pct:64.453125,69.53125,23.4375,25.0/!512,512/0/default.jpg"
1979.0306P,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0306P.tif/pct:66.796875,61.328125,11.71875,21.875/!512,512/0/default.jpg"
1979.0306P,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0306P.tif/pct:48.632811999999994,33.007811999999994,20.898438000000002,54.492188/!512,512/0/default.jpg"
1979.0306P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0306P.tif/pct:48.4375,30.664061999999998,22.265625,59.570313/!512,512/0/default.jpg"
1979.0306P,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0306P.tif/pct:26.5625,35.9375,28.90625,54.296875/!512,512/0/default.jpg"
1979.0306P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0306P.tif/pct:26.5625,35.9375,28.90625,54.296875/!512,512/0/default.jpg"
1979.0306P,uploaded,Hat,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0306P.tif/pct:52.34375,30.078125,12.5,8.398436999999998/!512,512/0/default.jpg"
1979.0306P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0306P.tif/pct:66.40625,55.078125,12.5,33.984375/!512,512/0/default.jpg"
1979.0306P,uploaded,Window,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0306P.tif/pct:2.7954102,0.09498596000000001,20.4467778,56.54563904/!512,512/0/default.jpg"
1979.0308P,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0308P.tif/pct:12.695312,55.859375,22.070313,24.609375/!512,512/0/default.jpg"
1979.0308P,uploaded,Clothing,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0308P.tif/pct:26.171875,60.15625,14.84375,21.09375/!512,512/0/default.jpg"
1979.0308P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0308P.tif/pct:12.2558594,50.390625,25.0488286,31.640625/!512,512/0/default.jpg"
1979.0309P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0309P.tif/pct:18.359375,57.03125,14.453125,19.921875/!512,512/0/default.jpg"
1979.0309P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0309P.tif/pct:62.109375,3.6132812,21.484375,79.19921880000001/!512,512/0/default.jpg"
1979.0310P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0310P.tif/pct:10.6933594,14.355469000000001,33.837890599999994,76.660156/!512,512/0/default.jpg"
1979.0333P,uploaded,Hat,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0333P.tif/pct:16.894530999999997,4.0527344,34.277344,14.404296599999999/!512,512/0/default.jpg"
1979.0333P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0333P.tif/pct:2.1606444999999996,3.5400389999999997,95.1049805,90.991211/!512,512/0/default.jpg"
1979.0334P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0334P.tif/pct:0.9826659999999999,0.87890625,97.064209,98.33984375/!512,512/0/default.jpg"
1979.0336P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0336.tif/pct:6.542969,7.1777344,89.941406,82.6660156/!512,512/0/default.jpg"
1979.0337P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0337P.tif/pct:0.43640136999999996,5.2734375,99.17297363,91.9921875/!512,512/0/default.jpg"
1979.0342P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0342P.tif/pct:2.34375,10.498047000000001,90.625,74.658203/!512,512/0/default.jpg"
1979.0346P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0346.tif/pct:6.982422000000001,6.982422000000001,87.548828,86.767578/!512,512/0/default.jpg"
1979.0347P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0347P.tif/pct:4.248047,2.8320312,92.236328,93.65234380000001/!512,512/0/default.jpg"
1979.0350P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0350P.tif/pct:8.154297000000001,6.3964844,82.470703,86.9628906/!512,512/0/default.jpg"
1979.0351P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0351P.tif/pct:2.2583007999999998,2.4047852,95.7885742,93.2983398/!512,512/0/default.jpg"
1979.0353P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0353P.lg.jpg/pct:3.8818360000000003,4.5410156,90.649414,89.9902344/!512,512/0/default.jpg"
1979.0354P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0354.tif/pct:7.6171875,3.3691406,83.3984375,93.8964844/!512,512/0/default.jpg"
1979.0356P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0356P.tif/pct:1.15356445,3.1982422,95.72143555,94.4580078/!512,512/0/default.jpg"
1979.0360P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0360P.tif/pct:16.308594000000003,14.746094000000001,68.847656,71.191406/!512,512/0/default.jpg"
1979.0363P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0363P.tif/pct:4.248047,3.9306639999999997,91.455078,91.381836/!512,512/0/default.jpg"
1979.0365P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0365P.tif/pct:0.7446289,16.113280999999997,98.8647461,77.246094/!512,512/0/default.jpg"
1979.0366P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0366P.tif/pct:5.2734375,5.6396484000000004,88.4765625,88.5009766/!512,512/0/default.jpg"
1979.0369P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.369.med.jpg/pct:4.5410156,3.6621094,91.1621094,90.8691406/!512,512/0/default.jpg"
1979.0371P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0371P.tif/pct:2.8808594,9.082031,94.7753906,85.839844/!512,512/0/default.jpg"
1979.0377P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0377P.jpg/pct:0.9094238000000001,0.8361816,98.3093262,96.4294434/!512,512/0/default.jpg"
1979.0378P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0378P.tif/pct:2.5634766,2.5756836,94.3115234,93.9086914/!512,512/0/default.jpg"
1979.0381P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0381.tif/pct:5.3222656,4.1992188,89.5996094,90.72265619999999/!512,512/0/default.jpg"
1979.0384P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0384P.tif/pct:3.8085938,4.9072265999999996,91.50390619999999,92.7490234/!512,512/0/default.jpg"
1979.0385P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0385P.tif/pct:3.4912110000000003,3.2470703,92.993164,94.4091797/!512,512/0/default.jpg"
1979.0389P,uploaded,Painting,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0389P.tif/pct:5.1757812,2.1240234,92.08984380000001,94.7509766/!512,512/0/default.jpg"
1979.0393P,uploaded,Jug,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0393P.tif/pct:8.59375,10.253906,86.71875,76.074219/!512,512/0/default.jpg"
1979.0393P,uploaded,Pitcher,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0393P.tif/pct:8.59375,10.253906,86.71875,76.074219/!512,512/0/default.jpg"
1979.0395P,uploaded,Bottle,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0395P.tif/pct:23.730469000000003,2.9541016,47.753906,95.0927734/!512,512/0/default.jpg"
1979.0395P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0395P.tif/pct:23.730469000000003,2.9541016,47.753906,95.0927734/!512,512/0/default.jpg"
1979.0398P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0398P.tif/pct:12.5,6.4453125,73.828125,90.8203125/!512,512/0/default.jpg"
1979.0403P,uploaded,Jug,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0403P.tif/pct:3.3447266000000004,13.085938,91.9677734,74.804687/!512,512/0/default.jpg"
1979.0403P,uploaded,Pitcher,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0403P.tif/pct:3.3447266000000004,13.085938,91.9677734,74.804687/!512,512/0/default.jpg"
1979.0409P,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0409P.jpg/pct:4.8583984000000004,1.7089844,91.2353516,95.9472656/full/0/default.jpg"
1979.0410P,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0410P.JPG/pct:22.460938,17.773438,43.164062,76.757812/!512,512/0/default.jpg"
1979.0410P,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0410P.JPG/pct:22.460938,17.773438,43.164062,76.757812/!512,512/0/default.jpg"
1979.0411p,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0411P.JPG/pct:7.421875,10.546875,78.125,80.46875/!512,512/0/default.jpg"
1979.0412P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0412P.JPG/pct:8.7890625,10.839844,70.8984375,80.175781/!512,512/0/default.jpg"
1979.0413P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0413P.JPG/pct:7.1777344,21.679688,85.7910156,54.492187/!512,512/0/default.jpg"
1979.0414p,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0414P.JPG/pct:12.3535156,2.709961,67.7246094,93.774414/!512,512/0/default.jpg"
1979.0414p,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0414P.JPG/pct:12.3535156,2.709961,67.7246094,93.774414/!512,512/0/default.jpg"
1979.0414p,uploaded,Bronze sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0414P.JPG/pct:12.3535156,2.709961,67.7246094,93.774414/!512,512/0/default.jpg"
1979.0415P,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0415P.JPG/pct:15.429688,29.101561999999998,57.617187,58.398438/!512,512/0/default.jpg"
1979.0416P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0416P.tif/pct:20.605469000000003,2.5146484,55.566406,90.8447266/!512,512/0/default.jpg"
1979.0419P,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0419P.JPG/pct:9.716797000000001,17.1875,74.658203,69.53125/!512,512/0/default.jpg"
1979.0419P,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0419P.JPG/pct:9.716797000000001,17.1875,74.658203,69.53125/!512,512/0/default.jpg"
1979.0419P,uploaded,Bronze sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0419P.JPG/pct:9.716797000000001,17.1875,74.658203,69.53125/!512,512/0/default.jpg"
1979.0421P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0421P.JPG/pct:13.085938,21.289062,60.742187,63.085938/!512,512/0/default.jpg"
1979.0424P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0424P.tif/pct:8.59375,8.691406,80.859375,82.324219/!512,512/0/default.jpg"
1979.0425P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0425P.tif/pct:12.011719,10.7421875,73.535156,73.2421875/!512,512/0/default.jpg"
1979.0426P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0426P.tif/pct:8.886719,5.859375,79.394531,90.625/!512,512/0/default.jpg"
1979.0427P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0427P.tif/pct:9.277344,4.5654297,80.175781,81.3720703/!512,512/0/default.jpg"
1979.0428P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0428P.tif/pct:27.148438000000002,7.080077999999999,46.679686999999994,87.060547/!512,512/0/default.jpg"
1979.0433P,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0433P.JPG/pct:20.898438,9.863281,56.445312,81.152344/!512,512/0/default.jpg"
1979.0433P,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0433P.JPG/pct:20.898438,9.863281,56.445312,81.152344/!512,512/0/default.jpg"
1979.0433P,uploaded,Animal,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0433P.JPG/pct:20.898438,9.863281,56.445312,81.152344/!512,512/0/default.jpg"
1979.0433P,uploaded,Bronze sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0433P.JPG/pct:20.898438,9.863281,56.445312,81.152344/!512,512/0/default.jpg"
1979.0448P,uploaded,Bronze sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0448P.tif/pct:16.796875,14.746094000000001,69.140625,75.097656/!512,512/0/default.jpg"
1979.0448P,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0448P.tif/pct:16.796875,14.746094000000001,69.140625,75.097656/!512,512/0/default.jpg"
1979.0448P,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0448P.tif/pct:16.796875,14.746094000000001,69.140625,75.097656/!512,512/0/default.jpg"
1979.0458P,uploaded,Bracelet,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0458P.JPG/pct:10.3515625,36.523438000000006,75.1953125,50.195312/!512,512/0/default.jpg"
1979.0460P,uploaded,Bracelet,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0460P.JPG/pct:0.31280518,25.390625,99.68719482,49.609375/!512,512/0/default.jpg"
1979.0460P,uploaded,Necklace,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0460P.JPG/pct:0.31280518,25.390625,99.68719482,49.609375/!512,512/0/default.jpg"
1979.0463P,uploaded,Knife,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0463P.JPG/pct:0.7263183599999999,28.320311999999998,98.10180664,34.179688000000006/!512,512/0/default.jpg"
1979.0463P,uploaded,Kitchen knife,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0463P.JPG/pct:0.7263183599999999,28.320311999999998,98.10180664,34.179688000000006/!512,512/0/default.jpg"
1979.0465P,uploaded,Scarf,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0465P.JPG/pct:8.300781,3.7841797,83.886719,95.0439453/!512,512/0/default.jpg"
1979.0471P,uploaded,Tie,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0471P.jpg/pct:46.875,43.554688000000006,10.9375,15.820311999999998/!512,512/0/default.jpg"
1979.0471P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0471P.jpg/pct:0.8850098000000001,17.871094000000003,93.6462402,81.347656/!512,512/0/default.jpg"
1979.0471P,uploaded,Coat,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0471P.jpg/pct:1.3366699,36.914061999999994,90.0695801,61.914063/!512,512/0/default.jpg"
1979.0471P,uploaded,Tie,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0471P.jpg/pct:47.265625,42.96875,25.78125,46.484375/!512,512/0/default.jpg"
1979.0471P,uploaded,Outerwear,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0471P.jpg/pct:1.3366699,36.914061999999994,90.0695801,61.914063/!512,512/0/default.jpg"
1979.0484P,uploaded,Plate,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0484P.jpg/pct:5.2978515999999996,6.347656,88.8427734,90.917969/!512,512/0/default.jpg"
1979.0485P,uploaded,Bottled and jarred packaged goods,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0485P.tif/pct:1.1291503999999999,18.359375,97.6989746,58.59375/!512,512/0/default.jpg"
1979.0487P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0487P.JPG/pct:4.5166015999999996,0.18386841,84.1552734,99.81613159/!512,512/0/default.jpg"
1979.0492P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0492P.jpg/pct:12.988280999999999,3.2226562,76.074219,95.60546880000001/!512,512/0/default.jpg"
1979.0504P,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0504P.JPG/pct:8.4472656,32.226561999999994,70.0683594,38.085938000000006/!512,512/0/default.jpg"
1979.0504P,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0504P.JPG/pct:8.4472656,32.226561999999994,70.0683594,38.085938000000006/!512,512/0/default.jpg"
1979.0505P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0505P.JPG/pct:5.2246094,22.949219000000003,40.869140599999994,53.222656/!512,512/0/default.jpg"
1979.0505P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0505P.JPG/pct:14.257812,25.195311999999998,71.679688,59.179688/!512,512/0/default.jpg"
1979.0507P,uploaded,Sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0507P_recto.tif/pct:11.767577999999999,8.3984375,58.154297,85.7421875/!512,512/0/default.jpg"
1979.0507P,uploaded,Figurine,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0507P_recto.tif/pct:11.767577999999999,8.3984375,58.154297,85.7421875/!512,512/0/default.jpg"
1979.0507P,uploaded,Person,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0507P_recto.tif/pct:11.767577999999999,8.3984375,58.154297,85.7421875/!512,512/0/default.jpg"
1979.0524P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0524P.jpg/pct:1.54418945,2.1118164,96.89331055,95.9350586/!512,512/0/default.jpg"
1979.0525P,uploaded,Bronze sculpture,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0525P.tif/pct:2.0874023000000004,1.7944336,95.1782227,95.0805664/!512,512/0/default.jpg"
1979.0532P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0532P.tif/pct:26.171875,5.2490234000000004,49.21875,89.2822266/!512,512/0/default.jpg"
1979.0553,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0553.tif/pct:4.4921875,5.7128906,88.4765625,91.9433594/full/0/default.jpg"
1979.0553,uploaded,Table top,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0553.tif/pct:1.1474608999999998,76.5625,97.2900391,23.4375/full/0/default.jpg"
1979.0553P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0553P.jpg/pct:4.4921875,5.6884765999999996,88.4765625,91.9677734/full/0/default.jpg"
1979.0553P,uploaded,Table top,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0553P.jpg/pct:1.1474608999999998,76.5625,97.2900391,23.046875/full/0/default.jpg"
1979.0582P,uploaded,Vase,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0582P.tif/pct:5.5419922,19.921875,88.5986328,57.03125/!512,512/0/default.jpg"
1979.0589P,uploaded,Jug,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0589P.tif/pct:7.714844,12.988280999999999,82.519531,70.605469/!512,512/0/default.jpg"
1979.0589P,uploaded,Pitcher,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0589P.tif/pct:7.714844,12.988280999999999,82.519531,70.605469/!512,512/0/default.jpg"
1979.0593P,uploaded,Jug,"https://iiif.library.vanderbilt.edu/iiif/2/gallery%2F1979%2F1979.0593P.tif/pct:3.0883789,12.890625,90.2709961,74.21875/!512,512/0/default.jpg"
