qid,label_en,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_statedIn,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_ref1_hash,inception_ref1_statedIn,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,discontinued_date_uuid,discontinued_date_nodeId,discontinued_date_val,discontinued_date_prec,discontinued_date_ref1_hash,discontinued_date_ref1_statedIn,discontinued_date_ref1_referenceUrl,discontinued_date_ref1_retrieved_nodeId,discontinued_date_ref1_retrieved_val,discontinued_date_ref1_retrieved_prec,official_website_uuid,official_website,official_website_work_language,official_website_ref1_hash,official_website_ref1_statedIn,official_website_ref1_referenceUrl,official_website_ref1_retrieved_nodeId,official_website_ref1_retrieved_val,official_website_ref1_retrieved_prec,follows_uuid,follows,follows_start_time_nodeId,follows_start_time_val,follows_start_time_prec,follows_ref1_hash,follows_ref1_statedIn,follows_ref1_referenceUrl,follows_ref1_retrieved_nodeId,follows_ref1_retrieved_val,follows_ref1_retrieved_prec,followed_by_uuid,followed_by,followed_by_start_time_nodeId,followed_by_start_time_val,followed_by_start_time_prec,followed_by_ref1_hash,followed_by_ref1_statedIn,followed_by_ref1_referenceUrl,followed_by_ref1_retrieved_nodeId,followed_by_ref1_retrieved_val,followed_by_ref1_retrieved_prec,publication_interval_uuid,publication_interval_nodeId,publication_interval_val,publication_interval_unit,publication_interval_ref1_hash,publication_interval_ref1_statedIn,publication_interval_ref1_referenceUrl,publication_interval_ref1_retrieved_nodeId,publication_interval_ref1_retrieved_val,publication_interval_ref1_retrieved_prec
Q100943219,Journal of Namibian Studies: History Politics Culture,740395de-4d41-960e-8088-cb70bc22565a,Q183,,,,,,,,,,,,,,,,,,,,,,,,,,,89e1dcdb-45e9-802b-c681-d0f27ee401e5,https://namibian-studies.com/index.php/JNS/index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3e87665-4f63-7201-3ce6-8cd8f8882129,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q100978677,New Conversations,1d7665ce-4c5c-f4d2-2c09-5dc9353ec73f,Q30,,,,,,,15fe98a7-4d58-0cb4-cec1-5a7d04f92829,32ab3709506ccd214afed95ad91cfa87,1975-01-01T00:00:00Z,9,,,,,,,621daa1a-4c23-cd57-3eaa-909b8c1ce835,d856dc41cd8b187e580caec258ead625,2004-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c4ace54-46d7-4fc7-ec5a-6b15c3ed71ab,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q100979453,Nova et Vetera (English version),7ee87e0b-4657-b263-24c9-fd1b8f67c1ba,Q30,,,,,,,a8d6a2fb-46d8-7b37-3a25-6aa4f9f46696,d08540251db5f4703c45d338e4657af7,2003-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b202224-4fdd-1dd7-a66f-cdf8ae5ce2e3,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q100979880,Occasional Papers,6035f7d5-4c1d-f7f5-66f9-16443a67e69c,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100980103,Soma: An International Journal of Theological Discourses and Counter-Discourses,1BDC4E95-F49B-4173-B556-207565257678,Q924,e45e4b669894f6229192063d1432650283d9e19d,,http://www.sjutpress.org/,2db8f57c07d4b5015bb2bd4b56807553,2020-11-16T00:00:00Z,11,98153b81-4689-7fe5-95cb-e6d23434712e,19fb1e607fb895edac44d92bd9141272,2011-01-01T00:00:00Z,9,c5ba7f77d8a5d35ebf0e84ddacf8428740355191,,https://dublin.anglican.org/news/2010/11/soma-an-international-journal-of-theological-discourses-and-counter-discourses-announces-its,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q100980566,Christian Spirituality Bulletin,68f58245-40b0-37a5-5e26-207be4ae2038,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a93460a-46b0-c5d6-1a29-aeefa474c2a6,Q7578151,,,,,,,,,,,,,,,,,,,
Q100997636,Vital Theology,4c9e599d-4a44-06e8-6d19-cf74f8542299,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1107510,Keresztény Szó,DE7E7D8E-A726-47D9-99EF-9DEE76D38D77,Q218,,,,,,,9f7ce1c8-437c-de50-2554-aa7c3e074be4,2b3197a343b1554b824b915aa6ffd70f,1999-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,2dfc9fdb-4201-fef2-9d1b-99c2a932cad9,https://keresztenyszo.verbumkiado.ro/archivum/2018/december/tartalom.html,Q9067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bb7d37c-4df8-3d5e-7860-0a0279a7329c,df987bd88716de11cd6c00ad5265736e,1,Q5151,,,,,,
Q1167163,Das Argument,55FA127D-CC9B-4DA8-996F-B9384CA544B5,Q183,,,,,,,9BFD2BB3-33D7-445D-AA93-21AFD1EB702A,2c7ccbfdb3db390211bc25e6a4c4d3e4,1959-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,9B576FA6-07A1-428A-AD0A-7BAADF7B363B,http://www.inkrit.de/argument/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fb03d81-44ab-53b9-9d05-54a0451b5596,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q11956877,Acta ad Archaeologiam et Artium Historiam Pertinentia,364DECA6-B446-453E-B417-30F8A13DE00A,Q38,,,,,,,d9833939-4a7b-8526-f04c-1a8281d399ef,5390505a0205351772f5b6c360421cb3,1962-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,7dd77ad0-4e1d-e58d-840c-035fccda66e5,http://www.scienzeelettere.it/results.php?id_collana=75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25a2f498-4274-dd1c-98fa-0d76aebf432a,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q1273053,Journal of Cuneiform Studies,D4F78ACE-11CD-4599-AD03-4CF6EE2A8E66,Q30,06ecd77881c8c09db05a9341af100bb7369f316f,Q70460099,,,,,95E015AC-2B3E-4A31-8FBA-D26E099595A5,60099f1613b21721bdc66dbd17b5a123,1947-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,EF291424-90F5-4BED-A986-62B52FADF1A8,http://www.bu.edu/asor/pubs/jcs/index.html,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef0f01f6-47fa-81a1-20cc-65d20c1fc4c0,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q1381202,Evangelische Theologie,482e0508-4c7e-d4fb-8ca9-880dfc73b8ea,Q183,,,,,,,d1a26e1a-4847-5dfd-a90b-fe5d400bc4b1,edc1948380ac4c4627ad82e8b95875e7,1923-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,ED2CC575-BDB1-497E-B38D-31699DF48CF8,http://www.fachzeitschriften-religion.de/evangelische-theologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a545017-494f-e4bc-44ae-0c59c7e0edaa,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q1514304,Journal of Homosexuality,,,,,,,,,193B19AC-2E8B-4C62-8404-601709AC6A8E,4548faeb71015fa6e12d0a31dd3a9fe9,1955-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,AA8A0FEA-1D3C-4E57-BC7C-6E646421F279,https://www.tandfonline.com/toc/wjhm20/current,Q1860,9fe825042f04a50d75858bb5820f30a641cd70f3,Q70460099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15707062,Journal of American History,EEA9E95B-1FF1-4842-AEFD-26B6E3F21A88,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,3A127F70-7909-4961-AC7A-6316543F1713,37faad13d3626244efc0f5d69ccd4026,1914-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,1BE19C13-CAC5-46EB-B424-C53CB56179AF,http://www.journalofamericanhistory.org/,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45663310-4b9d-04fb-fe72-a8a638e7f77d,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15707782,Journal of Early Christian Studies,55CAEB30-44D6-4D38-9408-7C070C86E0D2,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,D4B47E21-75DF-4F19-B1DC-4FC75463F4B6,fe99489432ca5572b17f2bd94991f606,1993-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,A1C87F82-3217-4CDE-BF5A-6CFEBE70310F,http://www.press.jhu.edu/journals/journal_of_early_christian_studies/index.html,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217f00fc-4127-26f5-cc06-e28729433a94,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15710058,Studies in Iconography,86cbd8c6-4546-7ee8-6375-7c4170f6e2f1,Q30,,,,,,,2661f198-4b2b-92f7-2330-97ebdd0cc3c5,32ab3709506ccd214afed95ad91cfa87,1975-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c82ffdc7-4d40-ae8e-f450-be7fe1577289,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q15710071,Journal of the American Academy of Religion,73511263-E9CF-4AF7-8317-7B81C7DA7261,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,84C5A0CF-3B19-4999-BAE7-FC9DEB182DC8,1226a6fc42be581173cdad110f0484e8,1933-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,7725EA69-C27E-427C-87E6-50C7D62623F3,http://jaar.oxfordjournals.org/,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973a2f63-49ab-461c-e9e6-38d2cf84cfe1,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15710137,Review & Expositor,,,,,,,,,88CBF599-F115-4494-BB8A-9C6631C2385E,35902e013e017078f19b3077ed3a231c,1904-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,851FCAE1-EF56-479A-A1C5-3E23548F125C,http://rande.org/,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b283388-4ed7-dcdd-0c77-ad5ae3428686,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15710137,Review & Expositor,,,,,,,,,88CBF599-F115-4494-BB8A-9C6631C2385E,35902e013e017078f19b3077ed3a231c,1904-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,59AEDD9D-A36C-493F-8027-A6A7FD4702E5,http://purl.org/atlaonline/pls/eli/eli_bd.volsuper?TXT=n0034-6373,,cad96ca8b58b8fb5f720e086831395a16d2479a7,Q70460099,,,,,,,,,,,,,,,,,,,,,,,,,,,1b283388-4ed7-dcdd-0c77-ad5ae3428686,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15710137,Review & Expositor,,,,,,,,,88CBF599-F115-4494-BB8A-9C6631C2385E,35902e013e017078f19b3077ed3a231c,1904-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,56DE173B-0600-474D-9304-6ED2C3BB44E2,http://rae.sagepub.com/,,cad96ca8b58b8fb5f720e086831395a16d2479a7,Q70460099,,,,,,,,,,,,,,,,,,,,,,,,,,,1b283388-4ed7-dcdd-0c77-ad5ae3428686,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15710287,Toronto Journal of Theology,6701B888-DE11-4F90-B96E-A2F1D2118738,Q16,,,,,,,9AA5A859-3172-4626-AB3B-F3CD4E73DF1E,1f23b2bc0ef387c3e4107011f0c0cbc8,1985-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,D0A34494-C4AC-4778-82B5-A1E7C3B24B78,http://www.utpjournals.com/Toronto-Journal-of-Theology.html,Q1860,e74395dac97c865b212e2de219faecf0d6730598,,,791700883c0586220e1dcf04f5a0a45b,2020-09-22T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,a8fcd711-4364-90c4-8e18-c2d2d9d83227,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15716275,Neue Zeitschrift fuer Systematische Theologie und Religionsphilosophie,5A08E3C3-481C-44F5-A7BD-6F1EF180E234,Q183,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,20C0A3D6-F144-4A50-90E1-80EC0DB0DD5D,34d17d07cc2d00a6b3ee30c989d96f66,1980-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,8E070374-67B9-41A7-A001-9C4B1098D6A7,http://www.degruyter.com/view/j/nzst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980a6666-4955-abcb-cee2-3f29c0c285c9,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15716311,Sixteenth Century Journal,7EEACB95-EB16-4BDB-BA59-B2CFDB7D4779,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,5FE66E2A-939F-4768-B9C3-F05C6BB2FA2C,a6d3d3f909eac633ff4d2b6dcb3390f8,1969-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,92CAD908-6E5C-4826-82E2-6DB01227C9DC,http://www.escj.org/,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4b4b061-48da-d3ea-8ffe-7f7626ba8781,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15716423,Philosophy Today,37F4C474-A5A4-46DA-A7DC-F1D63EB775A9,Q30,,,,,,,CCFF2058-C12A-4B91-8C96-5BBBCD816C59,8416a90a7fbf01ce9c707558a088be75,1957-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,92B4C46D-FC23-439C-806D-DC07C52F5899,http://www.pdcnet.org/philtoday,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15716491,Union Seminary Quarterly Review,8249755a-4836-a745-51b4-053b8dadeadd,Q30,,,,,,,A9BB06F3-FE2A-46D0-883E-F8BC020E3524,2bad192680bff977378c3adc96cb6fe6,1939-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,14B714AD-4215-4CED-925A-4D786EC478B7,http://usqr.utsnyc.edu/,Q1860,2ab8beff93693916c16f542334d70b9c1fff291f,Q70460099,,,,,,,,,,,,,,,,,,,,,,,,,,,bec3d7b8-4845-20bb-a90e-f4b78c24afbc,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15716523,Fides et Historia,,,,,,,,,339AEEF1-AF1E-4078-A6E7-9A0E4842CD9C,7049a7dcbd73dd46c3241bbd38fdc279,1968-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,5CD547F0-557A-4856-81CA-4E7F4BEB7540,http://www.faithandhistory.org/fides-et-historia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491e267f-4313-c08e-181b-fa2f6fe91399,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15716715,Notre Dame Philosophical Reviews,6a91f1ba-4155-2caa-cdcf-885718bcf74d,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,D302D3A8-40AA-4D59-97BB-DDA32F3C6AC3,http://ndpr.nd.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15724368,Intercultural Theology: Journal of Mission Studies,b6df5d27-4c3a-1a4c-72fa-4ad0ab37ceb5,Q183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15724475,Praktische Theologie,1fa8249e-4c6d-2998-1eee-ef463a969f6d,Q183,394f33a0562cc3bf7c124a0da07839cdd7af6e8d,Q186844,,,,,,,,,,,,,,,,,,,,,,,,,6ed998d4-4613-61ae-06e8-9e205242b132,https://www.randomhouse.de/Fachzeitschift:-Praktische-Theologie/aid79372.rhd,Q188,3c398c0e40448e13014f5bd9040d715faf3b844a,,,a2cebe07fd74affa6501423238216674,2020-09-10T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,92afc07e-4bbd-a5ad-ae08-8ea8e7993bb8,2833eee66fc9d46671476d479e14b0a6,3,Q5151,394f33a0562cc3bf7c124a0da07839cdd7af6e8d,Q186844,,,,
Q15746149,Maarav: a journal for the study of the Northwest Semitic languages and literatures,538f934b-488f-988a-5430-34244b93c640,Q30,,,,,,,c8294560-4811-eb1b-c55e-dfb6832a57fb,bdba6daa49a7983081721c70c253999e,1978-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,9c455dcd-498a-06c3-b5d9-6f80c23b76d8,http://www.maarav.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871dcd87-4a9c-b825-6960-3aa878f14ad6,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15746151,Mission Studies,a67a270f-4a60-537b-972d-1edbb224c1a2,Q55,,,,,,,d06d6aed-41ac-ac9f-36df-3dd03433c926,eb0a73e8075db328523be97d99b44c4d,1984-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5957dbd-4144-53dc-446a-643702d79a62,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15746447,The Bible Today,f5020114-477e-8cab-5b05-72c993d217e0,Q30,,,,,,,e30664af-4601-2e15-20cd-3f84ba8b1f65,5390505a0205351772f5b6c360421cb3,1962-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,db157632-4d7d-e6db-4f4f-a62856f6875b,https://thebibletoday.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a4dbdc1-4d51-c971-8c40-25a6daaaa4c2,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q15749151,Berliner Theologische Zeitschrift,D6490B5D-D252-4D35-9734-0D0619416A63,Q183,,,,,,,8772C58D-06C4-477C-BFD6-A93A51508906,8c394bf125fae01c9c966e4eaed44e46,1949-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6971EC36-C980-480D-821B-27544B9975B5,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15749660,Religion Compass,302227c2-46c1-0997-6187-064f8db831d7,Q21,,,,,,,41c7f6fd-4869-2737-9b7e-becc138bbffc,bf79b4a0ef5c9675e3340ced2c4949b7,2007-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478f7c9e-4ea9-0d19-58a9-8850edcf1c09,df987bd88716de11cd6c00ad5265736e,1,Q5151,,,,,,
Q15749979,Questions Liturgiques,72F69E23-A46C-4874-BC83-FED089E5D2FB,Q31,,,,,,,5E5D1DEE-7368-4125-A0CD-71457C077A24,295757114b37ef5712cef8fe79708ba5,1910-01-01T00:00:00Z,9,1a5a75df9b13a6d09bad5b1b37e72386c8cc89ad,,https://poj.peeters-leuven.be/content.php?url=journal&journal_code=QL,,,,,,,,,,,,,,627E1B60-FD9C-4C52-A3C6-D39E8694F88B,https://poj.peeters-leuven.be/content.php?url=journal&journal_code=QL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91E8C180-4755-4211-9A2D-EA7FCB6C8AD6,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15750019,Journal of Feminist Studies in Religion,A7F63575-CADE-4574-932B-C5C9C928344A,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,1402c604-4751-d672-ce68-5210ec95c66f,e8f77db64726e19e2d0716c59ff3f15b,1985-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,148b1461-45a9-14b8-3dbd-9ff6eb4e0cab,https://iupress.org/journals/jfsr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b19c8d3-4adf-08cb-33ff-6eab48e8c06a,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15750632,Issues in Integrative Studies: an interdisciplinary journal,,,,,,,,,eba9ea35-4b75-cc72-740f-e03d842521ea,e1afe267535045d03b042d597160ddf8,1982-01-01T00:00:00Z,9,,,,,,,38d60e90-484d-0eb2-dc11-b358c27e44a5,4755748741739c53456596b64165b84b,2014-01-01T00:00:00Z,9,,,,,,,5997b590-4b64-dea3-5bb7-09c1ba62ebd5,https://our.oakland.edu/handle/10323/3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466117b-41e0-3b49-dd90-737d462cde26,dc86ac858e81c19d0582fe2e45b33036,12,Q5151,,,,,,
Q15750752,Journal of Presbyterian History,429A40DD-68D4-4055-8965-B5F8E303EB6D,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,,,,,,,,,,,,,,,,,,,,,d771dd02-4614-c6ad-ec62-bda13bab144e,https://www.history.pcusa.org/history-online/publications/journal-presbyterian-history,,,,,,,,cdd29837-4e34-fa92-e198-7b91f34da566,Q26849801,7eca85bb7139467b8a00957d652cc79c,1997-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,45bd5204-4451-93ce-e76f-2ee31552dff5,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15751172,"Race, Ethnicity and Education",21b7b983-48dc-5862-6bf7-a4f7cb9d2469,Q145,,,,,,,02E4D79B-57FA-4121-89ED-46B7A7CE564A,4ed5447d4fbbb9a84fd28119d4f7257d,1998-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,D3A121A3-0DF2-4A25-BF5B-F54FD7DBC79E,http://www.tandfonline.com/toc/cree20/current,Q1860,f09dca2142601ebb216de06b52cb580163df7910,Q70460099,,,,,,,,,,,,,,,,,,,,,,,,,,,66bfcb75-428f-4855-df58-3819a3ab4815,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q15752096,Sociological Spectrum: official journal of the Mid-South Sociological Association,4bf00d1e-4d10-25a1-5db4-afed0e8a01cb,Q30,,,,,,,beb8972c-44a9-3d9a-30d2-6f50ca6c9c8c,6356f36d553fe338565b523f374eda3a,1981-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457952c3-445f-e961-ebb9-c10196b73a94,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q15752279,Worship,9547853b-4511-ce9a-abb7-8546689efdb5,Q30,,,,,,,2a405d10-43b0-a29c-94da-bc65677b06f5,673ac160441194e48b4d002d6c8838b1,1926-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,e1c77089-4cf8-1747-8e8e-cad2d344597c,http://journalworship.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02f3e41b-4091-a835-26fa-80999f3d2574,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q15753036,Meridians,ddd90348-441f-fe94-5d28-b0447cce874c,Q30,,,,,,,3fd1cd70-43fa-6ee4-f714-651feea9f2f0,6928b7cd3a8b4aff7d73814a5a8f2359,2000-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,089723a8-4944-17f2-e787-fff5561c822d,https://www.dukeupress.edu/meridians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77bba8d1-4919-8eab-270c-6937ea68b4ad,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15753228,Families in Society: the journal of contemporary social services,,,,,,,,,18eb0320-487b-0d5a-1289-a7fa3da3b086,90634e178f85a82c44da7919528b3ff7,1920-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d00e6b9-4f20-0ae8-553c-81afa616cf47,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15753491,Journal of Refugee Studies,FA82D0A7-1FCF-4320-BE6D-324F7E76AB05,Q21,,,,,,,,,,,,,,,,,,,,,,,,,,,84986175-5C03-4096-9C17-96E7D66C92D1,https://academic.oup.com/jrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ad37005-49d6-6344-6d9c-30a24470aa4b,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15753618,Pastoral Liturgy,d032a9f8-4ba1-5a10-1da9-f3a1aa1317b4,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,b652e573-4071-a212-bb71-e5eec70f13df,http://www.pastoralliturgy.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdda26a0-4d24-55e1-ea5e-8a105e29e34d,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q15753676,Nashim,78891a8f-40f8-a546-85d5-d56e8b4a8d37,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2db94b6a-435a-3254-35f7-95423d103875,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15753706,Journal of Pastoral Care and Counseling,49CD9EAB-929E-470B-AC02-FB6736790906,Q30,,,,,,,65983591-A333-4929-9D24-ECB9A4961860,d52588577463d86ae0db06ee93765764,2002-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,4A0D3989-3739-4B72-B4F9-C1BE94C3F24E,http://journals.sagepub.com/home/pcca,Q1860,f72ed480a9cb86d2262ed9594fc16edd5161f7ca,Q70460099,,,,,,,,,,,,,,,,46051929-4d9e-4101-11eb-e405fff576d2,Q98608133,,,,,,,,,,5B74855B-DD44-4EDB-B690-D658F4FB8F1F,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15753995,Anglican Theological Review,59317BF8-31B7-4900-83C8-844516D34184,Q30,,,,,,,7A0D683E-4F20-445D-905E-B50A9E0F78CA,36a281b4a443458a59ea58ad61c5d0f0,1918-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,9DD75769-5D9F-4B62-96CE-B8DC5C6F80D5,http://www.anglicantheologicalreview.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d687d9fa-4482-5519-255b-d54b4b5f2664,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15754071,Norwegian Theological Journal,,,,,,,,,e1a125fc-40d6-ddc9-7011-519e55ff93fd,3f093c9a27e9362ee69eee1bc433ef19,1900-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bee8066-49b4-4613-7d2b-ac401f49f08b,Q12005498,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,,5f558d35-48f0-3e4b-ea41-202d6b3332e0,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
