qid,label_en,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_statedIn,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_ref1_hash,inception_ref1_statedIn,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,discontinued_date_uuid,discontinued_date_nodeId,discontinued_date_val,discontinued_date_prec,discontinued_date_ref1_hash,discontinued_date_ref1_statedIn,discontinued_date_ref1_referenceUrl,discontinued_date_ref1_retrieved_nodeId,discontinued_date_ref1_retrieved_val,discontinued_date_ref1_retrieved_prec,official_website_uuid,official_website,official_website_work_language,official_website_ref1_hash,official_website_ref1_statedIn,official_website_ref1_referenceUrl,official_website_ref1_retrieved_nodeId,official_website_ref1_retrieved_val,official_website_ref1_retrieved_prec,follows_uuid,follows,follows_start_time_nodeId,follows_start_time_val,follows_start_time_prec,follows_ref1_hash,follows_ref1_statedIn,follows_ref1_referenceUrl,follows_ref1_retrieved_nodeId,follows_ref1_retrieved_val,follows_ref1_retrieved_prec,followed_by_uuid,followed_by,followed_by_start_time_nodeId,followed_by_start_time_val,followed_by_start_time_prec,followed_by_ref1_hash,followed_by_ref1_statedIn,followed_by_ref1_referenceUrl,followed_by_ref1_retrieved_nodeId,followed_by_ref1_retrieved_val,followed_by_ref1_retrieved_prec,publication_interval_uuid,publication_interval_nodeId,publication_interval_val,publication_interval_unit,publication_interval_ref1_hash,publication_interval_ref1_statedIn,publication_interval_ref1_referenceUrl,publication_interval_ref1_retrieved_nodeId,publication_interval_ref1_retrieved_val,publication_interval_ref1_retrieved_prec
Q15754229,Clio,0538772D-0196-4141-93FB-511F5B841ABF,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,b2ea1906-4450-e64e-b5ab-d8a7708bf1f6,cf5d396bdc1074d11438fc47ab8bcf40,1971-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1e76c0c-410a-6932-dc75-fb376b955c39,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15754347,Dead Sea Discoveries,35255bd2-4bc2-e6a0-1301-ad82f265efce,Q55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15754681,Horizons in Biblical Theology,df214d41-40df-f9cd-91f7-48f8d46fd0ed,Q55,,,,,,,ec4ebeb0-4207-7e45-6a56-f424d60653c4,811f31244f158332fb4f1e13ae9f4d50,1979-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a6593f9-442d-d981-05bc-45de233f911a,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15754869,Journal of the Kafka Society of America,bd1b25c1-4b30-96a0-ebac-829fad79b4cb,Q30,,,,,,,ab8a3c0a-4435-adf0-9621-ddc112feb422,f5628a29ba10551697cdc79d94741d01,1983-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,218607b9-4e3f-bef0-bd13-a6a6314e8652,http://www.kafkasocietyofamerica.org/about/index.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b77ba68a-49f9-1756-fefd-9d99fbc054ed,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15754942,American Journal of Theology and Philosophy,fcd00686-4d9b-262c-b568-b134e446c21d,Q30,,,,,,,49afb67d-470f-f55d-e131-1624f0a3afa7,ef979b8df4f4f2ae359ed26952114819,1980-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,0FBE9844-9446-4C69-9E1D-347A9BEC04D2,http://www.press.uillinois.edu/journals/ajtp.html,Q1860,fcaff4826d15c07152ff207f6d76d3103aba2458,Q70460099,,,,,,,,,,,,,,,,,,,,,,,,,,,9313af64-45f7-d348-6fa1-9f20d7489dc7,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15755002,Political Theology,9a6ba7bd-4029-13f5-8782-d27a8e72dc57,Q21,,,,,,,429ba361-4ab6-684e-57f2-a8ff7776617f,2b3197a343b1554b824b915aa6ffd70f,1999-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,76EA43A9-47D0-4E74-B4DF-EF1B516A54BC,http://www.equinoxpub.com/journals/main.asp?jref=17,,0620225f9319931bc9e976ea16ff8ecc09423d26,Q70460099,,,,,,,,,,,,,,,,,,,,,,,,,,,2e1dcdd6-4ec2-0fef-886d-7443d194cfc8,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q15755037,Jewish Social Studies,ce0b900f-45d3-943a-3471-6279b9325fc8,Q30,,,,,,,87f0801f-44e3-22f1-893f-5115b71f04ca,1752f26e09b84260808639ef5899e32a,1939-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,8d75afcd-4491-fdd4-2ef9-d723d470028c,https://iupress.org/journals/jss/,Q1860,b16cff29ab6d4b9ab56e2f0768f75f4c850ce177,,,d98a378b7526afe2557330ddc6b8284d,2020-11-15T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,dd577c5b-4036-9d5a-eb8a-6fd310c2dded,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15755134,Theological Education,9c488658-410a-0e3d-fe17-9d7873b4ae95,Q30,,,,,,,bc73278a-4f82-56fd-bb49-febad78f556f,aab1da626b78329d692c2ab60c5ebc4d,1964-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd476613-4252-e140-a382-1cfb53df6f91,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15755173,Virginia Magazine of History and Biography,ca1833f2-4e2b-e8e8-dce5-b7917b203243,Q30,,,,,,,3631ea49-438b-bfe1-30a5-9818eb247f20,243b269ba51953efcbb66a5742ed2cbd,1893-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,6d2d8776-41b5-d349-5b66-05a104214eb9,https://www.virginiahistory.org/collections/virginia-magazine-history-biography,Q1860,b16cff29ab6d4b9ab56e2f0768f75f4c850ce177,,,d98a378b7526afe2557330ddc6b8284d,2020-11-15T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,ab7fb2f1-4b5c-9fad-74e1-dfcd6877392a,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15755502,Journal of the Economic and Social History of the Orient,EB1582CA-7854-46B2-85A2-F0D875648DA6,Q55,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15755506,Journal of Southern History,401E653B-341C-46AF-AE0B-26F0FC5B9317,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,3b5cdab2-4592-3df4-ba5f-e8f7929ea306,a60ac1c2d9fe3e7c10eb1cf5abeecf6e,1935-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,674f211f-427d-0b97-3043-c1c8b762bcf2,https://www.thesha.org/the-journal,Q1860,b16cff29ab6d4b9ab56e2f0768f75f4c850ce177,,,d98a378b7526afe2557330ddc6b8284d,2020-11-15T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,e88def80-4a3c-5013-e0b4-2c09d41ca2ce,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15755591,Journal of African American Studies,7f752aaa-4514-445e-920b-b75d9e6095fb,Q30,,,,,,,6d08591c-4d62-98ad-0a73-a37135171b35,17c6f9268b93225c363698e76567a8af,1993-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5081f11-416a-7934-7196-fa5557a51a9d,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15755692,Journal of the European Society of Women in Theological Research,7f6060eb-4e12-aa04-fbea-6ea0868115b2,Q31,,,,,,,883f97df-416b-3466-7054-f42b45dd1fb0,b7d2f0cd6078582b7912deb83efe6450,1992-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04416ee5-4d5d-b2f5-26f1-2477b915e6a7,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q15755741,Biblische Zeitschrift,13E0D2FA-148B-4D71-A8D5-9FFA3677CAD6,Q183,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14ef018a-4071-dc34-df6a-b3497e8b75e2,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15755753,Journal of American Ethnic History,A4833BBE-B564-4E97-B7C5-4F76E5626314,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,,,,,,,,,,,,,,,,,,,,,38706852-4633-8967-563c-fde22d2cdbb4,https://www.press.uillinois.edu/journals/jaeh.html,Q1860,b16cff29ab6d4b9ab56e2f0768f75f4c850ce177,,,d98a378b7526afe2557330ddc6b8284d,2020-11-15T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,8239b61a-4518-185d-2139-9b2da1a12bcd,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15755905,Studies in Philology,78D63735-840D-4DF1-92DB-426FD733B220,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,aa691d3c-4435-2232-c80c-48fa7d1aef6d,60377a14c724216f1a3d65138f7197ff,1903-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,af8fe82e-4e4c-3473-021e-ef4b53752134,https://uncpress.org/journals/studies-in-philology/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924cd940-42d9-c546-b010-248265cf7d0d,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15756224,Forum for Social Economics,b0ee8429-4a97-3807-77ab-493439973e25,Q21,,,,,,,9ebc6532-4558-e9b4-b240-a08d8a715b7d,32ab3709506ccd214afed95ad91cfa87,1975-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d46a4091-4e3a-95f6-690a-8889d7736b61,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15756233,Journal for the History of Modern Theology,f58564eb-43db-c58e-3a43-9d1d0b8bdd3d,Q183,,,,,,,e925def0-4bad-fcbc-ffe1-f2e67e7b650d,6d4a0c802fc82784e8c8bc0e977700ec,1994-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d90ef34-4783-eb6a-7ba1-a3fd2d7e9e1d,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15756294,Practical Theology,965a8e82-47d2-0499-72fc-3ae6dc330ea2,Q21,,,,,,,2ed779b1-4bdd-4a51-ffaa-fab03fc0523e,25bc1714e3b0ce11f853727e3e379540,1960-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,48240dde-4bd4-27c3-25b7-4702eccdc851,https://www.tandfonline.com/loi/yprt20,Q1860,b16cff29ab6d4b9ab56e2f0768f75f4c850ce177,,,d98a378b7526afe2557330ddc6b8284d,2020-11-15T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,542a173f-4191-35ae-4e3b-7bf35a17a19a,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q15756681,Journal of International Women's Studies,,,,,,,,,6df463d9-466c-c005-f8a5-7e84574e3359,2b3197a343b1554b824b915aa6ffd70f,1999-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,c6a30cb3-4330-f022-db87-86a0d0e0c2b4,https://vc.bridgew.edu/jiws/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae70d163-41d5-597d-25dc-fc6452217343,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15757029,New Theology Review: an American Catholic journal for ministry,6d08c9b3-47a5-ac36-da61-1bbd8e85b2b1,Q30,,,,,,,79795706-49e0-f625-1abd-724135256837,764eb9a11460dd8f6b5956f3f77f2129,1988-01-01T00:00:00Z,9,,,,,,,5d65af6f-48b7-a0e0-7703-3a4d1d3beab1,19fb1e607fb895edac44d92bd9141272,2011-01-01T00:00:00Z,9,,,,,,,9DE6F045-9725-45BD-BB78-203923BF7BB1,http://newtheologyreview.org/,,36d62386867d742a8bb18563b8977eb511465763,Q70460099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15757109,Transversalites: revue de l'Institut Catholique de Paris,26c6ceaf-477a-88f2-5992-b1f6e3de99cf,Q142,,,,,,,c0749584-4ad5-0726-45b8-a0f5adfdbf09,8c394bf125fae01c9c966e4eaed44e46,1949-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,374CE5A8-B93B-4445-9A68-ED908629D45E,http://www.cairn.info/revue-transversalites.htm,Q150,bee728d327a7ae1007b58856506dbae661673db2,Q70460099,,,,,,,,,,,,,,,,,,,,,,,,,,,6370fe6f-422d-2a58-f99b-dc990c25ce56,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15757115,La Maison - Dieu: revue de science liturgique,24078e55-49be-a558-ecc4-0e5a15d9ebe4,Q142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15757675,Journal of Poverty,6b35f751-454b-655f-8f76-81121d3586f2,Q30,,,,,,,95cbe20a-4a27-87b9-6136-773b4bd75bdf,7eca85bb7139467b8a00957d652cc79c,1997-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15758293,Lutheran Quarterly,20154cc4-4bdd-2370-595d-593d5e2eb624,Q30,,,,,,,3670a4a6-4675-1fb4-d30f-43fe0cdcddf3,8c394bf125fae01c9c966e4eaed44e46,1949-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e67a3cb-43db-6cc0-7b64-7db3d1da8e16,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15758971,Proceedings of the Annual Meeting of the North American Academy of Liturgy,d80cd7c3-4da2-a079-cfec-42556e26c348,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3bf67dc-4d43-128d-393b-dadec1a71703,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q15759600,Enchoria,,,,,,,,,9b3ac103-4ad0-1ee1-97e6-4fe25aef4c5f,cf5d396bdc1074d11438fc47ab8bcf40,1971-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e4f4f12-4b66-8c76-9f67-6157159553f8,dc86ac858e81c19d0582fe2e45b33036,12,Q5151,,,,,,
Q15759659,Scriptura,034a2637-4754-bf43-4165-ab3c92d56827,Q258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15759717,Review of Politics,95638EA7-A5F9-4601-8EEA-CC258199FC93,Q30,,,,,,,63ba17ed-435f-ad58-c66a-b551115730fa,1752f26e09b84260808639ef5899e32a,1939-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,D55942A4-CB85-40D1-93EB-41A53594BC1E,https://www.cambridge.org/core/journals/review-of-politics,,1243c63b61392aa207928f42b9d3eaa1758342b3,,,76ea08b618fece09cda309710070a864,2020-09-07T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,5ce23c02-4f60-08d9-c3f6-2aeb042030c5,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15759761,Journal of Ecumenical Studies,B0C1338C-B83D-4085-842B-C9D07E938A7E,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,734f0314-4cf0-230d-f435-d561a832035f,23a11f433153417fd4e9f924c08d94c5,1968-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,322B31DC-1E60-4C08-A7D1-C1265FA93C18,http://jes.pennpress.org/home/,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70695cd6-46e3-e128-5c8e-d4f838eb40b0,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15759788,Bibliotheca Orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31c540cd-4fc3-4d36-65d2-b9ef92d18c3c,http://www.nino-leiden.nl/bior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12e4cba9-449d-f347-7925-5801dd290269,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15760054,"Black Women, Gender and Families",d4661517-4ebb-9079-e039-4e0cde30f35f,Q30,,,,,,,ac4bf6b8-4e0c-7bfe-c8d2-1d42325412c8,bf79b4a0ef5c9675e3340ced2c4949b7,2007-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3883d338-40e8-2188-daea-a15a08bac989,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15760154,Journal of Religious Ethics,DCADBA41-D2BC-4AE8-993B-30169097B304,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,680427d8-46e4-c752-8f30-168b16ca9c43,29c6f6c518f8f58997859b2c0ca32ae3,1973-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7fee44a-4778-fbfb-aba9-b2404e9bdee9,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15760387,Studia Liturgica,b6f4faed-477b-b2e3-2c47-3e4bb3149d73,Q21,,,,,,,d3a0d999-46c0-10af-591a-90e9b21d2057,5390505a0205351772f5b6c360421cb3,1962-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d0e2f54-46aa-57a4-158b-88d6d1df36eb,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15760555,Hebrew Studies,94255c90-42cd-8d43-f6ea-11e32b8dd22a,Q30,,,,,,,8a6192d4-4acd-f4d7-9d30-d13decf5af01,171d2c487ac48da27ee021e7ad3597fe,1976-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,0735dcc0-4265-ea98-d0cc-cb3d129e70b2,http://www.naphhebrew.org/publication/hebrew-studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c235c226-431b-1739-e136-e725f7e9bdb6,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q15760865,Journal of Medieval and Early Modern Studies,14CF5DA8-02ED-4420-86AE-7ADE952B31F4,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,77ab5319-4a88-ca1b-2645-3dba6788ec36,cf5d396bdc1074d11438fc47ab8bcf40,1971-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0dab28ff-481d-a9ed-e7a3-c07e3a846730,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15761107,International Journal of Practical Theology,795c66e7-494f-52f4-2acc-d2075021a9da,Q183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60a7c7c9-4128-de03-9939-91e6dd8d4833,363df464f9a59151ba0859fd261cfae6,6,Q5151,,,,,,
Q15761170,Medievalia et Humanistica,1662e897-48c3-3d7a-47c6-c77bc1474d74,Q30,,,,,,,084fade9-43ad-affd-7357-1c60420a1b10,e3f6635a544ccc49d070e5de8b198de2,1943-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,ad4f61c5-4921-58e4-464a-722105d88b73,https://rowman.com/Action/SERIES/_/MEH/Medievalia-et-Humanistica-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26a577ab-4320-be8a-c240-6f8be6a1f5bd,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q15761734,Iraq,9ef6913f-47d5-95aa-c565-0a174de299b5,Q21,,,,,,,,,,,,,,,,,,,,,,,,,,,BCDDC811-BC55-484A-8ABE-15278EEBF023,http://journals.cambridge.org/IRQ,,5e45de5ba372dc11d3ff16b99c871d26937f63b3,,https://www.cambridge.org/core/services/aop-file-manager/file/5783738dbd8dfd4e3283c3f2,a2948c10dd71697b7eae960a3194819d,2018-04-24T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15762030,Journal of Roman Archaeology,aab41798-4729-b93b-9a86-1ba7981df88d,Q30,,,,,,,CA6ACB1C-5A41-42C2-9F9B-E161BB461AE5,d676a9ee8ecdbcd72940e56913f0a7c5,1988-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,2046E83D-B8BF-431C-9093-ED75D62509BE,http://www.journalofromanarch.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3fcebb07-4b38-9977-7248-a229fc6709a9,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q15762047,Review of Religious Research,59932040-1759-49E0-B83E-60F50B86D121,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,BD372B59-54D6-4F0B-A432-F7F2E9D4FB1A,e42cfd5d93012f5ab5aec5bdc3533cd4,1942-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,8A9584F1-6CB2-42F8-81E5-4CE71477F7EB,http://www.springer.com/social+sciences/journal/13644,Q1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b18a03a9-42d9-d660-b053-a9de3ff1ecab,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15762062,Revue d'Assyriologie,cafdf034-42a2-ee19-59fa-1998a567784d,Q142,,,,,,,b3b43c41-43cc-87bc-66b9-58b8428d4ff5,558598ced75a308485e357b2aa862ca9,1884-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15762263,positions,54CA76B6-B67C-4A9C-B8E8-495747701098,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,0dbf48cd-4369-e695-36aa-33ab715dda2c,17c6f9268b93225c363698e76567a8af,1993-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139f0147-40ee-a322-7cd1-293f187b8209,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15762464,Ugarit-Forschungen,1886d84c-4935-c1ef-c571-ac65e2c9fbb9,Q183,,,,,,,800cd21f-4e29-ccc9-f017-227ab484b2dd,4d4dd883b5fc49696a30ebf1580e6496,1969-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,b71690a8-41b4-886b-4e28-540279fa7695,https://ugarit-verlag.com/zeitschriften.html?id=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28b6658a-4e76-2f68-d648-926e6dae79db,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q15762548,Ecumenical Review,E7CC9A01-8CFB-4973-8B7F-2C9A5F61BC32,Q39,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bd5890a-4222-cc53-53e7-58b3ca314c93,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15763031,Modern Judaism,5127CF5E-7287-4385-9724-D102B2757733,Q30,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,f2809693-40ce-88c0-54ca-4f1a168aecf2,6356f36d553fe338565b523f374eda3a,1981-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9861ea7e-452c-dd49-9ff1-51293e5fc909,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15763031,Modern Judaism,B9FA9B7C-5C83-4276-9B6B-827F860521E9,Q145,,,,,,,f2809693-40ce-88c0-54ca-4f1a168aecf2,6356f36d553fe338565b523f374eda3a,1981-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9861ea7e-452c-dd49-9ff1-51293e5fc909,8d78f8c3f267287e111c753eae34f684,4,Q5151,,,,,,
Q15763170,Review for Religious: living our Catholic legacies,9dddb9a8-486a-13c5-bfcd-f232c4deab2d,Q30,,,,,,,abced7dc-4136-ec50-690e-b679618095cc,820b120a51614d52a3a062475c520638,1942-01-01T00:00:00Z,9,,,,,,,a899ed10-4459-2d5e-264c-58f9a51e388f,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6edded85-4916-e565-21a2-1159239b0faf,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
Q15763357,International Journal for Philosophy of Religion,D19BAF19-A639-4FBA-B10C-716DEE30E24E,Q55,5684f0c6e66933dafb26b3f932ab13cbeae7bccf,Q1201886,http://mjl.clarivate.com/publist_ah.pdf,,,,6a7b54ee-4c52-7655-f50f-eaafbfabc266,9a581f623d181b3e8160146d1a1c062c,1970-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819840d1-4dc8-510f-50ee-656c19178a36,4e384a69288cc3945c15af9fe0192463,2,Q5151,,,,,,
Q15763974,Review of Biblical Literature,5b5fcb53-40f6-9573-230e-00c51fce354e,Q30,,,,,,,1e9aa3e9-4448-1a26-019f-a17a30b65dc1,566896ed1bc98ce4ec8a459edd4d836a,1998-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,d712945c-4f81-3847-0639-c2a6f5043a7b,https://www.bookreviews.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792abfe2-4226-7f9b-4223-7afc2de7a185,eec7ad2639de82e2e296edc01b4778b7,1,Q577,,,,,,
Q15763977,Perspectives in Religious Studies,9b1c7ecf-4630-e72a-8d2e-4b4018942891,Q30,,,,,,,b8f15b8f-4bce-4b38-e081-ef6a0c0aabf4,b95be118151106aee9695534f063a319,1974-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,691d3c8e-404d-5c56-a77b-472e648dc8b5,https://www.baylor.edu/prs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67964e1e-4028-71a7-0445-0820e56c663a,2833eee66fc9d46671476d479e14b0a6,3,Q5151,,,,,,
