qid,label_en,description_en,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_statedIn,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_subtitle,title_ref1_hash,title_ref1_statedIn,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,creator_ref1_hash,creator_ref1_statedIn,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_statedIn,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_statedIn,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_uuid,country,country_ref1_hash,country_ref1_statedIn,country_ref1_referenceUrl,country_ref1_retrieved_nodeId,country_ref1_retrieved_val,country_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_statedIn,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,height_uuid,height_nodeId,height_val,height_unit,height_ref1_hash,height_ref1_statedIn,height_ref1_referenceUrl,height_ref1_retrieved_nodeId,height_ref1_retrieved_val,height_ref1_retrieved_prec,width_uuid,width_nodeId,width_val,width_unit,width_ref1_hash,width_ref1_statedIn,width_ref1_referenceUrl,width_ref1_retrieved_nodeId,width_ref1_retrieved_val,width_ref1_retrieved_prec,thickness_uuid,thickness_nodeId,thickness_val,thickness_unit,thickness_ref1_hash,thickness_ref1_statedIn,thickness_ref1_referenceUrl,thickness_ref1_retrieved_nodeId,thickness_ref1_retrieved_val,thickness_ref1_retrieved_prec,diameter_uuid,diameter_nodeId,diameter_val,diameter_unit,diameter_ref1_hash,diameter_ref1_statedIn,diameter_ref1_referenceUrl,diameter_ref1_retrieved_nodeId,diameter_ref1_retrieved_val,diameter_ref1_retrieved_prec,inscription_uuid,inscription,inscription_ref1_hash,inscription_ref1_statedIn,inscription_ref1_referenceUrl,inscription_ref1_retrieved_nodeId,inscription_ref1_retrieved_val,inscription_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_statedIn,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_statedIn,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_start_time_nodeId,collection_start_time_val,collection_start_time_prec,collection_end_time_nodeId,collection_end_time_val,collection_end_time_prec,collection_ref1_hash,collection_ref1_statedIn,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec,location_uuid,location,location_ref1_hash,location_ref1_statedIn,location_ref1_referenceUrl,location_ref1_retrieved_nodeId,location_ref1_retrieved_val,location_ref1_retrieved_prec
,"The First Summons (The Greedy Bear), from Reynard the Fox, Chapter 2 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011c,Q18563658,,,,,,,,"The First Summons (The Greedy Bear), from Reynard the Fox, Chapter 2 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,4.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Summons Delivered, from Reynard the Fox, Chapter 3 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011d,Q18563658,,,,,,,,"The Summons Delivered, from Reynard the Fox, Chapter 3 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,6.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Trial (The Poor Victims), from Reynard the Fox, Chapter 4 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011e,Q18563658,,,,,,,,"The Trial (The Poor Victims), from Reynard the Fox, Chapter 4 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,4.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"To The Gallows, from Reynard the Fox, Chapter 4 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011f,Q18563658,,,,,,,,"To The Gallows, from Reynard the Fox, Chapter 4 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,6.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Pardon (Reynard on the Ladder), from Reynard the Fox, Chapter 5 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011g,Q18563658,,,,,,,,"The Pardon (Reynard on the Ladder), from Reynard the Fox, Chapter 5 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,4.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Tale of the Treasure, from Reynard the Fox, Chapter 5 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011h,Q18563658,,,,,,,,"Tale of the Treasure, from Reynard the Fox, Chapter 5 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,6.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Relapse (Reynard the Pilgrim), from Reynard the Fox, Chapter 6 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011i,Q18563658,,,,,,,,"The Relapse (Reynard the Pilgrim), from Reynard the Fox, Chapter 6 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,4.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Outlawry (The Crow's Complaint), from Reynard the Fox, Chapter 7 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011j,Q18563658,,,,,,,,"The Outlawry (The Crow's Complaint), from Reynard the Fox, Chapter 7 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,4.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Journey (The Horse's Kick), from Reynard the Fox, Chapter 8 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011k,Q18563658,,,,,,,,"The Journey (The Horse's Kick), from Reynard the Fox, Chapter 8 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,4.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Reynard and the Ape, from Reynard the Fox, Chapter 8 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011l,Q18563658,,,,,,,,"Reynard and the Ape, from Reynard the Fox, Chapter 8 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,6.25,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Advocacy (Before the Judge), from Reynard the Fox, Chapter 9 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011m,Q18563658,,,,,,,,"The Advocacy (Before the Judge), from Reynard the Fox, Chapter 9 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,4.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Man and the Snake, from Reynard the Fox, Chapter 9 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011n,Q18563658,,,,,,,,"The Man and the Snake, from Reynard the Fox, Chapter 9 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,6.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Defiance (Reynard among the Wolves), from Reynard the Fox, Chapter 11 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011o,Q18563658,,,,,,,,"The Defiance (Reynard among the Wolves), from Reynard the Fox, Chapter 11 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,4.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Reynard, the Winner, from Reynard the Fox, Chapter 12 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.011p,Q18563658,,,,,,,,"Reynard, the Winner, from Reynard the Fox, Chapter 12 by J.W. von Goethe. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,+1954-01-01T00:00:00Z,9,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,6.5,Q218593,,,,,,,,,4.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Portrait of Dostoevsky, from The Idiot, Frontispiece by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012a,Q18563658,,,,,,,,"Portrait of Dostoevsky, from The Idiot, Frontispiece by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,8.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Consoling the Murderer, from The Idiot, Chapter 11 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012aa,Q18563658,,,,,,,,"Consoling the Murderer, from The Idiot, Chapter 11 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,8.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Vignette of St. Petersburg, from The Idiot, Part 1 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012b,Q18563658,,,,,,,,"Vignette of St. Petersburg, from The Idiot, Part 1 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,4.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"In the Railroad Car, from The Idiot, Chapter 1 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012c,Q18563658,,,,,,,,"In the Railroad Car, from The Idiot, Chapter 1 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,8.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"In the Anteroom, from The Idiot, Chapter 2 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012d,Q18563658,,,,,,,,"In the Anteroom, from The Idiot, Chapter 2 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,7.75,Q218593,,,,,,,,,5.25,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Nastasya's Portrait, from The Idiot, Chapter 3 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012e,Q18563658,,,,,,,,"Nastasya's Portrait, from The Idiot, Chapter 3 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,8.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Execution, from The Idiot, Chapter 6 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012f,Q18563658,,,,,,,,"The Execution, from The Idiot, Chapter 6 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,8.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Poor Marie, from The Idiot, Chapter 6 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012g,Q18563658,,,,,,,,"Poor Marie, from The Idiot, Chapter 6 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,8.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Burning the Money, from The Idiot, Chapter 16 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012h,Q18563658,,,,,,,,"Burning the Money, from The Idiot, Chapter 16 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,8.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Jesus Nazarenus (Vignette), from The Idiot, Part 2 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012i,Q18563658,,,,,,,,"Jesus Nazarenus (Vignette), from The Idiot, Part 2 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,3.75,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Rogozhin Kneels, from The Idiot, Chapter 3 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012j,Q18563658,,,,,,,,"Rogozhin Kneels, from The Idiot, Chapter 3 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,8.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"Exchanging Crosses, from The Idiot, Chapter 4 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012k,Q18563658,,,,,,,,"Exchanging Crosses, from The Idiot, Chapter 4 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,8.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
,"The Ambush, from The Idiot, Chapter 5 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",image by Fritz Eichenberg,,2009.012l,Q18563658,,,,,,,,"The Ambush, from The Idiot, Chapter 5 by Fyodor Dostoevsky. From: Fritz Eichenberg, artist of the book: 248 selected wood engravings, 1938-1972, a portfolio edition of illustrations from twelve works of literature, 1979.",,,,,,,,,Q2605345,,,,,,,,Q478798,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,Q30,,,,,,,,,8.0,Q218593,,,,,,,,,5.0,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18563658,,+1997-01-01T00:00:00Z,9,,,,,,,,,,,Q29052,,,,,,
