accession,has_image
1980.093,yes
1980.094,yes
1980.096,yes
1980.097,yes
1980.098,yes
1980.099,yes
1980.100,yes
1980.101,yes
1980.102,yes
1980.103,yes
1980.104,yes
1980.105,yes
1980.106,yes
1980.107,yes
1980.108,yes
1980.109,yes
1980.112,yes
1980.111,yes
1980.113,yes
1980.114,yes
1980.117,yes
1980.118,yes
1980.119,yes
1980.120,yes
1980.121,yes
1980.123,yes
1980.125,yes
1980.126,yes
1980.130,yes
1980.127,yes
1981.009,yes
1981.012,yes
1981.013,yes
1981.031,yes
1981.003,yes
1981.004,yes
1981.005,yes
1981.007,yes
1981.015,yes
1981.010,yes
1981.014,yes
1981.008,yes
1981.017,yes
1981.016,yes
1981.018,yes
1981.020,yes
1981.021,yes
1981.022,yes
1981.023,yes
1981.024a,yes
1981.024b,yes
1981.024c,yes
1981.024d,yes
1981.024e,yes
1981.024f,yes
1981.024g,yes
1981.024h,yes
1981.024i,yes
1981.024j,yes
1981.027,yes
1981.028,yes
1981.029,yes
1981.033,yes
1981.034,yes
1981.035,yes
1981.036,yes
1982.001,yes
1982.002,yes
1982.004,yes
1982.008,yes
1982.066,yes
1982.067,yes
1982.069,yes
1982.072,yes
1982.075,yes
1982.103,yes
1982.104,yes
1982.003,yes
1982.009,yes
1982.011,yes
1982.012,yes
1982.015,yes
1982.016,yes
1982.017,yes
1982.018,yes
1982.019,yes
1982.020,yes
1982.022,yes
1982.027,yes
1982.030,yes
1982.028,yes
1982.035,yes
1982.031,yes
1982.036,yes
1982.037,yes
1982.038,yes
1982.040,yes
1982.041,yes
1982.051,yes
1982.052,yes
1982.053,yes
1982.055,yes
1982.054,yes
1982.057,yes
1982.058,yes
1982.060,yes
1982.061,yes
1982.062,yes
1982.063,yes
1982.065,yes
1982.068,yes
1982.070,yes
1982.071,yes
1982.073,yes
1982.074,yes
1982.076,yes
1982.077,yes
1982.078,yes
1982.079,yes
1982.080,yes
1982.081,yes
1982.082,yes
1982.083,yes
1982.084,yes
1982.085,yes
1982.086,yes
1982.087,yes
1982.088,yes
1982.089,yes
1982.090,yes
1982.091,yes
1982.092,yes
1982.093,yes
1982.094,yes
1982.095,yes
1982.096,yes
1982.098,yes
1982.097,yes
1982.099,yes
1982.100,yes
1982.105,yes
1983.010,yes
1983.019,yes
1983.020,yes
1983.001,yes
1983.002,yes
1983.003,yes
1983.004,yes
1983.005,yes
1983.006,yes
1983.008,yes
1983.009,yes
1983.014,yes
1983.011,yes
1983.016,yes
1983.015,yes
1983.017,yes
1983.018,yes
1983.021,yes
1984.018,yes
1984.025,yes
1984.026,yes
1984.027,yes
1984.037,yes
1984.040,yes
1984.041,yes
1984.007,yes
1984.008,yes
1984.001,yes
1984.002,yes
1984.009,yes
1984.010,yes
1984.011,yes
1984.012,yes
1984.013,yes
1984.014,yes
1984.015,yes
1984.020,yes
1984.021,yes
1984.022,yes
1984.023,yes
1984.024,yes
1984.028,yes
1984.029,yes
1984.030,yes
1984.031,yes
1984.032,yes
1984.039,yes
1984.043,yes
1984.045,yes
1984.048,yes
1984.050,yes
1985.012,yes
1985.024,yes
1985.025,yes
1985.028,yes
1985.026,yes
1985.027,yes
1985.029,yes
1985.030,yes
1985.031,yes
1985.032,yes
1985.033,yes
1985.034,yes
1985.035,yes
1985.036,yes
1985.037,yes
1985.038,yes
1985.040,yes
1985.041,yes
1985.042,yes
1985.044,yes
1985.045,yes
1985.046,yes
1985.047,yes
1985.048,yes
1985.050,yes
1985.051,yes
1985.052,yes
1985.053,yes
1985.055,yes
1985.056,yes
1985.057,yes
1985.058,yes
1985.059,yes
1985.060,yes
1985.061,yes
1985.062,yes
1985.063,yes
1985.064,yes
1985.065,yes
1985.066,yes
1985.067,yes
1985.068,yes
1985.069,yes
1985.070,yes
1985.071,yes
1985.072,yes
1985.075,yes
1985.078,yes
1985.080,yes
1985.081,yes
1985.079,yes
1985.082,yes
1985.083,yes
1985.087,yes
1985.084,yes
1985.088,yes
1985.089,yes
1985.090,yes
1985.091,yes
1985.093,yes
1985.094,yes
1985.095,yes
1985.096,yes
1985.097,yes
1985.098,yes
1985.099,yes
1985.003,yes
1985.004,yes
1985.007,yes
1985.009,yes
1985.014,yes
1985.017,yes
1985.015,yes
1985.018,yes
1985.019,yes
1985.022,yes
1985.020,yes
1985.039,yes
1985.043,yes
1985.054,yes
1985.073,yes
1985.092,yes
1985.076,yes
1986.026,yes
1986.027,yes
1986.029,yes
1986.030,yes
1986.031,yes
1986.032,yes
1986.034,yes
1986.040,yes
1986.041,yes
1986.042,yes
1986.044,yes
1986.047,yes
1986.048,yes
1986.051,yes
1986.054,yes
1986.055,yes
1986.056,yes
1986.057a&b,yes
1986.059,yes
1986.064,yes
1986.066,yes
1986.063,yes
1986.067,yes
1986.003,yes
1986.005,yes
1986.008,yes
1986.009,yes
1986.011,yes
1986.012,yes
1986.013,yes
1986.015,yes
1986.016,yes
1986.019,yes
1986.021,yes
1986.022,yes
1986.023,yes
1986.023a,yes
1986.024,yes
1986.025,yes
1986.028,yes
1986.035,yes
1986.036,yes
1986.038,yes
1986.039,yes
1986.043,yes
1986.052,yes
1986.058,yes
1986.076,yes
1987.001,yes
1987.002,yes
1987.003,yes
1987.007,yes
1987.014,yes
1987.015,yes
1987.016,yes
1987.017,yes
1987.018,yes
1987.019,yes
1987.020,yes
1987.021,yes
1987.022,yes
1987.024,yes
1987.025,yes
1987.026,yes
1987.028,yes
1987.030,yes
1987.031,yes
1987.032,yes
1987.035,yes
1987.036,yes
1987.037,yes
1987.038,yes
1987.039,yes
1987.040,yes
1987.041,yes
1987.042,yes
1987.045,yes
1987.048,yes
1987.047,yes
1987.049,yes
1987.052,yes
1987.054,yes
1987.055,yes
1987.056,yes
1987.057,yes
1987.058,yes
1987.059,yes
1987.060,yes
1987.061,yes
1987.062,yes
1987.069,yes
1987.006,yes
1987.011,yes
1987.012,yes
1987.013,yes
1987.027,yes
1987.029,yes
1987.033,yes
1987.034,yes
1987.043,yes
1987.044,yes
1987.051,yes
1987.053,yes
1988.006,yes
1988.012,yes
1988.013,yes
1988.017,yes
1988.018,yes
1988.019,yes
1988.020,yes
1988.021,yes
1988.022,yes
1988.023,yes
1988.024,yes
1988.025,yes
1988.026,yes
1988.072,yes
1988.077,yes
1988.079,yes
1988.081,yes
1988.103,yes
1988.104,yes
1988.105,yes
1988.107ab,yes
1988.107b,yes
1988.108ab,yes
1988.108b,yes
1988.109,yes
1988.110,yes
1988.111,yes
1988.113,yes
1988.114,yes
1988.127,yes
1988.128,yes
1988.129,yes
1988.130,yes
1988.131,yes
1988.132,yes
1988.133,yes
1988.134,yes
1988.135,yes
1988.136,yes
1988.137,yes
1988.138,yes
1988.139,yes
1988.140,yes
1988.141,yes
1988.142,yes
1988.001,yes
1988.002,yes
1988.003,yes
1988.004,yes
1988.005,yes
1988.007,yes
1988.010,yes
1988.009,yes
1988.008,yes
1988.016,yes
1988.027,yes
1988.011,yes
1988.028,yes
1988.029,yes
1988.030,yes
1988.031,yes
1988.032,yes
1988.014,yes
1988.033a,yes
1988.033b,yes
1988.033c,yes
1988.033d,yes
1988.033e,yes
1988.033f,yes
1988.033h,yes
1988.033g,yes
1988.034,yes
1988.036,yes
1988.035,yes
1988.039,yes
1988.037,yes
1988.040,yes
1988.042,yes
1988.041,yes
1988.044,yes
1988.043,yes
1988.046,yes
1988.045,yes
1988.047,yes
1988.048,yes
1988.049,yes
1988.064,yes
1988.073,yes
1988.075,yes
1988.076,yes
1988.078,yes
1988.080,yes
1988.082,yes
1988.083,yes
1988.084,yes
1988.091,yes
1988.085,yes
1988.092,yes
1988.093,yes
1988.094,yes
1988.096,yes
1988.097,yes
1988.098,yes
1988.099,yes
1988.100,yes
1988.101,yes
1988.106,yes
1988.102a,yes
1988.115-02,yes
1988.115-04,yes
1988.115-06,yes
1988.115-05,yes
1988.116-04,yes
1988.116-03,yes
1988.116-05,yes
1988.117-05,yes
1988.119-02,yes
1988.119-04,yes
1988.117-03,yes
1988.119-05,yes
1988.117-07,yes
1988.119-06,yes
1988.120-05,yes
1988.120-06,yes
1988.121-04,yes
1988.121-03,yes
1988.121-07,yes
1988.122-02,yes
1988.122-04,yes
1988.122-06,yes
1988.123-03,yes
1988.123-04,yes
1988.123-06,yes
1988.124-03,yes
1988.124-04,yes
1988.124-06,yes
1988.124-07,yes
1988.124-08,yes
1988.125-02,yes
1988.125-04,yes
1988.125-06,yes
1988.126-04,yes
1988.126-06,yes
1988.143a,yes
1988.143b,yes
1988.145,yes
1988.144,yes
1988.146,yes
1988.188-02,yes
1988.188-03,yes
1988.188-04,yes
1988.188-06,yes
1988.188-08,yes
1989.001,yes
1989.004,yes
1989.005,yes
1989.008,yes
1989.015,yes
1989.017,yes
1989.024,yes
1989.025,yes
1989.026,yes
1989.027,yes
1989.048,yes
1989.010,yes
1989.002,yes
1989.009,yes
1989.011,yes
1989.013,yes
1989.012,yes
1989.014,yes
1989.016,yes
1989.018,yes
1989.020,yes
1989.029,yes
1989.030,yes
1989.031,yes
1989.032,yes
1989.033,yes
1989.037a,yes
1989.037b,yes
1989.037c,yes
1989.037d,yes
1989.037e,yes
1989.037f,yes
1989.037g,yes
1989.037h,yes
1989.037i,yes
1989.037j,yes
1989.037l,yes
1989.037k,yes
1989.037m,yes
1989.037n,yes
1989.037o,yes
1989.037p,yes
1989.037q,yes
1989.037r,yes
1989.037s,yes
1989.037t,yes
1989.039,yes
1989.042,yes
1989.040,yes
1989.043,yes
1989.045,yes
1989.046,yes
1989.044,yes
1989.047,yes
1989.050,yes
1989.070,yes
1990.007,yes
1990.008,yes
1990.004,yes
1990.006,yes
1990.011,yes
1990.005,yes
1990.012,yes
1991.009,yes
1991.003,yes
1991.010,yes
1991.011,yes
1991.012,yes
1991.013,yes
1991.014,yes
1991.016,yes
1991.018,yes
1991.027,yes
1991.006,yes
1991.007,yes
1991.015,yes
1991.020,yes
1991.023,yes
1991.024,yes
1991.025,yes
1991.026,yes
1991.139,yes
1991.178,yes
1992.025,yes
1992.027,yes
1992.026,yes
1992.028,yes
1992.029,yes
1992.030,yes
1992.031,yes
1992.032,yes
1992.033,yes
1992.034,yes
1992.035,yes
1992.036,yes
1992.037,yes
1992.038,yes
1992.039,yes
1992.040,yes
1992.041,yes
1992.043,yes
1992.044,yes
1992.045,yes
1992.046,yes
1992.047,yes
1992.048,yes
1992.049,yes
1992.050,yes
1992.051,yes
1992.052,yes
1992.053,yes
1992.054,yes
1992.055,yes
1992.056,yes
1992.057,yes
1992.058,yes
1992.059,yes
1992.060,yes
1992.061,yes
1992.063,yes
1992.065,yes
1992.066,yes
1992.067,yes
1992.068ab,yes
1992.069ab,yes
1992.070ab,yes
1992.071ab,yes
1992.072,yes
1992.073,yes
1992.074,yes
1992.075,yes
1992.076,yes
1992.078,yes
1992.079,yes
1992.080,yes
1992.119,yes
1992.120ab,yes
1992.121,yes
1992.122,yes
1992.123,yes
1992.124,yes
1992.125,yes
1992.126,yes
1992.127,yes
1992.145,yes
1992.148,yes
1992.149,yes
1992.150,yes
1992.151,yes
1992.178,yes
1992.179,yes
1992.180,yes
1992.181,yes
1992.182,yes
1992.183,yes
1992.184,yes
1992.185,yes
1992.186,yes
1992.187,yes
1992.188,yes
1992.189,yes
1992.190,yes
1992.191,yes
1992.192,yes
1992.193ab,yes
1992.194,yes
1992.195,yes
1992.196,yes
1992.197,yes
1992.198,yes
1992.200,yes
1992.201,yes
1992.203,yes
1992.204,yes
1992.205,yes
1992.206,yes
1992.207,yes
1992.208a&b,yes
1992.209,yes
1992.210,yes
1992.211,yes
1992.212,yes
1992.212a&b,yes
1992.213,yes
1992.215,yes
1992.216,yes
1992.217,yes
1992.218,yes
1992.221,yes
1992.226,yes
1992.228,yes
1992.227,yes
1992.229,yes
1992.230,yes
1992.231,yes
1992.232ab,yes
1992.233,yes
1992.234,yes
1992.235,yes
1992.236,yes
1992.241,yes
1992.242,yes
1992.244A-D,yes
1992.245A-D,yes
1992.246a&b,yes
1992.247,yes
1992.248,yes
1992.252,yes
1992.341,yes
1992.342,yes
1992.343,yes
1992.344,yes
1992.345,yes
1992.346,yes
1992.347,yes
1992.348ab,yes
1992.350ab,yes
1992.351,yes
1992.353,yes
1992.352ab,yes
1992.354ab,yes
1992.355ab,yes
1992.356ab,yes
1992.357ab,yes
1992.358,yes
1992.359,yes
1992.360,yes
1992.361ab,yes
1992.362,yes
1992.363,yes
1992.364,yes
1992.366,yes
1992.367,yes
1992.368,yes
1992.369,yes
1992.370-1,yes
1992.371,yes
1992.372,yes
1992.373,yes
1992.374,yes
1992.375,yes
1992.376,yes
1992.377,yes
1992.378,yes
1992.379,yes
1992.380,yes
1992.381,yes
1992.383,yes
1992.382,yes
1992.384,yes
1992.385,yes
1992.386,yes
1992.387,yes
1992.388-477,yes
1992.388-476,yes
1992.388,yes
1992.389,yes
1992.390,yes
1992.420,yes
1992.441,yes
1992.442,yes
1992.443,yes
1992.444ab,yes
1992.445ab,yes
1992.446,yes
1992.447,yes
1992.445,yes
1992.448,yes
1992.449,yes
1992.450,yes
1992.451,yes
1992.452ab,yes
1992.453,yes
1992.454ab,yes
1992.455,yes
1992.456,yes
1992.457,yes
1992.459,yes
1992.458,yes
1992.460,yes
1992.462,yes
1992.463,yes
1992.464,yes
1992.465-179,yes
1992.465,yes
1992.466,yes
1992.467,yes
1992.468,yes
1992.469,yes
1992.470,yes
1992.471,yes
1992.472,yes
1992.473,yes
1992.474,yes
1992.475,yes
1992.476,yes
1992.477,yes
1992.478,yes
1992.480,yes
1992.479ab,yes
1992.481ab,yes
1992.482,yes
1992.483,yes
1992.484,yes
1992.485,yes
1992.487ab,yes
1992.488,yes
1992.489,yes
1992.491A-C,yes
1992.492,yes
1992.493,yes
1992.494,yes
1992.496,yes
1992.497,yes
1992.498,yes
1992.499,yes
1992.500,yes
1992.501A-H,yes
1992.502,yes
1992.503A&B,yes
1992.504,yes
1992.505,yes
1992.506-545,yes
1992.506-546,yes
1992.506-547,yes
1992.508,yes
1992.509,yes
1992.510,yes
1992.511,yes
1992.512a,yes
1992.512b,yes
1992.513,yes
1992.520ab,yes
1992.521,yes
1992.522,yes
1992.523,yes
1992.524,yes
1992.525,yes
1992.526,yes
1992.527,yes
1992.528,yes
1992.529,yes
1992.530,yes
1992.531ab,yes
1992.532ab,yes
1992.533ab,yes
1992.534ab,yes
1992.535ab,yes
1992.536,yes
1992.537,yes
1992.538,yes
1992.541,yes
1992.542,yes
1992.547,yes
1992.002,yes
1992.062,yes
1992.064,yes
1992.081,yes
1992.082,yes
1992.083,yes
1992.084,yes
1992.085,yes
1992.086,yes
1992.087,yes
1992.088,yes
1992.090,yes
1992.089,yes
1992.091,yes
1992.093,yes
1992.092,yes
1992.094,yes
1992.095,yes
1992.096,yes
1992.097,yes
1992.098,yes
1992.099,yes
1992.100,yes
1992.101,yes
1992.102,yes
1992.103,yes
1992.105,yes
1992.104,yes
1992.106,yes
1992.107,yes
1992.108,yes
1992.109,yes
1992.110,yes
1992.111,yes
1992.112,yes
1992.113,yes
1992.114,yes
1992.115,yes
1992.116,yes
1992.117,yes
1992.118,yes
1992.128,yes
1992.129,yes
1992.130,yes
1992.131,yes
1992.132,yes
1992.133,yes
1992.135,yes
1992.134,yes
1992.137,yes
1992.136,yes
1992.138,yes
1992.139a-c,yes
1992.140,yes
1992.141,yes
1992.142a&b,yes
1992.143,yes
1992.146,yes
1992.147,yes
1992.152-03,yes
1992.153-02,yes
1992.152-04,yes
1992.153-04,yes
1992.153-03,yes
1992.155-02,yes
1992.154-02,yes
1992.155-03,yes
1992.157-02,yes
1992.157-04,yes
1992.157-05,yes
1992.158-02,yes
1992.158-03,yes
1992.159-02,yes
1992.159-03,yes
1992.159-05,yes
1992.159-08,yes
1992.160-02,yes
1992.160-03,yes
1992.161-03,yes
1992.161-05,yes
1992.162-03,yes
1992.162-04,yes
1992.163-03,yes
1992.163-04,yes
1992.164-02,yes
1992.164-04,yes
1992.164,yes
1992.165-02,yes
1992.165-03,yes
1992.166-02,yes
1992.166-04,yes
1992.167-03,yes
1992.168-1-02,yes
1992.168-1-06,yes
1992.168-2-02,yes
1992.169-03,yes
1992.169-05,yes
1992.170-02,yes
1992.170-05,yes
1992.171-03,yes
1992.171-04,yes
1992.171-05,yes
1992.172-02,yes
1992.172-03,yes
1992.172-04,yes
1992.172-06,yes
1992.173-02,yes
1992.173-03,yes
1992.174-03,yes
1992.175-03,yes
1992.175-04,yes
1992.176-02,yes
1992.176-04,yes
1992.176-06,yes
1992.177-03,yes
1992.238,yes
1992.239,yes
1992.240,yes
1992.249,yes
1992.250,yes
1992.251,yes
1992.253,yes
1992.255,yes
1992.256,yes
1992.257,yes
1992.258,yes
1992.259,yes
1992.260,yes
1992.261,yes
1992.262,yes
1992.263,yes
1992.264,yes
1992.265,yes
1992.266,yes
1992.267,yes
1992.268,yes
1992.269,yes
1992.270,yes
1992.271,yes
1992.273,yes
1992.275,yes
1992.272,yes
1992.278,yes
1992.277,yes
1992.276,yes
1992.280,yes
1992.279,yes
1992.281,yes
1992.282,yes
1992.284,yes
1992.285,yes
1992.283,yes
1992.286,yes
1992.287,yes
1992.288,yes
1992.289,yes
1992.290,yes
1992.291,yes
1992.292,yes
1992.293,yes
1992.296,yes
1992.297,yes
1992.298,yes
1992.300,yes
1992.301,yes
1992.302,yes
1992.303,yes
1992.304,yes
1992.305,yes
1992.306,yes
1992.307,yes
1992.308,yes
1992.309,yes
1992.310,yes
1992.311,yes
1992.312,yes
1992.313,yes
1992.314,yes
1992.315,yes
1992.316,yes
1992.318,yes
1992.317,yes
1992.319,yes
1992.320,yes
1992.321,yes
1992.322,yes
1992.323,yes
1992.324,yes
1992.325,yes
1992.326,yes
1992.327,yes
1992.328,yes
1992.329,yes
1992.330A-S,yes
1992.332,yes
1992.331,yes
1992.333,yes
1992.334,yes
1992.335,yes
1992.337a,yes
1992.336,yes
1992.337b,yes
1992.338,yes
1992.339,yes
1992.340,yes
1992.342A,yes
1992.349-02,yes
1992.349-04,yes
1992.391A-F,yes
1992.392,yes
1992.393,yes
1992.394,yes
1992.396,yes
1992.398,yes
1992.395,yes
1992.399,yes
1992.401,yes
1992.403,yes
1992.402,yes
1992.404,yes
1992.405,yes
1992.406,yes
1992.408,yes
1992.407,yes
1992.409,yes
1992.411,yes
1992.410,yes
1992.412,yes
1992.413,yes
1992.414,yes
1992.415,yes
1992.416,yes
1992.417,yes
1992.418,yes
1992.419,yes
1992.421,yes
1992.422,yes
1992.423,yes
1992.424,yes
1992.425,yes
1992.426,yes
1992.428,yes
1992.427,yes
1992.429,yes
1992.430,yes
1992.431,yes
1992.432,yes
1992.433,yes
1992.434,yes
1992.435,yes
1992.436,yes
1992.438,yes
1992.440,yes
1992.439,yes
1992.444,yes
1992.452,yes
1992.454,yes
1992.490A-C,yes
1992.540,yes
1992.548,yes
1992.549,yes
1992.550,yes
1993.009,yes
1993.010,yes
1993.015,yes
1993.016,yes
1993.017,yes
1993.018,yes
1993.019,yes
1993.020,yes
1993.021,yes
1993.022,yes
1993.023,yes
1993.024,yes
1993.025,yes
1993.026,yes
1993.027,yes
1993.029,yes
1993.030,yes
1993.031,yes
1993.032,yes
1993.034,yes
1993.040,yes
1993.041,yes
1993.042,yes
1993.043,yes
1993.044,yes
1993.045,yes
1993.046,yes
1993.047,yes
1993.048,yes
1993.049,yes
1993.050,yes
1993.051,yes
1993.052,yes
1993.053,yes
1993.054,yes
1993.055,yes
1993.056,yes
1993.058,yes
1993.059,yes
1993.060,yes
1993.061,yes
1993.062,yes
1993.063a,yes
1993.063b,yes
1993.063c,yes
1993.063d,yes
1993.063e,yes
1993.063f,yes
1993.064,yes
1993.065,yes
1993.066,yes
1993.067,yes
1993.068,yes
1993.069,yes
1993.070,yes
1993.071,yes
1993.072,yes
1993.073,yes
1993.074,yes
1993.075,yes
1993.076,yes
1993.077,yes
1993.078,yes
1993.079,yes
1993.080,yes
1993.081,yes
1993.082,yes
1993.083,yes
1993.084,yes
1993.085,yes
1993.086,yes
1993.087,yes
1993.088,yes
1993.089,yes
1993.090,yes
1993.091,yes
1993.092,yes
1993.093,yes
1993.094,yes
1993.095,yes
1993.096,yes
1993.097,yes
1993.098,yes
1993.099,yes
1993.100,yes
1993.101,yes
1993.102,yes
1993.103,yes
1993.104,yes
1993.105,yes
1993.106,yes
1993.107,yes
1993.108,yes
1993.109,yes
1993.110,yes
1993.112,yes
1993.113,yes
1993.114-0068,yes
1993.114,yes
1993.115,yes
1993.116,yes
1993.117,yes
1993.118,yes
1993.119,yes
1993.131,yes
1993.170,yes
1993.171,yes
1993.172,yes
1993.174,yes
1993.175,yes
1993.176ab,yes
1993.177,yes
1993.178,yes
1993.179,yes
1993.180,yes
1993.181,yes
1993.182,yes
1993.183,yes
1993.184,yes
1993.185,yes
1993.186,yes
1993.187,yes
1993.188,yes
1993.189,yes
1993.190,yes
1993.191,yes
1993.192,yes
1993.193,yes
1993.194,yes
1993.195,yes
1993.196,yes
1993.200,yes
1993.202a,yes
1993.199,yes
1993.202b,yes
1993.203,yes
1993.204,yes
1993.205,yes
1993.206,yes
1993.207,yes
1993.208,yes
1993.209,yes
1993.210,yes
1993.211,yes
1993.211b,yes
1993.211c,yes
1993.211d,yes
1993.211e,yes
1993.211f,yes
1993.212,yes
1993.213,yes
1993.215B,yes
1993.243,yes
1993.001,yes
1993.002,yes
1993.003,yes
1993.004,yes
1993.007,yes
1993.008,yes
1993.014,yes
1993.197,yes
1993.198,yes
1993.201a,yes
1993.201b,yes
1993.214,yes
1993.215a,yes
1993.216,yes
1993.217,yes
1993.218,yes
1993.219,yes
1993.220,yes
1993.221,yes
1993.222,yes
1993.223,yes
1993.224,yes
1993.225,yes
1994.0523,yes
1994.099,yes
1994.098,yes
1994.100,yes
1994.101,yes
1994.102,yes
1994.103,yes
1994.104,yes
1994.105,yes
1994.106,yes
1994.107,yes
1994.108,yes
1994.109,yes
1994.110,yes
1994.111,yes
1994.117,yes
1994.118,yes
1994.119,yes
1994.121,yes
1994.122,yes
1994.125,yes
1994.126,yes
1994.127,yes
1994.128,yes
1994.129,yes
1994.130,yes
1994.131,yes
1994.132,yes
1994.133,yes
1994.134a,yes
1994.134b,yes
1994.134c,yes
1994.134d,yes
1994.134e,yes
1994.135,yes
1994.136,yes
1994.137,yes
1994.138,yes
1994.139,yes
1994.140,yes
1994.141,yes
1994.143,yes
1994.144,yes
1994.146,yes
1994.148,yes
1994.149,yes
1994.150,yes
1994.151,yes
1994.152,yes
1994.153,yes
1994.154b,yes
1994.155,yes
1994.156a,yes
1994.156b,yes
1994.157,yes
1994.160,yes
1994.161,yes
1994.162,yes
1994.163,yes
1994.164,yes
1994.165,yes
1994.166,yes
1994.167,yes
1994.168,yes
1994.169a,yes
1994.169b,yes
1994.171,yes
1994.172,yes
1994.173,yes
1994.174,yes
1994.175,yes
1994.176,yes
1994.177,yes
1994.178,yes
1994.179,yes
1994.180,yes
1994.181,yes
1994.182,yes
1994.183,yes
1994.184-8,yes
1994.184,yes
1994.185,yes
1994.186,yes
1994.187,yes
1994.188,yes
1994.190,yes
1994.191,yes
1994.192,yes
1994.194,yes
1994.195,yes
1994.195-0151,yes
1994.196,yes
1994.197,yes
1994.198,yes
1994.199,yes
1994.200,yes
1994.202,yes
1994.203,yes
1994.205,yes
1994.206,yes
1994.207,yes
1994.208,yes
1994.209,yes
1994.210,yes
1994.211,yes
1994.212,yes
1994.215,yes
1994.216,yes
1994.217,yes
1994.218,yes
1994.219,yes
1994.220,yes
1994.222,yes
1994.223,yes
1994.224,yes
1994.225,yes
1994.226,yes
1994.228,yes
1994.270,yes
1994.330,yes
1994.331,yes
1994.336,yes
1994.337,yes
1994.338,yes
1994.339,yes
1994.340,yes
1994.341,yes
1994.342,yes
1994.343,yes
1994.344,yes
1994.345,yes
1994.346,yes
1994.347,yes
1994.348,yes
1994.349,yes
1994.350,yes
1994.351,yes
1994.352,yes
1994.353,yes
1994.354,yes
1994.355,yes
1994.356,yes
1994.357,yes
1994.358,yes
1994.359-421,yes
1994.359,yes
1994.360,yes
1994.361,yes
1994.363,yes
1994.364,yes
1994.365,yes
1994.368,yes
1994.366,yes
1994.370,yes
1994.371,yes
1994.372,yes
1994.374,yes
1994.373,yes
1994.375,yes
1994.376,yes
1994.377,yes
1994.378,yes
1994.379,yes
1994.380,yes
1994.381,yes
1994.382,yes
1994.383,yes
1994.384,yes
1994.385,yes
1994.387,yes
1994.389,yes
1994.386,yes
1994.390,yes
1994.391,yes
1994.392,yes
1994.394,yes
1994.395,yes
1994.396,yes
1994.397,yes
1994.398,yes
1994.399,yes
1994.400,yes
1994.401,yes
1994.402,yes
1994.403,yes
1994.404,yes
1994.405,yes
1994.406,yes
1994.407,yes
1994.408,yes
1994.409,yes
1994.410,yes
1994.411,yes
1994.412,yes
1994.413,yes
1994.414,yes
1994.415,yes
1994.416,yes
1994.417,yes
1994.418,yes
1994.419,yes
1994.420,yes
1994.421,yes
1994.424,yes
1994.423,yes
1994.425,yes
1994.426,yes
1994.427,yes
1994.428,yes
1994.429,yes
1994.430,yes
1994.431,yes
1994.432,yes
1994.433,yes
1994.434,yes
1994.435,yes
1994.436,yes
1994.437,yes
1994.438-336,yes
1994.438-337,yes
1994.438-360,yes
1994.438-361,yes
1994.438-362,yes
1994.438-363,yes
1994.440,yes
1994.441,yes
1994.442,yes
1994.443,yes
1994.444,yes
1994.445,yes
1994.446,yes
1994.447,yes
1994.448,yes
1994.449,yes
1994.450,yes
1994.451,yes
1994.452,yes
1994.453,yes
1994.454,yes
1994.455,yes
1994.456,yes
1994.457,yes
1994.458,yes
1994.459,yes
1994.460,yes
1994.462,yes
1994.463,yes
1994.464,yes
1994.465,yes
1994.466,yes
1994.468,yes
1994.469,yes
1994.470,yes
1994.471,yes
1994.472,yes
1994.473,yes
1994.474,yes
1994.475,yes
1994.476,yes
1994.477,yes
1994.478,yes
1994.479,yes
1994.480,yes
1994.481,yes
1994.483,yes
1994.484,yes
1994.485,yes
1994.486,yes
1994.487,yes
1994.488,yes
1994.489,yes
1994.490,yes
1994.491,yes
1994.492,yes
1994.493,yes
1994.494,yes
1994.495,yes
1994.498,yes
1994.499,yes
1994.500,yes
1994.502,yes
1994.503,yes
1994.504,yes
1994.505,yes
1994.506,yes
1994.507,yes
1994.508,yes
1994.509,yes
1994.510,yes
1994.511,yes
1994.512,yes
1994.514,yes
1994.515,yes
1994.516,yes
1994.517,yes
1994.518-130,yes
1994.518,yes
1994.520,yes
1994.521,yes
1994.522,yes
1994.527,yes
1994.528,yes
1994.530,yes
1994.531,yes
1994.533,yes
1994.534,yes
1994.535 a&b,yes
1994.536a&b,yes
1994.537,yes
1994.001,yes
1994.002,yes
1994.003,yes
1994.004,yes
1994.005a,yes
1994.005b,yes
1994.005c,yes
1994.005d,yes
1994.005e,yes
1994.005f,yes
1994.005g,yes
1994.005h,yes
1994.005i,yes
1994.005j,yes
1994.005k,yes
1994.005l,yes
1994.006,yes
1994.007,yes
1994.008,yes
1994.010,yes
1994.011,yes
1994.012,yes
1994.014,yes
1994.013,yes
1994.016,yes
1994.017,yes
1994.019,yes
1994.020,yes
1994.022,yes
1994.023,yes
1994.024,yes
1994.025,yes
1994.026,yes
1994.027,yes
1994.028,yes
1994.029,yes
1994.030,yes
1994.031,yes
1994.034,yes
1994.042,yes
1994.049,yes
1994.086,yes
1994.123,yes
1994.124a,yes
1994.189,yes
1994.201,yes
1994.332,yes
1994.333,yes
1994.334,yes
1994.335,yes
1994.369,yes
1994.362,yes
1994.422,yes
1994.482,yes
1994.496,yes
1994.519,yes
1994.525,yes
1994.526,yes
1994.532,yes
1994.538a,yes
1994.538b,yes
