accession,has_image
1994.538c,yes
1994.538d,yes
1994.538e,yes
1994.538f,yes
1994.538g,yes
1994.538h,yes
1994.538i,yes
1994.538j,yes
1994.539a,yes
1994.539b,yes
1994.539d,yes
1994.539c,yes
1994.539e,yes
1994.539f,yes
1994.539g,yes
1994.539h,yes
1994.539i,yes
1994.540,yes
1994.541,yes
1994.542,yes
1994.543,yes
1995.019,yes
1995.054,yes
1995.062,yes
1995.067,yes
1995.068,yes
1995.001,yes
1995.002,yes
1995.003,yes
1995.006,yes
1995.004,yes
1995.008,yes
1995.009,yes
1995.010,yes
1995.011,yes
1995.012,yes
1995.013,yes
1995.015,yes
1995.014,yes
1995.016a,yes
1995.016b,yes
1995.016d,yes
1995.016c,yes
1995.016e,yes
1995.016f,yes
1995.016h,yes
1995.016g,yes
1995.016i,yes
1995.017a,yes
1995.017c,yes
1995.017b,yes
1995.017d,yes
1995.017e,yes
1995.017f,yes
1995.017g,yes
1995.020,yes
1995.021,yes
1995.022,yes
1995.023,yes
1995.024,yes
1995.027,yes
1995.028,yes
1995.029,yes
1995.030,yes
1995.042,yes
1995.043,yes
1995.044,yes
1995.047,yes
1995.049,yes
1995.051,yes
1995.052,yes
1995.053a-d,yes
1995.056a,yes
1995.055,yes
1995.056b,yes
1995.056c,yes
1995.056d,yes
1995.056e,yes
1995.056g,yes
1995.056f,yes
1995.056h,yes
1995.057,yes
1995.058,yes
1995.059,yes
1995.060,yes
1995.061,yes
1995.063,yes
1995.064,yes
1995.065,yes
1995.066,yes
1995.070,yes
1995.069,yes
1995.071,yes
1995.072,yes
1995.073,yes
1995.075,yes
1995.076,yes
1995.077,yes
1995.078,yes
1995.079,yes
1995.080,yes
1995.081,yes
1995.082,yes
1995.083,yes
1995.084,yes
1996.016,yes
1996.171,yes
1996.178,yes
1996.179,yes
1996.173,yes
1996.190,yes
1996.198,yes
1996.199,yes
1996.200,yes
1996.201,yes
1996.202,yes
1996.203,yes
1996.001,yes
1996.002,yes
1996.003,yes
1996.004,yes
1996.005,yes
1996.006,yes
1996.007,yes
1996.008,yes
1996.009,yes
1996.010,yes
1996.011,yes
1996.012,yes
1996.013,yes
1996.014,yes
1996.015,yes
1996.017,yes
1996.019,yes
1996.018,yes
1996.020,yes
1996.021,yes
1996.027a,yes
1996.027b,yes
1996.028,yes
1996.030,yes
1996.039,yes
1996.040,yes
1996.041,yes
1996.042,yes
1996.043,yes
1996.044,yes
1996.045,yes
1996.046,yes
1996.047,yes
1996.048,yes
1996.049,yes
1996.050,yes
1996.051,yes
1996.052,yes
1996.053,yes
1996.054,yes
1996.055,yes
1996.056,yes
1996.057,yes
1996.059,yes
1996.058,yes
1996.060,yes
1996.061,yes
1996.062,yes
1996.063,yes
1996.064,yes
1996.065,yes
1996.066,yes
1996.067,yes
1996.068,yes
1996.069,yes
1996.070,yes
1996.071,yes
1996.072,yes
1996.073,yes
1996.074,yes
1996.075,yes
1996.076,yes
1996.077,yes
1996.078,yes
1996.079,yes
1996.080,yes
1996.081,yes
1996.083,yes
1996.082,yes
1996.084,yes
1996.085,yes
1996.087,yes
1996.088,yes
1996.089,yes
1996.090,yes
1996.091,yes
1996.093,yes
1996.092,yes
1996.094,yes
1996.095,yes
1996.096,yes
1996.097,yes
1996.098,yes
1996.099,yes
1996.100,yes
1996.101,yes
1996.102,yes
1996.103,yes
1996.104,yes
1996.105,yes
1996.106,yes
1996.107,yes
1996.108,yes
1996.109,yes
1996.110,yes
1996.111,yes
1996.112,yes
1996.113,yes
1996.114,yes
1996.115,yes
1996.116,yes
1996.116b,yes
1996.117,yes
1996.118,yes
1996.119,yes
1996.120,yes
1996.121,yes
1996.122,yes
1996.123,yes
1996.124,yes
1996.125,yes
1996.126,yes
1996.127,yes
1996.128,yes
1996.129,yes
1996.130,yes
1996.131,yes
1996.132,yes
1996.133,yes
1996.134,yes
1996.135,yes
1996.136,yes
1996.137,yes
1996.138,yes
1996.139,yes
1996.140,yes
1996.142,yes
1996.141,yes
1996.143,yes
1996.144,yes
1996.145,yes
1996.146,yes
1996.147,yes
1996.148,yes
1996.149,yes
1996.150,yes
1996.151,yes
1996.152,yes
1996.153,yes
1996.154,yes
1996.155,yes
1996.156,yes
1996.157,yes
1996.158,yes
1996.159,yes
1996.160,yes
1996.161,yes
1996.162,yes
1996.163,yes
1996.164,yes
1996.165,yes
1996.166,yes
1996.167,yes
1996.168,yes
1996.169,yes
1996.170a-c,yes
1996.176a,yes
1996.176b,yes
1996.176c,yes
1996.176d,yes
1996.182a,yes
1996.182b,yes
1996.183,yes
1996.191a-f,yes
1996.192,yes
1996.191,yes
1996.193a,yes
1996.193b,yes
1996.193c,yes
1996.193d,yes
1996.193e,yes
1996.193f,yes
1996.193g,yes
1996.193h,yes
1996.193i,yes
1996.193j,yes
1996.193k,yes
1996.193l,yes
1996.194,yes
1996.196a,yes
1996.197,yes
1996.196b,yes
1996.204a,yes
1996.204b,yes
1996.204c,yes
1996.204d,yes
1997.142,yes
1997.004,yes
1997.144,yes
1997.143,yes
1997.145,yes
1997.147,yes
1997.152,yes
1997.002,yes
1997.003,yes
1997.005,yes
1997.006,yes
1997.007,yes
1997.008,yes
1997.010,yes
1997.009,yes
1997.012,yes
1997.011,yes
1997.013,yes
1997.014,yes
1997.015,yes
1997.016,yes
1997.017,yes
1997.018,yes
1997.019,yes
1997.020,yes
1997.021,yes
1997.022,yes
1997.023,yes
1997.024,yes
1997.025,yes
1997.026,yes
1997.027,yes
1997.028,yes
1997.029,yes
1997.030,yes
1997.031,yes
1997.032,yes
1997.033,yes
1997.034,yes
1997.035,yes
1997.036,yes
1997.037,yes
1997.038,yes
1997.039,yes
1997.040,yes
1997.041,yes
1997.042,yes
1997.043,yes
1997.044,yes
1997.045,yes
1997.046,yes
1997.047,yes
1997.048,yes
1997.049,yes
1997.050,yes
1997.051,yes
1997.052,yes
1997.053,yes
1997.054,yes
1997.055,yes
1997.056,yes
1997.057,yes
1997.058,yes
1997.059,yes
1997.060,yes
1997.061,yes
1997.062,yes
1997.063,yes
1997.064,yes
1997.065,yes
1997.066,yes
1997.067,yes
1997.068,yes
1997.069,yes
1997.070,yes
1997.071,yes
1997.072,yes
1997.073,yes
1997.074,yes
1997.075,yes
1997.076,yes
1997.077,yes
1997.078,yes
1997.079a-f,yes
1997.080a-b,yes
1997.081a,yes
1997.081b,yes
1997.081c,yes
1997.081d,yes
1997.081e,yes
1997.081f,yes
1997.081g,yes
1997.081h,yes
1997.082a,yes
1997.082b,yes
1997.082c,yes
1997.082d,yes
1997.082e,yes
1997.082f,yes
1997.082g,yes
1997.082h,yes
1997.082i,yes
1997.083a,yes
1997.083b,yes
1997.083c,yes
1997.083d,yes
1997.084,yes
1997.085,yes
1997.086,yes
1997.087,yes
1997.088,yes
1997.089,yes
1997.090,yes
1997.091,yes
1997.093a,yes
1997.092,yes
1997.093b,yes
1997.093c,yes
1997.093d,yes
1997.093e,yes
1997.094,yes
1997.095,yes
1997.096,yes
1997.097,yes
1997.098,yes
1997.099,yes
1997.100,yes
1997.101,yes
1997.102,yes
1997.103,yes
1997.104,yes
1997.105,yes
1997.106,yes
1997.107,yes
1997.108a,yes
1997.108b,yes
1997.108c,yes
1997.108d,yes
1997.108e,yes
1997.108f,yes
1997.109,yes
1997.110a,yes
1997.110b,yes
1997.110c,yes
1997.110d,yes
1997.110e,yes
1997.111a,yes
1997.111b,yes
1997.111c,yes
1997.112,yes
1997.113,yes
1997.114,yes
1997.115,yes
1997.116,yes
1997.117,yes
1997.118,yes
1997.119,yes
1997.120,yes
1997.121,yes
1997.122,yes
1997.123,yes
1997.124,yes
1997.125,yes
1997.126,yes
1997.127,yes
1997.128a-c,yes
1997.129a-j,yes
1997.130,yes
1997.131,yes
1997.132,yes
1997.133,yes
1997.134,yes
1997.135,yes
1997.137,yes
1997.136,yes
1997.138,yes
1997.139,yes
1997.140,yes
1997.141,yes
1997.148,yes
1997.150,yes
1997.151,yes
1997.153,yes
1997.154,yes
1997.155,yes
1997.156,yes
1997.157,yes
1998.012,yes
1998.010,yes
1998.014,yes
1998.046,yes
1998.047,yes
1998.013,yes
1998.051,yes
1998.055,yes
1998.056,yes
1998.057,yes
1998.058,yes
1998.060,yes
1998.062,yes
1998.063,yes
1998.001,yes
1998.004,yes
1998.006,yes
1998.007,yes
1998.009,yes
1998.015,yes
1998.016,yes
1998.017,yes
1998.018,yes
1998.019,yes
1998.020,yes
1998.022,yes
1998.021,yes
1998.023,yes
1998.024,yes
1998.025,yes
1998.027,yes
1998.028,yes
1998.029,yes
1998.031,yes
1998.033,yes
1998.034,yes
1998.035,yes
1998.036,yes
1998.037,yes
1998.038,yes
1998.039,yes
1998.040,yes
1998.041,yes
1998.042,yes
1998.043,yes
1998.044,yes
1998.045,yes
1998.048,yes
1998.049,yes
1998.059,yes
1998.061,yes
1998.065,yes
1999.137,yes
1999.138,yes
1999.171,yes
1999.172gg,yes
1999.172a,yes
1999.172b,yes
1999.172c,yes
1999.172d,yes
1999.172e,yes
1999.172f,yes
1999.172g,yes
1999.172h,yes
1999.172i,yes
1999.172j,yes
1999.172k,yes
1999.172l,yes
1999.172m,yes
1999.172n,yes
1999.181,yes
1999.173,yes
1999.226,yes
1999.225,yes
1999.227,yes
1999.228,yes
1999.229,yes
1999.230,yes
1999.231,yes
1999.232,yes
1999.233,yes
1999.234,yes
1999.235,yes
1999.236,yes
1999.238,yes
1999.239,yes
1999.240,yes
1999.241,yes
1999.242,yes
1999.243,yes
1999.244,yes
1999.246,yes
1999.249,yes
1999.252,yes
1999.253,yes
1999.254,yes
1999.255,yes
1999.256,yes
1999.001,yes
1999.002,yes
1999.003,yes
1999.005,yes
1999.004,yes
1999.006,yes
1999.007,yes
1999.008,yes
1999.009,yes
1999.010,yes
1999.011,yes
1999.012,yes
1999.013,yes
1999.014,yes
1999.015,yes
1999.016,yes
1999.017,yes
1999.018,yes
1999.019,yes
1999.020,yes
1999.021,yes
1999.022,yes
1999.023,yes
1999.024,yes
1999.025,yes
1999.026,yes
1999.027,yes
1999.028,yes
1999.029,yes
1999.030,yes
1999.031,yes
1999.032,yes
1999.034,yes
1999.033,yes
1999.035,yes
1999.036,yes
1999.037,yes
1999.038,yes
1999.039,yes
1999.040,yes
1999.041,yes
1999.042,yes
1999.043,yes
1999.044,yes
1999.045,yes
1999.046,yes
1999.047,yes
1999.048,yes
1999.049,yes
1999.050,yes
1999.051,yes
1999.052,yes
1999.053,yes
1999.054,yes
1999.055,yes
1999.056,yes
1999.057,yes
1999.058,yes
1999.059,yes
1999.060,yes
1999.061,yes
1999.062,yes
1999.063a,yes
1999.063b,yes
1999.063c,yes
1999.064,yes
1999.065,yes
1999.066,yes
1999.067,yes
1999.068,yes
1999.069,yes
1999.070,yes
1999.071,yes
1999.072,yes
1999.073,yes
1999.074,yes
1999.075,yes
1999.076,yes
1999.077,yes
1999.078,yes
1999.079a,yes
1999.079b,yes
1999.079c,yes
1999.080,yes
1999.081,yes
1999.082,yes
1999.084,yes
1999.086,yes
1999.087,yes
1999.088,yes
1999.089,yes
1999.090,yes
1999.091,yes
1999.092,yes
1999.093,yes
1999.094,yes
1999.095,yes
1999.096,yes
1999.097,yes
1999.098,yes
1999.099,yes
1999.100,yes
1999.101,yes
1999.102,yes
1999.103,yes
1999.104,yes
1999.105,yes
1999.106,yes
1999.107,yes
1999.108,yes
1999.110,yes
1999.109,yes
1999.112,yes
1999.111,yes
1999.113,yes
1999.114,yes
1999.115,yes
1999.116,yes
1999.117,yes
1999.118,yes
1999.119,yes
1999.120,yes
1999.121,yes
1999.122,yes
1999.123,yes
1999.124,yes
1999.125,yes
1999.126,yes
1999.127,yes
1999.128,yes
1999.129,yes
1999.130,yes
1999.131,yes
1999.132,yes
1999.133,yes
1999.134,yes
1999.136,yes
1999.139,yes
1999.140,yes
1999.141,yes
1999.141a,yes
1999.141b,yes
1999.141c,yes
1999.141d,yes
1999.141e,yes
1999.141f,yes
1999.141g,yes
1999.141h,yes
1999.141i,yes
1999.141j,yes
1999.142,yes
1999.144,yes
1999.143,yes
1999.145,yes
1999.146,yes
1999.147,yes
1999.148,yes
1999.149,yes
1999.150,yes
1999.152,yes
1999.153,yes
1999.154,yes
1999.155,yes
1999.156,yes
1999.157,yes
1999.158,yes
1999.159,yes
1999.160,yes
1999.161,yes
1999.162,yes
1999.163,yes
1999.165,yes
1999.164,yes
1999.166,yes
1999.167,yes
1999.168,yes
1999.169,yes
1999.172aa,yes
1999.170,yes
1999.172bb,yes
1999.172dd,yes
1999.172ee,yes
1999.172ff,yes
1999.172o,yes
1999.172p,yes
1999.172q,yes
1999.172r,yes
1999.172s,yes
1999.172t,yes
1999.172u,yes
1999.172v,yes
1999.172w,yes
1999.172x,yes
1999.172y,yes
1999.172z,yes
1999.174a,yes
1999.174b,yes
1999.174c,yes
1999.174d,yes
1999.174e,yes
1999.174f,yes
1999.174g,yes
1999.174h,yes
1999.174i,yes
1999.174j,yes
1999.174k,yes
1999.174l,yes
1999.175,yes
1999.176,yes
1999.177,yes
1999.179,yes
1999.180,yes
1999.248,yes
1999.250,yes
1999.251,yes
1999.257,yes
1999.258,yes
2000.022,yes
2000.106,yes
2000.107,yes
2000.108,yes
2000.109,yes
2000.111,yes
2000.110,yes
2000.112,yes
2000.113,yes
2000.115,yes
2000.116,yes
2000.117,yes
2000.118,yes
2000.119,yes
2000.001,yes
2000.002,yes
2000.003,yes
2000.004,yes
2000.006,yes
2000.005,yes
2000.007,yes
2000.008,yes
2000.009,yes
2000.010,yes
2000.011,yes
2000.012,yes
2000.013,yes
2000.015,yes
2000.014,yes
2000.016,yes
2000.017,yes
2000.018,yes
2000.019,yes
2000.021,yes
2000.020,yes
2000.023,yes
2000.024,yes
2000.025,yes
2000.026,yes
2000.027,yes
2000.028,yes
2000.029,yes
2000.030,yes
2000.031,yes
2000.032,yes
2000.033,yes
2000.034,yes
2000.035,yes
2000.036,yes
2000.037,yes
2000.038,yes
2000.039,yes
2000.040,yes
2000.041,yes
2000.042,yes
2000.043,yes
2000.044,yes
2000.045,yes
2000.046,yes
2000.047,yes
2000.048,yes
2000.050,yes
2000.049,yes
2000.051,yes
2000.052,yes
2000.053,yes
2000.054,yes
2000.056,yes
2000.055,yes
2000.057,yes
2000.058,yes
2000.059,yes
2000.060,yes
2000.061,yes
2000.062,yes
2000.063,yes
2000.064,yes
2000.065,yes
2000.066,yes
2000.067,yes
2000.068,yes
2000.069,yes
2000.070,yes
2000.071,yes
2000.072,yes
2000.074,yes
2000.073,yes
2000.075,yes
2000.076,yes
2000.077,yes
2000.078,yes
2000.079,yes
2000.081,yes
2000.080,yes
2000.082,yes
2000.083,yes
2000.084,yes
2000.085,yes
2000.086,yes
2000.088,yes
2000.087,yes
2000.089,yes
2000.090,yes
2000.091,yes
2000.092,yes
2000.093,yes
2000.094,yes
2000.095,yes
2000.096,yes
2000.097,yes
2000.098,yes
2000.099,yes
2000.100,yes
2000.101,yes
2000.102,yes
2000.104,yes
2000.105,yes
2000.114,yes
2000.120a,yes
2000.120b,yes
2000.120c,yes
2000.120d,yes
2000.120e,yes
2000.120f,yes
2000.120g,yes
2000.120h,yes
2000.120i,yes
2000.120j,yes
2000.120k,yes
2000.120l,yes
2000.120m,yes
2000.120n,yes
2000.120o,yes
2000.120q,yes
2000.120s,yes
2000.120r,yes
2000.120t,yes
2000.120u,yes
2000.120v,yes
2000.121,yes
2000.122,yes
2000.123,yes
2001.001,yes
2001.002,yes
2001.004,yes
2001.158,yes
"2001.159a,b,c",yes
"2001.160a,b",yes
2001.161,yes
2001.162,yes
"2001.163a,b",yes
"2001.164a,b",yes
2001.165,yes
2001.003,yes
2001.005,yes
2001.006,yes
2001.007,yes
2001.008,yes
2001.009,yes
2001.010,yes
2001.012,yes
2001.011,yes
2001.013,yes
2001.014,yes
2001.015,yes
2001.017,yes
2001.016,yes
2001.018,yes
2001.020,yes
2001.019,yes
2001.021,yes
2001.022,yes
2001.023,yes
2001.024,yes
2001.025,yes
2001.026,yes
2001.027,yes
2001.028,yes
2001.032,yes
2001.029,yes
2001.033,yes
2001.034,yes
2001.036,yes
2001.037,yes
2001.039,yes
2001.038,yes
2001.041,yes
2001.040,yes
2001.042,yes
2001.043,yes
2001.045,yes
2001.046,yes
2001.047,yes
2001.048,yes
2001.050,yes
2001.051,yes
2001.053,yes
2001.054,yes
2001.055,yes
2001.056,yes
2001.058,yes
2001.059,yes
2001.060,yes
2001.061,yes
2001.062,yes
2001.063,yes
2001.064,yes
2001.065,yes
2001.066,yes
2001.067,yes
2001.068,yes
2001.069,yes
2001.070,yes
2001.071,yes
2001.073,yes
2001.074,yes
2001.075,yes
2001.076,yes
2001.077,yes
2001.078,yes
2001.079,yes
2001.080,yes
2001.082,yes
2001.081,yes
2001.083,yes
2001.084,yes
2001.085,yes
2001.086,yes
2001.087,yes
2001.088,yes
2001.089,yes
2001.090,yes
2001.091,yes
2001.092,yes
2001.093,yes
2001.094,yes
2001.095,yes
2001.096,yes
2001.097,yes
2001.098,yes
2001.099,yes
2001.100,yes
2001.101,yes
2001.102,yes
2001.103,yes
2001.104,yes
2001.105,yes
2001.106,yes
2001.108,yes
2001.109,yes
2001.110,yes
2001.111,yes
2001.112,yes
2001.113,yes
2001.114,yes
2001.115,yes
2001.116,yes
2001.117,yes
2001.118,yes
2001.119,yes
2001.120,yes
2001.121,yes
2001.122,yes
2001.123,yes
2001.124,yes
2001.125,yes
2001.126,yes
2001.127,yes
2001.128,yes
2001.129,yes
2001.130,yes
2001.131,yes
2001.132,yes
2001.133,yes
2001.134,yes
2001.135,yes
2001.136,yes
2001.137,yes
2001.138,yes
2001.139,yes
2001.140,yes
2001.143,yes
2001.142,yes
2001.141,yes
2001.144,yes
2001.145,yes
2001.146,yes
2001.147,yes
2001.148,yes
2001.149,yes
2001.150,yes
2001.151,yes
2001.152,yes
2001.153,yes
2001.154,yes
2001.155,yes
2001.157,yes
2001.166,yes
2001.167,yes
2001.168,yes
2001.169,yes
2001.170,yes
2001.171,yes
2001.173,yes
2001.174,yes
2001.172,yes
2001.175,yes
2001.176,yes
2001.177,yes
2001.178,yes
2001.179,yes
2001.180,yes
2001.181,yes
2001.182,yes
2001.184,yes
2002.016a,yes
2002.016b,yes
2002.016c,yes
2002.016e,yes
2002.016d,yes
2002.016f,yes
2002.016g,yes
2002.016h,yes
2002.016i,yes
2002.023,yes
2002.027,yes
2002.028,yes
2002.029,yes
2002.030,yes
2002.031,yes
2002.032,yes
2002.033,yes
2002.034,yes
2002.036,yes
2002.036b,yes
2002.036c,yes
2002.037,yes
2002.039,yes
2002.040,yes
2002.041,yes
2002.001,yes
2002.002,yes
2002.003,yes
2002.004,yes
2002.005,yes
2002.006,yes
2002.007,yes
2002.008,yes
2002.009,yes
2002.011,yes
2002.012,yes
2002.014,yes
2002.015,yes
2002.017,yes
2002.018,yes
2002.019,yes
2002.020,yes
2002.021,yes
2002.022,yes
2002.024,yes
2002.025,yes
2002.026,yes
2002.035,yes
2002.038,yes
2003.010,yes
2003.022,yes
2003.024,yes
2003.031,yes
2003.029,yes
2003.032,yes
2003.034,yes
2003.033,yes
2003.040,yes
2003.046,yes
2003.071,yes
2003.072,yes
2003.073,yes
2003.002a,yes
2003.002c,yes
2003.002b,yes
2003.002d,yes
2003.002e,yes
2003.002h,yes
2003.002f,yes
2003.002g,yes
2003.002i,yes
2003.002j,yes
2003.002k,yes
2003.002m,yes
2003.002l,yes
2003.002n,yes
2003.002o,yes
2003.003a,yes
2003.003b,yes
2003.003c,yes
2003.003d,yes
2003.003e,yes
2003.003f,yes
2003.003h,yes
2003.003g,yes
2003.003i,yes
2003.003j,yes
2003.003k,yes
2003.003l,yes
2003.004a,yes
2003.004b,yes
2003.004e,yes
2003.004f,yes
2003.004c,yes
2003.004d,yes
2003.004g,yes
2003.004h,yes
2003.004i,yes
2003.004j,yes
2003.004k,yes
2003.005a,yes
2003.005b,yes
2003.005c,yes
2003.005d,yes
2003.005e,yes
2003.005f,yes
2003.005g,yes
2003.005h,yes
2003.005i,yes
2003.005j,yes
2003.006,yes
2003.007,yes
2003.009,yes
2003.008,yes
2003.011,yes
2003.012,yes
2003.013,yes
2003.014,yes
2003.015,yes
2003.016,yes
2003.017,yes
2003.018,yes
2003.019,yes
2003.021,yes
2003.020,yes
2003.023,yes
2003.025,yes
2003.026,yes
2003.027,yes
2003.028,yes
2003.030,yes
2003.035,yes
2003.036,yes
2003.037,yes
2003.038,yes
2003.039,yes
2003.041,yes
2003.042,yes
2003.043,yes
2003.044,yes
2003.045,yes
2003.047,yes
2003.048,yes
2003.049,yes
2003.050,yes
2003.051,yes
2003.052,yes
2003.053,yes
2003.054,yes
2003.055,yes
2003.056,yes
2003.057,yes
2003.058,yes
2003.059,yes
2003.060,yes
2003.061,yes
2003.063,yes
2003.062,yes
2003.064,yes
2003.066,yes
2003.065,yes
2003.067,yes
2003.068,yes
2003.069,yes
2003.070,yes
2004.001,yes
2004.002,yes
2004.003,yes
2004.004,yes
2004.005,yes
2004.006,yes
2004.007,yes
2004.008,yes
2004.009,yes
2004.010,yes
2004.012,yes
2004.011,yes
2004.013,yes
2004.014,yes
2004.015,yes
2004.018,yes
2004.019,yes
2004.020,yes
2004.021,yes
2004.022,yes
2004.024,yes
2004.023,yes
2004.025,yes
2004.026,yes
2004.027,yes
2004.029,yes
2004.030,yes
2004.031,yes
2004.090,yes
2004.032,yes
2004.089,yes
2004.016,yes
2004.091,yes
2004.017,yes
2004.028,yes
2004.033,yes
2004.034,yes
2004.035,yes
2004.036,yes
2004.037,yes
2004.039,yes
2004.038,yes
2004.040,yes
2004.044,yes
2004.041,yes
2004.042,yes
2004.045,yes
2004.046,yes
2004.047,yes
2004.048,yes
2004.049,yes
2004.050,yes
2004.051,yes
2004.052,yes
2004.053,yes
2004.054,yes
2004.056,yes
2004.055,yes
2004.057,yes
2004.059,yes
2004.058,yes
2004.060,yes
2004.061,yes
2004.062,yes
2004.063,yes
2004.064,yes
2004.065,yes
2004.066,yes
2004.067,yes
2004.068,yes
2004.069,yes
2004.070,yes
2004.071,yes
2004.072,yes
2004.073,yes
2004.074,yes
2004.075,yes
2004.075a,yes
2004.075b,yes
2004.075c,yes
2004.075d,yes
2004.075e,yes
2004.075f,yes
2004.075g,yes
2004.075h,yes
2004.078,yes
2004.076,yes
2004.082,yes
2004.077,yes
2004.079,yes
2004.081,yes
2004.084a,yes
2004.084b,yes
2004.085a,yes
2004.085b,yes
2004.086a,yes
2004.086b,yes
2004.087a,yes
2004.087b,yes
2004.088c,yes
2004.092,yes
2004.088d,yes
2004.088b,yes
2004.088a,yes
2004.093,yes
2005.032,yes
2005.034,yes
2005.035,yes
2005.001a,yes
2005.001b,yes
2005.001c,yes
2005.001d,yes
2005.001e,yes
2005.001f,yes
2005.003,yes
2005.002,yes
2005.004,yes
2005.005,yes
2005.006,yes
2005.007,yes
2005.008,yes
2005.009,yes
2005.010,yes
2005.011,yes
2005.012,yes
2005.013,yes
2005.014,yes
2005.015,yes
2005.016,yes
2005.018,yes
2005.017,yes
2005.019,yes
2005.020,yes
2005.021,yes
2005.022,yes
2005.023,yes
2005.024,yes
2005.025,yes
2005.026,yes
2005.027,yes
2005.029,yes
2005.028,yes
2005.030a,yes
2005.030b,yes
2005.030c,yes
2005.031a,yes
2005.031b,yes
2005.031c,yes
2005.031d,yes
2005.031e,yes
2005.031f,yes
2005.031g,yes
2005.031h,yes
2005.031i,yes
2005.031j,yes
2005.033,yes
2005.037,yes
2005.036,yes
2005.038,yes
2005.039,yes
2005.040,yes
2005.041,yes
2005.042,yes
2006.007,yes
2006.009,yes
2006.010,yes
2006.012,yes
2006.011,yes
2006.014,yes
2006.013,yes
2006.015,yes
2006.001,yes
2006.002,yes
2006.003,yes
2006.004,yes
2006.005,yes
2006.006,yes
2006.008,yes
2006.016,yes
2007.001,yes
2007.002,yes
2007.003,yes
2007.004,yes
2007.005,yes
2007.006,yes
2007.007,yes
2007.008,yes
2007.009,yes
2007.010,yes
2007.011,yes
2007.012,yes
2007.013,yes
2007.014,yes
2007.015,yes
2007.016,yes
2007.017,yes
2007.018,yes
2007.019,yes
2007.020,yes
2007.021,yes
2007.022,yes
2007.023,yes
2007.024,yes
2007.025,yes
2007.026,yes
2007.027,yes
2007.028,yes
2007.029,yes
2007.030,yes
2007.031,yes
2007.032,yes
2007.033,yes
2007.034,yes
2007.035,yes
2007.036,yes
2007.037,yes
2007.038,yes
2007.039,yes
2007.040,yes
2007.041a,yes
2007.041b,yes
2007.041c,yes
2007.042,yes
2007.043,yes
2007.044,yes
2007.045,yes
2007.046,yes
2007.047,yes
2007.048,yes
2007.049,yes
2007.050,yes
2007.051,yes
2007.052,yes
2007.053,yes
2007.054a,yes
2007.054b,yes
2007.055,yes
2007.056,yes
2007.057,yes
2007.058,yes
2007.059,yes
2007.061,yes
2007.062,yes
2007.063,yes
2007.064,yes
2007.065,yes
2007.067,yes
2007.066,yes
2007.068,yes
2007.070a,yes
2007.070c,yes
2007.070b,yes
2007.070d,yes
2007.070e,yes
2007.070f,yes
2007.070g,yes
2007.071a,yes
2007.071b,yes
2007.071c,yes
2007.071d,yes
2007.071e,yes
2007.071g,yes
2007.071f,yes
2007.071i,yes
2007.071h,yes
2007.071j,yes
2008.002,yes
2008.001,yes
2008.003,yes
2008.004,yes
2008.005,yes
2008.006,yes
2008.007,yes
2008.008,yes
2008.009,yes
2008.010,yes
2008.011,yes
2008.012,yes
2008.013,yes
2008.014,yes
2008.015,yes
2008.016,yes
2008.017,yes
2008.018,yes
2008.019,yes
2008.021,yes
2008.020,yes
2008.022,yes
2008.023,yes
2008.024,yes
2008.025,yes
2008.026,yes
2008.027,yes
2008.029,yes
2008.028,yes
2008.030,yes
2008.032,yes
2008.033,yes
2008.031,yes
2008.034,yes
2008.035,yes
2008.036,yes
2008.037,yes
2008.038,yes
2008.039,yes
2008.040,yes
2008.041,yes
2008.042,yes
2008.043,yes
2008.044,yes
2008.045,yes
2008.046,yes
2008.047,yes
2008.048,yes
2008.049,yes
2008.050,yes
2008.051,yes
2008.052,yes
2008.053,yes
2008.054,yes
2008.055,yes
2008.056,yes
2008.057,yes
2008.058,yes
2008.059,yes
2008.060,yes
2008.061,yes
2008.062,yes
2008.063,yes
2008.064,yes
2008.065,yes
2008.066,yes
2008.067,yes
2008.068,yes
2008.069,yes
2008.070,yes
2008.071,yes
2008.072,yes
2008.073,yes
2008.074,yes
2008.075,yes
2008.076,yes
2008.077,yes
2008.078,yes
2008.079,yes
2008.080,yes
2008.081,yes
2008.082,yes
2008.083,yes
2008.084,yes
2008.085,yes
2008.086,yes
2008.087,yes
2008.088,yes
2008.089,yes
2008.090,yes
2008.091,yes
2008.092,yes
2008.093,yes
2008.094,yes
2008.095,yes
2008.096,yes
2008.097,yes
2008.098,yes
2008.099,yes
2008.100,yes
2008.101,yes
2008.102,yes
2008.103,yes
2008.104,yes
2008.107,yes
2008.110,yes
2008.112,yes
2008.114,yes
2008.115,yes
2008.116,yes
2008.117,yes
2008.118,yes
2008.120,yes
2008.121,yes
2008.122,yes
2008.123,yes
2008.124,yes
2008.125,yes
2008.126,yes
2008.130,yes
2008.131,yes
2008.132,yes
2008.134,yes
2008.135,yes
2008.136,yes
2008.137,yes
2008.138,yes
2008.139,yes
2008.140,yes
2008.158,yes
2008.105,yes
2008.106,yes
2008.108,yes
2008.109,yes
2008.111,yes
2008.113,yes
2008.119,yes
2008.127,yes
2008.128,yes
2008.129,yes
2008.133,yes
2008.141,yes
2008.142,yes
2008.143,yes
2008.144,yes
2008.145,yes
2008.146,yes
2008.147,yes
2008.148,yes
2008.149,yes
2008.150,yes
2008.151,yes
2008.152,yes
