name,accession,height,width,subdir
1956.057.jpg,1956.057,328,478,1956
1956.058.jpg,1956.058,1302,2048,1956
1956.059.jpg,1956.059,458,306,1956
1957-001.jpg,1957.001,2048,979,1957
1957.002.jpg,1957.002,987,2048,1957
1957.003.jpg,1957.003,1200,2048,1957
1957.004.jpg,1957.004,397,488,1957
1957.005.jpg,1957.005,364,438,1957
1957-007.jpg,1957.007,2013,1521,1957
1957.008.jpg,1957.008,2048,1686,1957
1957.009.jpg,1957.009,334,439,1957
1957.010.jpg,1957.010,452,308,1957
1957.012.jpg,1957.012,460,304,1957
1957.014.jpg,1957.014,425,340,1957
1957.016.jpg,1957.016,245,386,1957
1957.017.jpg,1957.017,492,354,1957
1957.018.jpg,1957.018,410,304,1957
1957.019.jpg,1957.019,456,355,1957
1957.020.jpg,1957.020,409,297,1957
1957.021.jpg,1957.021,2048,1509,1957
1957-021.jpg,1957.021,2048,1500,Straggler photos
1957.022.jpg,1957.022,409,283,1957
1957.023.jpg,1957.023,449,328,1957
1957.024.jpg,1957.024,457,328,1957
1957.025.jpg,1957.025,390,288,1957
1957.026.jpg,1957.026,447,332,1957
1957.027.jpg,1957.027,600,440,1957
1957.028.jpg,1957.028,399,296,1957
1957.029.jpg,1957.029,409,292,1957
1957.030.jpg,1957.030,678,480,1957
1957.031.jpg,1957.031,269,432,1957
1957.032.jpg,1957.032,2025,1575,1957
1957-032.jpg,1957.032,2048,1635,Straggler photos
1957.033.jpg,1957.033,413,494,1957
1957.034.jpg,1957.034,501,366,1957
1957.035.jpg,1957.035,460,304,1957
1957-038.jpg,1957.038,1630,2048,1957
1957.039.jpg,1957.039,435,314,1957
1957-039.jpg,1957.039,2048,1486,Straggler photos
1957-040.jpg,1957.040,1417,2048,1957
1957-041.jpg,1957.041,1469,2048,1957
1957.042.jpg,1957.042,1413,2048,1957
1957.043.jpg,1957.043,442,306,1957
1957.044.jpg,1957.044,409,495,1957
1957.046.jpg,1957.046,443,226,1957
1964.001.jpg,1964.001,384,500,1964
1964.002.jpg,1964.002,381,500,1964
1964.003.jpg,1964.003,387,500,1964
1964.004.jpg,1964.004,500,407,1964
1964.005.jpg,1964.005,394,500,1964
1964.006.jpg,1964.006,382,500,1964
1964.007.jpg,1964.007,500,412,1964
1964.008.jpg,1964.008,500,434,1964
1964.009.jpg,1964.009,356,500,1964
1964.010.jpg,1964.010,363,500,1964
1964.011.jpg,1964.011,379,500,1964
1964.012.jpg,1964.012,500,414,1964
1964.013.jpg,1964.013,310,500,1964
1964.014.jpg,1964.014,500,402,1964
1964.015.jpg,1964.015,390,500,1964
1964.016.jpg,1964.016,388,500,1964
1964.017.jpg,1964.017,386,500,1964
1964.018.jpg,1964.018,395,500,1964
1964.019.jpg,1964.019,500,408,1964
1964.020.jpg,1964.020,398,500,1964
1965.001.jpg,1965.001,1405,2048,1965
1965-001.jpg,1965.001,1441,2048,Straggler photos
1965.002.jpg,1965.002,2048,1627,1965
1965-002.jpg,1965.002,2048,1650,Straggler photos
1965.003..jpg,1965.003,1522,2048,1965
1965-004.jpg,1965.004,1468,2048,1965
1965.005.jpg,1965.005,2048,1832,1965
1965.006.jpg,1965.006,2048,1461,1965
1965-006.jpg,1965.006,2048,1539,Straggler photos
1965-007.jpg,1965.007,2048,1630,1965
1965-008.jpg,1965.008,2048,1570,1965
1965-009.jpg,1965.009,2048,1524,1965
1965.009.jpg,1965.009,2048,1515,1965
1965-010.jpg,1965.010,1622,2048,Straggler photos
1965-011.jpg,1965.011,2048,1409,1965
1965-012.jpg,1965.012,2048,1588,1965
1965-013.jpg,1965.013,2048,1395,1965
1965-014.jpg,1965.014,2048,1459,1965
1965.015.jpg,1965.015,2048,1257,1965
1965.016.jpg,1965.016,2048,1916,1965
1965.017.jpg,1965.017,1812,2048,1965
1965-018.jpg,1965.018,1351,1147,1965
1965-019.jpg,1965.019,1365,2048,1965
1965-020.jpg,1965.020,1667,2048,1965
1965.021.jpg,1965.021,1417,2048,1965
1965-021.jpg,1965.021,1366,2048,Straggler photos
1965-022.jpg,1965.022,2048,1606,1965
1965-023.jpg,1965.023,1813,2048,1965
1965-024.jpg,1965.024,2048,1488,Straggler photos
1965-025.jpg,1965.025,2048,1596,1965
1965-026.jpg,1965.026,1043,2048,1965
1965-027.jpg,1965.027,1591,2048,1965
1965-028.jpg,1965.028,1491,2048,Straggler photos
1965-029.jpg,1965.029,2048,1315,1965
1965-030.jpg,1965.030,1535,2048,1965
1965.031-2.jpg,1965.031,1528,2048,1965
1965.031.jpg,1965.031,373,500,1965
1965-033.jpg,1965.033,2048,1603,1965
1965.034.jpg,1965.034,2048,1655,1965
1965-035.jpg,1965.035,2048,1357,Straggler photos
1965-038.jpg,1965.038,1442,2048,1965
1965-039.jpg,1965.039,1397,2048,1965
1966-001.jpg,1966.001,2048,1996,1966
1966.003.jpg,1966.003,795,2048,1966
1966-004.jpg,1966.004,2048,1791,1966
1966.005.jpg,1966.005,500,374,1966
1966.006.jpg,1966.006,1584,2048,1966
1966.007.jpg,1966.007,332,500,1966
1966.008.jpg,1966.008,336,500,1966
1966.009.jpg,1966.009,500,428,1966
1966.010.jpg,1966.010,1426,2048,1966
1966.011.jpg,1966.011,1536,2048,1966
1966.014.jpg,1966.014,354,500,1966
1966.022.jpg,1966.022,1553,2048,1966
1967-001.jpg,1967.001,1365,2048,1967
1967.002a.jpg,1967.002a,2048,1369,1967
1967.002b.jpg,1967.002b,2048,1513,1967
1967.002c.jpg,1967.002c,500,397,1967
1967.002d.jpg,1967.002d,2048,1570,1967
1967.002e.jpg,1967.002e,2048,1663,1967
1967.002f.jpg,1967.002f,2048,1555,1967
1967.002g.jpg,1967.002g,2048,1552,1967
1967.002h.jpg,1967.002h,2048,1607,1967
1967.002i.jpg,1967.002i,2048,1563,1967
1967.002j.jpg,1967.002j,2048,1599,1967
1967.002k.jpg,1967.002k,2048,1570,1967
1967.002l.jpg,1967.002l,2048,1657,1967
1967.002m.jpg,1967.002m,2048,1603,1967
1967.002n.jpg,1967.002n,2048,1453,1967
1967.003.jpg,1967.003,1577,2048,1967
1968-001cropped.jpg,1968.001,2048,1365,1968
1968.002.jpg,1968.002,1581,2048,1968
1968.003.jpg,1968.003,698,1031,1968
1968.005.jpg,1968.005,1287,2048,1968
1968.006.jpg,1968.006,1413,2048,1968
1968.009.jpg,1968.009,2048,1174,1968
1968-009a.jpg,1968.009a,2048,1204,Straggler photos
1968-009b.jpg,1968.009b,2048,1204,Straggler photos
1968.010.jpg,1968.010,2048,1152,1968
1968-010.jpg,1968.010,2048,1212,Straggler photos
1968.012.jpg,1968.012,2048,1471,1968
1969.003.jpg,1969.003,2048,1581,1969
1969-004.jpg,1969.004,939,2048,1969
1969.005.jpg,1969.005,2048,1522,1969
1969.007.jpg,1969.007,2048,1391,1969
1969.008.jpg,1969.008,1417,2048,1969
1969.010.jpg,1969.010,2048,1509,1969
1969-011.jpg,1969.011,1602,2048,1969
1969.012.jpg,1969.012,409,504,1969
1969.013.jpg,1969.013,1555,2048,1969
1969.015.jpg,1969.015,162,552,1969
1969.016.jpg,1969.016,397,1065,1969
1969.017.jpg,1969.017,1410,2048,1969
1969.018.jpg,1969.018,1191,2048,1969
1969-019.jpg,1969.019,1365,2048,1969
1969.020.jpg,1969.020,1640,2048,1969
1969.021.jpg,1969.021,398,504,1969
1969.022.jpg,1969.022,1655,2048,1969
1969.023.jpg,1969.023,1668,2048,1969
1969.024.jpg,1969.024,1699,2048,1969
1969.025.jpg,1969.025,1664,2048,1969
1969.026.jpg,1969.026,1773,2048,1969
1969.027.jpg,1969.027,1828,2048,1969
1969.028.jpg,1969.028,1790,2048,1969
1969.029.jpg,1969.029,1788,2048,1969
1969.030.jpg,1969.030,1779,2048,1969
1969.031.jpg,1969.031,1790,2048,1969
1969.032.jpg,1969.032,1808,2048,1969
1969.033.jpg,1969.033,1789,2048,1969
1969.034.jpg,1969.034,500,417,1969
1969.035.jpg,1969.035,500,429,1969
1969.036.jpg,1969.036,500,415,1969
1969.037.jpg,1969.037,500,402,1969
1969.038.jpg,1969.038,2048,1678,1969
1969.039.jpg,1969.039,2048,1697,1969
1969-040back.jpg,1969.040,1365,2048,1969
1969-040.jpg,1969.040,1365,2048,1969
1969-041-2.jpg,1969.041,1365,2048,1969
1969-041.jpg,1969.041,1365,2048,1969
1969-041back.jpg,1969.041,1365,2048,1969
1969-041side.jpg,1969.041,1365,2048,1969
1969-042.jpg,1969.042,1365,2048,1969
1969-043.jpg,1969.043,1365,2048,1969
1969-044.jpg,1969.044,1365,2048,1969
1969-045.jpg,1969.045,1365,2048,1969
1969-046.jpg,1969.046,1365,2048,1969
1969-047.jpg,1969.047,1365,2048,1969
1969-048.jpg,1969.048,1365,2048,1969
1969-049.jpg,1969.049,1365,2048,1969
1969-050.jpg,1969.050,1365,2048,1969
1969-051.jpg,1969.051,1365,2048,1969
1969-052.jpg,1969.052,1365,2048,1969
1969-053.jpg,1969.053,1365,2048,1969
1969-055.jpg,1969.055,1365,2048,1969
1969-056.jpg,1969.056,1365,2048,1969
1969-057.jpg,1969.057,1365,2048,1969
1969-058.jpg,1969.058,1365,2048,1969
1969-059.jpg,1969.059,1365,2048,1969
1969-060.jpg,1969.060,1365,2048,1969
1969-061.jpg,1969.061,1365,2048,1969
1969-062.jpg,1969.062,1365,2048,1969
1969-063.jpg,1969.063,1365,2048,1969
1969-064.jpg,1969.064,1365,2048,1969
1969-065.jpg,1969.065,1365,2048,1969
1969-066.jpg,1969.066,1365,2048,1969
1969.067.jpg,1969.067,2048,2004,1969
1969-068.jpg,1969.068,1365,2048,1969
1969.069.jpg,1969.069,1435,2048,1969
1969-070.jpg,1969.070,1365,2048,1969
1969.071.jpg,1969.071,2048,1284,1969
1969.072.jpg,1969.072,2048,1652,1969
1969-073.jpg,1969.073,2048,1507,1969
1969.074.jpg,1969.074,2048,1533,1969
1969.075.jpg,1969.075,482,360,1969
1969.077.jpg,1969.077,1341,1011,1969
1969-077.jpg,1969.077,2048,1607,Straggler photos
1969.079.jpg,1969.079,1504,2048,1969
1970-001.jpg,1970.001,2048,1648,1970
1970-002.jpg,1970.002,1365,2048,1970
1970-003.jpg,1970.003,2048,1523,1970
1970.006.jpg,1970.006,2048,1502,1970
1970.007.jpg,1970.007,2048,1434,1970
1970.008.jpg,1970.008,1502,2048,1970
1970.009.jpg,1970.009,2048,1633,1970
1970-010side.jpg,1970.010,1365,2048,1970
1970-010.jpg,1970.010,1365,2048,1970
1970.011.jpg,1970.011,1390,2048,1970
1970.012.jpg,1970.012,1433,2048,1970
1970.013.jpg,1970.013,2048,1359,1970
1970.014.jpg,1970.014,1508,2048,1970
1970.015.jpg,1970.015,1415,2048,1970
1970.016.jpg,1970.016,1453,2048,1970
1970.017.jpg,1970.017,806,1217,1970
1970.019.jpg,1970.019,2048,1500,1970
1970-019.jpg,1970.019,2048,1540,Straggler photos
1970.020.jpg,1970.020,1478,2048,1970
1970.021.jpg,1970.021,2048,1491,1970
1970.022.jpg,1970.022,2048,1447,1970
1970-022.jpg,1970.022,2048,1471,Straggler photos
1970-023.jpg,1970.023,1925,2048,1970
1970-024.jpg,1970.024,2035,2048,1970
1970-025.jpg,1970.025,1077,844,Straggler photos
1970.027.jpg,1970.027,2048,1553,1970
1970.029.jpg,1970.029,1408,1872,1970
1970-029.jpg,1970.029,1546,1972,Straggler photos
1970-030.jpg,1970.030,1485,2048,1970
1970.031.jpg,1970.031,1786,2048,1970
1970.032.jpg,1970.032,504,610,1970
1970.034.jpg,1970.034,2048,1536,1970
1970.035.jpg,1970.035,2048,1397,1970
1970-036.jpg,1970.036,1792,1804,1970
1970-037.jpg,1970.037,1620,2048,1970
1970.038.jpg,1970.038,2048,1548,1970
1970-038.jpg,1970.038,2048,1540,Straggler photos
1970-039.jpg,1970.039,2048,1372,1970
1970.040 (recto).jpg,1970.040,2048,1490,1970
1970.040 (verso).jpg,1970.040,2048,1490,1970
1970-041a.jpg,1970.041,2048,1515,1970
1970-041b.jpg,1970.041b,2048,1503,1970
1970-042.jpg,1970.042,1563,2048,1970
1970.043.jpg,1970.043,2048,1702,1970
1970.044.jpg,1970.044,1392,2048,1970
1970.046.jpg,1970.046,2048,1662,1970
1970-047.jpg,1970.047,2048,1390,1970
1970.048.jpg,1970.048,1668,2048,1970
1970.050.jpg,1970.050,2048,1469,1970
1970.051.jpg,1970.051,2048,1594,1970
1970-052.jpg,1970.052,2048,1247,1970
1970-053.jpg,1970.053,1365,2048,1970
1970.055-2.jpg,1970.055,244,500,1970
1970.055.jpg,1970.055,998,2048,1970
1970.056.jpg,1970.056,2048,1785,1970
1970.058-2.jpg,1970.058,2048,1574,1970
1970.058.jpg,1970.058,500,384,1970
1970.059-2.jpg,1970.059,1448,2048,1970
1970.059.jpg,1970.059,353,500,1970
1970.060.jpg,1970.060,1417,2048,1970
1970.062.jpg,1970.062,1587,2048,1970
1970.063.jpg,1970.063,1340,2048,1970
1970.063-2.jpg,1970.063,327,500,1970
1970.064-2.jpg,1970.064,387,500,1970
1970.064.jpg,1970.064,1084,1400,1970
1970.065.jpg,1970.065,1456,2048,1970
1970.066-2.jpg,1970.066,344,500,1970
1970.066.jpg,1970.066,1410,2048,1970
1970.067.jpg,1970.067,1414,2048,1970
1970.067-2.jpg,1970.067,345,500,1970
1970-068.jpg,1970.068,1356,2048,1970
1970.069.jpg,1970.069,2048,1744,1970
1970.070.jpg,1970.070,1725,2048,1970
1971.001.jpg,1971.001,2048,1708,1971
1971.002.jpg,1971.002,1361,2048,1971
1971.003.jpg,1971.003,2048,1441,1971
1971.004.jpg,1971.004,2048,1495,1971
1971.005.jpg,1971.005,2028,2048,1971
1971-006.jpg,1971.006,943,2048,1971
1971.009.jpg,1971.009,1642,2048,1971
1971.010.jpg,1971.010,384,318,1971
1971-011.jpg,1971.011,1638,2048,1971
1971-012.jpg,1971.012,1638,2048,1971
1971-013.jpg,1971.013,1634,2048,1971
1971.014.jpg,1971.014,2048,1604,1971
1971.015.jpg,1971.015,504,229,1971
1971.016.jpg,1971.016,432,333,1971
1971-017.jpg,1971.017,1365,2048,1971
1971.018.jpg,1971.018,1246,875,1971
1971.019.jpg,1971.019,2048,1394,1971
1971.021.jpg,1971.021,2048,1322,1971
1971-022.jpg,1971.022,1365,2048,1971
1971-023.jpg,1971.023,1280,2048,1971
1971-024.jpg,1971.024,2044,1335,1971
1971-025.jpg,1971.025,2048,1702,1971
1971.026.jpg,1971.026,1303,1931,1971
1971.027.jpg,1971.027,1502,2048,1971
1971-027.jpg,1971.027,1525,2048,Straggler photos
1971-028.jpg,1971.028,2048,1505,1971
1971-029.jpg,1971.029,1631,2048,1971
1971-030.jpg,1971.030,1414,2048,1971
1971.032.jpg,1971.032,1593,2048,1971
1971-032.jpg,1971.032,1555,2048,Straggler photos
1971.033.jpg,1971.033,375,500,1971
1971-035.jpg,1971.035,1115,1666,1971
1971-036.jpg,1971.036,2048,1502,1971
1971-036-2.jpg,1971.036,1151,1747,1971
1971-037.jpg,1971.037,2048,1526,1971
1971-038.jpg,1971.038,2048,1527,1971
1971-039.jpg,1971.039,2048,1527,1971
1971-040.jpg,1971.040,2048,1418,1971
1971-041.jpg,1971.041,1443,2048,1971
1971-042.jpg,1971.042,2048,1430,1971
1971-043.jpg,1971.043,1329,1849,1971
1971-044.jpg,1971.044,2048,1499,1971
1971-044back.jpg,1971.044,2048,1543,1971
1971-045.jpg,1971.045,1206,1144,1971
1971-046.jpg,1971.046,1171,2048,1971
1971-047.jpg,1971.047,2048,1712,1971
1971-048.jpg,1971.048,1468,2048,1971
1971.049.jpg,1971.049,1301,2048,1971
1971-049.jpg,1971.049,1368,2048,Straggler photos
1971.050.jpg,1971.050,1397,2048,1971
1971-050.jpg,1971.050,1530,2048,Straggler photos
1971-051.jpg,1971.051,2048,1433,1971
1971-052.jpg,1971.052,2048,1178,1971
1971-053.jpg,1971.053,1462,2048,1971
1971-054.jpg,1971.054,1613,2048,1971
1971.055.jpg,1971.055,2048,1432,1971
1971.057.jpg,1971.057,1115,1765,1971
1971-058.jpg,1971.058,1795,2048,1971
1971-059.jpg,1971.059,1205,2048,1971
1971-060.jpg,1971.060,1834,2048,1971
1971-061.jpg,1971.061,2048,1530,1971
1971.062.jpg,1971.062,1387,2048,1971
1971-063.jpg,1971.063,1794,2048,1971
1971-064.jpg,1971.064,2048,1613,1971
1971-065.jpg,1971.065,1365,2048,1971
1971.067.jpg,1971.067,2048,1478,1971
1971.068.jpg,1971.068,2043,1428,1971
1971-068.jpg,1971.068,2034,1430,Straggler photos
1971.069.jpg,1971.069,2048,1366,1971
1971-070.jpg,1971.070,1419,2048,1971
1971.071.jpg,1971.071,494,360,1971
1972.002.jpg,1972.002,2048,1230,1972
1972-002.jpg,1972.002,2048,1314,Straggler photos
1972.004a.jpg,1972.004,500,254,1972
1972-004a.jpg,1972.004,2048,1339,Straggler photos
1972.004b.jpg,1972.004,2048,1035,1972
1972-004b.jpg,1972.004,2048,1321,Straggler photos
1972.007.jpg,1972.007,1586,2048,1972
1972.008.jpg,1972.008,2048,1643,1972
1972.009.jpg,1972.009,1624,2048,1972
1972.010.jpg,1972.010,2048,1559,1972
1972.011.jpg,1972.011,1558,2048,1972
1972.013.jpg,1972.013,2048,1686,1972
1972.014.jpg,1972.014,2048,1544,1972
1972.015.jpg,1972.015,2048,1306,1972
1972.017.jpg,1972.017,2048,973,1972
1972.018.jpg,1972.018,2048,1363,1972
1972.019.jpg,1972.019,835,1287,1972
1972.020.jpg,1972.020,891,1321,1972
1972.021.jpg,1972.021,1356,2048,1972
1972.022.jpg,1972.022,1338,2048,1972
1972.023.jpg,1972.023,1343,2048,1972
1972.024.jpg,1972.024,800,1238,1972
1972.025.jpg,1972.025,2048,1405,1972
1972.026.jpg,1972.026,503,788,1972
1972.027.jpg,1972.027,1275,870,1972
1972.028.jpg,1972.028,1275,879,1972
1972.029.jpg,1972.029,1212,837,1972
1972.030.jpg,1972.030,1275,888,1972
1972.031.jpg,1972.031,1188,834,1972
1972.032.jpg,1972.032,1120,779,1972
1972.033.jpg,1972.033,1222,871,1972
1972.034.jpg,1972.034,1541,2048,1972
1972.035.jpg,1972.035,1212,817,1972
1972.036.jpg,1972.036,1186,823,1972
1972.037.jpg,1972.037,873,1177,1972
1972.038.jpg,1972.038,1137,802,1972
1972.039.jpg,1972.039,912,609,1972
1972.040.jpg,1972.040,1220,856,1972
1972.041.jpg,1972.041,1113,737,1972
1972.042.jpg,1972.042,1150,820,1972
1972.043.jpg,1972.043,1125,792,1972
1972.044.jpg,1972.044,871,1125,1972
1972.045.jpg,1972.045,1113,759,1972
1972.046.jpg,1972.046,2048,1398,1972
1972.047.jpg,1972.047,1075,764,1972
1972.048.jpg,1972.048,1516,2048,1972
1972.052.jpg,1972.052,594,1175,1972
1972.053.jpg,1972.053,581,1137,1972
1972-061.jpg,1972.061,1365,2048,1972
1972.062.jpg,1972.062,2048,1365,1972
1972.063.jpg,1972.063,1489,2048,1972
1972-067.jpg,1972.067,2048,1380,1972
1972.068.jpg,1972.068,500,375,1972
1972.069.jpg,1972.069,2048,1615,1972
1972-069.jpg,1972.069,2048,1618,Straggler photos
1972-071.jpg,1972.071,929,1995,1972
1972-072.jpg,1972.072,1039,2048,1972
1972-073.jpg,1972.073,1833,1772,1972
1972.074.jpg,1972.074,1940,1340,1972
1972.075.jpg,1972.075,963,670,1972
1972-077.jpg,1972.077,2048,1452,1972
1972.079.jpg,1972.079,2048,1472,1972
1972-080.jpg,1972.080,1565,2048,1972
1972.081.jpg,1972.081,1605,2048,1972
1972-082.jpg,1972.082,2010,1336,1972
1972.083.jpg,1972.083,1171,1612,1972
1972.084.jpg,1972.084,1687,2048,1972
1972-084.jpg,1972.084,1519,2048,Straggler photos
1972-085.jpg,1972.085,1434,2048,1972
1972.085.jpg,1972.085,1452,2048,1972
1972-086.jpg,1972.086,1420,2048,1972
1972.086.jpg,1972.086,1407,2048,1972
1972-087-2.jpg,1972.087,1454,2048,1972
1972-087.jpg,1972.087,1454,2048,1972
1972.087.jpg,1972.087,1351,2048,1972
1972-088.jpg,1972.088,1567,2030,1972
1972-089.jpg,1972.089,1367,2048,1972
1972-090.jpg,1972.090,2048,1547,1972
1972.091.jpg,1972.091,2048,698,1972
1972.092.jpg,1972.092,2048,1347,1972
1972.912.jpg,1972.912,398,500,1972
1973-001.jpg,1973.001,1365,2048,1973
1973-001side.jpg,1973.001,1365,2048,1973
1973-001back.jpg,1973.001,1365,2048,1973
1973.003.jpg,1973.003,477,360,1973
1973.004.jpg,1973.004,504,326,1973
1973.005.jpg,1973.005,1302,2048,1973
1973.006.jpg,1973.006,2048,1549,1973
1973.007.jpg,1973.007,2048,1478,1973
1973.008.jpg,1973.008,870,2048,1973
1973.009.jpg,1973.009,1102,783,1973
1973.010.jpg,1973.010,569,1188,1973
1973.012.jpg,1973.012,1374,2048,1973
1973-013.jpg,1973.013,1365,2048,1973
1973.014.jpg,1973.014,1861,2048,1973
1973.015.jpg,1973.015,1829,2048,1973
1973-016.jpg,1973.016,1743,2048,1973
1973-017.jpg,1973.017,916,2048,1973
1973.019.jpg,1973.019,500,393,1973
1973.020.jpg,1973.020,1396,2048,1973
1973.021.jpg,1973.021,1841,2048,1973
1973.022.jpg,1973.022,1861,2048,1973
1973-022.jpg,1973.022,1827,2048,Straggler photos
1973-023.jpg,1973.023,1365,2048,1973
1973.024.jpg,1973.024,2048,1498,1973
1973.026.jpg,1973.026,2030,2048,1973
1973-027.jpg,1973.027,1365,2048,1973
1973-028.jpg,1973.028,1365,2048,1973
1973-029.jpg,1973.029,1365,2048,1973
1973.031.jpg,1973.031,1607,2048,1973
1974.001.jpg,1974.001,2048,1928,1974
1974-002.jpg,1974.002,1365,2048,1974
1974.003.jpg,1974.003,2048,1631,1974
1974.004.jpg,1974.004,2033,2048,1974
1974.005.jpg,1974.005,1536,2048,1974
1974.006.jpg,1974.006,1644,2048,1974
1974.007.jpg,1974.007,2048,1329,1974
1974.008.jpg,1974.008,1280,2048,1974
1974.009.jpg,1974.009,1319,2048,1974
1974.009-2.jpg,1974.009,322,500,1974
1974.010.jpg,1974.010,1296,2048,1974
1974.011.jpg,1974.011,1278,2048,1974
1974.011a.jpg,1974.011a,1393,2048,1974
1974.013.jpg,1974.013,2038,926,1974
1974.016.jpg,1974.016,1568,2048,1974
1974.017.jpg,1974.017,2040,2048,1974
1974.018.jpg,1974.018,1450,2048,1974
1974.019.jpg,1974.019,1450,2048,1974
1974.020.jpg,1974.020,1450,2048,1974
1974-021.jpg,1974.021,1365,2048,1974
1974.022.jpg,1974.022,2022,2048,1974
1974.024.jpg,1974.024,2048,1532,1974
1974.026.jpg,1974.026,2048,1560,1974
1974.027.jpg,1974.027,2048,1495,1974
1974.029.jpg,1974.029,2048,1483,1974
1974.030.jpg,1974.030,2048,1503,1974
1974.032.jpg,1974.032,353,500,1974
1975-004.jpg,1975.004,2048,1365,1975
1975-004back.jpg,1975.004,2048,1365,1975
1975-006.jpg,1975.006,2048,1462,1975
1975-011.jpg,1975.011,2048,1603,1975
1975-012.jpg,1975.012,2048,1799,1975
1975-013.jpg,1975.013,2048,1045,1975
1975-014.jpg,1975.014,2048,1433,1975
1975-018.jpg,1975.018,2048,1519,1975
1975-020.jpg,1975.020,1172,1046,Straggler photos
1975-038.jpg,1975.038,1612,2048,1975
1975-040.jpg,1975.040,1523,2048,1975
1975-041.jpg,1975.041,1559,2048,1975
1975-042.jpg,1975.042,1634,2048,1975
1975-043.jpg,1975.043,1585,2048,1975
1975-045.jpg,1975.045,2048,1462,1975
1975-048.jpg,1975.048,1541,2048,1975
1975-054.jpg,1975.054,1548,2048,1975
1975-059.jpg,1975.059,1365,2048,1975
1975-062.jpg,1975.062,1365,2048,1975
1975-063-2.jpg,1975.063,2048,1365,1975
1975-063.jpg,1975.063,2048,1365,1975
1975-063_300px.jpg,1975.063,2048,1365,1975
1975-064.jpg,1975.064,2048,1365,1975
