qid,label_en,description_en,image_uuid,image,image_ref1_hash,image_ref1_statedIn,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,country_uuid,country,country_ref1_hash,country_ref1_statedIn,country_ref1_referenceUrl,country_ref1_retrieved_nodeId,country_ref1_retrieved_val,country_ref1_retrieved_prec,creator_uuid,creator,creator_ref1_hash,creator_ref1_statedIn,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_statedIn,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,title_subtitle,owned_by_uuid,owned_by,owned_by_ref1_hash,owned_by_ref1_statedIn,owned_by_ref1_referenceUrl,owned_by_ref1_retrieved_nodeId,owned_by_ref1_retrieved_val,owned_by_ref1_retrieved_prec,owned_by_start_time_nodeId,owned_by_start_time_val,owned_by_start_time_prec,owned_by_end_time_nodeId,owned_by_end_time_val,owned_by_end_time_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_ref1_hash,inception_ref1_statedIn,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_sourcing_circumstances,height_uuid,height_nodeId,height_val,height_unit,height_ref1_hash,height_ref1_statedIn,height_ref1_referenceUrl,height_ref1_retrieved_nodeId,height_ref1_retrieved_val,height_ref1_retrieved_prec,width_uuid,width_nodeId,width_val,width_unit,width_ref1_hash,width_ref1_statedIn,width_ref1_referenceUrl,width_ref1_retrieved_nodeId,width_ref1_retrieved_val,width_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_statedIn,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_ref1_hash,copyright_status_ref1_statedIn,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,thickness_uuid,thickness_nodeId,thickness_val,thickness_unit,thickness_ref1_hash,thickness_ref1_statedIn,thickness_ref1_referenceUrl,thickness_ref1_retrieved_nodeId,thickness_ref1_retrieved_val,thickness_ref1_retrieved_prec,culture_uuid,culture,culture_ref1_hash,culture_ref1_statedIn,culture_ref1_referenceUrl,culture_ref1_retrieved_nodeId,culture_ref1_retrieved_val,culture_ref1_retrieved_prec
Q94830050,Running Bear Effigy,Sculpture by Anonymous,,,,,,,,,ebfdbb1d-446f-24f7-6aee-f82ca68545a1,Q333661,,,,,,,c37bf469-48bc-7c4d-665b-d3447ad10dae,Q4233718,,,,,,,04a600d8-49ca-dbf7-1c9a-dd3ab5a50bf0,Running Bear Effigy,,,,,,,,,,,,,,,,,,,,,,b502559b-4a3a-5128-156b-32d2916afa92,acffad5ffa07b4bad56e4abf8238e440,0900-01-01T00:00:00Z,8,,,,,,,5d985820b54bd879f063440ff194142c,1700-01-01T00:00:00Z,7,9d8b091039fb521964f834366ef3413f,0900-01-01T00:00:00Z,7,Q5727902,fed6a91f-4489-a0fe-a20c-4c73bc1593de,05b0a2368ce2f5047017ee9b6c430fd1,3,Q218593,,,,,,,bd13644d-4c28-500b-db04-013dfe6a10e2,b0560135602e0eba3baaec7b0fdb1e04,5.5,Q218593,,,,,,,,,,,,,,,76a8d641-4e42-4c6f-7317-d90f415b4aa2,Q19652,,,,,,,,,,,,,,,,,,,c12fa3d4-43ed-4bc7-d780-c71ccaf6df14,Q1052095,,,,,,
Q94832545,Still-life with Poppies,Painting by Jan van Huysum,,,,,,,,,6090b7d5-4e89-ab6e-e09e-0c8c5f1f698d,Q55,,,,,,,6aab2a82-4273-59d0-266e-0a51b0653e7d,Q527869,,,,,,,ffc7c8d8-4968-d2a1-6d44-edb0bd8a7243,Still life with Poppies,,,,,,,,,,,,,,,,,,,,,,dd968405-4e68-e875-67ad-45a692f1a8fa,5d985820b54bd879f063440ff194142c,1700-01-01T00:00:00Z,7,,,,,,,,,,,,,,60bbb155-4e36-b23f-b15e-f24da5aaf480,96c43c1f28d8e391b4288042b29079f3,29.5,Q218593,,,,,,,fbc7579d-43ed-164b-f512-21164dd78b8f,cb2effbddd736605c398fb8e42957b9b,23.5,Q218593,,,,,,,,,,,,,,,f0d3fa05-4059-7a94-271a-b508821ce60e,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94835121,Reclining Nude,Painting by Léonard Tsuguharu Foujita,,,,,,,,,7c0f6323-450f-3ee6-0336-1ab99d358926,Q142,,,,,,,fc3f7943-4a26-fa53-1264-400b3a4b4536,Q261846,,,,,,,a920a365-4e01-88fe-4ba6-7e1c6a60008e,Reclining Nude,,,,,,,,,,,,,,,,,,,,,,9fa95c17-4d01-a26d-9867-539426eb058e,1f60dbf5b0beacf2064b14fa4183d8ec,1937-01-01T00:00:00Z,9,,,,,,,,,,,,,,8507496e-436a-f5b8-3042-62ff3a12c7ac,568f7ca6b782f19792f3d1db147ffb82,18,Q218593,,,,,,,a0c95e13-45ae-3367-35ce-c5faed346a60,1e72f23f0ba2916f8822b9488f38f544,21,Q218593,,,,,,,,,,,,,,,15d85a5d-43e0-d320-62fa-7e432a237b7a,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94837681,Angry Cat,Painting by Léonard Tsuguharu Foujita,,,,,,,,,4b1f7615-4893-2e37-d277-fa8ffb849e5f,Q142,,,,,,,e4e076e3-4611-fe99-1fc6-8526c96449ea,Q261846,,,,,,,bedf2ef6-4e07-1419-a722-40a8c2e0db47,Angry Cat,,,,,,,,,,,,,,,,,,,,,,bda694f9-41e5-4b34-85e7-c35a49463dd5,31019057564434cce8fbfed1654ce3ca,1941-01-01T00:00:00Z,9,,,,,,,,,,,,,,3087c778-4844-92c4-1cfa-d8fcfc0c8414,1c4890e64480a1b1597e5bec849d2621,12.75,Q218593,,,,,,,5dffc1a1-4bb9-03f8-3e5d-d6410ec98f9a,48eed94220a359cab4cc89177d32893a,16.25,Q218593,,,,,,,,,,,,,,,1700373f-4d20-6c62-62c2-e8cc4f203c33,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94970906,Ball player in warrior bird costume,sculpture by Anonymous,,,,,,,,,43b59a70-4e5c-2efb-02dc-f0fddeb261dd,Q96,,,,,,,7372079e-4467-b814-be9d-e4bdfac22516,Q4233718,,,,,,,06d17f2a-4539-93fd-73b9-8b839c392e35,Ball player in warrior bird costume,,,,,,,,,,,,,,,,,,,,,,fc088876-407d-a167-8683-a013f72b6e11,91473c51aa32eb81210c9e58921eca2d,0700-01-01T00:00:00Z,7,,,,,,,3a867f2d64290f44999f3f112fe7e616,0800-01-01T00:00:00Z,9,bf8b28be97b5eb068945e5e5cb23d9f3,0600-01-01T00:00:00Z,9,,0b369704-4973-8f87-17b5-6fde68c6f6a2,9f3723fc9ba8f3208de6cf808845a843,8.25,Q218593,,,,,,,0a921ea1-4791-1d03-7b2f-6cb14b026cf7,e900c0d618f021db54891a9b4c6f0011,4,Q218593,,,,,,,,,,,,,,,0aca2bf2-4590-2b9c-045f-e4ed4a4a5bd6,Q19652,,,,,,,,,fceec2f4-4489-8ce0-78c6-73e5c7e07003,ce1775f729ad5396e02721bb7c1f40aa,5,Q218593,,,,,,,,,,,,,,
Q94971052,Quilt with blue & red star pattern,quilt by Anonymous,,,,,,,,,,,,,,,,,b1c053f2-4a79-9567-715e-f8cd9921e54a,Q4233718,,,,,,,c0ad54d0-4f22-5c2d-42b9-1daded01ff24,Quilt with blue & red star pattern,,,,,,,,,,,,,,,,,,,,,,5c5caa60-4b33-6a11-33f9-cf294092bf42,81a3e72fc2456b38491077cdeef9ff11,1900-01-01T00:00:00Z,7,,,,,,,,,,,,,,1394049a-4b77-a12d-9acb-a592ce4fa2a4,46338640664e39a159d24c1d6cb3ce04,88,Q218593,,,,,,,1b8dc1a9-4d7a-8f4e-8194-93cfed7f3295,35eceae141df74b095826651755cd988,90,Q218593,,,,,,,,,,,,,,,b7a67ee3-48b6-a7e0-4630-ddd9dec46fa5,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94971493,Red-figure kylix,Kylix by the Aberdeen Painter,,,,,,,,,c1c25f78-4252-792e-d89e-8e5ef5306ee6,Q11772,,,,,,,423497a2-4935-39cf-df8d-e746d19586de,Q18670007,,,,,,,217bad68-4cd5-2077-8a52-53594338b3e0,Red-figure kylix,,,,,,,,,,,,,,,,,,,,,,8914aac3-426a-4ecd-6554-d54a6ceb7a35,ae88ca0c847befa7802c902f376a2328,-0500-01-01T00:00:00Z,7,,,,,,,,,,,,,,2b4fed05-4ad9-ae00-7e58-aaa40c6987b3,bdb52323366fc5c2e8004e59fd6a42f4,3.25,Q218593,,,,,,,1c95de97-4c1f-147e-c5d0-6d15df1f2700,f0f8b47cf0c7c2c0f2eaaaf66099f7a5,11.25,Q218593,,,,,,,,,,,,,,,f41a0a44-4ede-dcba-e16e-856d0263547c,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94971573,The Infant Shakespeare Attended by Nature and the Passions,Painting by George Romney,,,,,,,,,01365a48-4a56-315c-af9b-a7a55241f1e5,Q145,,,,,,,1b5bf89c-4bc7-aeae-2af9-7d7b38900f0f,Q371280,,,,,,,d51ea0f3-4922-340f-0a9d-833d8644d838,The Infant Shakespeare Attended by Nature and the Passions,,,,,,,,,,,,,,,,,,,,,,4de1c88b-4c36-dee4-745f-e3f64760236c,1b3a8485c28100b9e75963b896da90d5,1786-01-01T00:00:00Z,9,,,,,,,cd16c18e6de044fde276a27c9c1c05e3,1791-01-01T00:00:00Z,9,,,,,59dd6f1c-4f5c-7eaf-354b-c076c9e9f013,f4c90b412e9519c1083dba87d1ffeddf,17.5,Q218593,,,,,,,a3694f6c-4196-47d8-7ccf-2ddffa67b069,cb2effbddd736605c398fb8e42957b9b,23.5,Q218593,,,,,,,,,,,,,,,91b98e64-4a72-9f85-12d3-3d0ae03c980d,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q95743293,Portrait of Dolly Parton,Photograph by Andy Warhol,,,,,,,,,,,,,,,,,39952004-4ae2-1825-12d1-17c27185412a,Q5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q95743325,Polaroid of Dolly Parton,Photograph by Andy Warhol,,,,,,,,,,,,,,,,,d9ee48f4-4c13-5369-543a-045f7ee4a579,Q5603,,,,,,,bdcd4099-4e23-662b-400f-ece93b3c7517,Dolly Parton,,,,,,,,,,,,,,,,,,,,,,582c9f6b-4f24-a87c-21e2-cb9c28156ad4,e8f77db64726e19e2d0716c59ff3f15b,1985-01-01T00:00:00Z,9,,,,,,,,,,,,,,ed133726-4660-a27e-79de-f67d430a6ab5,b4c28bd1b27c5cadcc6866ce59da8aea,4.25,Q218593,,,,,,,f0333ee5-41d4-47f7-4785-70dec2391878,7365f835af37f6eb39de65a2f8a052c3,3.5,Q218593,,,,,,,,,,,,,,,82d189aa-4c25-3bde-6cb2-72c803e27c0e,Q50423863,,,,,,,,,,,,,,,,,,,,,,,,,,
Q95743495,Supper at Emmaus,Leather relief by Anonymous,,,,,,,,,7314a7f6-41e6-b6a4-9164-d7539b00461c,Q4948,,,,,,,b4e40b71-434c-836a-7d28-70873d6c4097,Q4233718,,,,,,,a50db659-4444-b743-0522-c9aa0a13a1f6,Supper at Emmaus,,,,,,,,,,,,,,,,,,,,,,e3a73462-4b54-3868-d791-dd194e57915b,59844fe2fce06440b07fb61e6f75527f,1600-01-01T00:00:00Z,7,,,,,,,e1ac8f781b5bcb24f893df59e8b07a9f,1600-01-01T00:00:00Z,9,0198f11bea469320c4607eb1f2aac38d,1550-01-01T00:00:00Z,9,,e0dae8ef-4d6e-6ca8-c25c-a4953bbc3e8e,6743da8303484978378f755a1b08bfdd,20.5,Q218593,,,,,,,774dfcfa-44dc-b1ff-52eb-f4f868bbf03a,eca06655a5bccedfac18cc430c50a4d7,14.5,Q218593,,,,,,,,,,,,,,,b3bfc5c0-4c4f-36da-a2ee-728e34d23062,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96063416,West African Doll,Doll by anonymous,,,,,,,,,036dc5ba-4b18-1199-d0e8-abe5cbdc32b6,Q916,,,,,,,8cb932d9-46e7-d0fe-e1af-bd53a5163314,Q4233718,,,,,,,1e9f16ae-4d34-29f2-d57a-e249ccd8b3ab,Doll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737c6e77-4061-9def-d41c-befd2d235335,13f1e29478dfffdffd311548eadea5b9,28.5,Q218593,,,,,,,de4cde1d-4d76-6e1f-3864-af8dcd983d55,e46c02fb15d17ac4f0daa8b151a9ec5a,9.25,Q218593,,,,,,,,,,,,,,,aeb8e75f-4cee-4c64-beec-1052c1aefdb9,Q19652,,,,,,,,,ed996569-4e06-0004-f2e1-7896004e7f1e,f4e338ef7b1941d0c1afab5ec300aa53,8,Q218593,,,,,,,,,,,,,,
