qid,label_en,description_en,image_uuid,image,image_ref1_hash,image_ref1_statedIn,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,country_uuid,country,country_ref1_hash,country_ref1_statedIn,country_ref1_referenceUrl,country_ref1_retrieved_nodeId,country_ref1_retrieved_val,country_ref1_retrieved_prec,creator_uuid,creator,creator_ref1_hash,creator_ref1_statedIn,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_statedIn,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,title_subtitle,owned_by_uuid,owned_by,owned_by_ref1_hash,owned_by_ref1_statedIn,owned_by_ref1_referenceUrl,owned_by_ref1_retrieved_nodeId,owned_by_ref1_retrieved_val,owned_by_ref1_retrieved_prec,owned_by_start_time_nodeId,owned_by_start_time_val,owned_by_start_time_prec,owned_by_end_time_nodeId,owned_by_end_time_val,owned_by_end_time_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_ref1_hash,inception_ref1_statedIn,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_sourcing_circumstances,height_uuid,height_nodeId,height_val,height_unit,height_ref1_hash,height_ref1_statedIn,height_ref1_referenceUrl,height_ref1_retrieved_nodeId,height_ref1_retrieved_val,height_ref1_retrieved_prec,width_uuid,width_nodeId,width_val,width_unit,width_ref1_hash,width_ref1_statedIn,width_ref1_referenceUrl,width_ref1_retrieved_nodeId,width_ref1_retrieved_val,width_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_statedIn,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_ref1_hash,copyright_status_ref1_statedIn,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,thickness_uuid,thickness_nodeId,thickness_val,thickness_unit,thickness_ref1_hash,thickness_ref1_statedIn,thickness_ref1_referenceUrl,thickness_ref1_retrieved_nodeId,thickness_ref1_retrieved_val,thickness_ref1_retrieved_prec,culture_uuid,culture,culture_ref1_hash,culture_ref1_statedIn,culture_ref1_referenceUrl,culture_ref1_retrieved_nodeId,culture_ref1_retrieved_val,culture_ref1_retrieved_prec
Q94696638,St. Sebastian,Painting by Liberale da Verona,,,,,,,,,,,,,,,,,0327517e-4ec2-41b7-ea4f-48c6c237845b,Q1374872,,,,,,,7be555ea-47e8-c36a-a0ff-b6d9ef45dde7,St. Sebastian,,,,,,,,,,,,,,,,,,,,,,7450ffc0-4640-9c67-48c4-ef1f49e33773,0122a4ae93b63aa7f2b4a4b6ad6644e1,1525-01-01T00:00:00Z,9,,,,,,,,,,,,,,88edf17e-4176-8c53-74d1-4d92f0a3ea09,c88bab80e307f00ac31274dc46825127,26.5,Q218593,,,,,,,f5255c48-41dc-5e0d-d320-d6a145bda28f,b3d0c2c11bd23ffebd4d2b8b9577da5e,19.5,Q218593,,,,,,,,,,,,,,,f2427993-475e-6a99-8fd4-c4aa961b5557,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94696965,Madonna and Child,Painting by Giovanni Agostino da Lodi,,,,,,,,,db54df65-406a-127f-2b2d-173cf7cfe5c4,Q153529,,,,,,,7bb0e735-41c8-6383-7b44-a46887fb7ccc,Q1452239,,,,,,,b9007a2f-4018-82b9-1533-5d99eda361b3,Madonna and Child,,,,,,,,,,,,,,,,,,,,,,2975e360-4af0-599b-e9ad-cb0f9e58e5f0,d6f74d6ff6f996c18de644f34e2970a5,1520-01-01T00:00:00Z,9,,,,,,,,,,,,,,6f167e46-4f8a-9ae7-3606-cc1438ff8e6b,6743da8303484978378f755a1b08bfdd,20.5,Q218593,,,,,,,4c7a01e8-49b7-4de2-49aa-b26162f73696,c7a91140ce0f53e7040ad28cc4eb2154,15.25,Q218593,,,,,,,,,,,,,,,8eb8bf2d-40ca-40e5-1483-cc2de3abffb6,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94701366,Seated Warrior,Anonymous painted clay sculpture,,,,,,,,,,,,,,,,,d4060129-46aa-d091-4861-c98ba8a7c63b,Q4233718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401bbf1b-4a57-0a3d-b05e-2d40d355757e,8c31344eacb0d5e2573f1a2e1c18d642,0200-01-01T00:00:00Z,9,,,,,,,,,,,,,,f5ed8131-4278-76be-d8a6-bb2ec2d9be98,2a11d2e2f5b8bfacc704fee37fed6ad9,14.375,Q218593,,,,,,,a3d6c4fe-4b42-2426-c5e1-3030809ba5b6,a81a0d0df44bd20752b69d67d2ad15e7,9.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94702218,"Madonna and Child with the Holy Trinity and the Annunciation; Anonymous Martyr Saint; Resurrection; ""Noli me tangere""",Painting by Lorenzo di Bicci,,,,,,,,,,,,,,,,,5bc0458c-4d4e-323e-4e61-a1bb167206de,Q2254738,,,,,,,acb5b939-417b-0a4d-6bae-ce6c5833cf2a,"Madonna and Child with the Holy Trinity and the Annunciation; Anonymous Martyr Saint; Resurrection; ""Noli me tangere""",,,,,,,,,,,,,,,,,,,,,,15ff9796-472d-1646-d318-eaced7ebe53e,c586778917718b23aa6c4c78def116f4,1400-01-01T00:00:00Z,9,,,,,,,,,,,,,,a17e6fdd-4765-03f0-c135-0206f06a2bb6,13f1e29478dfffdffd311548eadea5b9,28.5,Q218593,,,,,,,90616535-4efc-cd55-5cd2-8f9bd5ba03f1,b3d0c2c11bd23ffebd4d2b8b9577da5e,19.5,Q218593,,,,,,,,,,,,,,,4b35b46e-4216-fd74-5b20-608605a6ad31,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94702395,St. Louis of Toulouse,Painting by Vittore Crivelli,,,,,,,,,48484dd5-4cdd-c345-9cab-18ec3c6dea6d,Q4948,,,,,,,985cdb66-4343-5019-fce7-0eaca5dee20d,Q1349738,,,,,,,5dc7cf82-4d29-e07f-10d5-592951da7e18,St. Louis of Toulouse,,,,,,,,,,,,,,,,,,,,,,7b81421f-4e5e-7f41-57b8-9c8e5755259a,a572a256401fc1e2a1771fb43f75f67a,1497-01-01T00:00:00Z,9,,,,,,,,,,,,,,9be24e34-4a18-3500-a62d-ecdbe8d17827,d9d1ec6d2d87807633b7562fd4a694f6,46.25,Q218593,,,,,,,5ef5b54b-4d0b-2481-1bc5-0702c4a16762,48eed94220a359cab4cc89177d32893a,16.25,Q218593,,,,,,,,,,,,,,,cf3b3dde-465c-5e83-e6ae-975ec5818343,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94702413,Madonna and Child,Painting by Pietro di Francesco degli Orioli,,,,,,,,,45ecaf3d-4102-300c-db0d-b2a2055bcff8,Q736727,,,,,,,3aa211d9-4320-7487-d3f5-478bc34402e5,Q544839,,,,,,,be6aa3ec-4ed3-306a-41a7-f6b01374c234,Madonna and Child,,,,,,,,,,,,,,,,,,,,,,e25065ea-4f5b-a380-16fd-bf8cf5b65e8b,759017485cd190e7d88754a219613547,1500-01-01T00:00:00Z,7,,,,,,,,,,,,,,f733e86e-4044-486c-c22f-f6358c5a9d6c,7caf3ad4774874afbbbc4cfd7bb1415f,15,Q218593,,,,,,,6bca5a8a-4b4b-5e8d-430d-0bb39629cf8b,8c6b995e83ce6c36f213313d2c4bd928,11.5,Q218593,,,,,,,,,,,,,,,d4fff7ee-4282-c5d1-668f-e1b09e6adff7,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94702420,"The Crucifixion with the Virgin, Mary Magdalene and St. John the Evangelist",Painting by Andrea di Bartolo,,,,,,,,,,,,,,,,,5dc8171d-41d4-45db-06b2-f5fac04b85d9,Q390098,,,,,,,7158aef7-4cf6-55a8-c96c-396351dd8254,"The Crucifixion with the Virgin, Mary Magdalene and St. John the Evangelist",,,,,,,,,,,,,,,,,,,,,,eadea778-4771-3fa3-e1b6-4bd3833524f2,c586778917718b23aa6c4c78def116f4,1400-01-01T00:00:00Z,9,,,,,,,,,,,,,,7dd10970-4c12-8bf9-69ab-b5dadc2e4085,06b7f66a6bde55fe5a00a5c0c3bcee22,17.25,Q218593,,,,,,,b3013820-46c9-927c-7d7d-27e6403877c4,d9125151b48c802f74f8fbf0b4250770,16,Q218593,,,,,,,4276a7ca-4d22-f7bc-5e26-dc2709bb9ecf,Q736727,,,,,,,7539484b-4c77-bcd6-3357-9a1129bc974f,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94702774,A Baptismal Ceremony,Painting by Amico Aspertini,,,,,,,,,c3adf6ba-4970-4894-e6f5-379f130b272f,Q12548,,,,,,,dbc9ea7a-494d-15d3-1372-21cd3e4c80b7,Q470846,,,,,,,371ea671-412e-0259-336b-a77259d2cc4c,A Baptismal Ceremony,,,,,,,,,,,,,,,,,,,,,,ff1c659a-4b86-1842-50fb-46b19cfc58f1,59844fe2fce06440b07fb61e6f75527f,1600-01-01T00:00:00Z,7,,,,,,,0198f11bea469320c4607eb1f2aac38d,1550-01-01T00:00:00Z,9,7339bad773afdb83fb9023d276846b08,1500-01-01T00:00:00Z,9,,a3e28db1-47b5-f438-5797-b27b082108a8,44d67e7e32f138d062bf93cf17e4299d,24.5,Q218593,,,,,,,35f9c645-4fac-9bdc-dcbb-0a0f5ec4ee64,96c43c1f28d8e391b4288042b29079f3,29.5,Q218593,,,,,,,,,,,,,,,3bcb87e6-4c7c-20ee-5bfc-d84eecdb8632,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94702974,St. Sebastian,Painting by Pseudo Granacci,,,,,,,,,aac7b40d-4a98-b834-3f96-b8579273411a,Q148540,,,,,,,e8c979c6-44b5-c060-c352-d32f5153dfe9,Q30581143,,,,,,,e31f28dc-4280-4145-75b4-60e510301f3a,St. Sebastian,,,,,,,,,,,,,,,,,,,,,,12e2d68c-4b54-bb9d-93e9-4c71bc22e0d3,4a1e06ecb82882f53054540bf579886a,1510-01-01T00:00:00Z,9,,,,,,,,,,,,,,fbeb088f-4de8-d5b0-65b6-6c9e308df582,b3d0c2c11bd23ffebd4d2b8b9577da5e,19.5,Q218593,,,,,,,bbcdc440-4150-e914-b753-793e87c44192,48eed94220a359cab4cc89177d32893a,16.25,Q218593,,,,,,,,,,,,,,,10e25f29-4db1-8383-99f0-cc81b48c63ce,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
Q94824558,Cat,Sculpture by Anonymous,,,,,,,,,a6becf39-456b-130b-1d84-0bfb112e622f,Q11768,,,,,,,5af2a8a3-48d1-be3f-4342-f615523f7333,Q4233718,,,,,,,5bb784a9-47d6-0467-b38b-6d6f116a07d3,Cat,,,,,,,,,,,,,,,,,,,,,,438f8673-43d6-57e6-2e6e-7fa5a0145ea9,7f3587c6d8d0af7245ad42cf260aa3ff,-0700-01-01T00:00:00Z,7,,,,,,,b5fb79558ac1e7159e4a1d2dd1aec9db,-0524-01-01T00:00:00Z,9,219f365abd93eed5b8e910431a0f044f,-0664-01-01T00:00:00Z,9,,6ef907d1-4954-8241-aa02-c563074a1751,f36f0963c82c968734ec9b56d8927520,3.75,Q218593,,,,,,,cb309e3b-42e0-285a-8252-8199854e5c05,40f8301eebefe82fef69dc34881db56d,1.5,Q218593,,,,,,,,,,,,,,,b921286c-416e-5dc8-b749-31a17ee14a5f,Q19652,,,,,,,,,b7e52475-477d-f9b3-2911-ed8334e212c7,043cc29d7b6ce46d33a55eb5b5b5c391,2,Q218593,,,,,,,,,,,,,,
Q94826345,Ding ware vessel with incised designs of lilies,Vase by Anonymous,,,,,,,,,70a05126-42e3-e02c-d91d-e76f2402e503,Q319460,,,,,,,c5403af3-46a2-7518-51d6-8a684e602f5d,Q4233718,,,,,,,077c7960-4d74-1dbd-699c-0c534f286ade,Ding ware vessel with incised designs of lilies,,,,,,,,,,,,,,,,,,,,,,9438b38e-4273-649b-fffa-d6e4f3971505,93d64374927a7152c80c662286fba92b,1100-01-01T00:00:00Z,7,,,,,,,132342af09d4149f640f2e564d5cefb4,1025-01-01T00:00:00Z,9,51f057d63a391e950b79087ab841c2e6,1000-01-01T00:00:00Z,9,,50813a91-4679-080d-d297-eb7984566702,e46c02fb15d17ac4f0daa8b151a9ec5a,9.25,Q218593,,,,,,,47ba7ae5-4000-b6f6-0dda-3b815d5287ec,fa40064e5e2812f8bec8be18cf9ff784,4.5,Q218593,,,,,,,,,,,,,,,23ed7f1d-4f98-9d43-6316-b4a81c2ff9b2,Q19652,,,,,,,,,9679eb37-4a8b-7857-7fa0-cac37ef312a6,fa40064e5e2812f8bec8be18cf9ff784,4.5,Q218593,,,,,,,,,,,,,,
Q94827808,Byzantine coin,Coin by Anonymous,,,,,,,,,4e269c84-400a-6596-03f9-7ef4f346edc9,Q12544,,,,,,,1f6d782e-4e2e-7eda-7ec0-6dc03694f6ee,Q4233718,,,,,,,b66f3eb9-49e7-066b-ce31-2302d7cc25c5,Byzantine coin,,,,,,,,,,,,,,,,,,,,,,7a20c542-4c01-7d15-ca82-bc8586b4aa84,06b7a516a055a85c6c7bf6ac6e5b9e0d,0600-01-01T00:00:00Z,7,,,,,,,cacc3fea007ad6e15f58b492308df2c5,0565-01-01T00:00:00Z,9,f37e3d1943d5ff74a53b4fcd533983b4,0527-01-01T00:00:00Z,9,,ce8a59bd-40dc-5b90-dfa0-5918dc575e49,46ad26346fe55215dff282c8ba5e5ba4,1.25,Q218593,,,,,,,9d0df160-44d4-cba7-3866-29153576f7ba,46ad26346fe55215dff282c8ba5e5ba4,1.25,Q218593,,,,,,,,,,,,,,,79d87071-41bd-13ad-540b-0c5d5796b47c,Q19652,,,,,,,,,,,,,,,,,,,,,,,,,,
