accession_number,mid,description,score,topicality
1984.028,/m/0csby,Cloud,0.9712596,0.9712596
1984.028,/m/01ctsf,Atmosphere,0.9481808,0.9481808
1984.028,/m/01bqvp,Sky,0.94028056,0.94028056
1984.028,/m/0cblv,Ecoregion,0.92548543,0.92548543
1984.028,/m/05h0n,Nature,0.89916044,0.89916044
1984.028,/m/02py09,Natural environment,0.8906881,0.8906881
1984.028,/m/05y4t,Paint,0.8463204,0.8463204
1984.028,/m/05qdh,Painting,0.84501266,0.84501266
1984.028,/m/0jjw,Art,0.8385003,0.8385003
1984.028,/m/03ktm1,Body of water,0.8327381,0.8327381
1984.029,/m/0838f,Water,0.9584736,0.9584736
1984.029,/m/01bqvp,Sky,0.93295985,0.93295985
1984.029,/m/05s2s,Plant,0.88443196,0.88443196
1984.029,/m/07j7r,Tree,0.8697648,0.8697648
1984.029,/m/03d28y3,Natural landscape,0.8641962,0.8641962
1984.029,/m/0jjw,Art,0.8441528,0.8441528
1984.029,/m/0csby,Cloud,0.8351755,0.8351755
1984.029,/m/07pw27b,Atmospheric phenomenon,0.8205037,0.8205037
1984.029,/m/05qdh,Painting,0.81704384,0.81704384
1984.029,/m/05t0z3q,Bank,0.81590897,0.81590897
1984.030,/m/0csby,Cloud,0.9705887,0.9705887
1984.030,/m/05s2s,Plant,0.95944136,0.95944136
1984.030,/m/01bqvp,Sky,0.95713997,0.95713997
1984.030,/m/07j7r,Tree,0.8845885,0.8845885
1984.030,/m/03d28y3,Natural landscape,0.87423015,0.87423015
1984.030,/m/083vt,Wood,0.80948347,0.80948347
1984.030,/m/01c7cq,Grassland,0.7953709,0.7953709
1984.030,/m/08t9c_,Grass,0.79429907,0.79429907
1984.030,/m/0jjw,Art,0.786902,0.786902
1984.030,/m/05sm1,Plain,0.78260154,0.78260154
1984.031,/m/0838f,Water,0.92334026,0.92334026
1984.031,/m/05s2s,Plant,0.9154102,0.9154102
1984.031,/m/03d28y3,Natural landscape,0.89503413,0.89503413
1984.031,/m/01bqvp,Sky,0.8932532,0.8932532
1984.031,/m/05y4t,Paint,0.8853682,0.8853682
1984.031,/m/07j7r,Tree,0.8677418,0.8677418
1984.031,/m/0h90w5d,Art paint,0.8613698,0.8613698
1984.031,/m/083vt,Wood,0.85094595,0.85094595
1984.031,/m/0jjw,Art,0.82818335,0.82818335
1984.031,/m/05qdh,Painting,0.810688,0.810688
1984.032,/m/0jjw,Art,0.84871346,0.84871346
1984.032,/m/06z37_,Picture frame,0.81912297,0.81912297
1984.032,/m/05qdh,Painting,0.7912167,0.7912167
1984.032,/m/0n1h,Artist,0.7629639,0.7629639
1984.032,/m/02w3_2,Formal wear,0.7227298,0.7227298
1984.032,/m/01jn5,Barrister,0.71591955,0.71591955
1984.032,/m/01rkbr,Tie,0.6892737,0.6892737
1984.032,/m/0266180,Self-portrait,0.67716295,0.67716295
1984.032,/m/0h90w5d,Art paint,0.671561,0.671561
1984.032,/m/0p9xx,Visual arts,0.6567103,0.6567103
1984.040,/m/0cgh4,Building,0.85437256,0.85437256
1984.040,/m/0jjw,Art,0.7925077,0.7925077
1984.040,/m/05qdh,Painting,0.7799226,0.7799226
1984.040,/m/01x314,Facade,0.7501815,0.7501815
1984.040,/m/02csf,Drawing,0.71098965,0.71098965
1984.040,/m/01kr8f,Illustration,0.6955682,0.6955682
1984.040,/m/0641k,Paper,0.69548917,0.69548917
1984.040,/m/065zs54,Holy places,0.68651736,0.68651736
1984.040,/m/0j62f,Rectangle,0.68602526,0.68602526
1984.040,/m/03g3w,History,0.67831653,0.67831653
1985.004,/m/09q2t,Brown,0.98046786,0.98046786
1985.004,/m/0j62f,Rectangle,0.872675,0.872675
1985.004,/m/02q_bfg,Tints and shades,0.77164584,0.77164584
1985.004,/m/08t9c_,Grass,0.7602364,0.7602364
1985.004,/m/083vt,Wood,0.75664496,0.75664496
1985.004,/m/025s3q0,Landscape,0.67349195,0.67349195
1985.004,/m/0h8p59j,Paper product,0.66465473,0.66465473
1985.004,/m/0p9xx,Visual arts,0.6523932,0.6523932
1985.004,/m/0641k,Paper,0.64818615,0.64818615
1985.004,/m/07j7r,Tree,0.61475486,0.61475486
1985.012,/m/0h8p5l_,Religious item,0.84292734,0.84292734
1985.012,/m/06z37_,Picture frame,0.83347213,0.83347213
1985.012,/m/06msq,Sculpture,0.81106883,0.81106883
1985.012,/m/05qdh,Painting,0.8013802,0.8013802
1985.012,/m/0jjw,Art,0.80083287,0.80083287
1985.012,/m/02skpt,Artifact,0.70108217,0.70108217
1985.012,/m/0j62f,Rectangle,0.6883064,0.6883064
1985.012,/m/09ddf,Symbol,0.682534,0.682534
1985.012,/g/1196b301f,Supernatural creature,0.67848676,0.67848676
1985.012,/m/03g3w,History,0.6760786,0.6760786
1985.017,/m/037p5b,Cheek,0.97865236,0.97865236
1985.017,/m/013y0j,Organ,0.90225077,0.90225077
1985.017,/m/0jjw,Art,0.8004676,0.8004676
1985.017,/m/01vkl,Circle,0.72226954,0.72226954
1985.017,/m/08v4gh,Vintage clothing,0.68956536,0.68956536
1985.017,/m/01kr8f,Illustration,0.6888741,0.6888741
1985.017,/m/0p9xx,Visual arts,0.6868992,0.6868992
1985.017,/m/03g3w,History,0.68473154,0.68473154
1985.017,/m/0hwky,Pattern,0.66193104,0.66193104
1985.017,/m/01mwkf,Monochrome,0.6481487,0.6481487
1985.018,/m/025kyy,Forehead,0.9846564,0.9846564
1985.018,/m/0f9swq,Chin,0.9657636,0.9657636
1985.018,/m/027n3_,Eyebrow,0.94566303,0.94566303
1985.018,/m/06z37_,Picture frame,0.86063296,0.86063296
1985.018,/m/0jjw,Art,0.8001634,0.8001634
1985.018,/m/06g58b,Oval,0.77701956,0.77701956
1985.018,/m/091410,Collar,0.7634792,0.7634792
1985.018,/m/08v4gh,Vintage clothing,0.75695187,0.75695187
1985.018,/m/062581,Sleeve,0.72937673,0.72937673
1985.018,/m/02q_bfg,Tints and shades,0.7149845,0.7149845
1985.022,/m/05nnm,Organism,0.8551984,0.8551984
1985.022,/m/0hwky,Pattern,0.7662663,0.7662663
1985.022,/m/0jjw,Art,0.76359564,0.76359564
1985.022,/m/03gq5hm,Font,0.73833275,0.73833275
1985.022,/m/03g3w,History,0.67034894,0.67034894
1985.022,/m/0p9xx,Visual arts,0.64069206,0.64069206
1985.022,/m/04t7l,Metal,0.6088651,0.6088651
1985.022,/m/0bp7w,Printmaking,0.57118905,0.57118905
1985.022,/m/01kr8f,Illustration,0.56343645,0.56343645
1985.022,/m/02skpt,Artifact,0.5100216,0.5100216
1985.024,/m/01k9lj,Jaw,0.8789493,0.8789493
1985.024,/m/06msq,Sculpture,0.8760478,0.8760478
1985.024,/m/013_1c,Statue,0.8656878,0.8656878
1985.024,/m/02skpt,Artifact,0.8457326,0.8457326
1985.024,/m/083vt,Wood,0.83248425,0.83248425
1985.024,/m/0jjw,Art,0.8306098,0.8306098
1985.024,/m/01x5q,Ceramic,0.7013004,0.7013004
1985.024,/m/095yjj,Classical sculpture,0.69232583,0.69232583
1985.024,/m/04t7l,Metal,0.69137,0.69137
1985.024,/m/0djmp,Ancient history,0.6719068,0.6719068
1985.025,/m/01k9lj,Jaw,0.8780566,0.8780566
1985.025,/m/07sx2n,Natural material,0.85514385,0.85514385
1985.025,/m/02skpt,Artifact,0.8291264,0.8291264
1985.025,/m/0dw9f6,Creative arts,0.816545,0.816545
1985.025,/m/0jjw,Art,0.78566766,0.78566766
1985.025,/m/064rk,Pottery,0.71027344,0.71027344
1985.025,/m/01x5q,Ceramic,0.66570914,0.66570914
1985.025,/m/03q7p08,earthenware,0.63800186,0.63800186
1985.025,/m/0fbf1m,Terrestrial animal,0.6093492,0.6093492
1985.025,/m/05t_yt,Carmine,0.57812124,0.57812124
1985.026,/m/04brg2,Tableware,0.9668994,0.9668994
1985.026,/m/0h8nvk9,Dishware,0.9336107,0.9336107
1985.026,/m/050h26,Drinkware,0.87354916,0.87354916
1985.026,/m/0h8n22v,Serveware,0.8601723,0.8601723
1985.026,/m/0fm3zh,Flowerpot,0.83672243,0.83672243
1985.026,/m/064rk,Pottery,0.8250305,0.8250305
1985.026,/m/0jjw,Art,0.78666246,0.78666246
1985.026,/m/03q7p08,earthenware,0.78468984,0.78468984
1985.026,/m/02skpt,Artifact,0.78088945,0.78088945
1985.026,/m/016f4d,Porcelain,0.7612936,0.7612936
1985.028,/m/09q2t,Brown,0.98046786,0.98046786
1985.028,/m/04brg2,Tableware,0.9047011,0.9047011
1985.028,/m/0h8n22v,Serveware,0.84564054,0.84564054
1985.028,/m/0jjw,Art,0.8164601,0.8164601
1985.028,/m/064rk,Pottery,0.807988,0.807988
