accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1984.028,Animal,0.5872112,0.30502492,0.44004217,0.8401444,0.93501204,473,683,840,935
1984.031,Pillow,0.681648,0.0109057585,0.98169845,0.004143149,0.9973958,20,1805,4,997
1984.032,Person,0.82708836,0.042579103,0.9646372,0.16939516,0.9887375,43,965,199,1160
1984.032,Tie,0.55035543,0.51303357,0.7049074,0.53766346,0.91778284,513,705,631,1077
1984.032,Outerwear,0.536123,0.10644033,0.8898962,0.43591318,0.99313116,106,890,511,1165
1984.040,Building,0.7435405,0.6208764,0.9173928,0.53448635,0.7783768,898,1327,534,778
1984.040,Building,0.71135896,0.07846123,0.36915222,0.5451835,0.7932921,114,534,545,793
1984.040,Building,0.6083623,0.76308614,0.96782225,0.3748277,0.48415717,1104,1400,375,484
1984.040,Building,0.5870484,0.90505725,0.97336024,0.6080138,0.8394018,1310,1408,608,839
1984.040,Building,0.5600927,0.014485461,0.24594879,0.39555338,0.7600608,21,356,396,760
1985.004,Pillow,0.60470414,0.004651531,0.99503595,0.002567799,0.9919062,5,995,3,1301
1985.012,Person,0.63387275,0.29761922,0.6091084,0.16358678,0.86703616,131,267,71,374
1985.012,Picture frame,0.62827915,0.032788288,0.9600673,0.0315738,0.9654236,14,421,14,416
1985.017,Picture frame,0.7381351,0.0629232,0.94534963,0.050402474,0.86558574,63,944,68,1165
1985.017,Clothing,0.71300805,0.19989787,0.7952404,0.31866398,0.72579235,200,794,429,977
1985.017,Person,0.5101055,0.21261746,0.7887354,0.14583488,0.7404783,212,788,196,997
1985.018,Outerwear,0.85450643,0.182849,0.8734693,0.41204008,0.92931783,183,873,490,1105
1985.018,Picture frame,0.54707277,0.08343046,0.9227063,0.08519766,0.9552965,83,923,101,1136
1985.022,Animal,0.74343646,0.009829933,0.21520625,0.39143574,0.6506878,15,322,391,651
1985.022,Animal,0.729083,0.18047436,0.39617053,0.0905614,0.35272837,270,592,91,353
1985.022,Animal,0.724674,0.01213411,0.20602852,0.7312548,0.9847552,18,308,731,985
1985.022,Animal,0.72424835,0.5852929,0.85670257,0.3896382,0.66531503,874,1280,390,665
1985.022,Animal,0.71602637,0.0041854847,0.2016962,0.1843457,0.37262532,6,301,184,373
1985.022,Animal,0.701522,0.20888408,0.38411626,0.39906955,0.69312507,312,574,399,693
1985.022,Animal,0.6990236,0.6221619,0.8277745,0.08034102,0.3737323,930,1237,80,374
1985.022,Animal,0.6849737,0.42044201,0.65441376,0.8205227,0.9933996,628,978,821,993
1985.022,Animal,0.6741019,0.37383744,0.58109397,0.40743342,0.68996805,559,868,407,690
1985.022,Animal,0.6377572,0.0,0.16237773,0.07436509,0.22609156,0,243,74,226
1985.025,Mirror,0.7218009,0.14616643,0.8627072,0.110245205,0.93029743,220,1298,110,930
1985.026,Tableware,0.6551306,0.20660192,0.79671127,0.19845717,0.8656667,285,1098,198,866
1985.028,Bowl,0.7563535,0.08788114,0.9243841,0.12174365,0.9121897,132,1390,122,912
1985.028,Tableware,0.54144406,0.100114256,0.9424157,0.13201116,0.9167614,151,1417,132,917
1985.029,Bowl,0.69642967,0.08825333,0.9032965,0.01841238,0.95035744,100,1025,18,950
1985.032,Lighting,0.5114965,0.10750658,0.89221716,0.044995904,0.94169235,108,892,56,1172
1985.036,Bowl,0.8512015,0.12062597,0.87155956,0.2329718,0.79396963,237,1713,233,793
1985.037,Vase,0.9313575,0.16391556,0.8375823,0.06666459,0.9973958,53,271,29,432
1985.040,Sculpture,0.7180546,0.040510144,0.97335553,0.3046702,0.79601055,19,467,195,509
1985.040,Waste container,0.5633378,0.0014220154,0.2723849,0.0019417669,0.30031136,1,131,1,192
1985.041,Figurine,0.8671112,0.042372134,0.94744843,0.00039013685,0.9743571,15,341,0,699
1985.044,Sculpture,0.81409687,0.83585805,0.9742561,0.0673644,0.5084049,2153,2510,62,470
