RecordNumber,CopyrightStatement,filename,iri
54596,http://commons.wikimedia.org/wiki/File:St_Theodor_&_George_Sinai_9-10th_century.jpg,St_Theodor_&_George_Sinai_9-10th_century.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/St_Theodor_&_George_Sinai_9-10th_century.jpg
55163,"http://commons.wikimedia.org/wiki/File:St._Nicholas%27_Church,_Deptford_Green,_SE8_-_carved_panel_representing_Ezekiel_in_the_Valley_of_the_Dry_Bones_-_geograph.org.uk_-_1501992.jpg","St._Nicholas%27_Church,_Deptford_Green,_SE8_-_carved_panel_representing_Ezekiel_in_the_Valley_of_the_Dry_Bones_-_geograph.org.uk_-_1501992.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/St._Nicholas%27_Church,_Deptford_Green,_SE8_-_carved_panel_representing_Ezekiel_in_the_Valley_of_the_Dry_Bones_-_geograph.org.uk_-_1501992.jpg"
55159,http://commons.wikimedia.org/wiki/File:St._Peter_Preaching_at_Pentecost.jpg,St._Peter_Preaching_at_Pentecost.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/St._Peter_Preaching_at_Pentecost.jpg
55518,http://commons.wikimedia.org/wiki/File:Statue_of_Europe-(Unity-in-Peace).jpg,Statue_of_Europe-(Unity-in-Peace).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Statue_of_Europe-(Unity-in-Peace).jpg
55534,http://commons.wikimedia.org/wiki/File:Ste_Chapelle_Basse_s.jpg,Ste_Chapelle_Basse_s.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ste_Chapelle_Basse_s.jpg
54941,"http://commons.wikimedia.org/wiki/File:Steen,_Jan_Havickszoon_-_The_Marriage_of_Tobias_and_Sarah_-_c._1673.jpg","Steen,_Jan_Havickszoon_-_The_Marriage_of_Tobias_and_Sarah_-_c._1673.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/Steen,_Jan_Havickszoon_-_The_Marriage_of_Tobias_and_Sarah_-_c._1673.jpg"
55858,http://commons.wikimedia.org/wiki/File:Stoning_of_Saint_Stephen_from_Sant_Joan_de_Bo%C3%AD_-_Google_Art_Project.jpg,Stoning_of_Saint_Stephen_from_Sant_Joan_de_Bo%C3%AD_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Stoning_of_Saint_Stephen_from_Sant_Joan_de_Bo%C3%AD_-_Google_Art_Project.jpg
55750,http://commons.wikimedia.org/wiki/File:Study-for-Mural_Douglas.jpg,Study-for-Mural_Douglas.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Study-for-Mural_Douglas.jpg
54180,http://commons.wikimedia.org/wiki/File:SyriacBibleParisFolio46rJob.jpg,SyriacBibleParisFolio46rJob.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SyriacBibleParisFolio46rJob.jpg
55987,"http://commons.wikimedia.org/wiki/File:Tanz_ums_goldene_Kalb,_Margret_Hofheinz-D%C3%B6ring,_%C3%96l,_1962_(WV-Nr.2756).JPG","Tanz_ums_goldene_Kalb,_Margret_Hofheinz-D%C3%B6ring,_%C3%96l,_1962_(WV-Nr.2756).JPG","http://commons.wikimedia.org/wiki/Special:FilePath/Tanz_ums_goldene_Kalb,_Margret_Hofheinz-D%C3%B6ring,_%C3%96l,_1962_(WV-Nr.2756).JPG"
55712,http://commons.wikimedia.org/wiki/File:TaullLlatzer.jpg,TaullLlatzer.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/TaullLlatzer.jpg
54730,http://commons.wikimedia.org/wiki/File:Teller_Barmherziger_Samariter_nach_Aldegrever_KGM_32-46.jpg,Teller_Barmherziger_Samariter_nach_Aldegrever_KGM_32-46.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Teller_Barmherziger_Samariter_nach_Aldegrever_KGM_32-46.jpg
55125,http://commons.wikimedia.org/wiki/File:Ten_Commandments_by_A.Losenko_(%3F).jpg,Ten_Commandments_by_A.Losenko_(%3F).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ten_Commandments_by_A.Losenko_(%3F).jpg
54633,http://commons.wikimedia.org/wiki/File:Tesoro_de_Guarrazar_(M.A.N._Madrid)_01b.jpg,Tesoro_de_Guarrazar_(M.A.N._Madrid)_01b.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tesoro_de_Guarrazar_(M.A.N._Madrid)_01b.jpg
54600,http://commons.wikimedia.org/wiki/File:Tetraevangelia_of_Tsar_Ivan_Alexander.jpg,Tetraevangelia_of_Tsar_Ivan_Alexander.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tetraevangelia_of_Tsar_Ivan_Alexander.jpg
55620,http://commons.wikimedia.org/wiki/File:Th%C3%A9odule-Augustin_Ribot_-_The_Good_Samaritan_-_WGA19393.jpg,Th%C3%A9odule-Augustin_Ribot_-_The_Good_Samaritan_-_WGA19393.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9odule-Augustin_Ribot_-_The_Good_Samaritan_-_WGA19393.jpg
55739,http://commons.wikimedia.org/wiki/File:Thanksgiving_1861_croped.jpg,Thanksgiving_1861_croped.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Thanksgiving_1861_croped.jpg
55633,http://commons.wikimedia.org/wiki/File:The_1st_Commandment_of_God._I_am_the_Lord_thy_God._You_shall_have_no_other_gods_before_Me..jpg,The_1st_Commandment_of_God._I_am_the_Lord_thy_God._You_shall_have_no_other_gods_before_Me..jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_1st_Commandment_of_God._I_am_the_Lord_thy_God._You_shall_have_no_other_gods_before_Me..jpg
55959,http://commons.wikimedia.org/wiki/File:The_Burning_Bush_(1959)_by_Ithak_Danziger.jpg,The_Burning_Bush_(1959)_by_Ithak_Danziger.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Burning_Bush_(1959)_by_Ithak_Danziger.jpg
54938,http://commons.wikimedia.org/wiki/File:The_Contrast_1792-Which_Is_Best.jpg,The_Contrast_1792-Which_Is_Best.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Contrast_1792-Which_Is_Best.jpg
55495,http://commons.wikimedia.org/wiki/File:The_Cr%C3%A8che.jpg,The_Cr%C3%A8che.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Cr%C3%A8che.jpg
55410,http://commons.wikimedia.org/wiki/File:The_dancing_lesson_thomas_eakins.jpeg,The_dancing_lesson_thomas_eakins.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/The_dancing_lesson_thomas_eakins.jpeg
55433,http://commons.wikimedia.org/wiki/File:The_Entry_into_Jerusalem_-_Google_Art_Project_(6834070).jpg,The_Entry_into_Jerusalem_-_Google_Art_Project_(6834070).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Entry_into_Jerusalem_-_Google_Art_Project_(6834070).jpg
55431,http://commons.wikimedia.org/wiki/File:The_Entry_into_Jerusalem_-_Google_Art_Project.jpg,The_Entry_into_Jerusalem_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Entry_into_Jerusalem_-_Google_Art_Project.jpg
54712,http://commons.wikimedia.org/wiki/File:The_Good_Samaritan_-_geograph.org.uk_-_714046.jpg,The_Good_Samaritan_-_geograph.org.uk_-_714046.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Good_Samaritan_-_geograph.org.uk_-_714046.jpg
55387,http://commons.wikimedia.org/wiki/File:The_Hunger_March_in_Copenhagen_(dk).JPG,The_Hunger_March_in_Copenhagen_(dk).JPG,http://commons.wikimedia.org/wiki/Special:FilePath/The_Hunger_March_in_Copenhagen_(dk).JPG
54170,http://commons.wikimedia.org/wiki/File:The_Incredulity_of_Saint_Thomas_by_Caravaggio.jpg,The_Incredulity_of_Saint_Thomas_by_Caravaggio.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Incredulity_of_Saint_Thomas_by_Caravaggio.jpg
54999,"http://commons.wikimedia.org/wiki/File:The_Leighton_Fresco,_St_Michael_and_All_Angels_church,_Lyndhurst_-_geograph.org.uk_-_343747.jpg","The_Leighton_Fresco,_St_Michael_and_All_Angels_church,_Lyndhurst_-_geograph.org.uk_-_343747.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/The_Leighton_Fresco,_St_Michael_and_All_Angels_church,_Lyndhurst_-_geograph.org.uk_-_343747.jpg"
55481,http://commons.wikimedia.org/wiki/File:The_Master_of_the_Furies_-_Tormented_Figure_-_Walters_71435.jpg,The_Master_of_the_Furies_-_Tormented_Figure_-_Walters_71435.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Master_of_the_Furies_-_Tormented_Figure_-_Walters_71435.jpg
55216,"http://commons.wikimedia.org/wiki/File:The_Millennium_Chapel_of_Peace_and_Forgiveness,_at_the_National_Memorial_Arboretum,_Alrewas,_Staffordshire._-_geograph.org.uk_-_814782.jpg","The_Millennium_Chapel_of_Peace_and_Forgiveness,_at_the_National_Memorial_Arboretum,_Alrewas,_Staffordshire._-_geograph.org.uk_-_814782.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/The_Millennium_Chapel_of_Peace_and_Forgiveness,_at_the_National_Memorial_Arboretum,_Alrewas,_Staffordshire._-_geograph.org.uk_-_814782.jpg"
55965,"http://commons.wikimedia.org/wiki/File:The_narrow_way_and_the_broad_ways,_showing_the_steps_in_evil_from_God_and_return_to_Him_free_of_evil_(HS85-10-9089).jpg","The_narrow_way_and_the_broad_ways,_showing_the_steps_in_evil_from_God_and_return_to_Him_free_of_evil_(HS85-10-9089).jpg","http://commons.wikimedia.org/wiki/Special:FilePath/The_narrow_way_and_the_broad_ways,_showing_the_steps_in_evil_from_God_and_return_to_Him_free_of_evil_(HS85-10-9089).jpg"
55737,"http://commons.wikimedia.org/wiki/File:The_Rainbow_in_the_Berkshire_Hills_by_George_Inness,_1869.jpg","The_Rainbow_in_the_Berkshire_Hills_by_George_Inness,_1869.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/The_Rainbow_in_the_Berkshire_Hills_by_George_Inness,_1869.jpg"
54807,http://commons.wikimedia.org/wiki/File:The_Sacrifice_of_Isaac_-_Alessandro_Allori.jpg,The_Sacrifice_of_Isaac_-_Alessandro_Allori.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Sacrifice_of_Isaac_-_Alessandro_Allori.jpg
55346,"http://commons.wikimedia.org/wiki/File:The_Sermon_on_the_Mount_by_Jan_Brueghel_the_Elder,_Getty_Center.jpg","The_Sermon_on_the_Mount_by_Jan_Brueghel_the_Elder,_Getty_Center.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/The_Sermon_on_the_Mount_by_Jan_Brueghel_the_Elder,_Getty_Center.jpg"
56296,http://commons.wikimedia.org/wiki/File:The_Sermon_on_the_Mount_K%C3%A1roly_Ferenczy.jpg,The_Sermon_on_the_Mount_K%C3%A1roly_Ferenczy.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Sermon_on_the_Mount_K%C3%A1roly_Ferenczy.jpg
55252,http://commons.wikimedia.org/wiki/File:The_Ten_Commandments_(Bible_Card).jpg,The_Ten_Commandments_(Bible_Card).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The_Ten_Commandments_(Bible_Card).jpg
56024,http://commons.wikimedia.org/wiki/File:The_Triumphant_Christ.jpg and Web Gallery of Art,The_Triumphant_Christ.jpg and Web Gallery of Art,http://commons.wikimedia.org/wiki/Special:FilePath/The_Triumphant_Christ.jpg and Web Gallery of Art
55991,"http://commons.wikimedia.org/wiki/File:The_War_Refugees%27_Camp,_Earl%27s_Court_1918_Art.IWMART2449.jpg","The_War_Refugees%27_Camp,_Earl%27s_Court_1918_Art.IWMART2449.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/The_War_Refugees%27_Camp,_Earl%27s_Court_1918_Art.IWMART2449.jpg"
54254,http://commons.wikimedia.org/wiki/File:The-Maesta-Altarpiece-The-Incredulity-of-Saint-Thomas-1461_Duccio.jpg,The-Maesta-Altarpiece-The-Incredulity-of-Saint-Thomas-1461_Duccio.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The-Maesta-Altarpiece-The-Incredulity-of-Saint-Thomas-1461_Duccio.jpg
54940,http://commons.wikimedia.org/wiki/File:Third_Class_Carriage_(1856-1858)_by_Honore_Daumier.jpg,Third_Class_Carriage_(1856-1858)_by_Honore_Daumier.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Third_Class_Carriage_(1856-1858)_by_Honore_Daumier.jpg
55508,http://commons.wikimedia.org/wiki/File:Thomas_Waterman_Wood_-_Sunday_Morning_-_Google_Art_Project.jpg,Thomas_Waterman_Wood_-_Sunday_Morning_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Waterman_Wood_-_Sunday_Morning_-_Google_Art_Project.jpg
55670,http://commons.wikimedia.org/wiki/File:Thomas_Webster_-_A_Village_Choir.jpg,Thomas_Webster_-_A_Village_Choir.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Webster_-_A_Village_Choir.jpg
55545,http://commons.wikimedia.org/wiki/File:Thorma_Alms.jpg,Thorma_Alms.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Thorma_Alms.jpg
55614,http://commons.wikimedia.org/wiki/File:Tiffany_Education_(center).JPG,Tiffany_Education_(center).JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Tiffany_Education_(center).JPG
55594,http://commons.wikimedia.org/wiki/File:Tihanyi_Gipsy_Woman_with_Child.jpg,Tihanyi_Gipsy_Woman_with_Child.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tihanyi_Gipsy_Woman_with_Child.jpg
55655,http://commons.wikimedia.org/wiki/File:Tijuana-san_diego_border_deaths.jpg,Tijuana-san_diego_border_deaths.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tijuana-san_diego_border_deaths.jpg
55998,http://commons.wikimedia.org/wiki/File:Tissot_Deborah_Beneath_the_Palm_Tree.jpg,Tissot_Deborah_Beneath_the_Palm_Tree.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tissot_Deborah_Beneath_the_Palm_Tree.jpg
55535,http://commons.wikimedia.org/wiki/File:Tissot_God%27s_Promises_to_Abram.jpg,Tissot_God%27s_Promises_to_Abram.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tissot_God%27s_Promises_to_Abram.jpg
55444,http://commons.wikimedia.org/wiki/File:Tissot_The_Signs_on_the_Door.jpg,Tissot_The_Signs_on_the_Door.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tissot_The_Signs_on_the_Door.jpg
55175,http://commons.wikimedia.org/wiki/File:Tithe_Barn_Pilton.jpg,Tithe_Barn_Pilton.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tithe_Barn_Pilton.jpg
55453,http://commons.wikimedia.org/wiki/File:Titian_-_Christ_Carrying_the_Cross_-_WGA22830.jpg,Titian_-_Christ_Carrying_the_Cross_-_WGA22830.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Titian_-_Christ_Carrying_the_Cross_-_WGA22830.jpg
55459,http://commons.wikimedia.org/wiki/File:Titian_-_Christ_Carrying_the_Cross_-_WGA22841.jpg,Titian_-_Christ_Carrying_the_Cross_-_WGA22841.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Titian_-_Christ_Carrying_the_Cross_-_WGA22841.jpg
55221,http://commons.wikimedia.org/wiki/File:To_annihilate_the_Self-hood_of_Deceit_and_Fals_Forgiveness_1804.jpg,To_annihilate_the_Self-hood_of_Deceit_and_Fals_Forgiveness_1804.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/To_annihilate_the_Self-hood_of_Deceit_and_Fals_Forgiveness_1804.jpg
55469,http://commons.wikimedia.org/wiki/File:Tobarra-monumento-al-tambor-2.jpg,Tobarra-monumento-al-tambor-2.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tobarra-monumento-al-tambor-2.jpg
55719,http://commons.wikimedia.org/wiki/File:Tom_Paine%27s_nightly_pest.jpg,Tom_Paine%27s_nightly_pest.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tom_Paine%27s_nightly_pest.jpg
55993,http://commons.wikimedia.org/wiki/File:Tom_Thomson_-_Autumn_Foliage_-_Google_Art_Project.jpg,Tom_Thomson_-_Autumn_Foliage_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tom_Thomson_-_Autumn_Foliage_-_Google_Art_Project.jpg
55789,http://commons.wikimedia.org/wiki/File:Traitdunion_03-2003_Paz_CAH.JPG,Traitdunion_03-2003_Paz_CAH.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Traitdunion_03-2003_Paz_CAH.JPG
55377,http://commons.wikimedia.org/wiki/File:Transfiguracion_del_Divino_Salvador_del_Mundo.jpg,Transfiguracion_del_Divino_Salvador_del_Mundo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Transfiguracion_del_Divino_Salvador_del_Mundo.jpg
55378,http://commons.wikimedia.org/wiki/File:Transfiguracion_salvador_del_mundo4_2011.JPG,Transfiguracion_salvador_del_mundo4_2011.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Transfiguracion_salvador_del_mundo4_2011.JPG
55374,http://commons.wikimedia.org/wiki/File:Transfiguration_Christ_Louvre_ML145.jpg,Transfiguration_Christ_Louvre_ML145.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Transfiguration_Christ_Louvre_ML145.jpg
55745,"http://commons.wikimedia.org/wiki/File:Traumgesicht,_Albrecht_D%C3%BCrer_dokumentiert_einen_seiner_Albtr%C3%A4ume_(1525).jpg","Traumgesicht,_Albrecht_D%C3%BCrer_dokumentiert_einen_seiner_Albtr%C3%A4ume_(1525).jpg","http://commons.wikimedia.org/wiki/Special:FilePath/Traumgesicht,_Albrecht_D%C3%BCrer_dokumentiert_einen_seiner_Albtr%C3%A4ume_(1525).jpg"
55399,"http://commons.wikimedia.org/wiki/File:Tree_of_Life_memorial,_Birmingham.JPG","Tree_of_Life_memorial,_Birmingham.JPG","http://commons.wikimedia.org/wiki/Special:FilePath/Tree_of_Life_memorial,_Birmingham.JPG"
54750,http://commons.wikimedia.org/wiki/File:Two_Evangelists_healing_of_the_paralytic_and_Christ_with_the_Samaritan-MBA_Lyon_L477-IMG_0647.jpg,Two_Evangelists_healing_of_the_paralytic_and_Christ_with_the_Samaritan-MBA_Lyon_L477-IMG_0647.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Two_Evangelists_healing_of_the_paralytic_and_Christ_with_the_Samaritan-MBA_Lyon_L477-IMG_0647.jpg
55692,http://commons.wikimedia.org/wiki/File:Udine_Palazzo_Patriarcale_-_Laban_2.jpg,Udine_Palazzo_Patriarcale_-_Laban_2.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Udine_Palazzo_Patriarcale_-_Laban_2.jpg
55426,http://commons.wikimedia.org/wiki/File:Umberto_Boccioni_-_Laughter.jpg,Umberto_Boccioni_-_Laughter.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Umberto_Boccioni_-_Laughter.jpg
55585,http://commons.wikimedia.org/wiki/File:Un_incendio_(Goya).jpg,Un_incendio_(Goya).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Un_incendio_(Goya).jpg
55482,http://commons.wikimedia.org/wiki/File:Uncle_Alfred_from_The_Hermitage.jpg,Uncle_Alfred_from_The_Hermitage.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Uncle_Alfred_from_The_Hermitage.jpg
55659,http://commons.wikimedia.org/wiki/File:Unfinished_Apartment_Tower_Block_closeup_Sandyford_Dublin_Ireland_Oct2012.JPG,Unfinished_Apartment_Tower_Block_closeup_Sandyford_Dublin_Ireland_Oct2012.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Unfinished_Apartment_Tower_Block_closeup_Sandyford_Dublin_Ireland_Oct2012.JPG
55027,http://commons.wikimedia.org/wiki/File:Unknown_artist_-_Christ_Washing_the_Feet_of_His_Disciples_-_WGA16276.jpg,Unknown_artist_-_Christ_Washing_the_Feet_of_His_Disciples_-_WGA16276.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Unknown_artist_-_Christ_Washing_the_Feet_of_His_Disciples_-_WGA16276.jpg
55506,http://commons.wikimedia.org/wiki/File:US_Navy_100203-N-6214F-049_A_Hatian_boy_takes_his_first_steps_on_his_crutches_with_the_support_of_a_nurse_after_having_a_leg_amputated_at_the_Milot_Hospital.jpg,US_Navy_100203-N-6214F-049_A_Hatian_boy_takes_his_first_steps_on_his_crutches_with_the_support_of_a_nurse_after_having_a_leg_amputated_at_the_Milot_Hospital.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/US_Navy_100203-N-6214F-049_A_Hatian_boy_takes_his_first_steps_on_his_crutches_with_the_support_of_a_nurse_after_having_a_leg_amputated_at_the_Milot_Hospital.jpg
55450,http://commons.wikimedia.org/wiki/File:USMC-12469.jpg,USMC-12469.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/USMC-12469.jpg
55340,"http://commons.wikimedia.org/wiki/File:V%26A_-_Raphael,_The_Miraculous_Draught_of_Fishes_(1515).jpg#","V%26A_-_Raphael,_The_Miraculous_Draught_of_Fishes_(1515).jpg#","http://commons.wikimedia.org/wiki/Special:FilePath/V%26A_-_Raphael,_The_Miraculous_Draught_of_Fishes_(1515).jpg#"
54177,http://commons.wikimedia.org/wiki/File:V%C3%A9zelay_Narthex_Chapiteau_220608_03.jpg,V%C3%A9zelay_Narthex_Chapiteau_220608_03.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A9zelay_Narthex_Chapiteau_220608_03.jpg
55017,http://commons.wikimedia.org/wiki/File:V%C3%A9zelay_Nef_Chapiteau_220608_O8.jpg,V%C3%A9zelay_Nef_Chapiteau_220608_O8.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A9zelay_Nef_Chapiteau_220608_O8.jpg
55016,http://commons.wikimedia.org/wiki/File:V%C3%A9zelay_Nef_Chapiteau_230608_05.jpg,V%C3%A9zelay_Nef_Chapiteau_230608_05.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A9zelay_Nef_Chapiteau_230608_05.jpg
55794,http://commons.wikimedia.org/wiki/File:Vallarpadam_Bascilica_lighted_up.jpg,Vallarpadam_Bascilica_lighted_up.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vallarpadam_Bascilica_lighted_up.jpg
55406,http://commons.wikimedia.org/wiki/File:Van_Gogh_-_In_the_Orchard_-_1883.jpg,Van_Gogh_-_In_the_Orchard_-_1883.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Van_Gogh_-_In_the_Orchard_-_1883.jpg
55396,http://commons.wikimedia.org/wiki/File:Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg
55859,"http://commons.wikimedia.org/wiki/File:Vasakyrkan,_close-up_external_art1.JPG","Vasakyrkan,_close-up_external_art1.JPG","http://commons.wikimedia.org/wiki/Special:FilePath/Vasakyrkan,_close-up_external_art1.JPG"
55612,http://commons.wikimedia.org/wiki/File:Vaszary_Rocky_Landscape_c._1920.jpg,Vaszary_Rocky_Landscape_c._1920.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vaszary_Rocky_Landscape_c._1920.jpg
55376,http://commons.wikimedia.org/wiki/File:Veil_by_Kasimir_Malevich.jpg,Veil_by_Kasimir_Malevich.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Veil_by_Kasimir_Malevich.jpg
55590,http://commons.wikimedia.org/wiki/File:Verg%C3%B3s_Group_-_Saint_Augustine_Disputing_with_the_Heretics_-_Google_Art_Project.jpg,Verg%C3%B3s_Group_-_Saint_Augustine_Disputing_with_the_Heretics_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Verg%C3%B3s_Group_-_Saint_Augustine_Disputing_with_the_Heretics_-_Google_Art_Project.jpg
54937,http://commons.wikimedia.org/wiki/File:Vermeer_The_Allegory_of_the_Faith.jpg,Vermeer_The_Allegory_of_the_Faith.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vermeer_The_Allegory_of_the_Faith.jpg
55882,http://commons.wikimedia.org/wiki/File:View_near_Oster_Riis%C3%B6er_(JW_Edy_plate_23).jpg,View_near_Oster_Riis%C3%B6er_(JW_Edy_plate_23).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/View_near_Oster_Riis%C3%B6er_(JW_Edy_plate_23).jpg
55313,http://commons.wikimedia.org/wiki/File:Villeneuve-sur-Lot_-_Chapelle_du_Bout-du-Pont_-090.jpg,Villeneuve-sur-Lot_-_Chapelle_du_Bout-du-Pont_-090.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Villeneuve-sur-Lot_-_Chapelle_du_Bout-du-Pont_-090.jpg
55682,http://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,Vincent_van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent_van_Gogh_-_Starry_Night_-_Google_Art_Project.jpg
55606,http://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_The_Road_Menders_-_Google_Art_Project.jpg,Vincent_van_Gogh_-_The_Road_Menders_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent_van_Gogh_-_The_Road_Menders_-_Google_Art_Project.jpg
55362,http://commons.wikimedia.org/wiki/File:Vincent_Willem_van_Gogh_037.jpg,Vincent_Willem_van_Gogh_037.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent_Willem_van_Gogh_037.jpg
55980,http://commons.wikimedia.org/wiki/File:Vineyards_with_a_View_of_Auvers_1890_Vincent_van_Gogh.jpg,Vineyards_with_a_View_of_Auvers_1890_Vincent_van_Gogh.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vineyards_with_a_View_of_Auvers_1890_Vincent_van_Gogh.jpg
55371,"http://commons.wikimedia.org/wiki/File:Visiting_the_poor,_illustration_from_%27Le_Magasin_Pittoresque%27,_Paris,_1844_by_Karl_Girardet.jpg","Visiting_the_poor,_illustration_from_%27Le_Magasin_Pittoresque%27,_Paris,_1844_by_Karl_Girardet.jpg","http://commons.wikimedia.org/wiki/Special:FilePath/Visiting_the_poor,_illustration_from_%27Le_Magasin_Pittoresque%27,_Paris,_1844_by_Karl_Girardet.jpg"
54829,http://commons.wikimedia.org/wiki/File:Vitrail_Chartres_210209_07.jpg,Vitrail_Chartres_210209_07.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vitrail_Chartres_210209_07.jpg
55497,http://commons.wikimedia.org/wiki/File:Vitrail_de_la_R%C3%A9demption_crucifixion_1155.jpg,Vitrail_de_la_R%C3%A9demption_crucifixion_1155.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vitrail_de_la_R%C3%A9demption_crucifixion_1155.jpg
56008,http://commons.wikimedia.org/wiki/File:Votive_offering_dedicated_to_the_Lord_of_Mercy_-_Google_Art_Project.jpg,Votive_offering_dedicated_to_the_Lord_of_Mercy_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Votive_offering_dedicated_to_the_Lord_of_Mercy_-_Google_Art_Project.jpg
55796,http://commons.wikimedia.org/wiki/File:Walk_in_the_lIght.JPG,Walk_in_the_lIght.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Walk_in_the_lIght.JPG
