RecordNumber,CopyrightStatement
50342,https://commons.wikimedia.org/wiki/File:Jean-Fran%C3%A7ois_Millet_-_In_the_Vineyard_-_17.1487_-_Museum_of_Fine_Arts.jpg
50343,https://commons.wikimedia.org/wiki/File:Edmund_C._Tarbell_-_Girl_Reading_-_09.209_-_Museum_of_Fine_Arts.jpg
50344,"https://commons.wikimedia.org/wiki/File:Unidentified_artist,_American,_early_19th_century_-_Christ_Rejected_-_11.8_-_Museum_of_Fine_Arts.jpg"
50345,https://commons.wikimedia.org/wiki/File:Master_of_Saint_Severin_-_The_Crucifixion_and_Scenes_from_the_Life_of_Saint_John_the_Baptist_-_12.169a-e_-_Museum_of_Fine_Arts.jpg
50346,https://commons.wikimedia.org/wiki/File:Joos_van_Cleve_-_The_Crucifixion_-_12.170_-_Museum_of_Fine_Arts.jpg
50347,https://commons.wikimedia.org/wiki/File:John_Appleton_Brown_-_Hillside_in_Summer_-_19.1323_-_Museum_of_Fine_Arts.jpg
50348,https://commons.wikimedia.org/wiki/File:Gherardo_di_Jacopo_Starnina_-_Saint_Stephen_-_20.1855b_-_Museum_of_Fine_Arts.jpg
50349,https://commons.wikimedia.org/wiki/File:Gherardo_di_Jacopo_Starnina_-_Isaiah_with_Two_Angels_-_20.1856_-_Museum_of_Fine_Arts.jpg
50351,https://commons.wikimedia.org/wiki/File:Gherardo_di_Jacopo_Starnina_-_Jeremiah_with_Two_Angels_-_20.1857_-_Museum_of_Fine_Arts.jpg
50352,https://commons.wikimedia.org/wiki/File:George_Inness_-_The_Church_Spire_-_20.1863_-_Museum_of_Fine_Arts.jpg
50495,"https://commons.wikimedia.org/wiki/File:Monet_-_Entrance_to_the_Village_of_V%C3%A9theuil_in_Winter,_1879.jpg"
50496,https://commons.wikimedia.org/wiki/File:Constant_Troyon_-_Fox_in_a_Trap_-_21.8_-_Museum_of_Fine_Arts.jpg
50498,https://commons.wikimedia.org/wiki/File:Washington_Allston_-_The_Angel_Releasing_St._Peter_from_Prison_-_21.1379_-_Museum_of_Fine_Arts.jpg
50499,https://commons.wikimedia.org/wiki/File:Moonlit_Landscape.jpg
50500,https://commons.wikimedia.org/wiki/File:Pieter_Neeffs_-_Interior_of_Antwerp_Cathedral_at_Night_-_21.1456_-_Museum_of_Fine_Arts.jpg
50502,https://commons.wikimedia.org/wiki/File:Bernardino_Luini_-_Salome_with_the_Head_of_St_John_the_Baptist_-_WGA13769.jpg
50503,https://commons.wikimedia.org/wiki/File:Andrea_vanni.St_Peter.Boston_MFA.jpg
50504,https://commons.wikimedia.org/wiki/File:Andrea_Vanni._St_Paul.Boston_MFA.jpg
50506,https://commons.wikimedia.org/wiki/File:John_Singer_Sargent_-_The_Master_and_His_Pupils_-_Google_Art_Project.jpg
50527,https://commons.wikimedia.org/wiki/File:Apollonio_di_Giovanni_di_Tomaso_-_Meeting_of_Solomon_and_the_Queen_of_Sheba_-_30.495_-_Museum_of_Fine_Arts.jpg
58473,https://commons.wikimedia.org/wiki/File:Bread_Plate_LACMA_M.2000.63.jpg
50530,https://commons.wikimedia.org/wiki/File:Niccol%C3%B2_di_Ser_Sozzo_-_Saint_John_the_Evangelist_and_a_Deacon_Saint_(right_panel)_-_83.175c_-_Museum_of_Fine_Arts.jpg
58475,https://commons.wikimedia.org/wiki/File:Triumph_orthodoxy.jpg
58476,https://commons.wikimedia.org/wiki/File:Nicolas_Poussin_-_L%27Adoration_du_Veau_d%27or.jpg
58477,https://commons.wikimedia.org/wiki/File:William_de_Brailes_-_The_Israelites_Worship_the_Golden_Calf_and_Moses_Breaks_the_Tablets_(Exodus_32_-1-19)_-_Walters_W10613R_-_Full_Page.jpg
58471,https://commons.wikimedia.org/wiki/File:Wilhelm_Hensel_(1794-1861)_-_Miriam%27s_Song_of_Praise_-_RCIN_408985_-_Royal_Collection.jpg
58478,https://commons.wikimedia.org/wiki/File:Twilight_in_the_Wilderness_by_Frederic_Edwin_Church_(3).jpg
58479,https://commons.wikimedia.org/wiki/File:Jacob_Symonsz_Pynas_Ruth_beschliesst_mit_Naomi_nach_Bethlehem_zu_ziehen.jpg
50625,https://commons.wikimedia.org/wiki/File:Ferdinand_Bol_-_Judah_and_Tamar_-_17.3268_-_Museum_of_Fine_Arts.jpg
50629,"https://commons.wikimedia.org/wiki/File:%27David_Playing_the_Harp_before_Saul%27_by_Lucas_van_Leyden,_Honolulu_Museum_of_Art.JPG"
50630,https://commons.wikimedia.org/wiki/File:Samuel_reproving_Saul.jpg
50636,"https://commons.wikimedia.org/wiki/File:Cormon,_Fernand_-_Cain_flying_before_Jehovah%27s_Curse.jpg"
58461,https://commons.wikimedia.org/wiki/File:Creation-IMG_4784.jpg
50926,https://commons.wikimedia.org/wiki/File:Guercino_-_Semiramis_Receiving_Word_of_the_Revolt_of_Babylon_-_WGA10962.jpg
50927,https://commons.wikimedia.org/wiki/File:George_Stubbs_-_Lion_and_Lioness_-_49.6_-_Museum_of_Fine_Arts.jpg
50928,"https://commons.wikimedia.org/wiki/File:Martin,_John_-_The_Seventh_Plague_-_1823.jpg"
50929,https://commons.wikimedia.org/wiki/File:Thomas_Charles_Farrer_-_A_Buckwheat_Field_on_Thomas_Cole%27s_Farm_-_62.265_-_Museum_of_Fine_Arts.jpg
50930,https://commons.wikimedia.org/wiki/File:Joseph_Goodhue_Chandler_-_Still_Life_with_Fruit_-_62.267_-_Museum_of_Fine_Arts.jpg
50932,"https://commons.wikimedia.org/wiki/File:Wedding_Night_of_Tobias_and_Sarah_-_MFA,_Boston_SC239460.jpg"
50933,https://commons.wikimedia.org/wiki/File:Asher_Brown_Durand_-_Landscape_with_Birches_-_63.268_-_Museum_of_Fine_Arts.jpg
50934,https://commons.wikimedia.org/wiki/File:Asher_Brown_Durand_-_Woodland_Interior_-_63.269_-_Museum_of_Fine_Arts.jpg
50937,https://commons.wikimedia.org/wiki/File:Martin_Johnson_Heade_-_Hummingbirds_with_Nest_-_64.429_-_Museum_of_Fine_Arts.jpg
50938,https://commons.wikimedia.org/wiki/File:Eastman_Johnson_-_Writing_to_Father.jpg
50941,"https://commons.wikimedia.org/wiki/File:Unidentified_artist,_Flemish,_17th_century_-_The_Taking_of_Christ_-_1979.154_-_Museum_of_Fine_Arts.jpg"
50942,https://commons.wikimedia.org/wiki/File:Gustave_Caillebotte_-_Fruit_Displayed_on_a_Stand_-_Google_Art_Project.jpg
50943,"https://commons.wikimedia.org/wiki/File:Fetti,_Domenico_-_Saint_Mary_Magdalene_Penitent_-1615.jpg"
51086,https://commons.wikimedia.org/wiki/File:John_Joseph_Enneking_-_Breaking_Up_of_Winter_-_1980.260_-_Museum_of_Fine_Arts.jpg
51087,"https://commons.wikimedia.org/wiki/File:Philips_Wouwerman_-_Knight_Vanquishing_Time,_Death,_and_Monstrous_Demons_-_1981.78_-_Museum_of_Fine_Arts.jpg"
51088,https://commons.wikimedia.org/wiki/File:Peter_Brandl_-_The_Return_of_the_Prodigal_Son_-_1973.89_-_Museum_of_Fine_Arts.jpg
51089,https://commons.wikimedia.org/wiki/File:Stephengamalielnicodemus.jpg
51090,https://commons.wikimedia.org/wiki/File:Mathieu_Le_Nain_-_The_Entombment_of_Christ_-_1978.225_-_Museum_of_Fine_Arts.jpg
51091,"https://commons.wikimedia.org/wiki/File:Unidentified_artist,_American,_mid-19th_century_-_Isaac_Blessing_Jacob_-_1977.774_-_Museum_of_Fine_Arts.jpg"
58472,https://commons.wikimedia.org/wiki/File:Dance_of_Marian._Full_F15_from_Golden_Haggadah.jpg
51094,https://commons.wikimedia.org/wiki/File:George_Cochran_Lambdin_-_Vase_of_Flowers_-_64.458_-_Museum_of_Fine_Arts.jpg
51096,https://commons.wikimedia.org/wiki/File:Master_of_the_Johnson_Nativity_-_Virgin_and_Child_-_64.2379_-_Museum_of_Fine_Arts.jpg
51097,https://commons.wikimedia.org/wiki/File:The_Drummer_Boy_William_Morris_Hunt.jpeg
56998,"https://commons.wikimedia.org/wiki/File:The_Thankful_Poor,_1894._Henry_Ossawa_Tanner.jpg"
51099,https://commons.wikimedia.org/wiki/File:S%C3%A9bastien_Bourdon_-_Christ_and_the_Samaritan_Woman_-_68.23_-_Museum_of_Fine_Arts.jpg
51100,https://commons.wikimedia.org/wiki/File:S%C3%A9bastien_Bourdon_-_Rebecca_and_Eleazar_-_68.24_-_Museum_of_Fine_Arts.jpg
51101,"https://commons.wikimedia.org/wiki/File:John_George_Brown,_1888_-_The_Shoeshine_Boy.jpg"
51102,https://commons.wikimedia.org/wiki/File:Cornelis-Norbertus-Gijsbrechts_001.jpg
51103,https://commons.wikimedia.org/wiki/File:Benjamin_West_-_St._Peter_Released_from_Prison_-_58.974_-_Museum_of_Fine_Arts.jpg
51104,https://commons.wikimedia.org/wiki/File:Hendrick_ter_Brugghen_-_Singing_Boy_-_WGA22184.jpg
51105,"https://commons.wikimedia.org/wiki/File:Mathieu_Le_Nain_-_The_Crucifixion_with_the_Virgin,_Saints_John,_and_Mary_Magdalen_-_58.1197_-_Museum_of_Fine_Arts.jpg"
51106,https://commons.wikimedia.org/wiki/File:Meister_des_Mausoleums_der_Galla_Placidia_in_Ravenna_002.jpg
51113,https://commons.wikimedia.org/wiki/File:Expulsion_from_Paradise.jpg
51115,https://commons.wikimedia.org/wiki/File:The_Rest_on_The_Flight_into_Egypt_-_Arent_de_Gelder_-_Q20536897.jpg
51118,https://commons.wikimedia.org/wiki/File:Rembrandt-Elison.png
51119,https://commons.wikimedia.org/wiki/File:Schmerzensmann.jpg
51120,https://commons.wikimedia.org/wiki/File:Workshop_of_J._Bosch_Pieter_van_Os_with_St_Peter.jpg
51122,https://commons.wikimedia.org/wiki/File:Simone_Martini_-_Saint_Andrew.jpg
51123,https://commons.wikimedia.org/wiki/File:Conrad_von_Soest_002.jpg
51124,https://commons.wikimedia.org/wiki/File:Gaspare_Traversi_-_Old_Man_and_a_Child_-_WGA23051.jpg
51125,https://commons.wikimedia.org/wiki/File:Ravine_-_Vincent_van_Gogh.jpg
51128,https://commons.wikimedia.org/wiki/File:Philip_Leslie_Hale_-_Girls_in_Sunlight_-_53.2209_-_Museum_of_Fine_Arts.jpg
51129,https://commons.wikimedia.org/wiki/File:Twelfth-Night_Feast_-_Jan_Steen_-_MFA.jpg
51130,https://commons.wikimedia.org/wiki/File:Bacchiacca_-_Moses_Striking_the_Rock.jpg
51132,https://commons.wikimedia.org/wiki/File:Gustave_Courbet_-_Stream_in_the_Forest_-_55.982_-_Museum_of_Fine_Arts.jpg
51133,"https://commons.wikimedia.org/wiki/File:Rimmer,_William_-_Flight_and_Pursuit_-_1872.jpg"
51134,https://commons.wikimedia.org/wiki/File:Workshop_of_J._Bosch_Predella.jpg
51136,"https://commons.wikimedia.org/wiki/File:Pieter_Claesz._-_Still_Life_with_Stoneware_Jug,_Wine_Glass,_Herring,_and_Bread_-_13.458_-_Museum_of_Fine_Arts.jpg"
51137,https://commons.wikimedia.org/wiki/File:Bartholome_Zeitblom_-_Adoration_of_the_Magi_-_50.2720_-_Museum_of_Fine_Arts.jpg
56607,"https://commons.wikimedia.org/wiki/File:Charity_bazar_(i.e.,_bazaar)_for_the_widows_and_orphans_of_German,_Austrian,_Hungarian_and_their_allied_soldiers_LCCN2002722436.tif"
51139,"https://commons.wikimedia.org/wiki/File:%27Shepherd_and_Sheep%27_by_Anton_Mauve,_Cincinnati_Art_Museum.JPG"
54233,https://commons.wikimedia.org/wiki/File:Hunt_Light_of_the_World.jpg
53076,https://commons.wikimedia.org/wiki/File:Charles_Hermans.jpg
53077,http://commons.wikimedia.org/wiki/Image:Coffeepalestine.jpg
53078,http://commons.wikimedia.org/wiki/Image:Madaba_Jerusalem_Mosaic.jpg
53079,https://commons.wikimedia.org/wiki/File:Thomas_Cole_-_A_View_of_the_Mountain_Pass_Called_the_Notch_of_the_White_Mountains.jpg
53085,http://commons.wikimedia.org/wiki/Image:Edward_Hicks_-_Peaceable_Kingdom.jpg
54125,https://commons.wikimedia.org/wiki/File:Rossetti_Annunciation.jpg
54231,http://commons.wikimedia.org/wiki/File:Folio_48r_-_The_Annunciation_to_the_Shepherds.jpg
54104,https://commons.wikimedia.org/wiki/File:Jephtha.jpg
57269,https://commons.wikimedia.org/wiki/File:Luca_Giordano_-_Dream_of_Solomon_-_WGA09004.jpg
55652,http://commons.wikimedia.org/wiki/File:Saint_John_of_Rila_(Ivan_Rilski).jpg
55653,http://commons.wikimedia.org/wiki/File:Moses_Viewing_the_Promised_Land_Frederic_Edwin_Church.jpg
54139,https://commons.wikimedia.org/wiki/File:The_Last_Supper_MET_sf32-100-143s1.jpg
54142,http://commons.wikimedia.org/wiki/File:Emelyn_Story_Tomba_(Cimitero_Acattolico_Roma).jpg
55655,http://commons.wikimedia.org/wiki/File:Tijuana-san_diego_border_deaths.jpg
55656,http://commons.wikimedia.org/wiki/File:Frederick_Douglass_listened_to_William_Lloyd_Garrison_denounce_slavery_-_NARA_-_559099.jpg
55657,http://commons.wikimedia.org/wiki/File:WLA_nyhistorical_Unidentified_Artist_Peter_Williams.jpg
54166,"https://commons.wikimedia.org/wiki/File:Good_Friday_church_service,_Market_Place,_Wetherby_(19th_April_2019).jpg"
54169,http://commons.wikimedia.org/wiki/File:IlGesu_Ceiling01.jpg
54170,http://commons.wikimedia.org/wiki/File:The_Incredulity_of_Saint_Thomas_by_Caravaggio.jpg
54171,http://commons.wikimedia.org/wiki/File:Jan_Brueghel_the_Younger_Paradise.jpg
54172,http://commons.wikimedia.org/wiki/File:Rembrandt_Harmensz._van_Rijn_031.jpg
54362,http://commons.wikimedia.org/wiki/File:Absalom-Jones_Peale.jpg
54175,http://commons.wikimedia.org/wiki/File:Roemische_Sandale_fcm.jpg
54214,https://commons.wikimedia.org/wiki/File:Pieter_de_Hooch_-_Mother_Nursing_Her_Child_-_89.39_-_Detroit_Institute_of_Arts.jpg
54177,http://commons.wikimedia.org/wiki/File:V%C3%A9zelay_Narthex_Chapiteau_220608_03.jpg
54178,http://commons.wikimedia.org/wiki/File:Wisdom-Reid-Highsmith.jpeg
54179,http://commons.wikimedia.org/wiki/File:Jan_Victors_-_Esther_en_Haman_voor_Ahasverus.jpg
54180,http://commons.wikimedia.org/wiki/File:SyriacBibleParisFolio46rJob.jpg
54182,http://commons.wikimedia.org/wiki/File:Nicolas_Poussin_043.jpg
54212,http://commons.wikimedia.org/wiki/File:Dieric_il_Vecchio_Bouts_Christ_in_the_House_of_Simon.jpg
58771,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_-_The_Meeting_of_Abraham_and_Melchizedek_-_WGA03010.jpg
54219,http://commons.wikimedia.org/wiki/File:Joseph_Mallord_William_Turner_012.jpg
54223,https://commons.wikimedia.org/wiki/File:Donatello%27s_Zuccone-Museo_dell%27Opera_del_Duomo_-Florence.jpg
54225,"http://commons.wikimedia.org/wiki/File:Michelangelo,_profeti,_Joel_01.jpg"
54227,http://commons.wikimedia.org/wiki/File:Niels_Larsen_Stevns-_Zak%C3%A6us.jpg
54361,http://commons.wikimedia.org/wiki/File:Alexandr_Ivanov_075.jpg
54247,http://commons.wikimedia.org/wiki/File:Wilhelm_Morgner_001.jpg
54254,http://commons.wikimedia.org/wiki/File:The-Maesta-Altarpiece-The-Incredulity-of-Saint-Thomas-1461_Duccio.jpg
54257,http://commons.wikimedia.org/wiki/File:Koelner_Dom_-_Bayernfenster_02.jpg
58420,https://commons.wikimedia.org/wiki/File:Saint_Bridget_of_Sweden_MET_sf16-32-197d2.jpg
54263,http://commons.wikimedia.org/wiki/File:Noahs_Ark.jpg
54267,http://commons.wikimedia.org/wiki/File:JvFuhrichJosephRachel.jpg
54270,http://commons.wikimedia.org/wiki/File:DuraSyn-I-O-Moses_burning_bush.jpg
54272,http://commons.wikimedia.org/wiki/File:AshburnPenatuchtFolio076rMosesReceivingLaw.jpg
54273,http://commons.wikimedia.org/wiki/File:Nuremberg_chronicles_-_Golden_calf.png
54277,"http://commons.wikimedia.org/wiki/File:Schadow,FW-Die_klugen_und_t%C3%B6richten_Jungfrauen-2.JPG"
54282,"http://commons.wikimedia.org/wiki/File:'Joseph's_Dream',_painting_by_Gaetano_Gandolfi,_c._1790.jpg"
54293,"http://commons.wikimedia.org/wiki/File:Sandro_Botticelli,_The_Temptation_of_Christ.jpg"
54294,"https://commons.wikimedia.org/wiki/File:Sandro_Botticelli,_The_Temptation_of_Christ_(detail_).jpg"
54295,"https://commons.wikimedia.org/wiki/File:Sandro_Botticelli,_The_Temptation_of_Christ_(detail_5).jpg"
54297,http://commons.wikimedia.org/wiki/File:Kramskoi_Christ_dans_le_d%C3%A9sert.jpg
54299,https://commons.wikimedia.org/wiki/File:John_St_John_Long_(1798-1834)_-_The_Temptation_in_the_Wilderness_-_T04169_-_Tate.jpg
54302,http://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Jesus_Carried_up_to_a_Pinnacle_of_the_Temple_(J%C3%A9sus_port%C3%A9_sur_le_pinacle_du_Temple)_-_James_Tissot_-_overall.jpg
54303,http://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Jesus_Transported_by_a_Spirit_onto_a_High_Mountain_(J%C3%A9sus_transport%C3%A9_par_l'esprit_sur_une_haute_montagne)_-_James_Tissot_-_overall.jpg
54304,http://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Jesus_Tempted_in_the_Wilderness_(J%C3%A9sus_tent%C3%A9_dans_le_d%C3%A9sert)_-_James_Tissot_-_overall.jpg
54305,http://commons.wikimedia.org/wiki/File:PortAuPrinceMural.jpg
54306,http://commons.wikimedia.org/wiki/File:Rembrandt-The_return_of_the_prodigal_son.jpg
54318,https://commons.wikimedia.org/wiki/File:Trinity_College_Chapel_Mural_(2).jpg
54414,http://commons.wikimedia.org/wiki/File:Christus_Ravenna_Mosaic.jpg
54429,https://commons.wikimedia.org/wiki/File:Apsis_mosaic_San_Clemente.jpg
54435,"https://commons.wikimedia.org/wiki/File:Interior_of_Basilica_di_Santa_Prassede,_Rome.JPG"
54439,"http://commons.wikimedia.org/wiki/File:Santa_Prassede_-_Mosaic,_Chapel_of_San_Zeno.JPG"
54445,http://commons.wikimedia.org/wiki/File:CodexBixianus.jpg
54446,https://commons.wikimedia.org/wiki/File:Byzantine_ivory_801.jpg
54449,https://commons.wikimedia.org/wiki/File:PorecFotoThalerTamas14.jpg
54450,https://commons.wikimedia.org/wiki/File:KellsFol033rCarpetPage_v2.jpg
54451,https://commons.wikimedia.org/wiki/File:Aghtamar_Eastern_wall.jpg
54452,https://commons.wikimedia.org/wiki/File:Armenian_Catholicossate_of_Cilicia_-_khatchkar.jpg
54454,"https://commons.wikimedia.org/wiki/File:Monasterio_de_Tatev,_Armenia,_2016-10-01,_DD_86-88_HDR.jpg"
54455,https://commons.wikimedia.org/wiki/File:Noravank_(35283103663).jpg
54456,https://commons.wikimedia.org/wiki/File:Matenadaran_3.jpg
54457,"https://commons.wikimedia.org/wiki/File:Presentation_of_Christ_in_the_Temple_-_Psalter_of_Queen_Melisende_(1131-1143),_f.3_-_BL_Egerton_MS_1139.jpg"
54458,https://commons.wikimedia.org/wiki/File:Armenian_mosaic_and_inscr_at_Jerusalem.jpg
54460,https://commons.wikimedia.org/wiki/File:Georgia_Khakhuli_triptych.jpg
54462,https://commons.wikimedia.org/wiki/File:%E1%83%92%E1%83%94%E1%83%9A%E1%83%90%E1%83%97%E1%83%98%E1%83%A1_%E1%83%9B%E1%83%9D%E1%83%9C%E1%83%90%E1%83%A1%E1%83%A2%E1%83%94%E1%83%A0%E1%83%98_Gelati_Monastery_(48743988902).jpg
54466,https://commons.wikimedia.org/wiki/File:Codex_Washingtonensis_W_032.JPG
54470,"https://commons.wikimedia.org/wiki/File:Autor_nieznany,_%C5%9Bw._Anna_-_fragment_postaci._Malowid%C5%82o_%C5%9Bcienne.jpg"
54475,https://commons.wikimedia.org/wiki/File:Pilgrim_flask_St._Menas_Louvre_MN1469.jpg
54476,https://commons.wikimedia.org/wiki/File:Embellished_Manuscript_Page_at_the_Monastery_of_Na%E2%80%99akuto_La%E2%80%99ab_(3418742275).jpg
54480,https://commons.wikimedia.org/wiki/File:Faras_-_Archangel_Michael_with_a_horn_trumpet_and_an_orb_-_Google_Art_Project.jpg
57007,"https://commons.wikimedia.org/wiki/File:Fresco_painting_above_room_5114_entrance,_Department_of_Justice,_Washington,_D.C_LCCN2010720252.tif"
54483,"https://commons.wikimedia.org/wiki/File:The_North_Stelae_Park,_Axum,_Ethiopia_(2812686646).jpg"
54490,https://commons.wikimedia.org/wiki/File:Anicia_Juliana.jpg
54491,https://commons.wikimedia.org/wiki/File:Mausoleum_of_Galla_Placidia_mosaics_(Ravenna).jpg
54493,"https://commons.wikimedia.org/wiki/File:Ceiling_mosaic_depicting_the_baptism_of_Jesus_by_Saint_John_the_Baptist,_Baptistery_of_Neon,_Ravenna_-_49765946052.jpg"
54496,https://commons.wikimedia.org/wiki/File:Abside_Sant%27Apollinare_Classe.jpg
54498,https://commons.wikimedia.org/wiki/File:Ravenna_Sant%E2%80%99Apollinare_Nuovo_140.jpg
54502,https://commons.wikimedia.org/wiki/File:Diptych_Barberini_Louvre_OA9063_whole.jpg
54506,https://commons.wikimedia.org/wiki/File:RossanoGospelsChristBeforePilate.jpg
54507,https://commons.wikimedia.org/wiki/File:RossanoGospelsFolio007vGoodSamaritan.jpg
54508,https://commons.wikimedia.org/wiki/File:ViennaGenesisPict45BlessingEphraimManasseh.jpg
54510,https://commons.wikimedia.org/wiki/File:Meister_der_Paraphrasen_des_Pentateuch_001.jpg
58449,"https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh%E2%80%99s_famous_painting,_digitally_enhanced_by_rawpixel-com_19.jpg"
54525,https://commons.wikimedia.org/wiki/File:Triptych_Harbaville_Louvre_OA3247_n3.jpg
54528,http://commons.wikimedia.org/wiki/File:Relieftafel_40_M%C3%A4rtyrer_von_Sebaste_Bodemuseum.jpg
54539,"https://commons.wikimedia.org/wiki/File:Crown,_Sword_and_Globus_Cruciger_of_Hungary.jpg"
54541,https://commons.wikimedia.org/wiki/File:Daphni.jpg
54557,https://commons.wikimedia.org/wiki/File:Chora_Church_Constantinople_(6).JPG
54568,https://commons.wikimedia.org/wiki/File:Pantocrator_in_Chora.jpg
54572,http://commons.wikimedia.org/wiki/File:Meister_von_Nerezi_001.jpg
54573,http://commons.wikimedia.org/wiki/File:Meister_von_Nerezi_004.jpg
54588,https://commons.wikimedia.org/wiki/File:Saint_Theodore_(Ceramic_icon).jpg
54592,http://commons.wikimedia.org/wiki/File:John_VI_Kantakouzenos.jpg
54596,http://commons.wikimedia.org/wiki/File:St_Theodor_&_George_Sinai_9-10th_century.jpg
54600,http://commons.wikimedia.org/wiki/File:Tetraevangelia_of_Tsar_Ivan_Alexander.jpg
54602,http://commons.wikimedia.org/wiki/File:Kurbinovo_4.JPG
54603,http://commons.wikimedia.org/wiki/File:Kurbinovo_6.JPG
54606,http://commons.wikimedia.org/wiki/File:Beli_andjeo3.jpg
54615,https://commons.wikimedia.org/wiki/File:Meister_der_Peribleptos-Kirche_in_Mistra_001.jpg
54618,http://commons.wikimedia.org/wiki/File:Nemanja_Simeon_Sopocani.jpg
54619,http://commons.wikimedia.org/wiki/File:Meister_von_Sopocani_001.jpg
54626,http://commons.wikimedia.org/wiki/File:Magius_(Meister_der_Schule_von_T%C3%A1vara)_001.jpg
54633,http://commons.wikimedia.org/wiki/File:Tesoro_de_Guarrazar_(M.A.N._Madrid)_01b.jpg
57006,"https://commons.wikimedia.org/wiki/File:Mary_Cassatt,_1898_-_Louise_nursing_her_child.jpg"
56988,https://commons.wikimedia.org/wiki/File:P1080763_Louvre_Stefano_di_Giovanni_Bienheureux_Ranieri_RF1965-2_rwk.JPG
57228,"https://commons.wikimedia.org/wiki/File:Rembrandt,_%22St._Paul_in_Prison%22.jpg"
56990,https://commons.wikimedia.org/wiki/File:Jan_Polack_-_Abraham_and_the_Three_Angels_(one_of_four_panels).jpg
57605,"https://commons.wikimedia.org/wiki/File:Samuel_Palmer,_The_Sleeping_Shepherd;_Early_Morning,_1857,_NGA_9505.jpg"
56992,"https://commons.wikimedia.org/wiki/File:Master_of_James_IV_of_Scotland_(Flemish,_before_1465_-_about_1541)_-_Abraham_and_the_Three_Angels_-_Google_Art_Project.jpg"
56993,https://commons.wikimedia.org/wiki/File:Ravenna_Basilica_of_San_Vitale_mosaic2.jpg
56994,https://commons.wikimedia.org/wiki/File:Land_Stewardship_Lab.jpg
54666,http://commons.wikimedia.org/wiki/File:Rembrandt_-_The_Return_of_the_Prodigal_Son_-_WGA19074.jpg
54669,http://commons.wikimedia.org/wiki/File:Return_of_the_Prodigal_Son_1667-1670_Murillo.jpg
54668,http://commons.wikimedia.org/wiki/File:Gabri%C3%ABl_Metsu_-_The_Prodigal_Son_-_WGA15090.jpg
56674,https://commons.wikimedia.org/wiki/File:Cole_Thomas_The_Oxbow_(The_Connecticut_River_near_Northampton_1836).jpg
54832,http://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_The_Good_Samaritan_(Le_bon_samaritain)_-_James_Tissot.jpg
54830,https://commons.wikimedia.org/wiki/File:Vitrail_Chartres_210209_12.jpg
54708,http://commons.wikimedia.org/wiki/File:Rembrandt_Harmensz._van_Rijn_024.jpg
54710,http://commons.wikimedia.org/wiki/File:Samaritaner-serie.jpg
54711,http://commons.wikimedia.org/wiki/File:Dura_Baptistry_Samaritan.jpg
54712,http://commons.wikimedia.org/wiki/File:The_Good_Samaritan_-_geograph.org.uk_-_714046.jpg
54713,http://commons.wikimedia.org/wiki/File:Good_Samaritan_Sicard_Tuileries.jpg
54714,http://commons.wikimedia.org/wiki/File:Rembrandt_-_Landscape_with_the_Good_Samaritan_-_WGA19228.jpg
54715,https://commons.wikimedia.org/wiki/File:The_Good_Samaritan_MET_DP278746.jpg
54716,http://commons.wikimedia.org/wiki/File:Master_of_the_Good_Samaritan_001.jpg
54717,http://commons.wikimedia.org/wiki/File:Jacopo_Bassano_-_The_Good_Samaritan_-_Google_Art_Project.jpg
54718,"http://commons.wikimedia.org/wiki/File:David_Teniers_the_Younger,_Studio_of_(after_Francesco_Bassano)_-_The_Good_Samaritan_-_1650-1656.jpg"
54720,https://commons.wikimedia.org/wiki/File:De_barmhartige_Samaritaan_Frank_Letterie_Dorpsstraat_Putten.jpg
54721,http://commons.wikimedia.org/wiki/File:Barmhartige_Samaritaan_Utrecht.jpg
54722,http://commons.wikimedia.org/wiki/File:Clav%C3%A9-_El_bon_samarit%C3%A0.jpg
54723,http://commons.wikimedia.org/wiki/File:G._Conti_La_parabola_del_Buon_Samaritano_Messina_Chiesa_della_Medaglia_Miracolosa_Casa_di_Ospitalit%C3%A0_Collereale.jpg
54724,http://commons.wikimedia.org/wiki/File:Kaiser_Franz_Joseph_Spital6.JPG
54725,http://commons.wikimedia.org/wiki/File:Kaiser_Franz_Joseph_Spital5.JPG
54726,http://commons.wikimedia.org/wiki/File:Barmhartige_Samaritaan_-_Sint_Anthonis.JPG
54728,http://commons.wikimedia.org/wiki/File:Moritz_Schulz-Samariter.jpg
54729,http://commons.wikimedia.org/wiki/File:Nordenskirker_Slaghellig(25).jpg
54730,http://commons.wikimedia.org/wiki/File:Teller_Barmherziger_Samariter_nach_Aldegrever_KGM_32-46.jpg
54731,http://commons.wikimedia.org/wiki/File:B090_Rembrandt.jpg
54732,http://commons.wikimedia.org/wiki/File:Giordano-bon-samaritain-Rouen.jpg#
54733,http://commons.wikimedia.org/wiki/File:Jheronimus_Bosch_Allegories_2_(before_restoration).jpg
54734,http://commons.wikimedia.org/wiki/File:Ernst_Barlach_Barmherziger_Samariter.jpg
