qid,label_en,instance_of_uuid,instance_of
Q109417671,Judenzopf/Chinesenzopf: Of Jews and Queues,FC262081-B4F7-4CDB-99E9-F9C57F3C92DB,Q18918145
Q109417672,"Not Solely Sola Scriptura, or, a Rejoinder to Brad S. Gregory's The Unintended Reformation",88577E72-9D85-4C88-9816-C2BA1DE617E2,Q18918145
Q109417673,Con un pie a cada lado/With a Foot in Each Place,C4439A71-4928-496D-B11E-4BC53724321A,Q18918145
Q109417674,An Intra-Ethnic Analysis of Social Affiliations Among Latinos in the United States,4AE1A73D-9E4B-4EBB-8655-97E6DE6B3C2E,Q18918145
Q109417675,From the Co-editors' Keyboards,6AD453F7-0D65-478D-85EB-1AA201211D7F,Q18918145
Q109417938,"Book Review: The Johannine Approach to Mission, by Teresa Okure.; An Evolutionary Approach to Jesus of Nazareth, by Juan Luis Segundo.",947B6C26-D892-4351-81F4-11843F4E28AC,Q18918145
Q109417938,"Book Review: The Johannine Approach to Mission, by Teresa Okure.; An Evolutionary Approach to Jesus of Nazareth, by Juan Luis Segundo.",a23dbb70-4f3e-7597-f7d8-d86f8c906ca3,Q637866
Q109417940,'Of Snips . . . and Puppy Dog Tails': Freud's Sublimation of Judentum,909E4B87-BF5E-44A8-8205-18C1198D2876,Q18918145
Q109417941,Preface to The Wilkomirski Case: Fragments or Figments?,B2762B8E-1F70-4AA2-B524-CB7B137EAC7E,Q18918145
Q109417943,The Wilkomirski Case: Fragments or Figments?,E1895846-7844-4832-90F4-933FE223BBB8,Q18918145
Q109417944,Committed to Memory: Cultural Mediations of the Holocaust (review),D8FF8B86-961C-45D5-BFEC-1343F87AB9F2,Q18918145
Q109417944,Committed to Memory: Cultural Mediations of the Holocaust (review),015eabe6-415f-ed22-d648-dca2f0c21dc5,Q637866
Q109417945,Space and Spatiality in Modern German-Jewish History eds. by Simone Lässig and Miriam Rürup,0DCAFB01-2D62-41A8-A4CF-777F778E86A8,Q18918145
Q109417946,The Bible and the Politics of Exegesis: Essays in Honor of Norman K. Gottwald on His Sixty-Fifth Birthday (review),BF035389-0086-4B67-8824-DD56C27C6765,Q18918145
Q109417946,The Bible and the Politics of Exegesis: Essays in Honor of Norman K. Gottwald on His Sixty-Fifth Birthday (review),23145e3c-46f2-35ba-7c64-550141925c12,Q637866
Q109417948,A Cumulative Index to the Grammar and Syntax of Biblical Hebrew (review),0EA04140-9935-4280-B410-D559B7810AFF,Q18918145
Q109417948,A Cumulative Index to the Grammar and Syntax of Biblical Hebrew (review),431be1f7-4b0c-af56-959a-9ea6ec91f8ab,Q637866
Q109417951,Spinoza's Election of the Jews: The Problem of Jewish Persistence,FA17D127-10CE-41F5-B8FB-880178D7A830,Q18918145
Q109417952,The Discipline of Philosophy and the Invention of Modern Jewish Thought by Willi Goetschel,32136B5A-2363-46E4-934A-B5947FCC8A53,Q18918145
Q109417952,The Discipline of Philosophy and the Invention of Modern Jewish Thought by Willi Goetschel,b5720d13-484f-404d-4fe0-73fcb688c6c7,Q637866
Q109417953,Got Ethics?: Envisioning and Evaluating the Future of Our Guild and Discipline,69380C7F-1741-4C33-A5E9-4D45835C59DD,Q18918145
Q109417955,"The Place of Christ in Liturgical Prayer: Trinity, Christology, and Liturgical Theology (review)",1739BACF-4608-42F5-B269-19A375A04D33,Q18918145
Q109417956,Jewish Women in Greco-Roman Palestine (review),E0B2CD64-640F-4248-9C64-663F2A741052,Q18918145
Q109417956,Jewish Women in Greco-Roman Palestine (review),9cbbb709-4e5e-3226-818f-28cb7e862985,Q637866
Q109417957,The First Modern Jew: Spinoza and the History of an Image by Daniel B. Schwartz,FC71C511-137F-4AAD-A840-A6AF292189F5,Q18918145
Q109417957,The First Modern Jew: Spinoza and the History of an Image by Daniel B. Schwartz,aa19c373-4cdf-99db-ff16-53c7caccb465,Q637866
Q109417958,Gott und die Ökonomie des Heiligen Geistes,2AE7FF06-05B8-4DE6-9534-D440AE3B0833,Q18918145
Q109417959,Theologie predigen,E08888F3-31A7-4902-8FE6-029AC1AAC32A,Q18918145
Q109417960,Pursuing the Intrinsic Relationship between Liturgy and Ethics: Practical-Theological Promise in Poverty of Spirit,CEEA7752-3446-47E6-8B3F-09A45647A999,Q18918145
Q109417961,Toward Greater Understanding of Practical Theology,886EE44A-72ED-4A6B-A93B-CDC5285FC798,Q18918145
Q109417963,Ter mundus accipit infinitum: The Dogmatic Coordinates of Schleiermacher's Trinitarian Treatise,4D32CD32-F380-4078-A87E-6D1169CFA597,Q18918145
Q109417964,"John 13 1–20, The Footwashing in the Johannine Tradition",F805D5CB-A892-45F7-AC14-D78426F6D886,Q18918145
Q109417965,The psychopathology of everyday Vienna: Psychoanalysis and Freud's familiars,C179C51C-B5A8-4314-B980-DA981381B7E4,Q18918145
Q109417966,A Relatively New Discovery in the Modern West: #BlackLivesMatter and the Evolution of Black Humanism,B1563F90-A80E-4DE3-BD02-40E18C3C3105,Q18918145
Q109417967,'The Whole Story is What I'm After': Womanist Revolutions and Liberation Feminist Revelations through Biomythography and Emancipatory Historiography,CDD40A04-92B6-438D-B613-E7FA4F92A382,Q18918145
Q109417968,"Hamid Reza Kusha,Islam in American Prisons: Black Muslims' Challenge to American Penology.",968A5351-283D-4BFA-9930-54ABF99917AC,Q18918145
Q109417968,"Hamid Reza Kusha,Islam in American Prisons: Black Muslims' Challenge to American Penology.",0d1e6554-4a42-cc71-c0b2-df16286ea2c0,Q637866
Q109417969,"Shirley Elizabeth Thompson, Exiles at Home: The Struggle to Become American in Creole New Orleans",9FCBA855-D990-4BF7-9490-DDF48DEC94AB,Q18918145
Q109417970,More Than Conquerors: Just War Theory and the Need for a Black Christian Antiwar Movement,C7B98835-A906-45CF-B8C3-CCF2989B86FF,Q18918145
Q109417971,Mourning the Loss of Cultural Selfobjects: Black Embodiment and Religious Experience afer Trauma,514CD75D-1B2D-4FD4-9C1E-F6BC3254DBCD,Q18918145
Q109417973,W. E. B. Du Bois: American Prophet. By Edward J. Blum.,52EDAAAB-94D7-452E-BDF9-021B86D8348B,Q18918145
Q109417973,W. E. B. Du Bois: American Prophet. By Edward J. Blum.,6e90a3b1-49c8-3cb7-f455-423410fdc04e,Q637866
Q109417975,"Episcopalians and Race: Civil War to Civil Rights by Gardiner H. Shattuck, Jr.",06893591-26E7-4258-9E2B-455B0E9B2FA8,Q18918145
Q109417975,"Episcopalians and Race: Civil War to Civil Rights by Gardiner H. Shattuck, Jr.",83167628-4792-1bd3-e6e7-0cb1c0152251,Q637866
Q109417976,"A Kingdom on Earth: Anglo-American Social Christianity, 1880-1940 by Paul T. Phillips",0851A2A5-BF5A-400B-B250-35B0AE655BF5,Q18918145
Q109417976,"A Kingdom on Earth: Anglo-American Social Christianity, 1880-1940 by Paul T. Phillips",208709b8-45f9-f726-ef49-d9a16316b33f,Q637866
Q109417977,Thoughts of Zimri-Lim,4125B56B-E7E3-4969-BBC0-46D35B78EF74,Q18918145
Q109417978,The Theology and Provenance of John 15:1-17,7C050A9E-05E0-43C4-B928-FC97C8B3C920,Q18918145
Q109417979,"The Structure, Tendenz, and Sitz im Leben of John 13:31-14:31",C0AD8F86-D944-4653-87BE-053E92BF10D5,Q18918145
Q109417980,Johannine Polemic: The Role of Tradition and Theology,7451225E-4650-401D-94AA-6D4F562E4028,Q18918145
Q109417980,Johannine Polemic: The Role of Tradition and Theology,7e6fa842-4ea3-e812-35b9-f62b746d83b0,Q637866
Q109417981,The Secret System: A Study in the Chronology of the Old Testament,C2186E90-8559-4684-B467-4BDC15DA8FE8,Q18918145
Q109418012,A Short Note on a 'Mayor' Subject,627DCFE3-73DC-4F57-B894-FC98DE8E6D28,Q18918145
Q109418013,Linguistic Evidence and the Dating of Qohelet,3F7DBB88-75AC-4CF5-A846-79CBFA86FA35,Q18918145
Q109418014,The Word in the World: The Cosmological Tale in the Fourth Gospel,67BA9648-47F3-481F-A41B-709B76DC85FD,Q18918145
Q109418014,The Word in the World: The Cosmological Tale in the Fourth Gospel,c516b678-461f-532c-21e8-c1299c2fa2ed,Q637866
Q109418015,Divine War in the Old Testament and in the Ancient near East,378947C9-2A10-4C53-9702-5C75BC3BC2F1,Q18918145
Q109418015,Divine War in the Old Testament and in the Ancient near East,b977230b-460a-3436-01c2-ad5aad28cc3e,Q637866
Q109418016,The Humanity of Jesus in the Fourth Gospel,71FB19B7-E6FB-4C69-B5AD-F6BCAFC54372,Q18918145
Q109418016,The Humanity of Jesus in the Fourth Gospel,d8fd8fc1-4f9e-bccf-65f7-a13162f8591e,Q637866
Q109418017,Linguistic Evidence for the Northern Origin of Selected Psalms,1DA0E08A-F40B-406C-99EF-935D71FFFB74,Q18918145
Q109418017,Linguistic Evidence for the Northern Origin of Selected Psalms,07b2e678-450d-0d74-2cb0-6f04984f9156,Q637866
Q109418018,The People Called: The Growth of Community in the Bible by Paul D. Hanson,B09962ED-AC99-43E3-9A4D-27481F045F49,Q18918145
Q109418018,The People Called: The Growth of Community in the Bible by Paul D. Hanson,75315ae9-4b4e-a3bf-eee0-41428487bf47,Q637866
Q109418019,Understanding the Fourth Gospel,02784E3C-0B9F-45D6-A6E8-CA862B214B98,Q18918145
Q109418019,Understanding the Fourth Gospel,c8ca0996-4c0b-8975-d72a-77afdd7afc6a,Q637866
Q109418020,Qohelet's Eschalotological Poem,ED61DB75-EE1D-4C69-BBA3-44EBE0EB9D29,Q18918145
Q109418021,Reading the Bible in the Global Village,C249E8E7-BBE2-4842-9C20-0B992136A644,Q18918145
Q109418021,Reading the Bible in the Global Village,158254ff-4514-d90e-f903-5f157d6e7e20,Q637866
Q109418022,Social-Science Commentary on the Gospel of John,0DC7D95A-1379-4915-B8FB-E90502797571,Q18918145
Q109418022,Social-Science Commentary on the Gospel of John,cb5e8b50-4638-815a-06b0-8f92d594df69,Q637866
Q109418023,Treatment of Criminals at Mari: A Survey,78214BA6-BB3C-4020-AA42-A9C58B41978A,Q18918145
Q109418024,"Orthography, Textual Criticism, and the Poetry of Job",BF6DF7CE-6665-40DC-B5D4-063646D92397,Q18918145
Q109418025,Some Comments on Archive Keeping at Mari,6E9C2FFA-7C25-4AC8-B20E-D3C496745FD9,Q18918145
Q109418026,Mari Dreams,9777BCB9-B363-4B74-899B-7F3CD7AF1D5A,Q18918145
Q109418027,The Old Babylonian Tablets from Al-Rimah,81E79B14-4919-4D34-8460-4B4A4BFA0B1C,Q18918145
Q109418028,The King and I a Mari King in Changing Perceptions,69163D28-5EF4-430F-B397-9CE2051204AE,Q18918145
Q109418029,Women's Working Poverty: Feminist and Religious Alliances in the Living Wage Movement,16342B0F-264F-489F-A857-8BE3048AAA27,Q18918145
Q109418030,Transing the Study of Religion: A (Christian) Theological Response,667C4049-AB9F-4B5E-A10E-13F94480D5BA,Q18918145
Q109418031,"Katie's Canon: Enfleshing Womanism, Mentoring, and the Soul of the Black Community",1CD19275-30AE-4506-BD09-4F52AD832F3F,Q18918145
Q109418032,"Kevin R. Brine, Elena Ciletti and Henrike Lähnemann (eds.), The Sword of Judith: Judith Studies across the Disciplines",E69D519C-C61C-4DC1-99D8-D3B38ACCC900,Q18918145
Q109418032,"Kevin R. Brine, Elena Ciletti and Henrike Lähnemann (eds.), The Sword of Judith: Judith Studies across the Disciplines",aaa7d3b8-4e2c-c55c-6e6f-67d41bc8fd8b,Q637866
Q109418033,"'A Horse is a Horse, Of Course, Of Course,' or Some Nagging Suspicions about Some Jewish Writers",D2CBBD8A-6BAB-40C2-B208-6566A26051E5,Q18918145
Q109418034,Teaching the Canon and Cannon Formation as Incarnation and Conjure: Dr. Katie Geneva Cannon as Womanist Mentor and Muse,4F457FD2-2DCC-4F9D-B726-8064AA921EC4,Q18918145
Q109418035,Introduction to Hugoye 13: A Double Issue on Philoxenos of Mabbug,E1A32EE5-7D6B-4C1A-B7F5-05D903AD7E5B,Q18918145
Q109418036,A Biblographic Clavis to the Works of Philoxenos of Mabbug,F88BB643-2DD1-4BB1-83BA-E811731117E8,Q18918145
Q109418037,Not aGeistof a Chance: Laying to Rest an 'Unlaid Ghost'?,0D9C71D5-6F56-4BD0-B1E1-7149139EB259,Q18918145
Q109418038,"Some More Additional ‘Day Residues': The First Review of Studien Uber Hysterie, Ilona Weiss and the Dream of Irma's Injection",7DAD250C-F8AE-48A9-BFD3-8786B29B2D07,Q18918145
Q109418039,"Postcolonial and Diasporic Criticism in Biblical Studies: Focus, Parameters, Relevance",596F5CEC-65EB-453D-9400-1CE5B8B2AEC7,Q18918145
Q109418040,'It is for this reason that i have not come down to my lord ...' visit obligations and vassal pretexts in the Mari archives,DA23170D-00ED-44A4-A6A2-5E45F2628A75,Q18918145
Q109418041,La théologie des sacrements comme théologie fondamentale,4C32C5BA-789D-4B67-BEC6-BACCBC6DE6A6,Q18918145
Q109418042,"Robert Strivens, Philip Doddridge and the Shaping of Evangelical Dissent",49411B5C-6156-4ED8-9DC7-728A7ECBBD2A,Q18918145
Q109418043,Le péché contre le sang : la syphilis et la construction de l’identité juive,D599556D-D104-4115-9B22-6399EC88EC2F,Q18918145
Q109418044,The theory–practice distinction and the complexity of practical knowledge,3FDD0F97-7911-4275-91CE-CB29D0323886,Q18918145
Q109418045,Gaining One's Definition,7203950D-114B-4304-B61C-B19A7AC4FA14,Q18918145
Q109418046,An Examination of the Sexual Behavior of Middle-Class African American Female College Freshmen,AD96815F-9E32-48BA-BEBB-406026DBBDC6,Q18918145
Q109418047,Black Megachurches and Gender Inclusivity,7F6D0468-675C-4DC8-BFF5-6B42D835684E,Q18918145
Q109418048,The Other Jewish QuestionIdentifying the Jew and Making Sense of Modernity,FA58517A-65D5-48E9-89ED-7C62CF3527FA,Q193495
Q109418049,Appropriation and Reciprocity in the Doing of Feminist and Womanist Ethics,3E473DE5-3DCD-459C-B859-1D502BFAEC9A,Q18918145
Q109418050,To Be Called Beloved,99672725-029D-4E24-9600-24DC1CA33BB0,Q18918145
Q109418051,"Response to 'Social Science, Christian Ethics and Democratic Politics: Issues of Poverty and Wealth' by Mary Jo Bane",A4DB1822-C303-449A-9A44-292FD72A9B04,Q18918145
Q109418052,A New Discipline?,1CF74BB9-0F7B-4024-8071-3C6C950530BC,Q18918145
Q109418053,Waging Religious Ethics,DB0CD838-3F2D-4B05-9196-FEBA98B8DF4C,Q18918145
Q109418054,‘Oh Say Can You See?’,BE190938-A27B-4875-ABB0-69BDD9B93C0D,Q18918145
Q109418055,Mary Marshall. The Portrayals of the Pharisees in the Gospels and Acts,8CF86EAD-1712-46EE-919B-7876745419E6,Q18918145
Q109418055,Mary Marshall. The Portrayals of the Pharisees in the Gospels and Acts,e287031b-41c9-a949-e291-6e4fb2fc6573,Q637866
Q109418056,Telling 'Short Stories by Jesus' – With Gratitude for the On-going Conversation,FAEBBD40-331B-4A9B-88A0-D1A2A113EB3F,Q18918145
Q109418057,"Reflections on Reflections: Jesus, Judaism, and Jewish-Christian Relations",742CB5FA-DD41-4C5B-BE60-92F3B81DB540,Q18918145
Q109418059,Between Athens and Berlin: The Theological Education Debate: By David H. Kelsey,8D9A3402-4C8E-4CC3-9773-DA9746829894,Q18918145
Q109715471,Islam and the Devotional Object: Seeing Religion in Egypt and Syria,A2AA6237-E2F9-481F-8DCB-6361807C1411,Q3331189
Q109715471,Islam and the Devotional Object: Seeing Religion in Egypt and Syria,B36DE38E-1A55-4889-891F-B0E21F6ED698,Q571
Q109715472,Sanctity and Mysticism in Medieval Egypt : The Wafāʼ Sufi Order and the Legacy of Ibn ʻArabī,72D3EAE0-A746-4B12-A2ED-31756FB5F87A,Q3331189
Q109715472,Sanctity and Mysticism in Medieval Egypt : The Wafāʼ Sufi Order and the Legacy of Ibn ʻArabī,76A897F6-B431-4E5E-B3C6-8764B2E7189D,Q571
Q109715549,Myth,b4e2dc94-4ff1-9598-d271-da5d810cf81d,Q1580166
Q109715738,"Mysticism, Islamic",91731ae7-446a-ecdf-b3d3-650e5696edc8,Q1580166
Q109716490,Angels,650d4fc1-4fec-fa7a-d41f-e54f097dee26,Q13433827
Q109716500,Dhakara,f105ed3b-43e8-4004-51fc-f48b19ea72e0,Q13433827
Q109716512,Gabriel,cb98737f-4897-d3ce-a0a4-89e34cad1be8,Q13433827
Q109716722,Israfil,5c0ecccb-4f8b-2c8d-c1d8-482b85da7203,Q13433827
Q109716820,Preserved Tablet,5a2e7021-4943-cac5-839b-575ac3c8bb15,Q13433827
Q109716860,Remembrance,95fb7a6c-42ae-3b30-5995-bb1f53c5f2fd,Q13433827
Q109716933,Tawakkul,01dfcaa5-4526-6b45-d16b-d8014abd143e,Q13433827
Q109717865,Wafa’iyya,6e024aac-42d0-6ec9-51f7-ae9495af18e1,Q13433827
Q109717910,"Al-Ansari, Zakariyya",b56aa6a2-4762-8684-7275-fbf49562f75a,Q13433827
Q109717919,Ali ibn Muhammad Wafa,03e08b51-42a8-e541-75d3-3788e85bfc16,Q13433827
Q109717932,"Dardir, Ahmad",2167082d-41e8-f981-dbaf-a899342e95cf,Q13433827
Q109717941,Demirdashiyya,8792b3bb-4aa0-2498-6b1a-090a5da52c5e,Q13433827
Q109717947,Friend of God (wali Allah),d769ab58-4d73-8dfc-9aea-6146b687ee1c,Q13433827
Q109717965,Grave Visitation/Grave Worship (ziyara),dcf8d965-408c-e3c8-2931-7ff0bd655039,Q13433827
Q110415063,"Occupy Heaven Are God, Religion, and Politics beyond Rescue?",e5b8e4aa-48a4-8bd0-0d0e-98c2f7691bda,Q18918145
Q110503363,"Notes on Recent Publications - Ordinary Theology: Looking, Listening and Learning in Theology - By Jeff Astley",2686bc34-4884-7e07-98de-1688a90d75dd,Q18918145
Q110503363,"Notes on Recent Publications - Ordinary Theology: Looking, Listening and Learning in Theology - By Jeff Astley",c0c80887-48ea-7e82-4767-3d48746d2807,Q637866
Q110503495,Review Essays: The Economy is Expanding: Theology to the Rescue.,45c57d9c-46ea-36d7-8ee4-48c5b86f6ac0,Q18918145
Q110503495,Review Essays: The Economy is Expanding: Theology to the Rescue.,d52db254-4041-adfc-f853-6e2d7ae831cf,Q637866
Q110505628,An Ever Present Help: Black Megachurch Cultural Responses to Conflict,49245b47-4a45-e138-8840-e92d4333cdf2,Q18918145
Q110506095,Determinants of Individual Neighborhood Ties and Social Resources in Poor Urban Neighborhoods,186e2dbb-429a-5e65-7c67-d74fa7b17567,Q18918145
Q110521170,Plainfield's African-American: From Northern Slavery to Church Freedom. Edited by Leonard L. Bethel and Frederick A. Johnson.,6b50ebc3-4bf0-4cb7-4f95-ba44bc155ecc,Q18918145
Q110521170,Plainfield's African-American: From Northern Slavery to Church Freedom. Edited by Leonard L. Bethel and Frederick A. Johnson.,cf160910-4380-ceed-0f34-86b6718f1991,Q637866
Q110521439,Book Review: The Baptism of Early Virginia: How Christianity Created Race. By Rebecca Anne Goetz,06d27549-40d5-8371-514f-30cab47573a2,Q18918145
Q110521439,Book Review: The Baptism of Early Virginia: How Christianity Created Race. By Rebecca Anne Goetz,172f05c5-44a9-d7e9-00ce-f746e0062a7b,Q637866
Q110521882,Response to Review Article of The Trial of the Witnesses: The Rise and Decline of Postliberal Theology by William Placher,0fa2a357-4ac9-773f-d40e-2c4320fc0d9e,Q18918145
Q110523013,The Eclipse of the Divine Mind,717e0f8c-4860-5f9c-d3b2-3700c3402fb5,Q18918145
Q110523307,"Islam in Black America: Identity, Liberation, and Difference in African-American Islamic Thought. By Edward E. Curtis IV.",5ae5e73b-439e-ada2-1ef4-eb38850d9c7a,Q18918145
Q110523307,"Islam in Black America: Identity, Liberation, and Difference in African-American Islamic Thought. By Edward E. Curtis IV.",35848622-4b8d-78ee-89db-3433065ed0e7,Q637866
Q110523440,Reviewed Work: American Prophecy: Race and Redemption in American Political Culture by George Shulman,26f1b3e1-4e75-72d8-08bf-d37edd86777f,Q18918145
Q110523440,Reviewed Work: American Prophecy: Race and Redemption in American Political Culture by George Shulman,8bb4603c-4714-2ce4-d21f-28c214bfc8cf,Q637866
Q110550678,The Search to Be Real: Why Psychotherapists Become Therapists,9ce9b772-4c0a-2920-5613-e3a3dc5d3b1e,Q18918145
Q110550698,"The Rod of Discipline: Masochism, Sadism, and the Judeo-Christian Religion",6bb765f2-4224-5566-a95f-88a4605e81f6,Q18918145
Q110551021,book Review of Grant Us Courage: Travels Along the Mainline of American Protestantism,edbcc964-421d-a39e-ea32-b06c5025e22a,Q18918145
Q110551021,book Review of Grant Us Courage: Travels Along the Mainline of American Protestantism,16ff7bd5-4b1c-fe5c-602f-911e3b2b73d6,Q637866
Q110612548,Review of Jurgen Moltmann's Systematic Contributions to Theology,d639410f-458c-5a31-2009-ee1aedf1dde3,Q18918145
Q110612548,Review of Jurgen Moltmann's Systematic Contributions to Theology,e1cc8f18-4f49-c329-e723-bc30c293f7db,Q637866
Q110613023,Review of Gateway to the heavenly city: crusader Jerusalem and the Catholic West (1099-1187) by Sylvia Schein,0d1c3f5a-4614-27ab-f77d-a948a0e2dccd,Q18918145
Q110613023,Review of Gateway to the heavenly city: crusader Jerusalem and the Catholic West (1099-1187) by Sylvia Schein,49b503e6-4423-d29e-35dc-7f734e387d4d,Q637866
Q110613225,"Review of The Sepulchre of Christ and the Medieval West: from the Beginning to 1600, Colin Morris",25c7c396-4c06-1078-49e3-6fbd4f5b9ea9,Q18918145
Q110613225,"Review of The Sepulchre of Christ and the Medieval West: from the Beginning to 1600, Colin Morris",140d8256-4660-c6dc-9448-266426aa22ff,Q637866
Q110622470,Book Review: Congregations in America,dfc8af19-4d7e-416e-b987-56adb34a32d7,Q18918145
Q110622470,Book Review: Congregations in America,267ec629-46bf-d243-f02f-bbd28f78ca21,Q637866
Q110622659,A new manifest destiny : the emerging theological voice of Hispanic Americans,f43db252-4849-3a04-8711-ddad211dad03,Q18918145
Q110622786,Response: Postcolonial Biblical Criticism: Critiques and Challenges,9e31677e-4c0c-ac50-45ec-c2cb9b6436cb,Q18918145
Q110622786,Response: Postcolonial Biblical Criticism: Critiques and Challenges,1333fece-494b-6b57-3831-11300422d751,Q637866
Q110622911,Recent Research in the Johannine Letters,58e4fd79-423b-3ad7-afbb-48dd3f93134f,Q637866
Q110622911,Recent Research in the Johannine Letters,a217d9b2-436e-d415-174d-bad14184f347,Q18918145
Q110622988,Review of Commentaire de la Première Epître de Jean,89999b0d-4d40-d5ac-9c10-f0987bec4b43,Q18918145
Q110622988,Review of Commentaire de la Première Epître de Jean,9ad1aac4-4909-43de-a8e5-ee7deae969a3,Q637866
Q110623008,"Review of Hispanic Women, Prophetic Voice in the Church",35fbf4c1-4f47-0527-39ca-3510d2d69daa,Q18918145
Q110623008,"Review of Hispanic Women, Prophetic Voice in the Church",569006ec-4690-03eb-3d89-c8ea692be107,Q637866
Q110623052,Review of Plutarch's Ethical Writings and Early Christian Literature,06996ea8-47a5-a27d-f93f-a34515e75641,Q637866
Q110623052,Review of Plutarch's Ethical Writings and Early Christian Literature,379b4c76-43bd-bd0c-80e8-6a558bfbec8e,Q18918145
Q110623077,Review of Profiles in Liberation,31f3b896-475b-4dae-3b8a-46838bd0078e,Q18918145
Q110623077,Review of Profiles in Liberation,e807a67f-472d-92d0-0d99-fd749a972c2d,Q637866
Q110623171,"Notes on Recent Publications: Love One Another, My Friends: St. Augustine's Homilies on 1st John",6b6afecd-4894-51b0-7bcc-e70a7d10ac2c,Q18918145
Q110623171,"Notes on Recent Publications: Love One Another, My Friends: St. Augustine's Homilies on 1st John",a4543c08-4a0e-a66b-29dd-e809976a0316,Q637866
Q110628654,Notes on Recent Publications: Images of Moses by Daniel J Silver,318100b1-4991-122f-e517-de4e75137abc,Q18918145
Q110628654,Notes on Recent Publications: Images of Moses by Daniel J Silver,95a2dcc5-4df2-f906-53fd-586cdc41d5e4,Q637866
Q110628761,Buddhism and Race in the United States,48cdbf7e-4fe5-b9d8-ee73-bb5db2d3b93a,Q13442814
Q110628761,Buddhism and Race in the United States,c510c85d-49ae-626f-0d0c-cc4734c1e8b0,Q3331189
Q110628770,History of Consequences: The case of Gregory's Moralia in Iob,6a1c9811-4a66-078b-0bf6-7b8fa6c122f8,Q18918145
Q110628878,"Book Note, Sinai and Zion: An Entry into the Jewish Bible",1806653a-436d-737b-4205-3e1bab8c7bc0,Q637866
Q110628878,"Book Note, Sinai and Zion: An Entry into the Jewish Bible",32f28d95-4845-35ab-52ff-82fdb9828d76,Q18918145
Q110629463,Shorter Reviews: Solidarity ethics: transformation in a globalized world,04bbd78f-4827-06a6-f4e0-7d93549f4dc1,Q18918145
Q110629463,Shorter Reviews: Solidarity ethics: transformation in a globalized world,eaf5b654-4c62-2c8b-2b9b-3572d801d280,Q637866
Q110702543,Sufi Altruism,5882432B-310A-47E5-9F7F-D1267D79E9FC,Q21481766
Q110702544,The Wafa'iyya of Cairo,F33CC9A2-AB09-4031-B0AD-B0890B97C078,Q21481766
Q110702545,Seeing is Believing: Sufi Vision and the Formation of the Ethical Subject,017F63DB-EBB5-419E-8EB2-BB9FD97E815C,Q21481766
Q110702546,The Cosmopolitan Figure as Ethical Exemplar: Notes from a Tenth-Century Gulf Encyclopedia,C8B37F6E-794E-435A-A662-271E35141CEB,Q21481766
Q110702547,Dressing the Kaʻba from Cairo: The Aesthetics of Pilgrimage to Mecca,124DB2D2-3619-45EF-9751-38142D8FC968,Q21481766
Q110702548,Repetition and Relics: Tracing the Lives of Muhammad’s Sandal,D0685D2D-87C1-4977-BC6D-1B9169D6C58B,Q21481766
Q110702549,"Networks, Processions, and the Disruptive Display of Religion",24A5D860-A2C0-4A40-B394-83C75ED4C857,Q21481766
Q110702550,Sufi Iconoclasm and the Problem of Comparative Religion,1515716C-1686-4E82-BF70-4F0C4BE6CB5A,Q21481766
Q110702551,Is this the End of Medieval Sufism? Strategies of Transversal Affiliation in Ottoman Egypt,7214EE72-35FB-4510-B3A8-5714BF528F7A,Q21481766
Q110702553,A Fourteenth Century Inheritance of Ibn ‘Arabi's Hermeneutics -- the Nafa'is al-'Irfan of Muhammad Wafa',507405AE-2389-471D-89C8-2C5B3429EAF2,Q21481766
Q110702554,Conceptions of the Ultimate Saint in Mamluk Egypt,FC34B69A-D7A1-43C5-B8D3-27F739CD65E4,Q21481766
Q110702555,Akbarian Thought in a Branch of the Egyptian Shadhiliyya,D1312EC2-87F8-417D-9456-42A7A127A804,Q21481766
Q110702556,Notes on the Transmission of Mystical Philosophy: Ibn ‘Arabî according to ‘Abd al-Wahhâb al-Sha’rânî,55390441-72E8-4664-B9DA-D4EAB1B0FE20,Q21481766
Q110702557,The Concept of Sainthood According to Ibn Bâkhila; a Shâdhili Shaykh of the 8th/14th Century,6B44E303-BE41-4496-AF36-71A0B0F974E6,Q21481766
Q110702558,The Experience of Miracle and Metaphor in the Qur'an,3C3C8AF4-0F3C-4CF4-AEF9-53DC7F754233,Q21481766
Q110702559,Ibn al-Arabi,923416B8-130A-4781-866B-6FB5D38B5AE5,Q21481766
Q110702603,Ikhwan al-Safa,CFD3CD89-D7CE-4019-A510-82039881F23B,Q21481766
Q110714086,"Sufism in Ottoman Egypt: Circulation, Renewal, and Authority in the Seventeenth and Eighteenth Centuries",4E8639DA-D40D-47F2-9B0C-742875F65D78,Q637866
Q110714086,"Sufism in Ottoman Egypt: Circulation, Renewal, and Authority in the Seventeenth and Eighteenth Centuries",43f02cf4-4db3-a306-4c17-a0c273f75c1e,Q3331189
Q110714088,"How to Read the Qur'an: A New Guide, With Select Translations",4E2258E2-1AD1-48D7-9CE0-E67E779EE623,Q637866
Q110714088,"How to Read the Qur'an: A New Guide, With Select Translations",778d1548-48a9-1f72-2427-2648d37001b7,Q3331189
Q110714089,The Prophet's Ascension: Cross-Cultural Encounters with the Islamic Mi'raj Tales,66769DEA-E28D-4433-A82E-39C162CA1549,Q637866
