qid,label_en,instance_of_uuid,instance_of
Q109408544,"Too Poor to Get Sick? The Implications of Place, Race, and Costs on the Health Care Experiences of Residents in Poor Urban Neighborhoods",35e8dc34-4ec9-49b9-1e5c-4680519eb3c6,Q18918145
Q109408545,"Alistair Dougall. The Devil's Book: Charles I, the Book of Sports and Puritanism in Tudor and Early Stuart England.",233E4560-11A0-4DC3-B515-941264475403,Q18918145
Q109408545,"Alistair Dougall. The Devil's Book: Charles I, the Book of Sports and Puritanism in Tudor and Early Stuart England.",55df9c75-4e3d-c927-3982-8068a3707641,Q637866
Q109408546,Hitler's Monsters: A Supernatural History of the Third Reich. By Eric Kurlander.,6A825E6D-2809-4FBE-B3AA-20D3B68CDEC2,Q18918145
Q109408546,Hitler's Monsters: A Supernatural History of the Third Reich. By Eric Kurlander.,26ac3e77-4722-4aa4-fb82-5134e80dc635,Q637866
Q109408547,Baptists in America. By Bill J. Leonard. Columbia Contemporary American Religion Series.,55B7BC87-76EB-484A-9B83-972CF26D6E5B,Q18918145
Q109408549,Cotton Mather and Biblia Americana: America's First Bible Commentary. Essays in Reappraisal. Edited by Reiner Smolinski and Jan Stievermann.,CBF7A32A-0A56-4AAD-874D-6D74479AF203,Q18918145
Q109408549,Cotton Mather and Biblia Americana: America's First Bible Commentary. Essays in Reappraisal. Edited by Reiner Smolinski and Jan Stievermann.,bb566261-43ff-372c-4db8-4bc1a6f7973b,Q637866
Q109408551,The Syro-Palestinian Context of Solomon's Dream,2492AFA9-B0C2-4180-8D17-4301DE761E3F,Q18918145
Q109408552,Reason and religion in the English Revolution. The challenge of Socinianism. By Sarah Mortimer.,098510B1-5EF8-49B2-BD54-3CBA9420E7F0,Q18918145
Q109408552,Reason and religion in the English Revolution. The challenge of Socinianism. By Sarah Mortimer.,2f954a9b-40fb-d170-1fe8-4538179214c7,Q637866
Q109408553,“The Word of the Lord”: Liturgy's Use of Scripture. By David N. Power,73009C10-57A1-4226-87AE-2C7FDCBC6A9B,Q18918145
Q109408553,“The Word of the Lord”: Liturgy's Use of Scripture. By David N. Power,3a2fb5b8-4dd9-ed54-13ac-ec0442a6014f,Q637866
Q109409866,The Burning of Rebellious Thoughts: MOVE as Revolutionary Black Humanism,CFBEF319-8D65-48FE-8BCD-2249AAD9470A,Q18918145
Q109409867,Enter Into His Gates: An Analysis of Black Church Participation Patterns,FC1D208B-F35D-4E41-8D0D-C6B636C1D0E3,Q18918145
Q109409868,Healing and Anointing: Introduction,E4B9EB03-100F-4A84-A8CB-A5F577F10DC4,Q18918145
Q109409869,Challenges and Resources for a Liturgical Theology of Healing: Roman Catholic Practice and Postmodern Theory,1562F5E7-C425-4244-ACC3-953C02E0BC45,Q18918145
Q109409870,The Narrative Function of Preaching,39504980-86A5-47CD-87A1-1B63EB66B9F7,Q18918145
Q109409871,Peace and Justice: The Eucharistic Community of Gifting,DAD3657B-F7CF-46C6-99CF-5D0A09176088,Q18918145
Q109409872,Good Table Manners? The Presence and Participation of Fellow Christians at Roman Catholic Mass,D322614B-E448-49F9-81E7-6A135EFB9098,Q18918145
Q109409873,"Confessing Sin, Proclaiming Reconciliation in Contemporary U.S. Catholic Liturgy",B8235B56-D693-4F9F-816F-1A4CD121B94B,Q18918145
Q109409874,The folklore of state socialism: Semiotics and the study of the Soviet state,D31BC36B-3283-4402-904A-95E99D6178D9,Q18918145
Q109409875,Epistemology or Bust: Where are we Really Headed?,21B1FA48-57DF-4355-98B3-7A0E5196D112,Q18918145
Q109409876,Remembering the Dismembered: Teaching for Transformation and Restoration,1E34E50A-9686-4EE8-B3D5-3D11510C0566,Q18918145
Q109409878,Womanist–Lesbian Pastoral Ethics: A Post-Election Perspective,64EFCFD6-C8CA-4F0F-B33D-0BBA69F51B61,Q18918145
Q109409896,Understanding Pastoral Counseling,39AE7024-EFBD-4EEA-9798-9FACE31DB746,Q18918145
Q109417469,"Hegemonic Imagination, Historical Ethos, and Colonized Minds in the Pedagogical Space: Pastoral Ethics and Teaching as if our Lives Depended on it",F9B0573B-96F4-4B39-9137-DF4BBCE270A7,Q18918145
Q109417472,Empowering Activist Pedagogies in Pastoral Theology: Accountabilities and Transformative Possibilities,1EC218AD-D4FE-4D4B-8DF7-04335E975C35,Q18918145
Q109417475,"Object Relations, Buddhism, and Relationality in Womanist Practical Theology",790E89DA-AB60-4D0A-9DD2-A83FC385CE21,Q18918145
Q109417475,"Object Relations, Buddhism, and Relationality in Womanist Practical Theology",2ca0d38e-46cd-e81c-2573-e54f380945e5,Q637866
Q109417477,A Case Study of the Working Poor Single Mother Experience: An Analysis of the Structure versus Agency Discourse,05BC70E6-8FBB-4BA4-B584-764A73448634,Q18918145
Q109417480,The Ebonics Enigma: An analysis of attitudes on an urban college campus,56821C7E-1F2E-4078-BDAD-F0AB3B0D6472,Q18918145
Q109417483,"African American Religions, 1500–2000: Colonialism, Democracy, and Freedom",5EFE8BA7-C125-4FEA-B525-0D15C9C2AD32,Q18918145
Q109417487,"“Be Real Black for Me”: The Icon, Idol, and Incarnation of America’s First Black President",ED2AE0B7-8533-4AB7-A3CE-AF4E7C74C93C,Q18918145
Q109417489,“That’s Not How the Story Ends:” Vincent Harding’s Liberating Vision of African American Religious History,9B57EA73-EB67-422E-B061-D6352A529755,Q18918145
Q109417493,Women in Late Antiquity: Pagan and Christian Lifestyles. Gillian Clark,03170133-28B5-4702-A861-7E5602BBC74A,Q18918145
Q109417493,Women in Late Antiquity: Pagan and Christian Lifestyles. Gillian Clark,890ebf96-4e18-83b8-fa8b-94d3455af172,Q637866
Q109417495,"The New Moses: A Matthean Typology. Dale C. Allison, Jr.",8C6981DB-F363-4B36-8F5C-E8E0E95411DD,Q18918145
Q109417495,"The New Moses: A Matthean Typology. Dale C. Allison, Jr.",fc8b37a3-4549-6cac-8de4-07cfc6fecafe,Q637866
Q109417499,Dual Allegiance: Freud as a Modern Jew by Moshe Gresser,FF0B87BB-28DA-4F66-AE5C-4806F5A650E9,Q18918145
Q109417499,Dual Allegiance: Freud as a Modern Jew by Moshe Gresser,2b32a8a9-4bd2-3845-f068-a106540f494c,Q637866
Q109417501,The Jewish Novel in the Ancient World. Lawrence M. Wills,57EFBE43-B07A-45C9-A87E-771B807A56FA,Q18918145
Q109417501,The Jewish Novel in the Ancient World. Lawrence M. Wills,f65a70f0-4b05-50ed-289e-c9745c0a9454,Q637866
Q109417502,Vehicle for God: The Metaphorical Theology of Eberhard Jüngel. Roland Daniel Zimany,8D47D124-0BCD-4DCE-B456-EE6D6EEADC03,Q18918145
Q109417502,Vehicle for God: The Metaphorical Theology of Eberhard Jüngel. Roland Daniel Zimany,1c58a34b-4480-469a-1a0f-dfa578c4974b,Q637866
Q109417503,The Fourth Great Awakening and the Future of Egalitarianism. Robert William Fogel,EE8F7F33-83D7-47C7-8028-8745075177DE,Q18918145
Q109417503,The Fourth Great Awakening and the Future of Egalitarianism. Robert William Fogel,34e54d13-4295-10d8-7298-8f19cb39cf1e,Q637866
Q109417504,"The Ambiguous Infinite: Jüngel, Marion, and the God of Descartes",304C5BB2-7C6B-4200-B9EB-52C915E3FFC6,Q18918145
Q109417505,Jesus and the Politics of Interpretation. Elisabeth Schüssler Fiorenza,4748C16D-1C16-4DC0-B8A9-D5E63B415D68,Q18918145
Q109417505,Jesus and the Politics of Interpretation. Elisabeth Schüssler Fiorenza,857936e4-47c6-1a4c-53a3-2b08ea7c4499,Q637866
Q109417506,The Servant’s Tale: How Rebekah Found a Spouse,C761258F-7A63-4260-A10B-A6893C8D353D,Q18918145
Q109417507,"Mark Edmundson, . The Death of Sigmund Freud: The Legacy of His Last Days.",FAD4D8D7-E115-4E62-9F92-04BB719012E3,Q18918145
Q109417507,"Mark Edmundson, . The Death of Sigmund Freud: The Legacy of His Last Days.",881632a4-482b-47a5-7131-064834fd60ac,Q637866
Q109417509,"Hayes, Peter, and John K. Roth, eds. The Oxford Handbook of Holocaust Studies.",55C27A7A-3387-4BFD-A49B-76FD9D0814E2,Q18918145
Q109417509,"Hayes, Peter, and John K. Roth, eds. The Oxford Handbook of Holocaust Studies.",d4e8d2ac-4aeb-ad30-4aa4-76b17a73f127,Q637866
Q109417510,"Friends of the Unrighteous Mammon: Northern Christians and Market Capitalism, 1815–1860 by Stewart Davenport",DA06E336-D78D-4332-96D1-D870E9E917FD,Q18918145
Q109417511,Stefania Tutino . Thomas White and the Blackloists: Between Politics and Theology during the English Civil War,493DA95E-4775-4A26-BE30-CC1A4DC7734B,Q18918145
Q109417511,Stefania Tutino . Thomas White and the Blackloists: Between Politics and Theology during the English Civil War,da75a7c9-4c3b-caf6-6ba1-5418f59f8924,Q637866
Q109417512,Otto Maduro: In Remembrance and Celebration,413CADD0-D0CE-456A-BA83-B8C595CB83AE,Q18918145
Q109417513,Work and Faith in the Kentucky Coal Fields: Subject to Dust. By Richard J. Callahan Jr.,41E7F345-7E20-4157-9ACB-3E5AF5A04CC7,Q18918145
Q109417513,Work and Faith in the Kentucky Coal Fields: Subject to Dust. By Richard J. Callahan Jr.,657dc683-4f78-5533-f475-6cb3db8617b6,Q637866
Q109417514,To Serve the Living: Funeral Directors and the African American Way of Death. By Suzanne E. Smith.,A121F8FF-2226-41C4-B2C3-8CC413020B0E,Q18918145
Q109417514,To Serve the Living: Funeral Directors and the African American Way of Death. By Suzanne E. Smith.,0ed66af0-4db8-5581-3dd5-51bd608a503e,Q637866
Q109417515,Mau Mau in Harlem? The U.S. and the Liberation of Kenya,AF2F1FF4-9C3C-4C92-BCF7-C6D43393881C,Q18918145
Q109417515,Mau Mau in Harlem? The U.S. and the Liberation of Kenya,1339ef27-4511-8297-4c5c-8dc89a0c757d,Q637866
Q109417516,The Iconography of Malcolm X,3752f2de-4d24-669d-b03f-bea63f5d66c2,Q637866
Q109417516,The Iconography of Malcolm X,e1a4f1ce-4427-315c-f522-633aff7c8a68,Q18918145
Q109417517,America's Public Bible: Biblical Quotations in U.S. Newspapers,4F87BBCC-13F5-4631-A2DE-D233EEC4A3D1,Q18918145
Q109417518,New World A-Coming: Black Religion and Racial Identity during the Great Migration,84753900-DC9A-47CB-8283-4F1520D0F60E,Q18918145
Q109417519,Why Politics Needs Religion: The Place of Religious Arguments in the Public Square. By Brendan Sweetman.,EC3F54E7-0EDB-43CA-93D4-ACF81887E8B6,Q18918145
Q109417519,Why Politics Needs Religion: The Place of Religious Arguments in the Public Square. By Brendan Sweetman.,84e60f94-48d2-27d8-41ea-4a6eb8345058,Q637866
Q109417520,"In the Beginning Was the Word: The Bible in American Public Life, 1492-1783. By Mark A. Noll",5AB24718-8F88-4B0B-9616-958F5827B2D1,Q18918145
Q109417520,"In the Beginning Was the Word: The Bible in American Public Life, 1492-1783. By Mark A. Noll",4273c70a-413f-f53a-9ba1-e69dc44d472f,Q637866
Q109417521,"Where 'Difference is the Norm': Exploring Refugee Student Ethnic Identity Development, Acculturation, and Agency at Shaw Academy",DAAD8FEE-574C-449F-9BD7-951B3891CA46,Q18918145
Q109417523,Particularism and Universalism in the Sermon on the Mount: A Narrative-Critical Analysis of Matthew 5-7 in the Light of Matthew's View on Mission. By Boris Paschke,24F847A7-D499-44CB-B029-A4D14EFF1F53,Q18918145
Q109417523,Particularism and Universalism in the Sermon on the Mount: A Narrative-Critical Analysis of Matthew 5-7 in the Light of Matthew's View on Mission. By Boris Paschke,fe80e69f-4f81-23eb-8b26-8d5389e1b7bb,Q637866
Q109417524,Exploring Our Hebraic Heritage: A Christian Theology of Roots and Renewal. By Marvin R. Wilson,BE600A5E-D0D9-4D7B-98C7-37CBDD33698A,Q18918145
Q109417524,Exploring Our Hebraic Heritage: A Christian Theology of Roots and Renewal. By Marvin R. Wilson,a233b87b-4f7a-6472-01c4-afe6cd43dc6d,Q637866
Q109417525,A Paleontological View of Freud's Study of Religion: Unearthing the Leitfossil Curcumcision,76502584-1F15-429B-A40C-3C940A1B8C57,Q18918145
Q109417526,Atheist Jew or Atheist Jew: Freud’s Jewish Question and Ours,ACA7CED9-807F-4A77-B8D8-558246B9A31F,Q18918145
Q109417527,Godless Intellectuals? The Intellectual Pursuit of the Sacred Reinvented,95279319-82C0-4288-96EB-ACBDD81A8342,Q18918145
Q109417527,Godless Intellectuals? The Intellectual Pursuit of the Sacred Reinvented,aec86844-4ef5-4c52-24ad-ea5a221ebb03,Q637866
Q109417528,The Black Church Revisited: Toward a New Millennium DuBoisian Mode of Inquiry,C6D484D1-49E1-406A-8167-629F6A21CFAE,Q18918145
Q109417530,Towards a Religious History of the Black Atlantic: Charles H. Long's Significations and New World Slavery,20A0962D-9C94-4548-A4ED-93A6BD6B5729,Q18918145
Q109417531,"Identity Quests, Indebted Diversities, and Serving “The Church”: Living the Questions of Ministerial Formation",E779A7E5-7E12-4987-BADF-18F5120D4A5D,Q18918145
Q109417532,Surge of Piety: Norman Vincent Peale and the Remaking of American Religious Life. By Christopher Lane.,BAECD941-A995-4DF5-B5A0-1D6761148D7F,Q18918145
Q109417532,Surge of Piety: Norman Vincent Peale and the Remaking of American Religious Life. By Christopher Lane.,494c745a-4720-b55e-70ee-04f9d319fd06,Q637866
Q109417533,Teaching for Conflict Resolution: Metaethical Case Study Analysis as a Teaching Strategy,CC40F42E-D2D7-4AA8-9C58-E4F98DB81828,Q18918145
Q109417534,Responses to the AAR-Teagle White Paper: “The Religious Studies Major in a Post-9/11 World”,0BE24B7D-B778-4481-99F6-A3BA1D564A34,Q18918145
Q109417536,"On Being Heard but not Seen: Milbank and Lash on Aquinas, Analogy and Agnosticism",1526E174-BD5F-4E62-A3BE-AE12C7AA21E4,Q18918145
Q109417538,The New Spirituality: An Introduction to Progressive Belief in the Twenty-First Century - By Gordon Lynch,CF291937-4ABD-4832-9585-8C825ACED4C7,Q18918145
Q109417538,The New Spirituality: An Introduction to Progressive Belief in the Twenty-First Century - By Gordon Lynch,5f54e655-400d-6b11-4095-d3f353abaf1a,Q637866
Q109417539,Book Review: Black on the Block: The Politics of Race and Class in the City,C67785C9-5696-4F81-8D24-A7F346636E9B,Q18918145
Q109417540,Teaching to Transform: From Volatility to Solidarity in an Interdisciplinary Family Studies Classroom*,E7DCF770-5EA1-4C61-8759-D5B3D09122FD,Q18918145
Q109417541,Mothering While Imprisoned: The Effects of Family and Child Dynamics on Mothering Attitudes,3B4FA329-E836-45DF-8F9F-1B59263A1AA1,Q18918145
Q109417543,"Religion, Race, and Bridge Building in Economic Justice Coalitions",19611A15-B0A0-4E95-B777-B6770EE8B82F,Q18918145
Q109417545,Sex and Character: An Investigation of Fundamental Principles – By Otto Weininger,8A5DB946-70B1-4A82-874E-09179C079D47,Q18918145
Q109417545,Sex and Character: An Investigation of Fundamental Principles – By Otto Weininger,355394c0-4081-32b1-b9d0-e8adc79f558e,Q637866
Q109417546,The Evangelical Conversion Narrative: Spiritual Autobiography in Early Modern England - By D. Bruce Hindmarsh,171AFEE2-FFDC-42E3-89BE-C885DC6AB25F,Q18918145
Q109417546,The Evangelical Conversion Narrative: Spiritual Autobiography in Early Modern England - By D. Bruce Hindmarsh,1a334a5b-4ce0-4c0f-52bd-8f25c2b1aae0,Q637866
Q109417547,Invocation and Assent: The Making and Remaking of Trinitarian Theology – By Jason E. Vickers,195D211D-0A33-487C-9FC5-5FE4C3D22CE6,Q18918145
Q109417547,Invocation and Assent: The Making and Remaking of Trinitarian Theology – By Jason E. Vickers,1b02b543-4b9f-ded6-058d-a743a76e2fe0,Q637866
Q109417548,“The Passage from Mind to Heart is so Long …”: The Riddle of “Repetition” and Kierkegaard's Ontology of Agency,BB77C6D4-103B-40A4-982A-22D0FC37E3D9,Q18918145
Q109417550,"Improvising the Paradigms: Aquinas, Creation and the Eternal Ideas as Anti-Platonic Ontology",ACA100B7-6258-496B-99A0-2989CB287674,Q18918145
Q109417551,Chinese Megachurch Persecution: Application of an Indigenous Resource Framework,78BAEDA0-A519-4F0E-9DBF-33D5AFBDC3CB,Q18918145
Q109417552,Character Ethics and the Old Testament: Moral Dimensions of Scripture,D2B15A3F-6C72-4D85-95FB-47EA83138A4E,Q18918145
Q109417553,"Second Temple Judaism, Jesus, and Women Yeast of Eden",73D27164-9B51-4B37-B482-49EDCE015B22,Q18918145
Q109417554,The Emerging Project of Asian Biblical Hermeneutics: Reading Asian Readers,69B9A16F-EA1D-4423-8A66-EADC9981AE1F,Q18918145
Q109417556,Postcolonialism and Comparative Analysis in Biblical Studies,DE430B52-4C0B-4273-87D9-9CBD23899A08,Q18918145
Q109417557,Text Critical Notes on 4QJoba,88C13FF4-10CD-4994-9E7B-761C8DCBFAF5,Q18918145
Q109417559,En Jeu: Lincoln Logs or Pick-up Sticks,255D714B-176A-4C3B-B69A-121D15D1A100,Q18918145
Q109417560,Table Dancing in an Opium Den: Marx’s Conjuration of Criticism out of “Criticism of Religion” in 1844,2BA2FB2D-A812-4A9A-B46D-326781C8D397,Q18918145
Q109417562,"Book Review: Let Justice Roll Down: The Old Testament, Ethics, and Christian Life",12A127B1-88E4-4F36-9888-013EE3C8DDAF,Q18918145
Q109417562,"Book Review: Let Justice Roll Down: The Old Testament, Ethics, and Christian Life",39bceb5b-47c7-8da3-0769-f5976c17fbc3,Q637866
Q109417563,Theology when Everything is Out of Control,43A038A8-1DAC-42E4-BDB1-A7DAB934035D,Q18918145
Q109417564,"Book Review: Lament: Reclaiming Practices in Pulpit, Pew, and Public Square",842E3F85-B67C-4837-97B4-BFAA9828313B,Q18918145
Q109417566,Book Review: Transforming Spirituality: Integrating Theology and Psychology,7B2CCE4F-9954-404E-BC90-CF03CDDBAB6C,Q18918145
Q109417566,Book Review: Transforming Spirituality: Integrating Theology and Psychology,72433fda-42b8-dc19-3749-a7b761cb8a30,Q637866
Q109417570,Book Review: Global Neighbors: Christian Faith and Moral Obligation in Today's Economy,A1EC3BE4-4333-4C8C-99A3-AFC37F5FD2B6,Q18918145
Q109417570,Book Review: Global Neighbors: Christian Faith and Moral Obligation in Today's Economy,fb7d8599-48cb-0b29-fbba-5e245ac947b2,Q637866
Q109417573,Book Review: Who Is Jesus Christ for Us Today? Pathways to Contemporary Christology,32E90363-4391-4B95-802B-90D4A8FB7836,Q18918145
Q109417573,Book Review: Who Is Jesus Christ for Us Today? Pathways to Contemporary Christology,85fc6c5e-4733-e0f7-48c9-d84e242cd5e0,Q637866
Q109417576,Book Review: Atheist Delusions: The Christian Revolution and its Fashionable Enemies,1AC4EA08-AF80-4213-ACA2-C2BC5EC47DDC,Q18918145
Q109417576,Book Review: Atheist Delusions: The Christian Revolution and its Fashionable Enemies,feadffa9-443d-6d4d-ae25-c77a8735bbd1,Q637866
Q109417578,The Peril of Usury in the Christian Tradition,B431B650-CBAC-43C6-A087-800A6365001D,Q18918145
Q109417582,Perspectives on Aging and the Elderly in the Hebrew Bible,6B07399E-2A86-408B-B9E5-FD505DADE30C,Q18918145
Q109417585,Luke and the Jewish Religion,039EE7D1-9E26-4FC7-BFE9-709D74B57D4C,Q18918145
Q109417589,Isaiah’s Suffering Servant: Before and After Christianity,A14CBCBA-2B46-4EC4-8691-E0A66F2C2140,Q18918145
Q109417591,"Book Review: God, Marx, and the Future",BF286298-934C-4FD1-B3E6-CCDD13E1DD0E,Q18918145
Q109417591,"Book Review: God, Marx, and the Future",dc5eb7a1-4029-6f30-fd7f-4111438d56d1,Q637866
Q109417594,Book Review: A Handbook For The Church,FC4AEC65-36ED-4DC5-AF7B-DF8924C55E77,Q18918145
Q109417598,The Significance of Social Location in Reading John's Story,66C29266-807D-4F6E-8ECF-323ADDD79307,Q18918145
Q109417602,Reconceiving Infertility: Biblical Perspectives on Procreation and Childlessness,82A1ABFD-2192-493F-B87F-8C1AB2C5D88A,Q18918145
Q109417604,"Subverting Forced Identities, Violent Acts, and the Narrativity of Race",26E5A0C0-D984-4AAA-9CD3-7C18A4F9C965,Q18918145
Q109417608,The Significance of Body and Resurrection in the Roman Catholic Order of Christian Funerals,C3F3EF7F-29DC-404F-8E07-0A85FF14E5BB,Q18918145
Q109417611,Holy Communion as Public Act: Ethics and Liturgical Participation,1ACDCA46-EE83-43FA-B017-ACA798AD70AF,Q18918145
Q109417615,Baptism and Identity Formation: Convergences in Ritual and Ethical Perspectives a Dialogue,24BE5973-6FEB-475B-BD64-31E42DFA0A26,Q18918145
Q109417618,"Models of Liturgical Memory: Mystical-Political Dimensions, Mythic-Historic Tensions",0568CD83-1F97-4735-B7E8-A8079D12EBAD,Q18918145
Q109417620,"Book Review: An Ethics of Remembering: History, Heterology, and the Nameless others",0897CB2F-21E4-4BBB-9E35-4515A7D41D61,Q18918145
Q109417623,Book Review: Justification: The Heart of the Christian Faith,948FF36A-E7DE-44FB-AC9E-50F067FAD87A,Q18918145
Q109417623,Book Review: Justification: The Heart of the Christian Faith,37613686-455b-e454-d214-bb662fbfdaea,Q637866
Q109417627,Book Review: Power and the Spirit of God: Toward an Experience-Based Pneumatology,3E618B63-3151-4E63-977E-59D00A85E9CC,Q18918145
Q109417627,Book Review: Power and the Spirit of God: Toward an Experience-Based Pneumatology,40342135-4940-d374-f293-24ea0510e328,Q637866
Q109417630,Book Review: The Eucharistic Liturgies: Their Evolution and Interpretation,760C1D72-B0B9-4AED-8D5A-947DB2536885,Q18918145
Q109417630,Book Review: The Eucharistic Liturgies: Their Evolution and Interpretation,daaa32ef-4fe7-7b99-028c-b52267abef8c,Q637866
Q109417636,Book Review: A Priestly People: Baptismal Priesthood and Priestly Ministry. By Jean-Pierre Torrell. Translated from the French by Peter Heinegg,DB7D408E-FF8B-4BCB-A146-96126D4B7E95,Q18918145
Q109417636,Book Review: A Priestly People: Baptismal Priesthood and Priestly Ministry. By Jean-Pierre Torrell. Translated from the French by Peter Heinegg,05a21e3e-4f21-60ef-06b0-8317300ccdf8,Q637866
Q109417639,"Sign of Reconciliation and Conversion? Differing Views of Power—Ecclesial, Sacramental, Anthropological—among Hierarchy and Laity",E9906698-8552-446D-9C5D-AEAC973C74DC,Q18918145
Q109417641,Book Review: Hope in Action: Subversive Eschatology in the Theology of Edward Schillebeeckx and Johann Baptist Metz. By Steven M. Rodenborn,9904B6F1-37D6-478C-A94E-251C4A3C3933,Q18918145
Q109417641,Book Review: Hope in Action: Subversive Eschatology in the Theology of Edward Schillebeeckx and Johann Baptist Metz. By Steven M. Rodenborn,51c71afd-41dd-d112-1926-0e3b521684b2,Q637866
Q109417642,"Book Review: Feet Rooted, Hearts Radiant, Minds Raised: Living Sacraments in India. By Francis Gonsalves, SJ",62A584BC-9F43-400F-90CA-A1AFF710383C,Q18918145
Q109417642,"Book Review: Feet Rooted, Hearts Radiant, Minds Raised: Living Sacraments in India. By Francis Gonsalves, SJ",9940775b-4a15-c80e-90c5-5a6e967e0bd0,Q637866
Q109417643,"The Creature Makes Itself: Aquinas, the De-idealization of the Eternal Ideas, and the Fate of the Individual",9DA7C7BA-18C4-40B4-98C6-8C6598B8FA65,Q18918145
Q109417644,"Book Review: From Passion to Paschal Mystery: A Recent Magisterial Development concerning the Christological Foundation of the Sacraments. By Dominic M. Langevin, OP",DEC842BF-901C-4733-8388-129F9C4193F6,Q18918145
Q109417644,"Book Review: From Passion to Paschal Mystery: A Recent Magisterial Development concerning the Christological Foundation of the Sacraments. By Dominic M. Langevin, OP",f35fcdf5-46af-c140-5466-ecc81f4729c2,Q637866
Q109417645,"Book Review: Snodgrass, Klyne R.: Stories with Intent",7A9AF2EC-A851-4015-89FF-61C04FFA48EC,Q18918145
Q109417645,"Book Review: Snodgrass, Klyne R.: Stories with Intent",6014efcb-419a-a894-5762-b692620811c6,Q637866
Q109417646,Book Review: The Oxford Handbook of Sacramental Theology By Hans Boersma and Matthew Levering (eds.),3261B0B6-5162-48EF-B9FF-E9CA96E5ABD1,Q18918145
Q109417646,Book Review: The Oxford Handbook of Sacramental Theology By Hans Boersma and Matthew Levering (eds.),0e5c82d4-437e-a5c5-1f12-abb5403417e6,Q637866
Q109417647,Eberhard Jüngel on the Structure of Theology,E27BF9E0-6332-48A0-8EDD-D54D1465C054,Q18918145
Q109417648,The Market Economy and Christian Ethics By Peter H. Sedgwick,CD15F708-3849-4E1D-85E5-9F897338A04A,Q18918145
Q109417648,The Market Economy and Christian Ethics By Peter H. Sedgwick,d4acb118-41d1-06b1-e348-aa09ce3757ff,Q637866
Q109417650,Cross Talk: Preaching Redemption Here and Now: Sally Brown,F0153E99-3581-4450-82F9-499803D20DBF,Q18918145
Q109417651,Elihu's revelation,147F8E25-041F-4407-8A7F-034485FA89AA,Q18918145
Q109417652,The Church and the Crisis of Community: A Practical Theology of Small-Group Ministry by Theresa F. Latini,12D6DB85-FDEE-4011-9975-9CFEB1683F6D,Q18918145
Q109417652,The Church and the Crisis of Community: A Practical Theology of Small-Group Ministry by Theresa F. Latini,c4ebd52e-4582-1da2-a729-cd6a77764cad,Q637866
Q109417653,The Creative Suffering of God by Paul S.,88D39395-58C4-4498-A8EC-DAC471AB73F2,Q18918145
Q109417653,The Creative Suffering of God by Paul S.,17226ec4-4563-2be6-ea8b-eeb50889b254,Q637866
Q109417654,The Amnesty of Grace: Justification by Faith from a Latin American Perspective; By Elsa Tamez; Translated by Sharon H. Ringe.,EEA2A31E-7488-4F65-9CDC-1B3ECC496461,Q18918145
Q109417654,The Amnesty of Grace: Justification by Faith from a Latin American Perspective; By Elsa Tamez; Translated by Sharon H. Ringe.,d17b96e2-4f14-cfcb-8c88-8934a785a314,Q637866
Q109417655,Jesus in the Power of the Spirit: By C. S. Song,8405099B-5E2A-4674-B257-C5A9C134BB77,Q18918145
Q109417655,Jesus in the Power of the Spirit: By C. S. Song,e4645ab1-4470-542b-9f03-4d6dc9529ddb,Q637866
Q109417657,Behind the Stained Glass Windows: Money Dynamics in the Church by John and Sylvia Ronsvalle,CFE581A3-C51B-4717-9E79-58D61D3976E3,Q18918145
Q109417657,Behind the Stained Glass Windows: Money Dynamics in the Church by John and Sylvia Ronsvalle,de8f61c2-47a5-0487-04e5-4f654074613b,Q637866
Q109417658,Notes Toward Refining the Postcolonial Optic,7F8A3986-E522-4651-B887-AA85762970C2,Q18918145
Q109417659,Exiles in a Foreign Land,16A5A1C7-28CE-4316-88D6-20FE335D0A38,Q18918145
Q109417660,Poetic Closure in Job: The First Cycle,4ABF179B-5BE5-4C10-B005-24BA791E62F1,Q18918145
Q109417661,Ruth III: a Response,E209687B-996E-4F6E-965C-4D9ECAC29D08,Q18918145
Q109417662,The Issue of Ge'Ullah in rUth,03358A5F-0D7B-4DE3-B5A8-5B1D9BC7EE78,Q18918145
Q109417663,On Choosing Models for Recreating Israelite Pre-Monarchic History,7026C771-CB6F-40FE-98E2-2955E7FCB796,Q18918145
Q109417664,Panel Response to Marcella Althaus-Reid's Indecent Theology,601A9943-ABEA-4E39-A2E6-9AA0266C218B,Q18918145
Q109417665,Mujerista Theology: Biblical Interpretation and Political Theology,437A3439-1BB2-480B-A29E-8F67577D4DDC,Q18918145
Q109417666,"Book Review: Black Citymakers: How the Philadelphia Negro Changed Urban America, edited by Marcus Anthony Hunter",1D7C033D-97D0-41D8-824B-367F58CEC3D3,Q18918145
Q109417666,"Book Review: Black Citymakers: How the Philadelphia Negro Changed Urban America, edited by Marcus Anthony Hunter",4dd933aa-4377-935e-06aa-b819a30db38d,Q637866
Q109417667,Between Jim Crow and the Swastika,65C88468-9BFC-468E-900C-FBCB00053999,Q18918145
Q109417668,Recovering Grief in the Age of Grief Recovery,4BEC1489-6628-46D7-BD5D-319C27B0D508,Q18918145
Q109417669,Reclaiming Caritas in a Hyper-masculine World,25A8C324-D73A-44D9-ACF9-871EEB18D23D,Q18918145
Q109417670,Hegel's Self-Conscious Woman,62C3942B-FC8E-4C8A-8EDE-9D4D7C4F101E,Q18918145
