accession_number,locale,description,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
2000.110,und,ਲ,0.7734375,0.8875,0.3145833333333333,0.4395833333333333,495,568,151,211
2000.110,,ਲ,0.7734375,0.8875,0.31875,0.4354166666666667,495,568,153,209
2000.112,und,100,0.3472998137802607,0.6834264432029795,0.393,0.809,373,734,393,809
2000.112,,100,0.37337057728119183,0.6582867783985102,0.393,0.809,401,707,393,809
2000.119,en,"STORE
PMS",0.689,0.904,0.5561475409836065,0.9815573770491803,689,904,1357,2395
2000.119,,STORE,0.905,0.866,0.9762295081967213,0.978688524590164,905,866,2382,2388
2000.119,,PMS,0.741,0.69,0.5639344262295082,0.5676229508196722,741,690,1376,1385
2001.002,zh,"CO
年三月十音敬",0.4654471544715447,0.7113821138211383,0.17615176151761516,0.8265582655826558,229,350,65,305
2001.002,,CO,0.5873983739837398,0.46747967479674796,0.1951219512195122,0.3794037940379404,289,230,72,140
2001.002,,年,0.6707317073170732,0.7012195121951219,0.36585365853658536,0.44173441734417346,330,345,135,163
2001.002,,三月,0.6605691056910569,0.6829268292682927,0.43902439024390244,0.5745257452574526,325,336,162,212
2001.002,,十,0.6402439024390244,0.6686991869918699,0.5718157181571816,0.6558265582655827,315,329,211,242
2001.002,,音,0.6321138211382114,0.6585365853658537,0.6395663956639567,0.7425474254742548,311,324,236,274
2001.002,,敬,0.6178861788617886,0.6463414634146342,0.7344173441734417,0.8265582655826558,304,318,271,305
2002.006,und,"参十三相
如
袁永東间
ここのいるんちの
風
ghen
明湖北年九月十六日站
. 台大日出版
印制藥發行着
DURH
細岛氣者
EN
#",0.695,0.917,0.10082872928176796,0.9723756906077348,695,917,146,1408
2002.006,,参,0.879,0.914,0.13950276243093923,0.17334254143646408,879,914,202,251
2002.006,,十三,0.88,0.916,0.1781767955801105,0.2265193370165746,880,916,258,328
2002.006,,相,0.882,0.917,0.24102209944751382,0.2596685082872928,882,917,349,376
2002.006,,如,0.814,0.841,0.10082872928176796,0.12845303867403315,814,841,146,186
2002.006,,袁永東,0.759,0.785,0.10497237569060773,0.18162983425414364,759,785,152,263
2002.006,,间,0.759,0.785,0.17955801104972377,0.20165745856353592,759,785,260,292
2002.006,,ここ,0.731,0.748,0.10566298342541436,0.11740331491712708,731,748,153,170
2002.006,,の,0.731,0.748,0.12085635359116022,0.1298342541436464,731,748,175,188
2002.006,,いるんち,0.731,0.748,0.13604972375690608,0.19060773480662985,731,748,197,276
2002.006,,の,0.731,0.748,0.19060773480662985,0.2037292817679558,731,748,276,295
2002.006,,風,0.696,0.723,0.1464088397790055,0.17748618784530387,696,723,212,257
2002.006,,ghen,0.819,0.805,0.14917127071823205,0.19060773480662985,819,805,216,276
2002.006,,明,0.876,0.89,0.38812154696132595,0.39848066298342544,876,890,562,577
2002.006,,湖北,0.876,0.89,0.39640883977900554,0.4102209944751381,876,890,574,594
2002.006,,年,0.876,0.89,0.4095303867403315,0.4164364640883978,876,890,593,603
2002.006,,九月,0.876,0.89,0.4191988950276243,0.43162983425414364,876,890,607,625
