accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
2000.112,Vase,0.8575427,0.05711624,0.9415984,0.051147074,0.91285586,61,1011,51,913
2000.113,Bowl,0.902907,0.06359228,0.92572314,0.18538111,0.917646,27,400,53,263
2000.114,Stool,0.81579256,0.04080802,0.9073844,0.091312945,0.9442079,41,906,94,971
2000.115,Sculpture,0.8170745,0.26660737,0.722481,0.021246659,0.95784664,267,722,32,1437
2000.117,Lighting,0.8815457,0.059065323,0.9447946,0.17341049,0.9132497,89,1421,173,913
2000.119,Animal,0.7556558,0.36426377,0.9955643,0.37847832,0.8838892,364,996,923,2157
2000.119,Person,0.70277107,0.34314772,0.99286115,0.3771973,0.8745844,343,993,920,2134
2000.119,Animal,0.5804264,0.005278291,0.466007,0.04781547,0.8031443,5,466,117,1960
2001.001,Sculpture,0.6756438,0.28691214,0.87977,0.024514297,0.9554847,430,1320,25,955
2001.002,Food,0.5672526,0.2515225,0.82366896,0.072250195,0.8456487,124,405,27,312
2001.004,Tableware,0.6565461,0.13929604,0.8924834,0.0019195328,0.9939561,60,386,1,322
2001.004,Ball,0.53532624,0.86405534,0.99734855,0.4903412,0.6920817,373,431,159,224
2001.005,Sculpture,0.7553897,0.055893872,0.93355983,0.07487608,0.97687197,56,934,106,1387
2001.161,Tableware,0.90970874,0.03681807,0.963985,0.057777558,0.95358557,13,340,21,343
2001.162,Vase,0.7955866,0.11262423,0.8928695,0.10335841,0.90527266,113,893,155,1362
"2001.163a,b",Sculpture,0.85382867,0.5757256,0.8072364,0.053581025,0.95408577,864,1211,54,954
"2001.163a,b",Sculpture,0.85271,0.22629416,0.45569482,0.078949906,0.95512336,339,684,79,955
2001.165,Bust,0.8204321,0.21155351,0.8128207,0.11694014,0.7319252,212,813,176,1101
2002.006,Person,0.5899742,0.10756886,0.9724013,0.09346261,0.9962459,108,972,135,1443
2002.006,Pillow,0.50358725,0.10103584,0.9786589,0.055606287,0.9973958,101,979,81,1444
2002.007,Scarf,0.82921606,0.006901543,0.9034557,0.13145697,0.9866268,5,656,276,2073
2002.007,Hat,0.6180102,0.051072314,0.91932034,0.019432671,0.2513399,37,667,41,528
2002.007,Person,0.5355261,0.0,0.8886731,0.055621415,0.99739575,0,645,117,2096
2002.009,Hat,0.63102716,0.002245702,0.9972612,0.018130202,0.9880092,2,997,25,1379
2002.009,Animal,0.61300313,0.5587508,0.7198642,0.645037,0.7141177,559,720,900,997
2002.012,Animal,0.6498306,0.55853456,0.6661421,0.7887626,0.89020467,558,665,954,1077
2002.012,Hat,0.54533637,0.0029179265,0.9973958,0.008588866,0.99173427,3,996,10,1200
2002.017,Person,0.76345533,0.39890012,0.6273168,0.20868033,0.59598404,303,476,199,570
2002.017,Person,0.68851066,0.5563823,0.8171566,0.65287316,0.8753526,422,620,624,837
2002.017,Animal,0.6577501,0.18045706,0.43146372,0.6424482,0.8777899,137,327,614,839
2002.017,Animal,0.61842877,0.41329893,0.5709142,0.7357528,0.85126233,314,433,703,814
2002.017,Person,0.6112902,0.22122812,0.32889086,0.29728177,0.46737787,168,250,284,447
2002.017,Person,0.5664613,0.1054477,0.21623696,0.49432918,0.6207789,80,164,473,593
2002.017,Clothing,0.5425751,0.4094249,0.62385076,0.2248485,0.59783226,311,474,215,572
2002.017,Picture frame,0.51524585,0.05754505,0.9110388,0.022740118,0.9390209,44,691,22,898
2002.017,Person,0.5047223,0.107678115,0.22913915,0.30009452,0.48512658,82,174,287,464
2002.017,Person,0.5028882,0.7522433,0.8814843,0.5189832,0.6688862,571,669,496,639
2002.018,Person,0.7383918,0.40184405,0.6172169,0.2598277,0.6195903,305,468,248,592
2002.018,Person,0.7379731,0.5952507,0.72596693,0.6874941,0.866496,452,551,657,828
2002.018,Person,0.6725804,0.2659355,0.40454015,0.69925356,0.82601076,202,307,668,790
2002.018,Clothing,0.6449307,0.60684496,0.7295111,0.70815825,0.8313997,461,554,677,795
2002.018,Clothing,0.6447247,0.39868295,0.58110523,0.29622567,0.60746795,303,441,283,581
2002.018,Animal,0.61437255,0.123399526,0.2303319,0.18410969,0.28237784,94,175,176,270
2002.018,Animal,0.61317235,0.7489447,0.8754212,0.29766914,0.49889803,568,664,285,477
2002.018,Animal,0.6120563,0.76974225,0.8667576,0.18181409,0.2920481,584,658,174,279
2002.018,Animal,0.59552556,0.22306657,0.32012174,0.1702152,0.28780606,169,243,163,275
2002.018,Animal,0.5930595,0.09854635,0.2564989,0.26787418,0.51139265,75,195,256,489
2002.019,Person,0.71967965,0.70461226,0.8710421,0.5397598,0.7724395,521,645,516,738
2002.019,Person,0.6979063,0.41213143,0.5985325,0.21783537,0.5937898,305,443,208,568
2002.019,Clothing,0.6109622,0.7485947,0.8628826,0.58772755,0.7384873,554,639,562,706
2002.019,Person,0.60773265,0.13296248,0.36114863,0.47439268,0.78375,98,267,454,749
2002.019,Animal,0.60359406,0.74816966,0.86084867,0.5860794,0.74149626,554,637,560,709
2002.019,Person,0.5891245,0.45200935,0.5881471,0.7955246,0.8884185,334,435,761,849
2002.019,Animal,0.5702404,0.45581666,0.5807939,0.79326755,0.8864134,337,430,758,847
2002.019,Animal,0.5677921,0.22527717,0.4215244,0.79820967,0.8882546,167,312,763,849
2002.019,Animal,0.5665079,0.5727373,0.72942597,0.80437946,0.88645357,424,540,769,847
2002.020,Person,0.7435661,0.4244511,0.62432164,0.2416643,0.6245143,326,479,238,615
2002.020,Person,0.663217,0.66855913,0.8596239,0.38493368,0.73491055,513,660,379,723
2002.020,Picture frame,0.6503349,0.057519812,0.9469884,0.04228242,0.98513955,44,727,42,969
2002.020,Animal,0.59018683,0.16965288,0.4008889,0.3725008,0.6895134,130,308,367,678
2002.021,Person,0.62423986,0.41017905,0.6069338,0.24422188,0.61457306,327,483,243,610
2002.021,Animal,0.6236582,0.4111036,0.5870258,0.6814061,0.78147054,327,467,677,776
2002.021,Animal,0.61427003,0.42921755,0.56743336,0.8009576,0.88734704,342,452,795,881
2002.021,Animal,0.5717699,0.1875196,0.3021843,0.6044786,0.6855581,149,241,600,681
2002.022,Person,0.76319754,0.30853915,0.48894632,0.6825628,0.90547186,234,371,653,866
2002.022,Animal,0.7396122,0.64908767,0.7825416,0.48718762,0.65728456,493,594,466,628
2002.022,Animal,0.7060987,0.76133895,0.8772829,0.52847826,0.6727393,578,666,505,643
2002.022,Animal,0.67825633,0.74074787,0.87208915,0.3960496,0.5492415,562,662,379,525
