accession_number,mid,description,score,topicality
1992.313,/m/0jjw,Art,0.8355397,0.8355397
1992.313,/m/03r_vp,Adaptation,0.7925007,0.7925007
1992.313,/m/05qdh,Painting,0.7799343,0.7799343
1992.313,/m/0d9wj,Urban design,0.76428324,0.76428324
1992.313,/m/030zfn,Parallel,0.7388722,0.7388722
1992.313,/m/02csf,Drawing,0.7025772,0.7025772
1992.313,/m/01kr8f,Illustration,0.70198035,0.70198035
1992.313,/m/078hm,Slope,0.66409445,0.66409445
1992.313,/m/0p9xx,Visual arts,0.62965125,0.62965125
1992.313,/m/025s3q0,Landscape,0.62512845,0.62512845
1992.314,/m/03scnj,Line,0.8185777,0.8185777
1992.314,/m/0jjw,Art,0.80213624,0.80213624
1992.314,/m/01kr8f,Illustration,0.70389396,0.70389396
1992.314,/m/02csf,Drawing,0.6856798,0.6856798
1992.314,/m/05qdh,Painting,0.6678846,0.6678846
1992.314,/m/03g3w,History,0.66682535,0.66682535
1992.314,/m/0h8p59j,Paper product,0.6429622,0.6429622
1992.314,/m/03gq5hm,Font,0.6333266,0.6333266
1992.314,/m/065zs54,Holy places,0.5964736,0.5964736
1992.314,/m/0p9xx,Visual arts,0.5830703,0.5830703
1992.315,/m/05nnm,Organism,0.8605523,0.8605523
1992.315,/m/0jjw,Art,0.8046256,0.8046256
1992.315,/m/03r_vp,Adaptation,0.7920873,0.7920873
1992.315,/m/09d_r,Mountain,0.75600827,0.75600827
1992.315,/m/05qdh,Painting,0.7437041,0.7437041
1992.315,/m/04_tb,Map,0.72555906,0.72555906
1992.315,/m/03gq5hm,Font,0.7211195,0.7211195
1992.315,/m/01kr8f,Illustration,0.71182215,0.71182215
1992.315,/m/078hm,Slope,0.69615823,0.69615823
1992.315,/m/02csf,Drawing,0.6882565,0.6882565
1992.316,/m/0jjw,Art,0.820849,0.820849
1992.316,/m/03r_vp,Adaptation,0.79274315,0.79274315
1992.316,/m/03gq5hm,Font,0.7355844,0.7355844
1992.316,/m/01kr8f,Illustration,0.71314,0.71314
1992.316,/m/02csf,Drawing,0.6981079,0.6981079
1992.316,/m/03g3w,History,0.66701627,0.66701627
1992.316,/m/0h8p59j,Paper product,0.646757,0.646757
1992.316,/m/03jm5,House,0.61687255,0.61687255
1992.316,/m/0j62f,Rectangle,0.6111403,0.6111403
1992.316,/m/0641k,Paper,0.60928077,0.60928077
1992.317,/m/0jjw,Art,0.8191259,0.8191259
1992.317,/m/03gq5hm,Font,0.7827331,0.7827331
1992.317,/m/01kr8f,Illustration,0.72094154,0.72094154
1992.317,/m/030zfn,Parallel,0.70742446,0.70742446
1992.317,/m/0j62f,Rectangle,0.707381,0.707381
1992.317,/m/02csf,Drawing,0.67379975,0.67379975
1992.317,/m/0h8p59j,Paper product,0.67354345,0.67354345
1992.317,/m/0641k,Paper,0.6418049,0.6418049
1992.317,/m/0p9xx,Visual arts,0.64095783,0.64095783
1992.317,/m/03g3w,History,0.5982783,0.5982783
1992.318,/m/0jjw,Art,0.80672663,0.80672663
1992.318,/m/01kr8f,Illustration,0.7049633,0.7049633
1992.318,/m/0d9wj,Urban design,0.6803267,0.6803267
1992.318,/m/02csf,Drawing,0.620066,0.620066
1992.318,/m/0p9xx,Visual arts,0.595529,0.595529
1992.318,/m/05qdh,Painting,0.59333545,0.59333545
1992.318,/m/0dw9f6,Creative arts,0.5921372,0.5921372
1992.318,/m/0hwky,Pattern,0.59095424,0.59095424
1992.318,/m/03g3w,History,0.58921546,0.58921546
1992.318,/m/0bp7w,Printmaking,0.5772741,0.5772741
1992.319,/m/0215n,Cartoon,0.88034207,0.88034207
1992.319,/m/03gq5hm,Font,0.84720844,0.84720844
1992.319,/m/03scnj,Line,0.8237602,0.8237602
1992.319,/m/0jjw,Art,0.7912411,0.7912411
1992.319,/m/01kr8f,Illustration,0.68855464,0.68855464
1992.319,/m/0j62f,Rectangle,0.68821067,0.68821067
1992.319,/m/01h1dd,Publication,0.6683681,0.6683681
1992.319,/m/02csf,Drawing,0.6236235,0.6236235
1992.319,/m/021sdg,Graphics,0.5761636,0.5761636
1992.319,/m/02xlf,Fiction,0.5670872,0.5670872
1992.320,/m/05nnm,Organism,0.8583173,0.8583173
1992.320,/m/0jjw,Art,0.8272473,0.8272473
1992.320,/m/07j7r,Tree,0.8114443,0.8114443
1992.320,/m/05s2s,Plant,0.73628473,0.73628473
1992.320,/m/03gq5hm,Font,0.7018738,0.7018738
1992.320,/m/05qdh,Painting,0.6999579,0.6999579
1992.320,/m/01kr8f,Illustration,0.659317,0.659317
1992.320,/m/0dw9f6,Creative arts,0.6073074,0.6073074
1992.320,/m/02csf,Drawing,0.57724494,0.57724494
1992.320,/m/03g3w,History,0.5290853,0.5290853
1992.321,/m/05nnm,Organism,0.8549143,0.8549143
1992.321,/m/0jjw,Art,0.7960285,0.7960285
1992.321,/m/03gq5hm,Font,0.78445584,0.78445584
1992.321,/m/0d9wj,Urban design,0.759453,0.759453
1992.321,/m/0838f,Water,0.70509166,0.70509166
1992.321,/m/07j7r,Tree,0.6862691,0.6862691
1992.321,/m/02cwm,Design,0.683226,0.683226
1992.321,/m/01kr8f,Illustration,0.6575666,0.6575666
1992.321,/m/02csf,Drawing,0.6010857,0.6010857
1992.321,/m/04g3r,Leisure,0.596956,0.596956
1992.322,/m/05nnm,Organism,0.85891193,0.85891193
1992.322,/m/03scnj,Line,0.82258356,0.82258356
1992.322,/m/0jjw,Art,0.81845427,0.81845427
1992.322,/m/01n5jq,Poster,0.78881186,0.78881186
1992.322,/m/03gq5hm,Font,0.7605895,0.7605895
1992.322,/m/01kr8f,Illustration,0.73210055,0.73210055
1992.322,/m/05qdh,Painting,0.7228384,0.7228384
1992.322,/m/03g3w,History,0.67237014,0.67237014
1992.322,/m/0h8p59j,Paper product,0.6215678,0.6215678
1992.322,/m/02csf,Drawing,0.5952808,0.5952808
1992.325,/m/05nnm,Organism,0.86109495,0.86109495
1992.325,/m/0jjw,Art,0.78401214,0.78401214
1992.325,/m/03gq5hm,Font,0.73934174,0.73934174
1992.325,/m/01kr8f,Illustration,0.7204864,0.7204864
1992.325,/m/0dw9f6,Creative arts,0.6505495,0.6505495
1992.325,/m/02csf,Drawing,0.6485459,0.6485459
1992.325,/m/07j7r,Tree,0.5292516,0.5292516
1992.325,/m/05qdh,Painting,0.5237331,0.5237331
1992.326,/m/03gq5hm,Font,0.8082088,0.8082088
1992.326,/m/0j62f,Rectangle,0.7867197,0.7867197
1992.326,/m/0jjw,Art,0.78381735,0.78381735
1992.326,/m/01kr8f,Illustration,0.70592725,0.70592725
1992.326,/m/03g3w,History,0.68682665,0.68682665
1992.326,/m/02csf,Drawing,0.6502155,0.6502155
1992.326,/m/0h8p59j,Paper product,0.57710814,0.57710814
1992.326,/m/05qdh,Painting,0.5669663,0.5669663
1992.326,/m/02xlf,Fiction,0.56312776,0.56312776
