qid,artistLabel,birthdate,deathdate,sexgender,ulan,birthplace,birthLabel,citizenship,citizenLabel
Q5577,Salvador Dalí,1904-05-11T00:00:00Z,1989-01-23T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500009365,http://www.wikidata.org/entity/Q6839,Figueres,http://www.wikidata.org/entity/Q29,Spain
Q56099,James Lavadour,1951-07-18T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500127002,http://www.wikidata.org/entity/Q944507,Pendleton,http://www.wikidata.org/entity/Q30,United States of America
Q46139,Man Ray,1890-08-27T00:00:00Z,1976-11-18T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500015030,http://www.wikidata.org/entity/Q1345,Philadelphia,http://www.wikidata.org/entity/Q30,United States of America
Q64633,George Peter Alexander Healy,1813-07-15T00:00:00Z,1894-06-24T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500022150,http://www.wikidata.org/entity/Q100,Boston,http://www.wikidata.org/entity/Q30,United States of America
Q105090652,Alexandra Janezic,1988-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q982388,Orange,http://www.wikidata.org/entity/Q30,United States of America
Q105090685,Katherine J. Fries,,,http://www.wikidata.org/entity/Q6581072,,http://www.wikidata.org/entity/Q28260,Lincoln,http://www.wikidata.org/entity/Q30,United States of America
Q105090682,Tim Hooper,,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q23197,Nashville,http://www.wikidata.org/entity/Q30,United States of America
Q105090674,Gigi Aramescu,1910-01-01T00:00:00Z,1994-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581072,,http://www.wikidata.org/entity/Q170996,Galați,http://www.wikidata.org/entity/Q30,United States of America
Q105090649,Annie Herlocker,1982-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581072,,http://www.wikidata.org/entity/Q6346,Indianapolis,http://www.wikidata.org/entity/Q30,United States of America
Q105090694,Scott Russell,,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q490385,Bloomington,http://www.wikidata.org/entity/Q30,United States of America
Q105090679,Louise De Gignilliet Rogers,,,http://www.wikidata.org/entity/Q6581072,,http://www.wikidata.org/entity/Q219656,Macon,http://www.wikidata.org/entity/Q30,United States of America
Q105090658,Levi Sherman,1990-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q5083,Seattle,http://www.wikidata.org/entity/Q30,United States of America
Q105090646,Casey D. Gill,1981-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q487315,Monterey,http://www.wikidata.org/entity/Q30,United States of America
Q105090671,Sara Langworthy,,,http://www.wikidata.org/entity/Q6581072,,http://www.wikidata.org/entity/Q1546,Iowa,http://www.wikidata.org/entity/Q30,United States of America
Q105090691,Sarah Hulsey,,,http://www.wikidata.org/entity/Q6581072,,http://www.wikidata.org/entity/Q34863,Oklahoma City,http://www.wikidata.org/entity/Q30,United States of America
Q105090665,Ray Wakeland,,1964-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q646230,Monteagle,http://www.wikidata.org/entity/Q30,United States of America
Q5603,Andy Warhol,1928-08-06T00:00:00Z,1987-02-22T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500006031,http://www.wikidata.org/entity/Q1342,Pittsburgh,http://www.wikidata.org/entity/Q30,United States of America
Q105090655,Patrick Gosnell,1989-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q23556,Atlanta,http://www.wikidata.org/entity/Q30,United States of America
Q105090701,Jacob Vanderbilt,,,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q30,United States of America
Q3776378,Joaquim Gomis,1902-09-19T00:00:00Z,1991-12-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500107878,http://www.wikidata.org/entity/Q1492,Barcelona,http://www.wikidata.org/entity/Q29,Spain
Q3271860,Leopoldo Novoa,1919-12-17T00:00:00Z,2012-02-24T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q12411,Pontevedra,http://www.wikidata.org/entity/Q29,Spain
Q3069483,Fernando Lerin,1929-01-01T00:00:00Z,2016-11-18T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q1492,Barcelona,http://www.wikidata.org/entity/Q29,Spain
Q3048405,Eduardo Úrculo,1938-09-21T00:00:00Z,2003-03-31T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q917886,Santurtzi,http://www.wikidata.org/entity/Q29,Spain
Q24503,Michael Craig-Martin,1941-08-28T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500013170,http://www.wikidata.org/entity/Q1761,Dublin,http://www.wikidata.org/entity/Q27,Ireland
Q2912571,Edward Penfield,1866-06-02T00:00:00Z,1925-02-08T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500017237,http://www.wikidata.org/entity/Q18419,Brooklyn,http://www.wikidata.org/entity/Q30,United States of America
Q3376949,Peter Voulkos,1924-01-29T00:00:00Z,2002-02-16T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500081144,http://www.wikidata.org/entity/Q569678,Bozeman,http://www.wikidata.org/entity/Q30,United States of America
Q3048809,Edwin Schlossberg,1945-07-19T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500242227,http://www.wikidata.org/entity/Q60,New York City,http://www.wikidata.org/entity/Q30,United States of America
Q3290532,John Steuart Curry,1897-11-14T00:00:00Z,1946-08-29T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115503,http://www.wikidata.org/entity/Q4889632,Dunavant,http://www.wikidata.org/entity/Q30,United States of America
Q3950852,Irving Ramsey Wiles,1861-04-08T00:00:00Z,1948-07-29T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500030155,http://www.wikidata.org/entity/Q2495519,Utica,http://www.wikidata.org/entity/Q30,United States of America
Q3858097,Milton Resnick,1917-01-07T00:00:00Z,2004-03-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500007270,http://www.wikidata.org/entity/Q903241,Bratslav,http://www.wikidata.org/entity/Q30,United States of America
Q2676807,Robert Colescott,1925-08-26T00:00:00Z,2009-06-04T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500102583,http://www.wikidata.org/entity/Q17042,Oakland,http://www.wikidata.org/entity/Q30,United States of America
Q4684075,Adolf Dehn,1895-11-22T00:00:00Z,1968-05-19T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500009264,http://www.wikidata.org/entity/Q2227075,Waterville,http://www.wikidata.org/entity/Q30,United States of America
Q3056456,Erica Lennard,1950-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581072,500223405,http://www.wikidata.org/entity/Q60,New York City,http://www.wikidata.org/entity/Q30,United States of America
Q3195174,Kenneth Hayes Miller,1876-03-11T00:00:00Z,1952-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500025218,http://www.wikidata.org/entity/Q1380694,Oneida,http://www.wikidata.org/entity/Q30,United States of America
Q3611295,Alfred L. Copley,1910-06-06T00:00:00Z,1992-01-28T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500019879,http://www.wikidata.org/entity/Q1731,Dresden,http://www.wikidata.org/entity/Q30,United States of America
Q3787466,Hugo Ballin,1879-03-07T00:00:00Z,1956-11-27T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500011066,http://www.wikidata.org/entity/Q60,New York City,http://www.wikidata.org/entity/Q30,United States of America
Q3422714,Red Grooms,1937-06-07T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500008450,http://www.wikidata.org/entity/Q23197,Nashville,http://www.wikidata.org/entity/Q30,United States of America
Q3610506,Antonio Frasconi,1919-04-28T00:00:00Z,2013-01-08T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500030189,http://www.wikidata.org/entity/Q1486,Buenos Aires,http://www.wikidata.org/entity/Q30,United States of America
Q3695975,David Johnson,1827-05-10T00:00:00Z,1908-01-30T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500005613,http://www.wikidata.org/entity/Q60,New York City,http://www.wikidata.org/entity/Q30,United States of America
Q3219659,Laurie Simmons,1949-10-03T00:00:00Z,,http://www.wikidata.org/entity/Q6581072,500077698,http://www.wikidata.org/entity/Q62460,Far Rockaway,http://www.wikidata.org/entity/Q30,United States of America
Q3496871,Stanley Twardowicz,1917-07-08T00:00:00Z,2008-06-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500051007,http://www.wikidata.org/entity/Q12439,Detroit,http://www.wikidata.org/entity/Q30,United States of America
Q3841000,Lyle Ashton Harris,1965-02-06T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500329853,http://www.wikidata.org/entity/Q18426,The Bronx,http://www.wikidata.org/entity/Q30,United States of America
Q3565323,Waldo Peirce,1884-12-17T00:00:00Z,1970-03-18T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500124326,http://www.wikidata.org/entity/Q327012,Bangor,http://www.wikidata.org/entity/Q30,United States of America
Q3141534,Howard Chandler Christy,1873-01-10T00:00:00Z,1952-03-03T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500010917,http://www.wikidata.org/entity/Q146811,Zanesville,http://www.wikidata.org/entity/Q30,United States of America
Q105090668,Giuseppe Raffetto,,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q1449,Genoa,http://www.wikidata.org/entity/Q38,Italy
Q33477,Eugène Delacroix,1798-04-26T00:00:00Z,1863-08-13T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115509,http://www.wikidata.org/entity/Q274327,Saint-Maurice,http://www.wikidata.org/entity/Q142,France
Q30755,Auguste Rodin,1840-11-12T00:00:00Z,1917-11-17T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500016619,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q34670,Albert Camus,1913-11-07T00:00:00Z,1960-01-04T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q1924629,Dréan,http://www.wikidata.org/entity/Q142,France
Q5589,Henri Matisse,1869-12-31T00:00:00Z,1954-11-03T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500017300,http://www.wikidata.org/entity/Q329103,Le Cateau-Cambrésis,http://www.wikidata.org/entity/Q142,France
Q6682,Gustave Doré,1832-01-06T00:00:00Z,1883-01-23T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500013657,http://www.wikidata.org/entity/Q6602,Strasbourg,http://www.wikidata.org/entity/Q142,France
Q30755,Auguste Rodin,1840-11-13T00:00:00Z,1917-11-17T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500016619,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q39931,Pierre-Auguste Renoir,1841-02-25T00:00:00Z,1919-12-03T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115467,http://www.wikidata.org/entity/Q45656,Limoges,http://www.wikidata.org/entity/Q142,France
Q59620,Paulus Moreelse,1571-01-01T00:00:00Z,1638-03-06T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500006080,http://www.wikidata.org/entity/Q803,Utrecht,http://www.wikidata.org/entity/Q55,Netherlands
Q59620,Paulus Moreelse,1571-01-01T00:00:00Z,1638-03-19T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500006080,http://www.wikidata.org/entity/Q803,Utrecht,http://www.wikidata.org/entity/Q55,Netherlands
Q24503,Michael Craig-Martin,1941-08-28T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500013170,http://www.wikidata.org/entity/Q1761,Dublin,http://www.wikidata.org/entity/Q145,United Kingdom
Q2959082,Paul Jean Clays,1819-11-27T00:00:00Z,1900-02-10T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500006597,http://www.wikidata.org/entity/Q12994,Bruges,http://www.wikidata.org/entity/Q31,Belgium
Q3271802,Léopold Flameng,1831-11-22T00:00:00Z,1911-09-04T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500015671,http://www.wikidata.org/entity/Q239,City of Brussels,http://www.wikidata.org/entity/Q31,Belgium
Q62514,Heinrich Aldegrever,1502-01-01T00:00:00Z,1555-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500002169,http://www.wikidata.org/entity/Q2971,Paderborn,http://www.wikidata.org/entity/Q183,Germany
Q62514,Heinrich Aldegrever,1502-01-01T00:00:00Z,1561-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500002169,http://www.wikidata.org/entity/Q2971,Paderborn,http://www.wikidata.org/entity/Q183,Germany
Q61507,Gerhard Marcks,1889-02-18T00:00:00Z,1981-11-13T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500029431,http://www.wikidata.org/entity/Q64,Berlin,http://www.wikidata.org/entity/Q183,Germany
Q64341,Renée Sintenis,1888-03-20T00:00:00Z,1965-04-22T00:00:00Z,http://www.wikidata.org/entity/Q6581072,500076525,http://www.wikidata.org/entity/Q284604,Kłodzko,http://www.wikidata.org/entity/Q183,Germany
Q62249,Karl Hofer,1878-10-11T00:00:00Z,1955-04-03T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500015138,http://www.wikidata.org/entity/Q1040,Karlsruhe,http://www.wikidata.org/entity/Q183,Germany
Q61055,Arno Breker,1900-07-19T00:00:00Z,1991-02-13T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500096044,http://www.wikidata.org/entity/Q702259,Elberfeld,http://www.wikidata.org/entity/Q183,Germany
Q44252,Max Klinger,1857-02-18T00:00:00Z,1920-07-05T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500023867,http://www.wikidata.org/entity/Q2079,Leipzig,http://www.wikidata.org/entity/Q183,Germany
Q2918353,Carlo Cesio,1622-04-17T00:00:00Z,1686-01-06T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500030069,http://www.wikidata.org/entity/Q223434,Antrodoco,http://www.wikidata.org/entity/Q38,Italy
Q2696819,Gianni Bertini,1922-08-31T00:00:00Z,2010-07-08T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500025812,http://www.wikidata.org/entity/Q13375,Pisa,http://www.wikidata.org/entity/Q38,Italy
Q2696819,Gianni Bertini,1922-08-31T00:00:00Z,2010-07-10T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500025812,http://www.wikidata.org/entity/Q13375,Pisa,http://www.wikidata.org/entity/Q38,Italy
Q2918353,Carlo Cesio,1622-04-17T00:00:00Z,1682-01-06T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500030069,http://www.wikidata.org/entity/Q223434,Antrodoco,http://www.wikidata.org/entity/Q38,Italy
Q2918353,Carlo Cesio,1625-04-17T00:00:00Z,1686-01-06T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500030069,http://www.wikidata.org/entity/Q223434,Antrodoco,http://www.wikidata.org/entity/Q38,Italy
Q2918353,Carlo Cesio,1625-04-17T00:00:00Z,1682-01-06T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500030069,http://www.wikidata.org/entity/Q223434,Antrodoco,http://www.wikidata.org/entity/Q38,Italy
Q3388088,Pietro Bettelini,1763-09-06T00:00:00Z,1829-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500066424,http://www.wikidata.org/entity/Q67270,Caslano,http://www.wikidata.org/entity/Q39,Switzerland
Q2847732,André Evrard,1936-04-01T00:00:00Z,2021-04-29T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500137718,http://www.wikidata.org/entity/Q68124,La Chaux-de-Fonds,http://www.wikidata.org/entity/Q39,Switzerland
Q5547,Antonio Canova,1757-11-01T00:00:00Z,1822-10-13T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115339,http://www.wikidata.org/entity/Q29369,Possagno,http://www.wikidata.org/entity/Q4948,Republic of Venice
Q3588699,Émile Peynot,1850-11-22T00:00:00Z,1932-12-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q898114,Villeneuve-sur-Yonne,http://www.wikidata.org/entity/Q142,France
Q3588699,Émile Peynot,1850-11-22T00:00:00Z,1932-12-13T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q898114,Villeneuve-sur-Yonne,http://www.wikidata.org/entity/Q142,France
Q3302254,Max Papart,1911-12-19T00:00:00Z,1994-08-29T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500007383,http://www.wikidata.org/entity/Q23482,Marseille,http://www.wikidata.org/entity/Q142,France
Q3370428,Paul Adolphe Rajon,1843-07-02T00:00:00Z,1888-06-07T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500019115,http://www.wikidata.org/entity/Q7003,Dijon,http://www.wikidata.org/entity/Q142,France
Q3588699,Émile Peynot,1850-11-22T00:00:00Z,1932-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q898114,Villeneuve-sur-Yonne,http://www.wikidata.org/entity/Q142,France
Q3370428,Paul Adolphe Rajon,1843-07-02T00:00:00Z,1888-06-08T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500019115,http://www.wikidata.org/entity/Q7003,Dijon,http://www.wikidata.org/entity/Q142,France
Q3435664,Robert Lapoujade,1921-01-03T00:00:00Z,1993-05-17T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500089858,http://www.wikidata.org/entity/Q172593,Montauban,http://www.wikidata.org/entity/Q142,France
Q105090676,Anita Gibson,,,http://www.wikidata.org/entity/Q6581072,,http://www.wikidata.org/entity/Q211795,Lima region,http://www.wikidata.org/entity/Q419,Peru
Q3164251,Jean-Baptiste Mallet,1759-01-01T00:00:00Z,1835-08-16T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500016922,http://www.wikidata.org/entity/Q173705,Grasse,http://www.wikidata.org/entity/Q142,France
Q3184747,Joseph Charles Marin,1759-01-01T00:00:00Z,1834-09-18T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500013262,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q2958342,Edouard de Beaumont,1821-01-01T00:00:00Z,1888-01-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500011622,,,http://www.wikidata.org/entity/Q142,France
Q2958262,Charles-Nicolas Cochin the Elder,1688-04-29T00:00:00Z,1754-07-05T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500008603,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q2871122,Augustus Charles Pugin,1769-01-01T00:00:00Z,1832-12-19T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500020563,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q2871122,Augustus Charles Pugin,1762-01-01T00:00:00Z,1832-12-19T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500020563,http://www.wikidata.org/entity/Q15878,Normandy,http://www.wikidata.org/entity/Q142,France
Q3083787,François Aman-Jean,1894-09-14T00:00:00Z,1986-04-02T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500121945,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q2871039,Auguste André Lançon,1836-12-16T00:00:00Z,1885-04-13T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500023482,http://www.wikidata.org/entity/Q212444,Saint-Claude,http://www.wikidata.org/entity/Q142,France
Q3188753,Jules Louis Machard,1839-09-22T00:00:00Z,1900-09-27T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500005069,http://www.wikidata.org/entity/Q614564,Sampans,http://www.wikidata.org/entity/Q142,France
Q3188680,Jules Jacques Veyrassat,1828-04-12T00:00:00Z,1893-07-02T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500009250,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q2748223,Henri Goetz,1909-09-29T00:00:00Z,1989-08-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500010355,http://www.wikidata.org/entity/Q60,New York City,http://www.wikidata.org/entity/Q142,France
Q2734012,Anne Claude de Caylus,1692-10-31T00:00:00Z,1765-09-05T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500014478,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q2958342,Edouard de Beaumont,1821-01-01T00:00:00Z,1888-01-13T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500011622,,,http://www.wikidata.org/entity/Q142,France
Q3158256,Jacques Bernard,1658-09-01T00:00:00Z,1718-04-27T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q142,France
Q3174119,Jean Proal,1904-07-16T00:00:00Z,1969-02-24T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q842778,Seyne,http://www.wikidata.org/entity/Q142,France
Q2871122,Augustus Charles Pugin,1762-01-01T00:00:00Z,1832-12-19T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500020563,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q3173212,Jean Leymarie,1953-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q142,France
Q2871122,Augustus Charles Pugin,1769-01-01T00:00:00Z,1832-12-19T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500020563,http://www.wikidata.org/entity/Q15878,Normandy,http://www.wikidata.org/entity/Q142,France
Q3027925,Dikran Daderian,1929-10-29T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500041410,http://www.wikidata.org/entity/Q3820,Beirut,http://www.wikidata.org/entity/Q142,France
Q3262746,Louis Morin,1855-08-05T00:00:00Z,1938-06-02T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500028284,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q7531,Louise Nevelson,1899-09-23T00:00:00Z,1988-04-17T00:00:00Z,http://www.wikidata.org/entity/Q6581072,500001621,http://www.wikidata.org/entity/Q639839,Pereiaslav,http://www.wikidata.org/entity/Q34266,Russian Empire
Q7531,Louise Nevelson,1899-09-23T00:00:00Z,1988-04-17T00:00:00Z,http://www.wikidata.org/entity/Q6581072,500001621,http://www.wikidata.org/entity/Q1899,Kyiv,http://www.wikidata.org/entity/Q34266,Russian Empire
Q105090662,Zhongbao Yao,1870-01-01T00:00:00Z,1924-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q956,Beijing,http://www.wikidata.org/entity/Q13426199,Republic of China 1912–1949
Q5580,Albrecht Dürer,1471-05-30T00:00:00Z,1528-04-16T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115493,http://www.wikidata.org/entity/Q2090,Nuremberg,http://www.wikidata.org/entity/Q47261,Duchy of Bavaria
Q5598,Rembrandt,1606-07-15T00:00:00Z,1669-10-04T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500011051,http://www.wikidata.org/entity/Q33456378,Leiden,http://www.wikidata.org/entity/Q170072,Dutch Republic
Q105090607,Joel Shane,1976-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q2135,Winnipeg,http://www.wikidata.org/entity/Q16,Canada
Q105090422,Dennis Lukas,1947-01-01T00:00:00Z,2003-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q133116,Hamilton,http://www.wikidata.org/entity/Q16,Canada
Q105090594,Matt Egan,1973-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q52999,Newmarket,http://www.wikidata.org/entity/Q16,Canada
Q105090552,Teo Gonzáles,1964-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500471949,http://www.wikidata.org/entity/Q1752280,Quinto,http://www.wikidata.org/entity/Q29,Spain
Q105090363,Manuel Boix Alvarez,1942-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q29,Spain
Q105090333,Miquel Vilà,1940-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q1492,Barcelona,http://www.wikidata.org/entity/Q29,Spain
Q105090366,Pere Puiggros,1942-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q29,Spain
Q3503915,John Crome,1768-12-22T00:00:00Z,1821-04-22T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115474,http://www.wikidata.org/entity/Q130191,Norwich,http://www.wikidata.org/entity/Q145,United Kingdom
Q3503915,John Crome,1768-12-22T00:00:00Z,1821-04-14T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115474,http://www.wikidata.org/entity/Q130191,Norwich,http://www.wikidata.org/entity/Q145,United Kingdom
Q2898210,Bernard Leach,1887-01-05T00:00:00Z,1979-05-06T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500018779,http://www.wikidata.org/entity/Q1054923,British Hong Kong,http://www.wikidata.org/entity/Q145,United Kingdom
Q4363211,John Piper,1903-12-13T00:00:00Z,1992-06-28T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500001054,http://www.wikidata.org/entity/Q993164,Epsom,http://www.wikidata.org/entity/Q145,United Kingdom
Q3511507,Frans Wildenhain,1905-06-05T00:00:00Z,1980-01-25T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500059428,http://www.wikidata.org/entity/Q2079,Leipzig,http://www.wikidata.org/entity/Q183,Germany
Q3858097,Milton Resnick,1917-01-07T00:00:00Z,2004-03-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500007270,http://www.wikidata.org/entity/Q903241,Bratslav,http://www.wikidata.org/entity/Q212,Ukraine
Q3296364,Nicolás García Uriburu,1937-12-24T00:00:00Z,2016-06-19T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500273640,http://www.wikidata.org/entity/Q1486,Buenos Aires,http://www.wikidata.org/entity/Q414,Argentina
Q3271860,Leopoldo Novoa,1919-12-17T00:00:00Z,2012-02-24T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q12411,Pontevedra,http://www.wikidata.org/entity/Q414,Argentina
Q105090510,Randall Lavender,1956-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q30,United States of America
Q105090376,James Joseph Juszczk,1943-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q1297,Chicago,http://www.wikidata.org/entity/Q30,United States of America
Q105090445,Jeanne Wilkinson,1949-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581072,,http://www.wikidata.org/entity/Q485708,Duluth,http://www.wikidata.org/entity/Q30,United States of America
Q105090416,Barry Buxkamper,1946-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q30,United States of America
Q105090393,Faik Husein,1944-01-01T00:00:00Z,2004-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q38811,Nasiriya,http://www.wikidata.org/entity/Q30,United States of America
Q105090448,Jay Bolotin,1949-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500466991,http://www.wikidata.org/entity/Q491931,Fayette County,http://www.wikidata.org/entity/Q30,United States of America
Q105090507,Daniel G. Hill,1956-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q60,New York City,http://www.wikidata.org/entity/Q30,United States of America
