id,label,count
Q5,human,7
Q1620945,historically black colleges and universities,3
Q23002054,private not-for-profit educational institution,2
Q494230,medical school,1
Q615150,land-grant university,1
Q902104,private university,1
Q4387609,architectural firm,1
Q15243209,historic district,1
Q23002039,public educational institution of the United States,1
Q3914,school,1
Q9826,high school,1
Q16970,church building,1
Q41176,building,1
