qid,label_en,description_en,instance_of_uuid,instance_of,gender_uuid,gender,orcid_uuid,orcid,orcid_ref1_hash,orcid_ref1_retrieved_nodeId,orcid_ref1_retrieved_val,orcid_ref1_retrieved_prec,employer_uuid,employer,employer_start_time_nodeId,employer_start_time_val,employer_start_time_prec,employer_end_time_nodeId,employer_end_time_val,employer_end_time_prec,employer_ref1_hash,employer_ref1_referenceUrl,employer_ref1_retrieved_nodeId,employer_ref1_retrieved_val,employer_ref1_retrieved_prec,affiliation_uuid,affiliation,affiliation_start_time_nodeId,affiliation_start_time_val,affiliation_start_time_prec,affiliation_end_time_nodeId,affiliation_end_time_val,affiliation_end_time_prec,affiliation_ref1_hash,affiliation_ref1_referenceUrl,affiliation_ref1_retrieved_nodeId,affiliation_ref1_retrieved_val,affiliation_ref1_retrieved_prec,department
,Meredith Broadway,librarian,,Q5,,Q6581072,,0000-0003-2729-9279,,,2021-03-27,,,Q29052,,2017-10,,,,,,https://orcid.org/0000-0003-2729-9279,,2021-03-27,,,Q14710143,,2017-10,,,,,,https://orcid.org/0000-0003-2729-9279,,2021-03-27,,Owen Graduate School of Management
,Tracy Shields,librarian,,Q5,,,,0000-0001-5670-7388,,,2021-03-27,,,Q7914455,,2007-09,,,2014-05,,,https://orcid.org/0000-0001-5670-7388,,2021-03-27,,,Q16849893,,2007-09,,,2014-05,,,https://orcid.org/0000-0001-5670-7388,,2021-03-27,,Eskind Biomedical Library / Knowledge Management
,Celia Walker,librarian,,Q5,,Q6581072,,0000-0002-8894-4203,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-8894-4203,,2021-03-27,,,Q16849893,,,,,,,,https://orcid.org/0000-0002-8894-4203,,2021-03-27,,Jean and Alexander Heard Library
,Lindsey Fox,GIS specialist,,Q5,,Q6581072,,0000-0002-2586-4740,,,2021-03-27,,,Q29052,,2013-09,,,,,,https://orcid.org/0000-0002-2586-4740,,2021-03-27,,,Q16849893,,2013-09,,,,,,https://orcid.org/0000-0002-2586-4740,,2021-03-27,,Library
,Carla Beals,librarian,,Q5,,Q6581072,,0000-0002-5096-7901,,,2021-03-27,,,Q29052,,2011-10,,,,,,https://orcid.org/0000-0002-5096-7901,,2021-03-27,,,Q16849893,,2011-10,,,,,,https://orcid.org/0000-0002-5096-7901,,2021-03-27,,Library
,Edward Warga,librarian,,Q5,,Q6581097,,0000-0003-2445-1511,,,2021-03-27,,,Q29052,,2013-08,,,2016-09,,,https://orcid.org/0000-0003-2445-1511,,2021-03-27,,,Q16849893,,2013-08,,,2016-09,,,https://orcid.org/0000-0003-2445-1511,,2021-03-27,,"Library, Scholarly Communications"
,Christy Smith,librarian,,Q5,,Q6581072,,0000-0003-1030-9514,,,2021-03-27,,,Q29052,,2017-09-18,,,2019-06-03,,,https://orcid.org/0000-0003-1030-9514,,2021-03-27,,,Q16849893,,2017-09-18,,,2019-06-03,,,https://orcid.org/0000-0003-1030-9514,,2021-03-27,,Massey Law Library
,Hendrik Edelman,librarian,,Q5,,Q6581097,,0000-0003-3794-4382,,,2021-03-27,,,Q29052,,1967,,,1969,,,https://orcid.org/0000-0003-3794-4382,,2021-03-27,,,Q16849893,,1967,,,1969,,,https://orcid.org/0000-0003-3794-4382,,2021-03-27,,University libraries
,Rachel Vacek,librarian,,Q5,,Q6581072,,0000-0003-2574-2230,,,2021-03-27,,,Q29052,,2004-07,,,2007-09,,,https://orcid.org/0000-0003-2574-2230,,2021-03-27,,,Q16849893,,2004-07,,,2007-09,,,https://orcid.org/0000-0003-2574-2230,,2021-03-27,,Walker Management Library
,Sara Sterkenburg,librarian,,Q5,,Q6581072,,0000-0003-4421-7335,,,2021-03-27,,,Q29052,,2013-08-02,,,,,,https://orcid.org/0000-0003-4421-7335,,2021-03-27,,,Q16849893,,2013-08-02,,,,,,https://orcid.org/0000-0003-4421-7335,,2021-03-27,,
,Linda Tesar,librarian,,Q5,,Q6581072,,0000-0003-1096-2695,,,2021-03-27,,,Q29052,,1988-04-01,,,2009-08-01,,,https://orcid.org/0000-0003-1096-2695,,2021-03-27,,,Q16849893,,1988-04-01,,,2009-08-01,,,https://orcid.org/0000-0003-1096-2695,,2021-03-27,,Alyne Queener Massey Law Library
,Naveen Gokanapudi,chemist,,Q5,,,,0000-0003-1235-1230,,,2021-03-27,,,Q29052,,2018-11-16,,,,,,https://orcid.org/0000-0003-1235-1230,,2021-03-27,,,Q45132727,,2018-11-16,,,,,,https://orcid.org/0000-0003-1235-1230,,2021-03-27,,Chemistry
,Xuan Zhang,chemist,,Q5,,,,0000-0001-5163-0668,,,2021-03-27,,,Q29052,,2019-09-30,,,,,,https://orcid.org/0000-0001-5163-0668,,2021-03-27,,,Q45132727,,2019-09-30,,,,,,https://orcid.org/0000-0001-5163-0668,,2021-03-27,,Chemistry
,Austin Hardcastle,chemist,,Q5,,Q6581097,,0000-0003-0697-7595,,,2021-03-27,,,Q29052,,2020-01-01,,,2020-06-30,,,https://orcid.org/0000-0003-0697-7595,,2021-03-27,,,Q45132727,,2020-01-01,,,2020-06-30,,,https://orcid.org/0000-0003-0697-7595,,2021-03-27,,Chemistry
,Christopher Good,chemist,,Q5,,Q6581097,,0000-0002-4900-274X,,,2021-03-27,,,Q29052,,2019-08-01,,,,,,https://orcid.org/0000-0002-4900-274X,,2021-03-27,,,Q45132727,,2019-08-01,,,,,,https://orcid.org/0000-0002-4900-274X,,2021-03-27,,Chemistry
,Abigail Smith,chemist,,Q5,,Q6581072,,0000-0003-0921-1835,,,2021-03-27,,,Q29052,,2016-08,,,,,,https://orcid.org/0000-0003-0921-1835,,2021-03-27,,,Q45132727,,2016-08,,,,,,https://orcid.org/0000-0003-0921-1835,,2021-03-27,,Chemistry
,Soumya Ganguly,chemist,,Q5,,,,0000-0002-8737-4229,,,2021-03-27,,,Q29052,,2016-12-03,,,,,,https://orcid.org/0000-0002-8737-4229,,2021-03-27,,,Q45132727,,2016-12-03,,,,,,https://orcid.org/0000-0002-8737-4229,,2021-03-27,,Chemistry
,Stefan Marasligiller,chemist,,Q5,,Q6581097,,0000-0002-8198-7534,,,2021-03-27,,,Q29052,,2017-04-01,,,2017-08-15,,,https://orcid.org/0000-0002-8198-7534,,2021-03-27,,,Q45132727,,2017-04-01,,,2017-08-15,,,https://orcid.org/0000-0002-8198-7534,,2021-03-27,,Chemistry
,Dhara Patel,chemist,,Q5,,,,0000-0001-6651-6083,,,2021-03-27,,,Q29052,,2016-08,,,,,,https://orcid.org/0000-0001-6651-6083,,2021-03-27,,,Q45132727,,2016-08,,,,,,https://orcid.org/0000-0001-6651-6083,,2021-03-27,,Chemistry 
,Fred Sienkiewicz,music scholar,,Q5,,Q6581097,,0000-0002-3918-6936,,,2021-03-27,,,Q29052,,2019-08,,,,,,https://orcid.org/0000-0002-3918-6936,,2021-03-27,,,Q4924165,,2019-08,,,,,,https://orcid.org/0000-0002-3918-6936,,2021-03-27,,Blair School of Music
,Helena Simonett,music scholar,,Q5,,Q6581072,,0000-0003-1044-4804,,,2021-03-27,,,Q29052,,2000-08-01,,,2016-07-31,,,https://orcid.org/0000-0003-1044-4804,,2021-03-27,,,Q4924165,,2000-08-01,,,2016-07-31,,,https://orcid.org/0000-0003-1044-4804,,2021-03-27,,Blair School of Music
,Claire Winchester,education researcher,,Q5,,Q6581072,,0000-0001-9125-2593,,,2021-03-27,,,Q29052,,2017-08-01,,,,,,https://orcid.org/0000-0001-9125-2593,,2021-03-27,,,Q7157226,,2017-08-01,,,,,,https://orcid.org/0000-0001-9125-2593,,2021-03-27,,Peabody College
,Ann Primus Berends,education researcher,,Q5,,Q6581072,,0000-0001-7014-4673,,,2021-03-27,,,Q29052,,2006,,,2009,,,https://orcid.org/0000-0001-7014-4673,,2021-03-27,,,Q7157226,,2006,,,2009,,,https://orcid.org/0000-0001-7014-4673,,2021-03-27,,Peabody College
,Chris Hulleman,education researcher,,Q5,,,,0000-0001-8053-7948,,,2021-03-27,,,Q29052,,2007-07-01,,,2009-07-01,,,https://orcid.org/0000-0001-8053-7948,,2021-03-27,,,Q7157226,,2007-07-01,,,2009-07-01,,,https://orcid.org/0000-0001-8053-7948,,2021-03-27,,Peabody College of Education
,Amy Cassata,education researcher,,Q5,,Q6581072,,0000-0002-9483-4465,,,2021-03-27,,,Q29052,,2009,,,2010,,,https://orcid.org/0000-0002-9483-4465,,2021-03-27,,,Q7157226,,2009,,,2010,,,https://orcid.org/0000-0002-9483-4465,,2021-03-27,,Peabody Research Institute
,Bhavani Sankaralingam,biology researcher,,Q5,,,,0000-0001-6707-7596,,,2021-03-27,,,Q29052,,2018-06-04,,,,,,https://orcid.org/0000-0001-6707-7596,,2021-03-27,,,Q78041310,,2018-06-04,,,,,,https://orcid.org/0000-0001-6707-7596,,2021-03-27,,Biological Sciences
,Souhrid Mukherjee,biology researcher,,Q5,,,,0000-0002-8355-3000,,,2021-03-27,,,Q29052,,2016-08-16,,,,,,https://orcid.org/0000-0002-8355-3000,,2021-03-27,,,Q78041310,,2016-08-16,,,,,,https://orcid.org/0000-0002-8355-3000,,2021-03-27,,Biological Sciences
,Amy Kendall,biology researcher,,Q5,,Q6581072,,0000-0002-6176-9177,,,2021-03-27,,,Q29052,,1999-09-01,,,,,,https://orcid.org/0000-0002-6176-9177,,2021-03-27,,,Q78041310,,1999-09-01,,,,,,https://orcid.org/0000-0002-6176-9177,,2021-03-27,,Biological Sciences
,Justin Critchlow,biology researcher,,Q5,,Q6581097,,0000-0001-6653-9365,,,2021-03-27,,,Q29052,,2017-05-14,,,,,,https://orcid.org/0000-0001-6653-9365,,2021-03-27,,,Q78041310,,2017-05-14,,,,,,https://orcid.org/0000-0001-6653-9365,,2021-03-27,,Biological Sciences
,Shannon Leahy,biology researcher,,Q5,,,,0000-0002-2987-6191,,,2021-03-27,,,Q29052,,2018-08,,,,,,https://orcid.org/0000-0002-2987-6191,,2021-03-27,,,Q78041310,,2018-08,,,,,,https://orcid.org/0000-0002-2987-6191,,2021-03-27,,Biological Sciences
,Jacob Holley,biology researcher,,Q5,,Q6581097,,0000-0002-0484-904X,,,2021-03-27,,,Q29052,,2017-06,,,2018-01,,,https://orcid.org/0000-0002-0484-904X,,2021-03-27,,,Q78041310,,2017-06,,,2018-01,,,https://orcid.org/0000-0002-0484-904X,,2021-03-27,,Biological Sciences
,Megan Phillips,biology researcher,,Q5,,Q6581072,,0000-0002-0781-3325,,,2021-03-27,,,Q29052,,2020-07-06,,,,,,https://orcid.org/0000-0002-0781-3325,,2021-03-27,,,Q78041310,,2020-07-06,,,,,,https://orcid.org/0000-0002-0781-3325,,2021-03-27,,Biological Sciences
,Muhammad Sadequr Rahman,biology researcher,,Q5,,Q6581097,,0000-0002-2464-7314,,,2021-03-27,,,Q29052,,2020-08-24,,,,,,https://orcid.org/0000-0002-2464-7314,,2021-03-27,,,Q78041310,,2020-08-24,,,,,,https://orcid.org/0000-0002-2464-7314,,2021-03-27,,Biological Sciences
,Chad Jackson,biology researcher,,Q5,,Q6581097,,0000-0002-0829-0423,,,2021-03-27,,,Q29052,,2010-09-01,,,2014-08-22,,,https://orcid.org/0000-0002-0829-0423,,2021-03-27,,,Q78041310,,2010-09-01,,,2014-08-22,,,https://orcid.org/0000-0002-0829-0423,,2021-03-27,,Biological Sciences
,Victoria Scott,biology researcher,,Q5,,Q6581072,,0000-0002-7094-1864,,,2021-03-27,,,Q29052,,2015-12-01,,,2017-12-01,,,https://orcid.org/0000-0002-7094-1864,,2021-03-27,,,Q78041310,,2015-12-01,,,2017-12-01,,,https://orcid.org/0000-0002-7094-1864,,2021-03-27,,biological sciences
,Yannan  Huang,biology researcher,,Q5,,,,0000-0002-6096-3525,,,2021-03-27,,,Q29052,,2015-09-03,,,2019-07-12,,,https://orcid.org/0000-0002-6096-3525,,2021-03-27,,,Q78041310,,2015-09-03,,,2019-07-12,,,https://orcid.org/0000-0002-6096-3525,,2021-03-27,,Biological Sciences 
,Ansley Petherick,biology researcher,,Q5,,,,0000-0003-3799-3571,,,2021-03-27,,,Q29052,,2019-06,,,2020-06,,,https://orcid.org/0000-0003-3799-3571,,2021-03-27,,,Q78041310,,2019-06,,,2020-06,,,https://orcid.org/0000-0003-3799-3571,,2021-03-27,,Biological Sciences 
,Jamis Gouge,biology researcher,,Q5,,,,0000-0001-6584-5264,,,2021-03-27,,,Q29052,,2004-12,,,2007-05,,,https://orcid.org/0000-0001-6584-5264,,2021-03-27,,,Q78041310,,2004-12,,,2007-05,,,https://orcid.org/0000-0001-6584-5264,,2021-03-27,,Biological Sciences/Structural Biology
,Madison Lamb,biology researcher,,Q5,,Q6581072,,0000-0002-5065-7284,,,2021-03-27,,,Q29052,,2017-09-25,,,,,,https://orcid.org/0000-0002-5065-7284,,2021-03-27,,,Q78041310,,2017-09-25,,,,,,https://orcid.org/0000-0002-5065-7284,,2021-03-27,,Biology
,Lawrence Small,biology researcher,,Q5,,Q6581097,,0000-0002-4469-9445,,,2021-03-27,,,Q29052,,2003-05,,,2007-05,,,https://orcid.org/0000-0002-4469-9445,,2021-03-27,,,Q78041310,,2003-05,,,2007-05,,,https://orcid.org/0000-0002-4469-9445,,2021-03-27,,Biology
,Rodrigo Ribeiro-Rodrigues,biology researcher,,Q5,,Q6581097,,0000-0002-0675-110X,,,2021-03-27,,,Q29052,,1996-06-01,,,1997-05-30,,,https://orcid.org/0000-0002-0675-110X,,2021-03-27,,,Q78041310,,1996-06-01,,,1997-05-30,,,https://orcid.org/0000-0002-0675-110X,,2021-03-27,,Biology
,Samuel Dunham,astronomer,,Q5,,Q6581097,,0000-0003-4008-6438,,,2021-03-27,,,Q29052,,2016-08-01,,,,,,https://orcid.org/0000-0003-4008-6438,,2021-03-27,,,Q78779260,,2016-08-01,,,,,,https://orcid.org/0000-0003-4008-6438,,2021-03-27,,Astronomy
,Jason Bonacum,physicist,,Q5,,Q6581097,,0000-0002-2944-0072,,,2021-03-27,,,Q29052,,2014-08,,,,,,https://orcid.org/0000-0002-2944-0072,,2021-03-27,,,Q78779260,,2014-08,,,,,,https://orcid.org/0000-0002-2944-0072,,2021-03-27,,Physics
,J. Bruce Johnson,physicist,,Q5,,Q6581097,,0000-0002-4166-8096,,,2021-03-27,,,Q29052,,1991,,,1994,,,https://orcid.org/0000-0002-4166-8096,,2021-03-27,,,Q78779260,,1991,,,1994,,,https://orcid.org/0000-0002-4166-8096,,2021-03-27,,Physics
,Oscar Restrepo,physicist,,Q5,,Q6581097,,0000-0003-4804-2966,,,2021-03-27,,,Q29052,,2007,,,2008,,,https://orcid.org/0000-0003-4804-2966,,2021-03-27,,,Q78779260,,2007,,,2008,,,https://orcid.org/0000-0003-4804-2966,,2021-03-27,,Physics
,Lórien MacEnulty,physicist,,Q5,,,,0000-0001-8261-5524,,,2021-03-27,,,Q29052,,2018-05,,,2018-08,,,https://orcid.org/0000-0001-8261-5524,,2021-03-27,,,Q78779260,,2018-05,,,2018-08,,,https://orcid.org/0000-0001-8261-5524,,2021-03-27,,Physics
,Autumn Garner,physicist,,Q5,,Q6581072,,0000-0002-1547-3287,,,2021-03-27,,,Q29052,,2015-05-25,,,2015-07-31,,,https://orcid.org/0000-0002-1547-3287,,2021-03-27,,,Q78779260,,2015-05-25,,,2015-07-31,,,https://orcid.org/0000-0002-1547-3287,,2021-03-27,,Physics
,Christina McGahan,physicist,,Q5,,Q6581072,,0000-0003-2214-4657,,,2021-03-27,,,Q29052,,2011-06,,,2017-05,,,https://orcid.org/0000-0003-2214-4657,,2021-03-27,,,Q78779260,,2011-06,,,2017-05,,,https://orcid.org/0000-0003-2214-4657,,2021-03-27,,Physics 
,Victor Calderon,physics/astronomy researcher,,Q5,,Q6581097,,0000-0003-4449-9053,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0003-4449-9053,,2021-03-27,,,Q78779260,,,,,,,,https://orcid.org/0000-0003-4449-9053,,2021-03-27,,Physics & Astronomy
,Ronald Reiserer,physics/astronomy researcher,,Q5,,Q6581097,,0000-0002-3786-7893,,,2021-03-27,,,Q29052,,2002-07-08,,,,,,https://orcid.org/0000-0002-3786-7893,,2021-03-27,,,Q78779260,,2002-07-08,,,,,,https://orcid.org/0000-0002-3786-7893,,2021-03-27,,Physics & Astronomy
,Matthew Feldman,physics/astronomy researcher,,Q5,,Q6581097,,0000-0002-4071-5284,,,2021-03-27,,,Q29052,,2016-01-01,,,,,,https://orcid.org/0000-0002-4071-5284,,2021-03-27,,,Q78779260,,2016-01-01,,,,,,https://orcid.org/0000-0002-4071-5284,,2021-03-27,,Physics & Astronomy
,Phillip Cargile,physics/astronomy researcher,,Q5,,Q6581097,,0000-0002-1617-8917,,,2021-03-27,,,Q29052,,2010-06-01,,,2015-07-01,,,https://orcid.org/0000-0002-1617-8917,,2021-03-27,,,Q78779260,,2010-06-01,,,2015-07-01,,,https://orcid.org/0000-0002-1617-8917,,2021-03-27,,Physics & Astronomy
,Christopher Zachary,physics/astronomy researcher,,Q5,,Q6581097,,0000-0002-6018-6527,,,2021-03-27,,,Q29052,,2019-06-01,,,,,,https://orcid.org/0000-0002-6018-6527,,2021-03-27,,,Q78779260,,2019-06-01,,,,,,https://orcid.org/0000-0002-6018-6527,,2021-03-27,,Physics and Astronomy
,George Vejar,physics/astronomy researcher,,Q5,,Q6581097,,0000-0002-0356-3613,,,2021-03-27,,,Q29052,,2017-08-22,,,,,,https://orcid.org/0000-0002-0356-3613,,2021-03-27,,,Q78779260,,2017-08-22,,,,,,https://orcid.org/0000-0002-0356-3613,,2021-03-27,,Physics and Astronomy
,Karan Jani,physics/astronomy researcher,,Q5,,,,0000-0003-1007-8912,,,2021-03-27,,,Q29052,,2019-07-01,,,,,,https://orcid.org/0000-0003-1007-8912,,2021-03-27,,,Q78779260,,2019-07-01,,,,,,https://orcid.org/0000-0003-1007-8912,,2021-03-27,,Physics and Astronomy
,Samantha Bianco,physics/astronomy researcher,,Q5,,Q6581072,,0000-0001-9729-9413,,,2021-03-27,,,Q29052,,2019-05-20,,,2019-08-04,,,https://orcid.org/0000-0001-9729-9413,,2021-03-27,,,Q78779260,,2019-05-20,,,2019-08-04,,,https://orcid.org/0000-0001-9729-9413,,2021-03-27,,Physics and Astronomy
,Samuel White,physics/astronomy researcher,,Q5,,Q6581097,,0000-0002-3168-8894,,,2021-03-27,,,Q29052,,2015-08,,,,,,https://orcid.org/0000-0002-3168-8894,,2021-03-27,,,Q78779260,,2015-08,,,,,,https://orcid.org/0000-0002-3168-8894,,2021-03-27,,Physics and Astronomy
,Senta Greene,physics/astronomy researcher,,Q5,,,,0000-0002-7382-3003,,,2021-03-27,,,Q29052,,1994,,,,,,https://orcid.org/0000-0002-7382-3003,,2021-03-27,,,Q78779260,,1994,,,,,,https://orcid.org/0000-0002-7382-3003,,2021-03-27,,Physics and Astronomy
,Jonathan Eldridge,physics/astronomy researcher,,Q5,,Q6581097,,0000-0003-2299-9284,,,2021-03-27,,,Q29052,,2016-07-03,,,2020-05-08,,,https://orcid.org/0000-0003-2299-9284,,2021-03-27,,,Q78779260,,2016-07-03,,,2020-05-08,,,https://orcid.org/0000-0003-2299-9284,,2021-03-27,,Physics And Astronomy
,Aaron Stevens,physics/astronomy researcher,,Q5,,Q6581097,,0000-0001-7174-3707,,,2021-03-27,,,Q29052,,2015-05-10,,,,,,https://orcid.org/0000-0001-7174-3707,,2021-03-27,,,Q78779260,,2015-05-10,,,,,,https://orcid.org/0000-0001-7174-3707,,2021-03-27,,Physics and Astronomy
,Xiao Shen,physics/astronomy researcher,,Q5,,,,0000-0003-0200-1931,,,2021-03-27,,,Q29052,,2009-09,,,2014-04,,,https://orcid.org/0000-0003-0200-1931,,2021-03-27,,,Q78779260,,2009-09,,,2014-04,,,https://orcid.org/0000-0003-0200-1931,,2021-03-27,,Physics and Astronomy
,Kenneth Schriver,physics/astronomy researcher,,Q5,,Q6581097,,0000-0001-5961-6924,,,2021-03-27,,,Q29052,,2001-03-01,,,2011-12-31,,,https://orcid.org/0000-0001-5961-6924,,2021-03-27,,,Q78779260,,2001-03-01,,,2011-12-31,,,https://orcid.org/0000-0001-5961-6924,,2021-03-27,,Physics and Astronomy
,Cameron K. McBride,physics/astronomy researcher,,Q5,,,,0000-0001-8906-4219,,,2021-03-27,,,Q29052,,2008-07,,,2011-06,,,https://orcid.org/0000-0001-8906-4219,,2021-03-27,,,Q78779260,,2008-07,,,2011-06,,,https://orcid.org/0000-0001-8906-4219,,2021-03-27,,Physics and Astronomy
,Rodolfo Montez,physics/astronomy researcher,,Q5,,,,0000-0002-6752-2909,,,2021-03-27,,,Q29052,,2012-08-15,,,2016-02-18,,,https://orcid.org/0000-0002-6752-2909,,2021-03-27,,,Q78779260,,2012-08-15,,,2016-02-18,,,https://orcid.org/0000-0002-6752-2909,,2021-03-27,,Physics and Astronomy
,Kyle Hawkins,physics/astronomy researcher,,Q5,,Q6581097,,0000-0002-7890-980X,,,2021-03-27,,,Q29052,,2017,,,2018,,,https://orcid.org/0000-0002-7890-980X,,2021-03-27,,,Q78779260,,2017,,,2018,,,https://orcid.org/0000-0002-7890-980X,,2021-03-27,,Physics and Astronomy
,Gabriella Alvarez,physics/astronomy researcher,,Q5,,Q6581072,,0000-0001-9266-6974,,,2021-03-27,,,Q29052,,2016-08-15,,,,,,https://orcid.org/0000-0001-9266-6974,,2021-03-27,,,Q78779260,,2016-08-15,,,,,,https://orcid.org/0000-0001-9266-6974,,2021-03-27,,Physics and Astronomy
,V. S. Nageswara Rao Sunkaranam,physics/astronomy researcher,,Q5,,,,0000-0002-7826-5901,,,2021-03-27,,,Q29052,,2004,,,2007,,,https://orcid.org/0000-0002-7826-5901,,2021-03-27,,,Q78779260,,2004,,,2007,,,https://orcid.org/0000-0002-7826-5901,,2021-03-27,,Physics and Astronomy
,Hüseyin Göksu,physics/astronomy researcher,,Q5,,,,0000-0002-3162-4874,,,2021-03-27,,,Q29052,,1998,,,2000,,,https://orcid.org/0000-0002-3162-4874,,2021-03-27,,,Q78779260,,1998,,,2000,,,https://orcid.org/0000-0002-3162-4874,,2021-03-27,,Physics and Astronomy
,Charles Chappell,physics/astronomy researcher,,Q5,,Q6581097,,0000-0002-1703-6769,,,2021-03-27,,,Q29052,,2000-09-01,,,,,,https://orcid.org/0000-0002-1703-6769,,2021-03-27,,,Q78779260,,2000-09-01,,,,,,https://orcid.org/0000-0002-1703-6769,,2021-03-27,,Physics and Astronomy
,Xiao Shen,physics/astronomy researcher,,Q5,,,,0000-0003-0200-1931,,,2021-03-27,,,Q29052,,2014-04,,,2015-08,,,https://orcid.org/0000-0003-0200-1931,,2021-03-27,,,Q78779260,,2014-04,,,2015-08,,,https://orcid.org/0000-0003-0200-1931,,2021-03-27,,Physics and Astronomy 
,Heather Cegla,physics/astronomy researcher,,Q5,,Q6581072,,0000-0001-8934-7315,,,2021-03-27,,,Q29052,,2009-06,,,2009-08,,,https://orcid.org/0000-0001-8934-7315,,2021-03-27,,,Q78779260,,2009-06,,,2009-08,,,https://orcid.org/0000-0001-8934-7315,,2021-03-27,,Physics and Astronomy 
,"Charles E. Orser, Jr.",anthropologist,,Q5,,Q6581097,,0000-0002-6276-9670,,,2021-03-27,,,Q29052,,2012-09,,,,,,https://orcid.org/0000-0002-6276-9670,,2021-03-27,,,Q79117746,,2012-09,,,,,,https://orcid.org/0000-0002-6276-9670,,2021-03-27,,Anthropology
,Jeffrey Shenton,anthropologist,,Q5,,Q6581097,,0000-0001-6201-561X,,,2021-03-27,,,Q29052,,2014-08-15,,,,,,https://orcid.org/0000-0001-6201-561X,,2021-03-27,,,Q79117746,,2014-08-15,,,,,,https://orcid.org/0000-0001-6201-561X,,2021-03-27,,Anthropology/Writing Studio
,Moyosore Ajayi,earth and environmental sciences researcher,,Q5,,,,0000-0002-6690-4315,,,2021-03-27,,,Q29052,,2014-08-22,,,,,,https://orcid.org/0000-0002-6690-4315,,2021-03-27,,,Q79117803,,2014-08-22,,,,,,https://orcid.org/0000-0002-6690-4315,,2021-03-27,,Earth & Environmental Sciences
,Abraham J. Padilla,earth and environmental sciences researcher,,Q5,,Q6581097,,0000-0002-8371-533X,,,2021-03-27,,,Q29052,,2009-08,,,2015-09,,,https://orcid.org/0000-0002-8371-533X,,2021-03-27,,,Q79117803,,2009-08,,,2015-09,,,https://orcid.org/0000-0002-8371-533X,,2021-03-27,,Earth & Environmental Sciences
,Genna Chiaro,earth and environmental sciences researcher,,Q5,,,,0000-0002-8981-7679,,,2021-03-27,,,Q29052,,2017-08-11,,,,,,https://orcid.org/0000-0002-8981-7679,,2021-03-27,,,Q79117803,,2017-08-11,,,,,,https://orcid.org/0000-0002-8981-7679,,2021-03-27,,Earth and Environmental Sciences
,Rachel Bain,earth and environmental sciences researcher,,Q5,,Q6581072,,0000-0002-7489-6327,,,2021-03-27,,,Q29052,,2014-08-15,,,2019-12-15,,,https://orcid.org/0000-0002-7489-6327,,2021-03-27,,,Q79117803,,2014-08-15,,,2019-12-15,,,https://orcid.org/0000-0002-7489-6327,,2021-03-27,,Earth and Environmental Sciences
,Zeeshan Samad,economist,,Q5,,,,0000-0002-7438-3097,,,2021-03-27,,,Q29052,,2016-08-01,,,,,,https://orcid.org/0000-0002-7438-3097,,2021-03-27,,,Q79117810,,2016-08-01,,,,,,https://orcid.org/0000-0002-7438-3097,,2021-03-27,,Economics
,Hyunseung Oh,economist,,Q5,,,,0000-0001-9081-7046,,,2021-03-27,,,Q29052,,2014-08-14,,,2019-07-31,,,https://orcid.org/0000-0001-9081-7046,,2021-03-27,,,Q79117810,,2014-08-14,,,2019-07-31,,,https://orcid.org/0000-0001-9081-7046,,2021-03-27,,Economics
,Adnan Kasman,economist,,Q5,,Q6581097,,0000-0001-9361-982X,,,2021-03-27,,,Q29052,,1999-08-25,,,2002-05-06,,,https://orcid.org/0000-0001-9361-982X,,2021-03-27,,,Q79117810,,1999-08-25,,,2002-05-06,,,https://orcid.org/0000-0001-9361-982X,,2021-03-27,,Economics
,Dong-Hyuk Kim,economist,,Q5,,,,0000-0002-8168-8534,,,2021-03-27,,,Q29052,,2013-08-15,,,2016-08-15,,,https://orcid.org/0000-0002-8168-8534,,2021-03-27,,,Q79117810,,2013-08-15,,,2016-08-15,,,https://orcid.org/0000-0002-8168-8534,,2021-03-27,,Economics
,Halit Akturk,economist,,Q5,,,,0000-0002-3494-7505,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-3494-7505,,2021-03-27,,,Q79117810,,,,,,,,https://orcid.org/0000-0002-3494-7505,,2021-03-27,,Economics
,Jonathan Farina,English scholar,,Q5,,Q6581097,,0000-0002-6465-9520,,,2021-03-27,,,Q29052,,2008-09,,,2009-05,,,https://orcid.org/0000-0002-6465-9520,,2021-03-27,,,Q79117817,,2008-09,,,2009-05,,,https://orcid.org/0000-0002-6465-9520,,2021-03-27,,English
,Nancy McGuire Roche,English scholar,,Q5,,Q6581072,,0000-0001-9126-8923,,,2021-03-27,,,Q29052,,2012-08-01,,,2019-12-31,,,https://orcid.org/0000-0001-9126-8923,,2021-03-27,,,Q79117817,,2012-08-01,,,2019-12-31,,,https://orcid.org/0000-0001-9126-8923,,2021-03-27,,English
,Magana Kabugi,English scholar,,Q5,,,,0000-0002-5746-9008,,,2021-03-27,,,Q29052,,2016-08,,,2020-06-02,,,https://orcid.org/0000-0002-5746-9008,,2021-03-27,,,Q79117817,,2016-08,,,2020-06-02,,,https://orcid.org/0000-0002-5746-9008,,2021-03-27,,English
