qid,label_en,description_en,instance_of_uuid,instance_of,gender_uuid,gender,orcid_uuid,orcid,orcid_ref1_hash,orcid_ref1_retrieved_nodeId,orcid_ref1_retrieved_val,orcid_ref1_retrieved_prec,employer_uuid,employer,employer_start_time_nodeId,employer_start_time_val,employer_start_time_prec,employer_end_time_nodeId,employer_end_time_val,employer_end_time_prec,employer_ref1_hash,employer_ref1_referenceUrl,employer_ref1_retrieved_nodeId,employer_ref1_retrieved_val,employer_ref1_retrieved_prec,affiliation_uuid,affiliation,affiliation_start_time_nodeId,affiliation_start_time_val,affiliation_start_time_prec,affiliation_end_time_nodeId,affiliation_end_time_val,affiliation_end_time_prec,affiliation_ref1_hash,affiliation_ref1_referenceUrl,affiliation_ref1_retrieved_nodeId,affiliation_ref1_retrieved_val,affiliation_ref1_retrieved_prec
Q106395925,Aaron Stevens,physics/astronomy researcher,D4F2891F-DA16-4CA4-86BB-E0B2914B2604,Q5,31FAC95F-E281-4CB0-9434-956E596DB6FE,Q6581097,3D58C4A0-E7A5-488B-A5F4-4A98B3CEAA9E,0000-0001-7174-3707,220cc132746fe9acd80a3cb4f6ae76cf4987b557,95b63402-28e7-4aed-87e2-7af5b11ea5ba,2021-03-27T00:00:00Z,11,99F53DFD-024C-4A08-A8EC-F786E5B71962,Q29052,4ad55db8-45ed-473d-84fe-e135821319ee,2015-05-10T00:00:00Z,11,,,,7b91bd1a2c50b3c512cbafab45c327835f4d499e,https://orcid.org/0000-0001-7174-3707,11ab4780-f225-4eb2-a437-66a96a78cf53,2021-03-27T00:00:00Z,11,64B517E8-3841-4105-A6C1-D393ED464C62,Q78779260,621b1f51-4a3b-40e0-9c35-aa9462533a4e,2015-05-10T00:00:00Z,11,,,,7b91bd1a2c50b3c512cbafab45c327835f4d499e,https://orcid.org/0000-0001-7174-3707,5710e042-945a-40c4-8399-c50f970b9d09,2021-03-27T00:00:00Z,11
Q106395926,Abigail Roux,eye researcher,F8496715-C76B-4BE5-AF4C-9823CE397948,Q5,88CF42CD-A2CF-4E53-A222-64C15384F8D7,Q6581072,85ACB683-6178-4C20-AF25-D84C80A58EFD,0000-0001-7731-5885,220cc132746fe9acd80a3cb4f6ae76cf4987b557,e131ecef-e88f-49d4-998f-17f16112caeb,2021-03-27T00:00:00Z,11,AF306632-3AA0-486B-9435-E8DFB8F649C7,Q7914455,40ba80ac-2d67-444a-8e30-d349f73771a2,2017-01-08T00:00:00Z,11,,,,df022ffd58ec5a45b08b7483dc669ecd16327f75,https://orcid.org/0000-0001-7731-5885,26266acc-5236-4ede-acba-14d25a629c04,2021-03-27T00:00:00Z,11,C1F9882C-5F39-4CE4-84B9-0EA9CF37D316,Q89953948,00e9260f-8fb9-4967-863a-0b4f9c105b7d,2017-01-08T00:00:00Z,11,,,,df022ffd58ec5a45b08b7483dc669ecd16327f75,https://orcid.org/0000-0001-7731-5885,4da8fa24-4717-47b0-bf96-8048b2f6a55a,2021-03-27T00:00:00Z,11
Q106395927,Abigail Searfoss,medical researcher,5D59B195-D335-49B5-98AB-5A951A1F99F2,Q5,27F45D88-869D-46A0-B2DB-6A3F65926A1A,Q6581072,C20EBD78-5AE8-4951-AF8A-517AF3A984C0,0000-0002-5417-7827,220cc132746fe9acd80a3cb4f6ae76cf4987b557,753632da-aa90-4b47-8ef0-02b0294d549c,2021-03-27T00:00:00Z,11,9CADF991-BB4D-4297-A9D2-27258FC0C1B7,Q29052,,,,,,,c52aae22f0629eeffe60b0df84e6943a87a5f658,https://orcid.org/0000-0002-5417-7827,29e2730e-f2ab-41ad-9af2-cf898b7af4c5,2021-03-27T00:00:00Z,11,F1A7BDCE-9B8B-499F-BBFC-8A81FFEC97E5,Q89954019,,,,,,,c52aae22f0629eeffe60b0df84e6943a87a5f658,https://orcid.org/0000-0002-5417-7827,ff035e5f-0d40-4251-895e-1c18d1194f10,2021-03-27T00:00:00Z,11
Q106395822,Abigail Smith,chemist,BAB222B9-7AC7-4526-9FDC-00893CC7852D,Q5,58709C9E-5CE3-44B8-A9C6-CA7BF9BBAC3C,Q6581072,706F0CA2-BDA1-4932-8959-13EB268B89A0,0000-0003-0921-1835,220cc132746fe9acd80a3cb4f6ae76cf4987b557,3230eb67-ce6a-41bd-81fc-f2fe02b1cbd8,2021-03-27T00:00:00Z,11,928E5892-D523-4970-9580-AECF33957729,Q29052,86f625dd-3105-4cc3-bb36-d47cffbb3972,2016-08-00T00:00:00Z,10,,,,03829ceb357d361c285d65d3ad3d82d09738c512,https://orcid.org/0000-0003-0921-1835,53b7905f-148c-44f8-81a3-5e529d6c67f9,2021-03-27T00:00:00Z,11,F9055F03-60D9-4AE2-B8EA-986690F5117D,Q45132727,670f4b4b-8037-4cba-ae1c-959aec2f7979,2016-08-00T00:00:00Z,10,,,,03829ceb357d361c285d65d3ad3d82d09738c512,https://orcid.org/0000-0003-0921-1835,16853b83-e073-408f-a420-425bf8239543,2021-03-27T00:00:00Z,11
Q106395928,Abraham J. Padilla,earth and environmental sciences researcher,51D52D0C-EBEF-4DE0-9B5C-352761F5570C,Q5,3F06284C-A27B-4005-B8A1-A67F3FA684A8,Q6581097,4389C2A3-1184-4592-B1E7-611A7DE2D670,0000-0002-8371-533X,220cc132746fe9acd80a3cb4f6ae76cf4987b557,d30ae668-fb67-495e-98c6-710befb56ba8,2021-03-27T00:00:00Z,11,00BB6675-FC03-4040-AD8F-BAFEB5518DB3,Q29052,7917283a-80f6-4c8c-99cb-ba78981e50fc,2009-08-00T00:00:00Z,10,3be40a2e-3780-4919-9a53-ee7946c84a9c,2015-09-00T00:00:00Z,10,2d42b32529d49d9401806ce29bbefdc89c43859c,https://orcid.org/0000-0002-8371-533X,cca94a48-9280-44c9-ab5c-b820e515eb28,2021-03-27T00:00:00Z,11,15F242A4-A00D-43C5-85F6-681F156B9FAC,Q79117803,e3134e1f-8464-4905-8991-c5a397f9055d,2009-08-00T00:00:00Z,10,4cd13173-3e27-4eb9-88c8-4343b96b5477,2015-09-00T00:00:00Z,10,2d42b32529d49d9401806ce29bbefdc89c43859c,https://orcid.org/0000-0002-8371-533X,826a8536-3019-4e1d-ad76-ace5d23280e4,2021-03-27T00:00:00Z,11
Q106395929,Adam Burgos,philosopher,BF87DF76-DD6D-474C-8AC6-60CF12109C42,Q5,55F31876-546A-4105-93E5-296791124BE2,Q6581097,380F4B3D-79B8-4520-8C6F-D420C7C21720,0000-0002-6793-4591,220cc132746fe9acd80a3cb4f6ae76cf4987b557,b3779583-9f34-4b56-9ca7-ff7ce59031ec,2021-03-27T00:00:00Z,11,A35EE0CD-AAEC-406B-9229-F46EDA61AD8C,Q29052,9d89f17f-25ec-44a7-8e03-815e5d963d9f,2015-08-01T00:00:00Z,11,8b1d333c-456b-4141-a251-de6d2f4f1326,2016-07-31T00:00:00Z,11,3da8b271e98b98d650ccf38dde43dab8088fa180,https://orcid.org/0000-0002-6793-4591,c04cd1c1-6b24-49a5-810e-d0422b1be7aa,2021-03-27T00:00:00Z,11,0424F806-0FD9-4211-B5AC-9C3880B93EAE,Q79117891,bcd6dc34-51e2-4200-b73f-2638ecec0910,2015-08-01T00:00:00Z,11,e7d0a6a7-4c82-4b50-8afb-18c3f6218402,2016-07-31T00:00:00Z,11,3da8b271e98b98d650ccf38dde43dab8088fa180,https://orcid.org/0000-0002-6793-4591,79683827-1018-463d-b370-7f67c078a2fb,2021-03-27T00:00:00Z,11
Q106395930,Adam Kingeter,anesthesiologist,B46AD064-030E-4B31-925B-AE4BF46285EB,Q5,9A4A94F5-A742-467F-929D-0E40983E3ED1,Q6581097,DCA625C7-41C5-4FC5-A0F3-B37EC45A8444,0000-0001-6918-2605,220cc132746fe9acd80a3cb4f6ae76cf4987b557,383fccae-799f-450a-82da-a455acb74da9,2021-03-27T00:00:00Z,11,9804BCD5-5229-48D4-AE5B-4FB2139C5491,Q7914455,,,,,,,94b1599b2e67ee8c33d70c85e4c6169e1c75a91c,https://orcid.org/0000-0001-6918-2605,6cadfadf-6c6e-46a1-b2ba-3a4469a668cd,2021-03-27T00:00:00Z,11,4CDC28E2-FB2D-4BFE-BF1D-D61594B6B6F0,Q89951871,,,,,,,94b1599b2e67ee8c33d70c85e4c6169e1c75a91c,https://orcid.org/0000-0001-6918-2605,5699ab58-460a-40d1-ae9e-b524058198a6,2021-03-27T00:00:00Z,11
Q106395931,Adam Luchies,biomedical engineer,F9D268C7-FDEA-4F91-8A6F-AD909E9879CF,Q5,E8C48601-8119-4CF2-AB64-35D9E4C752DF,Q6581097,1CACB7C9-03F2-4950-9070-2B5668731589,0000-0002-8211-2422,220cc132746fe9acd80a3cb4f6ae76cf4987b557,32f9df0b-258e-4f97-99ad-58dcd9cd40a2,2021-03-27T00:00:00Z,11,51429FB4-BDF4-4D3D-AE6F-0116C67D52B7,Q29052,1ff031c9-e981-467b-9382-1ac80f230e06,2016-09-00T00:00:00Z,10,,,,dfcbe06ec95dd7c730d7d8be255039f0aff51a4a,https://orcid.org/0000-0002-8211-2422,505c1dd8-012a-404c-8b09-0b50889ddae5,2021-03-27T00:00:00Z,11,5B1447B9-C6C5-4DBD-A412-53E0AF1B5EAA,Q84268104,31141340-a7ca-407d-84da-b46ed948462f,2016-09-00T00:00:00Z,10,,,,dfcbe06ec95dd7c730d7d8be255039f0aff51a4a,https://orcid.org/0000-0002-8211-2422,7145e6ab-63a0-4b20-8e15-8249194a1472,2021-03-27T00:00:00Z,11
Q106395933,Adele Stewart,pharmacologist,9E7ACCBF-BBB7-40EC-AC97-C5B46C865108,Q5,A56C137C-2239-4CA8-9F57-9ECDF7EDE976,Q6581072,B7747674-C7E2-430C-BF81-8D127DEDF20F,0000-0003-4968-2471,220cc132746fe9acd80a3cb4f6ae76cf4987b557,8e67d0ac-919e-4ffa-a893-688e8dc0faf8,2021-03-27T00:00:00Z,11,8EC7026B-F944-4AD8-8E91-3575803A0CE0,Q29052,5647da88-167c-4e00-adfc-a17eee666f32,2014-08-01T00:00:00Z,11,516496ca-e9b1-48c3-8010-6e5b9dd5720c,2016-05-31T00:00:00Z,11,3d47ee52d3dfe9c2c5dbfd37c26579c3a458053b,https://orcid.org/0000-0003-4968-2471,287ad812-f7d7-474e-a800-a27fc6dfb1fe,2021-03-27T00:00:00Z,11,EAEC125D-5E58-448B-8D28-C1966A8BEA0A,Q89953981,ea6a0c53-2eb4-40a3-9dcb-78a10dfec990,2014-08-01T00:00:00Z,11,d8e8639d-bd47-4de5-b467-71bafe807229,2016-05-31T00:00:00Z,11,3d47ee52d3dfe9c2c5dbfd37c26579c3a458053b,https://orcid.org/0000-0003-4968-2471,b41a7331-d92e-469c-be7a-27d9d75fbd7c,2021-03-27T00:00:00Z,11
Q106395934,Adnan Kasman,economist,D7B9B761-8C7D-447F-9535-0692CC9C4937,Q5,7906567A-78D5-4C40-858D-181D4E965DC8,Q6581097,FF6D0FEA-F712-4710-B537-CDB3229B3F20,0000-0001-9361-982X,220cc132746fe9acd80a3cb4f6ae76cf4987b557,b7f108d2-268f-4140-ba77-a19d2e42b730,2021-03-27T00:00:00Z,11,659DECC3-903D-4320-AB4A-E6AEACC60889,Q29052,8873a981-49e4-40e4-a513-b31f0a234ba5,1999-08-25T00:00:00Z,11,354a4fc8-fbad-48d2-8d39-0831eb4dfd73,2002-05-06T00:00:00Z,11,82441087a799d52afcb28502d822d124f462c0b8,https://orcid.org/0000-0001-9361-982X,14591671-44bd-49da-980b-33f93daebae0,2021-03-27T00:00:00Z,11,59DE5304-EE57-48EE-9329-DF6F78F43A60,Q79117810,1dd9de20-abf8-4298-9c69-9011da004158,1999-08-25T00:00:00Z,11,9475a88d-0188-4b46-a5fd-41dcbac9d63c,2002-05-06T00:00:00Z,11,82441087a799d52afcb28502d822d124f462c0b8,https://orcid.org/0000-0001-9361-982X,c8ca4b2a-2be4-4e20-88a2-1ffcf9851446,2021-03-27T00:00:00Z,11
