qid,label_en,description_en,instance_of_uuid,instance_of,gender_uuid,gender,orcid_uuid,orcid,orcid_ref1_hash,orcid_ref1_retrieved_nodeId,orcid_ref1_retrieved_val,orcid_ref1_retrieved_prec,employer_uuid,employer,employer_start_time_nodeId,employer_start_time_val,employer_start_time_prec,employer_end_time_nodeId,employer_end_time_val,employer_end_time_prec,employer_ref1_hash,employer_ref1_referenceUrl,employer_ref1_retrieved_nodeId,employer_ref1_retrieved_val,employer_ref1_retrieved_prec,affiliation_uuid,affiliation,affiliation_start_time_nodeId,affiliation_start_time_val,affiliation_start_time_prec,affiliation_end_time_nodeId,affiliation_end_time_val,affiliation_end_time_prec,affiliation_ref1_hash,affiliation_ref1_referenceUrl,affiliation_ref1_retrieved_nodeId,affiliation_ref1_retrieved_val,affiliation_ref1_retrieved_prec
Q106395935,Adrian Jarquin-Valdivia,neurology researcher,E4A52A90-EA2D-4773-84D6-186C0C146D1F,Q5,,,8AEC68E9-6EC0-4384-9D79-0150EBD66296,0000-0001-9102-0768,220cc132746fe9acd80a3cb4f6ae76cf4987b557,f02167cf-634c-4615-a121-66cbb730f118,2021-03-27T00:00:00Z,11,018AC72D-25A8-484A-B4B7-322C1CB66CE5,Q7914455,91f7aa2d-d9f8-45be-97b6-7ddb30f541a0,2002-09-01T00:00:00Z,11,6fb34a09-934c-4d41-98bd-d801b9a719d9,2009-12-10T00:00:00Z,11,368008f03576497fea9b594f82e8c384ace4314b,https://orcid.org/0000-0001-9102-0768,359995bc-7d18-4c3e-82ba-ae760d768da5,2021-03-27T00:00:00Z,11,25C0FD18-3E34-4ECB-8879-1E82E8A399BE,Q89953944,05ae6c37-33a0-47c5-96aa-3ab3491f9741,2002-09-01T00:00:00Z,11,b818a89d-28f2-460c-9eda-22c87de7f49a,2009-12-10T00:00:00Z,11,368008f03576497fea9b594f82e8c384ace4314b,https://orcid.org/0000-0001-9102-0768,84985ca3-6841-4f70-8a11-3afa88f0ea3c,2021-03-27T00:00:00Z,11
Q106395937,Adrian Lim,mathematician,892D30D1-089D-4993-84D1-0D09D309AEA8,Q5,93FDFA8C-1AD9-43A9-ABD9-4F6E986E6209,Q6581097,299FBF82-77C0-4C64-B2C0-92A7E9D33886,0000-0002-2633-8734,220cc132746fe9acd80a3cb4f6ae76cf4987b557,2c6a8418-000a-4349-b2e7-baa34ba4a206,2021-03-27T00:00:00Z,11,66EB2B7F-838F-48F5-BB72-EE83F5F61471,Q29052,3c788bd7-46a4-43ab-8c64-1409da09f5e0,2007-09-01T00:00:00Z,11,9929335a-2355-45b2-87e9-5b7a751b9422,2008-08-31T00:00:00Z,11,e003115a6c562100772cf1bcfbb61c06ba885573,https://orcid.org/0000-0002-2633-8734,604d401b-2fda-4e9b-856a-30bb7a339361,2021-03-27T00:00:00Z,11,D06162E7-23F6-46DF-9397-0B69342D77BD,Q79117878,5e67e300-1e92-471c-af66-64478739e9f7,2007-09-01T00:00:00Z,11,9385108c-6cc7-46f1-a8f0-1be84536d4b1,2008-08-31T00:00:00Z,11,e003115a6c562100772cf1bcfbb61c06ba885573,https://orcid.org/0000-0002-2633-8734,4182a0c6-91cd-4751-99bf-5e80ab1c47aa,2021-03-27T00:00:00Z,11
Q106395938,Adrianne Wu,biomedical informatician,2F1C282F-15D7-4041-A35F-A6233C384A42,Q5,,,5B262CB2-3E76-43F5-867F-0D51EFD91263,0000-0002-4470-7070,220cc132746fe9acd80a3cb4f6ae76cf4987b557,246399e8-c8db-4663-ad25-f27dca38773d,2021-03-27T00:00:00Z,11,394DE20C-DD06-45CE-997C-1A00B4A61728,Q7914455,62b50800-c679-4d65-9964-97d45c1f3a51,2018-05-28T00:00:00Z,11,99628fb3-0f74-4ff7-b20b-3a453defb924,2018-08-03T00:00:00Z,11,04be0d2ae4a1f3dc20c7fe7d667f15988c76c20f,https://orcid.org/0000-0002-4470-7070,3b4380ba-b9f7-4821-a69b-4ded58f39bcf,2021-03-27T00:00:00Z,11,F8564565-84AE-46AB-9BAD-AE49937DAC8D,Q89953900,c410ce94-3011-46ac-b867-e36f2273767d,2018-05-28T00:00:00Z,11,5c4d9792-6ed1-4ca4-af61-56d310b06789,2018-08-03T00:00:00Z,11,04be0d2ae4a1f3dc20c7fe7d667f15988c76c20f,https://orcid.org/0000-0002-4470-7070,070e551f-2a0d-4e2c-b00b-59ad396ce5f1,2021-03-27T00:00:00Z,11
Q106395939,Adrienne Roman,hearing and speech researcher,C52D9F89-B8D5-408C-8C9E-A3EEF58699AF,Q5,,,4A956AE2-913B-40B0-8909-0D0A59811C0F,0000-0001-6703-5433,220cc132746fe9acd80a3cb4f6ae76cf4987b557,6e871554-3400-4d2a-ab74-ba3a406453e6,2021-03-27T00:00:00Z,11,A4E946BB-3049-4BB4-8815-A6D7850C54B6,Q7914455,79752902-d537-4d10-a6c8-e24e4dbbc527,2015-01-06T00:00:00Z,11,3fef7256-869d-43d8-b9a6-dc123f439a63,2020-01-17T00:00:00Z,11,e5ed6d870cdcbc2a7563c90ca41e8385d37531eb,https://orcid.org/0000-0001-6703-5433,6c5d22a0-5fc9-4df7-8117-1f19f85a2209,2021-03-27T00:00:00Z,11,156AA13A-7A50-4C1B-BC84-00D0F2CC24F6,Q89953926,6ab50204-63cd-49ab-b43f-bb5955039dd7,2015-01-06T00:00:00Z,11,04a9d978-be66-4073-9def-244c661b2af8,2020-01-17T00:00:00Z,11,e5ed6d870cdcbc2a7563c90ca41e8385d37531eb,https://orcid.org/0000-0001-6703-5433,da82a114-13bc-4cb1-a01d-df00a65c1f3b,2021-03-27T00:00:00Z,11
Q106395940,Agostinho F. Leite D'Almeida,Spanish/Portuguese scholar,722951AE-C945-4CB3-B003-E6C2116A6B6B,Q5,,,6C98884D-E262-42A9-9BD3-7B0DB633330B,0000-0003-4832-8964,220cc132746fe9acd80a3cb4f6ae76cf4987b557,7f3e51cd-1dab-4ce4-8b0e-92344bd81bd1,2021-03-27T00:00:00Z,11,1577539A-C096-40C1-AFB7-A9B8D778190D,Q29052,a7413983-2ed1-4783-9629-fd276d08b81e,1977-00-00T00:00:00Z,9,799583c4-e21a-4c92-9b2f-7d14f52391ae,1984-00-00T00:00:00Z,9,0b31208224514e1c436a8e6a954d7d24467ac1e5,https://orcid.org/0000-0003-4832-8964,18454cda-6a79-455e-8cb7-401cb5b3bf2f,2021-03-27T00:00:00Z,11,FC6965C3-A0FE-4C5C-BA72-4DE5BEE458F9,Q79117938,e6385ce3-2fcf-48bc-8a78-c36c45d0e5ee,1977-00-00T00:00:00Z,9,2de3fb1e-9b4a-475b-b3d4-a767b10ddcef,1984-00-00T00:00:00Z,9,0b31208224514e1c436a8e6a954d7d24467ac1e5,https://orcid.org/0000-0003-4832-8964,4dcb8fe9-32ac-4e0b-8d8d-c67dfbb4e8e0,2021-03-27T00:00:00Z,11
Q106395942,Ahmet Faruk Çakmak,mathematician,E84F937E-5F81-4D33-983B-8D74F2A03E82,Q5,,,87AEFB48-6DC6-4A3C-A034-54686E0ED9AC,0000-0001-8954-7456,220cc132746fe9acd80a3cb4f6ae76cf4987b557,987749f1-2036-4f84-b5b4-b0d1ddf51c05,2021-03-27T00:00:00Z,11,53952823-D25E-45E6-93A1-576265C8C0CF,Q29052,df61eeaf-fa34-4846-80da-084fb9d63134,2014-09-28T00:00:00Z,11,8d65d5a6-d5b5-4e69-8351-8295182c21f6,2015-08-14T00:00:00Z,11,bfc43b234389a23390f7222a4d9d6fea809a0a9b,https://orcid.org/0000-0001-8954-7456,472c980a-a47c-49ef-8e61-f795bb08e33d,2021-03-27T00:00:00Z,11,C05A8594-017F-4652-8177-21B2BE7C5BDC,Q79117878,1abf35ff-c9d6-404e-a218-5fac4aeb282b,2014-09-28T00:00:00Z,11,517d7d0e-97d4-482a-be39-a58ec012ef3f,2015-08-14T00:00:00Z,11,bfc43b234389a23390f7222a4d9d6fea809a0a9b,https://orcid.org/0000-0001-8954-7456,b78763c1-dc90-421b-9e3d-f39aa5cf3827,2021-03-27T00:00:00Z,11
Q106395943,Ahra Kim,biostatistician,A3CB7A26-5AB5-4D24-947E-1946DD01ABAF,Q5,,,85A10EDA-7A42-4EC1-878F-9F4A02E22F6C,0000-0003-4510-7453,220cc132746fe9acd80a3cb4f6ae76cf4987b557,f1159235-019b-415e-8af0-bf925225557e,2021-03-27T00:00:00Z,11,F20416D2-80C6-475D-A4FA-4D64C888981B,Q7914455,e995e339-54ac-4ebd-8bdb-25a50d158ff3,2017-06-26T00:00:00Z,11,,,,be472376a201f99bd4eae14b1d17bc451e71a33a,https://orcid.org/0000-0003-4510-7453,093b0f9b-6013-4523-b6f0-9c3d7fdf8191,2021-03-27T00:00:00Z,11,EEA85B94-8886-4CA8-8A4C-ECEEFD8384D1,Q84268104,1ed8f43f-0a20-4479-afc8-694ee87fb078,2017-06-26T00:00:00Z,11,,,,be472376a201f99bd4eae14b1d17bc451e71a33a,https://orcid.org/0000-0003-4510-7453,8f688e59-1a8f-4779-a6b3-ef635057d030,2021-03-27T00:00:00Z,11
Q106395945,Ajit Tiwari,biophysicist,25551FD4-FDD7-4C8F-AC81-778963EE6335,Q5,,,985B313F-12E4-40D2-8D11-883683F48786,0000-0001-9849-1466,220cc132746fe9acd80a3cb4f6ae76cf4987b557,a9d20b61-9554-41e6-b7c0-dd287419fa54,2021-03-27T00:00:00Z,11,C1ED941E-1050-42FF-B88F-EC5BF9EFBC80,Q29052,169e650c-ed39-4b5f-8a62-d32950308060,2017-10-01T00:00:00Z,11,49a1d79b-74b8-4bfb-8eaa-0352f05a4919,2018-10-31T00:00:00Z,11,5ed4dfd3dd1d7684ac3a8bdea1fb9637055fce5c,https://orcid.org/0000-0001-9849-1466,4c80c876-5c57-4f5f-9c35-48a5ebd58dce,2021-03-27T00:00:00Z,11,04E76055-6CCB-431D-AE49-3EFE49318A1C,Q89953935,330b8dee-1fbb-4efe-b091-4a0fd4c015bf,2017-10-01T00:00:00Z,11,5c8cf4ae-4f98-4242-a49a-05a20bb8baf3,2018-10-31T00:00:00Z,11,5ed4dfd3dd1d7684ac3a8bdea1fb9637055fce5c,https://orcid.org/0000-0001-9849-1466,3631ce51-1259-4d8d-bf83-e13b5b79b5dd,2021-03-27T00:00:00Z,11
Q106395946,Akshith Ullal,electrical engineer/computer scientist,2B719486-0055-4CC6-B2DD-57A75F8BD6D6,Q5,,,A0BD8DDB-8B8B-443F-A058-11532584CC77,0000-0003-3923-5491,220cc132746fe9acd80a3cb4f6ae76cf4987b557,d5c5a849-a2c8-4fbe-9bcf-b1b72ed88d31,2021-03-27T00:00:00Z,11,ED776ACE-3B36-42B3-B8DF-CFC66B340B13,Q29052,8ca5bfa5-2b34-4cdf-b68a-e7f34581f17a,2018-06-01T00:00:00Z,11,,,,689cde9147641b7bf2c5a94236f3ff8d0be3959f,https://orcid.org/0000-0003-3923-5491,1ecb2f6a-4d46-48e9-ad82-87b653f9b027,2021-03-27T00:00:00Z,11,AEE94678-E44C-410E-8107-BCB0F44BCCAD,Q84270584,ad50a5ff-5f42-41bc-ab7f-3454ca43d9d2,2018-06-01T00:00:00Z,11,,,,689cde9147641b7bf2c5a94236f3ff8d0be3959f,https://orcid.org/0000-0003-3923-5491,7fbf57aa-5f0c-4865-a381-ace45d351d98,2021-03-27T00:00:00Z,11
Q106395947,Alaa Eldin Elgazzar ,medical researcher,29481F19-A880-4214-939F-21F2F4D2A600,Q5,,,5AE6E961-AB58-4B35-B3AB-1795838EEC0B,0000-0002-5860-5219,220cc132746fe9acd80a3cb4f6ae76cf4987b557,93d41915-e40b-43df-bb22-46655c27c4c5,2021-03-27T00:00:00Z,11,6AEC8B8D-174D-432B-84C5-56FF0ED90148,Q29052,79ea0bda-58a4-499c-b04a-4eef8917b884,2005-11-06T00:00:00Z,11,e7de7752-d8b9-4915-80e3-bd42f04b7a8c,2006-11-08T00:00:00Z,11,80187ccc9ca643ebc8b557932921a63300ddd459,https://orcid.org/0000-0002-5860-5219,e7568439-1136-4394-8828-741eea7de356,2021-03-27T00:00:00Z,11,2371202F-A93F-43F2-B29E-FDAB730FC734,Q7914466,d027eb1a-cdb0-48e2-9a2f-f20538763faa,2005-11-06T00:00:00Z,11,6e41c9c2-8917-4680-ad76-e7597543534c,2006-11-08T00:00:00Z,11,80187ccc9ca643ebc8b557932921a63300ddd459,https://orcid.org/0000-0002-5860-5219,375f599b-c243-461d-b1b4-eb5cc23bec3e,2021-03-27T00:00:00Z,11
Q106395948,Alessandro Fascetti,civil engineer,49F65EA0-9D94-4495-B0AE-E7D3845CAFDC,Q5,4610E14D-A571-475B-88EA-53E577FFB708,Q6581097,C4E0FDDD-06AC-4157-8690-91660D2918F3,0000-0003-4289-5909,220cc132746fe9acd80a3cb4f6ae76cf4987b557,b448c8bd-b428-44f0-b60b-8165751707dc,2021-03-27T00:00:00Z,11,9A8E5F86-669D-4529-84F8-F171AA9EAE57,Q29052,a64e446a-7b9a-4bea-ad0a-f1d857eb215d,2017-01-07T00:00:00Z,11,be977936-a7a6-4e37-8d6f-9bc76b0d555d,2018-06-30T00:00:00Z,11,433cd202876805c452c97e58a547a110812f522b,https://orcid.org/0000-0003-4289-5909,f9066373-4c13-4623-aa34-205a8d64b02f,2021-03-27T00:00:00Z,11,F92A48A5-F1FA-4008-8E96-C31C926329D4,Q84270575,b18671d8-42a3-44e3-ac05-ab174695c093,2017-01-07T00:00:00Z,11,5b55f0eb-d8cc-4176-8cd2-5c42bae37150,2018-06-30T00:00:00Z,11,433cd202876805c452c97e58a547a110812f522b,https://orcid.org/0000-0003-4289-5909,e087ebda-3564-46c8-9e3d-22a496492f6b,2021-03-27T00:00:00Z,11
Q106395949,Alessandro Ustione,biophysicist,9B4074E6-C517-40C7-82FF-6004926AA0FD,Q5,,,39A81658-D5A7-4ACA-9CFF-2B91C6C54CED,0000-0002-5966-7016,220cc132746fe9acd80a3cb4f6ae76cf4987b557,01717e77-a9f8-4b58-b244-027240166091,2021-03-27T00:00:00Z,11,1FEBC4A1-5BD0-4CE3-85D7-CB7C7D68FE13,Q29052,c80ab997-5bbb-4cff-a60e-f40b87d4ab83,2012-12-10T00:00:00Z,11,ce8e90bc-e4b1-4ac6-b8fe-21e8da953ba2,2015-06-30T00:00:00Z,11,47e2c692ad024179b7884d4bd210514010c8fe5b,https://orcid.org/0000-0002-5966-7016,279fd314-8368-4f29-b9bc-45f541d2c797,2021-03-27T00:00:00Z,11,5511F08B-227F-4904-B672-C3FB46AE679C,Q89953935,18203cbd-17eb-4251-9939-1ea4afbd5ec4,2012-12-10T00:00:00Z,11,278c30e8-5212-4527-8726-211e2858395a,2015-06-30T00:00:00Z,11,47e2c692ad024179b7884d4bd210514010c8fe5b,https://orcid.org/0000-0002-5966-7016,a58f02ea-9d89-4417-af95-194926874785,2021-03-27T00:00:00Z,11
Q106395950,Alex Margolis,mathematician,E26CFF79-77B9-430E-B7FC-DD8522736ED8,Q5,,,AEEDFA4C-4A6B-406E-8EA9-68FB2CFD6398,0000-0002-0267-6093,220cc132746fe9acd80a3cb4f6ae76cf4987b557,acb0119b-45e3-40af-8ee9-0294a180930e,2021-03-27T00:00:00Z,11,3774FD6A-1038-4646-A885-B48D3A7143CF,Q29052,a4321ec7-7779-4591-a4b8-14b778c46d47,2020-10-00T00:00:00Z,10,,,,3aef44f18e3d6219b565335a6377e578b0fd2715,https://orcid.org/0000-0002-0267-6093,7468207c-a5b6-47b6-a442-62c77e0a893f,2021-03-27T00:00:00Z,11,08D9E392-1580-423F-91F2-D4BA52DDA4AA,Q79117878,b7a8ba3a-4590-4e7c-aa94-5304dd22fc25,2020-10-00T00:00:00Z,10,,,,3aef44f18e3d6219b565335a6377e578b0fd2715,https://orcid.org/0000-0002-0267-6093,4049f594-e356-4bd2-8d4b-cd2c6ec0e4b5,2021-03-27T00:00:00Z,11
