local_filename,qid_x,local_identifier_x,rank_x,label,notes_x,kilobytes,height,width,photo_inception,subdir,extension,qid_y,commons_id,local_identifier_y,label_en,directory,rank_y,image_name,iiif_manifest,notes_y
,,,,,,,,,,,,Q65080716,M81681029,1956.032,The Entombment,,,"Lucas Cranach the Elder, The Entombment, in or before 1509, NGA 37023.jpg",https://www.nga.gov/api/v1/iiif/presentation/manifest.json?cultObj:id=37023,Merged from Q103309678. Can't figure out why it isn't getting picked up by Listeria - only getting old version.
,,,,,,,,,,,,Q76552832,M81854064,1965.002,Zacharie Astruc,,,"Félix Bracquemond, Zacharie Astruc, 1865, NGA 151064.jpg",https://www.nga.gov/api/v1/iiif/presentation/manifest.json?cultObj:id=151064,The image is not identical to the one in our collection. Merged from Q103310115.
,,,,,,,,,,,,Q80566046,M85506789,1979.0659P,Madonna and Child with Apollonia and Another Female Saint,,,Gerolamo Giovenone - Madonna and Child with Saint Apollonia and one other saint.jpg,,
,,,,,,,,,,,,Q90716090,M31171961,,Emily Thorn Vanderbilt Sloane,,,Emily Thorn Vanderbilt Sloane White.jpg,,
,,,,,,,,,,,,Q94002062,M18081868,2002.014,Marine Landscape,,,Paul-Jean Clays - Paysage marin.jpg,,
,,,,,,,,,,,,Q94702774,M6649731,1979.0648P,A Baptismal Ceremony,,,Amico Aspertini.1474–1552A Baptismal Ceremony Cress Collection.jpg,,
1979.0787P.tif,Q105095779,1979.0787P,primary,,,6134,819,1269,2015-10-27,1979,tif,Q105095779,M113173074,1979.0787P,Oil Sketch,1979,,Oil Sketch - Vanderbilt Fine Arts Gallery - 1979.0787P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0787P.tif.json,
1979.0788P.tif,Q105095780,1979.0788P,primary,,,16008,1511,1800,2015-10-27,1979,tif,Q105095780,M113173077,1979.0788P,Oil Sketch,1979,,Oil Sketch - Vanderbilt Fine Arts Gallery - 1979.0788P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0788P.tif.json,
1979.0789P.tif,Q105095782,1979.0789P,primary,,,12318,1309,1598,2015-10-27,1979,tif,Q105095782,M113173086,1979.0789P,Oil Sketch,1979,,Oil Sketch - Vanderbilt Fine Arts Gallery - 1979.0789P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0789P.tif.json,
1979.0790P.tif,Q105095771,1979.0790P,primary,,,3571,675,894,2015-10-27,1979,tif,Q105095771,M124933313,1979.0790P,Oil Sketch of Florida,1979,primary,Oil Sketch of Florida - Vanderbilt Fine Arts Gallery - 1979.0790P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0790P.json,
1979.0791P.tif,Q105095772,1979.0791P,primary,,,3409,675,853,2015-10-27,1979,tif,Q105095772,M124933398,1979.0791P,Oil Sketch of Florida,1979,primary,Oil Sketch of Florida - Vanderbilt Fine Arts Gallery - 1979.0791P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0791P.json,
1979.0792P.tif,Q105095773,1979.0792P,primary,,,3654,686,900,2015-10-27,1979,tif,Q105095773,M124933410,1979.0792P,Oil Sketch of Florida,1979,primary,Oil Sketch of Florida - Vanderbilt Fine Arts Gallery - 1979.0792P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0792P.json,
1979.0793P.tif,Q105095775,1979.0793P,primary,,,3719,703,894,2015-10-27,1979,tif,Q105095775,M124933424,1979.0793P,Oil Sketch of Florida,1979,primary,Oil Sketch of Florida - Vanderbilt Fine Arts Gallery - 1979.0793P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0793P.json,
1979.0794P.tif,Q105095776,1979.0794P,primary,,,3574,680,888,2015-10-27,1979,tif,Q105095776,M124933434,1979.0794P,Oil Sketch of Florida,1979,primary,Oil Sketch of Florida - Vanderbilt Fine Arts Gallery - 1979.0794P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0794P.json,
1979.0795P.tif,Q105095777,1979.0795P,primary,,,3595,675,900,2015-10-27,1979,tif,Q105095777,M124933448,1979.0795P,Oil Sketch of Florida,1979,primary,Oil Sketch of Florida - Vanderbilt Fine Arts Gallery - 1979.0795P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0795P.json,
1979.0796P.jpg,Q102970324,1979.0796P,suppress,,,141,191,500,2011-07-11,1979,jpg,,,,,,,,,
1979.0796P.tif,Q102970324,1979.0796P,primary,,,62869,2022,5304,2011-07-11,1979,tif,Q102970324,M122606576,1979.0796P,Relief of Five Arhats (disciples of Buddha),1979,primary,Relief of Five Arhats (disciples of Buddha) - Vanderbilt Fine Arts Gallery - 1979.0796P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0796P.json,
1979.0797P.jpg,Q105091762,1979.0797P,primary,,,51,288,395,2010-02-22,1979,jpg,,,,,,,,,
1979.0799P.tif,Q103301340,1979.0799P,,,,144006,3947,2668,2015-06-11,1979,tif,,,,,,,,,
1979.0799P_copy.jpg,Q103301340,1979.0799P,,,,1986,3947,2668,2015-06-11,1979,jpg,,,,,,,,,
1979.0800P.tif,Q103304563,1979.0800P,,,,212979,4878,3193,2015-06-11,1979,tif,,,,,,,,,
1979.0800P_LARGE.tif,Q103304563,1979.0800P,,,,535496,0,0,2019-08-13,1979,tif,,,,,,,,,
1979.0801P.tif,Q105092069,1979.0801P,primary,,,84004,4687,3058,2015-07-02,1979,tif,Q105092069,M122707006,1979.0801P,"Remember Belgium, Buy Bonds, Fourth Liberty Loan",1979,primary,"Remember Belgium, Buy Bonds, Fourth Liberty Loan - Vanderbilt Fine Arts Gallery - 1979.0801P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0801P.json,
1979.0804P.tif,Q103297663,1979.0804P,primary,,,80583,4521,3041,2015-07-02,1979,tif,Q103297663,M122641585,1979.0804P,"Books Wanted for Our Men in Camp and ""Over There"" Take Your Gifts to the Public Library",1979,primary,"Books Wanted for Our Men in Camp and ""Over There"" Take Your Gifts to the Public Library - Vanderbilt Fine Arts Gallery - 1979.0804P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0804P.json,
1979.0806P.tif,Q102976718,1979.0806P,primary,,,202256,4474,3306,2015-06-11,1979,tif,Q102976718,M124777677,1979.0806P,"Victory is a Question of Stamina Send - the Wheat, Meat, Fats, Sugar, the fuel for Fighters - United States Food Administration",1979,primary,"Victory is a Question of Stamina Send - the Wheat, Meat, Fats, Sugar, the fuel for Fighters - United States Food Administration - Vanderbilt Fine Arts Gallery - 1979.0806P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0806P.json,
1979.0807P.tif,Q103299836,1979.0807P,primary,,,69161,3857,3059,2012-08-02,1979,tif,,,,,,,,,
1979.0808P.tif,Q105095769,1979.0808P,primary,,,49652,4832,1753,2012-12-05,1979,tif,,,,,,,,,
1979.0809P.tif,Q103310368,1979.0809P,primary,,,76744,4090,3201,2021-05-10,1979,tif,,,,,,,,,
1979.0810P.jpg,Q106577341,1979.0810P,primary,,,72,360,425,2010-02-22,1979,jpg,,,,,,,,,
1979.0835P.jpg,Q105091979,1979.0835P,primary,,,195,874,1152,2010-02-22,1979,jpg,,,,,,,,,
1979.0836P.tif,Q105095764,1979.0836P,primary,,,16466,2883,1946,2010-04-01,1979,tif,,,,,,,,,
1979.0837P.jpg,Q103305462,1979.0837P,suppress,,,205,500,332,2010-11-11,1979,jpg,,,,,,,,,
1979.0837P.tif,Q103305462,1979.0837P,primary,,,11560,2437,1615,2010-11-11,1979,tif,,,,,,,,,
1979.0838P.jpg,Q103309040,1979.0838P,suppress,,,137,500,354,2010-11-11,1979,jpg,,,,,,,,,
1979.0838P.tif,Q103309040,1979.0838P,primary,,,20966,3175,2251,2010-11-11,1979,tif,,,,,,,,,
1979.0839P.jpg,Q102974755,1979.0839P,suppress,,,274,500,383,2010-03-21,1979,jpg,,,,,,,,,
1979.0839P.tif,Q102974755,1979.0839P,primary,,,14168,2512,1925,2010-02-18,1979,tif,Q102974755,M122612008,1979.0839P,The Smoker at the Window,1979,primary,The Smoker at the Window - Vanderbilt Fine Arts Gallery - 1979.0839P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0839P.json,
1979.0840P.jpg,Q103309642,1979.0840P,suppress,,,309,500,400,2010-03-21,1979,jpg,,,,,,,,,
1979.0840P.tif,Q103309642,1979.0840P,primary,,,5357,1508,1205,2010-02-18,1979,tif,Q103309642,M122689858,1979.0840P,The Doll,1979,primary,The Doll - Vanderbilt Fine Arts Gallery - 1979.0840P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0840P.json,
1979.0841P.jpg,Q103310135,1979.0841P,suppress,,,275,500,385,2010-03-21,1979,jpg,,,,,,,,,
1979.0841P.tif,Q103310135,1979.0841P,primary,,,5165,1509,1161,2010-02-18,1979,tif,Q103310135,M122695574,1979.0841P,The Spectacle Seller,1979,primary,The Spectacle Seller - Vanderbilt Fine Arts Gallery - 1979.0841P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0841P.json,
1979.0842P.jpg,Q104033116,1979.0842P,suppress,,,268,500,405,2010-03-21,1979,jpg,,,,,,,,,
1979.0842P.tif,Q104033116,1979.0842P,primary,,,10331,2084,1687,2010-02-18,1979,tif,Q104033116,M122706712,1979.0842P,Village Romance,1979,primary,Village Romance - Vanderbilt Fine Arts Gallery - 1979.0842P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0842P.json,
1979.0843.jpg,Q104033117,1979.0843P,suppress,,,294,500,415,2010-03-21,1979,jpg,,,,,,,,,
1979.0843.tif,Q104033117,1979.0843P,primary,,,6580,1641,1362,2010-02-18,1979,tif,Q104033117,M122706719,1979.0843P,Village Romance,1979,primary,Village Romance - Vanderbilt Fine Arts Gallery - 1979.0843.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0843P.json,
1979.0844.jpg,Q103309546,1979.0844P,suppress,,,259,500,383,2010-03-21,1979,jpg,,,,,,,,,
1979.0844.tif,Q103309546,1979.0844P,primary,,,6132,1650,1262,2010-02-18,1979,tif,Q103309546,M122688776,1979.0844P,The Baker Sounding His Horn,1979,primary,The Baker Sounding His Horn - Vanderbilt Fine Arts Gallery - 1979.0844.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0844P.json,
1979.0845P.jpg,Q104032628,1979.0845P,suppress,,,189,500,392,2010-03-21,1979,jpg,,,,,,,,,
1979.0845P.tif,Q104032628,1979.0845P,primary,,,5607,1560,1220,2010-02-18,1979,tif,Q104032628,M122706685,1979.0845P,The Empty Jug,1979,primary,The Empty Jug - Vanderbilt Fine Arts Gallery - 1979.0845P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0845P.json,
1979.0846P.jpg,Q104032631,1979.0846P,suppress,,,251,500,394,2010-03-21,1979,jpg,,,,,,,,,
1979.0846P.tif,Q104032631,1979.0846P,primary,,,5717,1569,1237,2010-02-18,1979,tif,Q104032631,M122706697,1979.0846P,The Empty Jug,1979,primary,The Empty Jug - Vanderbilt Fine Arts Gallery - 1979.0846P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0846P.json,
1979.0847P.jpg,Q103310108,1979.0847P,suppress,,,314,500,403,2010-03-21,1979,jpg,,,,,,,,,
1979.0847P.tif,Q103310108,1979.0847P,primary,,,4317,1348,1085,2010-02-18,1979,tif,Q103310108,M122695566,1979.0847P,The Schoolmaster,1979,primary,The Schoolmaster - Vanderbilt Fine Arts Gallery - 1979.0847P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0847P.json,
1979.0848P_a.tif,Q102974071,1979.0848.1P,,,,29212,2919,3412,2010-02-18,1979,tif,,,,,,,,,
1979.0848P_b.tif,Q103310118,1979.0848.2P,,,,21136,3050,2362,2010-02-18,1979,tif,,,,,,,,,
1979.0848Pa.jpg,Q102974071,1979.0848.1P,suppress,,,320,428,500,2010-03-21,1979,jpg,,,,,,,,,
1979.0848Pb.jpg,Q103310118,1979.0848.2P,suppress,,,222,500,387,2010-03-21,1979,jpg,,,,,,,,,
1979.0849P.jpg,Q103305531,1979.0849P,suppress,,,278,500,394,2010-03-21,1979,jpg,,,,,,,,,
1979.0849P.tif,Q103305531,1979.0849P,primary,,,4240,1350,1064,2010-02-18,1979,tif,Q103305531,M122664674,1979.0849P,Mother with Two Children,1979,primary,Mother with Two Children - Vanderbilt Fine Arts Gallery - 1979.0849P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0849P.json,
1979.0850P.jpg,Q104032658,1979.0850P,suppress,,,320,500,394,2010-03-21,1979,jpg,,,,,,,,,
1979.0850P.tif,Q104032658,1979.0850P,primary,,,5024,1471,1158,2010-02-18,1979,tif,Q104032658,M122706702,1979.0850P,The Two Gossips,1979,primary,The Two Gossips - Vanderbilt Fine Arts Gallery - 1979.0850P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0850P.json,
1979.0851P.jpg,Q103304930,1979.0851P,suppress,,,282,500,395,2010-03-21,1979,jpg,,,,,,,,,
1979.0851P.tif,Q103304930,1979.0851P,primary,,,4937,1456,1150,2010-02-18,1979,tif,Q103304930,M122664399,1979.0851P,Man and Woman Talking,1979,primary,Man and Woman Talking - Vanderbilt Fine Arts Gallery - 1979.0851P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0851P.json,
1979.0852P.jpg,Q104032621,1979.0852P,suppress,,,258,500,366,2010-02-21,1979,jpg,,,,,,,,,
1979.0852P.tif,Q104032621,1979.0852P,primary,,,6730,1771,1297,2010-02-16,1979,tif,Q104032621,M122706676,1979.0852P,The Concert,1979,primary,The Concert - Vanderbilt Fine Arts Gallery - 1979.0852P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0852P.json,
1979.0853P.jpg,Q104032623,1979.0853P,suppress,,,265,500,359,2010-02-21,1979,jpg,,,,,,,,,
1979.0853P.tif,Q104032623,1979.0853P,primary,,,6467,1753,1259,2010-02-16,1979,tif,Q104032623,M122706680,1979.0853P,The Concert,1979,primary,The Concert - Vanderbilt Fine Arts Gallery - 1979.0853P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0853P.json,
1979.0857P.jpg,Q103304907,1979.0857P,suppress,,,262,500,396,2010-03-21,1979,jpg,,,,,,,,,
1979.0857P.tif,Q103304907,1979.0857P,primary,,,5353,1514,1200,2010-02-18,1979,tif,Q103304907,M122664387,1979.0857P,Man and Woman Conversing,1979,primary,Man and Woman Conversing - Vanderbilt Fine Arts Gallery - 1979.0857P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0857P.json,
1979.0858P.jpg,Q103309995,1979.0858P,,,,292,500,369,2010-03-21,1979,jpg,,,,,,,,,
1979.0858P.tif,Q103309995,1979.0858P,,,,5948,1655,1220,2010-02-18,1979,tif,,,,,,,,,
1979.0858Pm.jpg,Q103309995,1979.0858P,,,,1605,1200,885,2010-03-21,1979,jpg,,,,,,,,,
1979.0859P.jpg,Q103306439,1979.0859P,suppress,,,334,500,412,2010-03-21,1979,jpg,,,,,,,,,
1979.0859P.tif,Q103306439,1979.0859P,primary,,,5359,1485,1224,2010-02-18,1979,tif,Q103306439,M122676691,1979.0859P,Peasant Leaning on His Doorway,1979,primary,Peasant Leaning on His Doorway - Vanderbilt Fine Arts Gallery - 1979.0859P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0859P.json,
1979.0860.jpg,Q103309612,1979.0860P,suppress,,,298,500,428,2010-02-23,1979,jpg,,,,,,,,,
1979.0860P.tif,Q103309612,1979.0860P,primary,,,13535,2325,1987,2010-02-17,1979,tif,Q103309612,M122749831,1979.0860P,The Cobbler,1979,primary,The Cobbler - Vanderbilt Fine Arts Gallery - 1979.0860P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0860P.json,
1979.0861.jpg,Q102974054,1979.0861P,suppress,,,329,429,500,2010-02-23,1979,jpg,,,,,,,,,
1979.0861P.tif,Q102974054,1979.0861P,primary,,,15609,2137,2493,2010-02-17,1979,tif,Q102974054,M122768493,1979.0861P,The Barn,1979,primary,The Barn - Vanderbilt Fine Arts Gallery - 1979.0861P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0861P.json,
1979.0862.jpg,Q104032614,1979.0862P,,,,265,367,500,2010-02-23,1979,jpg,,,,,,,,,
1979.0862P.tif,Q104032614,1979.0862P,,,,10258,1603,2184,2010-02-17,1979,tif,,,,,,,,,
1979.0863.jpg,Q104032637,1979.0863P,,,,225,305,500,2010-02-23,1979,jpg,,,,,,,,,
1979.0863P.tif,Q104032637,1979.0863P,,,,15079,1771,2906,2010-02-17,1979,tif,,,,,,,,,
1979.0864.jpg,Q102974966,1979.0864P,,,,307,436,500,2010-02-23,1979,jpg,,,,,,,,,
1979.0864P.tif,Q102974966,1979.0864P,,,,13144,1978,2268,2010-02-17,1979,tif,,,,,,,,,
1979.0865.jpg,Q102974126,1979.0865P,,,,273,424,500,2010-02-23,1979,jpg,,,,,,,,,
1979.0865P.tif,Q102974126,1979.0865P,,,,13526,1978,2334,2010-02-17,1979,tif,,,,,,,,,
1979.0866.jpg,Q104032652,1979.0866P,,,,324,469,500,2010-02-23,1979,jpg,,,,,,,,,
1979.0866P.tif,Q104032652,1979.0866P,,,,9185,1715,1828,2010-02-17,1979,tif,,,,,,,,,
1979.0867.jpg,Q104032655,1979.0867P,,,,306,465,500,2010-02-23,1979,jpg,,,,,,,,,
1979.0867P.tif,Q104032655,1979.0867P,,,,9381,1725,1856,2010-02-17,1979,tif,,,,,,,,,
1979.0868.jpg,Q103310274,1979.0868P,,,,289,500,380,2010-02-23,1979,jpg,,,,,,,,,
1979.0868P.tif,Q103310274,1979.0868P,,,,4634,1443,1096,2010-02-17,1979,tif,,,,,,,,,
1979.0869.jpg,Q103309541,1979.0869P,,,,335,500,433,2010-02-23,1979,jpg,,,,,,,,,
1979.0869P.tif,Q103309541,1979.0869P,,,,4063,1265,1096,2010-02-17,1979,tif,,,,,,,,,
1979.0870.jpg,Q103309901,1979.0870P,,,,338,500,426,2010-02-23,1979,jpg,,,,,,,,,
1979.0870P.tif,Q103309901,1979.0870P,,,,4061,1275,1087,2010-02-17,1979,tif,,,,,,,,,
1979.0871.jpg,Q103310063,1979.0871P,,,,269,500,403,2010-02-23,1979,jpg,,,,,,,,,
1979.0871P.tif,Q103310063,1979.0871P,,,,9500,2005,1617,2010-02-17,1979,tif,,,,,,,,,
1979.0872.jpg,Q104032644,1979.0872P,,,,302,500,402,2010-02-23,1979,jpg,,,,,,,,,
1979.0872P.tif,Q104032644,1979.0872P,,,,4233,1340,1078,2010-02-17,1979,tif,,,,,,,,,
1979.0873.jpg,Q104032648,1979.0873P,,,,279,500,405,2010-02-23,1979,jpg,,,,,,,,,
1979.0873P.tif,Q104032648,1979.0873P,,,,4345,1353,1096,2010-02-17,1979,tif,,,,,,,,,
1979.0874.jpg,Q103310231,1979.0874P,,,,309,500,391,2010-02-23,1979,jpg,,,,,,,,,
1979.0874P.tif,Q103310231,1979.0874P,,,,5553,1556,1218,2010-02-17,1979,tif,,,,,,,,,
1979.0875.jpg,Q103310020,1979.0875P,,,,290,500,391,2010-02-23,1979,jpg,,,,,,,,,
1979.0875P.tif,Q103310020,1979.0875P,,,,5477,1546,1209,2010-02-17,1979,tif,,,,,,,,,
1979.0876.jpg,Q104032301,1979.0876P,,,,326,500,419,2010-02-23,1979,jpg,,,,,,,,,
1979.0876P.tif,Q104032301,1979.0876P,,,,9615,1978,1659,2010-02-17,1979,tif,,,,,,,,,
1979.0877.jpg,Q104032302,1979.0877P,,,,318,500,420,2010-02-23,1979,jpg,,,,,,,,,
1979.0877P.tif,Q104032302,1979.0877P,,,,9915,2006,1687,2010-02-17,1979,tif,,,,,,,,,
1979.0878.jpg,Q103309687,1979.0878P,,,,308,500,425,2010-02-23,1979,jpg,,,,,,,,,
1979.0878P.tif,Q103309687,1979.0878P,,,,14544,2418,2053,2010-02-17,1979,tif,,,,,,,,,
1979.0879.jpg,Q102974680,1979.0879P,,,,312,500,453,2010-02-23,1979,jpg,,,,,,,,,
1979.0879P.tif,Q102974680,1979.0879P,,,,7553,1687,1528,2010-02-17,1979,tif,,,,,,,,,
1979.0883P.tif,Q105095762,1979.0883P,primary,,,24478,3376,2472,2010-04-01,1979,tif,,,,,,,,,
1979.0885.jpg,Q102971059,1979.0885P,,,,229,333,500,2010-04-25,1979,jpg,,,,,,,,,
1979.0886.jpg,Q102971068,1979.0886P,,,,233,367,500,2010-04-25,1979,jpg,,,,,,,,,
1979.0887P.tif,Q102966689,1979.0887P,primary,,,24734,2353,3588,2015-07-24,1979,tif,Q102966689,M122601001,1979.0887P,"Jenner, Janvier. (January), from a suite of allegorical prints illustrating the months of the year with text in German and French",1979,primary,"Jenner, Janvier. (January), from a suite of allegorical prints illustrating the months of the year with text in German and French - Vanderbilt Fine Arts Gallery - 1979.0887P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0887P.json,
1979.0888P.tif,Q102966169,1979.0888P,primary,,,24734,2353,3588,2015-07-24,1979,tif,Q102966169,M122598571,1979.0888P,"Hornŭng, Fevrier. (February), from a suite of allegorical prints illustrating the months of the year with text in German and French",1979,primary,"Hornŭng, Fevrier. (February), from a suite of allegorical prints illustrating the months of the year with text in German and French - Vanderbilt Fine Arts Gallery - 1979.0888P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0888P.json,
1979.0889P.tif,Q102962711,1979.0889P,primary,,,24734,2353,3588,2015-07-24,1979,tif,Q102962711,M122582793,1979.0889P,"Brachmonat, Juin (June), from a suite of allegorical prints illustrating the months of the year with text in German and French",1979,primary,"Brachmonat, Juin (June), from a suite of allegorical prints illustrating the months of the year with text in German and French - Vanderbilt Fine Arts Gallery - 1979.0889P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0889P.json,
1979.0890P.tif,Q102966110,1979.0890P,primary,,,24734,2353,3588,2015-07-24,1979,tif,Q102966110,M122598550,1979.0890P,"Heumonat, Juillet (July), from a suite of allegorical prints illustrating the months of the year with text in German and French",1979,primary,"Heumonat, Juillet (July), from a suite of allegorical prints illustrating the months of the year with text in German and French - Vanderbilt Fine Arts Gallery - 1979.0890P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0890P.json,
1979.0891P.jpg,Q102961820,1979.0891P,suppress,,,34,249,369,2010-02-22,1979,jpg,,,,,,,,,
1979.0891P.tif,Q102961820,1979.0891P,primary,,,24734,2353,3588,2015-07-24,1979,tif,Q102961820,M122563656,1979.0891P,"August, Août (August), from a suite of allegorical prints illustrating the months of the year with text in German and French",1979,primary,"August, Août (August), from a suite of allegorical prints illustrating the months of the year with text in German and French - Vanderbilt Fine Arts Gallery - 1979.0891P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0891P.json,
1979.0892P.jpg,Q102966099,1979.0892P,suppress,,NOT 1979.0892P ! It is a composite,34,249,369,2010-02-22,1979,jpg,,,,,,,,,
1979.0892P.tif,Q102966099,1979.0892P,primary,,,24734,2353,3588,2015-07-24,1979,tif,Q102966099,M122598530,1979.0892P,"Herbstmonat, Septembre (September), from a suite of allegorical prints illustrating the months of the year with text in German and French",1979,primary,"Herbstmonat, Septembre (September), from a suite of allegorical prints illustrating the months of the year with text in German and French - Vanderbilt Fine Arts Gallery - 1979.0892P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0892P.json,
1979.0893P.jpg,Q102977148,1979.0893P,suppress,,NOT 1979.0893P ! It is a composite,34,249,369,2010-02-22,1979,jpg,,,,,,,,,
1979.0893P.tif,Q102977148,1979.0893P,primary,,,25165,2394,3588,2015-07-24,1979,tif,Q102977148,M122616899,1979.0893P,"Wintermonat, Novembre (November), from a suite of allegorical prints illustrating the months of the year with text in German and French",1979,primary,"Wintermonat, Novembre (November), from a suite of allegorical prints illustrating the months of the year with text in German and French - Vanderbilt Fine Arts Gallery - 1979.0893P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0893P.json,
1979.0894.tif,Q102963314,1979.0894P,suppress,,NOT 1979.0894P ! It is a composite,121,249,369,2010-10-04,1979,tif,,,,,,,,,
1979.0894P.tif,Q102963314,1979.0894P,primary,,,24860,2365,3588,2015-07-24,1979,tif,Q102963314,M122584045,1979.0894P,"Christmonat, Decembre (December), from a suite of allegorical prints illustrating the months of the year with text in German and French",1979,primary,"Christmonat, Decembre (December), from a suite of allegorical prints illustrating the months of the year with text in German and French - Vanderbilt Fine Arts Gallery - 1979.0894P.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0894P.json,
1979.0902.jpg,Q104032640,1979.0902P,,,,203,311,500,2010-02-23,1979,jpg,,,,,,,,,
1979.0902P.tif,Q104032640,1979.0902P,,,,16392,1865,3000,2010-02-17,1979,tif,,,,,,,,,
1979.0904.jpg,Q104032618,1979.0904P,,,,270,371,500,2010-02-23,1979,jpg,,,,,,,,,
1979.0904P.tif,Q104032618,1979.0904P,,,,10996,1668,2250,2010-02-17,1979,tif,,,,,,,,,
1979.0905.jpg,Q102967175,1979.0905P,,,,255,466,491,2010-04-11,1979,jpg,,,,,,,,,
1979.0905P.tif,Q102967175,1979.0905P,,,,30972,3168,3337,2010-03-22,1979,tif,Q102967175,M113088110,1979.0905P,La Halte,1979,,La Halte - Vanderbilt Fine Arts Gallery - 1979.0905P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0905P.tif.json,
1979.0908.jpg,Q103312519,1979.0908P,primary,,,240,500,367,2010-04-04,1979,jpg,,,,,,,,,
1979.0908.tif,Q102963188,1979.0922P,,,NOT 1979.0908P ! It is actually 1979.0922P,23451,2475,3234,2010-03-02,1979,tif,,,,,,,,,
1979.0909P.tif,Q102968343,1979.0909P,primary,,,5288,1332,1355,2012-08-01,1979,tif,,,,,,,,,
1979.0911.jpg,Q106568711,1979.0911P,suppress,,,229,495,372,2010-04-04,1979,jpg,,,,,,,,,
1979.0911.med.jpg,Q106568711,1979.0911P,primary,,,889,1396,1781,2010-03-23,1979,jpg,,,,,,,,,
1979.0912.jpg,Q102961288,1979.0912P,,,,324,398,500,2010-02-21,1979,jpg,,,,,,,,,
1979.0912P.tif,Q102961288,1979.0912P,,,,28011,2390,3000,2010-02-16,1979,tif,,,,,,,,,
1979.0913.jpg,Q102962882,1979.0913P,,,,187,322,500,2010-04-04,1979,jpg,,,,,,,,,
1979.0914.jpg,Q103304974,1979.0914P,,,,254,500,398,2010-04-04,1979,jpg,,,,,,,,,
1979.0914P.tif,Q103304974,1979.0914P,,,,12930,2352,1872,2010-02-25,1979,tif,,,,,,,,,
1979.0915P.tif,Q102968719,1979.0915P,primary,,,16615,2128,2665,2012-08-01,1979,tif,Q102968719,M122604743,1979.0915P,Mort de la Madeleine,1979,primary,Mort de la Madeleine - Vanderbilt Fine Arts Gallery - 1979.0915P.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0915P.json,
1979.0916.jpg,Q105095962,1979.0916P,suppress,,,376,500,497,2010-03-21,1979,jpg,,,,,,,,,
1979.0916.tif,Q105095962,1979.0916P,primary,,,7048,1546,1556,2010-02-24,1979,tif,,,,,,,,,
1979.0917.jpg,Q103304880,1979.0917P,,,,151,500,342,2010-04-04,1979,jpg,,,,,,,,,
1979.0917P.tif,Q103304880,1979.0917P,,,,20111,3168,2164,2010-02-25,1979,tif,,,,,,,,,
