name,subdir
K78_AT_detail01.TIF,kress
K78_AT_detail02.TIF,kress
K78_AT_detail04.TIF,kress
K78_AT_detail05.TIF,kress
K78_AT_detail06.TIF,kress
K78_BT_detail01.TIF,kress
K78_BT_detail03.TIF,kress
K78_BT_detail04.TIF,kress
K78_CS_detail01.TIF,kress
K78_CS_detail02.TIF,kress
K78_DT1_UV.TIF,kress
K78_DT1.TIF,kress
